SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00004086,Rostulla_1,231,52.8,35.9,11.3,53.5,modelled
N00004087,Rostulla_1,783,36.5,44.2,19.3,43.6,modelled
N00004088,Rostulla_2,407,19.9,73.0,7.1,27.4,modelled
N00004089,Rostulla_2,303,16.5,71.0,12.5,26.4,modelled
N00004090,Rostulla_2,990,37.5,44.7,17.8,43.9,modelled
N00004091,Rostulla_2,944,33.2,46.5,20.3,41.4,modelled
N00004092,Valley_1,277,19.9,65.7,14.4,29.6,modelled
N00004093,Valley_1,373,26.8,62.5,10.7,33.7,modelled
N00004094,Valley_1,563,86.5,11.2,2.3,76.3,modelled
N00004095,Valley_1,355,86.5,13.5,0.0,75.6,modelled
N00004096,Valley_2,246,6.1,85.8,8.1,17.3,modelled
N00004097,Valley_2,539,71.2,20.6,8.2,66.5,modelled
N00004098,Valley_2,278,4.0,84.2,11.8,16.8,modelled
N00004099,Valley_2,544,25.2,63.2,11.6,32.7,modelled
N00004100,Valley_2,319,85.6,11.6,2.8,75.7,modelled
N00004101,Whitehouse,207,14.5,72.9,12.6,25.0,modelled
N00004102,Whitehouse,347,4.6,85.9,9.5,16.6,modelled
N00004103,Whitehouse,182,2.7,89.0,8.3,14.8,modelled
N00004104,Whitehouse,191,8.9,79.1,12.0,20.6,modelled
N00004105,Whitehouse,193,6.2,86.0,7.8,17.3,modelled
N00004106,Whitehouse,217,6.0,83.4,10.6,18.0,modelled
N00004107,Whitehouse,207,4.8,84.5,10.7,17.1,modelled
N00004108,Whitehouse,268,3.0,86.2,10.8,15.7,modelled
N00004109,Whitehouse,259,1.2,87.6,11.2,14.5,modelled
N00004110,Ballycrochan_1,313,11.8,72.8,15.4,23.8,modelled
N00004111,Ballycrochan_1,341,12.3,78.6,9.1,22.3,modelled
N00004112,Ballycrochan_1,413,7.0,84.3,8.7,18.1,modelled
N00004113,Ballycrochan_1,663,9.2,81.4,9.4,20.0,modelled
N00004114,Ballycrochan_2,305,13.1,74.1,12.8,24.0,modelled
N00004115,Ballycrochan_2,404,9.9,76.7,13.4,21.7,modelled
N00004116,Ballycrochan_2,706,6.4,83.3,10.3,18.2,modelled
N00004117,Ballycrochan_2,515,10.9,79.0,10.1,21.5,modelled
N00004118,Ballycrochan_3,300,6.3,81.3,12.4,18.7,modelled
N00004119,Ballycrochan_3,326,11.7,77.9,10.4,22.2,modelled
N00004120,Ballycrochan_3,259,15.1,71.0,13.9,25.8,modelled
N00004121,Ballycrochan_3,370,7.6,79.2,13.2,19.9,modelled
N00004122,Ballycrochan_3,379,9.2,77.6,13.2,21.1,modelled
N00004123,Ballyholme,351,12.3,78.6,9.1,22.3,modelled
N00004124,Ballyholme,308,14.0,71.8,14.2,25.1,modelled
N00004125,Ballyholme,354,14.1,75.7,10.2,23.9,modelled
N00004126,Ballyholme,292,8.9,76.0,15.1,21.5,modelled
N00004127,Ballyholme,324,13.6,71.9,14.5,24.8,modelled
N00004128,Ballyholme,425,10.1,79.8,10.1,20.9,modelled
N00004129,Ballyholme,308,6.5,82.1,11.4,18.6,modelled
N00004130,Ballyholme,290,11.7,75.5,12.8,22.9,modelled
N00004131,Ballymaconnell_1,289,7.6,81.3,11.1,19.3,modelled
N00004132,Ballymaconnell_1,328,8.5,81.7,9.8,19.6,modelled
N00004133,Ballymaconnell_1,312,6.7,74.0,19.3,21.1,modelled
N00004134,Ballymaconnell_1,317,11.0,80.4,8.6,21.1,modelled
N00004135,Ballymaconnell_2,345,6.4,76.5,17.1,20.2,modelled
N00004136,Ballymaconnell_2,402,6.5,79.1,14.4,19.5,modelled
N00004137,Ballymaconnell_2,376,12.2,76.9,10.9,22.7,modelled
N00004138,Ballymaconnell_2,352,10.5,76.4,13.1,22.1,modelled
N00004139,Ballymagee_1,686,11.5,79.2,9.3,21.7,modelled
N00004140,Ballymagee_1,410,13.9,70.5,15.6,25.4,modelled
N00004141,Ballymagee_1,296,8.4,83.1,8.5,19.1,modelled
N00004142,Ballymagee_1,356,9.6,79.8,10.6,20.7,modelled
N00004143,Ballymagee_2,327,12.2,75.5,12.3,23.1,modelled
N00004144,Ballymagee_2,590,10.7,80.3,9.0,21.0,modelled
N00004145,Ballymagee_2,305,9.5,80.3,10.2,20.5,modelled
N00004146,Ballymagee_2,360,13.1,70.8,16.1,24.9,modelled
N00004147,Ballymagee_2,352,9.1,74.4,16.5,22.0,modelled
N00004148,Bangor Castle,215,9.8,82.8,7.4,19.9,modelled
N00004149,Bangor Castle,276,8.3,80.8,10.9,19.8,modelled
N00004150,Bangor Castle,499,13.2,66.5,20.3,26.3,modelled
N00004151,Bangor Castle,273,11.0,75.1,13.9,22.7,modelled
N00004152,Bangor Castle,237,13.1,73.4,13.5,24.2,modelled
N00004153,Bangor Castle,352,8.5,80.7,10.8,19.9,modelled
N00004154,Bangor Castle,253,9.1,77.5,13.4,21.1,modelled
N00004155,Bangor Castle,290,7.6,78.3,14.1,20.2,modelled
N00004156,Bangor Castle,232,11.6,73.3,15.1,23.5,modelled
N00004157,Bloomfield_1,473,9.3,76.7,14.0,21.5,modelled
N00004158,Bloomfield_1,418,12.0,75.6,12.4,23.0,modelled
N00004159,Bloomfield_1,130,12.3,67.7,20.0,25.5,modelled
N00004160,Bloomfield_1,202,8.9,69.3,21.8,23.5,modelled
N00004161,Bloomfield_1,299,7.0,69.2,23.8,22.6,modelled
N00004162,Bloomfield_1,202,6.9,76.2,16.9,20.5,modelled
N00004163,Bloomfield_2,388,10.8,75.8,13.4,22.4,modelled
N00004164,Bloomfield_2,407,10.3,74.7,15.0,22.5,modelled
N00004165,Bloomfield_2,424,8.0,75.7,16.3,21.2,modelled
N00004166,Bloomfield_2,252,9.1,81.7,9.2,19.9,modelled
N00004167,Bloomfield_2,379,6.1,72.0,21.9,21.4,modelled
N00004168,Bloomfield_2,204,5.9,79.4,14.7,19.1,modelled
N00004169,Broadway_1,313,10.9,76.4,12.7,22.3,modelled
N00004170,Broadway_1,292,10.6,72.3,17.1,23.4,modelled
N00004171,Broadway_1,309,10.0,83.5,6.5,19.8,modelled
N00004172,Broadway_1,247,3.6,84.6,11.8,16.5,modelled
N00004173,Broadway_1,259,14.3,71.4,14.3,25.3,modelled
N00004174,Broadway_2,273,12.1,73.6,14.3,23.7,modelled
N00004175,Broadway_2,280,6.4,80.0,13.6,19.1,modelled
N00004176,Broadway_2,406,9.4,82.8,7.8,19.7,modelled
N00004177,Broadway_2,156,14.7,75.6,9.7,24.3,modelled
N00004178,Broadway_2,310,15.2,67.1,17.7,27.0,modelled
N00004179,Bryansburn_1,344,37.8,51.2,11.0,42.1,modelled
N00004180,Bryansburn_1,273,34.1,57.5,8.4,38.5,modelled
N00004181,Bryansburn_1,267,36.3,52.4,11.3,41.0,modelled
N00004182,Bryansburn_1,341,46.3,44.6,9.1,47.9,modelled
N00004183,Bryansburn_1,98,19.4,76.5,4.1,26.1,modelled
N00004184,Bryansburn_2,260,36.5,57.3,6.2,39.7,modelled
N00004185,Bryansburn_2,702,17.0,77.9,5.1,24.6,modelled
N00004186,Bryansburn_2,305,18.7,69.2,12.1,28.0,modelled
N00004187,Churchill_1,382,10.2,84.0,5.8,19.7,modelled
N00004188,Churchill_1,289,13.1,78.2,8.7,22.7,modelled
N00004189,Churchill_1,212,9.9,76.9,13.2,21.7,modelled
N00004190,Churchill_1,486,7.2,85.4,7.4,17.9,modelled
N00004191,Churchill_2,598,10.5,77.3,12.2,21.8,modelled
N00004192,Churchill_2,295,9.5,79.0,11.5,20.9,modelled
N00004193,Churchill_2,290,15.5,68.6,15.9,26.7,modelled
N00004194,Churchill_2,265,6.0,86.4,7.6,17.1,modelled
N00004195,Clandeboye_1,276,4.0,77.9,18.1,18.7,modelled
N00004196,Clandeboye_1,1009,12.2,76.5,11.3,22.8,modelled
N00004197,Clandeboye_1,245,4.5,73.5,22.0,20.2,modelled
N00004198,Clandeboye_1,247,5.3,78.1,16.6,19.2,modelled
N00004199,Clandeboye_2,798,11.7,73.4,14.9,23.5,modelled
N00004200,Clandeboye_2,395,9.1,76.7,14.2,21.4,modelled
N00004201,Clandeboye_2,327,13.1,71.6,15.3,24.7,modelled
N00004202,Clandeboye_2,342,8.8,70.8,20.4,23.0,modelled
N00004203,Clandeboye_3,373,6.4,80.7,12.9,18.9,modelled
N00004204,Clandeboye_3,314,10.2,78.0,11.8,21.5,modelled
N00004205,Clandeboye_3,285,7.0,77.2,15.8,20.3,modelled
N00004206,Clandeboye_3,283,2.5,82.0,15.5,16.8,modelled
N00004207,Conlig_1,331,6.3,81.9,11.8,18.5,modelled
N00004208,Conlig_1,484,5.2,79.8,15.0,18.7,modelled
N00004209,Conlig_1,648,6.8,82.7,10.5,18.5,modelled
N00004210,Conlig_1,312,4.8,84.9,10.3,17.0,modelled
N00004211,Conlig_1,674,9.8,74.8,15.4,22.2,modelled
N00004212,Conlig_2,1948,9.5,74.7,15.8,22.1,modelled
N00004213,Conlig_2,321,10.6,73.5,15.9,23.0,modelled
N00004214,Conlig_3,280,11.1,61.8,27.1,26.7,modelled
N00004215,Conlig_3,324,4.6,69.8,25.6,21.4,modelled
N00004216,Conlig_3,420,8.8,72.6,18.6,22.4,modelled
N00004217,Conlig_3,247,8.5,76.5,15.0,21.1,modelled
N00004218,Conlig_3,274,6.9,71.2,21.9,22.0,modelled
N00004219,Craigavad,318,15.1,67.9,17.0,26.7,modelled
N00004220,Craigavad,298,16.8,73.2,10.0,25.9,modelled
N00004221,Craigavad,325,11.7,77.5,10.8,22.3,modelled
N00004222,Craigavad,335,15.2,74.3,10.5,24.9,modelled
N00004223,Craigavad,261,8.8,78.5,12.7,20.7,modelled
N00004224,Craigavad,302,10.3,77.8,11.9,21.6,modelled
N00004225,Craigavad,270,16.3,76.7,7.0,24.7,modelled
N00004226,Craigavad,431,19.3,65.9,14.8,29.2,modelled
N00004227,Crawfordsburn,265,10.6,81.1,8.3,20.7,modelled
N00004228,Crawfordsburn,732,13.8,69.7,16.5,25.6,modelled
N00004229,Crawfordsburn,326,12.0,75.8,12.2,23.0,modelled
N00004230,Crawfordsburn,286,11.5,77.6,10.9,22.2,modelled
N00004231,Crawfordsburn,306,11.1,78.8,10.1,21.7,modelled
N00004232,Crawfordsburn,246,12.6,78.9,8.5,22.3,modelled
N00004233,Crawfordsburn,347,8.4,81.8,9.8,19.5,modelled
N00004234,Crawfordsburn,262,8.8,82.4,8.8,19.5,modelled
N00004235,Cultra,294,16.3,74.5,9.2,25.3,modelled
N00004236,Cultra,309,16.2,68.3,15.5,27.1,modelled
N00004237,Cultra,278,23.4,68.0,8.6,30.5,modelled
N00004238,Cultra,346,24.9,57.2,17.9,34.4,modelled
N00004239,Cultra,272,20.2,69.5,10.3,28.6,modelled
N00004240,Cultra,340,25.0,67.4,7.6,31.4,modelled
N00004241,Cultra,274,28.8,63.5,7.7,34.3,modelled
N00004242,Cultra,364,18.7,73.4,7.9,26.7,modelled
N00004243,Dufferin,279,2.2,82.8,15.0,16.4,modelled
N00004244,Dufferin,194,6.2,78.4,15.4,19.5,modelled
N00004245,Dufferin,334,11.1,78.1,10.8,21.9,modelled
N00004246,Dufferin,322,13.4,75.5,11.1,23.7,modelled
N00004247,Dufferin,315,10.8,84.1,5.1,19.9,modelled
N00004248,Dufferin,236,4.2,75.0,20.8,19.6,modelled
N00004249,Dufferin,258,13.2,77.5,9.3,23.0,modelled
N00004250,Dufferin,244,1.6,82.0,16.4,16.4,modelled
N00004251,Dufferin,267,3.7,82.0,14.3,17.3,modelled
N00004252,Groomsport,302,7.0,82.5,10.5,18.7,modelled
N00004253,Groomsport,293,8.2,79.9,11.9,20.0,modelled
N00004254,Groomsport,284,9.9,82.7,7.4,19.9,modelled
N00004255,Groomsport,219,5.5,90.9,3.6,15.5,modelled
N00004256,Groomsport,860,6.3,82.7,11.0,18.3,modelled
N00004257,Groomsport,226,4.9,85.4,9.7,16.9,modelled
N00004258,Groomsport,308,13.0,77.6,9.4,22.9,modelled
N00004259,Groomsport,199,8.0,81.9,10.1,19.3,modelled
N00004260,Groomsport,314,7.0,85.4,7.6,17.8,modelled
N00004261,Harbour_1,233,25.8,55.8,18.4,35.2,modelled
N00004262,Harbour_1,281,34.5,47.7,17.8,41.6,modelled
N00004263,Harbour_1,226,28.3,53.1,18.6,37.2,modelled
N00004264,Harbour_1,533,25.0,55.9,19.1,34.8,modelled
N00004265,Harbour_1,222,15.8,62.6,21.6,28.6,modelled
N00004266,Harbour_2,324,14.8,68.5,16.7,26.4,modelled
N00004267,Harbour_2,562,20.1,61.9,18.0,30.8,modelled
N00004268,Harbour_2,324,11.7,67.9,20.4,25.2,modelled
N00004269,Harbour_2,317,17.7,60.3,22.0,30.2,modelled
N00004270,Holywood Demesne,461,22.8,54.2,23.0,34.3,modelled
N00004271,Holywood Demesne,291,25.8,57.4,16.8,34.7,modelled
N00004272,Holywood Demesne,252,42.1,40.9,17.0,47.1,modelled
N00004273,Holywood Demesne,397,27.2,65.5,7.3,33.0,modelled
N00004274,Holywood Demesne,296,30.7,53.7,15.6,38.1,modelled
N00004275,Holywood Demesne,277,36.8,48.7,14.5,42.4,modelled
N00004276,Holywood Demesne,458,25.1,60.9,14.0,33.4,modelled
N00004277,Holywood Demesne,309,25.2,64.1,10.7,32.5,modelled
N00004278,Holywood Demesne,271,21.4,60.5,18.1,31.8,modelled
N00004279,Holywood Priory,325,17.5,75.1,7.4,25.7,modelled
N00004280,Holywood Priory,318,23.0,63.8,13.2,31.6,modelled
N00004281,Holywood Priory,424,21.7,67.0,11.3,30.0,modelled
N00004282,Holywood Priory,229,23.1,62.4,14.5,32.0,modelled
N00004283,Holywood Priory,340,30.3,57.9,11.8,36.7,modelled
N00004284,Holywood Priory,364,26.9,64.8,8.3,33.0,modelled
N00004285,Holywood Priory,358,23.7,66.8,9.5,31.0,modelled
N00004286,Holywood Priory,317,14.2,77.0,8.8,23.6,modelled
N00004287,Loughview_1,615,20.8,67.8,11.4,29.4,modelled
N00004288,Loughview_1,220,28.2,60.0,11.8,35.1,modelled
N00004289,Loughview_1,220,27.3,57.3,15.4,35.5,modelled
N00004290,Loughview_1,583,24.2,66.4,9.4,31.3,modelled
N00004291,Loughview_1,343,10.2,79.9,9.9,20.9,modelled
N00004292,Loughview_2,204,16.7,66.2,17.1,28.0,modelled
N00004293,Loughview_2,236,30.1,57.6,12.3,36.7,modelled
N00004294,Loughview_2,1013,10.4,52.8,36.8,29.1,modelled
N00004295,Princetown,271,13.3,76.4,10.3,23.4,modelled
N00004296,Princetown,348,11.8,77.3,10.9,22.4,modelled
N00004297,Princetown,329,21.0,66.0,13.0,30.0,modelled
N00004298,Princetown,391,24.0,64.5,11.5,31.8,modelled
N00004299,Princetown,540,26.1,62.0,11.9,33.5,modelled
N00004300,Princetown,175,13.7,81.7,4.6,22.0,modelled
N00004301,Princetown,362,14.4,71.5,14.1,25.3,modelled
N00004302,Princetown,430,13.7,79.1,7.2,22.8,modelled
N00004303,Rathgael,270,11.5,80.7,7.8,21.3,modelled
N00004304,Rathgael,308,11.7,82.5,5.8,20.8,modelled
N00004305,Rathgael,253,10.7,75.9,13.4,22.3,modelled
N00004306,Rathgael,390,15.9,66.7,17.4,27.4,modelled
N00004307,Rathgael,254,14.6,70.1,15.3,25.8,modelled
N00004308,Rathgael,262,14.9,70.6,14.5,25.8,modelled
N00004309,Rathgael,235,6.4,84.7,8.9,17.7,modelled
N00004310,Rathgael,243,13.6,76.5,9.9,23.5,modelled
N00004311,Silverstream,215,17.2,65.1,17.7,28.5,modelled
N00004312,Silverstream,304,11.8,72.4,15.8,23.9,modelled
N00004313,Silverstream,323,12.1,77.4,10.5,22.5,modelled
N00004314,Silverstream,616,17.0,70.9,12.1,26.7,modelled
N00004315,Silverstream,240,14.2,70.8,15.0,25.5,modelled
N00004316,Silverstream,285,17.2,66.7,16.1,28.0,modelled
N00004317,Silverstream,269,14.5,70.3,15.2,25.7,modelled
N00004318,Silverstream,256,14.1,74.2,11.7,24.4,modelled
N00004319,Silverstream,285,21.1,67.4,11.5,29.6,modelled
N00004320,Silverstream,362,18.2,61.6,20.2,30.0,modelled
N00004321,Springhill_1,650,11.1,82.8,6.1,20.5,modelled
N00004322,Springhill_1,324,11.7,75.6,12.7,22.9,modelled
N00004323,Springhill_1,362,10.2,80.1,9.7,20.9,modelled
N00004324,Springhill_2,247,19.4,70.9,9.7,27.8,modelled
N00004325,Springhill_2,271,15.9,69.7,14.4,26.6,modelled
N00004326,Springhill_2,287,14.6,70.0,15.4,25.9,modelled
N00004327,Springhill_2,274,10.9,80.3,8.8,21.1,modelled
N00004328,Springhill_2,290,13.8,78.6,7.6,22.9,modelled
N00004329,Whitehill,274,7.3,80.3,12.4,19.5,modelled
N00004330,Whitehill,290,10.3,75.5,14.2,22.3,modelled
N00004331,Whitehill,299,21.4,60.9,17.7,31.7,modelled
N00004332,Whitehill,331,14.2,71.9,13.9,25.1,modelled
N00004333,Whitehill,257,8.6,73.9,17.5,22.0,modelled
N00004334,Whitehill,231,9.1,72.3,18.6,22.7,modelled
N00004335,Whitehill,220,10.0,81.4,8.6,20.4,modelled
N00004336,Whitehill,318,13.5,59.1,27.4,28.6,modelled
N00004337,Whitehill,249,9.6,69.1,21.3,23.9,modelled
N00004338,Beragh,369,52.0,45.5,2.5,50.3,modelled
N00004339,Beragh,539,40.1,57.0,2.9,41.4,modelled
N00004340,Beragh,440,36.4,61.6,2.0,38.3,modelled
N00004341,Beragh,433,24.5,73.2,2.3,29.5,modelled
N00004342,Beragh,727,59.6,37.4,3.0,56.2,modelled
N00004343,Camowen,269,65.8,29.7,4.5,61.3,modelled
N00004344,Camowen,273,65.2,31.5,3.3,60.5,modelled
N00004345,Camowen,438,49.1,46.1,4.8,48.8,modelled
N00004346,Camowen,378,40.7,54.2,5.1,42.5,modelled
N00004347,Camowen,459,63.8,31.2,5.0,59.9,modelled
N00004348,Camowen,214,10.7,81.8,7.5,20.6,modelled
N00004349,Camowen,252,87.3,11.5,1.2,76.5,modelled
N00004350,Clanabogan,1152,63.5,33.5,3.0,59.1,modelled
N00004351,Clanabogan,539,74.4,24.5,1.1,66.8,modelled
N00004352,Clanabogan,607,78.4,18.0,3.6,70.5,modelled
N00004353,Clanabogan,492,63.4,32.9,3.7,59.2,modelled
N00004354,Clanabogan,387,44.4,54.5,1.1,44.1,modelled
N00004355,Coolnagard,353,90.7,6.2,3.1,79.7,modelled
N00004356,Coolnagard,286,94.1,3.1,2.8,82.2,modelled
N00004357,Coolnagard,1457,79.5,16.6,3.9,71.5,modelled
N00004358,Coolnagard,298,96.3,3.0,0.7,83.2,modelled
N00004359,Coolnagard,1095,78.5,17.2,4.3,70.8,modelled
N00004360,Dergmoney,494,51.0,45.1,3.9,49.9,modelled
N00004361,Dergmoney,505,76.6,18.8,4.6,69.5,modelled
N00004362,Dergmoney,676,65.2,29.9,4.9,61.0,modelled
N00004363,Dromore,472,86.9,12.1,1.0,76.2,modelled
N00004364,Dromore,418,70.3,25.4,4.3,64.6,modelled
N00004365,Dromore,548,83.4,14.4,2.2,73.9,modelled
N00004366,Dromore,268,92.9,4.9,2.2,81.1,modelled
N00004367,Dromore,688,76.7,20.6,2.7,69.0,modelled
N00004368,Drumnakilly,494,66.8,31.2,2.0,61.3,modelled
N00004369,Drumnakilly,403,67.0,31.3,1.7,61.4,modelled
N00004370,Drumnakilly,601,93.8,5.3,0.9,81.4,modelled
N00004371,Drumnakilly,442,74.7,25.1,0.2,66.7,modelled
N00004372,Drumnakilly,486,82.7,16.5,0.8,73.0,modelled
N00004373,Drumnakilly,490,96.1,3.5,0.4,83.0,modelled
N00004374,Drumquin,469,72.3,24.3,3.4,65.9,modelled
N00004375,Drumquin,849,72.0,26.3,1.7,65.1,modelled
N00004376,Drumquin,448,48.0,51.3,0.7,46.7,modelled
N00004377,Drumquin,465,81.3,18.3,0.4,71.8,modelled
N00004378,Drumragh,211,55.0,31.3,13.7,55.9,modelled
N00004379,Drumragh,267,12.7,84.6,2.7,20.7,modelled
N00004380,Drumragh,310,16.8,81.9,1.3,23.3,modelled
N00004381,Drumragh,292,12.0,83.6,4.4,20.6,modelled
N00004382,Drumragh,438,42.5,53.0,4.5,43.7,modelled
N00004383,Drumragh,275,12.4,84.0,3.6,20.7,modelled
N00004384,Drumragh,251,12.0,80.9,7.1,21.4,modelled
N00004385,Drumragh,271,18.5,77.1,4.4,25.5,modelled
N00004386,Fairy Water,438,29.7,69.9,0.4,32.8,modelled
N00004387,Fairy Water,348,14.7,83.9,1.4,21.8,modelled
N00004388,Fairy Water,427,47.1,50.4,2.5,46.6,modelled
N00004389,Fairy Water,490,61.8,37.1,1.1,57.3,modelled
N00004390,Fairy Water,439,63.8,34.6,1.6,58.9,modelled
N00004391,Fintona,497,68.4,30.8,0.8,62.2,modelled
N00004392,Fintona,352,61.9,35.8,2.3,57.7,modelled
N00004393,Fintona,314,73.9,25.8,0.3,66.2,modelled
N00004394,Fintona,205,69.8,27.8,2.4,63.7,modelled
N00004395,Fintona,232,88.4,11.2,0.4,77.1,modelled
N00004396,Fintona,446,75.1,22.6,2.3,67.7,modelled
N00004397,Gortin,342,76.6,21.1,2.3,68.8,modelled
N00004398,Gortin,539,40.8,57.0,2.2,41.7,modelled
N00004399,Gortin,672,56.1,41.5,2.4,53.3,modelled
N00004400,Gortin,531,40.7,58.2,1.1,41.3,modelled
N00004401,Gortin,752,64.2,33.0,2.8,59.6,modelled
N00004402,Gortrush_1,1134,94.2,4.5,1.3,81.8,modelled
N00004403,Gortrush_1,354,88.7,10.7,0.6,77.4,modelled
N00004404,Gortrush_2,709,80.1,17.3,2.6,71.5,modelled
N00004405,Gortrush_2,636,93.1,5.3,1.6,81.0,modelled
N00004406,Killyclogher_1,421,89.3,8.3,2.4,78.4,modelled
N00004407,Killyclogher_1,344,86.3,12.2,1.5,75.9,modelled
N00004408,Killyclogher_1,317,77.0,21.5,1.5,68.9,modelled
N00004409,Killyclogher_1,450,89.6,9.1,1.3,78.3,modelled
N00004410,Killyclogher_2,656,89.6,7.6,2.8,78.8,modelled
N00004411,Killyclogher_2,476,89.7,7.1,3.2,79.0,modelled
N00004412,Killyclogher_2,432,91.9,5.8,2.3,80.3,modelled
N00004413,Lisanelly_1,210,53.3,43.8,2.9,51.4,modelled
N00004414,Lisanelly_1,154,59.1,35.1,5.8,56.6,modelled
N00004415,Lisanelly_2,1041,88.6,10.4,1.0,77.5,modelled
N00004416,Lisanelly_2,628,68.0,26.1,5.9,63.4,modelled
N00004417,Newtownsaville,506,65.4,33.8,0.8,59.9,modelled
N00004418,Newtownsaville,517,74.5,25.1,0.4,66.6,modelled
N00004419,Newtownsaville,468,77.8,21.8,0.4,69.1,modelled
N00004420,Newtownsaville,527,64.7,34.3,1.0,59.4,modelled
N00004421,Newtownsaville,374,31.6,65.5,2.9,35.0,modelled
N00004422,Owenkillew,493,93.5,5.1,1.4,81.3,modelled
N00004423,Owenkillew,466,98.5,0.6,0.9,84.9,modelled
N00004424,Owenkillew,400,91.8,8.2,0.0,79.6,modelled
N00004425,Owenkillew,513,88.9,9.7,1.4,77.8,modelled
N00004426,Owenkillew,478,81.4,17.6,1.0,72.0,modelled
N00004427,Sixmilecross,397,69.8,30.0,0.2,63.0,modelled
N00004428,Sixmilecross,394,63.5,35.8,0.7,58.4,modelled
N00004429,Sixmilecross,539,77.9,20.8,1.3,69.5,modelled
N00004430,Sixmilecross,539,94.2,4.1,1.7,81.9,modelled
N00004431,Sixmilecross,505,76.2,23.2,0.6,68.0,modelled
N00004432,Strule,130,76.2,16.9,6.9,69.9,modelled
N00004433,Strule,610,82.5,14.9,2.6,73.3,modelled
N00004434,Strule,412,88.3,9.0,2.7,77.7,modelled
N00004435,Strule,344,38.7,58.4,2.9,40.4,modelled
N00004436,Termon,377,98.9,0.5,0.6,85.1,modelled
N00004437,Termon,317,92.7,6.3,1.0,80.6,modelled
N00004438,Termon,548,97.4,2.6,0.0,83.8,modelled
N00004439,Termon,561,94.8,3.7,1.5,82.3,modelled
N00004440,Termon,527,94.1,5.9,0.0,81.3,modelled
N00004441,Trillick,550,60.7,37.5,1.8,56.6,modelled
N00004442,Trillick,545,71.9,26.6,1.5,65.0,modelled
N00004443,Trillick,612,77.0,22.4,0.6,68.6,modelled
N00004444,Trillick,328,73.5,24.7,1.8,66.3,modelled
N00004445,Trillick,405,50.6,47.7,1.7,49.0,modelled
N00004446,Artigarvan,448,12.5,84.6,2.9,20.6,modelled
N00004447,Artigarvan,359,29.8,68.2,2.0,33.4,modelled
N00004448,Artigarvan,489,31.9,66.9,1.2,34.7,modelled
N00004449,Artigarvan,439,56.9,38.5,4.6,54.6,modelled
N00004450,Artigarvan,388,44.8,54.6,0.6,44.3,modelled
N00004451,Artigarvan,637,86.8,12.1,1.1,76.1,modelled
N00004452,Ballycolman,298,94.0,6.0,0.0,81.2,modelled
N00004453,Ballycolman,322,96.3,2.5,1.2,83.3,modelled
N00004454,Ballycolman,300,94.0,5.7,0.3,81.3,modelled
N00004455,Ballycolman,309,95.5,3.2,1.3,82.8,modelled
N00004456,Ballycolman,298,94.3,5.0,0.7,81.7,modelled
N00004457,Ballycolman,300,92.7,6.7,0.6,80.4,modelled
N00004458,Castlederg,311,35.7,64.3,0.0,37.2,modelled
N00004459,Castlederg,861,72.8,25.9,1.3,65.6,modelled
N00004460,Castlederg,243,36.2,62.1,1.7,38.1,modelled
N00004461,Castlederg,395,61.0,38.2,0.8,56.6,modelled
N00004462,Castlederg,299,85.6,14.4,0.0,74.9,modelled
N00004463,Clare,461,34.5,64.2,1.3,36.7,modelled
N00004464,Clare,374,49.5,50.3,0.2,47.7,modelled
N00004465,Clare,490,13.3,85.7,1.0,20.6,modelled
N00004466,Clare,413,19.9,78.0,2.1,25.9,modelled
N00004467,Clare,426,19.2,78.4,2.4,25.5,modelled
N00004468,Clare,506,20.4,79.1,0.5,25.8,modelled
N00004469,Dunnamanagh,378,19.3,79.4,1.3,25.2,modelled
N00004470,Dunnamanagh,299,18.1,81.3,0.6,24.1,modelled
N00004471,Dunnamanagh,394,33.0,65.0,2.0,35.8,modelled
N00004472,Dunnamanagh,751,78.2,20.5,1.3,69.7,modelled
N00004473,Dunnamanagh,365,50.4,48.8,0.8,48.6,modelled
N00004474,East,865,93.3,5.5,1.2,81.1,modelled
N00004475,East,267,94.4,4.1,1.5,82.0,modelled
N00004476,East,266,93.6,6.4,0.0,80.9,modelled
N00004477,East,316,94.3,4.1,1.6,81.9,modelled
N00004478,Finn,562,42.2,56.2,1.6,42.6,modelled
N00004479,Finn,536,87.7,10.1,2.2,77.1,modelled
N00004480,Finn,471,49.5,48.8,1.7,48.2,modelled
N00004481,Finn,565,81.8,18.2,0.0,72.0,modelled
N00004482,Finn,300,97.7,2.0,0.3,84.1,modelled
N00004483,Finn,373,91.7,6.7,1.6,80.0,modelled
N00004484,Glenderg,611,61.7,37.3,1.0,57.2,modelled
N00004485,Glenderg,409,89.0,9.5,1.5,77.9,modelled
N00004486,Glenderg,333,41.4,57.4,1.2,41.9,modelled
N00004487,Glenderg,447,73.4,25.1,1.5,66.1,modelled
N00004488,Glenderg,446,72.0,27.6,0.4,64.8,modelled
N00004489,Glenderg,347,68.0,31.7,0.3,61.7,modelled
N00004490,Newtownstewart,511,37.6,59.5,2.9,39.5,modelled
N00004491,Newtownstewart,376,56.1,41.8,2.1,53.3,modelled
N00004492,Newtownstewart,332,45.8,53.3,0.9,45.1,modelled
N00004493,Newtownstewart,411,33.1,65.9,1.0,35.6,modelled
N00004494,Newtownstewart,300,46.7,51.7,1.6,46.0,modelled
