DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20003292,The_Mournes_G4,756,23.7,71.7,4.6,25.0,modelled
N20003293,The_Mournes_G5,813,42.4,54.0,3.6,40.5,modelled
N20003294,The_Mournes_J3,503,58.3,38.0,3.8,54.0,modelled
N20003295,The_Mournes_K3,580,80.3,12.4,7.2,74.0,modelled
N20003296,The_Mournes_J4,417,55.6,41.0,3.4,51.6,modelled
N20003297,The_Mournes_L1,642,39.6,52.0,8.4,40.0,modelled
N20003298,The_Mournes_L2,485,8.2,85.4,6.4,12.7,modelled
N20003299,The_Mournes_N1,652,75.5,16.6,8.0,70.2,modelled
N20003300,The_Mournes_L3,702,15.1,79.6,5.3,18.0,modelled
N20003301,The_Mournes_P1,583,26.9,60.2,12.9,31.1,modelled
N20003302,The_Mournes_N2,635,89.6,6.1,4.3,80.7,modelled
N20003303,The_Mournes_P2,422,47.9,36.3,15.9,50.0,modelled
N20003304,The_Mournes_N3,866,54.6,35.8,9.6,53.2,modelled
N20003305,The_Mournes_P3,325,15.7,69.2,15.1,22.5,modelled
N20003306,The_Mournes_P4,439,14.1,76.3,9.6,18.9,modelled
N20003307,The_Mournes_P5,378,16.4,78.0,5.6,19.3,modelled
N20003308,The_Mournes_P6,509,44.2,49.3,6.5,43.2,modelled
N20003309,The_Mournes_K4,531,52.4,43.5,4.1,49.1,modelled
N20003310,The_Mournes_K5,578,49.8,46.5,3.6,46.8,modelled
N20003311,Slieve_Croob_A1,627,37.2,52.6,10.2,38.7,modelled
N20003312,Slieve_Croob_A2,392,12.0,75.8,12.2,18.2,modelled
N20003313,Slieve_Croob_D1,579,63.4,30.7,5.9,59.1,modelled
N20003314,Slieve_Croob_A3,419,14.3,73.3,12.4,20.2,modelled
N20003315,Slieve_Croob_B1,688,84.3,10.5,5.2,76.6,modelled
N20003316,Slieve_Croob_A4,353,9.3,84.1,6.5,13.7,modelled
N20003317,Slieve_Croob_A5,855,56.8,35.9,7.3,54.2,modelled
N20003318,Slieve_Croob_B2,654,86.1,8.1,5.8,78.3,modelled
N20003319,Slieve_Croob_D2,997,84.1,10.1,5.8,76.6,modelled
N20003320,Slieve_Croob_C1,452,52.0,36.7,11.3,51.7,modelled
N20003321,Slieve_Croob_D3,730,70.1,23.6,6.3,65.0,modelled
N20003322,Slieve_Croob_C2,482,56.6,35.3,8.1,54.3,modelled
N20003323,Slieve_Croob_E1,487,54.4,40.7,4.9,51.2,modelled
N20003324,Slieve_Croob_C3,848,73.8,21.3,4.8,67.6,modelled
N20003325,Slieve_Croob_C4,439,74.5,19.1,6.4,68.7,modelled
N20003326,Slieve_Croob_C5,586,68.1,27.6,4.3,62.5,modelled
N20003327,Slieve_Croob_E2,692,75.0,21.1,3.9,68.2,modelled
N20003328,Slieve_Croob_D4,779,69.1,25.9,5.0,63.6,modelled
N20003329,Slieve_Croob_F1,558,44.6,47.7,7.7,44.0,modelled
N20003330,Slieve_Croob_F2,585,43.8,49.2,7.0,43.0,modelled
N20003331,Slieve_Croob_E3,632,52.4,43.5,4.1,49.1,modelled
N20003332,Slieve_Croob_G1,528,86.0,8.7,5.3,78.0,modelled
N20003333,Slieve_Croob_G2,501,64.5,31.9,3.6,59.1,modelled
N20003334,Slieve_Croob_G3,466,79.6,15.5,4.9,72.5,modelled
N20003335,Slieve_Croob_F3,825,78.9,15.9,5.2,72.0,modelled
N20003336,Slieve_Croob_E4,798,91.2,5.8,3.0,81.6,modelled
N20003337,Slieve_Croob_G4,667,59.7,36.9,3.4,55.0,modelled
N20003338,Slieve_Croob_H1,723,60.7,26.7,12.6,59.6,modelled
N20003339,Slieve_Croob_H2,341,68.3,26.7,5.0,63.0,modelled
N20003340,Slieve_Croob_H3,475,51.4,38.1,10.5,50.8,modelled
N20003341,Slieve_Croob_J1,679,79.4,12.5,8.1,73.6,modelled
N20003342,Slieve_Croob_J2,703,93.7,4.0,2.3,83.4,modelled
N20003343,Slieve_Croob_G5,626,75.2,19.0,5.8,69.1,modelled
N20003344,Slieve_Croob_J3,459,93.9,2.4,3.7,84.1,modelled
N20003345,Slieve_Croob_J4,401,94.5,2.5,3.0,84.3,modelled
N20003346,Slieve_Croob_J5,357,94.1,1.1,4.8,84.7,modelled
N20003347,Rowallane_C1,518,15.4,76.4,8.1,19.5,modelled
N20003348,Rowallane_A1,319,32.9,52.4,14.7,36.9,modelled
N20003349,Rowallane_A2,758,33.0,52.9,14.1,36.7,modelled
N20003350,Rowallane_A3,596,26.8,58.2,14.9,31.8,modelled
N20003351,Rowallane_B1,352,21.0,66.2,12.8,26.1,modelled
N20003352,Rowallane_E1,547,40.6,49.9,9.5,41.3,modelled
N20003353,Rowallane_B2,480,23.8,64.0,12.3,28.2,modelled
N20003354,Rowallane_B3,428,23.8,70.1,6.1,25.7,modelled
N20003355,Rowallane_B4,656,35.7,52.7,11.6,38.0,modelled
N20003356,Rowallane_C2,536,15.1,75.2,9.7,19.8,modelled
N20003357,Rowallane_E2,535,62.6,29.0,8.4,59.5,modelled
N20003358,Rowallane_D1,676,9.5,75.7,14.8,17.1,modelled
N20003359,Rowallane_E3,601,21.6,70.2,8.2,24.7,modelled
N20003360,Rowallane_C3,383,20.9,61.9,17.2,27.7,modelled
N20003361,Rowallane_E4,443,27.3,63.9,8.8,29.8,modelled
N20003362,Rowallane_C4,428,15.7,78.0,6.3,18.9,modelled
N20003363,Rowallane_C5,423,12.1,76.6,11.3,17.9,modelled
N20003364,Rowallane_D2,399,58.6,30.8,10.5,57.0,modelled
N20003365,Rowallane_D3,532,36.3,53.8,10.0,37.8,modelled
N20003366,Rowallane_G1,581,10.8,75.6,13.6,17.8,modelled
N20003367,Rowallane_F1,301,33.6,58.1,8.3,34.9,modelled
N20003368,Rowallane_H1,420,36.2,46.7,17.1,40.6,modelled
N20003369,Rowallane_F2,557,6.1,80.3,13.6,13.8,modelled
N20003370,Rowallane_G2,680,14.6,74.4,11.0,19.9,modelled
N20003371,Rowallane_D4,674,21.7,65.1,13.2,26.8,modelled
N20003372,Rowallane_H2,328,30.2,59.5,10.4,32.8,modelled
N20003373,Rowallane_F3,478,38.5,47.3,14.2,41.4,modelled
N20003374,Rowallane_F4,281,28.1,56.9,14.9,32.9,modelled
N20003375,Rowallane_H3,391,29.4,53.5,17.1,34.9,modelled
N20003376,Rowallane_H4,316,35.1,52.8,12.0,37.7,modelled
N20003377,Rowallane_H5,367,48.5,44.1,7.4,47.1,modelled
N20003378,Rowallane_G3,467,34.5,51.2,14.3,38.1,modelled
N20003379,Rowallane_F5,416,57.9,23.8,18.3,59.5,modelled
N20003380,Rowallane_F6,564,67.7,21.8,10.5,64.7,modelled
N20003381,Rowallane_H6,510,40.2,51.8,8.0,40.4,modelled
N20003382,Rowallane_G4,356,36.2,47.5,16.3,40.3,modelled
N20003383,Rowallane_J1,466,56.9,36.3,6.9,54.0,modelled
N20003384,Rowallane_J2,528,71.0,21.4,7.6,66.3,modelled
N20003385,Rowallane_G5,453,50.1,39.1,10.8,49.9,modelled
N20003386,Rowallane_H7,455,34.9,50.1,14.9,38.7,modelled
N20003387,Rowallane_E5,639,36.6,51.8,11.6,38.8,modelled
N20003388,Rowallane_J3,581,71.4,19.1,9.5,67.4,modelled
N20003389,Rowallane_G6,402,43.3,47.8,9.0,43.4,modelled
N20003390,Rowallane_J4,422,72.7,21.8,5.5,66.9,modelled
N20003391,Downpatrick_B1,590,73.2,19.3,7.5,68.1,modelled
N20003392,Downpatrick_A1,688,51.9,42.6,5.5,49.3,modelled
N20003393,Downpatrick_A2,660,67.9,22.0,10.2,64.7,modelled
N20003394,Downpatrick_A3,639,88.1,9.5,2.3,78.6,modelled
N20003395,Downpatrick_A4,695,56.8,35.8,7.3,54.2,modelled
N20003396,Downpatrick_B2,637,73.3,20.4,6.3,67.7,modelled
N20003397,Downpatrick_C1,707,62.4,29.6,8.1,59.2,modelled
N20003398,Downpatrick_C2,484,83.9,11.2,5.0,76.1,modelled
N20003399,Downpatrick_C3,616,85.7,9.6,4.7,77.6,modelled
N20003400,Downpatrick_C4,448,86.2,8.0,5.8,78.4,modelled
N20003401,Downpatrick_C5,492,76.6,16.7,6.7,70.7,modelled
N20003402,Downpatrick_D1,386,82.9,9.6,7.5,76.3,modelled
N20003403,Downpatrick_E1,423,74.2,12.8,13.0,71.2,modelled
N20003404,Downpatrick_E2,316,60.4,29.1,10.4,58.5,modelled
N20003405,Downpatrick_D2,577,91.2,5.5,3.3,81.6,modelled
N20003406,Downpatrick_E3,414,76.1,13.8,10.1,71.6,modelled
N20003407,Downpatrick_E4,375,81.9,11.2,6.9,75.2,modelled
N20003408,Downpatrick_E5,264,70.1,16.3,13.6,67.9,modelled
N20003409,Downpatrick_D3,469,89.3,7.0,3.6,80.2,modelled
N20003410,Downpatrick_E6,461,81.1,10.4,8.5,75.2,modelled
N20003411,Downpatrick_D4,814,83.4,10.9,5.7,76.0,modelled
N20003412,Downpatrick_F1,547,88.8,6.4,4.8,80.2,modelled
N20003413,Downpatrick_G1,513,86.2,9.0,4.9,78.0,modelled
N20003414,Downpatrick_H1,764,81.5,13.7,4.7,74.0,modelled
N20003415,Downpatrick_F2,226,86.3,8.8,4.9,78.1,modelled
N20003416,Downpatrick_G2,586,89.9,6.1,3.9,80.8,modelled
N20003417,Downpatrick_G3,547,87.8,6.2,6.0,79.8,modelled
N20003418,Downpatrick_F3,508,94.5,2.2,3.3,84.4,modelled
N20003419,Downpatrick_G4,672,91.4,4.3,4.3,82.2,modelled
N20003420,Downpatrick_B3,739,81.5,10.3,8.3,75.4,modelled
N20003421,Downpatrick_F4,696,94.1,3.3,2.6,83.8,modelled
N20003422,Downpatrick_H2,541,76.9,19.0,4.1,69.8,modelled
N20003423,Downpatrick_H3,585,85.6,9.2,5.1,77.7,modelled
N20003424,Downpatrick_H4,476,70.6,22.9,6.5,65.5,modelled
N20003425,Downpatrick_J1,422,88.4,5.5,6.2,80.4,modelled
N20003426,Downpatrick_J2,432,90.5,6.2,3.2,81.0,modelled
N20003427,Downpatrick_J3,318,82.4,12.3,5.3,75.0,modelled
N20003428,Downpatrick_J4,549,88.9,7.5,3.6,79.8,modelled
N20003429,Downpatrick_K1,685,74.5,20.9,4.7,68.0,modelled
N20003430,Downpatrick_K2,464,86.4,7.3,6.2,78.8,modelled
N20003431,Downpatrick_K3,492,86.8,6.3,6.9,79.4,modelled
N20003432,Comber_C1,278,6.5,84.2,9.4,12.4,modelled
N20003433,Comber_E1,483,5.4,81.0,13.7,13.2,modelled
N20003434,Comber_C2,364,5.5,80.2,14.3,13.5,modelled
N20003435,Comber_C3,392,3.3,75.8,20.9,14.3,modelled
N20003436,Comber_C4,634,6.6,75.6,17.8,15.9,modelled
N20003437,Comber_A1,491,6.1,78.4,15.5,14.5,modelled
N20003438,Comber_C5,463,3.5,81.0,15.6,12.3,modelled
N20003439,Comber_C6,324,4.6,86.7,8.6,10.5,modelled
N20003440,Comber_B1,513,7.8,69.6,22.6,18.8,modelled
N20003441,Comber_B2,340,5.6,77.4,17.1,14.7,modelled
N20003442,Comber_A2,313,4.5,82.7,12.8,12.0,modelled
N20003443,Comber_A3,460,8.7,67.6,23.7,20.0,modelled
N20003444,Comber_B3,430,10.0,63.0,27.0,22.4,modelled
N20003445,Comber_B4,359,7.2,72.4,20.3,17.4,modelled
N20003446,Comber_D1,325,7.1,68.3,24.6,19.0,modelled
N20003447,Comber_C7,347,5.2,76.4,18.4,14.9,modelled
N20003448,Comber_A4,774,4.5,85.0,10.5,11.2,modelled
N20003449,Comber_B5,239,12.1,67.4,20.5,21.6,modelled
N20003450,Comber_B6,408,9.3,82.8,7.8,14.2,modelled
N20003451,Comber_D2,377,8.8,74.0,17.2,17.5,modelled
N20003452,Comber_D3,467,4.3,82.7,13.1,12.0,modelled
N20003453,Comber_D4,451,7.3,83.4,9.3,13.1,modelled
N20003454,Comber_D5,429,5.6,78.3,16.1,14.3,modelled
N20003455,Comber_D6,349,13.2,71.1,15.8,20.6,modelled
N20003456,Comber_E2,518,5.8,80.9,13.3,13.4,modelled
N20003457,Comber_F1,518,3.9,79.3,16.8,13.1,modelled
N20003458,Comber_F2,330,3.9,88.2,7.9,9.6,modelled
N20003459,Comber_F3,368,5.2,84.2,10.6,11.8,modelled
N20003460,Comber_F4,440,5.5,85.2,9.3,11.5,modelled
N20003461,Comber_E3,338,6.5,87.6,5.9,11.0,modelled
N20003462,Comber_G1,346,6.1,83.8,10.1,12.3,modelled
N20003463,Comber_G2,743,6.1,82.6,11.3,12.8,modelled
N20003464,Comber_G3,320,7.5,75.3,17.2,16.4,modelled
N20003465,Comber_G4,568,10.9,72.0,17.1,19.2,modelled
N20003466,Comber_G5,559,5.5,83.0,11.4,12.4,modelled
N20003467,Comber_F5,857,5.4,77.9,16.7,14.4,modelled
N20003468,Comber_G6,602,12.5,68.9,18.6,21.1,modelled
N20003469,Comber_F6,722,8.0,74.7,17.3,16.9,modelled
N20003470,Comber_H1,567,9.5,78.7,11.8,15.9,modelled
N20003471,Comber_H2,693,24.8,67.4,7.8,27.3,modelled
N20003472,Comber_H3,403,5.2,78.7,16.1,14.0,modelled
N20003473,Comber_H4,583,7.4,80.6,12.0,14.2,modelled
N20003474,Newtownards_A1,631,9.4,77.2,13.5,16.5,modelled
N20003475,Newtownards_A2,588,8.3,74.7,17.0,17.0,modelled
N20003476,Newtownards_A3,591,9.1,79.9,11.0,15.3,modelled
N20003477,Newtownards_B1,520,6.0,75.0,19.0,15.8,modelled
N20003478,Newtownards_A4,509,5.1,83.1,11.8,12.2,modelled
N20003479,Newtownards_B2,383,5.0,75.7,19.3,15.1,modelled
N20003480,Newtownards_B3,509,5.7,67.8,26.5,18.6,modelled
N20003481,Newtownards_B4,358,7.3,77.7,15.1,15.3,modelled
N20003482,Newtownards_C1,497,14.1,66.4,19.5,22.9,modelled
N20003483,Newtownards_E1,433,6.5,76.2,17.3,15.6,modelled
N20003484,Newtownards_D1,590,5.6,71.2,23.2,17.2,modelled
N20003485,Newtownards_F1,331,7.9,64.4,27.8,20.9,modelled
N20003486,Newtownards_F2,449,9.1,57.9,33.0,24.1,modelled
N20003487,Newtownards_C2,549,7.1,78.7,14.2,14.8,modelled
N20003488,Newtownards_D2,685,8.3,73.3,18.4,17.6,modelled
N20003489,Newtownards_C3,371,9.4,67.7,22.9,20.3,modelled
N20003490,Newtownards_E2,461,7.6,76.4,16.1,16.0,modelled
N20003491,Newtownards_G1,613,8.0,72.6,19.4,17.7,modelled
N20003492,Newtownards_D3,684,7.7,71.5,20.8,18.0,modelled
N20003493,Newtownards_F3,598,9.7,58.9,31.4,23.9,modelled
N20003494,Newtownards_E3,509,8.6,75.6,15.7,16.8,modelled
N20003495,Newtownards_F4,418,11.5,63.2,25.4,23.0,modelled
N20003496,Newtownards_C4,575,10.3,69.6,20.2,19.9,modelled
N20003497,Newtownards_H1,398,4.5,83.9,11.6,11.6,modelled
N20003498,Newtownards_G2,350,14.0,68.3,17.7,22.1,modelled
N20003499,Newtownards_J1,323,18.0,52.0,30.0,30.4,modelled
N20003500,Newtownards_L1,244,16.4,64.3,19.3,24.7,modelled
N20003501,Newtownards_G3,463,9.3,80.1,10.6,15.2,modelled
N20003502,Newtownards_K1,694,10.8,70.9,18.3,19.6,modelled
N20003503,Newtownards_J2,395,21.0,58.7,20.3,29.0,modelled
N20003504,Newtownards_J3,497,17.7,56.7,25.6,28.4,modelled
N20003505,Newtownards_H2,709,7.9,68.7,23.4,19.2,modelled
N20003506,Newtownards_K2,652,10.0,74.7,15.3,17.7,modelled
N20003507,Newtownards_H3,458,6.3,74.7,19.0,16.1,modelled
N20003508,Newtownards_N1,515,8.9,80.0,11.1,15.1,modelled
N20003509,Newtownards_R1,369,8.7,61.5,29.8,22.4,modelled
N20003510,Newtownards_J4,183,11.5,64.5,24.0,22.5,modelled
N20003511,Newtownards_H4,383,8.1,75.2,16.7,16.7,modelled
N20003512,Newtownards_R2,321,7.5,71.7,20.9,17.8,modelled
N20003513,Newtownards_J5,241,11.2,59.8,29.0,24.3,modelled
N20003514,Newtownards_G4,568,8.8,78.0,13.2,15.9,modelled
N20003515,Newtownards_H5,497,5.2,64.8,30.0,19.6,modelled
N20003516,Newtownards_L2,390,7.7,66.2,26.2,20.1,modelled
N20003517,Newtownards_R3,323,6.2,77.1,16.7,15.1,modelled
N20003518,Newtownards_L3,448,14.3,60.9,24.8,25.2,modelled
N20003519,Newtownards_Q1,358,8.1,69.3,22.6,19.1,modelled
N20003520,Newtownards_Q2,536,5.0,58.4,36.6,22.1,modelled
N20003521,Newtownards_P1,547,9.5,67.8,22.7,20.3,modelled
N20003522,Newtownards_L4,320,11.9,67.8,20.3,21.3,modelled
N20003523,Newtownards_N2,540,5.4,80.4,14.3,13.4,modelled
N20003524,Newtownards_P2,340,9.7,66.2,24.1,21.0,modelled
N20003525,Newtownards_Q3,374,11.0,75.1,13.9,18.0,modelled
N20003526,Newtownards_P3,375,8.5,69.9,21.6,19.0,modelled
N20003527,Newtownards_P4,350,9.1,63.4,27.4,21.9,modelled
N20003528,Newtownards_Q4,495,4.8,84.0,11.1,11.7,modelled
N20003529,Newtownards_R4,312,16.3,58.7,25.0,27.0,modelled
N20003530,Newtownards_S1,361,4.4,79.2,16.3,13.4,modelled
N20003531,Newtownards_S2,426,9.4,77.0,13.6,16.5,modelled
N20003532,Newtownards_S3,554,6.5,67.5,26.0,19.1,modelled
N20003533,Newtownards_S4,546,4.8,72.0,23.3,16.5,modelled
N20003534,Newtownards_S5,437,6.4,63.2,30.4,20.8,modelled
N20003535,Newtownards_N3,553,7.2,77.4,15.4,15.4,modelled
N20003536,Newtownards_N4,705,4.8,74.5,20.7,15.5,modelled
N20003537,Holywood_and_Clandeboye_A1,595,15.8,64.7,19.5,24.3,modelled
N20003538,Holywood_and_Clandeboye_A2,587,15.3,65.4,19.3,23.8,modelled
N20003539,Holywood_and_Clandeboye_F1,348,25.3,58.6,16.1,31.0,modelled
N20003540,Holywood_and_Clandeboye_A3,364,13.7,66.5,19.8,22.7,modelled
N20003541,Holywood_and_Clandeboye_B1,336,8.6,78.9,12.5,15.5,modelled
N20003542,Holywood_and_Clandeboye_B2,423,9.5,78.0,12.5,16.2,modelled
N20003543,Holywood_and_Clandeboye_B3,346,10.4,81.8,7.8,15.1,modelled
N20003544,Holywood_and_Clandeboye_F2,353,21.0,64.6,14.4,26.7,modelled
N20003545,Holywood_and_Clandeboye_F3,608,18.9,58.1,23.0,28.4,modelled
N20003546,Holywood_and_Clandeboye_C1,636,12.7,67.9,19.3,21.7,modelled
N20003547,Holywood_and_Clandeboye_C2,677,15.8,63.7,20.5,24.7,modelled
N20003548,Holywood_and_Clandeboye_D1,672,18.6,62.8,18.6,26.3,modelled
N20003549,Holywood_and_Clandeboye_D2,630,26.7,62.7,10.6,30.0,modelled
N20003550,Holywood_and_Clandeboye_E1,603,23.7,62.2,14.1,28.9,modelled
N20003551,Holywood_and_Clandeboye_D3,426,24.6,62.0,13.4,29.4,modelled
N20003552,Holywood_and_Clandeboye_H1,336,25.3,55.1,19.6,32.4,modelled
N20003553,Holywood_and_Clandeboye_E2,815,31.5,53.6,14.8,35.8,modelled
N20003554,Holywood_and_Clandeboye_G1,1201,12.7,70.4,16.9,20.7,modelled
N20003555,Holywood_and_Clandeboye_E3,477,21.2,61.4,17.4,28.0,modelled
N20003556,Holywood_and_Clandeboye_G2,481,15.6,62.2,22.2,25.2,modelled
N20003557,Holywood_and_Clandeboye_G3,289,11.4,59.5,29.1,24.4,modelled
N20003558,Holywood_and_Clandeboye_H2,397,27.2,49.4,23.4,35.5,modelled
N20003559,Holywood_and_Clandeboye_K1,462,29.7,48.5,21.9,37.0,modelled
N20003560,Holywood_and_Clandeboye_K2,381,26.2,57.5,16.3,31.9,modelled
N20003561,Holywood_and_Clandeboye_H3,480,35.0,40.2,24.8,42.7,modelled
N20003562,Holywood_and_Clandeboye_J1,756,9.5,76.9,13.6,16.7,modelled
N20003563,Holywood_and_Clandeboye_H4,297,27.9,56.2,15.8,33.1,modelled
N20003564,Holywood_and_Clandeboye_H5,381,26.8,45.1,28.1,37.0,modelled
N20003565,Holywood_and_Clandeboye_K3,424,29.0,56.8,14.2,33.4,modelled
N20003566,Holywood_and_Clandeboye_H6,362,29.0,54.1,16.9,34.4,modelled
N20003567,Holywood_and_Clandeboye_K4,550,29.8,57.3,12.9,33.5,modelled
N20003568,Holywood_and_Clandeboye_J2,646,7.1,76.0,16.9,15.9,modelled
N20003569,Holywood_and_Clandeboye_F4,890,12.7,73.8,13.5,19.3,modelled
N20003570,Holywood_and_Clandeboye_L1,280,25.7,51.8,22.5,33.9,modelled
N20003571,Holywood_and_Clandeboye_L2,492,21.5,60.6,17.9,28.5,modelled
N20003572,Holywood_and_Clandeboye_J3,510,4.1,75.7,20.2,14.7,modelled
N20003573,Holywood_and_Clandeboye_L3,528,25.2,51.3,23.5,33.9,modelled
N20003574,Holywood_and_Clandeboye_L4,426,27.0,57.5,15.5,32.2,modelled
N20003575,Holywood_and_Clandeboye_K5,382,24.3,61.0,14.7,29.6,modelled
N20003576,Holywood_and_Clandeboye_L5,551,16.2,43.9,39.9,32.8,modelled
N20003577,Holywood_and_Clandeboye_L6,404,21.8,55.7,22.5,30.6,modelled
N20003578,Bangor_West_A1,649,14.9,69.3,15.7,22.1,modelled
N20003579,Bangor_West_A2,331,18.1,64.0,17.8,25.6,modelled
N20003580,Bangor_West_A3,504,23.2,64.5,12.3,27.7,modelled
N20003581,Bangor_West_A4,714,27.5,55.6,16.9,33.2,modelled
N20003582,Bangor_West_C1,436,17.9,64.9,17.2,25.2,modelled
N20003583,Bangor_West_A5,400,34.5,49.2,16.2,38.8,modelled
N20003584,Bangor_West_A6,514,32.3,57.4,10.3,34.6,modelled
N20003585,Bangor_West_B1,443,15.8,74.5,9.7,20.4,modelled
N20003586,Bangor_West_D1,646,33.4,48.0,18.6,38.9,modelled
N20003587,Bangor_West_B2,397,14.4,66.5,19.1,23.0,modelled
N20003588,Bangor_West_B3,393,13.5,71.0,15.5,20.8,modelled
N20003589,Bangor_West_C2,489,18.8,65.0,16.2,25.5,modelled
N20003590,Bangor_West_D2,311,26.4,51.1,22.5,34.5,modelled
N20003591,Bangor_West_E1,263,15.2,75.3,9.5,19.8,modelled
N20003592,Bangor_West_F1,428,16.6,52.8,30.6,29.4,modelled
N20003593,Bangor_West_D3,294,18.0,65.3,16.7,25.1,modelled
N20003594,Bangor_West_E2,522,12.5,68.6,19.0,21.3,modelled
N20003595,Bangor_West_C3,553,15.2,69.3,15.6,22.2,modelled
N20003596,Bangor_West_F2,431,13.7,61.5,24.8,24.7,modelled
N20003597,Bangor_West_D4,328,20.4,54.6,25.0,30.4,modelled
N20003598,Bangor_West_C4,343,12.2,74.6,13.1,18.8,modelled
N20003599,Bangor_West_F3,513,19.1,51.5,29.4,31.1,modelled
N20003600,Bangor_West_E3,412,13.3,74.0,12.6,19.5,modelled
N20003601,Bangor_West_G1,313,16.6,61.7,21.7,25.9,modelled
N20003602,Bangor_West_D5,431,20.2,62.4,17.4,27.2,modelled
N20003603,Bangor_West_G2,488,14.3,64.3,21.3,23.8,modelled
N20003604,Bangor_West_E4,311,13.5,75.6,10.9,19.0,modelled
N20003605,Bangor_West_F4,743,14.3,62.3,23.4,24.6,modelled
N20003606,Bangor_West_E5,254,17.3,68.1,14.6,23.6,modelled
N20003607,Bangor_West_H1,421,4.3,73.4,22.3,15.7,modelled
N20003608,Bangor_West_H2,244,6.1,65.6,28.3,19.7,modelled
N20003609,Bangor_West_H3,491,2.2,65.4,32.4,18.0,modelled
N20003610,Bangor_West_G3,254,12.2,53.1,34.6,27.3,modelled
N20003611,Bangor_West_J1,440,12.0,62.3,25.7,23.6,modelled
N20003612,Bangor_West_E6,358,17.6,61.5,20.9,26.4,modelled
N20003613,Bangor_West_J2,402,10.0,67.4,22.6,20.6,modelled
N20003614,Bangor_West_G4,463,16.8,63.5,19.7,25.3,modelled
N20003615,Bangor_West_G5,650,12.0,72.6,15.4,19.5,modelled
N20003616,Bangor_West_H4,610,5.4,71.1,23.4,17.1,modelled
N20003617,Bangor_West_H5,428,6.5,66.4,27.1,19.5,modelled
N20003618,Bangor_West_H6,435,5.1,64.4,30.6,19.7,modelled
N20003619,Bangor_West_J3,735,15.0,58.0,27.1,26.7,modelled
N20003620,Bangor_West_J4,722,13.7,62.0,24.2,24.5,modelled
N20003621,Bangor_Central_A1,432,11.8,71.5,16.7,19.8,modelled
N20003622,Bangor_Central_B1,481,7.9,74.6,17.5,16.8,modelled
N20003623,Bangor_Central_A2,545,12.7,68.6,18.7,21.4,modelled
N20003624,Bangor_Central_A3,602,20.8,49.2,30.1,32.8,modelled
N20003625,Bangor_Central_B2,515,7.8,74.0,18.3,17.0,modelled
N20003626,Bangor_Central_D1,520,14.2,69.8,16.0,21.6,modelled
N20003627,Bangor_Central_E1,438,12.3,75.1,12.6,18.6,modelled
N20003628,Bangor_Central_C1,510,23.1,57.3,19.6,30.6,modelled
N20003629,Bangor_Central_E2,501,13.2,65.3,21.6,22.9,modelled
N20003630,Bangor_Central_D2,505,14.3,65.7,20.0,23.2,modelled
N20003631,Bangor_Central_F1,386,19.7,47.2,33.2,33.1,modelled
N20003632,Bangor_Central_C2,575,23.1,43.8,33.0,36.0,modelled
N20003633,Bangor_Central_F2,180,10.0,82.2,7.8,14.7,modelled
N20003634,Bangor_Central_E3,432,11.1,67.4,21.5,21.2,modelled
N20003635,Bangor_Central_B3,462,11.9,68.4,19.7,21.1,modelled
N20003636,Bangor_Central_F3,273,18.7,54.9,26.4,29.5,modelled
N20003637,Bangor_Central_B4,476,14.7,64.7,20.6,23.8,modelled
N20003638,Bangor_Central_E4,471,15.3,57.3,27.4,27.0,modelled
N20003639,Bangor_Central_D3,449,9.1,73.7,17.1,17.7,modelled
N20003640,Bangor_Central_C3,316,28.8,45.6,25.6,37.8,modelled
N20003641,Bangor_Central_E5,283,15.9,56.9,27.2,27.5,modelled
N20003642,Bangor_Central_C4,354,26.8,44.9,28.2,37.2,modelled
N20003643,Bangor_Central_B5,330,8.8,77.6,13.6,16.0,modelled
N20003644,Bangor_Central_F4,494,14.0,70.6,15.4,21.1,modelled
N20003645,Bangor_Central_G1,609,11.5,69.8,18.7,20.4,modelled
N20003646,Bangor_Central_G2,457,8.8,77.5,13.8,16.1,modelled
N20003647,Bangor_Central_G3,580,17.1,63.6,19.3,25.3,modelled
N20003648,Bangor_Central_H1,418,10.0,76.8,13.2,16.9,modelled
N20003649,Bangor_Central_H2,554,18.1,58.1,23.8,28.0,modelled
N20003650,Bangor_Central_J1,792,9.7,68.7,21.6,20.0,modelled
N20003651,Bangor_Central_K1,457,10.1,59.3,30.6,23.9,modelled
N20003652,Bangor_Central_J2,585,14.2,67.0,18.8,22.7,modelled
N20003653,Bangor_Central_K2,414,10.6,62.6,26.8,22.9,modelled
N20003654,Bangor_Central_H3,423,10.9,65.0,24.1,22.0,modelled
N20003655,Bangor_Central_J3,524,9.2,70.2,20.6,19.2,modelled
N20003656,Bangor_Central_K3,439,6.8,62.9,30.3,21.1,modelled
N20003657,Bangor_Central_K4,350,10.0,64.0,26.0,22.0,modelled
N20003658,Bangor_Central_J4,376,7.7,80.1,12.2,14.6,modelled
N20003659,Bangor_Central_L1,510,4.1,62.5,33.3,20.0,modelled
N20003660,Bangor_Central_K5,404,7.9,60.9,31.2,22.3,modelled
N20003661,Bangor_Central_P1,415,10.1,54.9,34.9,25.7,modelled
N20003662,Bangor_Central_L2,360,6.9,71.7,21.4,17.6,modelled
N20003663,Bangor_Central_N1,447,13.0,62.6,24.4,23.9,modelled
