DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20000376,Portadown_D4,277,87.7,6.9,5.4,79.6,modelled
N20000377,Portadown_F1,473,30.2,48.4,21.4,37.3,modelled
N20000378,Portadown_E1,409,94.9,2.4,2.7,84.5,modelled
N20000379,Portadown_D5,657,79.3,14.2,6.5,72.9,modelled
N20000380,Portadown_C4,387,78.0,15.2,6.7,71.9,modelled
N20000381,Portadown_E2,576,81.6,5.4,13.0,77.4,modelled
N20000382,Portadown_E3,591,74.8,11.5,13.7,71.9,modelled
N20000383,Portadown_R2,655,26.4,69.0,4.6,27.3,modelled
N20000384,Portadown_H1,648,11.1,75.5,13.4,17.9,modelled
N20000385,Portadown_G1,345,11.9,70.1,18.0,20.4,modelled
N20000386,Portadown_E4,438,76.3,11.4,12.3,72.6,modelled
N20000387,Portadown_G2,293,10.9,80.2,8.9,15.9,modelled
N20000388,Portadown_G3,383,11.7,68.4,19.8,21.0,modelled
N20000389,Portadown_K1,701,17.0,61.5,21.5,26.1,modelled
N20000390,Portadown_G4,437,18.1,62.9,19.0,26.1,modelled
N20000391,Portadown_G5,275,21.1,63.6,15.3,27.1,modelled
N20000392,Portadown_H2,536,9.1,72.0,18.8,18.4,modelled
N20000393,Portadown_F2,461,27.5,54.4,18.0,33.7,modelled
N20000394,Portadown_G6,310,9.7,74.2,16.1,17.8,modelled
N20000395,Portadown_F3,542,44.1,32.1,23.8,50.0,modelled
N20000396,Portadown_K2,429,11.2,71.8,17.0,19.4,modelled
N20000397,Portadown_H3,714,3.9,82.4,13.7,12.0,modelled
N20000398,Portadown_L1,457,33.0,45.5,21.4,39.7,modelled
N20000399,Portadown_K3,442,16.3,69.2,14.5,22.7,modelled
N20000400,Portadown_L2,456,47.4,30.9,21.7,51.9,modelled
N20000401,Portadown_J3,634,72.6,22.9,4.6,66.4,modelled
N20000402,Portadown_K4,788,18.8,63.8,17.4,26.0,modelled
N20000403,Portadown_L3,458,42.8,33.2,24.0,49.0,modelled
N20000404,Portadown_N1,628,18.9,68.0,13.1,24.4,modelled
N20000405,Portadown_N2,494,28.1,59.5,12.3,31.9,modelled
N20000406,Portadown_P1,294,6.8,85.4,7.8,12.0,modelled
N20000407,Portadown_N3,403,13.9,73.2,12.9,20.1,modelled
N20000408,Portadown_J4,325,19.4,73.5,7.1,22.4,modelled
N20000409,Portadown_P2,238,4.6,82.8,12.6,12.1,modelled
N20000410,Portadown_P3,353,17.3,66.3,16.4,24.3,modelled
N20000411,Portadown_L4,525,36.6,39.8,23.6,43.6,modelled
N20000412,Portadown_P4,524,20.6,67.4,12.0,25.4,modelled
N20000413,Portadown_Q1,707,22.9,59.0,18.1,29.8,modelled
N20000414,Portadown_Q2,472,19.1,71.2,9.7,23.2,modelled
N20000415,Portadown_Q3,445,19.8,69.0,11.2,24.4,modelled
N20000416,Portadown_R3,641,33.5,59.8,6.7,34.2,modelled
N20000417,Portadown_Q4,579,9.0,79.8,11.2,15.2,modelled
N20000418,Portadown_J5,714,40.3,55.3,4.3,39.0,modelled
N20000419,Portadown_R4,484,22.7,72.3,5.0,24.4,modelled
N20000420,Portadown_R5,473,18.2,80.1,1.7,19.2,modelled
N20000421,Craigavon_A1,712,73.9,24.3,1.8,66.4,modelled
N20000422,Craigavon_A2,796,76.5,21.1,2.4,68.8,modelled
N20000423,Craigavon_A3,778,93.6,4.5,1.9,83.1,modelled
N20000424,Craigavon_A4,794,83.2,13.0,3.8,75.1,modelled
N20000425,Craigavon_B1,318,80.8,9.7,9.4,75.3,modelled
N20000426,Craigavon_B2,550,96.0,2.2,1.8,85.1,modelled
N20000427,Craigavon_B3,594,92.6,4.9,2.5,82.5,modelled
N20000428,Craigavon_B4,853,91.6,5.9,2.6,81.7,modelled
N20000429,Craigavon_B5,368,90.2,6.5,3.3,80.8,modelled
N20000430,Craigavon_C1,455,22.2,70.5,7.3,24.8,modelled
N20000431,Craigavon_E1,520,90.8,4.0,5.2,82.0,modelled
N20000432,Craigavon_E2,576,92.9,2.8,4.3,83.5,modelled
N20000433,Craigavon_C2,719,59.0,17.7,23.4,62.4,modelled
N20000434,Craigavon_D1,613,53.7,29.9,16.5,55.2,modelled
N20000435,Craigavon_D2,695,75.5,11.5,12.9,72.3,modelled
N20000436,Craigavon_F1,481,59.3,22.9,17.9,60.4,modelled
N20000437,Craigavon_D3,368,56.2,27.2,16.6,57.4,modelled
N20000438,Craigavon_F2,362,52.8,26.2,21.0,56.2,modelled
N20000439,Craigavon_E3,457,91.2,4.8,3.9,81.9,modelled
N20000440,Craigavon_C3,406,20.9,55.4,23.6,30.3,modelled
N20000441,Craigavon_C4,448,71.4,16.7,11.8,68.3,modelled
N20000442,Craigavon_E4,471,76.9,11.5,11.7,72.9,modelled
N20000443,Craigavon_F3,443,36.3,45.1,18.5,41.3,modelled
N20000444,Craigavon_F4,408,52.5,22.5,25.0,57.5,modelled
N20000445,Craigavon_E5,520,68.5,17.3,14.2,66.8,modelled
N20000446,Craigavon_J1,670,33.7,49.7,16.6,38.3,modelled
N20000447,Craigavon_F5,520,42.9,33.7,23.5,48.8,modelled
N20000448,Craigavon_G1,582,84.2,8.6,7.2,77.3,modelled
N20000449,Craigavon_G2,410,81.5,7.3,11.2,76.6,modelled
N20000450,Craigavon_H1,313,9.9,76.7,13.4,16.9,modelled
N20000451,Craigavon_J2,722,26.3,60.0,13.7,30.9,modelled
N20000452,Craigavon_G3,422,80.8,5.2,14.0,77.1,modelled
N20000453,Craigavon_G4,601,81.2,9.7,9.2,75.5,modelled
N20000454,Craigavon_G5,322,82.3,9.9,7.8,75.9,modelled
N20000455,Craigavon_F6,459,21.8,62.1,16.1,28.0,modelled
N20000456,Craigavon_H2,422,14.7,68.5,16.8,22.3,modelled
N20000457,Craigavon_J3,619,13.6,70.4,16.0,21.0,modelled
N20000458,Craigavon_L1,404,42.3,44.1,13.6,44.4,modelled
N20000459,Craigavon_H3,417,20.1,64.3,15.6,26.4,modelled
N20000460,Craigavon_H4,706,17.7,64.2,18.1,25.4,modelled
N20000461,Craigavon_J4,656,16.8,67.1,16.2,23.8,modelled
N20000462,Craigavon_N1,489,7.2,82.0,10.8,13.5,modelled
N20000463,Craigavon_K1,414,7.0,84.3,8.7,12.6,modelled
N20000464,Craigavon_N2,524,12.2,74.0,13.7,19.0,modelled
N20000465,Craigavon_L2,241,45.6,44.4,10.0,45.8,modelled
N20000466,Craigavon_K2,504,8.3,76.2,15.5,16.4,modelled
N20000467,Craigavon_L3,485,48.0,41.2,10.7,48.1,modelled
N20000468,Craigavon_K3,460,19.6,60.4,20.0,27.7,modelled
N20000469,Craigavon_P1,573,9.6,79.9,10.5,15.5,modelled
N20000470,Craigavon_N3,466,8.8,78.1,13.1,15.8,modelled
N20000471,Craigavon_N4,630,4.0,83.3,12.7,11.6,modelled
N20000472,Craigavon_N5,611,12.3,74.6,13.1,18.8,modelled
N20000473,Craigavon_L4,466,31.3,57.1,11.6,34.3,modelled
N20000474,Craigavon_P2,724,14.4,79.1,6.5,17.9,modelled
N20000475,Craigavon_P3,648,8.5,81.8,9.7,14.2,modelled
N20000476,Lurgan_A1,569,78.9,15.3,5.8,72.2,modelled
N20000477,Lurgan_B1,566,90.6,4.9,4.4,81.6,modelled
N20000478,Lurgan_A2,619,80.0,15.2,4.8,72.8,modelled
N20000479,Lurgan_A3,382,95.3,1.8,2.9,84.9,modelled
N20000480,Lurgan_A4,476,96.4,2.1,1.5,85.3,modelled
N20000481,Lurgan_B2,662,92.1,4.7,3.2,82.4,modelled
N20000482,Lurgan_A5,777,61.0,31.9,7.1,57.6,modelled
N20000483,Lurgan_C1,682,94.3,2.6,3.1,84.2,modelled
N20000484,Lurgan_C2,552,92.8,5.8,1.4,82.2,modelled
N20000485,Lurgan_D1,632,95.3,1.9,2.8,84.9,modelled
N20000486,Lurgan_D2,576,93.9,4.0,2.1,83.5,modelled
N20000487,Lurgan_C3,539,95.7,2.4,1.9,84.9,modelled
N20000488,Lurgan_B3,544,56.8,34.6,8.6,54.7,modelled
N20000489,Lurgan_D3,442,95.2,2.9,1.8,84.5,modelled
N20000490,Lurgan_E1,786,93.8,2.7,3.6,83.9,modelled
N20000491,Lurgan_E2,437,95.7,3.4,0.9,84.5,modelled
N20000492,Lurgan_E3,530,95.5,0.9,3.6,85.4,modelled
N20000493,Lurgan_C4,593,94.8,3.2,2.0,84.2,modelled
N20000494,Lurgan_E4,615,95.8,3.1,1.1,84.7,modelled
N20000495,Lurgan_D4,650,93.5,3.2,3.2,83.6,modelled
N20000496,Lurgan_F1,671,85.7,4.2,10.1,79.7,modelled
N20000497,Lurgan_F2,467,95.9,2.1,1.9,85.1,modelled
N20000498,Lurgan_E5,492,66.1,19.5,14.4,64.8,modelled
N20000499,Lurgan_D5,556,97.7,1.1,1.3,86.3,modelled
N20000500,Lurgan_F3,398,79.6,9.3,11.1,75.0,modelled
N20000501,Lurgan_H1,548,25.0,62.0,13.0,29.5,modelled
N20000502,Lurgan_H2,446,29.8,57.4,12.8,33.5,modelled
N20000503,Lurgan_G1,407,92.6,2.2,5.2,83.6,modelled
N20000504,Lurgan_F4,355,74.9,12.1,13.0,71.7,modelled
N20000505,Lurgan_G2,341,85.0,3.5,11.4,79.7,modelled
N20000506,Lurgan_G3,502,79.3,9.6,11.2,74.7,modelled
N20000507,Lurgan_H3,660,29.8,56.2,13.9,34.0,modelled
N20000508,Lurgan_F5,388,85.1,8.0,7.0,77.9,modelled
N20000509,Lurgan_G4,333,82.3,10.5,7.2,75.7,modelled
N20000510,Lurgan_J1,619,13.9,71.1,15.0,20.9,modelled
N20000511,Lurgan_F6,535,95.0,2.4,2.6,84.6,modelled
N20000512,Lurgan_K1,513,72.3,10.5,17.2,71.2,modelled
N20000513,Lurgan_H4,384,36.7,53.6,9.6,38.1,modelled
N20000514,Lurgan_P1,487,24.4,60.4,15.2,29.9,modelled
N20000515,Lurgan_K2,526,35.9,41.3,22.8,42.7,modelled
N20000516,Lurgan_L1,473,85.0,6.8,8.2,78.4,modelled
N20000517,Lurgan_J2,494,7.7,80.2,12.1,14.5,modelled
N20000518,Lurgan_J3,459,5.0,85.8,9.2,11.1,modelled
N20000519,Lurgan_K3,314,15.6,62.4,22.0,25.2,modelled
N20000520,Lurgan_J4,677,7.2,78.0,14.8,15.2,modelled
N20000521,Lurgan_B4,675,34.4,59.4,6.2,34.7,modelled
N20000522,Lurgan_N1,499,92.4,3.8,3.8,82.9,modelled
N20000523,Lurgan_P2,447,13.9,72.0,14.1,20.5,modelled
N20000524,Lurgan_L2,521,74.7,13.2,12.1,71.2,modelled
N20000525,Lurgan_L3,410,54.9,33.9,11.2,54.1,modelled
N20000526,Lurgan_K4,340,20.3,50.9,28.8,31.9,modelled
N20000527,Lurgan_Q1,527,29.8,46.3,23.9,37.9,modelled
N20000528,Lurgan_R1,416,90.9,4.3,4.8,82.0,modelled
N20000529,Lurgan_P3,459,19.8,62.3,17.9,27.1,modelled
N20000530,Lurgan_N2,477,93.7,4.8,1.5,83.0,modelled
N20000531,Lurgan_P4,409,8.3,78.5,13.2,15.5,modelled
N20000532,Lurgan_R2,259,83.4,8.9,7.7,76.8,modelled
N20000533,Lurgan_P5,337,13.9,66.5,19.6,22.8,modelled
N20000534,Lurgan_Q2,389,21.1,55.3,23.7,30.5,modelled
N20000535,Lurgan_N3,481,84.0,6.9,9.1,77.9,modelled
N20000536,Lurgan_R3,851,82.8,9.3,7.9,76.4,modelled
N20000537,Lurgan_S1,497,9.5,73.8,16.7,17.8,modelled
N20000538,Lurgan_N4,689,90.6,5.8,3.6,81.2,modelled
N20000539,Lurgan_Q3,432,15.5,66.2,18.3,23.6,modelled
N20000540,Lurgan_Q4,453,23.8,57.8,18.3,30.7,modelled
N20000541,Lurgan_R4,485,93.4,3.1,3.5,83.6,modelled
N20000542,Lurgan_S2,494,14.6,73.1,12.3,20.4,modelled
N20000543,Lurgan_R5,509,94.1,3.5,2.4,83.7,modelled
N20000544,Lurgan_T1,540,10.4,80.0,9.6,15.8,modelled
N20000545,Lurgan_S3,450,7.1,79.6,13.3,14.5,modelled
N20000546,Lurgan_T2,295,19.7,69.5,10.8,24.1,modelled
N20000547,Lurgan_S4,547,13.0,73.9,13.2,19.4,modelled
N20000548,Lurgan_T3,488,13.9,74.6,11.5,19.5,modelled
N20000549,Lurgan_S5,638,8.5,81.7,9.9,14.3,modelled
N20000550,Lurgan_T4,495,17.6,71.9,10.5,22.2,modelled
N20000551,Lagan_River_C1,624,8.8,84.3,6.9,13.4,modelled
N20000552,Lagan_River_A1,623,9.5,77.7,12.8,16.3,modelled
N20000553,Lagan_River_G1,710,12.1,75.8,12.1,18.2,modelled
N20000554,Lagan_River_A2,476,10.5,80.5,9.0,15.7,modelled
N20000555,Lagan_River_A3,513,5.1,80.3,14.6,13.3,modelled
N20000556,Lagan_River_A4,321,13.1,71.7,15.3,20.3,modelled
N20000557,Lagan_River_B1,441,5.7,84.4,10.0,11.9,modelled
N20000558,Lagan_River_B2,715,8.3,79.0,12.7,15.2,modelled
N20000559,Lagan_River_C2,462,4.8,85.3,10.0,11.2,modelled
N20000560,Lagan_River_J1,323,18.3,71.5,10.2,22.7,modelled
N20000561,Lagan_River_B3,776,8.1,81.4,10.4,14.2,modelled
N20000562,Lagan_River_C3,435,8.0,83.2,8.7,13.5,modelled
N20000563,Lagan_River_K1,700,26.7,63.9,9.4,29.5,modelled
N20000564,Lagan_River_E1,560,9.5,73.8,16.8,17.9,modelled
N20000565,Lagan_River_D1,572,19.4,65.7,14.9,25.5,modelled
N20000566,Lagan_River_F1,497,14.3,70.6,15.1,21.3,modelled
N20000567,Lagan_River_E2,684,6.0,79.8,14.2,13.9,modelled
N20000568,Lagan_River_D2,535,15.7,71.2,13.1,21.7,modelled
N20000569,Lagan_River_G2,684,20.9,70.8,8.3,24.2,modelled
N20000570,Lagan_River_F2,437,24.3,63.8,11.9,28.4,modelled
N20000571,Lagan_River_D3,617,20.7,66.9,12.3,25.6,modelled
N20000572,Lagan_River_E3,733,6.1,79.0,14.9,14.3,modelled
N20000573,Lagan_River_F3,727,18.6,61.2,20.2,27.0,modelled
N20000574,Lagan_River_F4,727,13.9,68.0,18.2,22.2,modelled
N20000575,Lagan_River_F5,594,13.5,74.9,11.6,19.2,modelled
N20000576,Lagan_River_H1,598,10.9,75.8,13.4,17.7,modelled
N20000577,Lagan_River_H2,487,12.5,72.9,14.6,19.6,modelled
N20000578,Lagan_River_H3,602,18.9,68.4,12.6,24.2,modelled
N20000579,Lagan_River_J2,608,10.2,77.8,12.0,16.6,modelled
N20000580,Lagan_River_G3,797,20.2,73.5,6.3,22.8,modelled
N20000581,Lagan_River_G4,424,5.4,73.3,21.2,16.2,modelled
N20000582,Lagan_River_K2,650,13.7,76.8,9.5,18.6,modelled
N20000583,Lagan_River_K3,518,13.7,79.5,6.8,17.5,modelled
N20000584,Lagan_River_L1,684,11.3,69.6,19.2,20.3,modelled
N20000585,Lagan_River_J3,479,17.3,74.3,8.4,21.2,modelled
N20000586,Lagan_River_J4,546,9.7,83.5,6.8,14.1,modelled
N20000587,Lagan_River_L2,749,12.4,72.5,15.1,19.7,modelled
N20000588,Lagan_River_K4,556,15.3,76.8,7.9,19.3,modelled
N20000589,Lagan_River_N1,457,5.0,81.6,13.3,12.7,modelled
N20000590,Lagan_River_N2,454,28.4,59.0,12.6,32.2,modelled
N20000591,Lagan_River_N3,450,20.4,72.2,7.3,23.4,modelled
N20000592,Lagan_River_N4,657,42.5,49.3,8.2,42.4,modelled
N20000593,Lagan_River_N5,609,25.1,68.8,6.1,26.8,modelled
N20000594,Banbridge_A1,410,26.8,62.9,10.2,30.0,modelled
N20000595,Banbridge_A2,615,37.1,55.1,7.8,37.6,modelled
N20000596,Banbridge_A3,454,85.5,10.8,3.7,77.0,modelled
N20000597,Banbridge_A4,336,62.2,24.7,13.1,61.0,modelled
N20000598,Banbridge_B1,496,53.8,33.1,13.1,53.9,modelled
N20000599,Banbridge_A5,491,21.8,64.8,13.4,27.0,modelled
N20000600,Banbridge_B2,542,61.1,27.9,11.1,59.3,modelled
N20000601,Banbridge_B3,446,39.5,46.4,14.1,42.2,modelled
N20000602,Banbridge_B4,473,38.1,54.8,7.2,38.2,modelled
N20000603,Banbridge_D1,605,18.0,67.4,14.5,24.2,modelled
N20000604,Banbridge_C1,301,21.6,71.8,6.6,24.1,modelled
N20000605,Banbridge_F1,393,63.6,32.1,4.3,58.7,modelled
N20000606,Banbridge_F2,401,50.9,44.9,4.2,47.9,modelled
N20000607,Banbridge_D2,305,33.8,58.7,7.5,34.7,modelled
N20000608,Banbridge_C2,449,31.6,58.4,10.0,33.9,modelled
N20000609,Banbridge_C3,631,39.8,50.9,9.4,40.6,modelled
N20000610,Banbridge_C4,543,27.6,62.6,9.8,30.4,modelled
N20000611,Banbridge_D3,411,35.0,50.6,14.4,38.5,modelled
N20000612,Banbridge_E1,456,37.7,48.5,13.8,40.6,modelled
N20000613,Banbridge_E2,329,31.9,57.8,10.3,34.3,modelled
N20000614,Banbridge_L1,782,26.3,66.5,7.2,28.3,modelled
N20000615,Banbridge_D4,412,47.1,32.0,20.9,51.4,modelled
N20000616,Banbridge_D5,343,37.9,44.3,17.8,42.3,modelled
N20000617,Banbridge_E3,330,37.6,51.8,10.6,39.2,modelled
N20000618,Banbridge_E4,420,38.1,46.7,15.2,41.5,modelled
N20000619,Banbridge_D6,390,61.5,24.9,13.6,60.7,modelled
N20000620,Banbridge_E5,613,38.0,46.7,15.3,41.5,modelled
N20000621,Banbridge_H1,802,51.4,39.0,9.6,50.5,modelled
N20000622,Banbridge_D7,461,49.0,38.2,12.8,49.8,modelled
N20000623,Banbridge_J1,530,31.3,54.0,14.7,35.5,modelled
N20000624,Banbridge_G1,298,43.6,44.3,12.1,44.9,modelled
N20000625,Banbridge_H2,529,49.3,28.9,21.7,53.6,modelled
N20000626,Banbridge_J2,464,29.1,63.1,7.8,30.9,modelled
N20000627,Banbridge_H3,526,42.6,46.4,11.0,43.6,modelled
N20000628,Banbridge_J3,465,21.5,68.2,10.3,25.5,modelled
N20000629,Banbridge_F3,474,24.7,69.0,6.3,26.6,modelled
N20000630,Banbridge_G2,402,36.6,53.2,10.2,38.2,modelled
N20000631,Banbridge_E6,377,36.6,51.2,12.2,39.0,modelled
N20000632,Banbridge_G3,430,37.9,49.5,12.6,40.3,modelled
N20000633,Banbridge_J4,406,21.2,69.0,9.9,25.0,modelled
N20000634,Banbridge_G4,396,12.4,68.4,19.2,21.3,modelled
N20000635,Banbridge_J5,646,37.9,54.0,8.0,38.5,modelled
N20000636,Banbridge_H4,570,25.6,60.5,13.9,30.4,modelled
N20000637,Banbridge_K1,573,25.3,63.9,10.8,28.9,modelled
N20000638,Banbridge_K2,481,24.1,68.2,7.7,26.6,modelled
N20000639,Banbridge_H5,533,28.5,61.4,10.1,31.3,modelled
N20000640,Banbridge_K3,723,38.9,55.6,5.5,38.3,modelled
N20000641,Banbridge_K4,728,38.2,48.4,13.5,40.9,modelled
N20000642,Banbridge_F4,420,55.0,37.9,7.1,52.6,modelled
N20000643,Banbridge_K5,528,39.6,51.7,8.7,40.1,modelled
N20000644,Banbridge_F5,389,12.3,78.4,9.3,17.3,modelled
N20000645,Banbridge_L2,657,47.2,45.8,7.0,45.9,modelled
N20000646,Banbridge_N1,560,55.9,37.0,7.1,53.3,modelled
N20000647,Banbridge_N2,523,56.0,41.5,2.5,51.6,modelled
N20000648,Banbridge_L3,605,19.5,76.0,4.5,21.4,modelled
N20000649,Banbridge_N3,777,38.9,56.8,4.4,37.8,modelled
N20000650,Banbridge_P1,392,18.9,70.7,10.5,23.3,modelled
N20000651,Banbridge_P2,762,65.9,28.9,5.2,61.0,modelled
N20000652,Banbridge_N4,580,44.0,53.1,2.9,41.5,modelled
N20000653,Banbridge_L4,688,36.6,58.6,4.8,36.1,modelled
N20000654,Banbridge_N5,481,70.9,23.7,5.4,65.3,modelled
N20000655,Banbridge_P3,436,8.0,86.7,5.3,12.1,modelled
N20000656,Banbridge_P4,302,18.9,72.2,8.9,22.7,modelled
N20000657,Banbridge_L5,667,24.6,68.5,6.9,26.7,modelled
N20000658,Banbridge_P5,505,28.3,66.7,5.0,29.1,modelled
N20000659,Banbridge_Q1,418,48.6,41.1,10.3,48.4,modelled
N20000660,Banbridge_Q2,578,34.6,57.4,8.0,35.6,modelled
N20000661,Banbridge_Q3,565,46.9,44.6,8.5,46.2,modelled
N20000662,Banbridge_Q4,462,39.2,52.4,8.4,39.7,modelled
N20000663,Banbridge_Q5,469,40.9,52.9,6.2,40.3,modelled
N20000664,Cusher_E1,610,5.6,85.2,9.2,11.5,modelled
N20000665,Cusher_E2,489,12.3,81.2,6.5,16.2,modelled
N20000666,Cusher_B1,432,4.2,85.2,10.6,10.9,modelled
N20000667,Cusher_A1,347,15.6,79.5,4.9,18.3,modelled
N20000668,Cusher_B2,225,10.2,77.8,12.0,16.6,modelled
N20000669,Cusher_B3,469,8.5,81.9,9.6,14.2,modelled
N20000670,Cusher_A2,484,8.5,82.2,9.3,14.0,modelled
N20000671,Cusher_B4,673,7.4,81.3,11.3,14.0,modelled
N20000672,Cusher_D1,328,11.0,81.1,7.9,15.6,modelled
N20000673,Cusher_B5,593,5.7,86.7,7.6,11.0,modelled
N20000674,Cusher_E3,546,17.8,77.7,4.6,20.0,modelled
N20000675,Cusher_A3,578,3.8,84.4,11.8,11.1,modelled
N20000676,Cusher_D2,676,5.2,86.4,8.4,10.9,modelled
N20000677,Cusher_B6,348,4.3,85.3,10.3,10.9,modelled
N20000678,Cusher_C1,607,7.7,79.1,13.2,15.0,modelled
N20000679,Cusher_C2,771,8.9,81.7,9.3,14.5,modelled
N20000680,Cusher_C3,453,9.7,78.1,12.1,16.2,modelled
N20000681,Cusher_E4,661,11.3,84.9,3.8,14.3,modelled
N20000682,Cusher_F1,494,11.7,74.5,13.8,18.6,modelled
N20000683,Cusher_F2,422,13.5,75.1,11.4,19.1,modelled
N20000684,Cusher_F3,379,15.3,67.0,17.7,23.2,modelled
N20000685,Cusher_D3,775,16.5,74.6,8.9,20.7,modelled
N20000686,Cusher_F4,417,11.3,77.5,11.3,17.2,modelled
N20000687,Cusher_G1,506,8.7,82.4,8.9,14.1,modelled
N20000688,Cusher_E5,668,20.7,73.2,6.1,23.1,modelled
N20000689,Cusher_G2,703,13.4,80.2,6.4,17.0,modelled
N20000690,Cusher_G3,599,8.0,86.8,5.2,12.0,modelled
N20000691,Cusher_G4,534,6.2,84.8,9.0,12.0,modelled
N20000692,Cusher_H1,844,29.9,62.2,7.9,31.6,modelled
N20000693,Cusher_K1,476,13.0,81.9,5.0,16.2,modelled
N20000694,Cusher_H2,716,18.2,75.3,6.6,21.1,modelled
N20000695,Cusher_K2,704,11.9,82.4,5.7,15.5,modelled
N20000696,Cusher_J1,424,34.7,59.4,5.9,34.8,modelled
N20000697,Cusher_J2,635,10.9,77.2,12.0,17.1,modelled
N20000698,Cusher_J3,248,24.2,69.0,6.9,26.4,modelled
N20000699,Cusher_K3,559,35.2,60.8,3.9,34.5,modelled
N20000700,Cusher_J4,600,13.5,81.3,5.2,16.6,modelled
N20000701,Cusher_L1,748,78.1,20.1,1.9,70.0,modelled
N20000702,Cusher_K4,500,79.0,18.8,2.2,70.9,modelled
N20000703,Cusher_K5,614,13.2,82.4,4.4,16.1,modelled
N20000704,Cusher_H3,399,30.3,57.1,12.5,33.8,modelled
N20000705,Cusher_L2,456,66.9,27.9,5.3,61.9,modelled
N20000706,Cusher_L3,768,92.8,4.4,2.7,82.8,modelled
N20000707,Cusher_L4,537,90.3,7.6,2.0,80.4,modelled
N20000708,Cusher_H4,565,34.0,60.9,5.1,34.0,modelled
N20000709,Cusher_K6,736,72.4,23.8,3.8,66.0,modelled
N20000710,Cusher_L5,874,78.7,16.6,4.7,71.6,modelled
N20000711,Oldpark_A1,764,5.1,80.8,14.1,13.1,modelled
N20000712,Oldpark_A2,475,82.9,11.8,5.3,75.5,modelled
N20000713,Oldpark_A3,584,49.8,37.0,13.2,50.6,modelled
N20000714,Oldpark_B1,248,8.1,71.0,21.0,18.4,modelled
N20000715,Oldpark_D1,581,92.8,3.3,4.0,83.2,modelled
N20000716,Oldpark_C1,625,12.5,67.5,20.0,21.7,modelled
N20000717,Oldpark_B2,590,3.7,77.6,18.6,13.8,modelled
N20000718,Oldpark_B3,449,6.9,79.5,13.6,14.4,modelled
N20000719,Oldpark_A4,526,89.7,5.7,4.6,80.9,modelled
N20000720,Oldpark_B4,389,5.7,85.9,8.5,11.3,modelled
N20000721,Oldpark_A5,359,29.0,60.7,10.3,31.8,modelled
N20000722,Oldpark_C2,411,16.3,66.7,17.0,23.8,modelled
N20000723,Oldpark_C3,570,10.0,71.1,18.9,19.2,modelled
N20000724,Oldpark_D2,447,89.0,3.8,7.2,81.4,modelled
N20000725,Oldpark_D3,372,84.4,8.3,7.3,77.5,modelled
N20000726,Oldpark_E1,535,50.3,36.4,13.3,51.0,modelled
N20000727,Oldpark_C4,393,12.0,70.2,17.8,20.4,modelled
N20000728,Oldpark_F1,424,13.2,75.7,11.1,18.8,modelled
N20000729,Oldpark_E2,359,8.1,71.3,20.6,18.2,modelled
N20000730,Oldpark_F2,704,12.9,74.1,12.9,19.3,modelled
N20000731,Oldpark_D4,728,70.9,15.2,13.9,68.7,modelled
N20000732,Oldpark_E3,516,85.5,9.3,5.2,77.6,modelled
N20000733,Oldpark_E4,591,73.3,16.4,10.3,69.3,modelled
N20000734,Oldpark_G1,358,85.8,6.4,7.8,78.8,modelled
N20000735,Oldpark_G2,518,90.3,5.2,4.4,81.4,modelled
N20000736,Oldpark_F3,426,8.5,64.1,27.5,21.3,modelled
N20000737,Oldpark_K1,490,11.2,70.0,18.8,20.2,modelled
N20000738,Oldpark_G3,467,76.2,6.6,17.1,74.5,modelled
N20000739,Oldpark_E5,309,10.4,77.3,12.3,16.8,modelled
N20000740,Oldpark_H1,438,86.5,6.8,6.6,79.0,modelled
N20000741,Oldpark_G4,448,86.4,4.7,8.9,79.8,modelled
N20000742,Oldpark_K2,389,14.9,68.4,16.7,22.5,modelled
N20000743,Oldpark_J1,447,72.7,18.1,9.2,68.3,modelled
N20000744,Oldpark_J2,493,20.9,66.3,12.8,25.9,modelled
N20000745,Oldpark_G5,401,71.3,13.0,15.7,69.8,modelled
N20000746,Oldpark_N1,673,86.2,4.8,9.1,79.7,modelled
N20000747,Oldpark_L1,389,79.7,8.7,11.6,75.2,modelled
N20000748,Oldpark_H2,687,89.8,5.7,4.5,81.0,modelled
N20000749,Oldpark_N2,648,79.9,9.9,10.2,74.9,modelled
N20000750,Oldpark_L2,529,83.6,5.7,10.8,78.2,modelled
N20000751,Oldpark_H3,427,89.2,5.6,5.2,80.7,modelled
N20000752,Oldpark_J3,395,92.4,3.8,3.8,82.9,modelled
N20000753,Oldpark_K3,490,93.5,3.3,3.3,83.6,modelled
N20000754,Oldpark_R1,221,76.0,11.3,12.7,72.6,modelled
N20000755,Oldpark_N3,502,91.0,7.2,1.8,80.9,modelled
N20000756,Oldpark_K4,462,85.3,8.0,6.7,78.0,modelled
N20000757,Oldpark_L3,441,72.8,11.1,16.1,71.2,modelled
N20000758,Oldpark_Q1,562,91.8,4.4,3.7,82.3,modelled
N20000759,Oldpark_R2,426,60.3,13.6,26.1,64.6,modelled
N20000760,Oldpark_P1,414,89.1,5.8,5.1,80.6,modelled
N20000761,Oldpark_L4,529,92.2,2.5,5.3,83.3,modelled
N20000762,Oldpark_P2,377,90.7,3.7,5.6,82.1,modelled
N20000763,Oldpark_L5,373,59.8,33.2,7.0,56.5,modelled
