election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ards West,Sinn Féin,79/100,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ballyclare,SDLP,84/100,DUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ballyclare,Sinn Féin,79/100,DUP,Alliance | Conservative | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Ballymoney Town,Sinn Féin,79/100,DUP,DUP | SDLP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Banbridge Town,Sinn Féin,79/100,UUP,Alliance | DUP | SDLP | UUP
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,Belfast West,UUP,17/18,Sinn Féin,Alliance | DUP | Independent | SDLP | Sinn Féin | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History | Workers' Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Benbradagh,DUP,90/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Benbradagh,UUP,91/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Carrick Castle,SDLP,84/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Carrick Castle,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Castlereagh Central,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | PUP | SDLP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Castlereagh East,SDLP,84/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Castlereagh East,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | PUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Castlereagh West,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | SDLP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Cityside,DUP,90/100,Sinn Féin,Independent | SDLP | Sinn Féin | Socialist Environmental Alliance
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Cityside,UUP,91/100,Sinn Féin,Independent | SDLP | Sinn Féin | Socialist Environmental Alliance
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Court,SDLP,84/100,DUP,DUP | Independent | PUP | Sinn Féin | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Downpatrick,DUP,90/100,SDLP,Green / Ecology | SDLP | Sinn Féin | UUP | Workers Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Downshire,SDLP,84/100,DUP,Alliance | DUP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,Alliance,13/18,Sinn Féin,DUP | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,Foyle,Alliance,13/18,SDLP,DUP | SDLP | Sinn Féin | Socialist Environmental Alliance | UUP | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Giant's Causeway,SDLP,84/100,DUP,DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Giant's Causeway,Sinn Féin,79/100,DUP,DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Glens,UUP,91/100,Sinn Féin,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Kilroot,SDLP,84/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Kilroot,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Knockagh Monument,SDLP,84/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Knockagh Monument,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Larne Town,Sinn Féin,79/100,Independent,Alliance | DUP | Green / Ecology | Independent | PUP | SDLP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Lough,SDLP,84/100,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Lough,Sinn Féin,79/100,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Lower Falls,DUP,90/100,Sinn Féin,SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Lower Falls,UUP,91/100,Sinn Féin,SDLP | Sinn Féin | Workers Party
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,Mid Ulster,Alliance,13/18,Sinn Féin,DUP | SDLP | Sinn Féin | UUP | Workers' Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Mourne,DUP,90/100,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,Newry and Armagh,Alliance,13/18,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Newtownards,SDLP,84/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Newtownards,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Northland,DUP,90/100,SDLP,SDLP | Sinn Féin | Socialist Environmental Alliance
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Northland,UUP,91/100,SDLP,SDLP | Sinn Féin | Socialist Environmental Alliance
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Shantallow,DUP,90/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Shantallow,UUP,91/100,SDLP,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Sperrin,UUP,91/100,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | Workers Party
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,University,SDLP,84/100,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,University,Sinn Féin,79/100,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Upper Falls,DUP,90/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Upper Falls,UUP,91/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,Victoria,Sinn Féin,79/100,DUP,Alliance | Conservative | DUP | PUP | SDLP | UUP
house-of-commons-of-the-united-kingdom__2005-05-05,2005-05-05,house-of-commons-of-the-united-kingdom,West Tyrone,Alliance,13/18,Sinn Féin,DUP | Independent Other | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NaM-Newry-Town,DUP,90/100,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NaM-Slieve-Gullion,DUP,90/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NaM-Slieve-Gullion,UUP,91/100,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Abbey,SDLP,84/100,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Abbey,Sinn Féin,79/100,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | PUP | UK Unionist Party | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Ballyholme-&-Groomsport,SDLP,84/100,DUP,Alliance | DUP | Independent | Northern Ireland Women's Coalition | UK Unionist Party | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Ballyholme-&-Groomsport,Sinn Féin,79/100,DUP,Alliance | DUP | Independent | Northern Ireland Women's Coalition | UK Unionist Party | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Bangor-West,Sinn Féin,79/100,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | PUP | SDLP | UK Unionist Party | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Holywood,SDLP,84/100,Alliance,Alliance | DUP | Green / Ecology | UUP
local-government-local-government-districts__2005-05-05,2005-05-05,local-government,lg05-NoD-Holywood,Sinn Féin,79/100,Alliance,Alliance | DUP | Green / Ecology | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Belfast East,UKUP,13/18,DUP,Alliance | Conservative | DUP | Green | PUP | SDLP | Sinn Féin | Socialist Party | UUP | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History | Workers' Party
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Belfast West,Green,13/18,Sinn Féin,Alliance | DUP | PBP | Republican Sinn Féin | SDLP | Sinn Féin | UUP | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History | Workers' Party
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Belfast West,UKUP,13/18,Sinn Féin,Alliance | DUP | PBP | Republican Sinn Féin | SDLP | Sinn Féin | UUP | Vote For Yourself / Rainbow Dream Ticket / Make Politicians History | Workers' Party
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Fermanagh and South Tyrone,Green,13/18,DUP,Alliance | DUP | Independent | Republican Sinn Féin | SDLP | Sinn Féin | UKUP | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Foyle,UKUP,13/18,SDLP,Alliance | DUP | Green | Independent Nationalist | Independent Unionist | SDLP | Sinn Féin | Socialist Environmental Alliance | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Mid Ulster,Green,13/18,Sinn Féin,Alliance | DUP | Independent Other | Republican Sinn Féin | SDLP | Sinn Féin | UKUP | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Newry and Armagh,UKUP,13/18,Sinn Féin,Alliance | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,North Antrim,Green,13/18,DUP,Alliance | DUP | Independent | SDLP | Sinn Féin | UKUP | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,Upper Bann,UKUP,13/18,DUP,Alliance | Conservative | DUP | Green | Independent | Independent Unionist | Republican Sinn Féin | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,West Tyrone,Alliance,17/18,Sinn Féin,DUP | Independent Other | Republican Sinn Féin | SDLP | Sinn Féin | UKUP | UUP
northern-ireland-assembly__2007-03-07,2007-03-07,northern-ireland-assembly,West Tyrone,Green,13/18,Sinn Féin,DUP | Independent Other | Republican Sinn Féin | SDLP | Sinn Féin | UKUP | UUP
house-of-commons-of-the-united-kingdom__2010-05-06,2010-05-06,house-of-commons-of-the-united-kingdom,Belfast South,Sinn Féin,18/19,SDLP,Alliance | DUP | Green | SDLP | UCUNF
house-of-commons-of-the-united-kingdom__2010-05-06,2010-05-06,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,17/19,Sinn Féin,Alliance | Independent | Independent Unionist | SDLP | Sinn Féin
house-of-commons-of-the-united-kingdom__2010-05-06,2010-05-06,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,UCUNF,18/19,Sinn Féin,Alliance | Independent | Independent Unionist | SDLP | Sinn Féin
house-of-commons-of-the-united-kingdom__2010-05-06,2010-05-06,house-of-commons-of-the-united-kingdom,North Down,DUP,17/19,Independent Unionist,Alliance | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UCUNF
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ards East,Sinn Féin,82/101,DUP,Alliance | DUP | Green / Ecology | SDLP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ards West,SDLP,89/101,DUP,Alliance | Conservative | DUP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ards West,Sinn Féin,82/101,DUP,Alliance | Conservative | DUP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ballyclare,SDLP,89/101,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ballyclare,Sinn Féin,82/101,DUP,Alliance | DUP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Ballymoney Town,Sinn Féin,82/101,DUP,DUP | Independent | SDLP | TUV | UUP
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,Belfast North,TUV,11/18,DUP,Alliance | DUP | Independent Unionist | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,Belfast South,TUV,11/18,SDLP,Alliance | DUP | Green | PBP | Procapitalism | SDLP | Sinn Féin | Socialist Party | UKIP | UUP | Workers' Party
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,Belfast West,TUV,11/18,Sinn Féin,Alliance | DUP | Independent | PBP | SDLP | Sinn Féin | Socialist Party | UUP | Workers' Party
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Benbradagh,UUP,92/101,Sinn Féin,Alliance | DUP | SDLP | Sinn Féin | TUV
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Carrick Castle,SDLP,89/101,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Carrick Castle,Sinn Féin,82/101,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Castlereagh Central,Sinn Féin,82/101,DUP,Alliance | DUP | PUP | SDLP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Castlereagh East,SDLP,89/101,DUP,Alliance | BNP | Conservative | DUP | Green / Ecology | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Castlereagh East,Sinn Féin,82/101,DUP,Alliance | BNP | Conservative | DUP | Green / Ecology | UUP
