id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-00239-sap2016t11t1sa,"Population aged 5 years and over by Means of Travel to Work, School or College",SAP2016T11T1SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00241-sap2016t11t1con13,"Population aged 5 years and over by Means of Travel to Work, School or College",SAP2016T11T1CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00242-sap2016t11t1nuts,"Population aged 5 years and over by Means of Travel to Work, School or College",SAP2016T11T1NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00246-sap2016t11t1set,"Population aged 5 years and over by Means of Travel to Work, School or College",SAP2016T11T1SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00247-sap2016t11t1con17,"Population aged 5 years and over by Means of Travel to Work, School or College",SAP2016T11T1CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00249-sap2011t11t1cty,"Population aged 5 years and over by means of travel to work, school or college",SAP2011T11T1CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00250-sap2011t11t1ed,"Population aged 5 years and over by means of travel to work, school or college",SAP2011T11T1ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00252-sap2011t11t1prov,"Population aged 5 years and over by means of travel to work, school or college",SAP2011T11T1PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00254-sap2011t11t1dc2007,"Population aged 5 years and over by means of travel to work, school or college",SAP2011T11T1DC2007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00255-sap2016t11t2ed,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00256-sap2016t11t2prov,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00258-sap2016t11t2con13,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00259-sap2016t11t2nuts,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00263-sap2016t11t2set,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00264-sap2011t11t2ed,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2011T11T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00265-sap2016t11t2sa,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00266-sap2016t11t2con17,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2016T11T2CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00267-sap2011t11t2prov,"Population aged 5 years and over by time leaving home to travel to work, school or college",SAP2011T11T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00268-sap2011t11t2cty,"Population aged 5 years and over by time leaving home to travel to work, school or college",SAP2011T11T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00272-sap2011t11t2dc2007,"Population aged 5 years and over by time leaving home to travel to work, school or college",SAP2011T11T2DC2007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00273-sap2022t11t2prov,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00274-sap2011t11t2sa,"Population aged 5 years and over by time leaving home to travel to work, school or college",SAP2011T11T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00275-sap2022t11t2sa,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00278-sap2022t11t2nuts,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00279-sap2022t11t2cty,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00280-sap2022t11t2town22,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00281-sap2022t11t2ed,"Population aged 5 years and over by Time Leaving Home to Travel to Work, School or College",SAP2022T11T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00282-ura46,"Population at Work, School or College",URA46,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00283-urlia42,"Population at Work, School or College",URLIA42,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00284-f7146,"Population Usually Resident and Present,  in School, College or Childcare",F7146,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00285-f7147,"Population Usually Resident and Present,  in School, College or Childcare",F7147,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00286-hspaf23,Population visiting their usual generalist medical practitioner for their common health problems,HSPAF23,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00288-hhr03,Primary Care Reimbursement Service (PCRS) using Census 2022,HHR03,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00290-cd499,"Private Households in Permanent Housing Units by Industrial Group of Reference Person by Type of Water Supply, CensusYear and Statistic",CD499,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00291-f5062,Private households where the head of household moved to the State in the year leading up to Census 2022,F5062,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00294-g0323,"SDG 3.8.2 Proportion of population with large household expenditures on health as a share of total household expenditure or income by Region, Year and Statistic",G0323,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00295-ura39,SUSI Applications where the person aged 19-22 years was identified as a Student in the Census,URA39,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00296-urlia36,SUSI Applications where the person aged 19-22 years was identified as a Student in the Census,URLIA36,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00297-f5063,Weekly and Average Rent in Rented Private Households where the Head of the Household moved to the State in the Year Leading up to Census 2022,F5063,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00298-a0401,1996 Components of Population Change since 1911,A0401,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00299-asr17,1996 Duration of Unemployment in Population excluding First Time Job Seekers Aged 15 Years and Over,ASR17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00300-adr04,1996 Percentage Change in Population 1991 - 1996,ADR04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00303-a0403,1996 Population,A0403,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00304-adr03,1996 Population,ADR03,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00305-adr08,1996 Population,ADR08,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00306-asr13,1996 Population,ASR13,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00307-asr14,1996 Population,ASR14,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00308-a0715,1996 Population,A0715,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00310-a0812,1996 Population  Aged 15 Years and Over,A0812,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00311-a0813,1996 Population  Aged 15 Years and Over,A0813,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00312-a0507,1996 Population Aged 15 Years and Ove,A0507,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00316-a0505,1996 Population Aged 15 Years and Over,A0505,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00317-a0506,1996 Population Aged 15 Years and Over,A0506,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00320-asr06,1996 Population Aged 15 Years and Over,ASR06,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00321-asr18,1996 Population Aged 15 Years and Over,ASR18,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00322-asr19,1996 Population Aged 15 Years and Over,ASR19,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00323-a0714,1996 Population Aged 15 Years and Over,A0714,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00324-a0716,1996 Population Aged 15 Years and Over,A0716,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00326-a0718,1996 Population Aged 15 Years and Over,A0718,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00327-a0719,1996 Population Aged 15 Years and Over,A0719,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00328-a0720,1996 Population Aged 15 Years and Over,A0720,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00330-a0801,1996 Population Aged 15 Years and Over,A0801,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00331-a0802,1996 Population Aged 15 Years and Over,A0802,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00332-a0803,1996 Population Aged 15 Years and Over,A0803,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00333-a0804,1996 Population Aged 15 Years and Over,A0804,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00334-a0809,1996 Population Aged 15 Years and Over,A0809,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00335-a0810,1996 Population Aged 15 Years and Over,A0810,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-00338-a0512,1996 Population Aged 15 Years and Over at Work,A0512,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00339-a0513,1996 Population Aged 15 Years and Over at Work,A0513,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00340-a0514,1996 Population Aged 15 Years and Over at Work,A0514,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-00342-a0516,1996 Population Aged 15 Years and Over at Work,A0516,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
