id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-01701-sap2022t8t1nuts,Population aged 15 years and over by Principal Economic Status and Sex,SAP2022T8T1NUTS,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01702-sap2022t8t1ed,Population aged 15 years and over by Principal Economic Status and Sex,SAP2022T8T1ED,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01705-sap2016t10t4sa,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01706-sap2016t10t4ed,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01707-sap2016t10t4prov,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01708-sap2016t10t4gael,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01709-sap2016t10t4con13,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01710-sap2016t10t4nuts,Population aged 15 years and over by sex and highest level of education completed,SAP2016T10T4NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01711-sap2016t10t4lpt,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01712-sap2016t10t4lea14,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4LEA14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01713-sap2016t10t4lea19,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4LEA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01714-sap2016t10t4set,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01715-sap2011t10t4ed,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2011T10T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01716-sap2016t10t4con17,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2016T10T4CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01717-sap2011t10t4prov,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01718-sap2011t10t4cty,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01719-sap2011t10t4lea08,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4LEA08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01720-sap2011t10t4clt,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4CLT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01721-sap2011t10t4gael,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01722-sap2011t10t4dc2007,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4DC2007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01723-sap2022t10t4prov,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01724-sap2011t10t4sa,Population aged 15 years and over by sex and highest level of education completed,SAP2011T10T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01725-sap2022t10t4cty,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01726-sap2022t10t4sa,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01727-sap2022t10t4town22,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4TOWN22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01728-sap2022t10t4lea22,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4LEA22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01729-sap2022t10t4lpt,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01730-sap2022t10t4nuts,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01731-sap2022t10t4ed,Population aged 15 years and over by Sex and Highest Level of Education Completed,SAP2022T10T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01732-sap2022t11t4prov,Population aged 15 years and over by working from home,SAP2022T11T4PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01733-sap2022t11t4sa,Population aged 15 years and over by working from home,SAP2022T11T4SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01734-sap2022t11t4ed,Population aged 15 years and over by working from home,SAP2022T11T4ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01738-fy065,Population Aged 15 Years and Over excluding First Time Job Seekers,FY065,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01739-fy063,Population Aged 15 Years and Over excluding First Time Job Seekers,FY063,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01740-f7025,Population aged 15 years and over excluding first time job seekers,F7025,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01742-ez018,Population Aged 15 Years and Over excluding First Time Job Seekers 2011 to 2016,EZ018,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01743-eb063,Population Aged 15 Years and Over excluding First Time Job Seekers 2011 to 2016,EB063,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01744-f4050,Population aged 15 years and over excluding first time job seekers with a disability,F4050,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01763-a0908,Population Aged 15 Years and Over in the Labour Force,A0908,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01764-c0909,Population Aged 15 Years and Over in the Labour Force,C0909,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01765-c0801,Population Aged 15 Years and Over in the Labour Force,C0801,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01766-c0802,Population Aged 15 Years and Over in the Labour Force,C0802,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01767-c0803,Population Aged 15 Years and Over in the Labour Force,C0803,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01770-c1007,Population Aged 15 Years and Over in the Labour Force,C1007,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01771-c1016,Population Aged 15 Years and Over in the Labour Force,C1016,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01772-c0806,Population Aged 15 years and Over in the Labour Force,C0806,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01775-cna40,Population Aged 15 Years and Over in the Labour Force,CNA40,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01776-cd308,Population Aged 15 Years and Over in the Labour Force,CD308,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01777-cd328,Population Aged 15 Years and Over in the Labour Force,CD328,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01778-cd335,Population Aged 15 Years and Over in the Labour Force,CD335,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01779-cd336,Population Aged 15 Years and Over in the Labour Force,CD336,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01780-cd337,Population Aged 15 Years and Over in the Labour Force,CD337,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01782-cd339,Population Aged 15 Years and Over in the Labour Force,CD339,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01783-cd334,Population Aged 15 Years and Over in the Labour Force,CD334,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01785-cds09,Population Aged 15 Years and Over in the Labour Force,CDS09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01786-cd906,Population Aged 15 Years and Over in the Labour Force,CD906,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01788-w0004,Population Aged 15 Years and Over in the Labour Force,W0004,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01789-cd947,Population Aged 15 Years and Over in the Labour Force,CD947,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01790-cd950,Population Aged 15 Years and Over in the Labour Force,CD950,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01791-cd951,Population Aged 15 Years and Over in the Labour Force,CD951,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01792-fy058,Population Aged 15 Years and Over in the Labour Force,FY058,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01793-fy060,Population Aged 15 Years and Over in the Labour Force,FY060,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01796-f7028,Population Aged 15 Years and Over in the Labour Force,F7028,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01797-f7001,Population aged 15 Years and Over in the Labour Force,F7001,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01798-f7002,Population aged 15 Years and Over in the Labour Force,F7002,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01799-f7008,Population Aged 15 Years and Over in the Labour Force,F7008,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01800-f7031,Population Aged 15 Years and Over in the Labour Force,F7031,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01801-f7105,Population Aged 15 Years and Over in the Labour Force,F7105,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01802-f7027,Population aged 15 years and over in the labour force,F7027,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01804-f7038,Population Aged 15 Years and Over in the Labour Force,F7038,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01805-f7044,Population Aged 15 Years and Over in the Labour Force,F7044,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01806-f8041,Population aged 15 years and over in the Labour force,F8041,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01807-f7030,Population Aged 15 Years and Over in the Labour Force,F7030,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01808-f7047,Population aged 15 years and over in the labour force,F7047,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01810-ez030,Population Aged 15 Years and Over in the Labour Force 2006 to 2016,EZ030,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01811-ez011,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EZ011,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01813-ez015,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EZ015,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01814-eb025,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB025,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01815-eb027,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB027,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01816-eb028,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB028,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01817-eb031,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB031,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01818-eb041,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB041,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01821-eb049,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB049,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01822-eb054,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB054,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01823-eb056,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB056,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01824-eb057,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB057,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01825-eb058,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB058,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01826-eb059,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB059,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01827-eb066,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EB066,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01828-ea006,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EA006,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01829-ea007,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EA007,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01830-ea022,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EA022,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01831-ea023,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,EA023,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01832-e9012,Population Aged 15 Years and Over in the Labour Force 2011 to 2016,E9012,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01834-eb030,Population Aged 15 Years and Over in the Labour Force 2016,EB030,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01835-eb050,Population Aged 15 Years and Over in the Labour Force 2016,EB050,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01836-eb051,Population Aged 15 Years and Over in the Labour Force 2016,EB051,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01837-eb026,Population Aged 15 Years and Over in the Labour Force and Whose Education has Ceased 2011 to 2016,EB026,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01839-f7034,Population Aged 15 Years and Over in the Labour Force Excluding First Time Job Seekers,F7034,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01840-ez016,Population Aged 15 Years and Over in the Labour Force excluding First Time Job Seekers  2011 to 2016,EZ016,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01841-ez017,Population Aged 15 Years and Over in the Labour Force excluding First Time Job Seekers 2011 to 2016,EZ017,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01842-f7037,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present,F7037,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01843-f7042,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present,F7042,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01844-c0730,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,C0730,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01845-c0731,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,C0731,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01846-c0732,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,C0732,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01847-cd309,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,CD309,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01848-cd329,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,CD329,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01849-cd330,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,CD330,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01850-cds10,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,CDS10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01851-fy059,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,FY059,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01852-f7045,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State,F7045,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01853-ez010,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EZ010,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01854-eb035,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB035,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01855-eb036,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB036,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01856-eb037,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB037,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01857-eb038,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB038,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01858-eb039,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB039,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01859-eb040,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB040,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01860-eb052,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB052,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01861-eb053,Population Aged 15 Years and Over in the Labour Force Usually Resident and Present in the State 2011 to 2016,EB053,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01863-cd930,Population Aged 15 Years and Over in the Labour Force Whose Education has Ceased,CD930,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01864-cd931,Population Aged 15 Years and Over in the Labour Force Whose Education has Ceased,CD931,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01865-ea029,Population Aged 15 Years and Over in the Labour Force Whose Education has Ceased 2011 to 2016,EA029,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01866-ea032,Population Aged 15 Years and Over in the Labour Force Whose Education has Ceased 2011 to 2016,EA032,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01867-cd913,Population Aged 15 Years and Over in the Labour Force Whose Full Time Education has Ceased,CD913,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01868-f4049,Population aged 15 years and over in the labour force with a disability,F4049,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01869-c1023,Population Aged 15 Years and Over in the Labour Force with a Third Level Qualification Attained after completing 2 or more Years of Study,C1023,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01870-c1029,Population Aged 15 Years and Over in the Labour Force with a Third Level Qualification Attained after Completing 2 or more Years of Study,C1029,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01871-c0810,"Population Aged 15 Years and Over in the Labour Force, Usually Resident and Present in the State",C0810,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01872-e9033,Population Aged 15 Years and Over in the State 2011 to 2016,E9033,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-01874-c1031,Population Aged 15 Years and Over Present in the State,C1031,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01875-c1033,Population Aged 15 years and Over Present in the State,C1033,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01876-cd922,Population Aged 15 Years and Over Present in the State,CD922,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01877-e0005,Population Aged 15 Years and Over Present in the State,E0005,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01879-cd564,Population aged 15 years and over that are usually resident and have lived outside Ireland for a period of one year or more,CD564,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01880-e4061,Population Aged 15 Years and Over That Are Usually Resident and Have Lived Outside Ireland for a Period of One Year or More 2011 to 2016,E4061,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01881-e7017,Population Aged 15 Years and Over Usually Resident and Present and Whose Education has Ceased 2011 to 2016,E7017,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01882-f7127,Population Aged 15 Years and Over Usually Resident and Present in State at Work,F7127,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01883-c0508,Population Aged 15 Years and Over Usually Resident and Present in the State,C0508,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01884-c0509,Population Aged 15 Years and Over Usually Resident and Present in the State,C0509,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01885-c0510,Population Aged 15 Years and Over Usually Resident and Present in the State,C0510,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01886-c0729,Population Aged 15 Years and Over Usually Resident and Present in the State,C0729,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01887-c1325,Population Aged 15 years and Over Usually Resident and present in the State,C1325,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01888-c1326,Population Aged 15 years and Over Usually Resident and present in the State,C1326,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01889-cd306,Population Aged 15 Years and Over Usually Resident and Present in the State,CD306,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01890-cd883,Population Aged 15 Years and Over Usually Resident and Present in the State,CD883,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01891-cds06,Population Aged 15 Years and Over Usually Resident and Present in the State,CDS06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01892-cds18,Population Aged 15 Years and Over Usually Resident and Present in the State,CDS18,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01893-csr21,Population Aged 15 Years and Over Usually Resident and Present in the State,CSR21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01894-cd709,Population Aged 15 Years and Over Usually Resident and Present in the State,CD709,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01895-cd710,Population Aged 15 Years and Over Usually Resident and Present in the State,CD710,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01896-w0008,Population Aged 15 Years and Over Usually Resident and Present in the State,W0008,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01897-fy054,Population Aged 15 Years and Over Usually Resident and Present in the State,FY054,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01898-f4023,Population Aged 15 Years and Over Usually Resident and Present in the State,F4023,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01899-f5087,Population aged 15 years and over usually resident and present in the State,F5087,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01900-f7022,Population Aged 15 Years and Over Usually Resident and Present in the State,F7022,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01901-f7021,Population aged 15 years and over usually resident and present in the State,F7021,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01902-f7019,Population aged 15 Years and Over Usually Resident and Present in the State,F7019,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01903-fy074,Population Aged 15 Years and Over Usually Resident and Present in the State,FY074,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01904-f9006,Population Aged 15 Years and Over Usually Resident and Present in the State,F9006,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01905-f5089,Population Aged 15 Years and Over Usually Resident and Present in the State,F5089,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01906-e7034,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,E7034,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01907-e9034,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,E9034,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01908-eb005,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EB005,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01909-eb011,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EB011,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01910-eb015,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EB015,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01911-ez008,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EZ008,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01912-ez009,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EZ009,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01913-ez035,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,EZ035,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01914-e9079,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,E9079,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01915-e8008,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,E8008,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01916-e8010,Population Aged 15 Years and Over Usually Resident and Present in the State 2011 to 2016,E8010,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01917-cd636,Population Aged 15 Years and Over Usually Resident and Present in the State at Work,CD636,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01918-f7112,Population aged 15 years and over usually resident and present in the State at work,F7112,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01919-e7019,Population Aged 15 Years and Over Usually Resident and Present in the State at Work 2011 to 2016,E7019,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01920-f7134,Population aged 15 years and over usually resident and present in the State at work living outside state a year ago,F7134,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01921-f7144,"Population Aged 15 years and over usually resident and present in the State at work, living outside State 1 year ago",F7144,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01922-f7029,"Population Aged 15 Years and over Usually Resident and Present in the State at Work, living outside state 1yr ago",F7029,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-01923-f8065,"Population Aged 15 Years and Over Usually Resident and Present in the State at Work, Living Outside State a Year Ago",F8065,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
