id,title,organisation,provider,jurisdiction,attributionLicence
census-12693-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 201819 Tables Charts,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12694-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2019 20,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12695-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2019 20 Downloadable%20Data,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12696-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2019 20 Tables Charts,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12697-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2020 21,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12698-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2020 21 Downloadable Data,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12699-burden-to-households-and-individuals-of-completing-ni-government-statistical-sur,Burden to Households and Individuals of completing NI Government Statistical Surveys 2020 21 Tables Charts,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12700-change-cc-following-uc-pdf,change cc following uc.pdf,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12701-claimant-count-revisions-april-2026,Claimant Count Revisions April 2026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12702-claimant-count-revisions-april-2026-ods,Claimant Count Revisions April 2026 ODS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12703-comparison-of-provisional-and-revised-2021-results,Comparison of provisional and revised 2021 results,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12704-continuous-20household-20survey-2020-21-20-20things-20users-20need-20to-20know-0,Continuous%20Household%20Survey%2020 21%20 %20Things%20users%20need%20to%20know 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12705-continuous-20household-20survey-2021-22-20-20things-20users-20need-20to-20know,Continuous%20Household%20Survey%2021 22%20 %20Things%20users%20need%20to%20know,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12706-continuous-20household-20survey-2022-23-20-20advance-20letter,Continuous%20Household%20Survey%2022 23%20 %20Advance%20letter,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12707-continuous-20household-20survey-2022-23-20-20technical-20report,Continuous%20Household%20Survey%2022 23%20 %20Technical%20Report,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12708-continuous-20household-20survey-2022-23-20-20things-20users-20need-20to-20know,Continuous%20Household%20Survey%2022 23%20 %20Things%20users%20need%20to%20know,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12709-continuous-20household-20survey-20leaflet,Continuous%20Household%20Survey%20Leaflet,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12710-data-for-published-charts-2025-2,Data for Published Charts 2025 2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12711-data-20for-20baby-20names-20dashboard-202025,Data%20for%20Baby%20Names%20Dashboard%202025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12712-demographic-statistics-advisory-group-minutes-09-december-2020,demographic statistics advisory group minutes 09 december 2020,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12713-demographic-statistics-advisory-group-minutes-24-june-2021,demographic statistics advisory group minutes 24 june 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12714-demographic-statistics-advisory-group-minutes-28-january-2022,demographic statistics advisory group minutes 28 january 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12715-demographic-statistics-advisory-group-presentation-28-january-2022,demographic statistics advisory group presentation 28 january 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12716-elms-user-group-meeting-agenda-jan-2022-0,ELMS User Group Meeting Agenda Jan 2022 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12717-elms-user-group-meeting-slides-jan-2022,ELMS User Group Meeting slides Jan 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12718-elms-user-group-meeting-write-up-jan-2022,ELMS User Group meeting write up Jan 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12719-emls-user-group-meeting-feedback,EMLS User Group Meeting Feedback,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12720-figure-10-purchases-and-imports-split-by-goods-and-services-2011-2021,Figure 10 Purchases and Imports split by goods and services 2011 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12721-figure-11-imports-by-industry-section-2021,Figure 11 Imports by Industry Section 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12722-figure-12-exports-imports-trade-20balance-2011-2021,Figure 12 Exports Imports Trade%20Balance 2011 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12723-figure-13-trade-balance-by-industry-section-2021,Figure 13 Trade Balance by Industry Section 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12724-figure-14-trade-and-balance-of-trade-by-trade-partner-2021,Figure 14 Trade and Balance of Trade by Trade Partner 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12725-figure-4-sales-to-individual-reu-and-row-countries-2021,Figure 4 Sales to individual REU and ROW countries 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12726-figure-5-export-sales-by-industry-section-2021,Figure 5 Export Sales by Industry Section 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12727-figure-6-sales-and-exports-split-by-goods-and-services-2011-2021,Figure 6 Sales and exports split by goods and services 2011 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12728-figure-7-goods-and-services-as-proportion-of-sales-destination-2021,Figure 7 Goods and Services as proportion of sales destination 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12729-figure-8-purchases-and-imports-goods-and-services-by-trade-partner-2021,Figure 8 Purchases and Imports Goods and Services by Trade Partner 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12730-figure-9-purchases-by-trade-partner-2011-2021,Figure 9 Purchases by trade partner 2011 2021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12731-first-20names-20bulletin-202021,First%20names%20bulletin%202021,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12732-first-20names-20bulletin-202022,First%20names%20bulletin%202022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12733-firstnamesbulletin2020-0,firstnamesbulletin2020 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12734-full-name-list-ni-9720,Full Name List NI 9720,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12735-full-name-list-ni-9721,Full Name List NI 9721,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12736-full-name-list-ni-9722,Full Name List NI 9722,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12737-full-name-list-ni-9723,Full Name List NI 9723,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12738-full-name-list-ni-9724-0-0,Full Name List NI 9724 0 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12739-gs2018f1,GS2018F1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12740-gs2018f10,GS2018F10,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12741-gs2018f3,GS2018F3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12742-gs2018f4,GS2018F4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12743-gs2018f5,GS2018F5,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12744-gs2018f6,GS2018F6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12745-gs2018f7,GS2018F7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12746-gs2018f8,GS2018F8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12747-gs2018f9,GS2018F9,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12748-gs2018t1,GS2018T1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12749-gs2018t2,GS2018T2,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12750-gs2018t3,GS2018T3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12751-gs2018t4,GS2018T4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12752-gs2020f1,GS2020F1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12753-gs2020f10,GS2020F10,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12754-gs2020f14,GS2020F14,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12755-gs2020f16,GS2020F16,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12756-gs2020f17,GS2020F17,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12757-gs2020f18,GS2020F18,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12758-gs2020f3,GS2020F3,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12759-gs2020f4,GS2020F4,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12760-gs2020f5,GS2020F5,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12761-gs2020f6,GS2020F6,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12762-gs2020f7,GS2020F7,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12763-gs2020f8,GS2020F8,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12764-gs2020f9,GS2020F9,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12765-highest-qualification-2023,highest qualification 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12766-idbr-business-demography-ni-2023,IDBR Business Demography NI 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12767-idbr-publication-2025-0,IDBR Publication 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12768-impact-of-reweighting-june-2022,Impact of reweighting June 2022,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12769-impact-reweighting-lfs-july-2021-0,Impact reweighting LFS July 2021 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12770-key-20facts,Key%20Facts,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12771-key-20facts-0,Key%20Facts 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12772-key-20facts-1,Key%20Facts 1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12773-key-20facts-202023,Key%20Facts%202023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12774-keyfacts-202024,KeyFacts%202024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12775-labour-productivity-statistics-nfbe-2023,Labour Productivity Statistics NFBE 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12776-labour-20force-20survey-20-20estimating-20and-20reporting-20uncertainty,Labour%20Force%20Survey%20 %20Estimating%20and%20reporting%20uncertainty,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12777-level-2-level-3-2023,Level 2 Level 3 2023,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12778-lfs-claimant-count-april-2026,LFS Claimant Count April 2026,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12779-lfs-claimant-count-april-2026-ods,LFS Claimant Count April 2026 ODS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12780-lfs-households-quarterly-aj24,LFS Households Quarterly AJ24,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12781-lfs-households-quarterly-aj25,LFS Households Quarterly AJ25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12782-lfs-households-quarterly-aj25-ods,LFS Households Quarterly AJ25 ods,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12783-lfs-households-quarterly-js24,LFS Households Quarterly JS24,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12784-lfs-households-quarterly-js24-ods,LFS Households Quarterly JS24 ODS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12785-lfs-households-quarterly-js25,LFS Households Quarterly JS25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12786-lfs-households-quarterly-js25-ods,LFS Households Quarterly JS25 ods,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12787-lfs-households-quarterly-od25,LFS Households Quarterly OD25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12788-lfs-households-quarterly-od25-ods,LFS Households Quarterly OD25 ods,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12789-lfs-neets-quarterly-data-aj24,LFS NEETs Quarterly data AJ24,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12790-lfs-neets-quarterly-data-aj25,LFS NEETs Quarterly Data AJ25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12791-lfs-neets-quarterly-data-js24,LFS NEETs Quarterly data JS24,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12792-lfs-neets-quarterly-data-js25,LFS NEETs Quarterly Data JS25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12793-lfs-neets-quarterly-data-od25-0,LFS NEETs Quarterly Data OD25 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12794-lfs-unemployment-v-experimental-claimant-count,LFS Unemployment v Experimental Claimant Count,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12795-lmr-claimant-count-tables-april-2025,lmr claimant count tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12796-lmr-claimant-count-tables-august-2024,lmr claimant count tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12797-lmr-claimant-count-tables-august-2025,lmr claimant count tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12798-lmr-claimant-count-tables-december-2024,lmr claimant count tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12799-lmr-claimant-count-tables-february-2025,lmr claimant count tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12800-lmr-claimant-count-tables-january-2025,lmr claimant count tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12801-lmr-claimant-count-tables-july-2025,lmr claimant count tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12802-lmr-claimant-count-tables-march-2025,lmr claimant count tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12803-lmr-claimant-count-tables-may-2025-0,lmr claimant count tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12804-lmr-claimant-count-tables-november-2024,lmr claimant count tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12805-lmr-claimant-count-tables-november-2025,lmr claimant count tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12806-lmr-claimant-count-tables-october-2024,lmr claimant count tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12807-lmr-claimant-count-tables-october-2025,lmr claimant count tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12808-lmr-claimant-count-tables-september-2024,lmr claimant count tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12809-lmr-claimant-count-tables-september-2025,lmr claimant count tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12810-lmr-headline-tables-april-2025,lmr headline tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12811-lmr-headline-tables-august-2024,lmr headline tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12812-lmr-headline-tables-august-2025,lmr headline tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12813-lmr-headline-tables-december-2024,lmr headline tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12814-lmr-headline-tables-february-2025,lmr headline tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12815-lmr-headline-tables-january-2025,lmr headline tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12816-lmr-headline-tables-july-2025,lmr headline tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12817-lmr-headline-tables-march-2025,lmr headline tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12818-lmr-headline-tables-may-2025-0,lmr headline tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12819-lmr-headline-tables-november-2024,lmr headline tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12820-lmr-headline-tables-november-2025,lmr headline tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12821-lmr-headline-tables-october-2024,lmr headline tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12822-lmr-headline-tables-october-2025,lmr headline tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12823-lmr-headline-tables-september-2024,lmr headline tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12824-lmr-headline-tables-september-2025,lmr headline tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12825-lmr-hmrc-paye-non-seasonal-tables-april-2025,lmr hmrc paye non seasonal tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12826-lmr-hmrc-paye-non-seasonal-tables-august-2024,lmr hmrc paye non seasonal tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12827-lmr-hmrc-paye-non-seasonal-tables-august-2025,lmr hmrc paye non seasonal tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12828-lmr-hmrc-paye-non-seasonal-tables-december-2024,lmr hmrc paye non seasonal tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12829-lmr-hmrc-paye-non-seasonal-tables-february-2025,lmr hmrc paye non seasonal tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12830-lmr-hmrc-paye-non-seasonal-tables-january-2025,lmr hmrc paye non seasonal tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12831-lmr-hmrc-paye-non-seasonal-tables-july-2025,lmr hmrc paye non seasonal tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12832-lmr-hmrc-paye-non-seasonal-tables-march-2025,lmr hmrc paye non seasonal tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12833-lmr-hmrc-paye-non-seasonal-tables-may-2025-0,lmr hmrc paye non seasonal tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12834-lmr-hmrc-paye-non-seasonal-tables-november-2024,lmr hmrc paye non seasonal tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12835-lmr-hmrc-paye-non-seasonal-tables-november-2025,lmr hmrc paye non seasonal tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12836-lmr-hmrc-paye-non-seasonal-tables-october-2024,lmr hmrc paye non seasonal tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12837-lmr-hmrc-paye-non-seasonal-tables-october-2025,lmr hmrc paye non seasonal tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12838-lmr-hmrc-paye-non-seasonal-tables-september-2024,lmr hmrc paye non seasonal tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12839-lmr-hmrc-paye-non-seasonal-tables-september-2025,lmr hmrc paye non seasonal tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12840-lmr-hmrc-paye-seasonal-tables-april-2025,lmr hmrc paye seasonal tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12841-lmr-hmrc-paye-seasonal-tables-august-2024,lmr hmrc paye seasonal tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12842-lmr-hmrc-paye-seasonal-tables-august-2025,lmr hmrc paye seasonal tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12843-lmr-hmrc-paye-seasonal-tables-december-2024,lmr hmrc paye seasonal tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12844-lmr-hmrc-paye-seasonal-tables-february-2025,lmr hmrc paye seasonal tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12845-lmr-hmrc-paye-seasonal-tables-january-2025,lmr hmrc paye seasonal tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12846-lmr-hmrc-paye-seasonal-tables-july-2025,lmr hmrc paye seasonal tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12847-lmr-hmrc-paye-seasonal-tables-march-2025,lmr hmrc paye seasonal tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12848-lmr-hmrc-paye-seasonal-tables-may-2025-0,lmr hmrc paye seasonal tables may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12849-lmr-hmrc-paye-seasonal-tables-november-2024,lmr hmrc paye seasonal tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12850-lmr-hmrc-paye-seasonal-tables-november-2025,lmr hmrc paye seasonal tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12851-lmr-hmrc-paye-seasonal-tables-october-2024,lmr hmrc paye seasonal tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12852-lmr-hmrc-paye-seasonal-tables-october-2025,lmr hmrc paye seasonal tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12853-lmr-hmrc-paye-seasonal-tables-september-2024,lmr hmrc paye seasonal tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12854-lmr-hmrc-paye-seasonal-tables-september-2025,lmr hmrc paye seasonal tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12855-lmr-infographic-april-2025-11-04-2025,lmr infographic april 2025 11 04 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12856-lmr-infographic-august-2024-full,lmr infographic august 2024 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12857-lmr-infographic-august-2025,lmr infographic august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12858-lmr-infographic-december-2024-full,lmr infographic december 2024 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12859-lmr-infographic-february-2025,lmr infographic february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12860-lmr-infographic-january-2025,lmr infographic january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12861-lmr-infographic-july-2025,lmr infographic july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12862-lmr-infographic-march-2025-full,lmr infographic march 2025 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12863-lmr-infographic-may-2025-0,lmr infographic may 2025 0,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12864-lmr-infographic-november-2024-full,lmr infographic november 2024 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12865-lmr-infographic-november-2025,lmr infographic november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12866-lmr-infographic-october-2024-full,lmr infographic october 2024 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12867-lmr-infographic-october-2025,lmr infographic october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12868-lmr-infographic-september-2024-full,lmr infographic september 2024 full,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12869-lmr-infographic-september-2025,lmr infographic september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12870-lmr-labour-force-survey-historical-tables-april-2025,lmr labour force survey historical tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12871-lmr-labour-force-survey-historical-tables-august-2024,lmr labour force survey historical tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12872-lmr-labour-force-survey-historical-tables-august-2025,lmr labour force survey historical tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12873-lmr-labour-force-survey-historical-tables-december-2024,lmr labour force survey historical tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12874-lmr-labour-force-survey-historical-tables-february-2025,lmr labour force survey historical tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12875-lmr-labour-force-survey-historical-tables-january-2025,lmr labour force survey historical tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12876-lmr-labour-force-survey-historical-tables-july-2025,lmr labour force survey historical tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12877-lmr-labour-force-survey-historical-tables-march-2025,lmr labour force survey historical tables march 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12878-lmr-labour-force-survey-historical-tables-may-2025-1,lmr labour force survey historical tables may 2025 1,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12879-lmr-labour-force-survey-historical-tables-november-2024,lmr labour force survey historical tables november 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12880-lmr-labour-force-survey-historical-tables-november-2025,lmr labour force survey historical tables november 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12881-lmr-labour-force-survey-historical-tables-october-2024,lmr labour force survey historical tables october 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12882-lmr-labour-force-survey-historical-tables-october-2025,lmr labour force survey historical tables october 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12883-lmr-labour-force-survey-historical-tables-september-2024,lmr labour force survey historical tables september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12884-lmr-labour-force-survey-historical-tables-september-2025,lmr labour force survey historical tables september 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12885-lmr-labour-force-survey-quarterly-tables-april-june-2025,lmr labour force survey quarterly tables april june 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12886-lmr-labour-force-survey-quarterly-tables-april-june-2025-ods,lmr labour force survey quarterly tables april june 2025 ODS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12887-lmr-labour-force-survey-quarterly-tables-april-june-24,lmr labour force survey quarterly tables april june 24,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12888-lmr-labour-force-survey-quarterly-tables-july-september-2024,lmr labour force survey quarterly tables july september 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12889-lmr-labour-force-survey-quarterly-tables-july-september-2024-ods,lmr labour force survey quarterly tables july september 2024 ODS,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12890-lmr-labour-force-survey-quarterly-tables-july-september-25,lmr labour force survey quarterly tables July September 25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12891-lmr-labour-force-survey-quarterly-tables-october-december-25,lmr labour force survey quarterly tables October December 25,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12892-lmr-labour-force-survey-tables-april-2025,lmr labour force survey tables april 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12893-lmr-labour-force-survey-tables-august-2024,lmr labour force survey tables august 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12894-lmr-labour-force-survey-tables-august-2025,lmr labour force survey tables august 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12895-lmr-labour-force-survey-tables-december-2024,lmr labour force survey tables december 2024,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12896-lmr-labour-force-survey-tables-february-2025,lmr labour force survey tables february 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12897-lmr-labour-force-survey-tables-january-2025,lmr labour force survey tables january 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
census-12898-lmr-labour-force-survey-tables-july-2025,lmr labour force survey tables july 2025,NISRA,NISRA,Northern Ireland,OGL-v3.0
