contest,scale,year,area,party,n_cand,share,seats,lag_n,lag_share,exp_quotas,lag_exp_quotas
assembly,constituency,2022,Strangford,Alliance,2,24.071944206533708,5,1.0,14.987752997292768,1.4443166523920223,0.8992651798375662
assembly,constituency,2016,Strangford,Aontú,0,0.0,6,,,0.0,
assembly,constituency,2017,Strangford,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,Strangford,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2016,Strangford,DUP,4,43.00683231716658,6,,,3.0104782622016604,
assembly,constituency,2017,Strangford,DUP,3,39.943277040092816,5,4.0,43.00683231716658,2.396596622405569,2.5804099390299946
assembly,constituency,2022,Strangford,DUP,3,35.771442554753456,5,3.0,39.943277040092816,2.1462865532852073,2.396596622405569
assembly,constituency,2016,Strangford,Green,1,2.830969086062686,6,,,0.198167836024388,
assembly,constituency,2017,Strangford,Green,1,2.366894417945082,5,1.0,2.830969086062686,0.14201366507670493,0.16985814516376116
assembly,constituency,2022,Strangford,Green,1,2.0335250214119664,5,1.0,2.366894417945082,0.122011501284718,0.14201366507670493
assembly,constituency,2016,Strangford,Independent,2,5.965256288489231,6,,,0.4175679401942462,
assembly,constituency,2017,Strangford,Independent,2,8.008250612350135,5,2.0,5.965256288489231,0.48049503674100813,0.3579153773093539
assembly,constituency,2022,Strangford,Independent,1,0.28875565887678944,5,2.0,8.008250612350135,0.017325339532607367,0.48049503674100813
assembly,constituency,2016,Strangford,Other,2,3.2874781702870797,6,,,0.23012347192009558,
assembly,constituency,2017,Strangford,Other,1,0.5027716900863736,5,2.0,3.2874781702870797,0.030166301405182415,0.19724869021722477
assembly,constituency,2022,Strangford,Other,0,0.0,5,1.0,0.5027716900863736,0.0,0.030166301405182415
assembly,constituency,2016,Strangford,PBP,0,0.0,6,,,0.0,
assembly,constituency,2017,Strangford,PBP,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,Strangford,PBP,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2016,Strangford,SDLP,1,8.345843929041944,6,,,0.5842090750329361,
assembly,constituency,2017,Strangford,SDLP,1,7.85097331442568,5,1.0,8.345843929041944,0.4710583988655408,0.5007506357425167
assembly,constituency,2022,Strangford,SDLP,1,5.9708797259268325,5,1.0,7.85097331442568,0.35825278355560997,0.4710583988655408
assembly,constituency,2016,Strangford,Sinn Féin,1,2.025184595116272,6,,,0.14176292165813906,
assembly,constituency,2017,Strangford,Sinn Féin,1,2.8619311589532037,5,1.0,2.025184595116272,0.1717158695371922,0.12151107570697633
assembly,constituency,2022,Strangford,Sinn Féin,1,3.93246054080509,5,1.0,2.8619311589532037,0.23594763244830538,0.1717158695371922
assembly,constituency,2016,Strangford,TUV,1,4.310793835595454,6,,,0.3017555684916817,
assembly,constituency,2017,Strangford,TUV,1,3.42916075802501,5,1.0,4.310793835595454,0.2057496454815006,0.2586476301357272
assembly,constituency,2022,Strangford,TUV,1,12.690566499449407,5,1.0,3.42916075802501,0.7614339899669644,0.2057496454815006
assembly,constituency,2016,Strangford,UUP,2,19.50733784736052,6,,,1.3655136493152364,
assembly,constituency,2017,Strangford,UUP,2,20.04898801082893,5,2.0,19.50733784736052,1.2029392806497357,1.1704402708416313
assembly,constituency,2022,Strangford,UUP,2,15.24042579224275,5,2.0,20.04898801082893,0.9144255475345651,1.2029392806497357
assembly,constituency,2016,Upper Bann,Alliance,1,3.1169285995709846,6,,,0.21818500196996893,
assembly,constituency,2017,Upper Bann,Alliance,1,5.276635368976488,5,1.0,3.1169285995709846,0.3165981221385893,0.18701571597425906
assembly,constituency,2022,Upper Bann,Alliance,1,11.479296269228712,5,1.0,5.276635368976488,0.6887577761537227,0.3165981221385893
assembly,constituency,2016,Upper Bann,Aontú,0,0.0,6,,,0.0,
assembly,constituency,2017,Upper Bann,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,Upper Bann,Aontú,1,1.01780716921267,5,0.0,0.0,0.0610684301527602,0.0
assembly,constituency,2016,Upper Bann,DUP,2,31.05546556932102,6,,,2.173882589852471,
assembly,constituency,2017,Upper Bann,DUP,2,32.755878016605884,5,2.0,31.05546556932102,1.9653526809963529,1.8633279341592612
assembly,constituency,2022,Upper Bann,DUP,2,27.48079356874209,5,2.0,32.755878016605884,1.6488476141245254,1.9653526809963529
assembly,constituency,2016,Upper Bann,Green,1,1.0834829050474981,6,,,0.07584380335332487,
assembly,constituency,2017,Upper Bann,Green,1,1.0766664080080701,5,1.0,1.0834829050474981,0.06459998448048421,0.06500897430284988
assembly,constituency,2022,Upper Bann,Green,1,0.818167234095649,5,1.0,1.0766664080080701,0.04909003404573894,0.06459998448048421
assembly,constituency,2016,Upper Bann,Independent,1,0.0722321936698332,6,,,0.005056253556888324,
assembly,constituency,2017,Upper Bann,Independent,0,0.0,5,1.0,0.0722321936698332,0.0,0.004333931620189992
assembly,constituency,2022,Upper Bann,Independent,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2016,Upper Bann,Other,5,6.078448540034146,6,,,0.42549139780239026,
assembly,constituency,2017,Upper Bann,Other,2,0.580041902692636,5,5.0,6.078448540034146,0.03480251416155816,0.3647069124020488
assembly,constituency,2022,Upper Bann,Other,1,0.2281599258480241,5,2.0,0.580041902692636,0.013689595550881445,0.03480251416155816
assembly,constituency,2016,Upper Bann,PBP,0,0.0,6,,,0.0,
assembly,constituency,2017,Upper Bann,PBP,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,Upper Bann,PBP,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2016,Upper Bann,SDLP,1,9.488683622991726,6,,,0.6642078536094208,
assembly,constituency,2017,Upper Bann,SDLP,1,9.946069682625902,5,1.0,9.488683622991726,0.5967641809575541,0.5693210173795036
assembly,constituency,2022,Upper Bann,SDLP,1,6.497210388406624,5,1.0,9.946069682625902,0.38983262330439744,0.5967641809575541
assembly,constituency,2016,Upper Bann,Sinn Féin,2,24.893840563848883,6,,,1.7425688394694219,
assembly,constituency,2017,Upper Bann,Sinn Féin,2,27.795452781873205,5,2.0,24.893840563848883,1.6677271669123923,1.493630433830933
assembly,constituency,2022,Upper Bann,Sinn Féin,2,29.414805440188232,5,2.0,27.795452781873205,1.764888326411294,1.6677271669123923
assembly,constituency,2016,Upper Bann,TUV,1,2.5762815742240512,6,,,0.1803397101956836,
assembly,constituency,2017,Upper Bann,TUV,1,2.0078373554745093,5,1.0,2.5762815742240512,0.12047024132847056,0.15457689445344308
assembly,constituency,2022,Upper Bann,TUV,1,7.794869966667261,5,1.0,2.0078373554745093,0.4676921980000357,0.12047024132847056
assembly,constituency,2016,Upper Bann,UUP,3,21.634636431291863,6,,,1.5144245501904305,
assembly,constituency,2017,Upper Bann,UUP,2,20.561418483743306,5,3.0,21.634636431291863,1.2336851090245984,1.2980781858775117
assembly,constituency,2022,Upper Bann,UUP,2,15.268890037610738,5,2.0,20.561418483743306,0.9161334022566443,1.2336851090245984
assembly,constituency,2016,West Tyrone,Alliance,1,1.2729006158365328,6,,,0.08910304310855728,
assembly,constituency,2017,West Tyrone,Alliance,1,2.8245910885504792,5,1.0,1.2729006158365328,0.16947546531302876,0.07637403695019197
assembly,constituency,2022,West Tyrone,Alliance,1,6.450841414097491,5,1.0,2.8245910885504792,0.3870504848458495,0.16947546531302876
assembly,constituency,2016,West Tyrone,Aontú,0,0.0,6,,,0.0,
assembly,constituency,2017,West Tyrone,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,West Tyrone,Aontú,1,1.4284471887637518,5,0.0,0.0,0.08570683132582511,0.0
assembly,constituency,2016,West Tyrone,DUP,2,21.989744646860263,6,,,1.5392821252802185,
assembly,constituency,2017,West Tyrone,DUP,1,20.44895657078398,5,2.0,21.989744646860263,1.226937394247039,1.319384678811616
assembly,constituency,2022,West Tyrone,DUP,1,14.43666565204157,5,1.0,20.44895657078398,0.8661999391224943,1.226937394247039
assembly,constituency,2016,West Tyrone,Green,1,1.180138627637919,6,,,0.08260970393465433,
assembly,constituency,2017,West Tyrone,Green,1,0.9294980259447264,5,1.0,1.180138627637919,0.05576988155668358,0.07080831765827515
assembly,constituency,2022,West Tyrone,Green,1,0.5478975518545898,5,1.0,0.9294980259447264,0.032873853111275386,0.05576988155668358
assembly,constituency,2016,West Tyrone,Independent,5,8.956685304955036,6,,,0.6269679713468524,
assembly,constituency,2017,West Tyrone,Independent,4,2.454596728708404,5,5.0,8.956685304955036,0.14727580372250423,0.5374011182973021
assembly,constituency,2022,West Tyrone,Independent,2,3.9157281384528417,5,4.0,2.454596728708404,0.2349436883071705,0.14727580372250423
assembly,constituency,2016,West Tyrone,Other,3,2.1000283439408385,6,,,0.14700198407585868,
assembly,constituency,2017,West Tyrone,Other,2,0.9024252679075014,5,3.0,2.1000283439408385,0.05414551607445008,0.1260017006364503
assembly,constituency,2022,West Tyrone,Other,1,0.3717876244727573,5,2.0,0.9024252679075014,0.022307257468365437,0.05414551607445008
assembly,constituency,2016,West Tyrone,PBP,0,0.0,6,,,0.0,
assembly,constituency,2017,West Tyrone,PBP,0,0.0,5,0.0,0.0,0.0,0.0
assembly,constituency,2022,West Tyrone,PBP,1,0.769665608557638,5,0.0,0.0,0.04617993651345828,0.0
assembly,constituency,2016,West Tyrone,SDLP,1,11.04640676131825,6,,,0.7732484732922775,
assembly,constituency,2017,West Tyrone,SDLP,1,14.174844895657078,5,1.0,11.04640676131825,0.8504906937394248,0.662784405679095
assembly,constituency,2022,West Tyrone,SDLP,1,11.921120146106015,5,1.0,14.174844895657078,0.715267208766361,0.8504906937394248
assembly,constituency,2016,West Tyrone,Sinn Féin,4,42.01087376639439,6,,,2.940761163647607,
assembly,constituency,2017,West Tyrone,Sinn Féin,3,48.101522842639596,5,4.0,42.01087376639439,2.8860913705583755,2.5206524259836636
assembly,constituency,2022,West Tyrone,Sinn Féin,3,47.021350610949256,5,3.0,48.101522842639596,2.8212810366569556,2.8860913705583755
assembly,constituency,2016,West Tyrone,TUV,0,0.0,6,,,0.0,
assembly,constituency,2017,West Tyrone,TUV,1,1.9199097574732094,5,0.0,0.0,0.11519458544839256,0.0
assembly,constituency,2022,West Tyrone,TUV,1,9.05770317867548,5,1.0,1.9199097574732094,0.5434621907205287,0.11519458544839256
assembly,constituency,2016,West Tyrone,UUP,1,11.443221933056765,6,,,0.8010255353139736,
assembly,constituency,2017,West Tyrone,UUP,1,8.243654822335026,5,1.0,11.443221933056765,0.4946192893401016,0.686593315983406
assembly,constituency,2022,West Tyrone,UUP,1,4.078792886028612,5,1.0,8.243654822335026,0.24472757316171673,0.4946192893401016
local,dea,2014,Airport,Alliance,1,8.841118474220139,5,,,0.5304671084532083,
local,dea,2019,Airport,Alliance,1,17.31423709585933,5,1.0,8.841118474220139,1.0388542257515598,0.5304671084532083
local,dea,2023,Airport,Alliance,1,15.082335329341317,5,1.0,17.31423709585933,0.9049401197604791,1.0388542257515598
local,dea,2014,Airport,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Airport,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Airport,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Airport,DUP,2,24.761596896718927,5,,,1.4856958138031358,
local,dea,2019,Airport,DUP,2,23.32671582529779,5,2.0,24.761596896718927,1.3996029495178675,1.4856958138031358
local,dea,2023,Airport,DUP,1,22.79191616766467,5,2.0,23.32671582529779,1.3675149700598803,1.3996029495178675
local,dea,2014,Airport,Green,0,0.0,5,,,0.0,
local,dea,2019,Airport,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Airport,Green,1,1.6716566866267466,5,0.0,0.0,0.10029940119760479,0.0
local,dea,2014,Airport,Independent,0,0.0,5,,,0.0,
local,dea,2019,Airport,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Airport,Independent,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Airport,Other,1,4.4609665427509295,5,,,0.2676579925650558,
local,dea,2019,Airport,Other,0,0.0,5,1.0,4.4609665427509295,0.0,0.2676579925650558
local,dea,2023,Airport,Other,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Airport,PBP,0,0.0,5,,,0.0,
local,dea,2019,Airport,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Airport,PBP,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Airport,SDLP,2,17.714562792952965,5,,,1.062873767577178,
local,dea,2019,Airport,SDLP,1,15.952921157118547,5,2.0,17.714562792952965,0.9571752694271128,1.062873767577178
local,dea,2023,Airport,SDLP,1,10.753493013972056,5,1.0,15.952921157118547,0.6452095808383234,0.9571752694271128
local,dea,2014,Airport,Sinn Féin,1,19.589461774688864,5,,,1.175367706481332,
local,dea,2019,Airport,Sinn Féin,2,22.688598979013047,5,1.0,19.589461774688864,1.3613159387407827,1.175367706481332
local,dea,2023,Airport,Sinn Féin,2,36.28992015968064,5,2.0,22.688598979013047,2.1773952095808387,1.3613159387407827
local,dea,2014,Airport,TUV,0,0.0,5,,,0.0,
local,dea,2019,Airport,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Airport,TUV,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Airport,UUP,2,24.632293518668174,5,,,1.4779376111200904,
local,dea,2019,Airport,UUP,2,20.717526942711288,5,2.0,24.632293518668174,1.2430516165626773,1.4779376111200904
local,dea,2023,Airport,UUP,1,13.41067864271457,5,2.0,20.717526942711288,0.8046407185628742,1.2430516165626773
local,dea,2014,Antrim,Alliance,2,13.51078167115903,6,,,0.945754716981132,
local,dea,2019,Antrim,Alliance,1,26.259328358208954,6,2.0,13.51078167115903,1.8381529850746268,0.945754716981132
local,dea,2023,Antrim,Alliance,2,20.867246702217233,6,1.0,26.259328358208954,1.4607072691552063,1.8381529850746268
local,dea,2014,Antrim,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Antrim,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Antrim,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Antrim,DUP,3,30.879380053908356,6,,,2.161556603773585,
local,dea,2019,Antrim,DUP,3,26.430348258706466,6,3.0,30.879380053908356,1.8501243781094527,2.161556603773585
local,dea,2023,Antrim,DUP,3,27.56104406399102,6,3.0,26.430348258706466,1.9292730844793715,1.8501243781094527
local,dea,2014,Antrim,Green,0,0.0,6,,,0.0,
local,dea,2019,Antrim,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Antrim,Green,1,1.234914397979231,6,0.0,0.0,0.08644400785854617,0.0
local,dea,2014,Antrim,Independent,0,0.0,6,,,0.0,
local,dea,2019,Antrim,Independent,1,5.581467661691542,6,0.0,0.0,0.39070273631840796,0.0
local,dea,2023,Antrim,Independent,0,0.0,6,1.0,5.581467661691542,0.0,0.39070273631840796
local,dea,2014,Antrim,Other,1,2.4258760107816713,6,,,0.169811320754717,
local,dea,2019,Antrim,Other,0,0.0,6,1.0,2.4258760107816713,0.0,0.169811320754717
local,dea,2023,Antrim,Other,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Antrim,PBP,0,0.0,6,,,0.0,
local,dea,2019,Antrim,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Antrim,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Antrim,SDLP,1,10.242587601078167,6,,,0.7169811320754716,
local,dea,2019,Antrim,SDLP,1,11.240671641791044,6,1.0,10.242587601078167,0.7868470149253731,0.7169811320754716
local,dea,2023,Antrim,SDLP,1,9.514454111703621,6,1.0,11.240671641791044,0.6660117878192534,0.7868470149253731
local,dea,2014,Antrim,Sinn Féin,1,10.64690026954178,6,,,0.7452830188679246,
local,dea,2019,Antrim,Sinn Féin,1,9.064054726368159,6,1.0,10.64690026954178,0.6344838308457712,0.7452830188679246
local,dea,2023,Antrim,Sinn Féin,1,17.82206006174572,6,1.0,9.064054726368159,1.2475442043222005,0.6344838308457712
local,dea,2014,Antrim,TUV,1,9.433962264150944,6,,,0.660377358490566,
local,dea,2019,Antrim,TUV,1,5.394900497512438,6,1.0,9.433962264150944,0.3776430348258707,0.660377358490566
local,dea,2023,Antrim,TUV,1,6.357002525961269,6,1.0,5.394900497512438,0.4449901768172888,0.3776430348258707
local,dea,2014,Antrim,UUP,2,22.860512129380055,6,,,1.6002358490566038,
local,dea,2019,Antrim,UUP,2,16.029228855721392,6,2.0,22.860512129380055,1.1220460199004976,1.6002358490566038
local,dea,2023,Antrim,UUP,2,16.643278136401907,6,2.0,16.029228855721392,1.1650294695481336,1.1220460199004976
local,dea,2014,Ards Peninsula,Alliance,2,8.076763771917713,6,,,0.5653734640342399,
local,dea,2019,Ards Peninsula,Alliance,1,10.616307260431288,6,2.0,8.076763771917713,0.7431415082301902,0.5653734640342399
local,dea,2023,Ards Peninsula,Alliance,1,13.784843205574912,6,1.0,10.616307260431288,0.9649390243902438,0.7431415082301902
local,dea,2014,Ards Peninsula,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Ards Peninsula,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ards Peninsula,Aontú,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ards Peninsula,DUP,4,47.06613281789314,6,,,3.2946292972525195,
local,dea,2019,Ards Peninsula,DUP,3,47.78614265662881,6,4.0,47.06613281789314,3.3450299859640165,3.2946292972525195
local,dea,2023,Ards Peninsula,DUP,4,44.708188153310104,6,3.0,47.78614265662881,3.129573170731707,3.3450299859640165
local,dea,2014,Ards Peninsula,Green,0,0.0,6,,,0.0,
local,dea,2019,Ards Peninsula,Green,1,4.070435115477862,6,0.0,0.0,0.2849304580834503,0.0
local,dea,2023,Ards Peninsula,Green,1,1.6223867595818815,6,1.0,4.070435115477862,0.1135670731707317,0.2849304580834503
local,dea,2014,Ards Peninsula,Independent,0,0.0,6,,,0.0,
local,dea,2019,Ards Peninsula,Independent,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ards Peninsula,Independent,1,1.17595818815331,6,0.0,0.0,0.08231707317073171,0.0
local,dea,2014,Ards Peninsula,Other,2,3.796769294491233,6,,,0.2657738506143863,
local,dea,2019,Ards Peninsula,Other,2,3.7259155289013655,6,2.0,3.796769294491233,0.2608140870230956,0.2657738506143863
local,dea,2023,Ards Peninsula,Other,0,0.0,6,2.0,3.7259155289013655,0.0,0.2608140870230956
local,dea,2014,Ards Peninsula,PBP,0,0.0,6,,,0.0,
local,dea,2019,Ards Peninsula,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ards Peninsula,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ards Peninsula,SDLP,1,19.149523678033965,6,,,1.3404666574623776,
local,dea,2019,Ards Peninsula,SDLP,1,20.683935179277785,6,1.0,19.149523678033965,1.4478754625494448,1.3404666574623776
local,dea,2023,Ards Peninsula,SDLP,1,13.926393728222996,6,1.0,20.683935179277785,0.9748475609756098,1.4478754625494448
local,dea,2014,Ards Peninsula,Sinn Féin,1,5.356896313682176,6,,,0.37498274195775233,
local,dea,2019,Ards Peninsula,Sinn Féin,1,2.5009569988516014,6,1.0,5.356896313682176,0.1750669899196121,0.37498274195775233
local,dea,2023,Ards Peninsula,Sinn Féin,1,10.289634146341463,6,1.0,2.5009569988516014,0.7202743902439025,0.1750669899196121
local,dea,2014,Ards Peninsula,TUV,0,0.0,6,,,0.0,
local,dea,2019,Ards Peninsula,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ards Peninsula,TUV,1,6.445993031358885,6,0.0,0.0,0.45121951219512196,0.0
local,dea,2014,Ards Peninsula,UUP,1,16.553914123981777,6,,,1.1587739886787245,
local,dea,2019,Ards Peninsula,UUP,1,10.616307260431288,6,1.0,16.553914123981777,0.7431415082301902,1.1587739886787245
local,dea,2023,Ards Peninsula,UUP,1,8.046602787456447,6,1.0,10.616307260431288,0.5632621951219512,0.7431415082301902
local,dea,2014,Armagh,Alliance,1,1.2266713397003417,6,,,0.08586699377902392,
local,dea,2019,Armagh,Alliance,1,5.297492729702114,6,1.0,1.2266713397003417,0.370824491079148,0.08586699377902392
local,dea,2023,Armagh,Alliance,1,4.556831566548881,6,1.0,5.297492729702114,0.3189782096584217,0.370824491079148
local,dea,2014,Armagh,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Armagh,Aontú,1,6.460740391417119,6,0.0,0.0,0.4522518273991983,0.0
local,dea,2023,Armagh,Aontú,1,2.6280918727915195,6,1.0,6.460740391417119,0.18396643109540636,0.4522518273991983
local,dea,2014,Armagh,DUP,1,9.594322264084816,6,,,0.6716025584859372,
local,dea,2019,Armagh,DUP,1,12.874322093845791,6,1.0,9.594322264084816,0.9012025465692054,0.6716025584859372
local,dea,2023,Armagh,DUP,1,14.163722025912838,6,1.0,12.874322093845791,0.9914605418138988,0.9012025465692054
local,dea,2014,Armagh,Green,0,0.0,6,,,0.0,
local,dea,2019,Armagh,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Armagh,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Armagh,Independent,0,0.0,6,,,0.0,
local,dea,2019,Armagh,Independent,1,0.2200738819460819,6,0.0,0.0,0.015405171736225734,0.0
local,dea,2023,Armagh,Independent,0,0.0,6,1.0,0.2200738819460819,0.0,0.015405171736225734
local,dea,2014,Armagh,Other,1,2.102865153772014,6,,,0.14720056076404098,
local,dea,2019,Armagh,Other,0,0.0,6,1.0,2.102865153772014,0.0,0.14720056076404098
local,dea,2023,Armagh,Other,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Armagh,PBP,0,0.0,6,,,0.0,
local,dea,2019,Armagh,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Armagh,PBP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Armagh,SDLP,2,26.7677210198896,6,,,1.873740471392272,
local,dea,2019,Armagh,SDLP,2,21.512221960229507,6,2.0,26.7677210198896,1.5058555372160654,1.873740471392272
local,dea,2023,Armagh,SDLP,2,19.287396937573615,6,2.0,21.512221960229507,1.350117785630153,1.5058555372160654
local,dea,2014,Armagh,Sinn Féin,3,40.97082274599141,6,,,2.867957592219399,
local,dea,2019,Armagh,Sinn Féin,3,40.29709974062721,6,3.0,40.97082274599141,2.8207969818439045,2.867957592219399
local,dea,2023,Armagh,Sinn Féin,4,49.58775029446407,6,3.0,40.29709974062721,3.471142520612485,2.8207969818439045
local,dea,2014,Armagh,TUV,0,0.0,6,,,0.0,
local,dea,2019,Armagh,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Armagh,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Armagh,UUP,2,19.337597476561815,6,,,1.353631823359327,
local,dea,2019,Armagh,UUP,1,13.338049202232177,6,2.0,19.337597476561815,0.9336634441562524,1.353631823359327
local,dea,2023,Armagh,UUP,1,9.77620730270907,6,1.0,13.338049202232177,0.6843345111896348,0.9336634441562524
local,dea,2014,Ballyarnett,Alliance,1,1.8075422626788036,6,,,0.12652795838751627,
local,dea,2019,Ballyarnett,Alliance,1,3.5509138381201044,6,1.0,1.8075422626788036,0.24856396866840733,0.12652795838751627
local,dea,2023,Ballyarnett,Alliance,1,4.476386036960986,6,1.0,3.5509138381201044,0.31334702258726904,0.24856396866840733
local,dea,2014,Ballyarnett,Aontú,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,Aontú,1,10.778067885117494,6,0.0,0.0,0.7544647519582246,0.0
local,dea,2023,Ballyarnett,Aontú,1,9.106776180698152,6,1.0,10.778067885117494,0.6374743326488707,0.7544647519582246
local,dea,2014,Ballyarnett,DUP,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,DUP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ballyarnett,DUP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ballyarnett,Green,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ballyarnett,Green,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ballyarnett,Independent,1,13.485045513654097,6,,,0.9439531859557867,
local,dea,2019,Ballyarnett,Independent,1,6.673629242819843,6,1.0,13.485045513654097,0.46715404699738905,0.9439531859557867
local,dea,2023,Ballyarnett,Independent,0,0.0,6,1.0,6.673629242819843,0.0,0.46715404699738905
local,dea,2014,Ballyarnett,Other,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,Other,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ballyarnett,Other,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ballyarnett,PBP,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,PBP,1,8.6266318537859,6,0.0,0.0,0.603864229765013,0.0
local,dea,2023,Ballyarnett,PBP,1,7.464065708418891,6,1.0,8.6266318537859,0.5224845995893224,0.603864229765013
local,dea,2014,Ballyarnett,SDLP,4,42.57477243172952,6,,,2.9802340702210666,
local,dea,2019,Ballyarnett,SDLP,3,39.655352480417754,6,4.0,42.57477243172952,2.7758746736292426,2.9802340702210666
local,dea,2023,Ballyarnett,SDLP,3,33.54209445585216,6,3.0,39.655352480417754,2.3479466119096513,2.7758746736292426
local,dea,2014,Ballyarnett,Sinn Féin,3,42.13263979193758,6,,,2.9492847854356308,
local,dea,2019,Ballyarnett,Sinn Féin,4,30.715404699738905,6,3.0,42.13263979193758,2.1500783289817234,2.9492847854356308
local,dea,2023,Ballyarnett,Sinn Féin,3,45.41067761806981,6,4.0,30.715404699738905,3.1787474332648866,2.1500783289817234
local,dea,2014,Ballyarnett,TUV,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ballyarnett,TUV,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ballyarnett,UUP,0,0.0,6,,,0.0,
local,dea,2019,Ballyarnett,UUP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2023,Ballyarnett,UUP,0,0.0,6,0.0,0.0,0.0,0.0
local,dea,2014,Ballyclare,Alliance,1,9.852128986281846,5,,,0.5911277391769107,
local,dea,2019,Ballyclare,Alliance,1,11.46788990825688,5,1.0,9.852128986281846,0.6880733944954129,0.5911277391769107
local,dea,2023,Ballyclare,Alliance,1,13.599665924276168,5,1.0,11.46788990825688,0.8159799554565701,0.6880733944954129
local,dea,2014,Ballyclare,Aontú,0,0.0,5,,,0.0,
local,dea,2019,Ballyclare,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Ballyclare,Aontú,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2014,Ballyclare,DUP,3,35.756280064136824,5,,,2.1453768038482095,
local,dea,2019,Ballyclare,DUP,3,30.230837525895236,5,3.0,35.756280064136824,1.813850251553714,2.1453768038482095
local,dea,2023,Ballyclare,DUP,2,36.21937639198218,5,3.0,30.230837525895236,2.173162583518931,1.813850251553714
local,dea,2014,Ballyclare,Green,0,0.0,5,,,0.0,
local,dea,2019,Ballyclare,Green,0,0.0,5,0.0,0.0,0.0,0.0
local,dea,2023,Ballyclare,Green,1,1.5172605790645879,5,0.0,0.0,0.09103563474387527,0.0
local,dea,2014,Ballyclare,Independent,2,2.5476572243007305,5,,,0.15285943345804384,
local,dea,2019,Ballyclare,Independent,2,24.252737496300682,5,2.0,2.5476572243007305,1.4551642497780408,0.15285943345804384
