year,date,body,byelection,contest,area,council,name,party,tier,votes,valid,seats,share,quotas,elected
1973,1973-05-30,Local,False,1973 Northern Ireland local elections,Strabane Area B,Strabane,John Tracey,Independent,A,98.0,6312.0,5,1.5525982256020279,0.09315589353612168,False
1973,1973-05-30,Local,False,1973 Northern Ireland local elections,Strabane Area C corrected,Strabane,John O'Kane,Independent,A,1164.0,5588.0,5,20.830350751610595,1.2498210450966356,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area A,Antrim,John Heffron,Independent,A,679.0,4237.0,5,16.025489733301864,0.9615293839981117,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area A,Antrim,Gerard Berry,Independent,A,542.0,4237.0,5,12.792069860750532,0.7675241916450319,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area A,Antrim,James Marrion,Independent,A,365.0,4237.0,5,8.614585791833845,0.5168751475100306,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area A,Antrim,John McKeever,Independent,A,290.0,4237.0,5,6.844465423648808,0.4106679254189285,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area C,Antrim,Peter Neish,Independent,A,271.0,4680.0,5,5.7905982905982905,0.3474358974358974,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area C,Antrim,Eileen Lagan,Independent,A,219.0,4680.0,5,4.67948717948718,0.2807692307692308,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area C,Antrim,Liam McCabe,Independent,A,116.0,4680.0,5,2.4786324786324787,0.14871794871794872,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Antrim Area C,Antrim,Martin Hanna,Independent,A,82.0,4680.0,5,1.7521367521367521,0.10512820512820513,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area A,Ards,James McMullan,Independent,A,313.0,6566.0,7,4.766981419433445,0.3813585135546756,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area A,Ards,Francis McMaster,Independent,A,128.0,6566.0,7,1.9494364910143163,0.1559549192811453,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area A,Ards,Robert Mason,Independent,A,102.0,6566.0,7,1.5534572037770331,0.12427657630216266,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area A,Ards,Vera Shaw,Independent,A,68.0,6566.0,7,1.0356381358513556,0.08285105086810844,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area C,Ards,John Shields,Independent,A,520.0,4295.0,4,12.107101280558789,0.6053550640279394,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area C,Ards,James Middleton,Independent,A,418.0,4295.0,4,9.732246798603027,0.4866123399301514,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area C,Ards,James Caughey,Independent,A,352.0,4295.0,4,8.195576251455181,0.40977881257275905,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ards Area C,Ards,Arthur Spence,Independent,A,112.0,4295.0,4,2.607683352735739,0.13038416763678695,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Armagh Area D,Armagh,Bernard McManus,Independent,A,839.0,5257.0,5,15.95967281719612,0.9575803690317671,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Armagh Area D,Armagh,Paddy Grimes,Independent,A,169.0,5257.0,5,3.2147612706867035,0.1928856762412022,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area A,Ballymena,James Woulahan,Independent,A,784.0,3575.0,4,21.93006993006993,1.0965034965034965,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area A,Ballymena,Lyle Cubitt,Independent,A,308.0,3575.0,4,8.615384615384615,0.43076923076923074,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area A,Ballymena,William Wilson,Independent,A,162.0,3575.0,4,4.531468531468532,0.2265734265734266,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area C,Ballymena,George Sloane,Independent,A,850.0,4105.0,5,20.706455542021924,1.2423873325213153,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area C,Ballymena,David Allen,Independent,A,635.0,4105.0,5,15.468940316686966,0.9281364190012179,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area D,Ballymena,Patrick Burke,Independent,A,990.0,5229.0,6,18.9328743545611,1.325301204819277,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymena Area D,Ballymena,Samuel Henry,Independent,A,810.0,5229.0,6,15.49053356282272,1.0843373493975903,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area A,Ballymoney,Henry McCloy,Independent,A,198.0,2043.0,4,9.691629955947137,0.4845814977973568,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area B,Ballymoney,Hugh Boyle,Independent,A,592.0,4164.0,8,14.217098943323727,1.2795389048991352,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Robert McComb,Independent,A,875.0,2225.0,4,39.325842696629216,1.9662921348314608,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Mary Holmes,Independent,A,365.0,2225.0,4,16.40449438202247,0.8202247191011236,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Frederick Holland,Independent,A,270.0,2225.0,4,12.134831460674157,0.6067415730337078,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Ernest Lee,Independent,A,57.0,2225.0,4,2.561797752808989,0.12808988764044943,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Banbridge Area A,Banbridge,Laurence McCartan,Independent,A,527.0,6222.0,7,8.469945355191257,0.6775956284153005,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Banbridge Area A,Banbridge,Hugh Anderson,Independent,A,419.0,6222.0,7,6.734169077467052,0.5387335261973641,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Banbridge Area A,Banbridge,Daniel Lennon,Independent,A,215.0,6222.0,7,3.4554805528768884,0.27643844423015107,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Banbridge Area A,Banbridge,James Crozier,Independent,A,165.0,6222.0,7,2.651880424300868,0.21215043394406943,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area A corrected,Belfast,William Elliott,Independent,A,379.0,16097.0,7,2.3544759893147793,0.18835807914518235,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area C,Belfast,John Webster,Independent,A,340.0,14518.0,6,2.34192037470726,0.16393442622950818,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area C,Belfast,William Weir,Independent,A,313.0,14518.0,6,2.155944344951095,0.15091610414657666,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area D,Belfast,Gerard Campbell,Independent,A,107.0,13338.0,6,0.8022192232718548,0.05615534562902983,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area E,Belfast,James Weir,Independent,A,2184.0,13522.0,6,16.151456885076172,1.1306019819553321,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area E,Belfast,Hugh Smyth,Independent,A,1140.0,13522.0,6,8.430705516935365,0.5901493861854756,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area E,Belfast,Hugh Stockman,Independent,A,718.0,13522.0,6,5.309865404525958,0.37169057831681707,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area E,Belfast,Peter Emerson,Independent,A,236.0,13522.0,6,1.7453039491199527,0.12217127643839669,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area G,Belfast,Hugh Kidd,Independent,A,387.0,10084.0,6,3.837762792542642,0.26864339547798494,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Belfast Area H,Belfast,Frank Millar,Independent,A,2321.0,16631.0,7,13.955865552281884,1.1164692441825508,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Carrickfergus Area B,Carrickfergus,Elizabeth McMaster,Independent,A,183.0,3475.0,5,5.266187050359712,0.31597122302158276,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area A,Castlereagh,Ernest Harper,Independent,A,838.0,7156.0,6,11.710452766908888,0.8197316936836222,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area B,Castlereagh,Walter McFarland,Independent,A,562.0,7770.0,8,7.232947232947233,0.650965250965251,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area B,Castlereagh,Robert Allen,Independent,A,536.0,7770.0,8,6.898326898326898,0.6208494208494209,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area B,Castlereagh,Ronald McLean,Independent,A,136.0,7770.0,8,1.7503217503217503,0.15752895752895754,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area B,Castlereagh,William Copley,Independent,A,26.0,7770.0,8,0.33462033462033464,0.03011583011583012,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Castlereagh Area C,Castlereagh,John Snodden,Independent,A,299.0,5444.0,5,5.492285084496694,0.32953710506980166,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area A,Coleraine,William Watt,Independent,A,623.0,6024.0,6,10.341965471447542,0.723937583001328,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area B,Coleraine,Alexander Sharpe,Independent,A,619.0,5323.0,7,11.628780762727786,0.9303024610182229,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,James McFeely,Independent,A,911.0,6944.0,7,13.119239631336406,1.0495391705069124,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Randall Crawford,Independent,A,621.0,6944.0,7,8.942972350230415,0.7154377880184332,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,William McNabb,Independent,A,206.0,6944.0,7,2.966589861751152,0.23732718894009217,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,James Edwards,Independent,A,203.0,6944.0,7,2.9233870967741935,0.23387096774193547,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Henry McCormick,Independent,A,120.0,6944.0,7,1.728110599078341,0.13824884792626727,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Samuel Walker,Independent,A,85.0,6944.0,7,1.224078341013825,0.097926267281106,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Frederick Millar,Independent,A,48.0,6944.0,7,0.6912442396313364,0.055299539170506916,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Samuel Oliver,Independent,A,38.0,6944.0,7,0.5472350230414746,0.04377880184331797,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Coleraine Area C,Coleraine,Howard Platt,Independent,A,30.0,6944.0,7,0.43202764976958524,0.034562211981566816,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Cookstown Area A,Cookstown,Laurence Loughran,Independent,A,840.0,4788.0,5,17.54385964912281,1.0526315789473686,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Cookstown Area B,Cookstown,Michael McIvor,Independent,A,924.0,5654.0,6,16.342412451361866,1.1439688715953307,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Craigavon Area C,Craigavon,Hugh Casey,Independent,A,167.0,7510.0,6,2.2237017310252996,0.15565912117177097,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Derry Area C,Derry,Patrick Quinn,Independent,A,61.0,4468.0,5,1.3652641002685766,0.0819158460161146,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Derry Area D,Derry,James Hegarty,Independent,A,185.0,3545.0,5,5.218617771509168,0.3131170662905501,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Derry Area E,Derry,Michael Durey,Independent,A,479.0,7691.0,6,6.2280587699908985,0.4359641138993629,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Down Area A,Down,George Kerr,Independent,A,268.0,6615.0,7,4.051398337112623,0.32411186696900984,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Down Area B,Down,John Bryce,Independent,A,289.0,7016.0,6,4.119156214367161,0.2883409350057013,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Down Area B,Down,James McDowell,Independent,A,179.0,7016.0,6,2.5513112884834666,0.17859179019384264,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area A,Dungannon,Brian McKenna,Independent,A,692.0,5232.0,5,13.226299694189603,0.793577981651376,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area A,Dungannon,Jack Johnston,Independent,A,245.0,5232.0,5,4.6827217125382266,0.2809633027522936,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area B,Dungannon,Jim Canning,Independent,A,1494.0,5996.0,5,24.916611074049367,1.494996664442962,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area B,Dungannon,John Corr,Independent,A,550.0,5996.0,5,9.172781854569713,0.5503669112741828,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area B,Dungannon,Arthur Donaghy,Independent,A,422.0,5996.0,5,7.038025350233489,0.4222815210140093,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area C,Dungannon,Anthony Byrne,Independent,A,271.0,5353.0,5,5.0625817298711,0.303754903792266,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area D,Dungannon,Jack Hassard,Independent,A,1246.0,5560.0,5,22.41007194244604,1.3446043165467625,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area D,Dungannon,John Donaghy,Independent,A,468.0,5560.0,5,8.417266187050359,0.5050359712230216,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Dungannon Area D,Dungannon,Malachy Hughes,Independent,A,160.0,5560.0,5,2.8776978417266186,0.1726618705035971,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area A,Fermanagh,James McBarron,Independent,A,1205.0,6413.0,4,18.789957898019647,0.9394978949009825,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area A,Fermanagh,John McCusker,Unity (Northern Ireland),B,959.0,6413.0,4,14.953999688133479,0.747699984406674,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area A,Fermanagh,John McMahon,Unity (Northern Ireland),B,807.0,6413.0,4,12.583814127553406,0.6291907063776704,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area B,Fermanagh,Patrick Martin,Unity (Northern Ireland),B,361.0,5442.0,4,6.63359059169423,0.33167952958471153,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area B,Fermanagh,Vera Cleary,Unity (Northern Ireland),B,276.0,5442.0,4,5.071664829106946,0.25358324145534733,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area B,Fermanagh,Patrick McKenna,Unity (Northern Ireland),B,253.0,5442.0,4,4.649026093348033,0.2324513046674017,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area C,Fermanagh,Patrick McCaffrey,Unity (Northern Ireland),B,1054.0,6008.0,4,17.543275632490012,0.8771637816245006,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area C,Fermanagh,Patrick Flanagan,Independent,A,750.0,6008.0,4,12.48335552596538,0.6241677762982689,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area C,Fermanagh,James Mellor,Independent,A,400.0,6008.0,4,6.657789613848203,0.33288948069241014,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area C,Fermanagh,Cornelius Leonard,Unity (Northern Ireland),B,361.0,6008.0,4,6.008655126498002,0.30043275632490013,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area C,Fermanagh,Patrick Keown,Unity (Northern Ireland),B,298.0,6008.0,4,4.960053262316911,0.24800266311584554,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area D,Fermanagh,James Gallagher,Unity (Northern Ireland),B,298.0,6074.0,4,4.906157392163319,0.24530786960816595,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area E,Fermanagh,James Cox,Unity (Northern Ireland),B,658.0,5456.0,4,12.060117302052786,0.6030058651026393,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Fermanagh Area E,Fermanagh,Thaddeus McKeown,Independent,A,214.0,5456.0,4,3.9222873900293256,0.1961143695014663,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Larne Area C,Larne,Kathleen O'Brien,Independent,A,494.0,5301.0,7,9.31899641577061,0.7455197132616488,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Larne Area C,Larne,Agnew Hamilton,Independent,A,350.0,5301.0,7,6.602527824938691,0.5282022259950953,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-A,Newry and Mourne,Arthur Doran,Independent,A,507.0,5589.0,5,9.07139023081052,0.5442834138486312,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-A,Newry and Mourne,John Henning,Independent,A,400.0,5589.0,5,7.156915369475756,0.42941492216854543,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-B,Newry and Mourne,John McAteer,Independent,A,687.0,4343.0,4,15.818558600046051,0.7909279300023025,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-D,Newry and Mourne,Eugene Markey,Independent,A,559.0,6346.0,7,8.808698392688308,0.7046958714150646,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-D,Newry and Mourne,Fabian Boyle,Independent,A,276.0,6346.0,7,4.349196344153798,0.34793570753230385,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-E,Newry and Mourne,Sean McCreesh,Independent,A,632.0,5094.0,6,12.406753042795446,0.8684727129956812,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NaM-Area-E,Newry and Mourne,Jim Murphy,Independent,A,441.0,5094.0,6,8.657243816254416,0.6060070671378092,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NoD-Area-A,North Down,Edmund Mills,Independent,A,836.0,5786.0,5,14.448669201520913,0.8669201520912547,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NoD-Area-B,North Down,William Ash,Independent,A,184.0,4573.0,5,4.023616881696917,0.24141701290181503,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,lg77-NoD-Area-B,North Down,William Alexander,Independent,A,164.0,4573.0,5,3.586267220642904,0.21517603323857423,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Limavady Area B,Limavady,Denis Farren,Independent,A,492.0,3041.0,5,16.178888523512004,0.9707333114107203,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Lisburn Area D,Lisburn,Gerald King,Independent,A,207.0,6823.0,5,3.0338560750403047,0.18203136450241827,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Magherafelt Area B,Magherafelt,Vincent O'Neill,Independent,A,685.0,5184.0,5,13.213734567901234,0.7928240740740741,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area A,Moyle,Fergus Wheeler,Independent,A,406.0,2027.0,4,20.029600394671927,1.0014800197335965,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area A,Moyle,Alistair McSparran,Independent,A,394.0,2027.0,4,19.43759250123335,0.9718796250616676,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area A,Moyle,Patrick McCarry,Independent,A,364.0,2027.0,4,17.9575727676369,0.8978786383818451,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area A,Moyle,Arthur McAlister,Independent,A,247.0,2027.0,4,12.185495806610755,0.6092747903305377,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area B,Moyle,James McShane,Independent,A,472.0,2524.0,8,18.700475435816166,1.683042789223455,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area B,Moyle,Matt Colgan,Independent,A,333.0,2524.0,8,13.193343898573692,1.1874009508716323,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area B,Moyle,Samuel Adams,Independent,A,159.0,2524.0,8,6.2995245641838356,0.5669572107765452,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area B,Moyle,Lee Walker,Independent,A,145.0,2524.0,8,5.744849445324881,0.5170364500792393,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area B,Moyle,Maureen Gaston,Independent,A,103.0,2524.0,8,4.080824088748019,0.3672741679873217,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Moyle Area C,Moyle,Archibald McAuley,Independent,A,229.0,1415.0,4,16.18374558303887,0.8091872791519436,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Newtownabbey Area B,Newtownabbey,Thomas Gourley,Independent,A,231.0,4329.0,6,5.336105336105336,0.3735273735273736,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Newtownabbey Area C,Newtownabbey,Desmond Dowds,Independent,A,594.0,5996.0,5,9.90660440293529,0.5943962641761175,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Newtownabbey Area C,Newtownabbey,Olive Shannon,Independent,A,90.0,5996.0,5,1.5010006671114076,0.09006004002668445,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Omagh Area A,Omagh,Michael O'Hagan,Independent,A,917.0,5229.0,5,17.536813922356092,1.0522088353413657,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Omagh Area B,Omagh,Patrick Donnelly,Independent,A,223.0,3958.0,4,5.634158665992926,0.28170793329964633,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Omagh Area D,Omagh,Michael McNulty,Independent,A,415.0,3831.0,4,10.832680762203081,0.5416340381101541,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Omagh Area D,Omagh,Bernard McGrath,Independent,A,380.0,3831.0,4,9.919081179848604,0.49595405899243017,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Omagh Area D,Omagh,Patrick McCrory,Independent,A,258.0,3831.0,4,6.734534064212999,0.33672670321065,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area A,Strabane,Denis McCrory,Independent,A,1010.0,5760.0,5,17.53472222222222,1.0520833333333333,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area A,Strabane,Brian MacBride,Independent,A,460.0,5760.0,5,7.986111111111111,0.47916666666666663,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area A,Strabane,James Moore,Independent,A,205.0,5760.0,5,3.5590277777777777,0.21354166666666663,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area B,Strabane,Francis McConnell,Independent,A,705.0,5633.0,5,12.515533463518551,0.750932007811113,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area B,Strabane,James McCormick,Independent,A,163.0,5633.0,5,2.893662346884431,0.17361974081306586,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area B,Strabane,James Tinney,Independent,A,26.0,5633.0,5,0.46156577312267,0.027693946387360197,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area C,Strabane,John O'Kane,Independent,A,592.0,5453.0,5,10.85640931597286,0.6513845589583716,True
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area C,Strabane,John McCrory,Independent,A,198.0,5453.0,5,3.6310287914909223,0.21786172748945531,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area C,Strabane,Thomas Forbes,Independent,A,146.0,5453.0,5,2.6774252704933064,0.1606455162295984,False
1977,1977-05-18,Local,False,1977 Northern Ireland local elections,Strabane Area C,Strabane,James McDaid,Independent,A,57.0,5453.0,5,1.0452961672473868,0.0627177700348432,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Antrim Area A,Antrim,Stewart Dunlop,Independent,A,91.0,4766.0,5,1.9093579521611415,0.11456147712966849,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Antrim Area C,Antrim,John Gibbons,Independent,A,562.0,6748.0,5,8.328393598103142,0.49970361588618856,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Antrim Area C,Antrim,Philip Henry,Independent,A,243.0,6748.0,5,3.6010669828097215,0.2160640189685833,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ards Area A,Ards,James McMullan,Independent,A,481.0,7927.0,7,6.067869307430302,0.4854295445944241,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ards Area C,Ards,John Shields,Independent,A,311.0,5668.0,4,5.486944248412138,0.2743472124206069,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ards Area C,Ards,James Middleton,Independent,A,237.0,5668.0,4,4.181369089625971,0.20906845448129854,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ards Area C,Ards,Thomas Adair,Independent,A,20.0,5668.0,4,0.35285815102328866,0.017642907551164433,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Armagh Area C,Armagh,Peter McSorley,Independent,A,370.0,5583.0,5,6.627261329034569,0.3976356797420742,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Armagh Area D,Armagh,Bernard McManus,Independent,A,1011.0,5599.0,5,18.05679585640293,1.0834077513841758,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Armagh Area D,Armagh,Carson Greer,Independent,A,134.0,5599.0,5,2.3932845150919806,0.14359707090551882,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymena Area A,Ballymena,James Woulahan,Independent,A,824.0,4244.0,6,19.41564561734213,1.359095193213949,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymena Area D,Ballymena,Patrick Burke,Independent,A,1331.0,6616.0,6,20.11789600967352,1.4082527206771462,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymena Area D,Ballymena,Samuel Henry,Independent,A,790.0,6616.0,6,11.94074969770254,0.8358524788391777,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymena Area D,Ballymena,Samuel Barr,Independent,A,283.0,6616.0,6,4.277509068923821,0.29942563482466744,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymoney Area B,Ballymoney,Hugh Boyle,Independent,A,615.0,4941.0,8,12.446873102610807,1.1202185792349726,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymoney Area B,Ballymoney,Margaret Donnelly,Independent,A,212.0,4941.0,8,4.290629427241449,0.3861566484517304,False
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Mary Holmes,Independent,A,567.0,3037.0,4,18.669739874876523,0.9334869937438262,True
1981,1981-05-20,Local,False,1981 Northern Ireland local elections,Ballymoney Area C,Ballymoney,Robert McComb,Independent,A,353.0,3037.0,4,11.62331247942048,0.581165623971024,True
