DZ21,label,catholic_bg_pct,proj_unity_pct,provenance
N20003662,Bangor_Central_L2,6.4,24.8,modelled
N20003663,Bangor_Central_N1,14.2,30.5,modelled
N20003664,Bangor_Central_L3,6.2,25.2,modelled
N20003665,Bangor_Central_L4,9.5,26.7,modelled
N20003666,Bangor_Central_N2,5.0,23.8,modelled
N20003667,Bangor_Central_P2,9.6,28.4,modelled
N20003668,Bangor_Central_L5,6.2,26.6,modelled
N20003669,Bangor_Central_P3,11.5,27.3,modelled
N20003670,Bangor_Central_N3,9.1,29.2,modelled
N20003671,Bangor_Central_N4,13.3,30.4,modelled
N20003672,Bangor_Central_P4,9.2,26.2,modelled
N20003673,Bangor_Central_Q1,8.1,26.4,modelled
N20003675,Bangor_Central_P5,8.7,26.8,modelled
N20003676,Bangor_Central_Q3,12.1,28.9,modelled
N20003677,Bangor_Central_Q4,8.4,26.5,modelled
N20003678,Bangor_Central_Q5,11.9,29.5,modelled
N20003680,Bangor_East_and_Donaghadee_A1,8.7,24.0,modelled
N20003682,Bangor_East_and_Donaghadee_A3,7.0,22.7,modelled
N20003683,Bangor_East_and_Donaghadee_B1,7.4,22.7,modelled
N20003684,Bangor_East_and_Donaghadee_B2,8.4,23.4,modelled
N20003686,Bangor_East_and_Donaghadee_B3,12.6,26.6,modelled
N20003687,Bangor_East_and_Donaghadee_B4,9.0,23.6,modelled
N20003688,Bangor_East_and_Donaghadee_C1,5.0,21.0,modelled
N20003689,Bangor_East_and_Donaghadee_B5,9.3,27.5,modelled
N20003690,Bangor_East_and_Donaghadee_B6,6.7,22.6,modelled
N20003691,Bangor_East_and_Donaghadee_B7,8.1,24.7,modelled
N20003692,Bangor_East_and_Donaghadee_D1,5.3,21.7,modelled
N20003694,Bangor_East_and_Donaghadee_D2,9.9,24.7,modelled
N20003695,Bangor_East_and_Donaghadee_D3,11.3,25.7,modelled
N20003696,Bangor_East_and_Donaghadee_F1,10.6,24.4,modelled
N20003697,Bangor_East_and_Donaghadee_F2,9.2,25.2,modelled
N20003698,Bangor_East_and_Donaghadee_G1,9.3,25.2,modelled
N20003699,Bangor_East_and_Donaghadee_G2,12.5,27.0,modelled
N20003700,Bangor_East_and_Donaghadee_C3,8.9,25.0,modelled
N20003701,Bangor_East_and_Donaghadee_F3,12.0,26.2,modelled
N20003703,Bangor_East_and_Donaghadee_G3,11.3,29.5,modelled
N20003704,Bangor_East_and_Donaghadee_C4,5.6,20.8,modelled
N20003705,Bangor_East_and_Donaghadee_G4,10.4,25.3,modelled
N20003706,Bangor_East_and_Donaghadee_F5,9.3,24.5,modelled
N20003707,Bangor_East_and_Donaghadee_J1,9.1,24.4,modelled
N20003708,Bangor_East_and_Donaghadee_G5,12.3,28.4,modelled
N20003709,Bangor_East_and_Donaghadee_G6,11.5,27.6,modelled
N20003710,Bangor_East_and_Donaghadee_H1,15.3,28.3,modelled
N20003711,Bangor_East_and_Donaghadee_J2,9.5,25.0,modelled
N20003712,Bangor_East_and_Donaghadee_H2,10.2,25.5,modelled
N20003714,Bangor_East_and_Donaghadee_H3,5.5,23.4,modelled
N20003715,Bangor_East_and_Donaghadee_J4,7.8,23.9,modelled
N20003716,Bangor_East_and_Donaghadee_H4,9.9,27.0,modelled
N20003717,Bangor_East_and_Donaghadee_H5,11.4,28.4,modelled
N20003718,Bangor_East_and_Donaghadee_J5,9.9,24.8,modelled
N20003719,Bangor_East_and_Donaghadee_H6,12.8,27.4,modelled
N20003720,Bangor_East_and_Donaghadee_J6,4.6,23.9,modelled
N20003721,Bangor_East_and_Donaghadee_E3,8.0,24.1,modelled
N20003723,Bangor_East_and_Donaghadee_J7,3.6,22.7,modelled
N20003724,Bangor_East_and_Donaghadee_K2,5.1,20.0,modelled
N20003725,Bangor_East_and_Donaghadee_K3,5.7,23.1,modelled
N20003726,Bangor_East_and_Donaghadee_E4,4.7,21.4,modelled
N20003728,Bangor_East_and_Donaghadee_K5,5.7,23.4,modelled
N20003729,Bangor_East_and_Donaghadee_K6,7.4,25.7,modelled
N20003730,Ards_Peninsula_C1,5.0,22.1,modelled
N20003731,Ards_Peninsula_C2,6.2,22.3,modelled
N20003732,Ards_Peninsula_A1,6.1,22.8,modelled
N20003735,Ards_Peninsula_A4,2.6,20.4,modelled
N20003737,Ards_Peninsula_C3,4.2,21.4,modelled
N20003738,Ards_Peninsula_B1,6.0,22.4,modelled
N20003739,Ards_Peninsula_B2,9.4,25.6,modelled
N20003740,Ards_Peninsula_C4,4.2,21.7,modelled
N20003741,Ards_Peninsula_D1,3.2,22.2,modelled
N20003742,Ards_Peninsula_D2,4.6,21.9,modelled
N20003743,Ards_Peninsula_C5,5.9,22.1,modelled
N20003744,Ards_Peninsula_D3,10.0,24.0,modelled
N20003745,Ards_Peninsula_D4,1.7,19.4,modelled
N20003746,Ards_Peninsula_D5,6.6,23.1,modelled
N20003747,Ards_Peninsula_D6,5.7,22.0,modelled
N20003749,Ards_Peninsula_E2,5.6,22.4,modelled
N20003750,Ards_Peninsula_E3,2.9,19.9,modelled
N20003751,Ards_Peninsula_E4,1.2,19.8,modelled
N20003752,Ards_Peninsula_D7,6.1,22.0,modelled
N20003753,Ards_Peninsula_E5,6.2,24.5,modelled
N20003754,Ards_Peninsula_F1,5.4,21.0,modelled
N20003755,Ards_Peninsula_F2,10.6,25.0,modelled
N20003756,Ards_Peninsula_F3,49.8,51.4,modelled
N20003757,Ards_Peninsula_G1,7.4,25.0,modelled
N20003758,Ards_Peninsula_G2,5.1,23.3,modelled
N20003759,Ards_Peninsula_F4,63.5,60.1,modelled
N20003761,Ards_Peninsula_H2,25.0,34.7,modelled
N20003762,Ards_Peninsula_J1,4.1,22.5,modelled
N20003764,Ards_Peninsula_J2,0.9,18.2,modelled
N20003766,Ards_Peninsula_J4,5.1,22.5,modelled
N20003767,Ards_Peninsula_H4,17.1,30.2,modelled
N20003768,Ards_Peninsula_J5,5.1,20.8,modelled
N20003769,Ards_Peninsula_K1,33.0,40.0,modelled
N20003770,Ards_Peninsula_K2,20.5,30.8,modelled
N20003771,Ards_Peninsula_L1,48.6,50.4,modelled
N20003772,Ards_Peninsula_K3,31.4,37.8,modelled
N20003773,Ards_Peninsula_L2,64.6,60.8,modelled
N20003774,Ards_Peninsula_L3,56.7,54.9,modelled
N20003776,Ards_Peninsula_N2,90.0,77.4,modelled
N20003777,Ards_Peninsula_N3,88.4,76.8,modelled
N20003779,Ards_Peninsula_N5,77.5,68.6,modelled
N20003780,Ards_Peninsula_L4,60.3,56.6,modelled
