DZ21,label,catholic_bg_pct,proj_unity_pct,provenance
N20001811,Ballyarnett_B1,92.7,80.1,modelled
N20001812,Ballyarnett_C2,84.8,74.0,modelled
N20001813,Ballyarnett_B2,91.0,78.8,modelled
N20001815,Ballyarnett_B3,93.9,80.7,modelled
N20001817,Ballyarnett_B4,92.2,80.1,modelled
N20001819,Ballyarnett_F1,94.9,80.7,modelled
N20001820,Ballyarnett_J1,93.9,80.5,modelled
N20001823,Ballyarnett_E3,91.3,79.3,modelled
N20001824,Ballyarnett_H1,95.1,80.7,modelled
N20001825,Ballyarnett_H2,92.9,79.4,modelled
N20001826,Ballyarnett_D6,90.0,77.8,modelled
N20001827,Ballyarnett_F2,92.2,79.3,modelled
N20001829,Ballyarnett_E4,94.7,81.4,modelled
N20001831,Ballyarnett_F4,94.0,80.6,modelled
N20001833,Ballyarnett_J2,89.6,78.0,modelled
N20001834,Ballyarnett_H3,92.8,78.8,modelled
N20001838,Ballyarnett_K3,93.8,79.9,modelled
N20001840,Ballyarnett_H4,90.5,77.0,modelled
N20001841,Ballyarnett_G5,95.0,81.0,modelled
N20001844,Ballyarnett_K4,95.8,80.8,modelled
N20001847,Ballyarnett_L3,94.2,80.4,modelled
N20001850,Waterside_A1,55.8,54.1,modelled
N20001851,Waterside_A2,68.1,62.7,modelled
N20001852,Waterside_B1,31.7,37.4,modelled
N20001853,Waterside_B2,10.8,25.1,modelled
N20001854,Waterside_A3,49.6,49.3,modelled
N20001855,Waterside_A4,43.7,46.0,modelled
N20001856,Waterside_B3,7.0,22.3,modelled
N20001857,Waterside_B4,15.2,27.8,modelled
N20001858,Waterside_C1,67.8,64.9,modelled
N20001859,Waterside_C2,50.0,50.9,modelled
N20001860,Waterside_A5,55.2,52.9,modelled
N20001861,Waterside_C3,71.6,66.5,modelled
N20001862,Waterside_D1,22.3,31.8,modelled
N20001863,Waterside_D2,45.1,47.6,modelled
N20001864,Waterside_D3,28.3,35.7,modelled
N20001865,Waterside_D4,25.1,34.4,modelled
N20001866,Waterside_E1,13.8,28.6,modelled
N20001867,Waterside_C4,44.1,46.2,modelled
N20001868,Waterside_E2,17.3,29.8,modelled
N20001869,Waterside_E3,10.9,25.3,modelled
N20001870,Waterside_E4,59.0,56.3,modelled
N20001871,Waterside_D5,36.5,41.3,modelled
N20001872,Waterside_C5,56.6,57.5,modelled
N20001873,Waterside_F1,25.2,32.8,modelled
N20001874,Waterside_E5,73.9,67.6,modelled
N20001875,Waterside_F2,31.1,36.9,modelled
N20001876,Waterside_G1,9.0,24.1,modelled
N20001877,Waterside_L1,64.6,62.1,modelled
N20001878,Waterside_F3,50.7,51.0,modelled
N20001879,Waterside_F4,27.3,34.1,modelled
N20001880,Waterside_G2,17.4,29.5,modelled
N20001882,Waterside_G4,65.6,61.5,modelled
N20001883,Waterside_L2,80.8,72.5,modelled
N20001884,Waterside_H1,58.9,59.3,modelled
N20001885,Waterside_G5,50.0,49.6,modelled
N20001886,Waterside_J1,55.4,52.8,modelled
N20001888,Waterside_H2,56.7,55.3,modelled
N20001889,Waterside_L3,83.7,74.6,modelled
N20001891,Waterside_H3,66.7,61.6,modelled
N20001892,Waterside_N3,92.1,78.4,modelled
N20001894,Waterside_K2,22.7,31.8,modelled
N20001895,Waterside_J2,76.0,68.1,modelled
N20001896,Waterside_J3,88.8,76.8,modelled
N20001898,Waterside_K4,22.5,32.4,modelled
N20001899,Waterside_K5,4.7,19.5,modelled
N20001900,Waterside_J4,76.1,67.4,modelled
N20001901,Waterside_N4,91.2,78.4,modelled
N20001902,Waterside_P1,28.9,37.2,modelled
N20001903,Waterside_P2,47.3,48.4,modelled
N20001904,Waterside_L4,87.5,76.8,modelled
N20001905,Waterside_P3,5.7,21.2,modelled
N20001906,Waterside_P4,93.1,79.6,modelled
N20001907,Waterside_P5,42.6,45.8,modelled
N20001908,Faughan_D1,50.8,49.7,modelled
N20001909,Faughan_A1,88.6,76.6,modelled
N20001912,Faughan_A4,81.8,72.7,modelled
N20001913,Faughan_A5,82.4,73.5,modelled
N20001914,Faughan_B1,62.1,57.4,modelled
N20001916,Faughan_B2,56.8,55.1,modelled
N20001917,Faughan_C1,45.9,47.0,modelled
N20001919,Faughan_C3,60.3,57.4,modelled
N20001920,Faughan_C4,61.1,57.6,modelled
N20001921,Faughan_D3,61.2,57.5,modelled
N20001922,Faughan_D4,31.1,36.7,modelled
N20001923,Faughan_E1,77.3,68.4,modelled
N20001924,Faughan_D5,91.1,79.1,modelled
N20001925,Faughan_G1,90.0,77.1,modelled
N20001926,Faughan_G2,80.5,70.8,modelled
N20001927,Faughan_E2,73.3,65.2,modelled
N20001928,Faughan_F1,52.5,53.6,modelled
N20001929,Faughan_E3,46.5,47.8,modelled
N20001932,Faughan_F4,6.8,20.5,modelled
N20001933,Faughan_F5,4.7,20.3,modelled
N20001935,Faughan_G3,48.2,48.3,modelled
N20001936,Faughan_E4,50.7,50.5,modelled
N20001937,Faughan_E5,56.9,55.2,modelled
N20001938,Faughan_E6,80.3,70.9,modelled
N20001939,Faughan_G4,10.4,25.2,modelled
N20001940,Faughan_G5,8.8,22.1,modelled
N20001943,Faughan_H2,69.8,65.8,modelled
N20001944,Faughan_H3,73.1,65.6,modelled
N20001946,Sperrin_A1,60.4,57.2,modelled
N20001947,Sperrin_B1,19.8,29.6,modelled
N20001948,Sperrin_B2,18.6,28.5,modelled
N20001949,Sperrin_A2,63.9,59.2,modelled
N20001950,Sperrin_B3,21.9,31.2,modelled
N20001951,Sperrin_B4,47.9,48.0,modelled
N20001952,Sperrin_C1,16.4,27.7,modelled
N20001954,Sperrin_F1,61.1,57.5,modelled
N20001956,Sperrin_F2,87.4,76.0,modelled
N20001957,Sperrin_C2,40.7,44.0,modelled
N20001958,Sperrin_C3,18.2,29.8,modelled
N20001959,Sperrin_C4,58.9,55.4,modelled
N20001960,Sperrin_D1,82.0,71.5,modelled
N20001961,Sperrin_C5,57.5,54.4,modelled
N20001962,Sperrin_D2,86.2,74.8,modelled
N20001963,Sperrin_D3,84.6,73.1,modelled
N20001964,Sperrin_D4,92.1,79.6,modelled
N20001965,Sperrin_E1,81.8,72.4,modelled
N20001966,Sperrin_D5,88.5,76.2,modelled
N20001969,Sperrin_E2,88.7,77.0,modelled
N20001970,Sperrin_E3,94.3,80.7,modelled
N20001971,Sperrin_F3,73.2,65.2,modelled
N20001972,Sperrin_E4,92.0,78.4,modelled
N20001974,Sperrin_H1,93.1,79.1,modelled
N20001977,Sperrin_H3,89.1,77.1,modelled
N20001980,Sperrin_H4,87.1,74.2,modelled
N20001982,Sperrin_G5,94.8,80.7,modelled
N20001983,Sperrin_G6,95.6,81.4,modelled
N20001984,Sperrin_H5,93.5,79.9,modelled
N20001985,Sperrin_H6,92.2,79.4,modelled
N20001986,Sperrin_J1,95.7,80.8,modelled
N20001988,Sperrin_K1,67.1,61.3,modelled
N20001989,Sperrin_F5,71.8,65.3,modelled
N20001990,Sperrin_K2,60.2,57.5,modelled
N20001992,Sperrin_K4,66.3,60.8,modelled
N20001993,Sperrin_K5,82.4,72.0,modelled
N20001994,Derg_A1,91.5,79.1,modelled
N20001996,Derg_A3,94.9,81.1,modelled
N20001997,Derg_A4,92.3,79.4,modelled
N20001998,Derg_C1,84.0,73.5,modelled
N20002000,Derg_B1,57.5,54.6,modelled
N20002001,Derg_B2,67.9,61.9,modelled
N20002002,Derg_B3,68.0,61.6,modelled
N20002006,Derg_C5,64.3,59.2,modelled
N20002007,Derg_D1,34.9,39.4,modelled
N20002008,Derg_D2,29.3,35.5,modelled
N20002009,Derg_E1,65.5,60.7,modelled
N20002010,Derg_E2,39.0,41.9,modelled
N20002012,Derg_F1,89.0,76.2,modelled
N20002014,Derg_F2,85.5,74.4,modelled
N20002015,Derg_H1,26.5,34.0,modelled
N20002016,Derg_F3,57.2,55.1,modelled
N20002017,Derg_G1,37.1,41.3,modelled
N20002018,Derg_F4,82.5,72.8,modelled
N20002019,Derg_H2,58.0,55.0,modelled
N20002020,Derg_F5,41.6,44.9,modelled
N20002021,Derg_F6,35.4,39.9,modelled
N20002022,Derg_F7,19.2,28.7,modelled
N20002023,Derg_H3,84.8,73.2,modelled
N20002024,Derg_G2,14.3,25.8,modelled
N20002027,Derg_H5,28.7,35.7,modelled
N20002029,Erne_East_A1,34.1,39.8,modelled
N20002030,Erne_East_A2,18.0,29.5,modelled
N20002031,Erne_East_B1,52.8,51.8,modelled
N20002032,Erne_East_A3,30.1,36.8,modelled
N20002033,Erne_East_A4,26.1,33.1,modelled
N20002034,Erne_East_C1,45.4,46.3,modelled
N20002035,Erne_East_C2,41.8,46.5,modelled
N20002036,Erne_East_C3,47.3,48.1,modelled
N20002038,Erne_East_B3,95.8,81.0,modelled
N20002039,Erne_East_A5,42.8,45.1,modelled
N20002040,Erne_East_D1,76.4,68.2,modelled
N20002041,Erne_East_C4,50.9,50.0,modelled
N20002043,Erne_East_D3,75.4,67.3,modelled
N20002044,Erne_East_E1,71.7,63.8,modelled
N20002045,Erne_East_D4,75.4,67.6,modelled
N20002046,Erne_East_D5,66.6,61.2,modelled
N20002047,Erne_East_D6,69.8,63.1,modelled
N20002048,Erne_East_E2,90.9,77.6,modelled
N20002049,Erne_East_B4,89.2,77.0,modelled
N20002050,Erne_East_E3,63.3,59.0,modelled
N20002051,Erne_East_F1,71.5,64.4,modelled
N20002052,Erne_East_E4,56.5,54.0,modelled
N20002054,Erne_East_F2,88.6,76.5,modelled
N20002055,Erne_East_F3,71.8,64.5,modelled
N20002056,Erne_East_F4,78.0,68.4,modelled
N20002059,Erne_West_A3,84.1,73.5,modelled
N20002060,Erne_West_B1,78.2,69.6,modelled
N20002061,Erne_West_C1,42.6,45.8,modelled
N20002062,Erne_West_D1,68.7,62.9,modelled
N20002063,Erne_West_A4,72.9,65.4,modelled
N20002064,Erne_West_D2,69.1,62.7,modelled
N20002065,Erne_West_C2,30.7,37.9,modelled
N20002066,Erne_West_B2,87.9,76.3,modelled
N20002067,Erne_West_D3,67.1,61.1,modelled
N20002069,Erne_West_E1,64.2,59.8,modelled
N20002070,Erne_West_E2,53.0,51.6,modelled
N20002071,Erne_West_C4,53.8,52.6,modelled
N20002072,Erne_West_D4,57.8,54.5,modelled
N20002074,Erne_West_F1,88.9,76.5,modelled
N20002077,Erne_West_E4,89.8,77.4,modelled
N20002078,Erne_West_F3,74.9,67.4,modelled
N20002079,Erne_West_F4,90.4,77.4,modelled
N20002081,Enniskillen_A1,41.5,44.4,modelled
N20002082,Enniskillen_A2,13.2,25.5,modelled
N20002083,Enniskillen_A3,26.1,33.2,modelled
N20002084,Enniskillen_A4,29.7,38.5,modelled
N20002085,Enniskillen_D1,58.3,55.0,modelled
N20002086,Enniskillen_B1,76.8,69.8,modelled
N20002087,Enniskillen_D2,55.1,54.7,modelled
N20002088,Enniskillen_F1,66.0,61.9,modelled
N20002090,Enniskillen_C1,54.6,54.3,modelled
N20002091,Enniskillen_B3,79.9,70.9,modelled
N20002092,Enniskillen_C2,59.6,58.0,modelled
N20002093,Enniskillen_C3,47.8,49.8,modelled
N20002094,Enniskillen_D3,68.9,63.2,modelled
N20002095,Enniskillen_B4,87.4,76.4,modelled
N20002096,Enniskillen_E1,75.5,67.7,modelled
N20002097,Enniskillen_C4,46.7,48.4,modelled
N20002098,Enniskillen_B5,66.2,63.3,modelled
N20002099,Enniskillen_F2,63.3,58.5,modelled
N20002100,Enniskillen_G1,55.3,53.3,modelled
N20002101,Enniskillen_E2,69.8,64.6,modelled
N20002102,Enniskillen_F3,54.7,54.4,modelled
N20002103,Enniskillen_E3,72.3,65.4,modelled
N20002104,Enniskillen_F4,63.5,59.7,modelled
N20002105,Enniskillen_E4,49.6,52.0,modelled
N20002106,Enniskillen_D4,51.8,52.9,modelled
N20002107,Enniskillen_E5,56.4,56.2,modelled
N20002108,Enniskillen_D5,39.9,44.4,modelled
N20002109,Enniskillen_G2,40.2,43.1,modelled
N20002110,Enniskillen_H1,26.5,34.5,modelled
N20002111,Enniskillen_H2,49.1,49.2,modelled
N20002112,Enniskillen_H3,61.2,57.9,modelled
N20002113,Enniskillen_F5,54.1,52.0,modelled
N20002114,Enniskillen_H4,68.4,62.2,modelled
N20002116,Enniskillen_H6,60.1,58.4,modelled
N20002117,Enniskillen_G3,11.7,25.8,modelled
N20002118,Enniskillen_G4,13.0,24.8,modelled
N20002119,Enniskillen_G5,12.6,25.2,modelled
N20002120,Enniskillen_G6,32.0,38.4,modelled
N20002121,Erne_North_B1,39.1,43.0,modelled
N20002122,Erne_North_A1,39.1,42.6,modelled
N20002123,Erne_North_C1,26.6,34.2,modelled
N20002124,Erne_North_A2,84.0,72.7,modelled
N20002125,Erne_North_B2,56.8,55.3,modelled
N20002126,Erne_North_A3,23.5,32.6,modelled
N20002127,Erne_North_A4,21.7,31.4,modelled
N20002129,Erne_North_C2,60.4,56.8,modelled
N20002130,Erne_North_C3,26.2,33.6,modelled
N20002132,Erne_North_D1,76.7,69.2,modelled
N20002133,Erne_North_D2,71.7,65.4,modelled
N20002134,Erne_North_D3,77.8,69.1,modelled
N20002135,Erne_North_D4,62.7,58.7,modelled
N20002136,Erne_North_D5,65.2,60.3,modelled
N20002138,Erne_North_D6,77.1,68.8,modelled
N20002139,Erne_North_F1,35.4,39.8,modelled
N20002142,Erne_North_F2,52.5,51.7,modelled
N20002143,Erne_North_E3,8.1,23.1,modelled
N20002145,Erne_North_G1,37.1,40.8,modelled
N20002146,Erne_North_G2,70.1,62.9,modelled
N20002147,Erne_North_F4,29.8,36.2,modelled
N20002148,Erne_North_G3,41.5,44.1,modelled
N20002149,Erne_North_G4,65.9,62.5,modelled
N20002150,West_Tyrone_A1,21.5,31.1,modelled
N20002151,West_Tyrone_A2,51.3,49.6,modelled
N20002152,West_Tyrone_B1,57.7,54.9,modelled
N20002153,West_Tyrone_A3,29.4,35.6,modelled
N20002154,West_Tyrone_B2,77.4,69.1,modelled
N20002156,West_Tyrone_A4,61.8,57.9,modelled
N20002157,West_Tyrone_C1,78.6,69.1,modelled
N20002158,West_Tyrone_A5,43.3,45.2,modelled
N20002159,West_Tyrone_C2,87.7,74.9,modelled
N20002160,West_Tyrone_E1,80.1,70.4,modelled
N20002161,West_Tyrone_C3,59.5,57.3,modelled
N20002162,West_Tyrone_E2,80.4,70.6,modelled
N20002163,West_Tyrone_E3,78.1,68.9,modelled
N20002164,West_Tyrone_F1,57.5,54.9,modelled
N20002165,West_Tyrone_C4,46.3,46.9,modelled
N20002166,West_Tyrone_G1,76.5,69.5,modelled
N20002167,West_Tyrone_G2,86.2,75.2,modelled
N20002168,West_Tyrone_F2,54.1,53.1,modelled
N20002169,West_Tyrone_G3,75.1,66.6,modelled
N20002170,West_Tyrone_D1,79.7,69.8,modelled
N20002171,West_Tyrone_D2,67.8,62.2,modelled
N20002172,West_Tyrone_D3,72.6,64.5,modelled
N20002174,West_Tyrone_G4,66.2,60.6,modelled
N20002175,West_Tyrone_E4,73.0,65.0,modelled
N20002176,West_Tyrone_F4,71.3,63.9,modelled
N20002177,West_Tyrone_C5,71.4,64.8,modelled
N20002178,West_Tyrone_G5,83.8,73.1,modelled
N20002180,West_Tyrone_E5,45.7,47.2,modelled
N20002181,Omagh_C1,46.3,48.2,modelled
N20002182,Omagh_A1,75.2,67.7,modelled
N20002183,Omagh_B1,88.6,77.5,modelled
N20002185,Omagh_A2,85.4,74.0,modelled
N20002188,Omagh_C2,84.2,75.0,modelled
N20002189,Omagh_A5,60.6,56.4,modelled
N20002190,Omagh_A6,84.8,75.0,modelled
N20002192,Omagh_D1,63.7,58.9,modelled
N20002193,Omagh_C3,78.8,69.7,modelled
N20002195,Omagh_D2,65.0,60.6,modelled
N20002196,Omagh_E1,56.8,55.5,modelled
N20002197,Omagh_E2,31.4,38.0,modelled
N20002198,Omagh_D3,82.1,72.9,modelled
N20002199,Omagh_D4,64.6,61.8,modelled
N20002200,Omagh_E3,10.5,25.7,modelled
N20002201,Omagh_G1,23.7,32.8,modelled
N20002202,Omagh_C5,85.6,76.0,modelled
N20002203,Omagh_F1,91.9,78.6,modelled
N20002204,Omagh_F2,91.2,79.8,modelled
N20002205,Omagh_H1,85.3,74.5,modelled
N20002206,Omagh_E4,24.9,34.3,modelled
N20002207,Omagh_E5,52.7,52.7,modelled
N20002208,Omagh_H2,68.6,62.6,modelled
N20002209,Omagh_G2,33.5,38.1,modelled
N20002210,Omagh_F3,93.6,79.1,modelled
N20002211,Omagh_G3,60.3,57.3,modelled
N20002212,Omagh_H3,84.6,73.8,modelled
N20002213,Omagh_H4,78.7,70.0,modelled
N20002214,Omagh_C6,92.3,79.1,modelled
N20002216,Omagh_H5,77.4,69.2,modelled
N20002217,Omagh_G4,14.5,26.0,modelled
N20002218,Omagh_G5,66.2,61.6,modelled
N20002219,Omagh_H6,81.2,72.5,modelled
N20002220,Omagh_G6,65.9,60.3,modelled
N20002221,Mid_Tyrone_A1,69.4,63.7,modelled
N20002223,Mid_Tyrone_A2,93.9,79.9,modelled
N20002225,Mid_Tyrone_B2,85.8,74.6,modelled
N20002230,Mid_Tyrone_B6,68.5,62.2,modelled
N20002232,Mid_Tyrone_D1,60.5,56.6,modelled
N20002233,Mid_Tyrone_C1,71.8,65.0,modelled
N20002234,Mid_Tyrone_D2,74.7,66.9,modelled
N20002236,Mid_Tyrone_C2,75.7,68.4,modelled
N20002237,Mid_Tyrone_E1,94.3,80.4,modelled
N20002238,Mid_Tyrone_C3,90.4,77.6,modelled
N20002239,Mid_Tyrone_D4,86.3,74.8,modelled
N20002240,Mid_Tyrone_E2,95.3,80.8,modelled
N20002242,Mid_Tyrone_D5,66.3,61.2,modelled
N20002243,Mid_Tyrone_E4,75.0,66.2,modelled
N20002244,Mid_Tyrone_G1,64.1,58.9,modelled
N20002245,Mid_Tyrone_F1,51.5,51.1,modelled
N20002246,Mid_Tyrone_F2,30.5,36.4,modelled
N20002247,Mid_Tyrone_G2,62.1,59.3,modelled
N20002248,Mid_Tyrone_E5,90.0,77.5,modelled
N20002249,Mid_Tyrone_F3,46.2,46.8,modelled
N20002251,Mid_Tyrone_G4,92.0,78.9,modelled
N20002252,Downshire_West_A1,17.6,32.4,modelled
N20002253,Downshire_West_A2,21.9,32.3,modelled
N20002254,Downshire_West_A3,16.3,29.2,modelled
N20002255,Downshire_West_A4,16.5,32.2,modelled
N20002256,Downshire_West_A5,21.1,31.5,modelled
N20002257,Downshire_West_A6,38.2,43.4,modelled
N20002258,Downshire_West_B1,11.6,25.5,modelled
N20002259,Downshire_West_B2,5.9,21.8,modelled
N20002260,Downshire_West_B3,11.1,25.3,modelled
N20002261,Downshire_West_B4,12.8,25.8,modelled
N20002262,Downshire_West_C1,13.9,27.6,modelled
N20002263,Downshire_West_D1,22.4,32.2,modelled
N20002264,Downshire_West_C2,17.8,28.0,modelled
N20002265,Downshire_West_D2,14.8,28.7,modelled
N20002266,Downshire_West_C3,17.7,29.1,modelled
N20002267,Downshire_West_D3,19.8,30.3,modelled
N20002268,Downshire_West_G1,20.2,30.4,modelled
N20002269,Downshire_West_E1,13.4,27.5,modelled
N20002270,Downshire_West_D4,22.2,33.5,modelled
N20002271,Downshire_West_D5,21.9,33.9,modelled
N20002272,Downshire_West_D6,27.7,36.9,modelled
N20002273,Downshire_West_C4,24.0,33.8,modelled
N20002274,Downshire_West_E2,13.6,25.8,modelled
N20002275,Downshire_West_C5,23.9,33.9,modelled
N20002276,Downshire_West_G2,28.2,35.6,modelled
N20002278,Downshire_West_F1,7.7,22.3,modelled
N20002279,Downshire_West_F2,16.1,28.1,modelled
N20002280,Downshire_West_F3,13.5,25.4,modelled
N20002281,Downshire_West_E3,14.7,26.0,modelled
N20002282,Downshire_West_F4,12.6,25.4,modelled
N20002283,Downshire_West_F5,17.2,29.4,modelled
N20002284,Downshire_West_G3,11.0,24.2,modelled
N20002285,Downshire_West_G4,9.1,23.6,modelled
N20002286,Downshire_West_G5,8.7,22.7,modelled
N20002288,Killultagh_A1,88.4,76.8,modelled
N20002289,Killultagh_B2,60.7,57.4,modelled
N20002290,Killultagh_A2,87.8,75.8,modelled
N20002291,Killultagh_A3,77.4,70.3,modelled
N20002292,Killultagh_A4,89.8,78.0,modelled
N20002293,Killultagh_C1,67.8,62.7,modelled
N20002294,Killultagh_C2,36.2,40.4,modelled
N20002295,Killultagh_C3,63.5,59.8,modelled
N20002296,Killultagh_B3,36.5,43.6,modelled
N20002297,Killultagh_B4,39.5,44.1,modelled
N20002298,Killultagh_C4,24.8,33.4,modelled
N20002299,Killultagh_C5,41.7,43.9,modelled
N20002300,Killultagh_F1,24.8,34.9,modelled
N20002301,Killultagh_G1,12.1,25.2,modelled
N20002302,Killultagh_G2,18.4,28.8,modelled
N20002303,Killultagh_F2,21.9,34.1,modelled
N20002305,Killultagh_D1,55.7,54.8,modelled
N20002306,Killultagh_D2,57.6,57.1,modelled
N20002307,Killultagh_D3,48.8,49.7,modelled
N20002308,Killultagh_E1,56.8,56.2,modelled
N20002309,Killultagh_E2,47.8,49.8,modelled
N20002310,Killultagh_D4,44.2,47.4,modelled
N20002312,Killultagh_E3,41.2,45.2,modelled
N20002313,Killultagh_E4,8.7,25.3,modelled
N20002314,Killultagh_E5,14.2,29.3,modelled
N20002315,Killultagh_E6,12.6,27.6,modelled
N20002316,Killultagh_E7,13.0,26.7,modelled
N20002317,Killultagh_C6,17.5,29.3,modelled
N20002318,Killultagh_G4,42.4,45.8,modelled
N20002319,Killultagh_F4,18.9,30.4,modelled
N20002320,Killultagh_H1,13.8,29.0,modelled
N20002321,Killultagh_H2,9.5,26.2,modelled
N20002322,Killultagh_H3,7.5,23.4,modelled
N20002323,Killultagh_H4,10.0,26.0,modelled
N20002324,Killultagh_G5,8.7,23.0,modelled
N20002325,Killultagh_H5,8.6,23.8,modelled
N20002326,Lisburn_South_A1,24.0,33.2,modelled
N20002327,Lisburn_South_A2,11.3,24.4,modelled
N20002328,Lisburn_South_A3,11.1,25.7,modelled
N20002329,Lisburn_South_B1,7.7,24.7,modelled
N20002330,Lisburn_South_C1,18.6,29.7,modelled
N20002332,Lisburn_South_B2,5.9,24.5,modelled
N20002334,Lisburn_South_B3,7.7,25.9,modelled
N20002335,Lisburn_South_B4,16.1,33.2,modelled
N20002336,Lisburn_South_E1,18.2,31.5,modelled
N20002337,Lisburn_South_C4,8.8,24.0,modelled
N20002338,Lisburn_South_C5,22.0,31.9,modelled
N20002339,Lisburn_South_C6,12.8,26.1,modelled
N20002340,Lisburn_South_D1,13.6,27.0,modelled
N20002341,Lisburn_South_D2,16.9,30.7,modelled
N20002342,Lisburn_South_G1,27.4,38.4,modelled
N20002343,Lisburn_South_C7,17.4,29.8,modelled
N20002344,Lisburn_South_E2,23.4,35.2,modelled
N20002345,Lisburn_South_D3,17.2,30.4,modelled
N20002346,Lisburn_South_F1,24.7,35.6,modelled
N20002347,Lisburn_South_D4,12.7,27.6,modelled
N20002348,Lisburn_South_D5,21.3,33.5,modelled
N20002349,Lisburn_South_E3,26.4,37.6,modelled
N20002350,Lisburn_South_F2,22.6,34.0,modelled
N20002351,Lisburn_South_G2,33.7,43.4,modelled
N20002352,Lisburn_South_F3,19.9,29.9,modelled
N20002353,Lisburn_South_E4,27.8,38.3,modelled
N20002354,Lisburn_South_H1,36.0,41.9,modelled
N20002355,Lisburn_South_H2,49.5,51.4,modelled
N20002357,Lisburn_South_H3,40.5,46.0,modelled
N20002358,Lisburn_South_E5,37.5,43.9,modelled
N20002359,Lisburn_South_H4,42.8,48.0,modelled
N20002360,Lisburn_South_E6,26.4,35.4,modelled
N20002361,Lisburn_South_G3,55.2,55.4,modelled
N20002362,Lisburn_South_H5,30.1,39.1,modelled
N20002363,Lisburn_South_H6,30.3,39.2,modelled
N20002364,Lisburn_South_G4,42.7,48.0,modelled
N20002366,Lisburn_South_J2,22.0,33.9,modelled
N20002368,Lisburn_South_K2,18.0,32.2,modelled
N20002370,Lisburn_South_K3,8.2,27.4,modelled
N20002371,Lisburn_South_K4,10.9,28.5,modelled
N20002372,Lisburn_South_J3,25.9,34.5,modelled
N20002373,Lisburn_South_J4,27.8,37.6,modelled
N20002374,Lisburn_South_K5,11.3,28.0,modelled
N20002375,Lisburn_South_K6,10.6,27.8,modelled
N20002376,Lisburn_North_A1,18.6,31.8,modelled
N20002377,Lisburn_North_B1,65.3,61.7,modelled
N20002378,Lisburn_North_D1,59.4,55.9,modelled
N20002379,Lisburn_North_A2,11.4,26.3,modelled
N20002380,Lisburn_North_C1,5.3,23.5,modelled
N20002381,Lisburn_North_B2,40.2,45.6,modelled
N20002382,Lisburn_North_C2,7.7,25.6,modelled
N20002383,Lisburn_North_A3,34.7,42.3,modelled
N20002384,Lisburn_North_B3,17.8,32.0,modelled
N20002385,Lisburn_North_D2,71.4,64.8,modelled
N20002386,Lisburn_North_C3,7.7,25.9,modelled
N20002387,Lisburn_North_C4,33.9,42.8,modelled
N20002388,Lisburn_North_C5,5.5,25.7,modelled
N20002389,Lisburn_North_D3,62.8,60.3,modelled
N20002391,Lisburn_North_E2,47.3,48.9,modelled
N20002392,Lisburn_North_E3,60.4,57.2,modelled
N20002393,Lisburn_North_F1,30.5,37.8,modelled
N20002395,Lisburn_North_E4,68.4,62.7,modelled
N20002396,Lisburn_North_F3,32.4,39.2,modelled
N20002397,Lisburn_North_F4,31.0,39.1,modelled
N20002398,Lisburn_North_F5,37.9,46.2,modelled
N20002399,Lisburn_North_G1,38.4,42.9,modelled
N20002400,Lisburn_North_F6,26.2,35.4,modelled
N20002401,Lisburn_North_H1,25.5,34.7,modelled
N20002402,Lisburn_North_F7,30.0,40.3,modelled
N20002403,Lisburn_North_D4,20.5,31.9,modelled
N20002404,Lisburn_North_G2,16.4,37.1,modelled
N20002405,Lisburn_North_H2,27.5,37.5,modelled
N20002406,Lisburn_North_H3,39.0,42.6,modelled
N20002407,Lisburn_North_J1,10.4,26.3,modelled
N20002408,Lisburn_North_G3,24.4,33.7,modelled
N20002409,Lisburn_North_J2,14.6,28.7,modelled
N20002410,Lisburn_North_H4,21.1,32.4,modelled
N20002411,Lisburn_North_J3,25.3,36.6,modelled
N20002412,Lisburn_North_G4,32.0,40.6,modelled
N20002413,Lisburn_North_H5,22.7,33.7,modelled
N20002414,Lisburn_North_J4,21.2,33.7,modelled
N20002415,Lisburn_North_J5,21.8,34.1,modelled
N20002416,Lisburn_North_G5,15.6,28.7,modelled
N20002417,Lisburn_North_G6,17.1,28.4,modelled
N20002418,Lisburn_North_K1,26.0,38.2,modelled
N20002419,Lisburn_North_K2,28.9,37.9,modelled
N20002420,Lisburn_North_K3,24.2,34.9,modelled
N20002421,Lisburn_North_K4,28.3,39.0,modelled
N20002422,Lisburn_North_K5,25.4,34.9,modelled
N20002423,Lisburn_North_K6,26.8,36.7,modelled
N20002424,Downshire_East_A1,27.3,35.3,modelled
N20002425,Downshire_East_A2,23.2,32.4,modelled
N20002426,Downshire_East_A3,18.2,29.8,modelled
N20002427,Downshire_East_A4,23.9,33.4,modelled
N20002428,Downshire_East_B1,13.6,26.2,modelled
N20002429,Downshire_East_B2,4.1,25.4,modelled
N20002430,Downshire_East_A5,21.8,32.1,modelled
N20002431,Downshire_East_B3,9.6,27.7,modelled
N20002432,Downshire_East_B4,12.6,27.4,modelled
N20002433,Downshire_East_A6,20.9,31.8,modelled
N20002434,Downshire_East_A7,6.8,22.6,modelled
N20002435,Downshire_East_C1,17.0,29.4,modelled
N20002436,Downshire_East_C2,17.4,28.7,modelled
N20002437,Downshire_East_C3,22.5,32.8,modelled
N20002438,Downshire_East_D1,11.8,24.5,modelled
N20002439,Downshire_East_D2,18.2,28.7,modelled
N20002440,Downshire_East_E1,7.3,22.0,modelled
