DZ21,label,con,yes_raw,yes,pop
N20001354,Black_Mountain_L4,BELFAST WEST,74.4,85.6,378.0
N20002860,Carntogher_D3,MID ULSTER,68.34,79.6,628.0
N20003495,Newtownards_F4,STRANGFORD,13.8,25.0,333.0
N20001091,Botanic_D1,BELFAST SOUTH,19.5,30.7,316.0
N20001555,Coleraine_B3,EAST LONDONDERRY,20.56,31.8,433.0
N20002708,Coast_Road_E4,EAST ANTRIM,13.74,25.0,294.0
N20003205,Newry_P3,NEWRY AND ARMAGH,75.1,86.3,464.0
N20002105,Enniskillen_E4,FERMANAGH AND SOUTH TYRONE,34.01,45.2,240.0
N20000808,Castle_D3,BELFAST NORTH,64.11,75.3,401.0
N20001306,Black_Mountain_A6,BELFAST WEST,70.85,82.1,238.0
N20001530,Bann_E1,EAST LONDONDERRY,24.66,35.9,599.0
N20002135,Erne_North_D4,FERMANAGH AND SOUTH TYRONE,42.81,54.0,286.0
N20002223,Mid_Tyrone_A2,WEST TYRONE,69.68,80.9,427.0
N20003549,Holywood_and_Clandeboye_D2,NORTH DOWN,22.43,33.7,518.0
N20001838,Ballyarnett_K3,FOYLE,71.81,83.0,383.0
N20001599,Causeway_B1,EAST LONDONDERRY,23.81,35.0,354.0
N20000434,Craigavon_D1,UPPER BANN,37.39,48.6,425.0
N20000482,Lurgan_A5,UPPER BANN,41.97,53.2,615.0
N20001437,Court_S5,BELFAST WEST,69.82,81.1,316.0
N20002212,Omagh_H3,WEST TYRONE,54.56,65.8,317.0
N20000947,Ormiston_A2,BELFAST EAST,11.07,22.3,297.0
N20002474,Castlereagh_South_D2,BELFAST SOUTH,38.21,49.4,602.0
N20003505,Newtownards_H2,STRANGFORD,12.59,23.8,506.0
N20003419,Downpatrick_G4,SOUTH DOWN,54.53,65.8,481.0
N20001351,Black_Mountain_D4,BELFAST WEST,73.92,85.2,450.0
N20000271,Airport_D4,SOUTH ANTRIM,45.96,57.2,342.0
N20002619,Ballymena_H1,NORTH ANTRIM,10.62,21.9,438.0
N20001802,Foyleside_F5,FOYLE,63.23,74.5,248.0
N20000929,Titanic_R4,BELFAST EAST,21.43,32.7,275.0
N20001142,Botanic_Q2,BELFAST SOUTH,44.02,55.3,602.0
N20003780,Ards_Peninsula_L4,STRANGFORD,39.64,50.9,382.0
N20003208,Crotlieve_A2,SOUTH DOWN,27.83,39.1,341.0
N20000875,Titanic_E3,BELFAST EAST,17.53,28.8,350.0
N20002652,Braid_D1,NORTH ANTRIM,10.15,21.4,496.0
N20000816,Castle_J4,BELFAST NORTH,56.28,67.5,496.0
N20003169,Newry_D4,NEWRY AND ARMAGH,70.84,82.1,534.0
N20002641,Braid_A3,NORTH ANTRIM,62.86,74.1,355.0
N20002281,Downshire_West_E3,LAGAN VALLEY,16.13,27.4,525.0
N20000051,Antrim_F1,SOUTH ANTRIM,40.9,52.1,371.0
N20000215,Glengormley_Urban_C2,SOUTH ANTRIM,21.34,32.6,387.0
N20002295,Killultagh_C3,SOUTH ANTRIM,44.51,55.7,511.0
N20001057,Lisnasharragh_K1,BELFAST SOUTH,44.92,56.2,287.0
N20003756,Ards_Peninsula_F3,STRANGFORD,28.92,40.2,436.0
N20003598,Bangor_West_C4,NORTH DOWN,12.78,24.0,281.0
N20000942,Titanic_Y3,BELFAST SOUTH,31.51,42.7,313.0
N20000109,Ballyclare_E1,SOUTH ANTRIM,9.35,20.6,439.0
N20002275,Downshire_West_C5,LAGAN VALLEY,21.63,32.9,450.0
N20000273,Airport_E3,SOUTH ANTRIM,56.95,68.2,292.0
N20003517,Newtownards_R3,STRANGFORD,9.14,20.4,246.0
N20003358,Rowallane_D1,STRANGFORD,13.69,24.9,583.0
N20002161,West_Tyrone_C3,WEST TYRONE,44.82,56.1,571.0
N20003384,Rowallane_J2,SOUTH DOWN,47.16,58.4,433.0
N20002923,Magherafelt_F3,MID ULSTER,35.81,47.0,380.0
N20001750,The_Moor_C4,FOYLE,62.21,73.4,194.0
N20000578,Lagan_River_H3,LAGAN VALLEY,16.65,27.9,524.0
N20002381,Lisburn_North_B2,LAGAN VALLEY,33.08,44.3,360.0
N20000159,Three_Mile_Water_J4,EAST ANTRIM,9.26,20.5,276.0
N20001485,Limavady_F1,EAST LONDONDERRY,22.43,33.7,389.0
N20002303,Killultagh_F2,LAGAN VALLEY,19.8,31.0,422.0
N20002777,Carrick_Castle_E3,EAST ANTRIM,10.16,21.4,354.0
N20002675,Braid_H4,NORTH ANTRIM,8.67,19.9,253.0
N20003340,Slieve_Croob_H3,SOUTH DOWN,38.86,50.1,419.0
N20000909,Titanic_R2,BELFAST EAST,17.2,28.4,556.0
N20002156,West_Tyrone_A4,WEST TYRONE,48.59,59.8,460.0
N20002357,Lisburn_South_H3,LAGAN VALLEY,26.33,37.6,349.0
N20001431,Court_S3,BELFAST WEST,70.32,81.6,223.0
N20002833,Knockagh_H4,EAST ANTRIM,12.56,23.8,322.0
N20003261,The_Mournes_F1,SOUTH DOWN,51.94,63.2,519.0
N20001098,Botanic_E3,BELFAST SOUTH,17.4,28.6,326.0
N20001185,Balmoral_A6,BELFAST SOUTH,44.0,55.2,420.0
N20001482,Limavady_A2,EAST LONDONDERRY,34.21,45.4,599.0
N20000179,Macedon_E2,BELFAST NORTH,12.61,23.8,484.0
N20000311,Armagh_B3,NEWRY AND ARMAGH,48.54,59.8,384.0
N20003647,Bangor_Central_G3,NORTH DOWN,16.59,27.8,464.0
N20001169,Botanic_X3,BELFAST SOUTH,45.53,56.8,417.0
N20001226,Balmoral_L2,BELFAST SOUTH,36.84,48.1,369.0
N20003478,Newtownards_A4,STRANGFORD,10.28,21.5,415.0
N20002419,Lisburn_North_K2,LAGAN VALLEY,23.4,34.6,231.0
N20003103,Slieve_Gullion_A3,NEWRY AND ARMAGH,46.14,57.4,637.0
N20001079,Botanic_A1,BELFAST SOUTH,44.34,55.6,304.0
N20002749,Larne_Lough_G1,EAST ANTRIM,9.55,20.8,288.0
N20003057,Dungannon_K1,FERMANAGH AND SOUTH TYRONE,37.21,48.4,552.0
N20000913,Titanic_S2,BELFAST SOUTH,22.13,33.4,246.0
N20002563,Bannside_C4,NORTH ANTRIM,11.51,22.7,569.0
N20001160,Botanic_W5,BELFAST SOUTH,47.35,58.6,295.0
N20000414,Portadown_Q2,UPPER BANN,15.29,26.5,356.0
N20000424,Craigavon_A4,UPPER BANN,62.19,73.4,633.0
N20001029,Lisnasharragh_D3,BELFAST SOUTH,29.21,40.4,302.0
N20001609,Causeway_E1,EAST LONDONDERRY,21.24,32.5,256.0
N20001119,Botanic_J3,BELFAST SOUTH,54.18,65.4,402.0
N20003436,Comber_C4,STRANGFORD,10.11,21.3,511.0
N20002597,Ballymena_B3,NORTH ANTRIM,25.54,36.8,345.0
N20003191,Newry_K2,NEWRY AND ARMAGH,71.22,82.5,454.0
N20000796,Castle_D1,BELFAST NORTH,60.53,71.8,568.0
N20002562,Bannside_D3,NORTH ANTRIM,35.79,47.0,450.0
N20001538,Bann_G1,EAST LONDONDERRY,59.53,70.8,375.0
N20002353,Lisburn_South_E4,LAGAN VALLEY,21.43,32.7,583.0
N20001063,Lisnasharragh_P2,BELFAST SOUTH,39.86,51.1,502.0
N20001168,Botanic_Y1,BELFAST SOUTH,44.82,56.0,436.0
N20003238,Crotlieve_H2,SOUTH DOWN,65.1,76.3,417.0
N20002185,Omagh_A2,WEST TYRONE,54.2,65.4,289.0
N20001206,Balmoral_G3,BELFAST SOUTH,15.93,27.2,140.0
N20001352,Black_Mountain_L3,BELFAST WEST,73.17,84.4,418.0
N20000783,Oldpark_U3,BELFAST NORTH,65.54,76.8,447.0
N20000674,Cusher_E3,NEWRY AND ARMAGH,17.84,29.1,469.0
N20002201,Omagh_G1,WEST TYRONE,20.11,31.3,264.0
N20002596,Ballymena_C2,NORTH ANTRIM,35.87,47.1,281.0
N20000234,Glengormley_Urban_G2,BELFAST NORTH,40.8,52.0,335.0
N20003347,Rowallane_C1,STRANGFORD,15.08,26.3,418.0
N20001723,Ballymoney_J2,NORTH ANTRIM,23.05,34.3,542.0
N20000950,Ormiston_B3,BELFAST EAST,15.76,27.0,414.0
N20002021,Derg_F6,WEST TYRONE,27.91,39.1,311.0
N20001059,Lisnasharragh_K2,BELFAST SOUTH,35.05,46.3,387.0
N20002125,Erne_North_B2,FERMANAGH AND SOUTH TYRONE,44.7,55.9,389.0
N20000831,Castle_N2,BELFAST NORTH,61.79,73.0,419.0
N20001208,Balmoral_J1,BELFAST SOUTH,8.84,20.1,417.0
N20001578,Coleraine_G5,EAST LONDONDERRY,20.08,31.3,233.0
N20002457,Castlereagh_South_A2,BELFAST SOUTH,38.81,50.0,399.0
N20001166,Botanic_P5,BELFAST SOUTH,53.53,64.8,467.0
N20003404,Downpatrick_E2,SOUTH DOWN,41.2,52.4,244.0
N20003006,Torrent_F4,MID ULSTER,62.83,74.1,512.0
N20001036,Lisnasharragh_F2,BELFAST SOUTH,24.67,35.9,321.0
N20000623,Banbridge_J1,UPPER BANN,24.99,36.2,365.0
N20000104,Ballyclare_C3,SOUTH ANTRIM,10.06,21.3,387.0
N20002758,Larne_Lough_F5,EAST ANTRIM,13.73,25.0,375.0
N20002691,Coast_Road_C1,EAST ANTRIM,32.4,43.6,533.0
N20003391,Downpatrick_B1,SOUTH DOWN,50.49,61.7,486.0
N20001556,Coleraine_C2,EAST LONDONDERRY,15.45,26.7,232.0
N20001178,Botanic_Z4,BELFAST SOUTH,39.64,50.9,443.0
N20003566,Holywood_and_Clandeboye_H6,NORTH DOWN,24.66,35.9,307.0
N20003542,Holywood_and_Clandeboye_B2,NORTH DOWN,11.5,22.7,370.0
N20001404,Court_J3,BELFAST NORTH,12.72,24.0,346.0
N20002370,Lisburn_South_K3,LAGAN VALLEY,10.6,21.8,329.0
N20003262,The_Mournes_D1,SOUTH DOWN,48.98,60.2,442.0
N20003378,Rowallane_G3,STRANGFORD,23.36,34.6,364.0
N20000600,Banbridge_B2,UPPER BANN,42.98,54.2,383.0
N20000897,Titanic_K4,BELFAST EAST,22.04,33.3,350.0
N20000699,Cusher_K3,NEWRY AND ARMAGH,30.63,41.9,422.0
N20001789,Foyleside_F1,FOYLE,59.9,71.1,367.0
N20002819,Knockagh_F2,EAST ANTRIM,9.93,21.2,447.0
N20002007,Derg_D1,WEST TYRONE,26.3,37.5,476.0
N20001888,Waterside_H2,FOYLE,43.58,54.8,550.0
N20003342,Slieve_Croob_J2,SOUTH DOWN,63.32,74.6,509.0
N20003476,Newtownards_A3,STRANGFORD,10.67,21.9,504.0
N20000628,Banbridge_J3,UPPER BANN,17.69,28.9,411.0
N20002910,Magherafelt_C5,MID ULSTER,42.56,53.8,431.0
N20001430,Court_Q4,BELFAST WEST,62.02,73.3,241.0
N20000900,Titanic_N2,BELFAST EAST,10.31,21.5,280.0
N20000305,Armagh_E3,NEWRY AND ARMAGH,21.81,33.0,435.0
N20001540,Bann_H1,EAST LONDONDERRY,55.6,66.8,367.0
N20001900,Waterside_J4,FOYLE,59.59,70.8,399.0
N20002934,Cookstown_B2,MID ULSTER,16.42,27.7,391.0
N20003175,Newry_G1,NEWRY AND ARMAGH,63.11,74.3,385.0
N20001032,Lisnasharragh_D4,BELFAST SOUTH,27.68,38.9,267.0
N20000294,Airport_J5,SOUTH ANTRIM,68.44,79.7,584.0
N20001262,Collin_G3,BELFAST WEST,71.36,82.6,334.0
N20003379,Rowallane_F5,STRANGFORD,34.92,46.2,326.0
N20001197,Balmoral_D4,BELFAST SOUTH,69.92,81.2,367.0
N20000268,Airport_F1,SOUTH ANTRIM,24.99,36.2,562.0
N20003424,Downpatrick_H4,SOUTH DOWN,47.88,59.1,393.0
N20002625,Ballymena_J1,NORTH ANTRIM,12.74,24.0,276.0
N20000827,Castle_J5,BELFAST NORTH,58.14,69.4,405.0
N20000723,Oldpark_C3,BELFAST NORTH,12.16,23.4,459.0
N20001597,Causeway_A1,NORTH ANTRIM,9.71,20.9,611.0
N20000956,Ormiston_B4,BELFAST EAST,13.65,24.9,708.0
N20001622,Causeway_G2,EAST LONDONDERRY,21.39,32.6,368.0
N20001537,Bann_F3,EAST LONDONDERRY,21.62,32.9,477.0
N20003561,Holywood_and_Clandeboye_H3,NORTH DOWN,28.37,39.6,401.0
N20000287,Airport_H3,SOUTH ANTRIM,69.68,80.9,559.0
N20000830,Castle_L4,BELFAST NORTH,48.28,59.5,310.0
N20000946,Ormiston_A1,NORTH DOWN,14.89,26.1,273.0
N20001214,Balmoral_J3,BELFAST SOUTH,28.96,40.2,346.0
N20001675,The_Glens_E3,EAST ANTRIM,69.29,80.5,479.0
N20000149,Three_Mile_Water_E4,EAST ANTRIM,18.17,29.4,515.0
N20003292,The_Mournes_G4,SOUTH DOWN,20.15,31.4,598.0
N20002878,Moyola_D4,MID ULSTER,66.19,77.4,344.0
N20000893,Titanic_L1,BELFAST EAST,16.23,27.5,402.0
N20000731,Oldpark_D4,BELFAST NORTH,49.38,60.6,503.0
N20003269,The_Mournes_B4,SOUTH DOWN,50.14,61.4,383.0
N20003303,The_Mournes_P2,SOUTH DOWN,32.24,43.5,297.0
N20003079,Clogher_Valley_E3,FERMANAGH AND SOUTH TYRONE,53.27,64.5,549.0
N20002463,Castlereagh_South_A4,BELFAST SOUTH,42.27,53.5,354.0
N20003691,Bangor_East_and_Donaghadee_B7,NORTH DOWN,11.69,22.9,354.0
N20000637,Banbridge_K1,UPPER BANN,20.4,31.6,468.0
N20002725,Larne_Lough_A1,EAST ANTRIM,14.15,25.4,237.0
N20000829,Castle_K4,BELFAST NORTH,15.6,26.8,279.0
N20002512,Castlereagh_East_E2,BELFAST EAST,11.97,23.2,386.0
N20001957,Sperrin_C2,WEST TYRONE,29.92,41.2,197.0
N20000218,Glengormley_Urban_B3,SOUTH ANTRIM,15.72,27.0,519.0
N20001445,Court_X5,BELFAST WEST,62.07,73.3,303.0
N20003164,Newry_A5,NEWRY AND ARMAGH,62.5,73.7,378.0
N20003110,Slieve_Gullion_C2,NEWRY AND ARMAGH,54.79,66.0,546.0
N20000520,Lurgan_J4,UPPER BANN,10.71,21.9,529.0
N20001898,Waterside_K4,FOYLE,20.59,31.8,381.0
N20003393,Downpatrick_A2,SOUTH DOWN,49.37,60.6,530.0
N20002023,Derg_H3,WEST TYRONE,63.54,74.8,454.0
N20000789,Castle_A3,BELFAST NORTH,53.02,64.3,398.0
N20002967,Cookstown_J2,MID ULSTER,24.09,35.3,448.0
N20000630,Banbridge_G2,UPPER BANN,25.95,37.2,360.0
N20002413,Lisburn_North_H5,LAGAN VALLEY,25.32,36.6,244.0
N20002886,Moyola_G2,MID ULSTER,37.76,49.0,407.0
N20003456,Comber_E2,STRANGFORD,9.25,20.5,421.0
N20000318,Armagh_D5,NEWRY AND ARMAGH,63.3,74.5,391.0
N20000649,Banbridge_N3,UPPER BANN,26.44,37.7,590.0
N20001216,Balmoral_J4,BELFAST SOUTH,30.26,41.5,234.0
N20000531,Lurgan_P4,UPPER BANN,10.64,21.9,327.0
N20003083,Clogher_Valley_D4,FERMANAGH AND SOUTH TYRONE,42.81,54.0,342.0
N20001121,Botanic_P1,BELFAST SOUTH,50.33,61.6,526.0
N20001291,Collin_N4,BELFAST WEST,76.25,87.5,386.0
N20000128,Three_Mile_Water_C2,EAST ANTRIM,15.29,26.5,555.0
N20002208,Omagh_H2,WEST TYRONE,45.39,56.6,299.0
N20000602,Banbridge_B4,UPPER BANN,27.02,38.3,383.0
N20003304,The_Mournes_N3,SOUTH DOWN,39.19,50.4,661.0
N20001568,Coleraine_F1,EAST LONDONDERRY,27.78,39.0,392.0
N20000784,Oldpark_T4,BELFAST NORTH,67.52,78.8,275.0
N20003723,Bangor_East_and_Donaghadee_J7,NORTH DOWN,9.02,20.3,283.0
N20000313,Armagh_F1,NEWRY AND ARMAGH,52.53,63.8,381.0
N20001309,Black_Mountain_D2,BELFAST WEST,75.98,87.2,707.0
N20002718,Coast_Road_G4,EAST ANTRIM,23.16,34.4,399.0
N20002763,Carrick_Castle_A1,EAST ANTRIM,8.81,20.0,377.0
N20000748,Oldpark_H2,BELFAST NORTH,68.43,79.7,468.0
N20001458,Benbradagh_D1,EAST LONDONDERRY,45.34,56.6,436.0
N20001867,Waterside_C4,FOYLE,32.95,44.2,364.0
N20001674,The_Glens_F1,NORTH ANTRIM,14.19,25.4,506.0
N20002731,Larne_Lough_C2,EAST ANTRIM,16.4,27.6,458.0
N20001920,Faughan_C4,FOYLE,48.34,59.6,386.0
N20003595,Bangor_West_C3,NORTH DOWN,14.31,25.5,481.0
N20003546,Holywood_and_Clandeboye_C1,NORTH DOWN,14.85,26.1,478.0
N20002181,Omagh_C1,WEST TYRONE,33.72,45.0,437.0
N20002505,Castlereagh_East_B1,BELFAST EAST,11.07,22.3,350.0
N20003045,Dungannon_E3,FERMANAGH AND SOUTH TYRONE,30.29,41.5,417.0
N20000510,Lurgan_J1,UPPER BANN,13.55,24.8,471.0
N20000725,Oldpark_D3,BELFAST NORTH,57.39,68.6,266.0
N20000123,Ballyclare_H3,SOUTH ANTRIM,10.06,21.3,386.0
N20003779,Ards_Peninsula_N5,STRANGFORD,47.73,59.0,399.0
N20002697,Coast_Road_D3,EAST ANTRIM,21.89,33.1,383.0
N20001276,Collin_K4,BELFAST WEST,69.13,80.4,357.0
N20000291,Airport_J3,SOUTH ANTRIM,51.0,62.2,277.0
N20000204,Macedon_J5,BELFAST NORTH,27.03,38.3,314.0
N20002876,Moyola_E2,MID ULSTER,24.62,35.9,443.0
N20003349,Rowallane_A2,STRANGFORD,27.51,38.7,603.0
N20001623,Causeway_F3,EAST LONDONDERRY,24.22,35.5,382.0
N20000794,Castle_C1,BELFAST NORTH,60.0,71.2,432.0
N20002890,Moyola_G4,MID ULSTER,69.56,80.8,493.0
N20000027,Dunsilly_F3,SOUTH ANTRIM,28.98,40.2,361.0
N20000874,Titanic_F3,BELFAST EAST,10.98,22.2,221.0
N20001916,Faughan_B2,FOYLE,40.11,51.3,576.0
N20002262,Downshire_West_C1,LAGAN VALLEY,14.88,26.1,430.0
N20003182,Newry_F4,NEWRY AND ARMAGH,64.75,76.0,342.0
N20000247,Glengormley_Urban_K2,BELFAST NORTH,51.07,62.3,357.0
N20002124,Erne_North_A2,FERMANAGH AND SOUTH TYRONE,56.33,67.6,429.0
N20001558,Coleraine_B4,EAST LONDONDERRY,19.55,30.8,444.0
N20003396,Downpatrick_B2,SOUTH DOWN,50.0,61.2,527.0
N20000656,Banbridge_P4,SOUTH DOWN,19.44,30.7,236.0
N20000812,Castle_F3,BELFAST NORTH,68.01,79.2,252.0
N20002009,Derg_E1,WEST TYRONE,47.47,58.7,329.0
N20000235,Glengormley_Urban_G3,BELFAST NORTH,33.74,45.0,299.0
N20000937,Titanic_X3,BELFAST EAST,18.43,29.7,395.0
N20001128,Botanic_U1,BELFAST SOUTH,22.47,33.7,215.0
N20001069,Lisnasharragh_P4,BELFAST SOUTH,46.3,57.5,378.0
N20001381,Court_D1,BELFAST NORTH,8.35,19.6,564.0
N20002694,Coast_Road_C4,EAST ANTRIM,25.41,36.6,354.0
N20002395,Lisburn_North_E4,LAGAN VALLEY,52.31,63.5,294.0
N20003311,Slieve_Croob_A1,SOUTH DOWN,25.15,36.4,514.0
N20003268,The_Mournes_C2,SOUTH DOWN,45.52,56.8,476.0
N20000962,Ormiston_D4,BELFAST EAST,11.1,22.3,533.0
N20000478,Lurgan_A2,UPPER BANN,57.67,68.9,470.0
N20002471,Castlereagh_South_B7,BELFAST SOUTH,37.98,49.2,348.0
N20002867,Moyola_B1,MID ULSTER,12.08,23.3,696.0
N20001909,Faughan_A1,FOYLE,55.69,66.9,383.0
N20001627,Causeway_K1,EAST LONDONDERRY,11.94,23.2,534.0
N20003575,Holywood_and_Clandeboye_K5,NORTH DOWN,23.95,35.2,301.0
N20002643,Braid_C1,NORTH ANTRIM,36.72,48.0,388.0
N20000833,Castle_R1,BELFAST NORTH,58.57,69.8,426.0
N20002862,Carntogher_D4,MID ULSTER,70.73,82.0,395.0
N20000738,Oldpark_G3,BELFAST NORTH,61.58,72.8,367.0
N20002986,Torrent_C2,MID ULSTER,46.1,57.3,441.0
N20002190,Omagh_A6,WEST TYRONE,58.77,70.0,501.0
N20000330,Armagh_G4,NEWRY AND ARMAGH,60.38,71.6,456.0
N20003593,Bangor_West_D3,NORTH DOWN,15.03,26.3,258.0
N20003698,Bangor_East_and_Donaghadee_G1,NORTH DOWN,11.27,22.5,516.0
N20003120,Slieve_Gullion_D5,NEWRY AND ARMAGH,62.69,73.9,369.0
N20000115,Ballyclare_E5,SOUTH ANTRIM,9.77,21.0,593.0
N20002598,Ballymena_D3,NORTH ANTRIM,46.79,58.0,314.0
N20002285,Downshire_West_G4,LAGAN VALLEY,12.23,23.5,461.0
N20001587,Coleraine_K2,EAST LONDONDERRY,17.49,28.7,503.0
N20002246,Mid_Tyrone_F2,WEST TYRONE,26.51,37.7,413.0
N20003454,Comber_D5,STRANGFORD,12.13,23.4,356.0
N20000296,Armagh_A2,NEWRY AND ARMAGH,41.54,52.8,457.0
N20001591,Coleraine_H5,EAST LONDONDERRY,17.09,28.3,494.0
N20001948,Sperrin_B2,EAST LONDONDERRY,17.39,28.6,543.0
N20002338,Lisburn_South_C5,LAGAN VALLEY,20.96,32.2,222.0
N20002635,Ballymena_K4,NORTH ANTRIM,12.26,23.5,310.0
N20000872,Titanic_D5,BELFAST EAST,19.91,31.1,377.0
N20002534,Castlereagh_East_G3,BELFAST EAST,13.4,24.6,440.0
N20001590,Coleraine_H4,EAST LONDONDERRY,18.06,29.3,416.0
N20001453,Benbradagh_A7,EAST LONDONDERRY,41.86,53.1,355.0
N20001966,Sperrin_D5,WEST TYRONE,68.46,79.7,493.0
N20000308,Armagh_C3,NEWRY AND ARMAGH,38.19,49.4,335.0
N20000337,Armagh_H5,NEWRY AND ARMAGH,49.61,60.8,347.0
N20003022,Dungannon_A2,FERMANAGH AND SOUTH TYRONE,55.9,67.1,478.0
N20003256,Crotlieve_L5,SOUTH DOWN,61.08,72.3,403.0
N20002618,Ballymena_F4,NORTH ANTRIM,17.61,28.8,356.0
N20002180,West_Tyrone_E5,WEST TYRONE,36.29,47.5,460.0
N20000661,Banbridge_Q3,SOUTH DOWN,33.34,44.6,417.0
N20000432,Craigavon_E2,UPPER BANN,66.17,77.4,422.0
N20000467,Craigavon_L3,UPPER BANN,35.8,47.0,372.0
N20000071,Antrim_G5,SOUTH ANTRIM,26.78,38.0,266.0
N20000254,Glengormley_Urban_K4,BELFAST NORTH,55.99,67.2,431.0
N20001209,Balmoral_H3,BELFAST SOUTH,34.88,46.1,330.0
N20003570,Holywood_and_Clandeboye_L1,NORTH DOWN,20.71,31.9,218.0
N20002261,Downshire_West_B4,LAGAN VALLEY,13.18,24.4,353.0
N20000356,Portadown_A1,UPPER BANN,41.37,52.6,559.0
N20000859,Titanic_A3,BELFAST EAST,18.6,29.8,326.0
N20003457,Comber_F1,STRANGFORD,10.28,21.5,429.0
N20001902,Waterside_P1,FOYLE,25.54,36.8,379.0
N20001720,Ballymoney_K3,NORTH ANTRIM,17.16,28.4,584.0
N20002449,Downshire_East_F2,LAGAN VALLEY,9.69,20.9,474.0
N20000770,Oldpark_Q3,BELFAST NORTH,53.97,65.2,379.0
N20001803,Ballyarnett_A1,FOYLE,66.81,78.0,496.0
N20002577,Bannside_H1,NORTH ANTRIM,42.6,53.8,479.0
N20002153,West_Tyrone_A3,WEST TYRONE,23.51,34.7,433.0
N20002143,Erne_North_E3,FERMANAGH AND SOUTH TYRONE,10.7,21.9,445.0
N20000577,Lagan_River_H2,LAGAN VALLEY,15.32,26.6,371.0
N20002821,Knockagh_E3,EAST ANTRIM,10.38,21.6,487.0
N20000364,Portadown_B4,UPPER BANN,27.91,39.1,434.0
N20002438,Downshire_East_D1,LAGAN VALLEY,15.06,26.3,400.0
N20002794,Carrick_Castle_H1,EAST ANTRIM,12.68,23.9,344.0
N20003503,Newtownards_J2,STRANGFORD,18.02,29.3,340.0
N20001420,Court_N4,BELFAST WEST,65.95,77.2,248.0
N20001024,Lisnasharragh_C1,BELFAST SOUTH,45.47,56.7,501.0
N20000989,Ormiston_L2,BELFAST EAST,7.91,19.1,354.0
N20002313,Killultagh_E4,LAGAN VALLEY,11.57,22.8,427.0
N20003594,Bangor_West_E2,NORTH DOWN,12.53,23.8,430.0
N20002822,Knockagh_F4,EAST ANTRIM,11.88,23.1,464.0
N20001858,Waterside_C1,FOYLE,54.82,66.1,344.0
N20001113,Botanic_J1,BELFAST SOUTH,56.45,67.7,472.0
N20001444,Court_W4,BELFAST WEST,69.76,81.0,482.0
N20000083,Antrim_N4,SOUTH ANTRIM,21.37,32.6,240.0
N20002888,Moyola_G3,MID ULSTER,63.8,75.0,411.0
N20000144,Three_Mile_Water_D4,SOUTH ANTRIM,14.51,25.7,311.0
N20000468,Craigavon_K3,UPPER BANN,15.56,26.8,368.0
N20003545,Holywood_and_Clandeboye_F3,NORTH DOWN,20.15,31.4,525.0
N20002160,West_Tyrone_E1,WEST TYRONE,58.64,69.9,554.0
N20001161,Botanic_U3,BELFAST SOUTH,44.03,55.3,402.0
N20001883,Waterside_L2,FOYLE,61.77,73.0,446.0
N20002874,Moyola_D2,MID ULSTER,68.65,79.9,295.0
N20001110,Botanic_H5,BELFAST SOUTH,40.55,51.8,274.0
N20003275,The_Mournes_F2,SOUTH DOWN,46.83,58.1,403.0
N20001546,Bann_G5,EAST LONDONDERRY,68.86,80.1,239.0
N20003009,Torrent_G3,MID ULSTER,60.18,71.4,637.0
N20001321,Black_Mountain_J3,BELFAST WEST,69.41,80.6,463.0
N20002622,Ballymena_H2,NORTH ANTRIM,8.78,20.0,318.0
N20002707,Coast_Road_G1,EAST ANTRIM,13.3,24.5,331.0
N20001614,Causeway_E4,EAST LONDONDERRY,15.03,26.3,412.0
N20003287,The_Mournes_H4,SOUTH DOWN,8.66,19.9,440.0
N20002937,Cookstown_B4,MID ULSTER,28.91,40.1,516.0
N20002146,Erne_North_G2,FERMANAGH AND SOUTH TYRONE,45.8,57.0,367.0
N20000733,Oldpark_E4,BELFAST NORTH,57.83,69.1,457.0
N20001638,Causeway_H6,EAST LONDONDERRY,30.36,41.6,522.0
N20003668,Bangor_Central_L5,NORTH DOWN,11.2,22.4,368.0
N20002634,Ballymena_K3,NORTH ANTRIM,17.51,28.7,370.0
N20001215,Balmoral_N1,BELFAST SOUTH,15.09,26.3,527.0
N20002717,Coast_Road_E6,EAST ANTRIM,24.2,35.4,252.0
N20002770,Carrick_Castle_C2,EAST ANTRIM,11.62,22.9,520.0
N20003565,Holywood_and_Clandeboye_K3,NORTH DOWN,23.36,34.6,340.0
N20000229,Glengormley_Urban_E4,BELFAST NORTH,13.73,25.0,370.0
N20002802,Knockagh_A1,EAST ANTRIM,8.72,20.0,757.0
N20000710,Cusher_L5,NEWRY AND ARMAGH,62.68,73.9,681.0
N20002680,Braid_K1,NORTH ANTRIM,9.67,20.9,339.0
N20003649,Bangor_Central_H2,NORTH DOWN,17.09,28.3,453.0
N20001548,Coleraine_B1,EAST LONDONDERRY,29.95,41.2,653.0
N20003237,Crotlieve_J1,SOUTH DOWN,65.99,77.2,454.0
N20001855,Waterside_A4,FOYLE,36.05,47.3,336.0
N20002914,Magherafelt_E2,MID ULSTER,31.17,42.4,468.0
N20001152,Botanic_S3,BELFAST SOUTH,43.65,54.9,321.0
N20003461,Comber_E3,STRANGFORD,10.42,21.7,297.0
N20000350,Armagh_L3,NEWRY AND ARMAGH,69.12,80.4,443.0
N20001275,Collin_J3,BELFAST WEST,52.31,63.5,335.0
N20000634,Banbridge_G4,UPPER BANN,12.3,23.5,297.0
