DZ21,label,con,yes_raw,yes,pop
N20000426,Craigavon_B2,UPPER BANN,71.17,82.4,378.0
N20002593,Ballymena_D2,NORTH ANTRIM,40.77,52.0,523.0
N20001771,Foyleside_B1,FOYLE,70.14,81.4,534.0
N20003721,Bangor_East_and_Donaghadee_E3,NORTH DOWN,11.67,22.9,349.0
N20000655,Banbridge_P3,SOUTH DOWN,10.81,22.0,335.0
N20003589,Bangor_West_C2,NORTH DOWN,16.74,28.0,422.0
N20002469,Castlereagh_South_B6,BELFAST SOUTH,38.62,49.9,304.0
N20001545,Bann_G4,EAST LONDONDERRY,55.12,66.4,374.0
N20003005,Torrent_H4,MID ULSTER,59.95,71.2,192.0
N20002289,Killultagh_B2,SOUTH ANTRIM,49.35,60.6,738.0
N20000069,Antrim_L1,SOUTH ANTRIM,21.69,32.9,363.0
N20000265,Airport_D1,SOUTH ANTRIM,29.15,40.4,428.0
N20001001,Ormiston_N4,BELFAST EAST,16.33,27.6,389.0
N20002483,Castlereagh_South_E6,BELFAST SOUTH,42.76,54.0,671.0
N20002442,Downshire_East_D3,LAGAN VALLEY,15.16,26.4,431.0
N20003482,Newtownards_C1,STRANGFORD,15.02,26.3,418.0
N20002840,Carntogher_A2,MID ULSTER,37.27,48.5,519.0
N20003421,Downpatrick_F4,SOUTH DOWN,62.52,73.8,565.0
N20001383,Court_D2,BELFAST NORTH,10.71,21.9,414.0
N20003726,Bangor_East_and_Donaghadee_E4,NORTH DOWN,10.63,21.9,274.0
N20002322,Killultagh_H3,LAGAN VALLEY,10.73,22.0,520.0
N20003090,Clogher_Valley_G2,FERMANAGH AND SOUTH TYRONE,36.13,47.4,392.0
N20000188,Macedon_H2,BELFAST NORTH,17.34,28.6,435.0
N20001106,Botanic_E4,BELFAST SOUTH,22.45,33.7,455.0
N20000266,Airport_C3,SOUTH ANTRIM,16.2,27.4,299.0
N20001031,Lisnasharragh_B5,BELFAST EAST,14.11,25.3,266.0
N20001039,Lisnasharragh_G1,BELFAST EAST,13.49,24.7,478.0
N20003147,Slieve_Gullion_N2,NEWRY AND ARMAGH,71.43,82.7,424.0
N20003361,Rowallane_E4,STRANGFORD,22.04,33.3,376.0
N20000070,Antrim_J4,SOUTH ANTRIM,22.7,33.9,373.0
N20000810,Castle_H2,BELFAST NORTH,60.28,71.5,339.0
N20000169,Macedon_B3,EAST ANTRIM,36.28,47.5,360.0
N20000001,Dunsilly_A1,SOUTH ANTRIM,10.37,21.6,594.0
N20002240,Mid_Tyrone_E2,WEST TYRONE,72.22,83.5,507.0
N20000780,Oldpark_S4,BELFAST NORTH,59.9,71.1,157.0
N20003253,Crotlieve_K6,SOUTH DOWN,59.23,70.5,391.0
N20000759,Oldpark_R2,BELFAST NORTH,48.04,59.3,307.0
N20003626,Bangor_Central_D1,NORTH DOWN,16.41,27.6,434.0
N20000642,Banbridge_F4,UPPER BANN,38.63,49.9,333.0
N20001377,Court_B3,BELFAST NORTH,16.41,27.6,335.0
N20001265,Collin_H3,BELFAST WEST,72.21,83.4,447.0
N20002836,Knockagh_J3,EAST ANTRIM,20.59,31.8,482.0
N20000437,Craigavon_D3,UPPER BANN,38.64,49.9,304.0
N20003464,Comber_G3,STRANGFORD,10.16,21.4,271.0
N20001133,Botanic_L4,BELFAST SOUTH,38.47,49.7,740.0
N20000085,Antrim_L4,SOUTH ANTRIM,20.66,31.9,465.0
N20001085,Botanic_A4,BELFAST SOUTH,32.12,43.3,453.0
N20001811,Ballyarnett_B1,FOYLE,70.3,81.5,411.0
N20001446,Benbradagh_B1,EAST LONDONDERRY,21.79,33.0,403.0
N20000063,Antrim_G3,SOUTH ANTRIM,26.2,37.4,316.0
N20001159,Botanic_W4,BELFAST SOUTH,47.1,58.3,377.0
N20003467,Comber_F5,STRANGFORD,11.7,22.9,713.0
N20000203,Macedon_J4,BELFAST NORTH,27.97,39.2,233.0
N20002754,Larne_Lough_H1,EAST ANTRIM,17.54,28.8,228.0
N20000176,Macedon_C5,BELFAST NORTH,10.51,21.7,337.0
N20003737,Ards_Peninsula_C3,STRANGFORD,9.83,21.1,308.0
N20001231,Balmoral_L4,LAGAN VALLEY,38.9,50.1,454.0
N20001986,Sperrin_J1,WEST TYRONE,71.21,82.4,561.0
N20000820,Castle_G5,BELFAST NORTH,9.22,20.5,347.0
N20000033,Dunsilly_F7,SOUTH ANTRIM,63.8,75.0,415.0
N20000747,Oldpark_L1,BELFAST NORTH,63.57,74.8,329.0
N20003706,Bangor_East_and_Donaghadee_F5,NORTH DOWN,12.1,23.3,350.0
N20000610,Banbridge_C4,UPPER BANN,21.47,32.7,448.0
N20000041,Antrim_C1,SOUTH ANTRIM,26.23,37.5,735.0
N20002305,Killultagh_D1,LAGAN VALLEY,46.22,57.5,389.0
N20002728,Larne_Lough_A3,EAST ANTRIM,18.19,29.4,328.0
N20001758,The_Moor_F2,FOYLE,75.38,86.6,351.0
N20002087,Enniskillen_D2,FERMANAGH AND SOUTH TYRONE,45.0,56.2,405.0
N20002113,Enniskillen_F5,FERMANAGH AND SOUTH TYRONE,42.97,54.2,404.0
N20000351,Armagh_L4,NEWRY AND ARMAGH,65.5,76.7,345.0
N20001407,Court_N1,BELFAST WEST,11.27,22.5,233.0
N20002602,Ballymena_C4,NORTH ANTRIM,40.18,51.4,349.0
N20001603,Causeway_B2,EAST LONDONDERRY,23.23,34.5,352.0
N20003222,Crotlieve_C3,SOUTH DOWN,65.79,77.0,438.0
N20001303,Black_Mountain_B2,BELFAST WEST,68.8,80.0,398.0
N20000097,Ballyclare_B5,SOUTH ANTRIM,10.21,21.4,502.0
N20003242,Crotlieve_K1,SOUTH DOWN,58.68,69.9,371.0
N20003747,Ards_Peninsula_D6,STRANGFORD,10.58,21.8,385.0
N20002826,Knockagh_G2,EAST ANTRIM,12.78,24.0,481.0
N20000870,Titanic_F1,BELFAST EAST,10.61,21.8,311.0
N20000549,Lurgan_S5,UPPER BANN,10.5,21.7,530.0
N20000173,Macedon_A3,BELFAST NORTH,30.82,42.1,516.0
N20000584,Lagan_River_L1,LAGAN VALLEY,13.45,24.7,508.0
N20001585,Coleraine_K1,EAST LONDONDERRY,19.25,30.5,412.0
N20002751,Larne_Lough_E3,EAST ANTRIM,10.5,21.7,481.0
N20001062,Lisnasharragh_K4,BELFAST SOUTH,59.07,70.3,234.0
N20000165,Macedon_A2,BELFAST NORTH,11.46,22.7,377.0
N20001013,Ormiston_S3,BELFAST EAST,11.82,23.1,444.0
N20003704,Bangor_East_and_Donaghadee_C4,NORTH DOWN,10.74,22.0,445.0
N20002911,Magherafelt_D1,MID ULSTER,47.78,59.0,616.0
N20003718,Bangor_East_and_Donaghadee_J5,NORTH DOWN,12.51,23.7,384.0
N20002000,Derg_B1,WEST TYRONE,38.81,50.0,426.0
N20002999,Torrent_F3,MID ULSTER,67.53,78.8,367.0
N20001960,Sperrin_D1,WEST TYRONE,60.59,71.8,321.0
N20000954,Ormiston_A5,BELFAST EAST,13.01,24.2,278.0
N20001725,Ballymoney_H6,NORTH ANTRIM,51.42,62.7,447.0
N20002130,Erne_North_C3,FERMANAGH AND SOUTH TYRONE,22.0,33.2,518.0
N20000008,Dunsilly_A5,SOUTH ANTRIM,36.23,47.5,512.0
N20001148,Botanic_R5,BELFAST SOUTH,32.84,44.1,365.0
N20002693,Coast_Road_C3,EAST ANTRIM,16.55,27.8,313.0
N20002118,Enniskillen_G4,FERMANAGH AND SOUTH TYRONE,13.26,24.5,310.0
N20000824,Castle_L3,BELFAST NORTH,57.13,68.4,505.0
N20003449,Comber_B5,STRANGFORD,13.45,24.7,205.0
N20000620,Banbridge_E5,UPPER BANN,27.24,38.5,519.0
N20003157,Newry_A2,NEWRY AND ARMAGH,68.1,79.3,467.0
N20001896,Waterside_J3,FOYLE,70.21,81.4,832.0
N20001824,Ballyarnett_H1,FOYLE,73.81,85.0,511.0
N20000795,Castle_C2,BELFAST NORTH,22.05,33.3,530.0
N20000419,Portadown_R4,UPPER BANN,19.05,30.3,421.0
N20002726,Larne_Lough_A2,EAST ANTRIM,19.67,30.9,489.0
N20003715,Bangor_East_and_Donaghadee_J4,NORTH DOWN,13.8,25.0,242.0
N20001139,Botanic_R3,BELFAST SOUTH,42.59,53.8,620.0
N20002527,Castlereagh_East_F4,BELFAST EAST,10.17,21.4,498.0
N20001582,Coleraine_H2,EAST LONDONDERRY,19.29,30.5,381.0
N20000850,Castle_T4,BELFAST NORTH,16.9,28.1,238.0
N20001917,Faughan_C1,FOYLE,35.07,46.3,428.0
N20000583,Lagan_River_K3,LAGAN VALLEY,15.0,26.2,432.0
N20002453,Downshire_East_G2,LAGAN VALLEY,19.08,30.3,354.0
N20000548,Lurgan_T3,UPPER BANN,13.1,24.3,406.0
N20002737,Larne_Lough_C4,EAST ANTRIM,17.87,29.1,432.0
N20003534,Newtownards_S5,STRANGFORD,12.08,23.3,329.0
N20003489,Newtownards_C3,STRANGFORD,11.73,23.0,305.0
N20000635,Banbridge_J5,UPPER BANN,27.73,39.0,489.0
N20003568,Holywood_and_Clandeboye_J2,NORTH DOWN,11.29,22.5,521.0
N20002389,Lisburn_North_D3,LAGAN VALLEY,48.74,60.0,398.0
N20000838,Castle_R3,BELFAST NORTH,58.51,69.7,384.0
N20002401,Lisburn_North_H1,LAGAN VALLEY,24.23,35.5,300.0
N20002385,Lisburn_North_D2,LAGAN VALLEY,56.14,67.4,482.0
N20003153,Slieve_Gullion_H5,NEWRY AND ARMAGH,78.48,89.7,523.0
N20003610,Bangor_West_G3,NORTH DOWN,15.26,26.5,191.0
N20000516,Lurgan_L1,UPPER BANN,60.23,71.5,395.0
N20003731,Ards_Peninsula_C2,STRANGFORD,11.12,22.4,338.0
N20002488,Castlereagh_South_J4,BELFAST SOUTH,42.56,53.8,417.0
N20002397,Lisburn_North_F4,LAGAN VALLEY,29.08,40.3,432.0
N20002318,Killultagh_G4,LAGAN VALLEY,34.66,45.9,799.0
N20002425,Downshire_East_A2,LAGAN VALLEY,21.61,32.8,494.0
N20001737,The_Moor_B2,FOYLE,69.93,81.2,271.0
N20000274,Airport_G1,SOUTH ANTRIM,13.81,25.0,429.0
N20001937,Faughan_E5,EAST LONDONDERRY,43.3,54.5,363.0
N20000853,Castle_T5,BELFAST NORTH,15.21,26.4,400.0
N20003488,Newtownards_D2,STRANGFORD,12.25,23.5,535.0
N20000614,Banbridge_L1,SOUTH DOWN,20.85,32.1,647.0
N20000841,Castle_S1,BELFAST NORTH,44.63,55.9,645.0
N20002383,Lisburn_North_A3,LAGAN VALLEY,30.23,41.5,400.0
N20002859,Carntogher_C4,MID ULSTER,73.78,85.0,582.0
N20003548,Holywood_and_Clandeboye_D1,NORTH DOWN,19.79,31.0,535.0
N20001084,Botanic_A3,BELFAST SOUTH,28.3,39.5,703.0
N20001386,Court_E2,BELFAST WEST,10.68,21.9,333.0
N20003293,The_Mournes_G5,SOUTH DOWN,33.47,44.7,639.0
N20002732,Larne_Lough_B3,EAST ANTRIM,15.65,26.9,352.0
N20000299,Armagh_E1,NEWRY AND ARMAGH,51.82,63.1,442.0
N20000923,Titanic_R3,BELFAST EAST,15.12,26.4,322.0
N20000054,Antrim_D4,SOUTH ANTRIM,13.31,24.5,412.0
N20002909,Magherafelt_C4,MID ULSTER,39.9,51.1,540.0
N20001228,Balmoral_P1,BELFAST SOUTH,12.37,23.6,324.0
N20000122,Ballyclare_H2,SOUTH ANTRIM,8.46,19.7,551.0
N20000835,Castle_P1,BELFAST NORTH,13.5,24.7,570.0
N20000888,Titanic_J2,BELFAST EAST,21.47,32.7,431.0
N20002736,Larne_Lough_B6,EAST ANTRIM,13.14,24.4,336.0
N20001496,Limavady_E2,EAST LONDONDERRY,37.69,48.9,207.0
N20003038,Dungannon_C3,FERMANAGH AND SOUTH TYRONE,39.49,50.7,421.0
N20002781,Carrick_Castle_D5,EAST ANTRIM,8.85,20.1,447.0
N20001194,Balmoral_C2,BELFAST SOUTH,34.93,46.2,263.0
N20000094,Ballyclare_B4,SOUTH ANTRIM,10.51,21.7,299.0
N20003573,Holywood_and_Clandeboye_L3,NORTH DOWN,18.61,29.8,401.0
N20000306,Armagh_B1,NEWRY AND ARMAGH,43.99,55.2,420.0
N20000814,Castle_J2,BELFAST NORTH,54.25,65.5,273.0
N20002541,Castlereagh_East_J2,BELFAST EAST,11.87,23.1,376.0
N20000286,Airport_J1,SOUTH ANTRIM,65.3,76.5,420.0
N20001971,Sperrin_F3,WEST TYRONE,54.48,65.7,549.0
N20003003,Torrent_H3,MID ULSTER,59.07,70.3,254.0
N20001884,Waterside_H1,FOYLE,46.34,57.6,753.0
N20002064,Erne_West_D2,FERMANAGH AND SOUTH TYRONE,50.96,62.2,365.0
N20000124,Three_Mile_Water_A1,SOUTH ANTRIM,13.15,24.4,385.0
N20000706,Cusher_L3,NEWRY AND ARMAGH,73.85,85.1,550.0
N20002828,Knockagh_H1,EAST ANTRIM,15.28,26.5,306.0
N20001125,Botanic_K2,BELFAST SOUTH,35.55,46.8,307.0
N20001772,Foyleside_B2,FOYLE,72.3,83.5,409.0
N20002935,Cookstown_B3,MID ULSTER,13.76,25.0,261.0
N20002700,Coast_Road_F2,EAST ANTRIM,19.0,30.2,337.0
N20000393,Portadown_F2,UPPER BANN,21.88,33.1,401.0
N20003743,Ards_Peninsula_C5,STRANGFORD,10.49,21.7,625.0
N20000528,Lurgan_R1,UPPER BANN,66.91,78.1,346.0
N20001102,Botanic_F4,BELFAST SOUTH,28.08,39.3,251.0
N20002339,Lisburn_South_C6,LAGAN VALLEY,14.86,26.1,372.0
N20001854,Waterside_A3,FOYLE,40.23,51.5,423.0
N20003228,Crotlieve_F2,SOUTH DOWN,68.01,79.2,473.0
N20000132,Three_Mile_Water_E1,EAST ANTRIM,21.33,32.6,494.0
N20000246,Glengormley_Urban_K1,BELFAST NORTH,52.49,63.7,417.0
N20003086,Clogher_Valley_E6,FERMANAGH AND SOUTH TYRONE,45.81,57.0,391.0
N20000045,Antrim_C3,SOUTH ANTRIM,30.71,41.9,386.0
N20000561,Lagan_River_B3,UPPER BANN,11.13,22.4,599.0
N20001260,Collin_J2,BELFAST WEST,71.91,83.1,365.0
N20003125,Slieve_Gullion_H1,NEWRY AND ARMAGH,32.14,43.4,559.0
N20001692,Ballymoney_B4,NORTH ANTRIM,14.52,25.8,513.0
N20002649,Braid_B3,NORTH ANTRIM,20.52,31.8,339.0
N20000998,Ormiston_P2,BELFAST EAST,17.21,28.4,296.0
N20002837,Carntogher_B1,MID ULSTER,54.04,65.3,296.0
N20001305,Black_Mountain_B4,BELFAST WEST,71.87,83.1,402.0
N20001624,Causeway_F4,EAST LONDONDERRY,24.33,35.6,371.0
N20000632,Banbridge_G3,UPPER BANN,26.42,37.7,331.0
N20002912,Magherafelt_C6,MID ULSTER,34.51,45.7,551.0
N20001016,Ormiston_T4,BELFAST EAST,13.92,25.2,508.0
N20000167,Macedon_B2,EAST ANTRIM,20.77,32.0,263.0
N20002245,Mid_Tyrone_F1,WEST TYRONE,38.8,50.0,550.0
N20000645,Banbridge_L2,SOUTH DOWN,30.92,42.2,521.0
N20001481,Limavady_A1,EAST LONDONDERRY,43.12,54.4,887.0
N20003100,Clogher_Valley_G4,FERMANAGH AND SOUTH TYRONE,34.09,45.3,399.0
N20003471,Comber_H2,STRANGFORD,19.17,30.4,561.0
N20000259,Airport_A2,SOUTH ANTRIM,14.35,25.6,519.0
N20002545,Castlereagh_East_K2,STRANGFORD,9.51,20.7,476.0
N20002628,Ballymena_G5,NORTH ANTRIM,16.77,28.0,417.0
N20001268,Collin_B4,BELFAST WEST,70.04,81.3,382.0
N20003445,Comber_B4,STRANGFORD,9.79,21.0,307.0
N20002485,Castlereagh_South_J1,BELFAST SOUTH,52.54,63.8,336.0
N20001892,Waterside_N3,FOYLE,68.57,79.8,353.0
N20002217,Omagh_G4,WEST TYRONE,15.6,26.8,396.0
N20003641,Bangor_Central_E5,NORTH DOWN,16.23,27.5,242.0
N20003050,Dungannon_F6,FERMANAGH AND SOUTH TYRONE,38.58,49.8,678.0
N20000693,Cusher_K1,NEWRY AND ARMAGH,14.1,25.3,406.0
N20000371,Portadown_D1,UPPER BANN,60.11,71.3,478.0
N20001183,Balmoral_A5,BELFAST SOUTH,47.86,59.1,370.0
N20003742,Ards_Peninsula_D2,STRANGFORD,9.88,21.1,285.0
N20000178,Macedon_E1,BELFAST NORTH,34.32,45.5,315.0
N20003197,Newry_J3,NEWRY AND ARMAGH,68.13,79.4,619.0
N20002407,Lisburn_North_J1,LAGAN VALLEY,13.22,24.5,200.0
N20003327,Slieve_Croob_E2,SOUTH DOWN,53.16,64.4,527.0
N20003550,Holywood_and_Clandeboye_E1,NORTH DOWN,21.53,32.8,501.0
N20002686,Coast_Road_A1,EAST ANTRIM,53.93,65.2,342.0
N20000709,Cusher_K6,NEWRY AND ARMAGH,58.01,69.2,542.0
N20001532,Bann_D6,EAST LONDONDERRY,52.31,63.5,449.0
N20001212,Balmoral_H4,BELFAST SOUTH,69.96,81.2,245.0
N20000538,Lurgan_N4,UPPER BANN,65.65,76.9,476.0
N20001489,Limavady_C2,EAST LONDONDERRY,23.77,35.0,567.0
N20000899,Titanic_J4,BELFAST EAST,23.44,34.7,353.0
N20003514,Newtownards_G4,STRANGFORD,10.23,21.5,497.0
N20003283,The_Mournes_J1,SOUTH DOWN,51.92,63.2,478.0
N20000219,Glengormley_Urban_C3,SOUTH ANTRIM,35.15,46.4,600.0
N20001336,Black_Mountain_J6,BELFAST WEST,69.25,80.5,212.0
N20000096,Ballyclare_A3,SOUTH ANTRIM,9.14,20.4,464.0
N20000190,Macedon_G1,BELFAST NORTH,9.98,21.2,273.0
N20001964,Sperrin_D4,WEST TYRONE,68.44,79.7,290.0
N20001871,Waterside_D5,FOYLE,28.78,40.0,457.0
N20003531,Newtownards_S2,STRANGFORD,10.72,22.0,367.0
N20000581,Lagan_River_G4,UPPER BANN,9.9,21.1,312.0
N20000746,Oldpark_N1,BELFAST NORTH,65.97,77.2,474.0
N20003381,Rowallane_H6,STRANGFORD,25.85,37.1,437.0
N20003714,Bangor_East_and_Donaghadee_H3,NORTH DOWN,10.2,21.4,516.0
N20002484,Castlereagh_South_F2,BELFAST SOUTH,37.02,48.3,705.0
N20003398,Downpatrick_C2,SOUTH DOWN,55.28,66.5,372.0
N20003209,Crotlieve_A3,SOUTH DOWN,37.6,48.8,417.0
N20000427,Craigavon_B3,UPPER BANN,67.16,78.4,491.0
N20002503,Castlereagh_East_C2,BELFAST EAST,12.73,24.0,469.0
N20000906,Titanic_J5,BELFAST EAST,17.44,28.7,193.0
N20003759,Ards_Peninsula_F4,STRANGFORD,35.58,46.8,359.0
N20000657,Banbridge_L5,SOUTH DOWN,20.82,32.1,500.0
N20001223,Balmoral_K2,BELFAST SOUTH,15.01,26.2,502.0
N20002051,Erne_East_F1,FERMANAGH AND SOUTH TYRONE,54.43,65.7,568.0
N20000411,Portadown_L4,UPPER BANN,25.95,37.2,428.0
N20003487,Newtownards_C2,STRANGFORD,10.48,21.7,490.0
N20000963,Ormiston_F2,BELFAST EAST,20.75,32.0,259.0
N20001447,Benbradagh_A1,EAST LONDONDERRY,36.43,47.7,258.0
N20001962,Sperrin_D2,WEST TYRONE,64.72,76.0,379.0
N20002090,Enniskillen_C1,FERMANAGH AND SOUTH TYRONE,40.53,51.8,443.0
N20001277,Collin_N2,BELFAST WEST,74.07,85.3,542.0
N20000278,Airport_C4,SOUTH ANTRIM,16.31,27.5,429.0
N20001239,Collin_B1,BELFAST WEST,73.46,84.7,368.0
N20000425,Craigavon_B1,UPPER BANN,59.81,71.0,217.0
N20000460,Craigavon_H4,UPPER BANN,16.5,27.7,541.0
N20000750,Oldpark_L2,BELFAST NORTH,64.47,75.7,436.0
N20001652,The_Glens_C1,NORTH ANTRIM,37.44,48.7,435.0
N20003165,Newry_D2,NEWRY AND ARMAGH,67.17,78.4,425.0
N20002515,Castlereagh_East_B4,BELFAST EAST,11.85,23.1,439.0
N20002302,Killultagh_G2,LAGAN VALLEY,16.5,27.7,373.0
N20002355,Lisburn_South_H2,LAGAN VALLEY,27.5,38.7,399.0
N20000882,Titanic_B2,BELFAST EAST,29.32,40.6,417.0
N20001442,Court_T3,BELFAST WEST,73.43,84.7,415.0
N20000551,Lagan_River_C1,UPPER BANN,11.4,22.6,523.0
N20003602,Bangor_West_D5,NORTH DOWN,15.34,26.6,361.0
N20000905,Titanic_L3,BELFAST EAST,21.93,33.2,346.0
N20000617,Banbridge_E3,UPPER BANN,24.17,35.4,253.0
N20002490,Castlereagh_South_G2,BELFAST SOUTH,30.78,42.0,527.0
N20001827,Ballyarnett_F2,FOYLE,71.42,82.7,425.0
N20003365,Rowallane_D3,STRANGFORD,26.67,37.9,447.0
N20001490,Limavady_B3,EAST LONDONDERRY,26.02,37.3,304.0
N20002116,Enniskillen_H6,FERMANAGH AND SOUTH TYRONE,42.86,54.1,421.0
N20003696,Bangor_East_and_Donaghadee_F1,NORTH DOWN,11.53,22.8,491.0
N20003579,Bangor_West_A2,NORTH DOWN,17.04,28.3,286.0
N20003529,Newtownards_R4,STRANGFORD,15.42,26.7,285.0
N20000894,Titanic_H3,BELFAST EAST,48.22,59.5,397.0
N20000276,Airport_E5,SOUTH ANTRIM,51.01,62.2,393.0
N20000984,Ormiston_H4,BELFAST EAST,19.39,30.6,419.0
N20002256,Downshire_West_A5,LAGAN VALLEY,18.36,29.6,369.0
N20001150,Botanic_W1,BELFAST SOUTH,38.82,50.1,323.0
N20001736,The_Moor_A2,FOYLE,74.74,86.0,461.0
N20000102,Ballyclare_D3,SOUTH ANTRIM,10.26,21.5,363.0
N20002393,Lisburn_North_F1,LAGAN VALLEY,26.36,37.6,482.0
N20003428,Downpatrick_J4,SOUTH DOWN,55.77,67.0,442.0
N20001052,Lisnasharragh_N4,BELFAST SOUTH,17.22,28.4,364.0
N20001780,Foyleside_C2,FOYLE,75.3,86.5,524.0
N20000158,Three_Mile_Water_G3,EAST ANTRIM,19.87,31.1,505.0
N20000955,Ormiston_C3,BELFAST EAST,14.59,25.8,294.0
N20000580,Lagan_River_G3,UPPER BANN,16.99,28.2,637.0
N20000416,Portadown_R3,NEWRY AND ARMAGH,27.35,38.6,522.0
N20000844,Castle_T2,BELFAST NORTH,8.41,19.6,404.0
N20003414,Downpatrick_H1,SOUTH DOWN,55.68,66.9,570.0
N20002033,Erne_East_A4,FERMANAGH AND SOUTH TYRONE,22.06,33.3,242.0
N20002373,Lisburn_South_J4,LAGAN VALLEY,21.85,33.1,554.0
N20000408,Portadown_J4,NEWRY AND ARMAGH,16.86,28.1,272.0
N20000994,Ormiston_K4,BELFAST EAST,9.39,20.6,488.0
N20003154,Newry_A1,NEWRY AND ARMAGH,36.9,48.1,569.0
N20000961,Ormiston_D3,BELFAST EAST,13.68,24.9,342.0
N20003143,Slieve_Gullion_J4,NEWRY AND ARMAGH,76.7,87.9,371.0
N20002162,West_Tyrone_E2,WEST TYRONE,60.34,71.6,426.0
N20000986,Ormiston_J4,BELFAST EAST,11.53,22.8,276.0
N20003498,Newtownards_G2,STRANGFORD,13.22,24.4,295.0
N20000730,Oldpark_F2,BELFAST NORTH,14.14,25.4,565.0
N20000404,Portadown_N1,UPPER BANN,16.49,27.7,519.0
N20000692,Cusher_H1,NEWRY AND ARMAGH,25.51,36.7,655.0
N20000822,Castle_L2,BELFAST NORTH,62.9,74.1,206.0
N20000207,Macedon_L1,BELFAST NORTH,59.65,70.9,369.0
N20002298,Killultagh_C4,SOUTH ANTRIM,22.91,34.1,390.0
N20000769,Oldpark_R5,BELFAST NORTH,57.44,68.7,325.0
N20002939,Cookstown_E3,MID ULSTER,14.69,25.9,226.0
N20001287,Collin_Q2,BELFAST WEST,73.5,84.7,309.0
N20000166,Macedon_B1,EAST ANTRIM,21.45,32.7,330.0
N20003701,Bangor_East_and_Donaghadee_F3,NORTH DOWN,11.86,23.1,447.0
N20001118,Botanic_N1,BELFAST SOUTH,57.52,68.8,412.0
N20002599,Ballymena_B4,NORTH ANTRIM,19.82,31.1,337.0
N20001919,Faughan_C3,FOYLE,43.02,54.3,530.0
N20000004,Dunsilly_A3,SOUTH ANTRIM,31.65,42.9,520.0
N20000447,Craigavon_F5,UPPER BANN,30.64,41.9,405.0
N20000465,Craigavon_L2,UPPER BANN,33.28,44.5,191.0
N20002531,Castlereagh_East_G1,BELFAST EAST,11.69,22.9,291.0
N20003716,Bangor_East_and_Donaghadee_H4,NORTH DOWN,13.03,24.3,452.0
N20000919,Titanic_T3,BELFAST EAST,15.22,26.4,329.0
N20001398,Court_K2,BELFAST WEST,9.42,20.7,294.0
N20003385,Rowallane_G5,STRANGFORD,31.45,42.7,366.0
N20002891,Moyola_H2,MID ULSTER,38.28,49.5,615.0
N20001043,Lisnasharragh_J1,BELFAST EAST,12.52,23.8,209.0
N20003042,Dungannon_F4,FERMANAGH AND SOUTH TYRONE,50.0,61.2,428.0
N20003345,Slieve_Croob_J4,SOUTH DOWN,70.98,82.2,317.0
N20003263,The_Mournes_B1,SOUTH DOWN,50.38,61.6,362.0
N20001850,Waterside_A1,FOYLE,44.08,55.3,492.0
N20000997,Ormiston_N3,BELFAST EAST,18.8,30.0,533.0
N20002481,Castlereagh_South_F1,BELFAST SOUTH,30.23,41.5,568.0
N20002988,Torrent_B5,MID ULSTER,53.4,64.6,389.0
N20003552,Holywood_and_Clandeboye_H1,NORTH DOWN,21.12,32.4,308.0
N20003021,Dungannon_G2,FERMANAGH AND SOUTH TYRONE,60.48,71.7,394.0
N20001385,Court_D3,BELFAST NORTH,15.07,26.3,307.0
N20000867,Titanic_E1,BELFAST EAST,16.1,27.3,298.0
N20000185,Macedon_E3,BELFAST NORTH,13.1,24.3,207.0
N20000527,Lurgan_Q1,UPPER BANN,23.23,34.5,402.0
N20000488,Lurgan_B3,UPPER BANN,41.1,52.3,424.0
N20002122,Erne_North_A1,FERMANAGH AND SOUTH TYRONE,30.84,42.1,520.0
N20000517,Lurgan_J2,UPPER BANN,9.72,21.0,399.0
N20002415,Lisburn_North_J5,LAGAN VALLEY,17.86,29.1,359.0
N20000496,Lurgan_F1,UPPER BANN,63.18,74.4,545.0
N20002343,Lisburn_South_C7,LAGAN VALLEY,16.02,27.2,294.0
N20001038,Lisnasharragh_E2,BELFAST EAST,15.98,27.2,470.0
N20000209,Macedon_L3,BELFAST NORTH,62.14,73.4,362.0
N20001621,Causeway_G1,EAST LONDONDERRY,29.56,40.8,424.0
N20000743,Oldpark_J1,BELFAST NORTH,55.95,67.2,315.0
N20001984,Sperrin_H5,WEST TYRONE,65.95,77.2,369.0
N20002109,Enniskillen_G2,FERMANAGH AND SOUTH TYRONE,31.04,42.3,362.0
N20000151,Three_Mile_Water_H2,SOUTH ANTRIM,14.8,26.0,513.0
N20000241,Glengormley_Urban_G5,BELFAST NORTH,22.45,33.7,238.0
N20000355,Armagh_K6,NEWRY AND ARMAGH,69.9,81.1,407.0
N20000791,Castle_B2,BELFAST NORTH,43.54,54.8,396.0
N20002699,Coast_Road_F1,EAST ANTRIM,16.45,27.7,463.0
N20000647,Banbridge_N2,UPPER BANN,40.07,51.3,390.0
N20003156,Newry_B2,SOUTH DOWN,62.16,73.4,516.0
N20003389,Rowallane_G6,STRANGFORD,26.43,37.7,332.0
N20002443,Downshire_East_E3,LAGAN VALLEY,12.73,24.0,342.0
N20001060,Lisnasharragh_J5,BELFAST EAST,15.3,26.5,337.0
N20000537,Lurgan_S1,UPPER BANN,11.08,22.3,422.0
N20000793,Castle_B4,BELFAST NORTH,57.7,68.9,426.0
N20003215,Crotlieve_C2,SOUTH DOWN,49.79,61.0,526.0
N20002784,Carrick_Castle_B4,EAST ANTRIM,11.64,22.9,284.0
