DZ21,label,con,margin_rate,prot_pct,old65_pct,pop
N20003244,Crotlieve_L2,SOUTH DOWN,3.19,4.45,12.29,472.0
N20003223,Crotlieve_C4,SOUTH DOWN,3.17,5.56,16.37,342.0
N20002079,Erne_West_F4,FERMANAGH AND SOUTH TYRONE,3.16,6.45,23.53,527.0
N20001797,Foyleside_F2,FOYLE,3.15,14.1,12.82,312.0
N20002993,Torrent_C4,MID ULSTER,3.15,10.39,18.1,558.0
N20001127,Botanic_N2,BELFAST SOUTH,3.15,11.62,3.73,482.0
N20001113,Botanic_J1,BELFAST SOUTH,3.14,17.16,4.87,472.0
N20003218,Crotlieve_D2,SOUTH DOWN,3.13,3.58,10.32,475.0
N20001441,Court_X3,BELFAST WEST,3.13,8.27,11.03,399.0
N20001437,Court_S5,BELFAST WEST,3.13,6.01,17.09,316.0
N20000298,Armagh_A4,NEWRY AND ARMAGH,3.13,8.54,18.83,515.0
N20001281,Collin_R1,BELFAST WEST,3.13,13.15,7.57,251.0
N20001443,Court_X4,BELFAST WEST,3.12,4.42,13.95,294.0
N20003345,Slieve_Croob_J4,SOUTH DOWN,3.12,3.47,20.82,317.0
N20001114,Botanic_J2,BELFAST SOUTH,3.11,15.19,2.53,395.0
N20000286,Airport_J1,SOUTH ANTRIM,3.11,10.0,11.67,420.0
N20002890,Moyola_G4,MID ULSTER,3.11,7.91,22.31,493.0
N20001994,Derg_A1,WEST TYRONE,3.11,5.19,14.86,424.0
N20001306,Black_Mountain_A6,BELFAST WEST,3.11,2.52,19.75,238.0
N20001795,Foyleside_G1,FOYLE,3.1,8.05,23.91,435.0
N20001779,Foyleside_C1,FOYLE,3.1,2.19,13.6,456.0
N20000022,Dunsilly_C3,SOUTH ANTRIM,3.1,5.21,8.14,307.0
N20001781,Foyleside_B4,FOYLE,3.1,4.84,44.07,413.0
N20001444,Court_W4,BELFAST WEST,3.1,2.49,17.43,482.0
N20003191,Newry_K2,NEWRY AND ARMAGH,3.08,3.96,26.87,454.0
N20000896,Titanic_H4,BELFAST EAST,3.08,9.44,18.3,519.0
N20001799,Foyleside_G3,FOYLE,3.08,4.23,15.77,520.0
N20001119,Botanic_J3,BELFAST SOUTH,3.07,24.13,2.99,402.0
N20001274,Collin_P1,BELFAST WEST,3.07,12.33,14.33,300.0
N20000350,Armagh_L3,NEWRY AND ARMAGH,3.06,4.97,5.19,443.0
N20001809,Ballyarnett_D2,FOYLE,3.05,5.83,8.74,412.0
N20000741,Oldpark_G4,BELFAST NORTH,3.05,5.31,18.3,377.0
N20001204,Balmoral_H2,BELFAST SOUTH,3.04,9.95,24.88,402.0
N20003012,Torrent_F5,MID ULSTER,3.03,2.12,3.7,378.0
N20001813,Ballyarnett_B2,FOYLE,3.03,5.75,3.51,313.0
N20000426,Craigavon_B2,UPPER BANN,3.02,2.38,8.47,378.0
N20001964,Sperrin_D4,WEST TYRONE,3.01,4.14,5.52,290.0
N20001235,Collin_A1,BELFAST WEST,3.01,5.4,30.58,278.0
N20000748,Oldpark_H2,BELFAST NORTH,3.01,4.49,11.32,468.0
N20001772,Foyleside_B2,FOYLE,3.01,4.4,41.81,409.0
N20001265,Collin_H3,BELFAST WEST,3.0,1.79,25.95,447.0
N20001431,Court_S3,BELFAST WEST,3.0,5.38,24.22,223.0
N20001420,Court_N4,BELFAST WEST,3.0,8.06,12.1,248.0
N20001423,Court_Q3,BELFAST WEST,2.99,5.15,18.04,194.0
N20003260,The_Mournes_A4,SOUTH DOWN,2.98,2.69,10.02,409.0
N20002240,Mid_Tyrone_E2,WEST TYRONE,2.96,3.35,25.25,507.0
N20001741,The_Moor_C1,FOYLE,2.95,7.54,31.8,305.0
N20001740,The_Moor_B4,FOYLE,2.95,3.41,25.79,411.0
N20002860,Carntogher_D3,MID ULSTER,2.94,11.62,25.48,628.0
N20000761,Oldpark_L4,BELFAST NORTH,2.94,2.87,16.71,383.0
N20002862,Carntogher_D4,MID ULSTER,2.94,5.06,23.54,395.0
N20001262,Collin_G3,BELFAST WEST,2.93,2.4,13.77,334.0
N20001328,Black_Mountain_H2,BELFAST WEST,2.93,5.65,20.65,460.0
N20000483,Lurgan_C1,UPPER BANN,2.9,3.87,7.31,465.0
N20001242,Collin_C2,BELFAST WEST,2.9,6.39,11.72,563.0
N20002852,Carntogher_E3,MID ULSTER,2.89,2.99,18.76,469.0
N20001276,Collin_K4,BELFAST WEST,2.88,5.88,21.57,357.0
N20000495,Lurgan_D4,UPPER BANN,2.88,3.93,4.39,433.0
N20003169,Newry_D4,NEWRY AND ARMAGH,2.88,6.93,14.23,534.0
N20001305,Black_Mountain_B4,BELFAST WEST,2.87,2.49,17.91,402.0
N20001827,Ballyarnett_F2,FOYLE,2.87,4.24,18.82,425.0
N20001840,Ballyarnett_H4,FOYLE,2.86,7.32,36.59,369.0
N20001838,Ballyarnett_K3,FOYLE,2.85,3.39,18.02,383.0
N20001339,Black_Mountain_K4,BELFAST WEST,2.85,2.35,25.55,595.0
N20001796,Foyleside_G2,FOYLE,2.85,2.77,20.32,433.0
N20002885,Moyola_G1,MID ULSTER,2.84,5.02,12.54,558.0
N20001260,Collin_J2,BELFAST WEST,2.83,2.74,18.08,365.0
N20002292,Killultagh_A4,SOUTH ANTRIM,2.83,6.89,2.22,450.0
N20001833,Ballyarnett_J2,FOYLE,2.82,5.9,7.64,288.0
N20002859,Carntogher_C4,MID ULSTER,2.82,3.09,20.62,582.0
N20001824,Ballyarnett_H1,FOYLE,2.82,2.15,21.53,511.0
N20001120,Botanic_J4,BELFAST SOUTH,2.82,15.4,1.04,578.0
N20001252,Collin_E4,BELFAST WEST,2.81,3.43,18.38,408.0
N20001303,Black_Mountain_B2,BELFAST WEST,2.81,6.78,19.6,398.0
N20000758,Oldpark_Q1,BELFAST NORTH,2.81,3.6,19.42,417.0
N20001896,Waterside_J3,FOYLE,2.8,8.17,18.87,832.0
N20001272,Collin_N1,BELFAST WEST,2.8,3.32,9.75,482.0
N20001426,Court_P4,BELFAST WEST,2.78,3.87,14.08,284.0
N20001352,Black_Mountain_L3,BELFAST WEST,2.78,2.39,23.44,418.0
N20001811,Ballyarnett_B1,FOYLE,2.78,4.38,4.38,411.0
N20003233,Crotlieve_F4,SOUTH DOWN,2.76,5.15,17.56,427.0
N20002288,Killultagh_A1,SOUTH ANTRIM,2.76,8.87,10.14,631.0
N20000287,Airport_H3,SOUTH ANTRIM,2.76,7.69,10.55,559.0
N20003147,Slieve_Gullion_N2,NEWRY AND ARMAGH,2.76,7.08,20.99,424.0
N20003124,Slieve_Gullion_E5,NEWRY AND ARMAGH,2.76,2.36,14.52,551.0
N20002248,Mid_Tyrone_E5,WEST TYRONE,2.75,7.36,18.49,611.0
N20001321,Black_Mountain_J3,BELFAST WEST,2.75,5.4,15.12,463.0
N20001240,Collin_C1,BELFAST WEST,2.74,7.58,14.39,396.0
N20001330,Black_Mountain_G3,BELFAST WEST,2.74,1.83,20.73,328.0
N20001248,Collin_E3,BELFAST WEST,2.74,5.35,16.05,299.0
N20001268,Collin_B4,BELFAST WEST,2.73,5.24,5.24,382.0
N20001326,Black_Mountain_F4,BELFAST WEST,2.71,0.6,18.27,498.0
N20001267,Collin_L1,BELFAST WEST,2.71,7.61,3.81,394.0
N20000335,Armagh_G6,NEWRY AND ARMAGH,2.7,12.24,2.45,245.0
N20001361,Black_Mountain_R2,BELFAST WEST,2.7,1.36,27.89,441.0
N20001904,Waterside_L4,FOYLE,2.7,7.56,11.88,463.0
N20001757,The_Moor_D4,FOYLE,2.69,2.33,4.88,430.0
N20001266,Collin_G5,BELFAST WEST,2.69,4.47,10.42,403.0
N20003126,Slieve_Gullion_F2,NEWRY AND ARMAGH,2.69,5.74,16.43,627.0
N20001825,Ballyarnett_H2,FOYLE,2.68,5.97,11.19,268.0
N20001805,Ballyarnett_A3,FOYLE,2.68,6.58,26.15,608.0
N20001473,Benbradagh_F4,EAST LONDONDERRY,2.68,2.73,16.14,477.0
N20003205,Newry_P3,NEWRY AND ARMAGH,2.67,2.37,17.24,464.0
N20001359,Black_Mountain_P3,BELFAST WEST,2.66,3.03,19.35,429.0
N20001786,Foyleside_C4,FOYLE,2.66,3.49,4.84,372.0
N20001889,Waterside_L3,FOYLE,2.65,8.02,5.61,374.0
N20001758,The_Moor_F2,FOYLE,2.64,2.28,22.51,351.0
N20001304,Black_Mountain_B3,BELFAST WEST,2.64,5.99,12.22,401.0
N20001282,Collin_Q1,BELFAST WEST,2.63,2.74,5.49,401.0
N20001736,The_Moor_A2,FOYLE,2.61,2.17,21.48,461.0
N20001287,Collin_Q2,BELFAST WEST,2.6,3.56,21.04,309.0
N20000706,Cusher_L3,NEWRY AND ARMAGH,2.6,5.45,22.18,550.0
N20001314,Black_Mountain_E3,BELFAST WEST,2.58,2.0,17.43,499.0
N20001246,Collin_F1,BELFAST WEST,2.58,1.94,37.44,617.0
N20001263,Collin_G4,BELFAST WEST,2.57,2.82,10.26,390.0
N20001320,Black_Mountain_F2,BELFAST WEST,2.55,4.79,22.61,376.0
N20001335,Black_Mountain_K2,BELFAST WEST,2.55,1.91,14.5,262.0
N20001780,Foyleside_C2,FOYLE,2.52,2.86,12.02,524.0
N20001319,Black_Mountain_J2,BELFAST WEST,2.52,2.21,12.5,272.0
N20003137,Slieve_Gullion_K2,NEWRY AND ARMAGH,2.5,3.72,24.96,565.0
N20001300,Black_Mountain_B1,BELFAST WEST,2.49,5.78,8.89,450.0
N20001298,Black_Mountain_A2,BELFAST WEST,2.49,2.94,18.91,476.0
N20003063,Clogher_Valley_B1,MID ULSTER,2.47,4.56,16.43,767.0
N20001334,Black_Mountain_G6,BELFAST WEST,2.47,2.81,24.96,605.0
N20001354,Black_Mountain_L4,BELFAST WEST,2.45,3.97,25.66,378.0
N20001442,Court_T3,BELFAST WEST,2.45,2.89,16.63,415.0
N20001277,Collin_N2,BELFAST WEST,2.41,4.24,6.46,542.0
N20001788,Foyleside_E5,FOYLE,2.41,2.17,12.21,598.0
N20001313,Black_Mountain_E2,BELFAST WEST,2.41,2.69,13.69,409.0
N20001345,Black_Mountain_L2,BELFAST WEST,2.41,3.17,19.53,379.0
N20001807,Ballyarnett_A4,FOYLE,2.4,7.11,17.78,478.0
N20001290,Collin_Q3,BELFAST WEST,2.38,2.0,9.31,902.0
N20003129,Slieve_Gullion_F3,NEWRY AND ARMAGH,2.38,1.51,19.33,595.0
N20003204,Newry_N3,NEWRY AND ARMAGH,2.38,5.08,19.52,630.0
N20001257,Collin_G2,BELFAST WEST,2.38,2.48,8.66,404.0
N20003151,Slieve_Gullion_K5,NEWRY AND ARMAGH,2.38,3.53,22.06,340.0
N20003143,Slieve_Gullion_J4,NEWRY AND ARMAGH,2.36,1.62,11.86,371.0
N20001901,Waterside_N4,FOYLE,2.34,7.01,3.85,442.0
N20001351,Black_Mountain_D4,BELFAST WEST,2.34,5.78,8.44,450.0
N20001362,Black_Mountain_Q2,BELFAST WEST,2.34,3.59,28.47,418.0
N20001279,Collin_L4,BELFAST WEST,2.33,4.06,4.77,419.0
N20001239,Collin_B1,BELFAST WEST,2.32,3.26,9.24,368.0
N20001278,Collin_L3,BELFAST WEST,2.32,5.68,4.13,387.0
N20001309,Black_Mountain_D2,BELFAST WEST,2.32,3.96,19.38,707.0
N20001301,Black_Mountain_A4,BELFAST WEST,2.32,2.71,16.61,554.0
N20001253,Collin_J1,BELFAST WEST,2.3,3.44,10.31,582.0
N20001273,Collin_L2,BELFAST WEST,2.29,3.64,5.67,247.0
N20001329,Black_Mountain_G2,BELFAST WEST,2.27,2.52,25.21,238.0
N20003133,Slieve_Gullion_G3,NEWRY AND ARMAGH,2.25,2.35,19.41,680.0
N20001806,Ballyarnett_C1,FOYLE,2.19,3.79,6.54,581.0
N20003149,Slieve_Gullion_L4,NEWRY AND ARMAGH,2.11,2.81,16.72,676.0
N20001291,Collin_N4,BELFAST WEST,2.03,3.11,1.81,386.0
N20003153,Slieve_Gullion_H5,NEWRY AND ARMAGH,2.01,3.44,16.25,523.0
