DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20000613,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000618,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000617,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000612,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000623,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000626,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000624,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000622,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000627,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000625,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000619,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000615,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000621,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000611,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000616,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000620,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000610,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000607,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000604,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000608,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000609,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000603,Banbridge,13.2,,,,35.2,,5.7,10.8,18.0,10.8,3
N20000599,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000585,Lagan River,13.2,,2.0,22.9,3.5,100.0,3.5,65.3,5.5,62.7,4
N20000586,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000581,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000580,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000564,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000567,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000572,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000578,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000579,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000583,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000577,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000576,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000573,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000574,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000575,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000571,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000566,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000570,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000563,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000565,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000568,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000560,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20002284,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002277,Downshire West,4.2,,8.1,,11.2,,2.2,100.0,6.4,100.0,4
N20002259,Downshire West,4.2,,8.1,,11.2,,2.2,100.0,6.4,100.0,4
N20002324,Killultagh,2.5,,34.6,,12.2,7.6,2.9,12.0,13.0,9.8,4
N20002323,Killultagh,2.5,,34.6,,12.2,7.6,2.9,12.0,13.0,9.8,4
N20002322,Killultagh,2.5,,34.6,,12.2,7.6,2.9,12.0,13.0,9.8,4
N20002325,Killultagh,2.5,,34.6,,12.2,7.6,2.9,12.0,13.0,9.8,4
N20002268,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002276,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002273,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002275,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002272,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002267,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002264,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002266,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002262,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002263,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002265,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002270,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20002271,Downshire West,2.5,,34.6,,12.2,7.6,2.2,100.0,12.9,53.8,4
N20000482,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000501,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000502,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000518,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000521,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000513,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000507,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000562,Lagan River,1.9,,0.7,,,18.5,3.5,65.3,2.0,41.9,3
N20000559,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000551,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000561,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000558,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000557,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000555,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000556,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000552,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000554,Lagan River,1.0,,,0.6,8.0,17.7,3.5,65.3,4.2,27.9,3
N20000553,Lagan River,1.0,,,,8.0,17.7,3.5,65.3,4.2,41.5,3
N20000454,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000458,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000452,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000448,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000449,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000453,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000445,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000442,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000437,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000439,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000550,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000546,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000540,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000534,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000536,Lurgan,3.9,14.6,,0.6,8.0,17.7,1.7,7.6,4.5,10.1,3
N20000544,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000541,Lurgan,3.9,14.6,,0.6,8.0,17.7,1.7,7.6,4.5,10.1,3
N20000532,Lurgan,3.9,14.6,,0.6,8.0,17.7,1.7,7.6,4.5,10.1,3
N20000538,Lurgan,3.9,14.6,,0.6,,,1.7,7.6,2.8,7.6,2
N20000543,Lurgan,3.9,14.6,,0.6,,,1.7,7.6,2.8,7.6,2
N20000432,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000435,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000429,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000431,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000535,Lurgan,3.9,14.6,,0.6,,,1.7,7.6,2.8,7.6,2
N20000530,Lurgan,3.9,14.6,,0.6,,,1.7,7.6,2.8,7.6,2
N20000511,Lurgan,3.9,14.6,,6.2,60.6,0.1,1.7,7.6,22.1,7.1,3
N20000522,Lurgan,3.9,14.6,,6.2,60.6,0.1,1.7,7.6,22.1,7.1,3
N20000528,Lurgan,3.9,14.6,,0.6,,,1.7,7.6,2.8,7.6,2
N20000524,Lurgan,3.9,14.6,,6.2,60.6,0.1,1.7,7.6,22.1,7.1,3
N20000527,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000525,Lurgan,1.0,,,6.2,60.6,0.1,1.7,7.6,21.1,4.6,3
N20000516,Lurgan,1.0,,,6.2,60.6,0.1,1.7,7.6,21.1,4.6,3
N20000508,Lurgan,3.9,14.6,,6.2,60.6,0.1,1.7,7.6,22.1,7.1,3
N20000509,Lurgan,3.9,14.6,,6.2,60.6,0.1,1.7,7.6,22.1,7.1,3
N20000512,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000515,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000519,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000523,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000529,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000526,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000539,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000537,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000548,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000549,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000547,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000545,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000542,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000533,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000531,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000517,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000520,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000514,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000510,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000488,Lurgan,2.2,20.4,,6.2,8.0,17.7,1.7,7.6,4.0,13.0,3
N20000495,Lurgan,2.2,20.4,,0.6,8.0,17.7,1.7,7.6,4.0,11.6,3
N20000499,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000503,Lurgan,1.0,,,0.6,8.0,17.7,1.7,7.6,3.6,8.6,3
N20000505,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000494,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000491,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000489,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000490,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000486,Lurgan,2.2,20.4,,6.2,8.0,17.7,1.7,7.6,4.0,13.0,3
N20000485,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000480,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000481,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000483,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000487,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000484,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000492,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000493,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000500,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000498,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000506,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000504,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000496,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000425,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000497,Lurgan,2.2,20.4,,6.2,60.6,0.1,1.7,7.6,21.5,8.6,3
N20000426,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000427,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000424,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000423,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000422,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000365,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000428,Craigavon,2.2,20.4,,6.2,60.6,0.1,8.0,30.3,23.6,14.2,3
N20000434,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000433,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000436,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000430,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000443,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000446,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000451,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000455,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000438,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000444,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000440,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000441,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000447,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000464,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000461,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000457,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000462,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000463,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000460,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000384,Portadown,3.9,14.6,,,,,8.3,24.8,6.1,19.7,2
N20000377,Portadown,3.9,14.6,,,,,8.3,24.8,6.1,19.7,2
N20000459,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000456,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000450,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000370,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000374,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000376,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000371,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000373,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000375,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000379,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000381,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000378,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000382,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000385,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000388,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000387,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000391,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000394,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000404,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000399,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000396,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000398,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000405,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000403,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000400,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000395,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000386,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000393,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000466,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000392,Portadown,3.9,14.6,,,,,8.3,24.8,6.1,19.7,2
N20000472,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000397,Portadown,3.9,14.6,,,,,8.3,24.8,6.1,19.7,2
N20000411,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000415,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000414,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000413,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000407,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000406,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000410,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000409,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000412,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000417,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000420,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000475,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000471,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000470,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000468,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000469,Craigavon,3.9,14.6,,,,,8.0,30.3,6.0,22.4,2
N20000474,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000473,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000467,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000465,Craigavon,1.0,,,,,,8.0,30.3,4.5,30.3,2
N20000569,Lagan River,1.0,,,,8.0,17.7,3.5,65.3,4.2,41.5,3
N20000594,Banbridge,1.0,,,,,,5.7,10.8,3.4,10.8,2
N20000598,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000602,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000601,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000600,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000595,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000596,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000597,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000605,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000606,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000629,Banbridge,13.2,,2.0,22.9,3.5,100.0,5.7,10.8,6.1,44.6,4
N20000686,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000682,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000684,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000683,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000679,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000678,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000672,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000667,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000670,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000675,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000680,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000685,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000677,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000673,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000669,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000665,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000676,Cusher,0.2,,,,1.6,1.4,,13.6,0.9,7.5,2
N20000664,Cusher,,,,,,,,13.6,,13.6,0
N20000419,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000402,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000390,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000389,Portadown,10.6,,9.5,5.4,9.9,3.9,8.3,24.8,9.6,11.4,4
N20000416,Portadown,,,,,,,8.3,24.8,8.3,24.8,1
N20000401,Portadown,,,,,,,8.3,24.8,8.3,24.8,1
N20000408,Portadown,,,,,,,8.3,24.8,8.3,24.8,1
N20000418,Portadown,,,,,,,8.3,24.8,8.3,24.8,1
N20000674,Cusher,,,,,,,,13.6,,13.6,0
N20000666,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000668,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000671,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000681,Cusher,0.2,,,,,,,13.6,0.2,13.6,1
N20000306,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000307,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000311,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000314,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000315,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000319,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000320,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000323,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000321,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000318,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000317,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000316,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000312,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000313,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000309,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000303,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000308,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000304,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000302,Armagh,,,,,,,2.5,6.5,2.5,6.5,1
N20000310,Armagh,,,,,,,2.5,6.5,2.5,6.5,1
N20000322,Armagh,2.4,7.3,0.5,10.6,1.2,14.1,2.5,6.5,1.6,9.6,4
N20000305,Armagh,,,,,,,2.5,6.5,2.5,6.5,1
