DZ21,yes,pop
N20002126,21.2,443.06
N20002669,16.1,403.98
N20002862,47.6,395.01
N20000063,28.5,316.05
N20003599,21.7,437.0
N20003499,20.9,269.96
N20000475,15.6,491.02
N20001249,22.0,499.96
N20002917,35.9,472.97
N20002300,22.1,400.05
N20001071,38.7,317.03
N20003223,47.1,342.0
N20002156,35.6,459.98
N20000897,21.9,350.01
N20001371,24.8,383.99
N20003610,20.1,190.98
N20001888,34.2,550.06
N20002784,16.6,283.99
N20002983,40.1,423.0
N20000783,45.6,447.03
N20000630,26.4,360.04
N20001276,47.2,357.01
N20001914,35.7,357.99
N20001692,18.6,513.05
N20003619,20.1,576.05
N20003302,46.1,511.02
N20002741,14.0,401.95
N20000268,23.9,562.01
N20003567,23.7,459.97
N20001632,25.6,560.01
N20002488,34.6,417.0
N20001716,28.1,701.98
N20002240,48.5,507.0
N20000741,46.2,376.99
N20002494,35.3,319.02
N20000788,44.7,571.01
N20003743,14.8,624.96
N20002295,36.7,511.02
N20001101,29.3,367.04
N20002405,23.6,404.01
N20002312,28.3,412.01
N20001547,17.0,595.02
N20003276,44.9,485.0
N20002447,15.1,481.98
N20002780,16.0,484.01
N20000435,42.2,509.98
N20001492,31.5,287.03
N20000355,48.1,406.99
N20001133,29.6,740.01
N20000030,17.1,402.0
N20001386,15.0,332.97
N20002874,47.3,294.97
N20002789,18.1,458.98
N20001680,47.7,473.99
N20002679,13.1,372.01
N20000107,17.5,323.01
N20002107,34.8,342.03
N20002852,48.4,469.03
N20000761,47.7,382.98
N20001351,47.6,449.96
N20002545,13.9,476.0
N20000291,38.1,277.0
N20002774,15.9,640.98
N20002911,35.7,616.01
N20001898,20.7,381.03
N20002183,46.4,585.99
N20000725,45.1,266.04
N20001298,48.3,476.0
N20000620,27.9,519.01
N20000293,35.2,446.0
N20000656,19.2,235.98
N20002111,31.2,377.0
N20003624,22.3,516.01
N20000178,33.5,314.99
N20001487,21.0,349.01
N20002858,43.7,410.99
N20002347,17.8,425.02
N20002825,17.6,578.0
N20001561,21.0,396.99
N20000818,43.6,357.97
N20001057,35.2,286.96
N20001538,42.4,375.02
N20000693,16.7,406.02
N20000279,25.3,1112.01
N20000231,30.0,418.0
N20000085,22.7,464.98
N20002880,33.3,418.02
N20000786,38.4,236.96
N20002860,44.7,628.0
N20002612,35.7,421.0
N20001195,41.2,565.04
N20001049,19.7,288.01
N20001282,48.5,401.0
N20003113,40.3,580.04
N20002846,15.9,526.0
N20000935,14.4,378.01
N20002421,24.5,250.02
N20000872,23.4,377.01
N20003089,35.4,626.03
N20003592,20.8,355.96
N20000057,31.3,392.01
N20000604,20.2,257.0
N20001443,46.7,293.97
N20000745,42.1,341.04
N20003410,44.6,372.96
N20003706,16.0,349.94
N20000447,30.3,404.97
N20003079,37.6,548.96
N20001006,17.3,500.99
N20002230,38.3,349.0
N20000550,19.3,348.0
N20000456,17.9,322.02
N20002374,17.8,389.98
N20002292,46.6,450.03
N20003658,15.6,334.99
N20003708,17.8,542.98
N20001034,16.0,445.0
N20000187,14.0,304.03
N20002387,26.6,487.02
N20003670,18.3,296.96
N20002876,23.3,443.0
N20000451,22.6,545.01
N20003455,17.4,259.97
N20002176,39.3,550.98
N20003561,27.7,401.0
N20003492,16.2,565.95
N20000126,19.2,470.01
N20000065,28.2,413.98
N20000158,20.0,504.99
N20002285,15.6,460.99
N20002691,29.8,532.97
N20000091,13.4,396.0
N20000941,22.7,519.0
N20001091,20.9,316.01
N20001964,47.6,289.98
N20000634,17.9,297.01
N20003626,18.1,434.0
N20000805,19.2,444.02
N20000731,40.2,503.02
N20002124,44.3,428.99
N20000706,47.5,550.0
N20003095,21.1,417.04
N20000298,46.7,515.04
N20000896,45.4,518.98
N20002752,14.1,266.01
N20002116,35.8,420.99
N20003731,15.1,338.01
N20003605,19.2,605.97
N20001477,42.5,477.01
N20001177,34.8,390.97
N20003398,43.9,372.0
N20000526,21.2,279.99
N20000716,17.9,528.95
N20002498,20.1,320.97
N20001137,33.4,461.02
N20001517,23.1,298.96
N20003253,43.6,391.01
N20000994,14.0,488.0
N20000610,23.2,448.02
N20001073,41.9,438.97
N20003508,16.0,439.97
N20000715,48.1,433.99
N20001183,37.2,369.99
N20001126,27.9,567.96
N20003456,14.5,421.03
N20002082,17.0,345.98
N20003264,40.1,383.01
N20000572,15.0,544.01
N20000655,14.2,334.96
N20003559,25.3,398.0
N20000162,19.9,647.01
N20001184,41.2,643.02
N20000820,14.5,347.01
N20001135,33.7,562.97
N20003588,18.2,330.03
N20000198,14.8,327.0
N20002048,46.8,460.97
N20002090,33.4,443.0
N20002818,15.9,356.01
N20001306,48.3,238.02
N20002690,31.7,330.0
N20000433,37.3,532.01
N20001108,26.7,202.97
N20001568,29.5,392.01
N20000501,21.4,368.06
N20002777,15.2,353.96
N20001307,42.0,416.0
N20002664,20.2,453.0
N20003573,23.7,401.0
N20001301,48.5,553.99
N20003213,35.2,653.98
N20003394,45.0,481.97
N20001937,33.9,362.99
N20003182,46.6,342.01
N20003126,47.3,626.98
N20003716,17.5,451.98
N20003752,15.0,340.0
N20002638,20.0,272.97
N20000876,20.5,236.04
N20000569,19.7,561.0
N20002641,46.4,354.96
N20002500,14.3,767.02
N20002486,34.2,234.04
N20000595,26.9,500.03
N20001715,31.5,676.92
N20000527,25.4,402.01
N20001032,25.1,267.02
N20000583,17.1,432.0
N20000707,46.9,387.0
N20003388,39.5,467.0
N20003043,33.2,495.02
N20003628,21.7,432.0
N20000056,25.2,356.02
N20000132,22.1,494.03
N20003044,33.0,352.98
N20000004,29.0,520.04
N20000699,25.1,422.02
N20002668,16.5,488.97
N20002450,17.2,407.05
N20002957,42.0,476.99
N20001169,34.6,417.0
N20002574,14.1,539.0
N20002956,47.3,525.02
N20002837,38.3,295.99
N20003228,45.9,472.99
N20002260,16.7,441.0
N20002623,16.7,306.02
N20000031,14.2,450.0
N20000870,15.7,311.01
N20000944,34.1,321.99
N20001131,39.0,550.97
N20002481,26.7,567.99
N20003523,14.4,469.0
N20000061,23.2,307.0
N20000754,42.8,181.0
N20002760,21.4,382.02
N20003502,17.1,564.01
N20003538,18.8,464.02
N20002984,40.7,480.02
N20000482,35.1,615.0
N20003065,35.8,633.98
N20002839,38.2,472.97
N20000208,42.8,326.04
N20000218,19.1,519.0
N20000250,44.6,286.03
N20001008,16.0,450.0
N20000221,19.1,432.01
N20001053,23.5,600.04
N20002036,30.1,366.02
N20002039,28.4,555.0
N20003090,30.8,392.0
N20000900,15.7,279.97
N20001214,26.7,346.0
N20001656,43.1,559.0
N20001587,21.6,502.97
N20001677,47.7,273.94
N20003740,14.4,423.99
N20001756,43.0,309.0
N20000043,27.2,550.98
N20003642,24.9,308.96
N20000235,30.5,299.03
N20002164,33.9,652.0
N20001380,14.0,539.03
N20001556,19.0,231.98
N20003627,17.2,369.97
N20000104,15.1,386.98
N20000919,17.6,329.02
N20001016,16.9,507.99
N20001092,15.9,336.01
N20003072,29.3,346.95
N20000654,39.1,367.03
N20001895,41.5,547.01
N20002810,15.6,378.02
N20000326,16.8,428.97
N20003534,16.9,329.01
N20000710,42.6,681.01
N20002299,27.7,402.98
N20001558,21.7,443.99
N20003166,48.2,249.03
N20002200,16.4,404.02
N20003306,17.3,368.03
N20003466,14.7,460.99
N20001827,47.6,424.97
N20003661,18.7,330.0
N20000500,43.8,322.95
N20002153,22.8,433.01
N20002476,33.4,545.99
N20001951,30.1,462.01
N20001721,26.1,442.98
N20003532,16.3,401.98
N20002007,25.2,476.0
N20000106,14.8,342.04
N20003591,18.2,217.03
N20003558,24.7,342.98
N20002496,32.7,551.99
N20003602,19.8,360.98
N20003687,16.4,323.97
N20000575,18.2,488.03
N20003119,40.4,207.98
N20000215,22.9,387.0
N20001070,37.0,534.96
N20003637,18.9,385.95
N20003553,24.2,660.03
N20003250,45.5,423.98
N20003340,31.7,418.99
N20000346,37.0,501.03
N20003193,45.3,398.97
N20001292,23.4,438.03
N20001640,15.6,411.02
N20002359,30.1,182.04
N20000517,15.4,398.99
N20001624,23.9,371.0
N20002595,23.1,492.96
N20000069,25.4,363.02
N20000059,34.2,332.0
N20000893,19.8,402.02
N20003379,36.1,326.01
N20002882,43.3,613.01
N20000732,45.1,400.98
N20003406,41.5,335.05
N20003143,49.0,371.0
N20001672,13.7,486.99
N20002398,28.3,316.01
N20001916,34.0,576.02
N20002444,16.2,460.0
N20000210,45.1,499.98
N20000201,28.1,470.98
N20000975,21.0,491.03
N20002453,19.7,353.99
N20002305,33.8,388.98
N20002823,17.0,576.98
N20003382,26.8,291.0
N20001160,37.4,295.01
N20001396,16.1,336.05
N20001522,16.3,285.01
N20003780,35.4,382.01
N20001952,17.7,424.0
N20002445,17.0,488.96
N20003319,44.3,742.01
N20003451,16.3,336.98
N20000468,19.8,368.01
N20001089,15.2,187.01
N20002220,37.2,370.04
N20000804,37.2,290.05
N20002368,20.2,382.96
N20000119,14.0,270.0
N20002722,18.5,345.0
N20000383,23.0,521.03
N20000841,34.4,645.03
N20003156,45.8,516.0
N20000076,30.1,310.0
N20000396,17.2,318.96
N20001851,38.4,386.01
N20001549,17.8,387.97
N20000064,25.6,351.01
N20000025,29.5,263.0
N20003273,38.1,506.01
N20001407,16.2,232.98
N20001354,47.6,377.93
N20003103,33.0,636.97
N20002707,19.2,330.98
N20003385,31.1,366.01
N20001286,46.7,181.97
N20001305,48.8,401.99
N20003422,41.6,461.97
N20003383,33.3,375.03
N20003358,16.4,583.04
N20002885,47.5,557.93
N20002181,30.0,437.04
N20003557,18.8,225.97
N20000681,15.9,525.99
N20001984,47.9,369.03
N20003552,23.1,307.97
N20000867,18.3,298.0
N20000217,19.6,503.02
N20001720,19.2,584.0
N20003445,15.8,307.0
N20001635,27.7,505.99
N20000258,17.7,434.0
N20002296,26.7,518.0
N20000458,28.5,329.98
N20002061,29.0,706.98
N20000296,32.6,457.01
N20001596,18.8,508.97
N20000313,40.7,381.0
N20001334,48.5,605.0
N20000969,18.2,475.99
N20001529,14.4,333.0
N20003205,48.9,464.01
N20003191,47.9,454.0
N20000163,20.6,396.0
N20000234,33.9,335.01
N20003378,26.0,364.04
N20000621,32.0,638.99
N20002994,20.1,445.94
N20003537,18.5,477.98
N20000159,14.5,275.95
N20002675,14.2,253.04
N20000255,44.4,438.0
N20000247,38.9,357.01
N20002781,15.4,447.06
N20001095,18.7,442.0
N20000010,14.5,443.02
N20001132,32.0,487.98
N20001657,38.8,292.02
N20001609,21.9,255.96
N20001199,34.9,433.0
N20001857,18.1,337.01
N20002389,36.8,398.03
N20002358,27.4,267.02
N20002792,17.2,410.98
N20002451,13.9,497.02
N20003581,23.6,568.99
N20000923,17.7,321.99
N20002478,33.9,673.01
N20000219,30.3,600.01
N20000967,20.2,380.99
N20002758,17.7,375.0
N20000204,25.9,314.06
N20000613,24.8,277.0
N20001335,48.2,261.99
N20003649,20.1,453.03
N20003570,23.9,218.02
N20002213,42.5,537.02
N20003171,45.3,259.99
N20003411,43.7,574.03
N20001290,49.1,902.0
N20000242,22.3,366.03
N20001240,46.4,396.01
N20002353,23.7,582.97
N20001437,47.0,316.01
N20001696,16.3,431.0
N20002102,33.7,439.01
N20002730,20.5,346.02
N20002293,38.2,400.03
N20002044,39.1,403.02
N20003563,24.1,273.0
N20002357,28.6,349.03
N20000902,23.1,487.98
N20001402,18.9,440.03
N20001362,48.4,418.0
N20003137,48.1,564.99
N20003347,17.6,418.04
N20002034,29.1,291.01
N20001223,18.6,502.05
N20000648,18.4,471.01
N20003428,45.7,442.01
N20000422,41.7,632.96
N20002477,28.2,344.0
N20001027,28.3,311.03
N20001734,48.1,386.98
N20000072,22.9,447.02
N20000695,16.5,525.03
N20002372,22.4,617.98
N20002693,20.3,312.97
N20002744,15.1,638.04
N20000601,27.9,364.02
N20003749,14.7,282.0
N20000964,15.6,349.99
N20003453,14.8,402.01
N20003616,16.0,497.02
N20003682,15.5,326.97
N20001612,24.9,362.99
N20000137,15.2,407.04
N20001382,15.5,378.98
N20002125,34.2,388.96
N20000824,42.0,505.0
N20002377,37.5,509.06
N20003705,16.8,389.06
N20002336,19.7,514.02
N20001031,17.4,265.97
N20002807,14.9,268.99
N20001361,49.1,440.96
N20000443,27.5,311.02
N20000457,18.2,498.97
N20000785,47.6,380.03
N20000493,48.4,540.98
N20001689,18.6,540.04
N20000049,35.8,489.04
N20000244,41.5,539.98
N20000647,33.0,390.02
N20003324,40.0,678.99
N20001532,41.9,449.01
N20001780,48.7,524.03
N20002890,46.6,493.01
N20002798,20.8,350.04
N20001570,26.7,410.98
N20003531,16.0,366.98
N20001074,27.7,350.96
N20002264,18.7,438.97
N20002355,31.9,398.99
N20001252,48.1,407.97
N20002464,28.3,358.99
N20002828,18.4,306.04
N20003737,14.5,307.99
N20003292,20.9,597.98
N20000856,14.8,361.97
N20000261,15.8,705.02
N20002906,42.8,266.98
N20003542,15.4,370.05
N20002055,39.5,600.02
N20003151,48.3,339.99
N20001896,46.2,832.0
N20000770,40.3,379.01
N20002800,18.2,471.98
N20000233,33.4,392.99
N20000284,43.0,477.04
N20002521,15.1,391.0
N20002167,45.3,238.05
N20002891,31.4,615.02
N20003374,23.9,255.0
N20003243,46.5,450.01
N20001231,31.1,454.02
N20000730,17.6,565.0
N20001064,33.6,291.0
N20002835,19.1,474.06
N20003180,45.5,418.96
N20001961,34.1,453.0
N20001855,29.1,336.0
N20001044,17.4,379.02
N20001554,18.6,393.98
N20002622,15.1,318.02
N20000425,42.9,217.01
N20002146,38.8,366.99
N20000989,13.8,353.98
N20001167,34.2,559.97
N20002310,29.4,608.06
N20001481,38.1,887.02
N20002863,46.6,564.02
N20000597,35.8,212.01
N20000905,23.3,346.01
N20002064,38.6,365.0
N20001321,46.6,463.06
N20003721,16.0,349.0
N20003155,44.3,559.01
N20001072,38.0,439.03
N20001140,29.1,515.95
N20000952,17.7,361.02
N20003539,22.6,304.01
N20000128,18.2,554.99
N20000574,18.7,607.98
N20002646,27.2,581.99
N20001300,46.7,449.97
N20001684,47.4,580.01
N20001084,23.9,703.04
N20002853,20.0,584.01
N20002361,33.8,269.02
N20003545,20.9,524.96
N20000871,17.8,333.01
N20001594,19.4,471.97
N20002556,14.4,397.99
N20003263,42.2,361.98
N20000674,18.5,468.97
N20002560,27.2,292.0
N20001069,37.6,378.01
N20000882,27.4,417.01
N20001235,47.0,278.0
N20003100,28.0,399.04
N20003519,16.9,301.97
N20001277,47.8,541.98
N20002110,22.6,210.0
N20002185,44.7,289.04
N20001336,47.0,212.0
N20002939,18.5,226.03
N20000602,26.2,382.99
N20000362,19.7,494.97
N20002471,32.9,348.0
N20000393,23.4,401.02
N20001660,42.1,666.05
N20000039,25.6,436.94
N20002829,16.4,437.01
N20002290,45.5,366.02
N20000793,42.6,426.06
N20002653,14.2,444.02
N20003594,17.6,429.99
N20000705,36.5,358.99
N20003638,19.2,374.99
N20000508,45.2,312.97
N20002040,41.6,555.01
N20003222,45.4,437.99
N20003380,39.5,441.99
N20000668,16.5,181.03
N20001404,16.2,345.99
N20002597,26.6,345.02
N20000585,19.0,387.01
N20000937,21.5,395.03
N20001913,44.0,436.05
N20001928,33.4,339.94
N20002727,25.6,371.02
N20002946,41.1,305.0
N20003149,48.5,676.02
N20002271,21.5,336.0
N20002360,22.9,363.0
N20000334,32.8,463.02
N20001998,44.3,507.0
N20000537,15.9,422.0
N20000495,48.2,433.02
N20002794,17.0,344.01
N20003391,40.2,486.0
N20002875,47.8,462.01
N20002465,31.4,350.01
N20003317,34.2,692.95
N20003107,41.9,577.99
N20002927,43.9,391.97
N20001922,23.5,399.0
N20002528,19.6,241.01
N20001212,47.7,244.99
N20002449,14.4,474.03
N20000678,15.6,470.01
N20003436,15.7,511.03
N20001281,42.9,251.0
N20001320,48.0,376.0
N20002000,33.9,426.02
N20000557,14.5,375.99
N20000797,34.4,446.98
N20001178,32.0,443.03
N20001050,18.0,475.0
N20001713,16.8,399.99
N20000289,41.1,272.0
N20002217,17.5,396.02
N20002109,27.2,362.0
N20002639,27.7,547.99
N20001021,27.8,400.02
N20001574,32.2,453.02
N20002867,15.8,695.96
N20003040,29.6,595.98
N20000315,30.3,423.97
N20003281,35.1,485.98
N20000054,19.0,412.03
N20001856,14.6,388.01
N20002569,16.5,309.01
N20001279,47.7,419.02
N20001565,20.6,369.98
N20001274,43.4,300.03
N20003301,23.1,493.98
N20003454,15.5,356.01
N20000628,19.8,411.01
N20003345,48.4,316.97
N20000385,17.9,263.05
N20000401,38.9,495.01
N20000273,42.7,291.99
N20002541,15.5,376.04
N20000521,24.5,527.0
N20000295,36.0,548.0
N20000544,16.1,444.97
N20000336,37.3,339.01
N20003527,17.1,259.99
N20000134,21.7,534.96
N20000371,47.0,478.01
N20000236,26.9,392.06
N20002284,16.2,662.98
N20000144,18.8,310.98
N20001103,33.2,488.99
N20000232,32.0,247.0
N20001204,45.7,402.03
N20001287,47.9,308.98
N20000266,18.8,299.05
N20001572,22.8,466.96
N20002338,21.6,222.0
N20002747,14.6,496.02
N20003623,18.5,477.0
N20002268,19.8,856.98
N20003547,19.4,575.95
N20001458,36.8,435.99
N20002755,16.7,431.97
N20001220,20.6,435.02
N20003423,45.3,455.98
N20000055,19.1,260.02
N20000318,46.2,390.97
N20001652,31.7,435.02
N20001588,23.2,302.0
N20002021,25.9,311.03
N20002139,25.4,503.98
N20000536,44.3,659.03
N20001035,35.4,442.02
N20000400,30.4,389.04
N20000032,45.0,348.95
N20000669,15.5,391.01
N20002778,16.3,573.02
N20002903,37.8,456.99
N20000992,17.2,314.04
N20002437,21.1,534.97
N20000016,33.5,359.99
N20002695,22.2,409.0
N20001194,30.2,262.99
N20001667,46.4,363.02
N20003351,20.0,306.01
N20003435,14.4,312.0
N20003297,27.8,474.97
N20003257,40.2,571.99
N20001597,13.5,611.01
N20003366,16.7,472.98
N20001087,27.3,864.97
N20000958,16.9,578.0
N20003442,14.4,276.96
N20002084,24.0,441.99
N20000835,17.9,570.01
N20000859,20.7,326.01
N20001304,46.5,401.0
N20002022,18.8,436.0
N20002452,17.0,406.03
N20000185,17.2,206.99
N20003384,39.4,433.0
N20002162,42.9,425.97
N20002740,16.5,473.99
N20003517,15.3,245.98
N20000984,21.7,418.99
N20002735,20.7,450.02
N20000974,18.4,335.01
N20002344,22.0,474.02
N20000167,21.1,263.04
N20002538,17.3,331.0
N20003304,34.2,661.06
N20001039,16.9,477.97
N20001651,37.7,117.97
N20001118,41.3,412.01
N20002148,27.7,526.95
N20000749,43.8,412.0
N20002122,26.9,520.03
N20002118,16.8,310.02
N20000290,39.2,224.0
N20001655,41.6,475.05
N20002247,35.9,471.99
N20001707,15.0,332.98
N20001400,17.9,210.98
N20001423,45.7,193.95
N20001599,25.5,353.97
N20002298,21.6,389.99
N20002480,32.9,386.02
N20001319,47.1,271.98
N20002942,28.7,562.02
N20000982,19.2,493.01
N20003447,14.6,282.98
N20002426,19.3,378.04
N20000907,22.0,362.01
N20002491,27.9,454.03
N20003071,32.7,442.02
N20000149,20.5,515.0
N20001187,34.8,223.98
N20002208,38.7,299.01
N20002915,25.5,531.96
N20002515,16.9,439.01
N20000172,29.6,458.01
N20003478,14.2,415.01
N20002697,24.6,382.98
N20003712,16.9,539.97
N20003684,15.9,451.0
N20000825,34.7,267.96
N20002475,29.1,402.02
N20000267,36.0,572.0
N20002429,15.7,393.96
N20001864,23.0,297.06
N20001573,28.6,421.95
N20003275,35.9,403.04
N20001233,32.1,412.02
N20002547,18.4,505.0
N20001902,23.1,379.07
N20003402,44.5,330.02
N20001216,26.9,234.02
N20001542,33.7,672.96
N20001989,39.7,560.01
N20000528,48.0,346.0
N20002619,16.8,437.99
N20000282,33.0,363.0
N20000264,24.0,538.98
N20001166,39.9,466.99
N20000642,32.1,333.0
N20003761,22.4,519.97
N20000568,19.0,387.0
N20002330,19.5,443.03
N20001079,35.8,304.0
N20002462,23.4,388.07
N20001901,47.0,442.03
N20000831,45.4,419.01
N20002193,42.6,434.03
N20000955,17.0,293.96
N20002667,17.1,289.01
N20003328,38.2,618.08
N20002455,21.8,286.94
N20001186,39.5,474.0
N20001621,26.6,424.01
N20000372,46.8,460.98
N20003370,17.3,535.97
N20000454,43.4,245.99
N20000928,21.7,252.02
N20000460,20.7,540.98
N20000995,21.2,599.02
N20000228,19.5,348.98
N20002225,44.6,368.98
N20002710,20.6,402.95
N20000833,42.2,425.98
N20002306,34.7,420.98
N20000237,25.0,331.01
N20002248,46.6,611.0
N20002970,46.3,474.02
N20000908,21.7,361.02
N20001152,31.9,320.98
N20002129,35.2,470.99
N20002736,17.4,336.01
N20000609,26.3,481.01
N20000548,17.2,406.01
N20002440,15.0,537.02
N20002596,32.6,281.04
N20001125,29.4,307.01
N20002273,21.7,460.0
N20003692,15.1,171.0
N20001714,16.8,345.01
N20002520,16.1,424.99
N20002079,46.9,527.01
N20003497,14.1,326.01
N20002848,42.7,631.01
N20001077,31.1,529.97
N20002726,23.8,489.03
N20001757,48.2,430.03
N20003233,47.1,427.04
N20000898,22.0,243.01
N20001666,22.2,420.03
N20000078,20.3,273.99
N20001192,47.5,434.98
N20001278,46.7,387.04
N20001113,38.1,472.01
N20001159,35.9,377.0
N20002986,36.8,441.02
N20000747,44.2,328.99
N20001875,23.9,516.0
N20003271,38.7,355.0
N20003747,15.0,384.98
N20001576,28.0,316.95
N20000924,23.3,358.03
N20002666,18.2,401.96
N20003006,46.1,511.99
N20001063,32.2,502.03
N20002243,40.5,368.0
N20003320,31.6,358.99
N20003412,46.4,368.99
N20000733,40.8,456.97
N20001377,18.1,335.05
N20002130,21.7,517.99
N20001794,41.4,267.02
N20003476,15.9,504.01
N20001232,21.0,464.01
N20002967,22.2,447.99
N20002303,21.4,421.99
N20003663,18.9,338.01
N20001219,27.0,341.04
N20001398,14.9,294.02
N20002294,25.6,420.04
N20003430,45.5,351.02
N20001413,21.0,434.03
N20000431,47.3,383.01
N20002888,47.3,410.98
N20001627,15.4,534.04
N20001947,19.5,448.0
N20002297,27.8,487.99
N20000020,32.6,452.05
N20001326,49.2,497.99
N20001872,35.2,476.97
N20000177,32.7,292.01
N20001491,29.0,485.0
N20003169,46.8,533.99
N20003325,40.4,333.96
N20000027,31.4,361.0
N20002678,14.6,510.98
N20000579,16.2,497.04
N20000711,14.6,622.0
N20002958,41.5,230.01
N20001607,23.0,389.02
N20000672,15.7,271.03
N20002531,16.5,290.98
N20001359,48.6,428.96
N20000117,13.7,291.98
N20001591,20.5,494.05
N20003698,16.6,516.03
N20003746,15.2,423.03
N20001643,15.0,303.99
N20002414,21.5,419.0
N20002502,16.2,356.99
N20000697,16.3,480.01
N20003578,18.6,554.96
N20002276,23.0,395.02
N20000489,49.0,354.96
N20002524,17.8,441.02
N20000962,14.6,533.0
N20000174,13.8,485.02
N20000060,28.8,285.01
N20001248,47.3,299.0
N20000096,14.1,463.98
N20000094,14.8,299.0
N20000073,19.0,384.95
N20002466,30.1,201.03
N20001000,15.4,302.03
N20001997,47.5,466.95
N20003165,46.4,424.97
N20001175,31.0,289.96
N20003313,36.6,472.96
N20003269,44.1,383.02
N20001100,20.3,348.01
N20003482,18.7,418.01
N20002564,14.7,574.98
N20003484,15.5,455.02
N20002320,18.2,542.98
N20002588,36.5,415.01
N20003755,16.4,395.0
N20000453,44.0,362.99
N20001246,49.1,617.04
N20000885,22.1,312.0
N20001242,47.2,562.93
N20003577,22.2,333.0
N20001059,29.5,386.97
N20001708,17.9,390.02
N20002206,21.8,246.98
N20000855,33.0,1470.01
N20003618,16.0,313.01
N20001272,48.0,481.93
N20001992,37.7,313.01
N20002168,32.9,570.98
N20003481,15.2,294.97
N20000934,27.0,415.99
N20000667,17.5,299.01
N20001389,15.4,374.01
N20001379,15.4,412.99
N20003595,18.3,481.0
N20002346,22.6,306.02
N20000312,42.5,585.98
N20001582,21.3,380.97
N20003393,38.6,530.03
N20002212,45.1,316.94
N20000241,23.9,237.99
N20002404,21.8,873.01
N20002233,39.6,430.01
N20001451,33.8,239.98
N20002663,20.5,584.97
N20003571,21.4,371.98
N20001181,35.2,242.0
N20002728,22.8,328.01
N20002275,21.5,449.99
N20000207,45.8,369.0
N20000853,18.5,399.98
N20003208,24.5,340.98
N20000930,19.5,204.0
N20003660,16.9,278.05
N20001990,35.3,640.03
N20000102,15.6,362.98
N20000188,20.7,434.99
N20001691,18.1,338.98
N20001637,26.3,414.98
N20000950,19.8,413.99
N20001908,31.3,369.02
N20000470,15.7,343.02
N20002725,19.7,236.95
N20000894,35.9,397.01
N20002692,24.2,378.07
N20001603,24.6,351.94
N20002578,15.0,410.98
N20002724,23.6,278.94
N20002443,15.7,342.02
N20003572,15.4,419.0
N20002253,21.0,258.99
N20003312,17.1,327.0
N20001054,18.5,381.0
N20002262,18.0,430.0
N20002099,36.2,336.0
N20002651,14.9,359.99
N20001210,18.9,387.02
N20002982,45.1,486.0
N20003565,23.3,339.99
N20000608,23.6,369.97
N20003038,38.3,421.0
N20002708,20.0,294.01
N20003429,40.2,562.96
N20001630,28.0,383.01
N20001121,37.5,525.98
N20000795,23.7,529.95
N20002166,41.8,217.95
N20000121,14.8,578.01
N20003759,36.9,359.02
N20003529,20.4,285.01
N20001024,35.9,501.03
N20000183,15.2,352.01
N20001741,46.2,304.97
N20000301,41.1,506.99
N20002928,28.2,610.99
N20002694,24.9,354.03
N20002642,35.7,441.02
N20000414,19.2,355.96
N20000947,16.0,297.03
N20000957,17.1,359.0
N20001156,31.1,579.99
N20001345,47.6,379.02
N20003459,14.0,324.05
N20002458,33.3,485.98
N20000317,45.7,488.96
N20003593,20.0,258.01
N20003046,34.4,481.01
N20003086,33.4,391.06
N20003544,20.6,276.99
N20002363,24.6,425.01
N20001065,16.9,433.01
N20000591,19.5,356.02
N20003647,19.2,463.97
N20000742,19.5,321.99
N20002490,27.5,527.01
N20000814,39.3,273.03
N20000694,18.7,557.02
N20003471,21.8,561.0
N20000271,34.4,342.0
N20003005,46.1,192.02
N20002526,19.6,419.94
N20001381,13.5,564.0
N20001884,36.0,753.04
N20001622,24.4,368.0
N20003641,20.2,242.05
N20003242,42.6,370.99
N20002713,20.2,392.96
N20001036,22.2,321.01
N20001445,44.2,303.0
N20001920,35.7,385.99
N20003125,25.9,559.04
N20001221,31.2,348.0
N20001198,37.2,394.97
N20002093,30.9,459.02
N20002836,21.7,482.0
N20000343,32.8,496.03
N20002871,32.9,598.03
N20002012,46.2,317.99
N20002035,28.9,372.0
N20000685,18.4,603.99
N20001265,48.7,446.97
N20003399,45.0,490.99
N20000998,18.2,296.0
N20002397,24.8,432.02
N20002249,29.3,449.03
N20000594,21.9,309.0
N20001158,38.5,383.97
N20002087,33.8,405.01
N20002628,19.4,417.01
N20001045,17.4,322.01
N20000046,20.9,445.98
N20002425,21.2,494.03
N20003375,24.5,343.03
N20000299,38.2,442.0
N20003355,25.6,501.01
N20001075,37.8,358.07
N20003518,19.3,349.96
N20001929,29.9,357.01
N20000306,32.2,420.01
N20003732,15.5,408.02
N20000582,16.9,503.02
N20002631,15.0,337.96
N20000314,22.9,280.0
N20000942,28.9,313.02
N20001803,45.7,496.0
N20002782,15.0,310.02
N20002503,16.3,468.98
N20001143,32.8,517.95
N20002469,32.2,304.0
N20001111,18.5,303.01
N20002647,15.6,555.06
N20002606,24.3,612.01
N20000430,20.8,345.01
N20001867,28.9,363.99
N20000581,15.7,311.95
N20000101,13.4,368.96
N20003443,17.2,396.04
N20001616,25.7,486.0
N20001802,44.8,247.93
N20001076,39.6,513.99
N20000087,13.5,390.04
N20002373,23.8,553.98
N20002327,16.6,321.03
N20001115,30.1,589.98
N20001869,16.5,404.99
N20002607,17.8,269.95
N20001441,44.0,399.02
N20002732,20.6,352.01
