id,roiGroup,provider,organisation,category,title,cleanTitle,jurisdiction,topic,featureUnit,formats,proposedAction,proposedPlacement,runtimeDesired,runtimeConversion,confidence,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,residualBlockerCount,residualBlockers,resolvedBlockers,currentProviderUrl,waybackUrl,sourcePlacement,sourceProvenanceDraft,approvalState
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q3-2022-sdcc1:01871,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q3 2022 SDCC,S142 Register Q3 2022 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q3-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q3-2022-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q3 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q3-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q3-2023-sdcc1:01872,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q3 2023 SDCC,S142 Register Q3 2023 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q3-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q3-2023-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q3 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q3-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q4-2022-sdcc1:01873,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q4 2022 SDCC,S142 Register Q4 2022 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q4-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q4-2022-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q4 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q4-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q4-2023-sdcc1:01874,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q4 2023 SDCC,S142 Register Q4 2023 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q4-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q4-2023-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q4 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q4-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:short-grass-stories-an-arts-strategy-for-kildare-county-council-2018-2022:01875,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Short Grass Stories: An Arts Strategy for Kildare County Council (2018 - 2022),Short Grass Stories: An Arts Strategy for Kildare County Council (2018 - 2022),Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/short-grass-stories-an-arts-strategy-for-kildare-county-council-2018-2022,https://web.archive.org/web/*/https://data.gov.ie/dataset/short-grass-stories-an-arts-strategy-for-kildare-county-council-2018-2022,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Short Grass Stories: An Arts Strategy for Kildare County Council (2018 - 2022) | formats: PDF | current URL: https://data.gov.ie/dataset/short-grass-stories-an-arts-strategy-for-kildare-county-council-2018-2022 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:south-dublin-council-buildings-2017-sdcc1:01876,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,South Dublin Council Buildings 2017 SDCC,South Dublin Council Buildings 2017 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/south-dublin-council-buildings-2017-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/south-dublin-council-buildings-2017-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | South Dublin Council Buildings 2017 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/south-dublin-council-buildings-2017-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:street-bin-locations:01877,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,Street Bin Locations,Street Bin Locations,Republic of Ireland,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/street-bin-locations,https://web.archive.org/web/*/https://data.gov.ie/dataset/street-bin-locations,Browse/Books/Tables source record with IA hotlinked viewport/download.,South Dublin County Council | Street Bin Locations | formats: CSV | current URL: https://data.gov.ie/dataset/street-bin-locations | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:sulfur-dioxide-so2-level-in-gorey-co-wexford:01878,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Sulfur Dioxide - SO2 Level in Gorey, Co. Wexford","Sulfur Dioxide - SO2 Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/sulfur-dioxide-so2-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/sulfur-dioxide-so2-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Sulfur Dioxide - SO2 Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/sulfur-dioxide-so2-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:table-a-annual-budget-2020-sdcc1:01879,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,Table A - Annual Budget 2020 SDCC,Table A - Annual Budget 2020 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/table-a-annual-budget-2020-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/table-a-annual-budget-2020-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | Table A - Annual Budget 2020 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/table-a-annual-budget-2020-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:table-a-annual-budget-2021-sdcc1:01880,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,Table A - Annual Budget 2021 SDCC,Table A - Annual Budget 2021 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/table-a-annual-budget-2021-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/table-a-annual-budget-2021-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | Table A - Annual Budget 2021 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/table-a-annual-budget-2021-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:table-a-annual-budget-2022-sdcc1:01881,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,Table A - Annual Budget 2022 - SDCC,Table A - Annual Budget 2022 - SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/table-a-annual-budget-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/table-a-annual-budget-2022-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | Table A - Annual Budget 2022 - SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/table-a-annual-budget-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
