SA2011,catholic_bg_pct,proj_unity_pct,provenance
N00004100,85.6,70.0,modelled
N00004101,14.5,25.9,modelled
N00004102,4.6,19.9,modelled
N00004103,2.7,17.6,modelled
N00004104,8.9,22.7,modelled
N00004105,6.2,19.1,modelled
N00004106,6.0,20.3,modelled
N00004107,4.8,19.4,modelled
N00004108,3.0,18.9,modelled
N00004109,1.2,17.5,modelled
N00004110,11.8,25.5,modelled
N00004111,12.3,24.1,modelled
N00004112,7.0,21.0,modelled
N00004113,9.2,22.6,modelled
N00004114,13.1,25.9,modelled
N00004115,9.9,24.3,modelled
N00004116,6.4,21.5,modelled
N00004117,10.9,24.3,modelled
N00004118,6.3,21.3,modelled
N00004119,11.7,24.4,modelled
N00004120,15.1,27.0,modelled
N00004121,7.6,22.7,modelled
N00004122,9.2,23.6,modelled
N00004123,12.3,24.0,modelled
N00004124,14.0,26.6,modelled
N00004125,14.1,25.7,modelled
N00004126,8.9,23.7,modelled
N00004127,13.6,26.5,modelled
N00004128,10.1,23.1,modelled
N00004129,6.5,21.1,modelled
N00004130,11.7,24.7,modelled
N00004131,7.6,21.5,modelled
N00004132,8.5,22.1,modelled
N00004133,6.7,23.3,modelled
N00004134,11.0,23.3,modelled
N00004135,6.4,22.5,modelled
N00004136,6.5,21.8,modelled
N00004137,12.2,24.7,modelled
N00004138,10.5,24.3,modelled
N00004139,11.5,23.9,modelled
N00004140,13.9,27.0,modelled
N00004141,8.4,21.7,modelled
N00004142,9.6,22.8,modelled
N00004143,12.2,25.1,modelled
N00004144,10.7,23.6,modelled
N00004145,9.5,22.8,modelled
N00004146,13.1,26.9,modelled
N00004147,9.1,24.4,modelled
N00004148,9.8,21.6,modelled
N00004149,8.3,21.8,modelled
N00004150,13.2,27.4,modelled
N00004151,11.0,24.1,modelled
N00004152,13.1,25.5,modelled
N00004153,8.5,22.2,modelled
N00004154,9.1,23.1,modelled
N00004155,7.6,22.6,modelled
N00004156,11.6,25.5,modelled
N00004157,9.3,23.8,modelled
N00004158,12.0,24.8,modelled
N00004159,12.3,27.2,modelled
N00004160,8.9,25.2,modelled
N00004161,7.0,25.0,modelled
N00004162,6.9,22.9,modelled
N00004163,10.8,24.6,modelled
N00004164,10.3,24.8,modelled
N00004165,8.0,23.8,modelled
N00004166,9.1,22.2,modelled
N00004167,6.1,23.4,modelled
N00004168,5.9,21.8,modelled
N00004169,10.9,24.0,modelled
N00004170,10.6,25.0,modelled
N00004171,10.0,21.7,modelled
N00004172,3.6,19.0,modelled
N00004173,14.3,26.5,modelled
N00004174,12.1,25.4,modelled
N00004175,6.4,21.7,modelled
N00004176,9.4,21.7,modelled
N00004177,14.7,25.7,modelled
N00004178,15.2,28.4,modelled
N00004179,37.8,41.0,modelled
N00004180,34.1,37.7,modelled
N00004181,36.3,40.3,modelled
N00004182,46.3,46.1,modelled
N00004183,19.4,26.4,modelled
N00004184,36.5,38.9,modelled
N00004185,17.0,26.0,modelled
N00004186,18.7,28.8,modelled
N00004187,10.2,21.7,modelled
N00004188,13.1,24.8,modelled
N00004189,9.9,23.2,modelled
N00004190,7.2,20.3,modelled
N00004191,10.5,23.9,modelled
N00004192,9.5,23.0,modelled
N00004193,15.5,27.9,modelled
N00004194,6.0,19.6,modelled
N00004195,4.0,21.6,modelled
N00004196,12.2,25.2,modelled
N00004197,4.5,23.0,modelled
N00004198,5.3,22.1,modelled
N00004199,11.7,25.8,modelled
N00004200,9.1,24.0,modelled
N00004201,13.1,26.7,modelled
N00004202,8.8,24.8,modelled
N00004203,6.4,21.5,modelled
N00004204,10.2,23.8,modelled
N00004205,7.0,23.1,modelled
N00004206,2.5,20.1,modelled
N00004207,6.3,21.2,modelled
N00004208,5.2,21.6,modelled
N00004209,6.8,21.3,modelled
N00004210,4.8,19.7,modelled
N00004211,9.8,24.3,modelled
N00004212,9.5,24.4,modelled
N00004213,10.6,25.1,modelled
N00004214,11.1,28.2,modelled
N00004215,4.6,23.7,modelled
N00004216,8.8,24.3,modelled
N00004217,8.5,23.3,modelled
N00004218,6.9,24.2,modelled
N00004219,15.1,28.0,modelled
N00004220,16.8,27.2,modelled
N00004221,11.7,24.2,modelled
N00004222,15.2,26.4,modelled
N00004223,8.8,22.9,modelled
N00004224,10.3,23.6,modelled
N00004225,16.3,26.1,modelled
N00004226,19.3,30.1,modelled
N00004227,10.6,22.6,modelled
N00004228,13.8,26.9,modelled
N00004229,12.0,24.7,modelled
N00004230,11.5,23.9,modelled
N00004231,11.1,23.6,modelled
N00004232,12.6,23.7,modelled
N00004233,8.4,21.5,modelled
N00004234,8.8,21.6,modelled
N00004235,16.3,26.8,modelled
N00004236,16.2,28.5,modelled
N00004237,23.4,31.3,modelled
N00004238,24.9,34.4,modelled
N00004239,20.2,29.5,modelled
N00004240,25.0,31.9,modelled
N00004241,28.8,34.5,modelled
N00004242,18.7,27.9,modelled
N00004243,2.2,19.5,modelled
N00004244,6.2,21.9,modelled
N00004245,11.1,23.6,modelled
N00004246,13.4,25.5,modelled
N00004247,10.8,22.2,modelled
N00004248,4.2,21.9,modelled
N00004249,13.2,24.4,modelled
N00004250,1.6,19.2,modelled
N00004251,3.7,20.1,modelled
N00004252,7.0,21.0,modelled
N00004253,8.2,22.1,modelled
N00004254,9.9,22.2,modelled
N00004255,5.5,18.2,modelled
N00004256,6.3,20.5,modelled
N00004257,4.9,18.9,modelled
N00004258,13.0,24.6,modelled
N00004259,8.0,21.2,modelled
N00004260,7.0,20.2,modelled
N00004261,25.8,34.8,modelled
N00004262,34.5,40.7,modelled
N00004263,28.3,36.3,modelled
N00004264,25.0,34.3,modelled
N00004265,15.8,29.4,modelled
N00004266,14.8,27.7,modelled
N00004267,20.1,31.2,modelled
N00004268,11.7,26.6,modelled
N00004269,17.7,30.9,modelled
N00004270,22.8,34.5,modelled
N00004271,25.8,34.7,modelled
N00004272,42.1,44.9,modelled
N00004273,27.2,32.8,modelled
N00004274,30.7,37.7,modelled
N00004275,36.8,41.1,modelled
N00004276,25.1,33.8,modelled
N00004277,25.2,32.9,modelled
N00004278,21.4,32.1,modelled
N00004279,17.5,27.2,modelled
N00004280,23.0,32.0,modelled
N00004281,21.7,30.9,modelled
N00004282,23.1,32.0,modelled
N00004283,30.3,36.6,modelled
N00004284,26.9,33.4,modelled
N00004285,23.7,31.8,modelled
N00004286,14.2,25.5,modelled
N00004287,20.8,30.6,modelled
N00004288,28.2,35.2,modelled
N00004289,27.3,35.5,modelled
N00004290,24.2,31.7,modelled
N00004291,10.2,23.0,modelled
N00004292,16.7,29.5,modelled
N00004293,30.1,36.0,modelled
N00004294,10.4,30.5,modelled
N00004295,13.3,24.7,modelled
N00004296,11.8,24.2,modelled
N00004297,21.0,30.5,modelled
N00004298,24.0,32.6,modelled
N00004299,26.1,33.7,modelled
N00004300,13.7,23.2,modelled
N00004301,14.4,26.7,modelled
N00004302,13.7,24.6,modelled
N00004303,11.5,23.4,modelled
N00004304,11.7,23.0,modelled
N00004305,10.7,24.1,modelled
N00004306,15.9,28.2,modelled
N00004307,14.6,27.3,modelled
N00004308,14.9,27.2,modelled
N00004309,6.4,20.0,modelled
N00004310,13.6,25.2,modelled
N00004311,17.2,29.5,modelled
N00004312,11.8,25.4,modelled
N00004313,12.1,24.3,modelled
N00004314,17.0,27.7,modelled
N00004315,14.2,27.0,modelled
N00004316,17.2,29.2,modelled
N00004317,14.5,27.0,modelled
N00004318,14.1,26.0,modelled
N00004319,21.1,30.5,modelled
N00004320,18.2,30.5,modelled
N00004321,11.1,22.7,modelled
N00004322,11.7,24.7,modelled
N00004323,10.2,23.2,modelled
N00004324,19.4,28.6,modelled
N00004325,15.9,27.7,modelled
N00004326,14.6,26.8,modelled
N00004327,10.9,23.1,modelled
N00004328,13.8,24.8,modelled
N00004329,7.3,22.1,modelled
N00004330,10.3,24.3,modelled
N00004331,21.4,32.0,modelled
N00004332,14.2,26.5,modelled
N00004333,8.6,23.9,modelled
N00004334,9.1,24.4,modelled
N00004335,10.0,22.7,modelled
N00004336,13.5,30.0,modelled
N00004337,9.6,25.5,modelled
N00004338,52.0,48.4,modelled
N00004339,40.1,41.1,modelled
N00004340,36.4,38.5,modelled
N00004341,24.5,30.9,modelled
N00004342,59.6,53.5,modelled
N00004343,65.8,57.6,modelled
N00004344,65.2,56.5,modelled
N00004345,49.1,46.6,modelled
N00004346,40.7,42.0,modelled
N00004347,63.8,56.7,modelled
N00004348,10.7,22.8,modelled
N00004349,87.3,70.4,modelled
N00004350,63.5,56.0,modelled
N00004351,74.4,62.8,modelled
N00004352,78.4,65.8,modelled
N00004353,63.4,56.1,modelled
N00004354,44.4,43.4,modelled
N00004355,90.7,72.8,modelled
N00004356,94.1,74.9,modelled
N00004357,79.5,66.5,modelled
N00004358,96.3,76.1,modelled
N00004359,78.5,66.1,modelled
N00004360,51.0,47.8,modelled
N00004361,76.6,64.1,modelled
N00004362,65.2,57.0,modelled
N00004363,86.9,70.6,modelled
N00004364,70.3,60.7,modelled
N00004365,83.4,68.9,modelled
N00004366,92.9,74.0,modelled
N00004367,76.7,64.3,modelled
N00004368,66.8,58.0,modelled
N00004369,67.0,58.2,modelled
N00004370,93.8,75.2,modelled
N00004371,74.7,62.3,modelled
N00004372,82.7,68.1,modelled
N00004373,96.1,76.6,modelled
N00004374,72.3,61.7,modelled
N00004375,72.0,61.0,modelled
N00004376,48.0,45.6,modelled
N00004377,81.3,66.8,modelled
N00004378,55.0,52.7,modelled
N00004379,12.7,23.2,modelled
N00004380,16.8,25.3,modelled
N00004381,12.0,22.9,modelled
N00004382,42.5,42.4,modelled
N00004383,12.4,22.9,modelled
N00004384,12.0,23.6,modelled
N00004385,18.5,27.3,modelled
N00004386,29.7,33.9,modelled
N00004387,14.7,24.1,modelled
N00004388,47.1,45.2,modelled
N00004389,61.8,54.5,modelled
N00004390,63.8,55.6,modelled
N00004391,68.4,58.7,modelled
N00004392,61.9,54.9,modelled
N00004393,73.9,61.6,modelled
N00004394,69.8,59.5,modelled
N00004395,88.4,70.7,modelled
N00004396,75.1,63.0,modelled
N00004397,76.6,64.1,modelled
N00004398,40.8,41.3,modelled
N00004399,56.1,51.1,modelled
N00004400,40.7,40.8,modelled
N00004401,64.2,56.5,modelled
N00004402,94.2,75.3,modelled
N00004403,88.7,71.8,modelled
N00004404,80.1,66.2,modelled
N00004405,93.1,74.2,modelled
N00004406,89.3,72.6,modelled
N00004407,86.3,70.4,modelled
N00004408,77.0,63.9,modelled
N00004409,89.6,72.7,modelled
N00004410,89.6,72.8,modelled
N00004411,89.7,72.9,modelled
N00004412,91.9,74.1,modelled
N00004413,53.3,48.5,modelled
N00004414,59.1,53.2,modelled
N00004415,88.6,71.8,modelled
N00004416,68.0,59.8,modelled
N00004417,65.4,56.8,modelled
N00004418,74.5,62.3,modelled
N00004419,77.8,64.6,modelled
N00004420,64.7,56.3,modelled
N00004421,31.6,35.4,modelled
N00004422,93.5,74.9,modelled
N00004423,98.5,78.1,modelled
N00004424,91.8,73.2,modelled
N00004425,88.9,72.0,modelled
N00004426,81.4,66.9,modelled
N00004427,69.8,59.5,modelled
N00004428,63.5,55.2,modelled
N00004429,77.9,65.1,modelled
N00004430,94.2,75.6,modelled
N00004431,76.2,63.9,modelled
N00004432,76.2,63.4,modelled
N00004433,82.5,67.7,modelled
N00004434,88.3,71.1,modelled
N00004435,38.7,39.8,modelled
N00004436,98.9,78.0,modelled
N00004437,92.7,74.1,modelled
N00004438,97.4,77.3,modelled
N00004439,94.8,75.7,modelled
N00004440,94.1,75.1,modelled
N00004441,60.7,54.0,modelled
N00004442,71.9,61.1,modelled
N00004443,77.0,64.1,modelled
N00004444,73.5,62.1,modelled
N00004445,50.6,47.3,modelled
N00004446,12.5,23.4,modelled
N00004447,29.8,33.9,modelled
N00004448,31.9,35.2,modelled
N00004449,56.9,52.2,modelled
N00004450,44.8,43.3,modelled
N00004451,86.8,70.8,modelled
N00004452,94.0,74.7,modelled
N00004453,96.3,76.7,modelled
N00004454,94.0,75.0,modelled
N00004455,95.5,76.0,modelled
N00004456,94.3,75.1,modelled
N00004457,92.7,73.8,modelled
N00004458,35.7,37.2,modelled
N00004459,72.8,61.4,modelled
N00004460,36.2,37.7,modelled
N00004461,61.0,53.7,modelled
N00004462,85.6,69.1,modelled
N00004463,34.5,36.9,modelled
N00004464,49.5,46.2,modelled
N00004465,13.3,23.2,modelled
N00004466,19.9,27.8,modelled
N00004467,19.2,27.4,modelled
N00004468,20.4,27.9,modelled
N00004469,19.3,27.3,modelled
N00004470,18.1,26.4,modelled
N00004471,33.0,36.1,modelled
N00004472,78.2,65.0,modelled
N00004473,50.4,47.3,modelled
N00004474,93.3,74.2,modelled
N00004475,94.4,75.6,modelled
N00004476,93.6,74.2,modelled
N00004477,94.3,75.8,modelled
N00004478,42.2,42.1,modelled
N00004479,87.7,71.3,modelled
N00004480,49.5,46.8,modelled
N00004481,81.8,66.9,modelled
N00004482,97.7,76.8,modelled
N00004483,91.7,73.9,modelled
N00004484,61.7,54.5,modelled
N00004485,89.0,71.6,modelled
N00004486,41.4,41.5,modelled
N00004487,73.4,62.1,modelled
N00004488,72.0,60.7,modelled
N00004489,68.0,58.1,modelled
N00004490,37.6,39.3,modelled
N00004491,56.1,50.8,modelled
N00004492,45.8,44.0,modelled
N00004493,33.1,35.8,modelled
N00004494,46.7,44.8,modelled
N00004495,63.4,55.5,modelled
N00004496,85.8,69.8,modelled
N00004497,90.3,71.9,modelled
N00004498,90.0,72.8,modelled
N00004499,87.8,70.4,modelled
N00004500,83.7,68.0,modelled
N00004501,86.7,70.2,modelled
N00004502,97.6,77.1,modelled
N00004503,68.9,59.0,modelled
N00004504,73.6,61.7,modelled
N00004505,40.4,40.9,modelled
N00004506,56.4,50.6,modelled
N00004507,51.9,48.1,modelled
N00004508,68.9,58.7,modelled
N00004509,58.5,52.7,modelled
N00004510,63.0,55.0,modelled
N00004511,70.7,59.7,modelled
N00004512,48.1,45.5,modelled
N00004513,49.5,46.6,modelled
N00004514,14.9,25.5,modelled
N00004515,10.6,23.1,modelled
N00004516,24.6,30.4,modelled
N00004517,17.3,25.8,modelled
N00004518,4.5,18.2,modelled
N00004519,92.4,74.5,modelled
N00004520,93.2,74.6,modelled
N00004521,90.4,72.6,modelled
N00004522,92.6,74.0,modelled
N00004523,94.7,75.5,modelled
N00004524,94.1,74.9,modelled
N00004525,94.3,74.9,modelled
N00004526,25.5,31.1,modelled
N00004527,15.1,24.5,modelled
N00004528,77.0,64.2,modelled
N00004529,53.1,48.4,modelled
N00004530,68.9,59.2,modelled
N00004531,64.8,56.7,modelled
N00004532,88.2,71.9,modelled
N00004533,88.2,71.6,modelled
N00004534,88.7,72.3,modelled
N00004535,94.2,75.0,modelled
N00004536,91.7,72.8,modelled
N00004537,91.0,72.3,modelled
