id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-national-statistical-boundaries-2022-generalised-20m1:00037,Tailte/OSI/data.gov.ie,CSO Electoral Divisions - National Statistical Boundaries - 2022 - Generalised 20m,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-20m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-20m1,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions - National Statistical Boundaries - 2022 - Generalised 20m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-20m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-national-statistical-boundaries-2022-generalised-50m1:00038,Tailte/OSI/data.gov.ie,CSO Electoral Divisions - National Statistical Boundaries - 2022 - Generalised 50m,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-50m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-50m1,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions - National Statistical Boundaries - 2022 - Generalised 50m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-generalised-50m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-national-statistical-boundaries-2022-ungeneralised1:00039,Tailte/OSI/data.gov.ie,CSO Electoral Divisions - National Statistical Boundaries - 2022 - Ungeneralised,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-ungeneralised1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-ungeneralised1,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions - National Statistical Boundaries - 2022 - Ungeneralised | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-national-statistical-boundaries-2022-ungeneralised1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-generalised-20m-national-statistical-boundaries-2015:00040,Tailte/OSI/data.gov.ie,CSO Electoral Divisions Generalised 20m - National Statistical Boundaries - 2015,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-generalised-20m-national-statistical-boundaries-2015,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-generalised-20m-national-statistical-boundaries-2015,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions Generalised 20m - National Statistical Boundaries - 2015 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-generalised-20m-national-statistical-boundaries-2015 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-generalised-50m-national-statistical-boundaries-2015:00041,Tailte/OSI/data.gov.ie,CSO Electoral Divisions Generalised 50m - National Statistical Boundaries - 2015,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-generalised-50m-national-statistical-boundaries-2015,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-generalised-50m-national-statistical-boundaries-2015,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions Generalised 50m - National Statistical Boundaries - 2015 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-generalised-50m-national-statistical-boundaries-2015 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-electoral-divisions-ungeneralised-national-statistical-boundaries-2015:00042,Tailte/OSI/data.gov.ie,CSO Electoral Divisions Ungeneralised - National Statistical Boundaries - 2015,hold-special-format,https://data.gov.ie/dataset/cso-electoral-divisions-ungeneralised-national-statistical-boundaries-2015,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-electoral-divisions-ungeneralised-national-statistical-boundaries-2015,pending-upload-or-linking,"Tailte Éireann | CSO Electoral Divisions Ungeneralised - National Statistical Boundaries - 2015 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-electoral-divisions-ungeneralised-national-statistical-boundaries-2015 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-100m1:00043,Tailte/OSI/data.gov.ie,CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 100m,hold-special-format,https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-100m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-100m1,pending-upload-or-linking,"Tailte Éireann | CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 100m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-100m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-20m1:00044,Tailte/OSI/data.gov.ie,CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 20m,hold-special-format,https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-20m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-20m1,pending-upload-or-linking,"Tailte Éireann | CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 20m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-20m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-50m1:00045,Tailte/OSI/data.gov.ie,CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 50m,hold-special-format,https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-50m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-50m1,pending-upload-or-linking,"Tailte Éireann | CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Generalised 50m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-generalised-50m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:cso-local-electoral-areas-national-statistical-boundaries-2022-ungeneralised1:00046,Tailte/OSI/data.gov.ie,CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Ungeneralised,hold-special-format,https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-ungeneralised1,https://web.archive.org/web/*/https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-ungeneralised1,pending-upload-or-linking,"Tailte Éireann | CSO Local Electoral Areas - National Statistical Boundaries - 2022 - Ungeneralised | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/cso-local-electoral-areas-national-statistical-boundaries-2022-ungeneralised1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-districts-national-placenames-gazetteer1:00047,Tailte/OSI/data.gov.ie,Electoral Districts - National Placenames Gazetteer,hold-special-format,https://data.gov.ie/dataset/electoral-districts-national-placenames-gazetteer1,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-districts-national-placenames-gazetteer1,pending-upload-or-linking,"Tailte Éireann | Electoral Districts - National Placenames Gazetteer | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-districts-national-placenames-gazetteer1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisions-national-statutory-boundaries-20191:00048,Tailte/OSI/data.gov.ie,Electoral Divisions - National Statutory Boundaries - 2019,hold-special-format,https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-20191,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-20191,pending-upload-or-linking,"Tailte Éireann | Electoral Divisions - National Statutory Boundaries - 2019 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-20191 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisions-national-statutory-boundaries-2019-generalised-20m1:00049,Tailte/OSI/data.gov.ie,Electoral Divisions - National Statutory Boundaries - 2019 - Generalised 20m,hold-special-format,https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-2019-generalised-20m1,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-2019-generalised-20m1,pending-upload-or-linking,"Tailte Éireann | Electoral Divisions - National Statutory Boundaries - 2019 - Generalised 20m | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-2019-generalised-20m1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisions-national-statutory-boundaries-ungeneralised-20241:00050,Tailte/OSI/data.gov.ie,Electoral Divisions - National Statutory Boundaries - Ungeneralised - 2024,hold-special-format,https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-20241,pending-upload-or-linking,"Tailte Éireann | Electoral Divisions - National Statutory Boundaries - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisions-national-statutory-boundaries-ungeneralised-2026:00051,Tailte/OSI/data.gov.ie,Electoral Divisions - National Statutory Boundaries - Ungeneralised 2026,hold-special-format,https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-2026,pending-upload-or-linking,"Tailte Éireann | Electoral Divisions - National Statutory Boundaries - Ungeneralised 2026 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisions-national-statutory-boundaries-ungeneralised-2026 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:gaeltacht-areas-national-administrative-boundaries-ungeneralised-20241:00052,Tailte/OSI/data.gov.ie,Gaeltacht Areas - National Administrative Boundaries - Ungeneralised - 2024,hold-special-format,https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-20241,https://web.archive.org/web/*/https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-20241,pending-upload-or-linking,"Tailte Éireann | Gaeltacht Areas - National Administrative Boundaries - Ungeneralised - 2024 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-20241 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:gaeltacht-areas-national-administrative-boundaries-ungeneralised-2026:00053,Tailte/OSI/data.gov.ie,Gaeltacht Areas - National Administrative Boundaries - Ungeneralised - 2026,hold-special-format,https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-2026,pending-upload-or-linking,"Tailte Éireann | Gaeltacht Areas - National Administrative Boundaries - Ungeneralised - 2026 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/gaeltacht-areas-national-administrative-boundaries-ungeneralised-2026 | IA mirror/download link pending; do not expose local drive paths."
