id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:5-local-authority-planning-property-open-data-layers:county-boundaryfcc2:00097,data.gov.ie,County BoundaryFCC,local-authority-batch-review,https://data.gov.ie/dataset/county-boundaryfcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/county-boundaryfcc2,pending-upload-or-linking,"Fingal County Council | County BoundaryFCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/county-boundaryfcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:county-development-plan-2025-2031-land-use-zoning-boundaries:00098,data.gov.ie,County Development Plan 2025-2031 - Land Use Zoning Boundaries,local-authority-batch-review,https://data.gov.ie/dataset/county-development-plan-2025-2031-land-use-zoning-boundaries,https://web.archive.org/web/*/https://data.gov.ie/dataset/county-development-plan-2025-2031-land-use-zoning-boundaries,pending-upload-or-linking,"Monaghan County Council | County Development Plan 2025-2031 - Land Use Zoning Boundaries | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/county-development-plan-2025-2031-land-use-zoning-boundaries | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:county-development-plan-2025-2031-settlement-envelope-boundaries:00099,data.gov.ie,County Development Plan 2025-2031 - Settlement Envelope Boundaries,local-authority-batch-review,https://data.gov.ie/dataset/county-development-plan-2025-2031-settlement-envelope-boundaries,https://web.archive.org/web/*/https://data.gov.ie/dataset/county-development-plan-2025-2031-settlement-envelope-boundaries,pending-upload-or-linking,"Monaghan County Council | County Development Plan 2025-2031 - Settlement Envelope Boundaries | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/county-development-plan-2025-2031-settlement-envelope-boundaries | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:county-galway-settlement-boundaries-cdp-2022-2028:00100,data.gov.ie,County Galway Settlement Boundaries CDP 2022 2028,local-authority-batch-review,https://data.gov.ie/dataset/county-galway-settlement-boundaries-cdp-2022-2028,https://web.archive.org/web/*/https://data.gov.ie/dataset/county-galway-settlement-boundaries-cdp-2022-2028,pending-upload-or-linking,"Galway County Council | County Galway Settlement Boundaries CDP 2022 2028 | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/county-galway-settlement-boundaries-cdp-2022-2028 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:dail-constituencies-2013-sdcc1:00101,data.gov.ie,Dail Constituencies 2013 SDCC,new-interactive-map,https://data.gov.ie/dataset/dail-constituencies-2013-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/dail-constituencies-2013-sdcc1,pending-upload-or-linking,"South Dublin County Council | Dail Constituencies 2013 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/dail-constituencies-2013-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:development-plan-2022-2028-boundary-plan-areas-dlr:00102,data.gov.ie,Development Plan 2022-2028 - Boundary Plan Areas DLR,local-authority-batch-review,https://data.gov.ie/dataset/development-plan-2022-2028-boundary-plan-areas-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/development-plan-2022-2028-boundary-plan-areas-dlr,pending-upload-or-linking,"Dún Laoghaire-Rathdown County Council | Development Plan 2022-2028 - Boundary Plan Areas DLR | formats: CSV, GEOJSON, KML, ZIP | current URL: https://data.gov.ie/dataset/development-plan-2022-2028-boundary-plan-areas-dlr | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:district-electoral-divisions-boundaries:00103,data.gov.ie,District Electoral Divisions Boundaries,variant-child-map,https://data.gov.ie/dataset/district-electoral-divisions-boundaries,https://web.archive.org/web/*/https://data.gov.ie/dataset/district-electoral-divisions-boundaries,pending-upload-or-linking,"Monaghan County Council | District Electoral Divisions Boundaries | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/district-electoral-divisions-boundaries | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:ed-boundaries-dlr:00104,data.gov.ie,Electoral Divisions DLR,variant-child-map,https://data.gov.ie/dataset/ed-boundaries-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/ed-boundaries-dlr,pending-upload-or-linking,"Dún Laoghaire-Rathdown County Council | Electoral Divisions DLR | formats: GEOJSON, ZIP | current URL: https://data.gov.ie/dataset/ed-boundaries-dlr | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:fingal-county-boundary2:00105,data.gov.ie,Fingal County Boundary,local-authority-batch-review,https://data.gov.ie/dataset/fingal-county-boundary2,https://web.archive.org/web/*/https://data.gov.ie/dataset/fingal-county-boundary2,pending-upload-or-linking,"Fingal County Council | Fingal County Boundary | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/fingal-county-boundary2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:galway-transportation-and-planning-study-area:00106,data.gov.ie,Galway Transportation and Planning Study Area,local-authority-batch-review,https://data.gov.ie/dataset/galway-transportation-and-planning-study-area,https://web.archive.org/web/*/https://data.gov.ie/dataset/galway-transportation-and-planning-study-area,pending-upload-or-linking,"Galway County Council | Galway Transportation and Planning Study Area | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/galway-transportation-and-planning-study-area | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:glenveagh-national-park-boundary-map:00107,data.gov.ie,Glenveagh National Park Boundary Map,local-authority-batch-review,https://data.gov.ie/dataset/glenveagh-national-park-boundary-map,https://web.archive.org/web/*/https://data.gov.ie/dataset/glenveagh-national-park-boundary-map,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Glenveagh National Park Boundary Map | formats: ESRI REST, PDF, SHP / ZIP, WFS | current URL: https://data.gov.ie/dataset/glenveagh-national-park-boundary-map | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:greystones-delgany-kilcoole-local-planning-framework-boundary-adopted-2026:00108,data.gov.ie,Greystones-Delgany & Kilcoole Local Planning Framework Boundary (Adopted 2026),hold-special-format,https://data.gov.ie/dataset/greystones-delgany-kilcoole-local-planning-framework-boundary-adopted-2026,https://web.archive.org/web/*/https://data.gov.ie/dataset/greystones-delgany-kilcoole-local-planning-framework-boundary-adopted-2026,pending-upload-or-linking,"Wicklow County Council | Greystones-Delgany & Kilcoole Local Planning Framework Boundary (Adopted 2026) | formats: CSV, CSV, SHAPEFILE, FILE GEODATABASE, GEOJSON AND KML, ESRI REST SERVICE, GEOJSON, KMZ, SHAPEFILES | current URL: https://data.gov.ie/dataset/greystones-delgany-kilcoole-local-planning-framework-boundary-adopted-2026 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:habitat-and-management-data-collation-and-collection-on-callows-and-floodplain-grasslands:00109,data.gov.ie,Habitat and management data collation and collection on callows and floodplain grasslands,local-authority-batch-review,https://data.gov.ie/dataset/habitat-and-management-data-collation-and-collection-on-callows-and-floodplain-grasslands,https://web.archive.org/web/*/https://data.gov.ie/dataset/habitat-and-management-data-collation-and-collection-on-callows-and-floodplain-grasslands,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Habitat and management data collation and collection on callows and floodplain grasslands | formats: SHP / ZIP | current URL: https://data.gov.ie/dataset/habitat-and-management-data-collation-and-collection-on-callows-and-floodplain-grasslands | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:high-status-objective-catchment-areas-hsoca-grant-scheme-eligible-maybe-eligible-ineligible-are1:00110,data.gov.ie,High Status Objective Catchment Areas (HSOCA) grant scheme eligible/Maybe eligible/ineligible areas,local-authority-batch-review,https://data.gov.ie/dataset/high-status-objective-catchment-areas-hsoca-grant-scheme-eligible-maybe-eligible-ineligible-are1,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-status-objective-catchment-areas-hsoca-grant-scheme-eligible-maybe-eligible-ineligible-are1,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | High Status Objective Catchment Areas (HSOCA) grant scheme eligible/Maybe eligible/ineligible areas | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/high-status-objective-catchment-areas-hsoca-grant-scheme-eligible-maybe-eligible-ineligible-are1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:killarney-national-park-boundary-map:00111,data.gov.ie,Killarney National Park Boundary Map,local-authority-batch-review,https://data.gov.ie/dataset/killarney-national-park-boundary-map,https://web.archive.org/web/*/https://data.gov.ie/dataset/killarney-national-park-boundary-map,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Killarney National Park Boundary Map | formats: ESRI REST, PDF, SHP / ZIP, WFS | current URL: https://data.gov.ie/dataset/killarney-national-park-boundary-map | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:municipal-district-boundaries:00112,data.gov.ie,Municipal District Boundaries,local-authority-batch-review,https://data.gov.ie/dataset/municipal-district-boundaries,https://web.archive.org/web/*/https://data.gov.ie/dataset/municipal-district-boundaries,pending-upload-or-linking,"Galway County Council | Municipal District Boundaries | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/municipal-district-boundaries | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:national-planning-applications:00113,data.gov.ie,National Planning Applications,local-authority-batch-review,https://data.gov.ie/dataset/national-planning-applications,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-planning-applications,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | National Planning Applications | formats: ESRI REST, GEOJSON, RESTSERVICE | current URL: https://data.gov.ie/dataset/national-planning-applications | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:national-survey-of-limestone-pavement-and-associated-habitats-in-ireland:00114,data.gov.ie,National Survey of Limestone Pavement and Associated Habitats in Ireland,local-authority-batch-review,https://data.gov.ie/dataset/national-survey-of-limestone-pavement-and-associated-habitats-in-ireland,https://web.archive.org/web/*/https://data.gov.ie/dataset/national-survey-of-limestone-pavement-and-associated-habitats-in-ireland,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | National Survey of Limestone Pavement and Associated Habitats in Ireland | formats: SHP / ZIP | current URL: https://data.gov.ie/dataset/national-survey-of-limestone-pavement-and-associated-habitats-in-ireland | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-boundaries-roscommon6:00115,data.gov.ie,Planning Application Boundaries - Roscommon,hold-special-format,https://data.gov.ie/dataset/planning-application-boundaries-roscommon6,https://web.archive.org/web/*/https://data.gov.ie/dataset/planning-application-boundaries-roscommon6,pending-upload-or-linking,"Roscommon County Council | Planning Application Boundaries - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/planning-application-boundaries-roscommon6 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-points5:00116,data.gov.ie,Planning Application Points,hold-special-format,https://data.gov.ie/dataset/planning-application-points5,https://web.archive.org/web/*/https://data.gov.ie/dataset/planning-application-points5,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Planning Application Points | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/planning-application-points5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:planning-application-sites5:00117,data.gov.ie,Planning Application Sites,hold-special-format,https://data.gov.ie/dataset/planning-application-sites5,https://web.archive.org/web/*/https://data.gov.ie/dataset/planning-application-sites5,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Planning Application Sites | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/planning-application-sites5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:planning-exemptions-local-authorities:00118,data.gov.ie,Planning Exemptions - Local Authorities,hold-special-format,https://data.gov.ie/dataset/planning-exemptions-local-authorities,https://web.archive.org/web/*/https://data.gov.ie/dataset/planning-exemptions-local-authorities,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Planning Exemptions - Local Authorities | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/planning-exemptions-local-authorities | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:planning-exemptions-settlements:00119,data.gov.ie,Planning Exemptions - Settlements,hold-special-format,https://data.gov.ie/dataset/planning-exemptions-settlements,https://web.archive.org/web/*/https://data.gov.ie/dataset/planning-exemptions-settlements,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Planning Exemptions - Settlements | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/planning-exemptions-settlements | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-stations-for-general-election-2024-fcc3:00120,data.gov.ie,Polling Stations for General Election 2024 FCC,new-interactive-map,https://data.gov.ie/dataset/polling-stations-for-general-election-2024-fcc3,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-stations-for-general-election-2024-fcc3,pending-upload-or-linking,"Fingal County Council | Polling Stations for General Election 2024 FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polling-stations-for-general-election-2024-fcc3 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-stations-presidential-election-2025-fcc:00121,data.gov.ie,Polling Stations Presidential Election 2025 FCC,new-interactive-map,https://data.gov.ie/dataset/polling-stations-presidential-election-2025-fcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-stations-presidential-election-2025-fcc,pending-upload-or-linking,"Fingal County Council | Polling Stations Presidential Election 2025 FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polling-stations-presidential-election-2025-fcc | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:roscommon-town-lap-2024-2030-plan-boundary:00122,data.gov.ie,Roscommon Town LAP 2024-2030 Plan Boundary,local-authority-batch-review,https://data.gov.ie/dataset/roscommon-town-lap-2024-2030-plan-boundary,https://web.archive.org/web/*/https://data.gov.ie/dataset/roscommon-town-lap-2024-2030-plan-boundary,pending-upload-or-linking,"Roscommon County Council | Roscommon Town LAP 2024-2030 Plan Boundary | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/roscommon-town-lap-2024-2030-plan-boundary | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:school-warden-duty-points-fcc2:00123,data.gov.ie,School Warden Duty Points FCC,local-authority-batch-review,https://data.gov.ie/dataset/school-warden-duty-points-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/school-warden-duty-points-fcc2,pending-upload-or-linking,"Fingal County Council | School Warden Duty Points FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/school-warden-duty-points-fcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:school-wardens-duty-points-sdcc:00124,data.gov.ie,School Wardens Duty Points SDCC,local-authority-batch-review,https://data.gov.ie/dataset/school-wardens-duty-points-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/school-wardens-duty-points-sdcc,pending-upload-or-linking,"South Dublin County Council | School Wardens Duty Points SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/school-wardens-duty-points-sdcc | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:settlement-boundaries-roscommon-cdp-2022-2028:00125,data.gov.ie,Settlement Boundaries - Roscommon CDP 2022-2028,hold-special-format,https://data.gov.ie/dataset/settlement-boundaries-roscommon-cdp-2022-2028,https://web.archive.org/web/*/https://data.gov.ie/dataset/settlement-boundaries-roscommon-cdp-2022-2028,pending-upload-or-linking,"Roscommon County Council | Settlement Boundaries - Roscommon CDP 2022-2028 | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/settlement-boundaries-roscommon-cdp-2022-2028 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:south-dublin-county-boundary-sdcc1:00126,data.gov.ie,South Dublin County Boundary SDCC,local-authority-batch-review,https://data.gov.ie/dataset/south-dublin-county-boundary-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/south-dublin-county-boundary-sdcc1,pending-upload-or-linking,"South Dublin County Council | South Dublin County Boundary SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/south-dublin-county-boundary-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:the-badger-and-habitat-survey-of-ireland-1989-1995:00127,data.gov.ie,The Badger and Habitat Survey of Ireland 1989 - 1995,local-authority-batch-review,https://data.gov.ie/dataset/the-badger-and-habitat-survey-of-ireland-1989-1995,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-badger-and-habitat-survey-of-ireland-1989-1995,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The Badger and Habitat Survey of Ireland 1989 - 1995 | formats: PDF, SHP / ZIP | current URL: https://data.gov.ie/dataset/the-badger-and-habitat-survey-of-ireland-1989-1995 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:the-monitoring-and-assessment-of-three-eu-habitats-directive-annex-i-grassland-habitats:00128,data.gov.ie,The monitoring and assessment of three EU Habitats Directive Annex I grassland habitats,local-authority-batch-review,https://data.gov.ie/dataset/the-monitoring-and-assessment-of-three-eu-habitats-directive-annex-i-grassland-habitats,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-monitoring-and-assessment-of-three-eu-habitats-directive-annex-i-grassland-habitats,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The monitoring and assessment of three EU Habitats Directive Annex I grassland habitats | formats: PDF, SHP / ZIP | current URL: https://data.gov.ie/dataset/the-monitoring-and-assessment-of-three-eu-habitats-directive-annex-i-grassland-habitats | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townland-boundaries:00129,data.gov.ie,Townland Boundaries,variant-child-map,https://data.gov.ie/dataset/townland-boundaries,https://web.archive.org/web/*/https://data.gov.ie/dataset/townland-boundaries,pending-upload-or-linking,"Monaghan County Council | Townland Boundaries | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/townland-boundaries | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townland-boundaries-dlr:00130,data.gov.ie,Townland Boundaries DLR,enrich-existing-source,https://data.gov.ie/dataset/townland-boundaries-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/townland-boundaries-dlr,pending-upload-or-linking,"Dún Laoghaire-Rathdown County Council | Townland Boundaries DLR | formats: DB_TABLE, GEOJSON, ZIP | current URL: https://data.gov.ie/dataset/townland-boundaries-dlr | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-2015-sdcc1:00131,data.gov.ie,Townlands 2015 SDCC,variant-child-map,https://data.gov.ie/dataset/townlands-2015-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/townlands-2015-sdcc1,pending-upload-or-linking,"South Dublin County Council | Townlands 2015 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/townlands-2015-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlands-in-fcc3:00132,data.gov.ie,Townlands in FCC,variant-child-map,https://data.gov.ie/dataset/townlands-in-fcc3,https://web.archive.org/web/*/https://data.gov.ie/dataset/townlands-in-fcc3,pending-upload-or-linking,"Fingal County Council | Townlands in FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/townlands-in-fcc3 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:townlandsfcc2:00133,data.gov.ie,TownlandsFCC,variant-child-map,https://data.gov.ie/dataset/townlandsfcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/townlandsfcc2,pending-upload-or-linking,"Fingal County Council | TownlandsFCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/townlandsfcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:wicklow-mountains-national-park-boundary-map:00134,data.gov.ie,Wicklow Mountains National Park Boundary Map,local-authority-batch-review,https://data.gov.ie/dataset/wicklow-mountains-national-park-boundary-map,https://web.archive.org/web/*/https://data.gov.ie/dataset/wicklow-mountains-national-park-boundary-map,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Wicklow Mountains National Park Boundary Map | formats: ESRI REST, PDF, SHP / ZIP, WFS | current URL: https://data.gov.ie/dataset/wicklow-mountains-national-park-boundary-map | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:wild-nephin-national-park-boundary-map:00135,data.gov.ie,Wild Nephin National Park Boundary Map,local-authority-batch-review,https://data.gov.ie/dataset/wild-nephin-national-park-boundary-map,https://web.archive.org/web/*/https://data.gov.ie/dataset/wild-nephin-national-park-boundary-map,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Wild Nephin National Park Boundary Map | formats: ESRI REST, PDF, SHP / ZIP | current URL: https://data.gov.ie/dataset/wild-nephin-national-park-boundary-map | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:constituency-boundaries-ungeneralised-2017-1490744149365444377:00136,Local standalone source,Constituency Boundaries Ungeneralised 2017,new-interactive-map,,,pending-upload-or-linking,Local standalone source | Constituency Boundaries Ungeneralised 2017 | formats: GEOJSON | IA mirror/download link pending; do not expose local drive paths.
medium-prep:2-irish-election-source-enrichment-data:constituency-boundaries-ungeneralised-8061739424892011697:00137,Local standalone source,Constituency Boundaries Ungeneralised,new-interactive-map,,,pending-upload-or-linking,Local standalone source | Constituency Boundaries Ungeneralised | formats: GEOJSON | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:an-spideal-lap-2015-to-20211:00138,data.gov.ie,An Spideal LAP 2015 to 2021,local-authority-batch-review,https://data.gov.ie/dataset/an-spideal-lap-2015-to-20211,https://web.archive.org/web/*/https://data.gov.ie/dataset/an-spideal-lap-2015-to-20211,pending-upload-or-linking,"Galway County Council | An Spideal LAP 2015 to 2021 | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/an-spideal-lap-2015-to-20211 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:co-wicklow-local-electoral-areas:00139,data.gov.ie,Co. Wicklow Local Electoral Areas,variant-child-map,https://data.gov.ie/dataset/co-wicklow-local-electoral-areas,https://web.archive.org/web/*/https://data.gov.ie/dataset/co-wicklow-local-electoral-areas,pending-upload-or-linking,"Wicklow County Council | Co. Wicklow Local Electoral Areas | formats: CSV, ESRI REST, GEOJSON, KML, SHAPE FILE | current URL: https://data.gov.ie/dataset/co-wicklow-local-electoral-areas | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:electoral-areas-roscommon5:00140,data.gov.ie,Electoral Areas - Roscommon,hold-special-format,https://data.gov.ie/dataset/electoral-areas-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-areas-roscommon5,pending-upload-or-linking,"Roscommon County Council | Electoral Areas - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/electoral-areas-roscommon5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisions-fcc2:00141,data.gov.ie,Electoral Divisions FCC,variant-child-map,https://data.gov.ie/dataset/electoral-divisions-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisions-fcc2,pending-upload-or-linking,"Fingal County Council | Electoral Divisions FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisions-fcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:electoral-divisionsfcc2:00142,data.gov.ie,Electoral DivisionsFCC,variant-child-map,https://data.gov.ie/dataset/electoral-divisionsfcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/electoral-divisionsfcc2,pending-upload-or-linking,"Fingal County Council | Electoral DivisionsFCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/electoral-divisionsfcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-electoral-areas-2019-sdcc:00143,data.gov.ie,Local Electoral Areas 2019 SDCC,variant-child-map,https://data.gov.ie/dataset/local-electoral-areas-2019-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-electoral-areas-2019-sdcc,pending-upload-or-linking,"South Dublin County Council | Local Electoral Areas 2019 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/local-electoral-areas-2019-sdcc | IA mirror/download link pending; do not expose local drive paths."
