SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00004248,95XX15W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004244,95XX15W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004198,95XX10S1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004251,95XX15W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004197,95XX10S1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004203,95XX10S3,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004250,95XX15W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004316,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004313,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004185,95XX08S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004314,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004186,95XX08S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004296,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004324,95XX24S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004326,95XX24S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004325,95XX24S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004234,95XX13W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004300,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004233,95XX13W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004295,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004302,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004184,95XX08S2,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004180,95XX08S1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004182,95XX08S1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004299,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004298,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004181,95XX08S1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004261,95XX17S1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004263,95XX17S1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004262,95XX17S1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004265,95XX17S1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004297,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor Central
N00004301,95XX21W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004267,95XX17S2,NORTH DOWN AREA A,ABBEY,ABBEY,Bangor Central
N00004268,95XX17S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,ABBEY,Bangor Central
N00004128,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004127,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004123,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004177,95XX07S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004125,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004175,95XX07S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004178,95XX07S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004176,95XX07S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004269,95XX17S2,NORTH DOWN AREA A,ABBEY,ABBEY,Bangor Central
N00004264,95XX17S1,NORTH DOWN AREA A,ABBEY,ABBEY,Bangor Central
N00004148,95XX05W1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004150,95XX05W1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004174,95XX07S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004151,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004152,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004154,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004153,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004158,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004149,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004156,95XX05W1,NORTH DOWN AREA C,ABBEY,ABBEY,Bangor Central
N00004155,95XX05W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004335,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004334,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004336,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004309,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004333,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004330,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004331,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004306,95XX22W1,NORTH DOWN AREA B,BANGOR WEST,ABBEY,Bangor West
N00004332,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004307,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004317,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004311,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004179,95XX08S1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004320,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004183,95XX08S1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Bangor West
N00004312,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004318,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004315,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004308,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004305,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004310,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004319,95XX23W1,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004204,95XX10S3,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004205,95XX10S3,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004202,95XX10S2,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004303,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004304,95XX22W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor West
N00004337,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004201,95XX10S2,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004200,95XX10S2,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004199,95XX10S2,NORTH DOWN AREA B,BANGOR WEST,BANGOR WEST,Bangor West
N00004207,95XX11S1,NORTH DOWN AREA B,ABBEY,ABBEY,Holywood and Clandeboye
N00004209,95XX11S1,NORTH DOWN AREA B,ABBEY,ABBEY,Holywood and Clandeboye
N00004208,95XX11S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004214,95XX11S3,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004212,95XX11S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,ABBEY,Bangor Central
N00004165,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004166,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004215,95XX11S3,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004216,95XX11S3,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004218,95XX11S3,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004217,95XX11S3,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004213,95XX11S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004162,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004168,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004161,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004160,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004329,95XX25W1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004159,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004167,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004157,95XX06S1,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004118,95XX01S3,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004120,95XX01S3,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004119,95XX01S3,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004121,95XX01S3,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004114,95XX01S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004146,95XX04S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004147,95XX04S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004112,95XX01S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004110,95XX01S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004116,95XX01S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004115,95XX01S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004117,95XX01S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004122,95XX01S3,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004163,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004164,95XX06S2,NORTH DOWN AREA B,ABBEY,ABBEY,Bangor Central
N00004113,95XX01S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004132,95XX03S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004136,95XX03S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004137,95XX03S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004111,95XX01S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004143,95XX04S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004144,95XX04S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004142,95XX04S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004140,95XX04S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004141,95XX04S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004145,95XX04S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004171,95XX07S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004170,95XX07S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004169,95XX07S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004190,95XX09S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004139,95XX04S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004133,95XX03S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004134,95XX03S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004131,95XX03S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004192,95XX09S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004187,95XX09S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004189,95XX09S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004188,95XX09S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004172,95XX07S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004173,95XX07S1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004124,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004191,95XX09S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004126,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004130,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004129,95XX02W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004193,95XX09S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004194,95XX09S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N00004253,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004260,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004252,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004255,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004135,95XX03S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004138,95XX03S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004254,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00000215,95BB10S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000218,95BB10S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000219,95BB11S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000220,95BB11S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000213,95BB10S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000211,95BB10S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000214,95BB10S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000225,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000224,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000210,95BB10S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000212,95BB10S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000227,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000229,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000226,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000293,95BB18S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000223,95BB11S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000228,95BB11S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000221,95BB11S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000222,95BB11S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000216,95BB10S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000294,95BB18S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000172,95BB05S2,ARDS AREA A,ARDS PENINSULA,ARDS PENINSULA,Ards Peninsula
N00000288,95BB18S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000289,95BB18S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000290,95BB18S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000287,95BB18S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000286,95BB18S1,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000291,95BB18S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000292,95BB18S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N00000295,95BB18S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00000217,95BB10S2,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N00004256,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00003141,95QQ13W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003139,95QQ13W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003076,95QQ02W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003077,95QQ02W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003078,95QQ02W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003075,95QQ02W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003142,95QQ13W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00003143,95QQ13W1,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N00001740,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001643,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001642,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001644,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001645,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001641,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001646,95HH01W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001738,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001743,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001741,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001742,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001739,95HH16W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N00001681,95HH06S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00004257,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004258,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004259,95XX16W1,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N00004266,95XX17S2,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,ABBEY,Bangor Central
N00004231,95XX13W1,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N00004224,95XX12W1,NORTH DOWN AREA C,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
N00001693,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001696,95HH08W1,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001704,95HH09W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001703,95HH09W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001705,95HH09W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001713,95HH11W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001731,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001727,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001674,95HH05W1,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001726,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001725,95HH13W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001722,95HH13W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001730,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001729,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001728,95HH14W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001723,95HH13W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001721,95HH13W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001724,95HH13W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N00001668,95HH04S2,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N00001712,95HH11W1,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N00001733,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001650,95HH02S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001647,95HH02S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001660,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001657,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001648,95HH02S1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001734,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001735,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001737,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001736,95HH15W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001658,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001655,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N00001656,95HH03W1,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
