SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00000806,95FF15W1,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N00000787,95FF11W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000783,95FF11W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Lagan River
N00000740,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000739,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000718,95FF01S2,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000770,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000769,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000730,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000767,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000729,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000734,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000771,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000768,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000737,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000736,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000738,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000804,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000735,95FF04W1,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N00000720,95FF01S2,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000716,95FF01S1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000719,95FF01S2,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000715,95FF01S1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000823,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000821,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000824,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000717,95FF01S1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000820,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000819,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000766,95FF08W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000727,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000733,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000732,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000731,95FF03W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000758,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000759,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000763,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000761,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000765,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000762,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000822,95FF17W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000817,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000816,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000760,95FF07W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000814,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000818,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000815,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000813,95FF16W1,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N00000805,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000792,95FF12W1,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Lagan River
N00002261,95LL11S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002258,95LL11S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002259,95LL11S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002257,95LL11S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002260,95LL11S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00000801,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000803,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000802,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000756,95FF06S2,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000754,95FF06S2,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000755,95FF06S2,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000749,95FF06S1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000757,95FF06S2,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000751,95FF06S1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000748,95FF06S1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000752,95FF06S1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000750,95FF06S1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000746,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000747,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000742,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000743,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000744,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000745,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000741,95FF05W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00000800,95FF14W1,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N00003448,95SS21S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003449,95SS21S2,LISBURN AREA B,DOWNSHIRE,KILLULTAGH,Downshire West
N00003393,95SS15S2,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire West
N00003463,95SS23S1,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire West
N00003469,95SS23S2,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire West
N00003444,95SS21S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N00003452,95SS21S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003451,95SS21S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N00003443,95SS21S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N00003447,95SS21S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N00003446,95SS21S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N00003450,95SS21S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003481,95SS24S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003482,95SS24S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003478,95SS24S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003479,95SS24S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003474,95SS24S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003477,95SS24S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003480,95SS24S2,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00003476,95SS24S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00002172,95LL01S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002173,95LL01S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002332,95LL19S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002333,95LL19S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002330,95LL19S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002326,95LL19S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002334,95LL19S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002335,95LL19S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00003475,95SS24S1,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N00002262,95LL11S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002263,95LL11S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002377,95LL25S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002381,95LL25S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002378,95LL25S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002384,95LL25S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002385,95LL25S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002383,95LL25S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002382,95LL25S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002379,95LL25S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002376,95LL25S1,CRAIGAVON AREA D,CENTRAL,LURGAN,Lagan River
N00002207,95LL05S2,CRAIGAVON AREA D,CENTRAL,CENTRAL,Craigavon
N00002265,95LL12S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002264,95LL12S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002267,95LL12S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002278,95LL13S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002279,95LL13S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002268,95LL12S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002380,95LL25S1,CRAIGAVON AREA D,CENTRAL,LURGAN,Lagan River
N00002341,95LL20W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002336,95LL20W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002228,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002225,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002343,95LL20W1,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N00002339,95LL20W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002337,95LL20W1,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N00002342,95LL20W1,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N00002355,95LL22W1,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002353,95LL22W1,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002269,95LL12S2,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002266,95LL12S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002272,95LL12S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002271,95LL12S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002277,95LL13S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002356,95LL22W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002274,95LL13S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002354,95LL22W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002270,95LL12S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002242,95LL09S2,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002244,95LL09S2,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002357,95LL22W1,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002358,95LL22W1,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002359,95LL22W1,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N00002245,95LL09S2,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002240,95LL09S2,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002241,95LL09S2,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002224,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002243,95LL09S2,CRAIGAVON AREA D,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002236,95LL09S1,CRAIGAVON AREA D,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002238,95LL09S1,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002239,95LL09S1,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002237,95LL09S1,CRAIGAVON AREA C,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002344,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002345,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002352,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002347,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002349,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002348,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002346,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002223,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002222,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002226,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002227,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002320,95LL18S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002318,95LL18S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002221,95LL07W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002338,95LL20W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002340,95LL20W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002319,95LL18S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002323,95LL18S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002322,95LL18S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002324,95LL18S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002317,95LL18S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002321,95LL18S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002350,95LL21W1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002325,95LL18S2,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N00002327,95LL19S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002328,95LL19S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002329,95LL19S1,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N00002331,95LL19S2,CRAIGAVON AREA A,LOUGHSIDE,LURGAN,Lurgan
N00002386,95LL26S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002282,95LL14S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002283,95LL14S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002284,95LL14S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002288,95LL14S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002392,95LL26S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002287,95LL14S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002286,95LL14S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002281,95LL14S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002351,95LL21W1,CRAIGAVON AREA A,LURGAN,LURGAN,Lurgan
N00002285,95LL14S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002171,95LL01S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002175,95LL01S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002176,95LL01S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002391,95LL26S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002395,95LL26S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002393,95LL26S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002394,95LL26S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002389,95LL26S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002387,95LL26S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002390,95LL26S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002388,95LL26S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002251,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N00002249,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002250,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002247,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002246,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002254,95LL10S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002253,95LL10S2,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002307,95LL16S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002303,95LL16S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002248,95LL10S1,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Craigavon
N00002273,95LL13S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002275,95LL13S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002276,95LL13S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002305,95LL16S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002301,95LL16S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002306,95LL16S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002304,95LL16S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002280,95LL13S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002300,95LL16S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002313,95LL17W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002315,95LL17W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002314,95LL17W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002292,95LL15S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Portadown
N00002291,95LL15S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Portadown
N00002299,95LL16S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002298,95LL16S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002197,95LL04W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002200,95LL04W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002230,95LL08S1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002198,95LL04W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002201,95LL04W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002199,95LL04W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002231,95LL08S1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002229,95LL08S1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002235,95LL08S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002233,95LL08S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002232,95LL08S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002188,95LL03W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002191,95LL03W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002362,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002363,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002193,95LL03W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002216,95LL06S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002361,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002215,95LL06S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002365,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002364,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002366,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002184,95LL02S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002367,95LL23W1,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002186,95LL02S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002185,95LL02S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002234,95LL08S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002183,95LL02S2,CRAIGAVON AREA B,PORTADOWN,PORTADOWN,Portadown
N00002290,95LL15S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Portadown
N00002310,95LL17W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002309,95LL17W1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N00002289,95LL15S1,CRAIGAVON AREA C,CENTRAL,CENTRAL,Portadown
N00002293,95LL15S2,CRAIGAVON AREA C,CENTRAL,CENTRAL,Portadown
N00002297,95LL15S2,CRAIGAVON AREA D,CENTRAL,CENTRAL,Portadown
