SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00003445,Maghaberry_1,509,48.13,18.3,31,6.9,81.7,56.0
N00003446,Maghaberry_1,413,47.70,13.3,39,9.0,83.5,52.9
N00003447,Maghaberry_1,273,52.01,12.5,44,4.0,84.6,39.6
N00003448,Maghaberry_2,540,47.78,12.8,41,23.9,71.1,46.9
N00003449,Maghaberry_2,431,52.20,14.4,43,12.3,82.8,48.2
N00003450,Maghaberry_2,353,50.14,14.7,44,30.3,66.6,47.2
N00003451,Maghaberry_2,620,51.61,12.4,32,8.5,79.7,49.4
N00003452,Maghaberry_2,440,47.27,14.5,41,3.6,92.0,42.1
N00003453,Magheralave_1,376,50.80,5.3,25,14.9,50.5,61.0
N00003454,Magheralave_1,328,50.61,12.2,45,19.2,72.3,50.2
N00003455,Magheralave_1,305,48.85,12.5,42,22.0,68.5,54.3
N00003456,Magheralave_1,305,49.18,8.9,27,22.0,50.2,61.1
N00003457,Magheralave_1,289,51.90,12.1,35,12.1,71.6,43.4
N00003458,Magheralave_2,338,47.93,12.4,44,51.8,42.9,50.2
N00003459,Magheralave_2,240,51.67,7.9,47,27.1,64.2,50.6
N00003460,Magheralave_2,403,50.62,15.6,36,41.2,50.9,52.0
N00003461,Magheralave_2,329,56.23,7.9,61,24.3,68.4,58.0
N00003462,Magheralave_2,377,49.87,15.9,46,35.3,56.8,63.3
N00003463,Maze_1,491,49.08,13.6,40,12.0,81.7,53.9
N00003464,Maze_1,364,50.55,12.4,41,8.0,80.8,65.3
N00003465,Maze_1,267,53.56,7.9,49,2.2,91.4,28.0
N00003466,Maze_1,310,49.35,10.6,37,21.0,65.2,61.8
N00003467,Maze_1,473,50.32,7.6,52,8.9,79.7,69.4
N00003468,Maze_1,253,50.59,5.9,35,8.7,75.9,66.5
N00003469,Maze_2,373,49.60,12.3,35,2.7,88.2,36.8
N00003470,Maze_2,336,50.00,14.6,46,9.5,83.3,47.1
N00003471,Maze_2,274,48.91,11.3,42,10.2,82.5,32.2
N00003472,Maze_2,310,50.00,11.9,40,6.8,88.1,53.0
N00003473,Maze_2,365,47.95,14.8,36,5.2,84.9,41.3
N00003474,Moira_1,449,49.67,10.7,42,19.2,72.6,69.4
N00003475,Moira_1,1177,49.79,14.5,37,20.1,71.8,61.0
N00003476,Moira_1,734,47.96,15.1,39,15.8,75.5,53.8
N00003477,Moira_1,462,51.30,7.6,42,23.8,66.9,58.7
N00003478,Moira_2,817,53.24,13.5,42,14.7,79.4,57.9
N00003479,Moira_2,814,50.61,10.3,35,23.7,62.3,71.1
N00003480,Moira_2,258,52.33,12.4,41,15.1,77.1,23.0
N00003481,Moira_2,175,53.71,19.4,35,29.1,62.3,69.4
N00003482,Moira_2,253,49.41,6.3,43,20.2,73.1,32.3
N00003483,Old Warren,341,53.37,8.8,38,14.7,69.8,24.7
N00003484,Old Warren,313,50.16,14.4,32,55.6,36.4,19.6
N00003485,Old Warren,265,47.92,12.1,39,40.4,54.7,20.2
N00003486,Old Warren,355,51.55,17.7,29,43.9,45.1,19.4
N00003487,Old Warren,327,51.99,12.5,37,33.0,61.8,18.6
N00003488,Old Warren,284,51.41,15.8,26,16.9,66.2,17.3
N00003489,Old Warren,704,57.53,15.3,28,8.2,72.3,19.2
N00003490,Poleglass_1,265,56.60,20.0,28,93.2,4.2,21.8
N00003491,Poleglass_1,636,53.30,15.3,26,91.0,7.2,24.4
N00003492,Poleglass_1,370,51.08,14.1,29,97.6,2.2,26.8
N00003493,Poleglass_1,715,55.10,18.9,26,93.4,4.8,24.5
N00003494,Poleglass_2,763,50.85,17.0,32,95.8,3.3,42.1
N00003495,Poleglass_2,395,50.38,14.2,48,94.2,4.3,47.7
N00003496,Poleglass_2,637,54.32,19.8,24,93.7,4.6,35.5
N00003497,Seymour Hill,393,56.23,8.7,46,2.8,86.0,31.5
N00003498,Seymour Hill,234,48.29,11.5,42,3.0,88.9,35.8
N00003499,Seymour Hill,231,50.22,14.7,40,4.8,84.8,31.9
N00003500,Seymour Hill,295,48.14,9.8,41,21.4,66.8,47.2
N00003501,Seymour Hill,276,52.54,14.1,34,13.4,67.0,40.9
N00003502,Seymour Hill,202,50.50,5.9,48,9.4,82.2,28.2
N00003503,Seymour Hill,349,53.01,8.6,34,19.8,72.2,37.9
N00003504,Seymour Hill,324,50.31,11.1,45,16.7,76.5,45.7
N00003505,Seymour Hill,198,52.02,11.1,42,9.1,81.3,26.0
N00003506,Tonagh,396,53.03,14.6,31,58.1,34.1,28.3
N00003507,Tonagh,248,50.81,12.5,38,56.9,32.7,27.8
N00003508,Tonagh,293,50.17,12.3,35,48.1,43.3,28.1
N00003509,Tonagh,303,50.83,11.2,43,45.9,47.9,42.6
N00003510,Tonagh,312,48.40,15.4,38,45.8,47.8,22.0
N00003511,Tonagh,259,53.67,9.7,44,22.8,70.7,36.0
N00003512,Tonagh,304,52.63,11.8,39,28.6,60.2,31.6
N00003513,Tonagh,479,55.95,11.5,35,22.5,65.8,27.3
N00003514,Twinbrook_1,666,51.35,19.8,29,90.4,7.7,21.5
N00003515,Twinbrook_1,261,47.51,19.5,33,90.8,6.9,24.7
N00003516,Twinbrook_1,334,53.29,16.8,26,77.5,17.4,24.3
N00003517,Twinbrook_2,615,51.38,17.9,36,92.7,6.2,20.0
N00003518,Twinbrook_2,280,53.21,16.1,33,89.6,7.9,21.0
N00003519,Twinbrook_2,206,57.77,16.0,32,90.8,6.3,22.1
N00003520,Twinbrook_2,285,48.42,18.6,33,94.7,2.5,21.9
N00003521,Wallace Park_1,687,27.07,11.8,27,17.9,65.4,78.0
N00003522,Wallace Park_1,408,52.45,12.0,47,24.3,68.1,52.5
N00003523,Wallace Park_2,444,54.95,11.3,52,16.7,75.0,68.3
N00003524,Wallace Park_2,1204,51.83,13.1,43,19.3,66.5,60.8
N00003525,Wallace Park_2,350,51.43,14.9,42,26.0,71.1,52.3
N00003526,Wallace Park_2,285,54.04,9.8,48,25.3,62.1,63.9
N00003527,Ballymaguigan,527,48.96,15.0,33,83.5,15.9,34.6
N00003528,Ballymaguigan,898,49.00,15.4,34,49.2,45.8,38.9
N00003529,Ballymaguigan,442,52.49,14.3,33,83.9,13.6,30.0
N00003530,Ballymaguigan,460,48.70,14.6,35,94.8,5.2,38.3
N00003531,Ballymaguigan,421,48.46,20.2,32,96.9,2.4,34.4
N00003532,Bellaghy,461,50.76,14.1,34,80.3,18.9,36.0
N00003533,Bellaghy,618,51.46,12.9,30,78.5,20.2,35.4
N00003534,Bellaghy,304,49.01,14.5,34,77.6,21.4,28.7
N00003535,Bellaghy,459,45.53,15.3,36,74.3,23.7,37.2
N00003536,Bellaghy,504,47.82,16.7,32,93.8,5.8,26.5
N00003537,Bellaghy,339,52.80,16.5,32,91.2,7.7,22.1
N00003538,Castledawson_1,448,49.33,11.8,34,39.1,56.2,33.9
N00003539,Castledawson_1,348,51.15,13.5,30,59.8,37.4,44.6
N00003540,Castledawson_1,252,47.62,11.1,42,52.0,44.4,29.7
N00003541,Castledawson_1,278,51.08,14.0,36,42.4,54.3,30.9
N00003542,Castledawson_1,260,51.15,17.3,32,41.2,55.8,17.1
N00003543,Castledawson_2,574,50.17,13.9,32,67.2,28.7,41.0
N00003544,Castledawson_2,388,51.80,12.9,39,48.2,49.0,34.1
N00003545,Castledawson_2,467,48.61,14.6,34,74.1,25.3,33.8
N00003546,Castledawson_2,314,52.23,9.6,37,38.5,58.6,33.3
N00003547,Draperstown,665,49.02,12.2,30,95.6,2.4,38.8
N00003548,Draperstown,1769,49.41,13.9,34,91.6,7.1,31.2
N00003549,Draperstown,550,50.18,15.1,34,90.5,9.3,34.4
N00003550,Glebe_1,520,51.35,18.1,40,61.2,37.3,56.0
N00003551,Glebe_1,465,51.61,13.3,37,58.9,33.8,48.6
N00003552,Glebe_1,418,52.63,11.5,35,70.8,24.2,34.9
N00003553,Glebe_1,396,51.01,16.2,27,81.8,15.7,44.7
N00003554,Glebe_2,243,53.91,21.8,28,58.4,39.5,19.4
N00003555,Glebe_2,351,58.12,10.5,39,72.9,24.2,25.0
N00003556,Glebe_2,686,49.27,15.2,34,65.9,32.1,12.8
N00003557,Gulladuff,249,55.02,8.8,40,10.4,83.1,20.2
N00003558,Gulladuff,496,48.19,15.9,35,33.5,65.1,30.8
N00003559,Gulladuff,565,49.20,16.5,30,96.3,2.8,35.1
N00003560,Gulladuff,533,45.97,15.9,33,90.6,8.6,38.0
N00003561,Gulladuff,459,50.33,11.5,34,89.8,8.9,35.6
N00003562,Gulladuff,421,48.93,14.0,39,54.6,42.8,45.6
N00003563,Knockcloghrim,467,49.68,14.3,37,25.7,70.0,26.9
N00003564,Knockcloghrim,401,50.87,15.7,40,62.3,33.4,40.6
N00003565,Knockcloghrim,435,51.72,13.8,39,53.3,43.7,36.9
N00003566,Knockcloghrim,541,47.69,15.7,34,73.6,25.3,39.2
N00003567,Knockcloghrim,491,46.44,12.4,37,50.1,46.0,36.1
N00003568,Knockcloghrim,412,49.03,14.6,38,29.9,68.2,32.6
N00003569,Lecumpher,488,50.61,18.0,35,63.9,35.0,30.7
N00003570,Lecumpher,526,49.62,13.5,31,90.9,7.2,29.7
N00003571,Lecumpher,308,48.38,11.4,39,18.8,78.6,35.4
N00003572,Lecumpher,491,47.45,15.5,37,18.5,77.6,32.1
N00003573,Lecumpher,450,46.67,18.9,34,52.0,44.4,39.1
N00003574,Lecumpher,461,50.76,19.1,38,26.0,69.6,33.9
N00003575,Lower Glenshane_1,511,49.12,15.7,33,95.9,3.9,28.5
N00003576,Lower Glenshane_1,518,50.77,14.3,35,89.0,9.7,32.4
N00003577,Lower Glenshane_1,409,47.19,10.0,36,98.5,1.5,24.0
N00003578,Lower Glenshane_2,551,51.72,13.2,36,89.3,9.3,39.5
N00003579,Lower Glenshane_2,503,49.50,16.1,34,94.8,5.0,33.5
N00003580,Lower Glenshane_2,425,47.76,18.8,36,90.8,8.9,41.5
N00003581,Maghera,698,51.15,15.2,28,84.4,10.7,31.0
N00003582,Maghera,557,51.17,10.1,32,66.4,31.6,29.2
N00003583,Maghera,666,50.00,11.4,38,88.3,10.1,35.2
N00003584,Maghera,298,51.01,18.8,36,90.9,7.0,16.3
N00003585,Maghera,333,53.75,17.1,31,77.2,21.0,19.3
N00003586,Maghera,300,53.67,11.3,35,52.0,45.0,18.3
N00003587,Swatragh_1,507,50.30,13.0,37,72.6,26.4,39.8
N00003588,Swatragh_1,622,50.96,17.7,31,94.9,4.8,39.5
N00003589,Swatragh_1,570,48.77,14.2,37,88.4,10.5,30.6
N00003590,Swatragh_2,658,48.33,16.9,28,93.3,5.9,32.4
N00003591,Swatragh_2,565,47.26,14.7,31,80.7,18.2,34.4
N00003592,Swatragh_2,369,47.97,12.7,36,96.7,3.3,35.3
N00003593,Tobermore,587,47.70,14.5,34,90.8,8.9,27.4
N00003594,Tobermore,914,49.12,12.1,34,10.6,86.4,32.3
N00003595,Tobermore,363,49.31,11.0,34,14.6,79.9,33.7
N00003596,Tobermore,301,46.51,12.6,43,23.6,71.8,32.4
N00003597,Tobermore,476,51.26,16.0,39,45.4,53.6,35.1
N00003598,Town Parks East_1,382,48.17,13.9,33,54.7,38.0,47.8
N00003599,Town Parks East_1,403,48.88,9.9,39,58.3,38.0,40.5
N00003600,Town Parks East_1,367,49.05,19.9,30,34.3,56.9,21.0
N00003601,Town Parks East_1,368,49.73,17.7,38,49.7,46.5,38.1
N00003602,Town Parks East_2,392,51.79,18.1,27,47.7,43.4,29.3
N00003603,Town Parks East_2,356,54.49,14.3,35,70.8,24.4,35.7
N00003604,Town Parks East_2,330,53.94,10.9,42,54.2,43.3,24.8
N00003605,Town Parks East_2,320,51.25,16.6,34,65.6,30.9,15.2
N00003606,Town Parks West,353,48.73,10.8,36,48.4,47.0,42.8
N00003607,Town Parks West,502,51.39,10.8,35,52.0,41.6,58.1
N00003608,Town Parks West,475,50.11,13.3,33,67.4,29.1,34.7
N00003609,Town Parks West,324,52.16,13.3,37,54.3,39.8,20.7
N00003610,Town Parks West,294,53.40,11.6,40,54.1,38.8,25.0
N00003611,Town Parks West,263,48.29,7.6,45,45.6,50.6,22.8
N00003612,Upperlands,472,44.28,15.7,37,57.8,39.2,34.7
N00003613,Upperlands,450,49.11,11.3,36,23.3,72.4,33.4
N00003614,Upperlands,507,48.72,18.3,33,44.0,51.1,34.4
N00003615,Upperlands,361,49.86,11.4,34,33.5,64.5,30.0
N00003616,Upperlands,367,49.32,17.2,38,19.3,77.7,30.3
N00003617,Upperlands,341,51.32,10.9,38,6.2,90.3,23.1
N00003618,Valley,448,49.55,16.1,36,43.1,54.2,31.4
N00003619,Valley,420,52.38,14.3,35,61.4,37.6,27.2
N00003620,Valley,494,52.02,16.4,34,75.7,23.1,33.9
N00003621,Valley,427,49.18,15.7,33,56.9,41.5,31.8
N00003622,Valley,601,48.92,15.5,32,90.2,8.5,32.6
N00003623,Valley,301,48.50,14.0,38,95.3,4.7,19.4
N00003624,Armoy_&_Moss-side and Moyarget,666,49.25,12.6,36,54.5,39.2,32.2
N00003625,Armoy_&_Moss-side and Moyarget,431,49.42,15.1,36,27.4,67.3,19.0
N00003626,Ballylough_&_Bushmills,390,47.44,16.9,41,7.4,87.4,37.9
N00003627,Ballylough_&_Bushmills,340,54.41,11.8,37,3.5,92.4,17.6
N00003628,Ballylough_&_Bushmills,313,52.08,7.0,52,2.9,95.2,32.8
N00003629,Bonamargy and Rathlin_&_Glenshesk,284,55.28,10.9,52,65.8,31.7,46.1
N00003630,Bonamargy and Rathlin_&_Glenshesk,595,51.93,6.4,54,65.4,28.4,45.3
N00003631,Ballylough_&_Bushmills,205,53.66,8.8,43,5.9,90.2,22.1
N00003632,Ballylough_&_Bushmills,274,51.82,10.2,50,9.1,88.0,42.4
N00003633,Ballylough_&_Bushmills,259,53.67,14.7,31,2.3,93.8,10.7
N00003634,Carnmoon_&_Dunseverick,315,49.52,12.1,41,5.7,90.2,24.7
N00003635,Carnmoon_&_Dunseverick,337,47.18,15.4,38,8.0,87.5,25.5
N00003636,Carnmoon_&_Dunseverick,341,47.80,13.2,39,7.3,89.1,35.4
N00003637,Dalriada,380,50.26,14.5,45,82.9,14.7,50.7
N00003638,Dalriada,441,49.43,17.7,37,84.4,10.9,41.7
N00003639,Dalriada,312,52.56,14.1,47,80.1,16.7,46.9
N00003640,Dalriada,319,53.92,14.7,36,78.1,16.6,25.5
N00003641,Carnmoon_&_Dunseverick,472,47.03,9.1,40,11.9,80.7,31.4
N00003642,Carnmoon_&_Dunseverick,341,45.45,9.4,47,10.0,86.2,33.2
N00003643,Glenaan_&_Glendun,416,48.80,13.0,35,94.0,5.0,32.7
N00003644,Glenaan_&_Glendun,301,50.17,8.3,49,90.4,9.3,49.8
N00003645,Glenaan_&_Glendun,488,48.77,11.7,44,93.2,4.3,32.8
N00003646,Glenariff,548,50.55,19.5,36,92.0,6.6,40.7
N00003647,Glenariff,678,47.20,14.3,36,94.2,4.3,30.0
N00003648,Glenariff,464,46.77,15.1,40,87.9,10.3,33.0
N00003649,Glenaan_&_Glendun,448,45.98,10.9,39,96.4,3.1,31.4
N00003650,Glenaan_&_Glendun,414,47.58,16.7,39,93.0,5.6,45.1
N00003651,Glenaan_&_Glendun,354,45.48,13.0,45,88.7,8.8,34.8
N00003652,Bonamargy and Rathlin_&_Glenshesk,642,46.57,15.6,41,92.7,6.1,32.8
N00003653,Bonamargy and Rathlin_&_Glenshesk,351,46.44,13.4,42,85.2,13.1,34.2
N00003654,Glentaisie_&_Kinbane,250,47.20,15.2,39,79.2,18.0,23.4
N00003655,Glentaisie_&_Kinbane,208,51.92,13.9,49,72.1,23.6,18.2
N00003656,Glentaisie_&_Kinbane,514,52.14,11.9,31,83.7,10.9,35.1
N00003657,Glentaisie_&_Kinbane,382,51.57,11.5,38,78.3,18.8,29.7
N00003658,Glentaisie_&_Kinbane,527,48.01,14.8,42,49.0,48.4,29.1
N00003659,Glentaisie_&_Kinbane,370,50.00,12.4,40,39.2,58.1,27.0
N00003660,Knocklayd,374,51.87,12.3,41,64.4,32.1,33.3
N00003661,Knocklayd,359,55.71,13.6,41,74.4,23.1,30.1
N00003662,Knocklayd,210,54.76,7.1,42,77.6,18.1,23.5
N00003663,Knocklayd,267,52.81,18.4,35,84.6,13.1,20.0
N00003664,Knocklayd,522,54.02,15.1,31,80.3,15.9,38.5
N00003665,Armoy_&_Moss-side and Moyarget,481,48.44,16.8,41,23.3,68.4,29.1
N00003666,Armoy_&_Moss-side and Moyarget,467,49.89,11.1,38,12.2,84.6,26.2
N00003667,Annalong_1,395,50.38,13.2,38,60.0,39.0,34.3
N00003668,Annalong_1,425,46.12,14.6,36,20.2,74.1,30.0
N00003669,Annalong_1,451,51.44,14.4,32,68.5,29.7,29.4
N00003670,Annalong_1,385,52.21,12.7,42,66.2,29.1,35.0
N00003671,Annalong_2,296,50.34,12.5,34,79.1,15.2,15.8
N00003672,Annalong_2,289,49.48,11.8,41,12.8,83.0,31.7
N00003673,Annalong_2,249,46.18,10.8,44,7.2,87.6,27.8
N00003674,Annalong_2,413,51.57,12.1,33,9.7,84.5,31.1
N00003675,Annalong_2,308,53.57,11.7,38,53.9,40.6,32.4
N00003676,Ballybot,303,49.50,9.2,37,89.1,6.9,21.4
N00003677,Ballybot,295,54.24,21.7,33,97.6,0.3,16.3
N00003678,Ballybot,378,50.26,12.4,36,92.9,5.0,15.6
N00003679,Ballybot,327,49.85,12.2,35,93.0,4.3,26.9
N00003680,Ballybot,254,45.67,11.8,46,88.2,4.7,25.4
N00003681,Ballybot,409,49.14,11.5,35,81.9,10.0,28.1
N00003682,Ballybot,226,49.12,9.7,50,87.2,7.5,21.6
N00003683,Bessbrook,403,50.62,12.2,31,68.7,26.6,29.2
N00003684,Bessbrook,329,48.94,17.9,34,82.1,14.0,20.3
N00003685,Bessbrook,371,49.33,15.1,37,87.3,9.7,32.4
N00003686,Bessbrook,364,54.40,10.7,44,83.5,15.7,24.1
N00003687,Bessbrook,454,49.78,14.3,38,24.4,70.9,30.5
N00003688,Bessbrook,365,47.12,13.2,33,60.0,38.1,22.1
N00003689,Bessbrook,293,47.78,13.3,35,68.3,29.0,20.8
N00003690,Binnian,543,49.54,13.8,33,47.3,50.5,32.2
N00003691,Binnian,467,49.89,16.1,32,51.6,45.8,29.8
N00003692,Binnian,379,50.13,9.0,38,52.5,44.6,30.5
N00003693,Binnian,423,51.30,12.3,34,65.0,29.3,26.8
N00003694,Binnian,516,49.42,18.8,35,20.5,74.4,26.1
N00003695,Binnian,379,49.60,11.6,36,52.2,45.6,31.3
N00003696,Binnian,431,47.33,15.1,36,32.3,64.5,25.0
N00003697,Burren and Kilbroney_1,454,48.68,15.4,37,92.3,5.5,32.0
N00003698,Burren and Kilbroney_1,704,47.16,13.8,31,88.2,9.1,35.8
N00003699,Burren and Kilbroney_1,406,51.48,19.5,37,93.1,5.4,46.6
N00003700,Burren and Kilbroney_1,400,48.50,15.2,37,90.5,9.0,35.2
N00003701,Burren and Kilbroney_2,624,46.63,20.2,32,94.6,4.3,38.5
N00003702,Burren and Kilbroney_2,862,50.00,17.3,29,93.6,4.3,53.1
N00003703,Burren and Kilbroney_2,629,49.13,18.1,29,91.7,7.2,46.4
N00003704,Burren and Kilbroney_2,427,49.41,12.9,34,91.6,5.2,38.4
N00003705,Camlough,429,51.98,11.4,37,95.1,2.6,33.0
N00003706,Camlough,575,50.26,15.3,29,89.7,8.2,33.9
N00003707,Camlough,562,49.11,17.3,31,97.0,2.7,32.4
N00003708,Camlough,510,47.06,15.1,37,97.6,2.0,31.1
N00003709,Camlough,386,50.52,16.6,35,98.7,1.0,26.5
N00003710,Camlough,475,50.32,15.8,30,97.5,1.7,27.4
N00003711,Camlough,545,48.99,16.7,32,94.3,2.9,40.2
N00003712,Clonallan_1,384,52.08,12.0,38,85.7,10.7,42.8
N00003713,Clonallan_1,381,54.33,17.6,30,87.4,9.2,31.4
N00003714,Clonallan_1,401,49.38,14.0,31,92.0,5.2,24.1
N00003715,Clonallan_1,291,53.26,10.7,40,88.7,8.2,24.5
N00003716,Clonallan_1,324,51.23,10.2,41,82.7,12.3,31.5
N00003717,Clonallan_1,271,45.39,8.1,39,79.7,15.9,33.3
N00003718,Clonallan_2,1470,51.84,21.3,34,88.4,10.3,43.4
N00003719,Clonallan_2,460,50.65,18.9,30,86.7,10.0,41.2
N00003720,Clonallan_2,411,47.45,17.0,38,89.8,9.5,37.9
N00003721,Creggan,579,51.12,12.4,37,95.2,3.5,33.3
N00003722,Creggan,488,46.31,13.5,33,93.2,6.1,37.2
N00003723,Creggan,421,49.17,19.0,36,95.5,3.8,30.9
N00003724,Creggan,419,48.93,17.7,34,91.9,7.6,28.9
N00003725,Creggan,303,57.76,14.2,34,90.1,8.3,25.4
N00003726,Creggan,472,49.36,16.7,31,93.9,5.5,24.3
N00003727,Creggan,406,53.20,17.7,27,92.9,5.7,22.1
N00003728,Crossmaglen,357,50.70,14.6,39,98.6,1.4,22.8
N00003729,Crossmaglen,404,46.53,10.1,38,93.6,4.7,28.2
N00003730,Crossmaglen,464,48.92,14.0,30,94.0,4.3,29.5
N00003731,Crossmaglen,374,48.66,12.6,36,95.2,3.7,32.0
N00003732,Crossmaglen,709,52.89,12.8,36,96.2,3.4,19.8
N00003733,Crossmaglen,357,51.26,19.0,31,95.0,4.2,16.8
N00003734,Daisy hill_1,380,49.74,19.7,31,95.3,2.6,19.8
N00003735,Daisy hill_1,306,52.29,15.4,30,93.8,3.9,18.5
N00003736,Daisy hill_1,350,54.86,14.9,32,94.6,3.1,19.6
N00003737,Daisy hill_1,544,52.39,23.7,26,93.4,3.1,21.5
N00003738,Daisy hill_2,292,49.66,10.3,41,91.1,4.5,20.5
N00003739,Daisy hill_2,440,51.59,14.3,30,89.8,5.9,31.6
N00003740,Daisy hill_2,283,55.12,17.0,30,90.5,6.7,30.7
N00003741,Daisy hill_2,244,49.59,5.7,41,88.9,5.7,22.8
N00003742,Daisy hill_2,316,50.00,11.1,37,95.9,1.9,20.0
N00003743,Derryleckagh_1,539,53.43,15.6,29,91.1,7.4,35.6
N00003744,Derryleckagh_1,393,49.36,15.3,35,95.4,4.1,25.9
N00003745,Derryleckagh_1,462,50.00,14.7,40,86.1,11.9,39.1
N00003746,Derryleckagh_1,338,52.96,16.3,33,96.7,1.8,35.7
N00003747,Derryleckagh_1,314,54.14,13.1,45,87.3,10.5,43.9
N00003748,Derryleckagh_2,392,47.70,12.2,34,74.0,24.7,28.9
N00003749,Derryleckagh_2,514,53.50,16.9,30,83.7,14.0,43.5
N00003750,Derryleckagh_2,491,49.69,19.8,35,86.4,10.4,50.6
N00003751,Derryleckagh_2,559,52.77,11.6,36,85.3,12.2,52.1
N00003752,Derryleckagh_2,456,51.32,18.4,33,90.6,6.4,39.9
N00003753,Derrymore_1,495,48.08,12.7,31,95.4,3.8,27.7
N00003754,Derrymore_1,347,49.86,15.3,38,89.6,8.1,36.0
N00003755,Derrymore_1,457,50.98,12.7,34,86.7,7.9,31.0
N00003756,Derrymore_1,353,52.12,22.1,24,94.6,4.0,11.1
N00003757,Derrymore_2,356,51.69,15.2,34,91.0,7.0,27.4
N00003758,Derrymore_2,547,51.92,11.5,32,83.5,13.9,36.4
N00003759,Derrymore_2,321,52.65,8.4,36,87.5,11.2,28.3
N00003760,Derrymore_2,319,50.47,11.3,34,90.9,6.9,22.1
N00003761,Donaghmore_1,439,49.89,14.1,30,69.5,28.0,32.0
N00003762,Donaghmore_1,494,46.96,13.8,36,30.4,66.8,37.5
N00003763,Donaghmore_1,511,50.29,18.0,34,56.9,42.5,41.2
N00003764,Donaghmore_1,613,49.92,17.1,29,70.5,26.8,33.9
N00003765,Donaghmore_2,426,47.42,15.3,39,47.2,51.9,32.6
N00003766,Donaghmore_2,495,48.08,13.9,36,89.3,8.9,39.4
N00003767,Donaghmore_2,495,45.05,17.6,34,86.3,13.1,40.8
N00003768,Drumalane_1,609,53.04,13.3,29,89.3,6.9,41.8
N00003769,Drumalane_1,351,48.15,12.0,38,90.3,6.0,35.4
N00003770,Drumalane_1,494,50.61,12.3,30,92.9,4.9,24.1
N00003771,Drumalane_1,512,50.00,14.8,30,90.2,6.8,30.7
N00003772,Drumalane_2,186,57.53,3.8,45,94.1,3.2,27.1
N00003773,Drumalane_2,323,51.70,8.7,43,93.8,3.1,36.2
N00003774,Drumalane_2,338,47.04,17.5,44,94.4,1.2,41.9
N00003775,Drumalane_2,539,49.35,10.2,38,93.1,3.7,54.9
N00003776,Drumgullion_1,384,52.34,15.1,38,91.4,6.0,29.9
N00003777,Drumgullion_1,289,49.48,12.5,34,90.3,7.3,19.6
N00003778,Drumgullion_1,391,46.80,10.0,30,84.7,8.4,22.4
N00003779,Drumgullion_1,355,49.30,17.7,32,88.2,8.7,16.1
N00003780,Drumgullion_2,380,57.63,23.9,28,94.2,4.7,31.5
N00003781,Drumgullion_2,388,52.32,17.8,36,92.3,5.2,35.3
N00003782,Drumgullion_2,581,52.15,15.5,33,80.7,16.9,40.0
N00003783,Drumgullion_2,330,49.39,11.8,35,86.7,8.8,21.4
N00003784,Fathom,501,49.90,18.2,37,94.8,4.2,34.1
N00003785,Fathom,570,47.02,17.0,35,95.3,4.0,32.6
N00003786,Fathom,495,52.73,17.2,31,96.8,1.8,42.1
N00003787,Fathom,402,50.50,16.2,39,96.0,3.5,40.3
N00003788,Fathom,337,54.60,13.9,36,92.3,5.3,30.3
N00003789,Fathom,442,47.96,17.2,37,93.4,5.4,29.6
N00003790,Fathom,363,52.62,16.3,40,95.9,4.1,30.7
N00003791,Forkhill_1,769,52.41,17.9,31,96.1,2.3,39.2
N00003792,Forkhill_1,313,50.80,11.5,32,93.0,5.8,26.5
N00003793,Forkhill_1,722,49.31,16.3,32,94.6,3.5,37.2
N00003794,Forkhill_1,401,51.37,15.0,33,92.5,6.5,29.7
N00003795,Forkhill_2,507,49.90,17.4,33,94.1,5.5,34.1
N00003796,Forkhill_2,654,48.32,15.0,33,95.3,2.8,37.4
N00003797,Forkhill_2,516,52.71,14.1,31,95.3,3.9,28.9
N00003798,Forkhill_2,474,53.59,19.2,29,93.9,4.4,29.0
N00003799,Kilkeel Central_1,329,51.67,12.8,32,17.3,76.0,27.8
N00003800,Kilkeel Central_1,464,50.22,18.5,35,10.3,86.0,31.9
N00003801,Kilkeel Central_1,414,49.76,12.8,37,19.1,72.0,22.6
N00003802,Kilkeel Central_1,282,52.13,14.9,36,8.9,87.2,32.0
N00003803,Kilkeel Central_1,373,51.74,12.1,40,10.5,84.2,32.4
N00003804,Kilkeel Central_2,436,50.23,17.4,37,21.1,74.3,36.0
N00003805,Kilkeel Central_2,289,48.44,10.4,35,61.2,35.3,16.8
N00003806,Kilkeel Central_2,460,53.48,8.3,37,40.0,52.8,21.5
N00003807,Kilkeel Central_2,305,52.46,9.5,32,58.4,31.1,14.1
N00003808,Kilkeel Central_2,335,46.57,12.2,39,19.1,72.5,17.9
N00003809,Kilkeel South_1,395,55.19,15.7,39,19.0,78.7,31.4
N00003810,Kilkeel South_1,188,55.32,6.4,53,13.3,82.4,24.1
N00003811,Kilkeel South_1,377,54.91,11.1,44,19.4,78.8,29.1
N00003812,Kilkeel South_1,342,47.95,14.0,37,68.1,29.5,21.0
N00003813,Kilkeel South_2,334,47.60,10.5,35,44.3,49.1,22.0
N00003814,Kilkeel South_2,350,50.57,12.3,43,85.4,13.4,23.0
N00003815,Kilkeel South_2,605,51.57,14.7,26,84.6,11.2,23.8
N00003816,Kilkeel South_2,392,51.79,14.8,31,86.2,9.7,14.1
