SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00003817,Lisnacree,505,48.71,16.4,33,85.1,13.7,30.6
N00003818,Lisnacree,533,46.15,14.6,37,52.7,40.9,21.1
N00003819,Lisnacree,388,50.52,13.7,42,55.4,42.0,36.3
N00003820,Lisnacree,593,47.39,15.3,33,72.3,24.3,32.5
N00003821,Lisnacree,414,46.86,15.9,36,64.0,34.5,28.8
N00003822,Lisnacree,557,46.86,16.3,34,55.1,41.7,31.9
N00003823,Mayobridge_1,588,48.98,17.2,32,68.5,28.6,36.3
N00003824,Mayobridge_1,749,48.73,13.9,30,83.6,15.2,31.6
N00003825,Mayobridge_1,965,48.19,13.8,33,94.8,2.7,29.6
N00003826,Mayobridge_2,675,46.96,17.9,31,94.1,4.4,39.1
N00003827,Mayobridge_2,1060,50.19,16.0,33,77.0,21.3,36.0
N00003828,Newtownhamilton,463,52.05,15.8,33,16.4,81.9,29.6
N00003829,Newtownhamilton,519,47.98,17.0,33,70.5,27.0,25.6
N00003830,Newtownhamilton,537,46.18,14.2,32,84.2,13.6,31.4
N00003831,Newtownhamilton,292,53.42,9.6,38,52.4,41.8,31.8
N00003832,Newtownhamilton,558,45.70,14.9,31,66.7,31.0,29.0
N00003833,Newtownhamilton,467,53.10,14.3,31,75.2,21.2,23.7
N00003834,Rostrevor,428,50.47,17.1,30,89.3,9.1,24.1
N00003835,Rostrevor,539,51.76,10.9,47,86.1,8.9,42.1
N00003836,Rostrevor,343,48.98,9.0,47,91.8,6.1,42.9
N00003837,Rostrevor,337,56.38,17.5,35,92.6,5.6,35.6
N00003838,Rostrevor,409,49.88,8.6,39,88.5,7.1,40.8
N00003839,Rostrevor,409,51.10,17.1,37,77.0,14.7,43.3
N00003840,Rostrevor,428,50.47,12.1,41,83.4,13.8,42.7
N00003841,Seaview_1,256,50.78,10.2,50,81.2,14.8,35.4
N00003842,Seaview_1,413,50.12,14.0,41,84.7,10.4,57.3
N00003843,Seaview_1,348,51.72,8.3,47,82.2,12.9,33.6
N00003844,Seaview_1,515,48.74,18.1,42,82.5,15.7,53.1
N00003845,Seaview_2,299,57.53,15.1,45,83.6,12.4,29.9
N00003846,Seaview_2,620,53.71,11.1,36,88.7,7.6,26.1
N00003847,Seaview_2,254,52.76,6.7,45,83.9,13.8,33.9
N00003848,Seaview_2,362,53.59,14.1,37,90.3,6.9,24.5
N00003849,Silver Bridge_1,608,50.49,18.9,33,91.0,4.4,30.1
N00003850,Silver Bridge_1,415,49.40,14.5,31,97.1,2.4,27.7
N00003851,Silver Bridge_1,470,49.36,14.3,33,95.1,3.8,32.3
N00003852,Silver Bridge_1,352,56.82,16.8,30,94.3,1.7,33.5
N00003853,Silver Bridge_2,514,49.03,17.9,33,95.5,2.9,34.3
N00003854,Silver Bridge_2,466,48.50,15.9,33,96.1,2.8,39.0
N00003855,Silver Bridge_2,454,50.88,17.0,37,94.7,4.6,37.5
N00003856,Silver Bridge_2,491,48.68,12.8,30,93.5,4.3,44.0
N00003857,Spelga,547,48.63,15.0,31,87.0,11.9,33.7
N00003858,Spelga,511,47.75,17.8,33,90.6,8.8,28.3
N00003859,Spelga,478,52.09,12.3,32,90.8,7.1,30.4
N00003860,Spelga,1070,52.52,14.0,30,92.8,6.2,34.9
N00003861,Spelga,546,48.90,15.0,31,87.2,12.1,26.6
N00003862,Spelga,431,47.10,14.4,38,47.3,51.0,31.1
N00003863,St Mary's,236,37.29,8.1,42,81.4,11.9,23.7
N00003864,St Mary's,380,47.11,11.3,35,95.8,2.1,30.1
N00003865,St Mary's,255,53.73,7.5,46,88.6,8.6,22.1
N00003866,St Mary's,339,49.85,6.8,40,91.7,4.4,21.7
N00003867,St Mary's,723,51.45,11.6,35,91.4,6.9,25.2
N00003868,St Mary's,351,51.57,9.1,35,94.3,3.7,23.5
N00003869,St Patrick's_1,1226,50.33,11.7,34,86.2,9.2,31.3
N00003870,St Patrick's_1,254,50.00,9.1,34,87.8,9.1,26.9
N00003871,St Patrick's_1,730,49.45,14.5,35,90.0,8.5,49.9
N00003872,St Patrick's_2,278,47.48,12.2,34,87.4,7.9,28.4
N00003873,St Patrick's_2,1042,51.44,14.0,41,92.8,6.0,25.3
N00003874,Tullyhappy,533,50.47,15.4,37,38.1,59.3,39.1
N00003875,Tullyhappy,418,52.63,14.4,29,89.0,10.5,34.2
N00003876,Tullyhappy,592,47.64,18.8,30,65.0,33.6,33.4
N00003877,Tullyhappy,373,49.60,16.6,38,33.8,64.6,30.5
N00003878,Tullyhappy,478,49.16,17.2,34,48.3,50.8,32.3
N00003879,Tullyhappy,503,47.51,15.9,33,59.8,39.2,35.7
N00003880,Tullyhappy,469,51.39,11.5,34,83.2,14.5,38.6
N00003881,Windsor Hill_1,491,49.29,17.5,40,87.8,10.8,52.5
N00003882,Windsor Hill_1,304,52.96,11.2,43,89.8,7.9,45.7
N00003883,Windsor Hill_1,819,52.87,12.2,37,84.0,12.5,50.6
N00003884,Windsor Hill_2,747,52.07,10.6,39,63.7,29.6,34.3
N00003885,Windsor Hill_2,337,53.41,16.3,36,48.7,41.5,26.5
N00003886,Windsor Hill_2,305,47.21,10.8,35,61.0,31.8,30.0
N00003887,Abbey_1,516,52.13,6.6,50,11.0,75.0,45.1
N00003888,Abbey_1,240,49.17,9.6,47,23.3,62.9,49.5
N00003889,Abbey_1,429,53.85,11.0,46,35.4,55.0,48.8
N00003890,Abbey_1,256,50.78,9.0,45,46.9,46.5,32.2
N00003891,Abbey_2,316,53.80,13.0,34,11.1,70.9,37.2
N00003892,Abbey_2,256,53.13,12.5,37,12.9,78.1,36.4
N00003893,Abbey_2,248,52.82,10.9,35,21.8,61.3,42.0
N00003894,Abbey_2,274,52.92,11.3,40,15.3,70.8,35.5
N00003895,Abbey_2,279,53.76,7.9,34,23.7,63.4,42.4
N00003896,Ballyclare North_1,771,53.70,7.4,49,5.8,86.4,28.8
N00003897,Ballyclare North_1,281,48.75,18.5,26,7.1,76.9,22.0
N00003898,Ballyclare North_1,372,48.39,14.8,39,3.5,89.2,54.4
N00003899,Ballyclare North_1,362,51.66,15.2,42,5.8,87.6,54.5
N00003900,Ballyclare North_2,280,53.57,19.6,37,2.5,86.8,19.4
N00003901,Ballyclare North_2,267,54.68,18.0,28,4.5,82.0,25.4
N00003902,Ballyclare North_2,349,54.73,12.0,49,1.4,93.7,52.7
N00003903,Ballyclare North_2,658,54.10,18.5,33,4.7,88.4,58.7
N00003904,Ballyclare North_2,511,50.49,13.1,35,6.5,85.1,53.1
N00003905,Ballyclare South_1,294,51.02,6.1,53,11.2,81.0,28.0
N00003906,Ballyclare South_1,229,50.22,12.2,35,7.4,86.9,32.1
N00003907,Ballyclare South_1,306,46.73,11.1,40,7.2,76.5,38.8
N00003908,Ballyclare South_1,195,52.82,5.6,53,5.6,85.6,27.5
N00003909,Ballyclare South_1,353,52.41,14.4,34,6.5,79.6,37.8
N00003910,Ballyclare South_1,250,52.80,9.2,47,3.2,88.0,27.6
N00003911,Ballyclare South_2,1281,51.37,12.3,33,5.3,83.1,50.9
N00003912,Ballyclare South_2,469,52.24,11.9,36,8.5,82.3,56.7
N00003913,Ballyclare South_2,261,52.49,8.8,37,5.4,88.1,27.3
N00003914,Ballyduff_1,366,48.91,14.5,34,15.6,71.9,42.1
N00003915,Ballyduff_1,308,55.84,21.4,31,7.5,78.6,28.6
N00003916,Ballyduff_1,390,48.72,17.4,34,7.2,78.7,50.5
N00003917,Ballyduff_1,280,52.86,12.9,37,4.3,85.4,39.3
N00003918,Ballyduff_1,267,55.43,10.5,32,4.9,86.9,33.2
N00003919,Ballyduff_2,297,47.81,6.7,42,17.2,72.4,44.9
N00003920,Ballyduff_2,329,53.50,13.4,35,19.1,70.5,39.1
N00003921,Ballyduff_2,326,51.84,12.9,39,11.3,77.6,50.8
N00003922,Ballyduff_2,303,50.83,13.5,42,11.9,81.2,44.3
N00003923,Ballyhenry_1,306,53.27,8.8,35,58.2,30.7,52.9
N00003924,Ballyhenry_1,305,52.13,13.4,40,12.8,74.8,37.0
N00003925,Ballyhenry_1,289,50.87,9.7,36,19.4,67.8,41.5
N00003926,Ballyhenry_1,305,49.51,13.4,40,43.3,49.2,51.0
N00003927,Ballyhenry_1,312,47.12,10.9,41,26.3,63.5,51.9
N00003928,Ballyhenry_2,462,54.55,6.7,44,31.8,58.2,41.7
N00003929,Ballyhenry_2,261,50.57,13.8,44,38.3,56.3,52.7
N00003930,Ballyhenry_2,318,50.00,10.1,42,23.3,68.9,46.1
N00003931,Ballyhenry_2,214,57.48,11.2,50,6.5,85.0,33.1
N00003932,Ballynure_1,347,51.87,7.2,46,6.6,81.8,53.4
N00003933,Ballynure_1,841,49.94,11.8,39,3.8,89.7,52.9
N00003934,Ballynure_1,337,48.37,14.5,45,5.6,87.5,41.5
N00003935,Ballynure_2,353,48.16,10.2,48,4.0,89.2,46.4
N00003936,Ballynure_2,938,50.85,11.6,37,3.2,89.2,55.8
N00003937,Ballynure_2,331,51.66,11.2,51,4.8,89.7,49.2
N00003938,Ballyrobert_1,259,50.97,11.6,47,7.3,84.9,48.0
N00003939,Ballyrobert_1,386,49.74,17.4,43,7.8,86.5,48.7
N00003940,Ballyrobert_1,317,48.90,11.7,49,3.5,90.2,50.0
N00003941,Ballyrobert_1,379,46.17,13.7,45,4.7,89.7,44.3
N00003942,Ballyrobert_1,468,49.36,13.5,36,4.9,83.5,60.5
N00003943,Ballyrobert_2,657,52.66,10.2,38,5.5,86.1,49.0
N00003944,Ballyrobert_2,390,53.08,11.3,41,4.6,87.9,46.2
N00003945,Ballyrobert_2,333,54.05,10.8,49,5.1,90.1,44.0
N00003946,Ballyrobert_2,446,50.22,14.6,36,4.5,87.9,59.3
N00003947,Ballyrobert_2,620,53.06,11.3,34,3.9,88.5,56.8
N00003948,Burnthill_1,323,53.56,13.0,41,16.4,75.9,37.1
N00003949,Burnthill_1,316,50.00,10.8,33,18.0,72.2,41.3
N00003950,Burnthill_1,315,52.06,12.4,36,30.5,57.5,49.8
N00003951,Burnthill_1,265,52.45,14.7,43,21.5,69.4,30.9
N00003952,Burnthill_2,267,52.43,8.6,47,15.4,79.0,50.0
N00003953,Burnthill_2,277,53.43,11.2,43,16.2,75.8,47.3
N00003954,Burnthill_2,223,58.30,10.8,57,7.2,83.9,51.7
N00003955,Burnthill_2,263,55.51,9.1,46,19.4,71.1,47.7
N00003956,Burnthill_2,310,52.58,16.5,39,22.6,65.2,44.4
N00003957,Carnmoney_1,221,56.56,15.4,33,5.9,83.7,20.8
N00003958,Carnmoney_1,531,52.35,14.7,32,4.7,81.9,25.1
N00003959,Carnmoney_1,264,55.30,8.3,49,10.6,78.0,47.3
N00003960,Carnmoney_1,260,51.15,6.9,52,7.7,84.2,48.7
N00003961,Carnmoney_2,286,48.60,4.9,60,8.0,87.8,42.1
N00003962,Carnmoney_2,676,52.07,12.1,48,27.5,66.3,50.6
N00003963,Carnmoney_2,296,50.00,8.8,51,15.9,77.4,52.8
N00003964,Cloughfern_1,349,53.01,11.7,35,3.7,81.9,29.3
N00003965,Cloughfern_1,381,52.23,9.4,35,7.9,80.6,51.1
N00003966,Cloughfern_1,301,56.15,11.0,37,2.3,81.4,24.8
N00003967,Cloughfern_1,405,47.90,16.5,32,33.6,56.5,65.3
N00003968,Cloughfern_1,282,51.06,10.6,41,6.4,86.5,36.1
N00003969,Cloughfern_2,260,54.62,10.4,50,5.4,85.8,41.8
N00003970,Cloughfern_2,330,50.61,12.7,35,3.6,81.8,42.6
N00003971,Cloughfern_2,311,51.77,14.1,39,6.1,84.2,37.6
N00003972,Cloughfern_2,327,57.49,12.8,41,0.3,93.0,27.8
N00003973,Collinbridge_1,345,53.62,13.3,45,70.4,26.4,55.8
N00003974,Collinbridge_1,633,50.08,16.6,32,83.3,11.5,58.0
N00003975,Collinbridge_1,372,49.73,15.3,39,73.7,19.4,52.2
N00003976,Collinbridge_1,347,52.16,15.6,37,72.6,20.7,46.0
N00003977,Collinbridge_2,284,49.65,17.3,43,76.4,18.3,50.4
N00003978,Collinbridge_2,370,53.51,13.2,35,78.9,17.0,51.1
N00003979,Collinbridge_2,349,49.86,13.8,40,80.2,16.3,44.4
N00003980,Collinbridge_2,378,49.21,11.1,50,68.0,29.1,57.7
N00003981,Coole,270,55.19,11.5,43,1.1,88.1,32.1
N00003982,Coole,211,52.13,6.2,39,16.1,71.6,44.0
N00003983,Coole,265,57.74,11.7,38,7.2,79.2,24.1
N00003984,Coole,363,52.07,12.9,34,3.9,87.9,34.0
N00003985,Coole,298,51.68,13.8,30,2.3,82.2,16.2
N00003986,Coole,247,55.47,8.1,40,1.6,88.3,24.2
N00003987,Coole,304,56.25,16.1,29,2.6,80.6,20.9
N00003988,Coole,288,54.86,7.6,41,2.8,90.3,20.0
N00003989,Coole,163,44.17,3.1,44,3.1,87.1,23.1
N00003990,Doagh_1,420,51.19,11.4,41,1.9,92.4,59.9
N00003991,Doagh_1,295,54.24,10.2,38,1.4,88.5,34.7
N00003992,Doagh_1,379,53.83,10.3,41,1.8,92.9,52.3
N00003993,Doagh_1,393,48.35,12.5,42,4.8,80.4,50.7
N00003994,Doagh_1,353,47.31,18.1,41,3.1,87.0,55.6
N00003995,Doagh_2,395,51.65,14.4,44,3.8,87.6,42.1
N00003996,Doagh_2,340,48.82,10.0,38,2.4,86.8,37.6
N00003997,Doagh_2,364,48.90,14.8,42,2.7,92.6,58.1
N00003998,Doagh_2,347,53.60,15.6,34,2.6,89.0,50.0
N00003999,Doagh_2,388,50.77,10.8,33,5.2,86.1,45.7
N00004000,Dunanney,311,57.23,8.4,36,2.3,85.5,25.0
N00004001,Dunanney,332,54.82,19.0,30,3.0,77.1,19.1
N00004002,Dunanney,275,53.82,8.0,48,4.4,84.0,25.9
N00004003,Dunanney,414,49.52,12.6,33,2.4,88.2,27.7
N00004004,Dunanney,234,48.29,16.7,35,2.1,88.0,16.7
N00004005,Dunanney,203,56.16,7.4,49,3.4,88.7,30.3
N00004006,Dunanney,224,46.43,12.5,40,4.9,82.6,19.1
N00004007,Dunanney,269,56.51,20.1,27,0.7,85.5,18.1
N00004008,Glebe_1,474,54.43,12.2,39,74.1,21.9,43.8
N00004009,Glebe_1,326,54.60,13.2,35,68.7,22.1,51.6
N00004010,Glebe_1,379,46.44,13.2,35,85.8,11.3,41.4
N00004011,Glebe_1,482,56.02,13.1,32,75.3,17.0,50.0
N00004012,Glebe_2,315,51.11,12.7,48,46.3,45.7,46.8
N00004013,Glebe_2,331,51.36,15.1,35,66.8,27.8,43.8
N00004014,Glebe_2,335,49.85,14.9,47,45.7,47.5,52.9
N00004015,Glebe_2,299,52.84,16.4,38,51.5,37.1,49.3
N00004016,Glebe_2,375,53.87,12.8,42,41.6,47.7,52.8
N00004017,Glengormley_1,305,56.72,10.8,44,57.0,34.4,43.7
N00004018,Glengormley_1,296,50.00,12.8,39,60.1,35.8,47.9
N00004019,Glengormley_1,310,51.94,9.0,37,68.1,25.8,47.2
N00004020,Glengormley_1,425,52.24,17.4,31,80.9,16.5,40.3
N00004021,Glengormley_1,332,50.90,6.6,36,55.4,35.5,51.1
N00004022,Glengormley_2,294,52.72,9.9,33,9.9,78.6,33.6
N00004023,Glengormley_2,247,53.44,9.7,36,27.1,68.4,37.2
N00004024,Glengormley_2,307,51.79,13.4,31,7.8,77.2,28.3
N00004025,Glengormley_2,449,57.02,9.8,45,19.4,67.7,34.4
N00004026,Hawthorne,327,50.46,10.7,46,17.4,74.3,51.6
N00004027,Hawthorne,305,50.16,10.5,48,9.8,83.9,45.6
N00004028,Hawthorne,307,54.72,15.0,39,5.5,87.3,36.3
N00004029,Hawthorne,283,51.94,7.8,57,4.9,88.0,47.8
N00004030,Hawthorne,281,49.82,8.9,42,7.5,83.3,53.8
N00004031,Hawthorne,261,54.02,8.4,36,5.7,82.4,30.5
N00004032,Hawthorne,233,56.22,13.3,41,13.7,74.7,34.4
N00004033,Hawthorne,269,54.28,16.7,31,5.6,84.0,25.1
N00004034,Hightown,237,53.16,6.8,43,29.5,61.2,39.4
N00004035,Hightown,288,49.65,9.4,54,29.9,60.1,48.5
N00004036,Hightown,261,50.96,9.2,34,11.5,73.9,40.0
N00004037,Hightown,307,51.47,9.8,36,62.5,30.0,49.8
N00004038,Hightown,255,54.12,8.6,44,17.6,74.1,36.8
N00004039,Hightown,285,52.28,10.9,46,34.0,59.3,53.5
N00004040,Hightown,300,54.67,12.3,46,38.3,54.3,46.0
N00004041,Hightown,304,50.66,13.8,46,28.3,66.4,44.3
N00004042,Jordanstown_1,586,50.17,13.5,43,4.9,89.6,54.3
N00004043,Jordanstown_1,357,49.86,16.5,40,2.8,89.9,49.6
N00004044,Jordanstown_1,290,51.72,13.1,50,2.4,89.3,46.8
N00004045,Jordanstown_1,347,51.87,11.8,40,2.3,86.7,43.0
N00004046,Jordanstown_1,292,51.71,15.1,41,5.1,84.6,25.9
N00004047,Jordanstown_2,1081,49.31,17.9,36,15.6,72.6,62.9
N00004048,Jordanstown_2,474,50.21,18.1,37,22.8,64.1,60.9
N00004049,Jordanstown_2,492,50.20,12.6,40,13.6,76.2,67.2
N00004050,Jordanstown_3,984,51.12,10.7,38,21.0,65.8,70.4
N00004051,Jordanstown_3,992,49.09,18.6,41,21.5,65.2,65.3
N00004052,Jordanstown_3,330,49.39,11.2,50,15.8,75.2,72.1
N00004053,Mallusk_1,300,51.67,11.7,44,9.3,84.0,47.3
N00004054,Mallusk_1,483,50.72,13.5,37,17.0,74.9,52.8
N00004055,Mallusk_1,235,51.91,9.8,46,8.9,79.1,38.4
N00004056,Mallusk_1,427,51.99,19.4,37,23.7,67.2,49.7
N00004057,Mallusk_1,382,50.00,13.6,43,16.5,78.5,55.9
N00004058,Mallusk_2,1248,51.52,12.6,33,36.7,53.7,56.3
N00004059,Mallusk_2,1463,50.44,11.4,29,59.7,31.5,60.5
N00004060,Mallusk_2,1223,51.02,12.5,30,78.3,16.0,56.5
N00004061,Mallusk_2,640,47.34,19.2,30,87.3,8.6,50.7
N00004062,Mallusk_3,493,48.88,15.8,38,41.6,47.5,60.2
N00004063,Mallusk_3,832,53.13,12.6,39,22.8,67.7,54.6
N00004064,Mallusk_3,612,51.63,14.2,34,30.4,59.2,59.3
N00004065,Monkstown_1,260,54.62,9.2,48,3.5,84.6,25.3
N00004066,Monkstown_1,245,57.96,9.4,49,2.4,91.8,32.7
N00004067,Monkstown_1,259,54.05,15.1,31,5.8,77.2,23.4
N00004068,Monkstown_1,289,52.60,14.2,36,4.8,85.8,26.4
N00004069,Monkstown_1,251,52.99,13.1,33,4.0,82.9,21.7
N00004070,Monkstown_1,213,53.99,8.5,51,0.9,88.3,22.7
N00004071,Monkstown_2,282,51.77,14.9,31,3.2,83.7,26.4
N00004072,Monkstown_2,341,51.03,15.5,30,8.8,76.5,24.2
N00004073,Monkstown_2,1068,51.87,15.3,30,19.3,66.4,47.6
N00004074,Monkstown_2,335,53.43,14.3,34,13.1,71.9,44.5
N00004075,Mossley_1,427,49.88,16.6,43,11.0,83.4,53.9
N00004076,Mossley_1,319,50.78,14.4,36,7.5,80.9,39.7
N00004077,Mossley_1,359,50.42,12.3,34,15.6,76.0,40.6
N00004078,Mossley_1,309,52.43,15.9,40,12.6,77.0,35.3
N00004079,Mossley_2,282,51.06,13.1,45,3.2,89.0,41.7
N00004080,Mossley_2,306,53.92,17.6,35,5.9,82.0,21.6
N00004081,Mossley_2,299,51.17,12.0,35,6.0,85.6,38.1
N00004082,Mossley_2,376,53.72,13.6,33,4.8,77.1,31.4
N00004083,Mossley_2,308,54.22,16.6,36,2.3,83.1,25.2
N00004084,Rostulla_1,317,50.47,10.4,48,17.7,75.7,67.8
N00004085,Rostulla_1,919,53.32,10.2,41,33.9,54.4,46.6
N00004086,Rostulla_1,231,48.92,10.4,37,52.8,35.9,26.2
N00004087,Rostulla_1,783,51.09,19.0,25,36.5,44.2,40.1
N00004088,Rostulla_2,407,55.77,10.1,49,19.9,73.0,70.5
N00004089,Rostulla_2,303,53.47,16.8,44,16.5,71.0,67.5
N00004090,Rostulla_2,990,50.81,41.6,20,37.5,44.7,23.0
N00004091,Rostulla_2,944,46.19,29.2,21,33.2,46.5,20.0
N00004092,Valley_1,277,53.79,12.3,41,19.9,65.7,53.1
N00004093,Valley_1,373,51.74,5.4,46,26.8,62.5,47.8
N00004094,Valley_1,563,53.29,13.3,35,86.5,11.2,34.6
N00004095,Valley_1,355,58.31,11.8,44,86.5,13.5,19.5
N00004096,Valley_2,246,53.66,16.3,39,6.1,85.8,18.0
N00004097,Valley_2,539,53.99,18.2,27,71.2,20.6,25.2
N00004098,Valley_2,278,54.32,12.2,38,4.0,84.2,17.4
N00004099,Valley_2,544,52.39,7.2,31,25.2,63.2,45.7
N00004100,Valley_2,319,50.47,13.2,36,85.6,11.6,26.2
N00004101,Whitehouse,207,51.69,5.3,57,14.5,72.9,36.8
N00004102,Whitehouse,347,54.47,9.2,31,4.6,85.9,33.6
N00004103,Whitehouse,182,51.10,4.9,49,2.7,89.0,21.7
N00004104,Whitehouse,191,54.45,12.6,46,8.9,79.1,38.6
N00004105,Whitehouse,193,39.38,4.1,53,6.2,86.0,19.4
N00004106,Whitehouse,217,48.39,6.5,44,6.0,83.4,30.0
N00004107,Whitehouse,207,57.49,10.1,53,4.8,84.5,40.9
N00004108,Whitehouse,268,52.61,12.7,37,3.0,86.2,28.0
N00004109,Whitehouse,259,57.92,10.8,46,1.2,87.6,34.5
N00004110,Ballycrochan_1,313,52.08,12.5,39,11.8,72.8,46.8
N00004111,Ballycrochan_1,341,50.44,11.4,52,12.3,78.6,65.1
N00004112,Ballycrochan_1,413,50.85,12.8,46,7.0,84.3,61.9
N00004113,Ballycrochan_1,663,47.36,13.0,39,9.2,81.4,64.9
N00004114,Ballycrochan_2,305,56.39,14.1,36,13.1,74.1,52.3
N00004115,Ballycrochan_2,404,48.27,20.0,30,9.9,76.7,47.3
N00004116,Ballycrochan_2,706,48.30,20.7,36,6.4,83.3,58.4
N00004117,Ballycrochan_2,515,49.13,25.4,35,10.9,79.0,60.4
N00004118,Ballycrochan_3,300,53.33,14.0,42,6.3,81.3,53.0
N00004119,Ballycrochan_3,326,50.61,10.4,39,11.7,77.9,55.9
N00004120,Ballycrochan_3,259,56.76,9.3,38,15.1,71.0,49.4
N00004121,Ballycrochan_3,370,53.78,20.5,36,7.6,79.2,51.9
N00004122,Ballycrochan_3,379,49.60,13.7,38,9.2,77.6,54.3
N00004123,Ballyholme,351,53.28,7.7,54,12.3,78.6,60.5
N00004124,Ballyholme,308,55.19,12.3,43,14.0,71.8,62.1
N00004125,Ballyholme,354,52.82,10.5,48,14.1,75.7,56.9
N00004126,Ballyholme,292,54.45,17.8,43,8.9,76.0,59.4
N00004127,Ballyholme,324,48.77,9.6,44,13.6,71.9,71.0
N00004128,Ballyholme,425,51.06,14.1,46,10.1,79.8,68.8
N00004129,Ballyholme,308,49.03,14.9,47,6.5,82.1,68.2
N00004130,Ballyholme,290,52.76,12.8,43,11.7,75.5,67.1
N00004131,Ballymaconnell_1,289,53.29,9.3,52,7.6,81.3,58.3
N00004132,Ballymaconnell_1,328,51.52,12.2,45,8.5,81.7,64.4
N00004133,Ballymaconnell_1,312,50.64,12.2,43,6.7,74.0,48.3
N00004134,Ballymaconnell_1,317,52.68,9.8,51,11.0,80.4,58.8
N00004135,Ballymaconnell_2,345,52.75,11.9,40,6.4,76.5,51.2
N00004136,Ballymaconnell_2,402,52.49,13.7,51,6.5,79.1,58.2
N00004137,Ballymaconnell_2,376,51.60,14.9,50,12.2,76.9,64.2
N00004138,Ballymaconnell_2,352,53.41,11.6,34,10.5,76.4,45.8
N00004139,Ballymagee_1,686,49.71,11.1,43,11.5,79.2,59.7
N00004140,Ballymagee_1,410,49.76,12.7,40,13.9,70.5,63.5
N00004141,Ballymagee_1,296,54.39,11.8,46,8.4,83.1,54.1
N00004142,Ballymagee_1,356,53.65,12.1,47,9.6,79.8,54.2
N00004143,Ballymagee_2,327,51.68,16.2,43,12.2,75.5,50.2
N00004144,Ballymagee_2,590,54.24,13.7,35,10.7,80.3,43.3
N00004145,Ballymagee_2,305,53.11,12.5,41,9.5,80.3,46.1
N00004146,Ballymagee_2,360,50.83,15.8,35,13.1,70.8,52.6
N00004147,Ballymagee_2,352,49.72,17.9,34,9.1,74.4,46.3
N00004148,Bangor Castle,215,51.63,6.5,59,9.8,82.8,24.8
N00004149,Bangor Castle,276,55.07,8.7,57,8.3,80.8,58.0
N00004150,Bangor Castle,499,54.91,10.4,45,13.2,66.5,51.0
N00004151,Bangor Castle,273,50.55,7.7,52,11.0,75.1,53.8
N00004152,Bangor Castle,237,54.01,9.7,45,13.1,73.4,49.7
N00004153,Bangor Castle,352,50.85,10.2,49,8.5,80.7,53.4
N00004154,Bangor Castle,253,50.99,11.5,50,9.1,77.5,53.2
N00004155,Bangor Castle,290,47.59,12.4,36,7.6,78.3,43.2
N00004156,Bangor Castle,232,52.16,10.3,37,11.6,73.3,28.8
N00004157,Bloomfield_1,473,51.80,13.1,39,9.3,76.7,48.5
N00004158,Bloomfield_1,418,52.39,13.4,42,12.0,75.6,55.0
N00004159,Bloomfield_1,130,50.77,11.5,45,12.3,67.7,40.2
N00004160,Bloomfield_1,202,52.97,11.9,35,8.9,69.3,26.7
N00004161,Bloomfield_1,299,57.86,17.1,27,7.0,69.2,29.7
N00004162,Bloomfield_1,202,59.90,13.9,36,6.9,76.2,24.8
N00004163,Bloomfield_2,388,50.52,14.4,40,10.8,75.8,55.7
N00004164,Bloomfield_2,407,53.32,15.7,34,10.3,74.7,54.2
N00004165,Bloomfield_2,424,49.53,13.4,29,8.0,75.7,49.0
N00004166,Bloomfield_2,252,53.57,9.5,41,9.1,81.7,42.9
N00004167,Bloomfield_2,379,57.26,11.1,31,6.1,72.0,39.5
N00004168,Bloomfield_2,204,55.39,4.9,41,5.9,79.4,25.4
N00004169,Broadway_1,313,50.80,11.2,47,10.9,76.4,55.6
N00004170,Broadway_1,292,50.34,13.4,43,10.6,72.3,61.3
N00004171,Broadway_1,309,51.78,6.1,59,10.0,83.5,69.1
N00004172,Broadway_1,247,53.85,9.3,55,3.6,84.6,58.5
N00004173,Broadway_1,259,53.28,8.9,43,14.3,71.4,51.7
N00004174,Broadway_2,273,52.38,13.2,46,12.1,73.6,64.4
N00004175,Broadway_2,280,51.07,10.7,42,6.4,80.0,59.8
N00004176,Broadway_2,406,53.69,6.4,63,9.4,82.8,65.2
N00004177,Broadway_2,156,54.49,7.1,56,14.7,75.6,65.2
N00004178,Broadway_2,310,53.55,12.3,40,15.2,67.1,58.7
N00004179,Bryansburn_1,344,49.71,12.2,48,37.8,51.2,56.7
N00004180,Bryansburn_1,273,51.65,7.3,49,34.1,57.5,71.1
N00004181,Bryansburn_1,267,47.94,12.4,46,36.3,52.4,60.5
N00004182,Bryansburn_1,341,49.56,14.7,46,46.3,44.6,59.6
N00004183,Bryansburn_1,98,56.12,0.0,69,19.4,76.5,35.2
N00004184,Bryansburn_2,260,52.69,8.5,47,36.5,57.3,54.2
N00004185,Bryansburn_2,702,54.99,10.3,52,17.0,77.9,58.7
N00004186,Bryansburn_2,305,54.75,8.2,49,18.7,69.2,51.9
N00004187,Churchill_1,382,57.59,8.1,63,10.2,84.0,61.0
N00004188,Churchill_1,289,51.56,8.0,38,13.1,78.2,55.6
N00004189,Churchill_1,212,53.77,7.5,60,9.9,76.9,54.5
N00004190,Churchill_1,486,57.82,6.2,57,7.2,85.4,47.1
N00004191,Churchill_2,598,52.34,10.4,44,10.5,77.3,58.6
