SA2011,DZ2021_cd_dominant,DZ2021_cd_point
N00002793,N20002990,N20002990
N00002794,N20002998,N20002998
N00002795,N20002990,N20002990
N00002796,N20003063,N20003063
N00002797,N20003073,N20003073
N00002798,N20003089,N20003089
N00002799,N20003081,N20003081
N00002800,N20003089,N20003089
N00002801,N20003073,N20003073
N00002802,N20003084,N20003084
N00002803,N20003095,N20003095
N00002804,N20003083,N20003083
N00002805,N20003083,N20003083
N00002806,N20003084,N20003084
N00002807,N20003083,N20003083
N00002808,N20003074,N20003074
N00002809,N20003070,N20003070
N00002810,N20003078,N20003078
N00002811,N20003080,N20003080
N00002812,N20003070,N20003070
N00002813,N20003068,N20003068
N00002814,N20003050,N20003050
N00002815,N20003041,N20003041
N00002816,N20003043,N20003043
N00002817,N20003032,N20003032
N00002818,N20003035,N20003035
N00002819,N20003042,N20003033
N00002820,N20003082,N20003082
N00002821,N20003062,N20003057
N00002822,N20003062,N20003062
N00002823,N20003072,N20003072
N00002824,N20003057,N20003057
N00002825,N20003077,N20003077
N00002826,N20003092,N20003092
N00002827,N20003095,N20003095
N00002828,N20003100,N20003100
N00002829,N20003075,N20003075
N00002830,N20003086,N20003086
N00002831,N20003079,N20003079
N00002832,N20003067,N20003067
N00002833,N20003069,N20003075
N00002834,N20003071,N20003065
N00002835,N20003079,N20003079
N00002836,N20003065,N20003066
N00002837,N20003065,N20003066
N00002838,N20003081,N20003081
N00002839,N20003085,N20003085
N00002840,N20003096,N20003096
N00002841,N20002988,N20002988
N00002842,N20002993,N20002993
N00002843,N20002993,N20002993
N00002844,N20003001,N20003001
N00002845,N20003005,N20003006
N00002846,N20003021,N20003013
N00002847,N20002993,N20002993
N00002848,N20003019,N20003019
N00002849,N20003002,N20003002
N00002850,N20003003,N20003003
N00002851,N20003011,N20003011
N00002852,N20003008,N20003010
N00002853,N20003009,N20003003
N00002854,N20003009,N20003009
N00002855,N20002994,N20002994
N00002856,N20002995,N20002995
N00002857,N20003009,N20003009
N00002858,N20003047,N20003045
N00002859,N20003049,N20003049
N00002860,N20003024,N20003024
N00002861,N20003045,N20003045
N00002862,N20003040,N20003046
N00002863,N20003046,N20003046
N00002864,N20003047,N20003047
N00002865,N20002987,N20002987
N00002866,N20002985,N20002996
N00002867,N20003064,N20003014
N00002868,N20003014,N20003014
N00002869,N20003064,N20003014
N00002870,N20003024,N20003024
N00002871,N20003020,N20003020
N00002872,N20003020,N20003020
N00002873,N20003029,N20003029
N00002874,N20003029,N20003029
N00002875,N20003093,N20003093
N00002876,N20003093,N20003093
N00002877,N20003098,N20003098
N00002878,N20003094,N20003094
N00002879,N20003036,N20003036
N00002880,N20000362,N20000362
N00002881,N20003056,N20003048
N00002882,N20000357,N20000357
N00002883,N20003021,N20003021
N00002884,N20003036,N20003036
N00002885,N20003038,N20003038
N00002886,N20003039,N20003040
N00002887,N20003024,N20003024
N00002888,N20003031,N20003031
N00002889,N20003031,N20003031
N00002890,N20003056,N20003056
N00002891,N20003057,N20003057
N00002892,N20000361,N20000361
N00002893,N20003055,N20003055
N00002894,N20003060,N20003060
N00002895,N20003061,N20003061
N00002896,N20003056,N20003056
N00002897,N20003050,N20003050
N00002898,N20003052,N20003052
N00002899,N20003057,N20003057
N00002900,N20003052,N20003052
N00002901,N20003057,N20003053
N00002902,N20003030,N20003035
N00002903,N20003037,N20003037
N00002904,N20003024,N20003024
N00002905,N20003024,N20003025
N00002906,N20003023,N20003023
N00002907,N20003000,N20003000
N00002908,N20002986,N20002989
N00002909,N20003015,N20003015
N00002910,N20003016,N20003021
N00002911,N20002989,
N00002912,N20002145,N20002145
N00002913,N20002145,N20002139
N00002914,N20002139,N20002139
N00002915,N20002139,N20002139
N00002916,N20002145,N20002145
N00002917,N20002058,N20002059
N00002918,N20002063,N20002063
N00002919,N20002066,N20002066
N00002920,N20002066,N20002066
N00002921,N20002057,N20002057
N00002922,N20002058,N20002058
N00002923,N20002063,N20002063
N00002924,N20002137,N20002137
N00002925,N20002137,N20002137
N00002926,N20002137,N20002128
N00002927,N20002121,N20002121
N00002928,N20002121,N20002121
N00002929,N20002125,N20002125
N00002930,N20002068,N20002068
N00002931,N20002070,N20002070
N00002932,N20002069,N20002068
N00002933,N20002065,N20002065
N00002934,N20002066,N20002066
N00002935,N20002067,N20002067
N00002936,N20002067,N20002067
N00002937,N20002037,N20002037
N00002938,N20002031,N20002031
N00002939,N20002029,N20002029
N00002940,N20002031,N20002031
N00002941,N20002034,N20002030
N00002942,N20002029,N20002030
N00002943,N20002092,N20002092
N00002944,N20002092,N20002092
N00002945,N20002093,N20002093
N00002946,N20002149,N20002149
N00002947,N20002090,N20002090
N00002948,N20002100,N20002090
N00002949,N20002100,N20002100
N00002950,N20002104,N20002104
N00002951,N20002113,N20002113
N00002952,N20002100,N20002100
N00002953,N20002110,N20002107
N00002954,N20002061,N20002061
N00002955,N20002057,N20002057
N00002956,N20002057,N20002057
N00002957,N20002061,N20002061
N00002958,N20002066,N20002066
N00002959,N20002062,N20002062
N00002960,N20002079,N20002079
N00002961,N20002075,N20002075
N00002962,N20002077,N20002077
N00002963,N20002079,N20002076
N00002964,N20002078,N20002078
N00002965,N20002080,N20002080
N00002966,N20002080,N20002080
N00002967,N20002096,N20002096
N00002968,N20002095,N20002098
N00002969,N20002101,N20002101
N00002970,N20002096,N20002096
N00002971,N20002098,N20002098
N00002972,N20002084,
N00002973,N20002044,N20002044
N00002974,N20002048,N20002048
N00002975,N20002051,N20002051
N00002976,N20002051,N20002044
N00002977,N20002051,N20002051
N00002978,N20002037,N20002037
N00002979,N20002086,N20002086
N00002980,N20002102,N20002102
N00002981,N20002098,N20002098
N00002982,N20002088,N20002088
N00002983,N20002084,N20002084
N00002984,N20002089,N20002089
N00002985,N20002086,N20002086
N00002986,N20002098,N20002098
N00002987,N20002074,N20002074
N00002988,N20002076,N20002076
N00002989,N20002071,N20002071
N00002990,N20002072,N20002072
N00002991,N20002073,N20002073
N00002992,N20002075,N20002074
N00002993,N20002138,N20002138
N00002994,N20002129,N20002139
N00002995,N20002135,N20002135
N00002996,N20002139,N20002133
N00002997,N20002139,N20002139
N00002998,N20002134,N20002134
N00002999,N20002136,N20002134
N00003000,N20002129,N20002129
N00003001,N20002123,N20002123
N00003002,N20002122,N20002122
N00003003,N20002130,N20002130
N00003004,N20002122,N20002122
N00003005,N20002122,N20002122
N00003006,N20002100,N20002100
N00003007,N20002120,N20002120
N00003008,N20002120,N20002120
N00003009,N20002118,N20002109
N00003010,N20002120,N20002120
N00003011,N20002109,N20002109
N00003012,N20002120,N20002120
N00003013,N20002081,N20002081
N00003014,N20002130,N20002130
N00003015,N20002082,N20002082
N00003016,N20002083,N20002083
N00003017,N20002084,N20002084
N00003018,N20002041,N20002041
N00003019,N20002042,N20002042
N00003020,N20002041,N20002040
N00003021,N20002041,N20002041
N00003022,N20002046,N20002046
N00003023,N20002045,N20002045
N00003024,N20002047,N20002047
N00003025,N20002032,N20002032
N00003026,N20002041,N20002041
N00003027,N20002039,N20002039
N00003028,N20002032,N20002033
N00003029,N20002032,N20002032
N00003030,N20002036,N20002036
N00003031,N20002039,N20002039
N00003032,N20002056,N20002056
N00003033,N20002055,N20002055
N00003034,N20002055,N20002055
N00003035,N20002053,N20002053
N00003036,N20002053,N20002053
N00003037,N20002056,N20002056
N00003038,N20002055,N20002055
N00003039,N20002096,N20002094
N00003040,N20002111,N20002111
N00003041,N20002103,N20002106
N00003042,N20002103,N20002103
N00003043,N20002106,N20002106
N00003044,N20002111,N20002111
N00003045,N20002085,N20002085
N00003046,N20002094,N20002094
N00003047,N20002050,N20002050
N00003048,N20002052,N20002052
N00003049,N20002049,N20002049
N00003050,N20002037,N20002037
N00003051,N20002038,N20002038
N00003052,N20002049,N20002049
N00003053,N20002106,N20002106
N00003054,N20002111,N20002111
N00003055,N20002115,N20002115
N00003056,N20002112,N20002112
N00003057,N20002116,N20002116
N00003058,N20002116,N20002114
N00003059,N20002106,N20002106
N00003060,N20002108,N20002108
N00003061,N20002148,N20002148
N00003062,N20002148,N20002148
N00003063,N20002142,N20002142
N00003064,N20002142,N20002142
N00003065,N20002144,N20002144
N00003066,N20002147,N20002147
N00003067,N20002722,N20002722
N00003068,N20002724,N20002724
N00003069,N20002723,N20002723
N00003070,N20002719,N20002719
N00003071,N20002719,N20002719
N00003072,N20002724,N20002724
N00003073,N20002747,N20002747
N00003074,N20002747,N20002747
N00003075,N20002747,N20002747
N00003076,N20002758,N20002758
N00003077,N20002752,N20002752
N00003078,N20002747,N20002749
N00003079,N20002710,N20002710
N00003080,N20002710,N20002710
N00003081,N20002719,N20002719
N00003082,N20002704,N20002704
N00003083,N20002704,N20002704
N00003084,N20002696,N20002696
N00003085,N20002709,N20002709
N00003086,N20002709,N20002709
N00003087,N20002696,N20002696
N00003088,N20002698,N20002698
N00003089,N20002701,N20002701
N00003090,N20002694,N20002694
N00003091,N20002694,N20002694
N00003092,N20002702,N20002702
N00003093,N20002694,N20002692
N00003094,N20002693,N20002693
N00003095,N20002694,N20002694
N00003096,N20002694,N20002694
N00003097,N20002694,N20002694
N00003098,N20002687,N20002686
N00003099,N20002685,N20002685
N00003100,N20002685,N20002685
N00003101,N20002688,N20002688
N00003102,N20002690,N20002690
N00003103,N20002726,N20002726
N00003104,N20002727,N20002727
N00003105,N20002729,N20002729
N00003106,N20002734,N20002734
N00003107,N20002732,N20002732
N00003108,N20002732,N20002732
N00003109,N20002736,N20002736
N00003110,N20002703,N20002703
N00003111,N20002712,N20002712
N00003112,N20002711,N20002711
N00003113,N20002712,N20002711
N00003114,N20002708,N20002708
N00003115,N20002708,N20002708
N00003116,N20002722,N20002722
N00003117,N20002715,N20002715
N00003118,N20002721,N20002721
N00003119,N20002720,N20002720
N00003120,N20002697,N20002697
N00003121,N20002703,N20002703
N00003122,N20002713,N20002713
N00003123,N20002691,N20002691
N00003124,N20002689,N20002691
N00003125,N20002690,N20002690
N00003126,N20002668,N20002668
N00003127,N20002694,N20002694
N00003128,N20002744,N20002744
N00003129,N20002744,N20002744
N00003130,N20002744,N20002744
N00003131,N20002802,N20002802
N00003132,N20002744,N20002744
N00003133,N20002726,N20002726
N00003134,N20002725,N20002725
N00003135,N20002735,N20002735
N00003136,N20002735,N20002735
N00003137,N20002735,N20002735
N00003138,N20002701,N20002709
N00003139,N20002743,N20002743
N00003140,N20002739,N20002739
N00003141,N20002743,N20002743
N00003142,N20002751,N20002751
N00003143,N20002758,N20002758
N00003144,N20002739,N20002739
N00003145,N20002694,N20002694
N00003146,N20002706,N20002706
N00003147,N20002742,N20002742
N00003148,N20002731,N20002731
N00003149,N20002740,N20002740
N00003150,N20002668,N20002668
N00003151,N20002742,N20002742
N00003152,N20002742,N20002742
N00003153,N20002746,N20002746
N00003154,N20002746,N20002746
N00003155,N20002714,N20002714
N00003156,N20002718,N20002718
N00003157,N20002718,N20002718
N00003158,N20002718,N20002718
N00003159,N20002715,N20002703
N00003160,N20002715,N20002715
N00003161,N20001497,N20001497
N00003162,N20001511,N20001511
N00003163,N20001485,N20001485
N00003164,N20001482,N20001482
N00003165,N20001484,N20001483
N00003166,N20001511,N20001511
N00003167,N20001446,N20001446
N00003168,N20001446,N20001446
N00003169,N20001446,N20001446
N00003170,N20001446,N20001446
N00003171,N20001509,N20001507
N00003172,N20001509,N20001509
N00003173,N20001509,N20001509
N00003174,N20001496,N20001498
N00003175,N20001498,N20001498
N00003176,N20001466,N20001466
N00003177,N20001466,N20001466
N00003178,N20001469,N20001469
N00003179,N20001477,N20001477
N00003180,N20001505,N20001505
N00003181,N20001510,N20001505
N00003182,N20001508,N20001508
N00003183,N20001508,N20001508
N00003184,N20001502,N20001502
N00003185,N20001504,N20001499
N00003186,N20001502,N20001502
N00003187,N20001494,N20001494
N00003188,N20001480,N20001480
N00003189,N20001465,N20001465
N00003190,N20001477,N20001477
N00003191,N20001477,N20001477
N00003192,N20001479,N20001479
N00003193,N20001511,N20001511
N00003194,N20001513,N20001513
N00003195,N20001511,N20001511
N00003196,N20001459,N20001459
N00003197,N20001457,N20001459
N00003198,N20001459,N20001459
N00003199,N20001465,N20001465
N00003200,N20001458,N20001458
N00003201,N20001461,N20001461
N00003202,N20001462,N20001462
N00003203,N20001461,N20001457
N00003204,N20001456,N20001454
N00003205,N20001462,N20001462
N00003206,N20001458,N20001458
N00003207,N20001460,N20001460
N00003208,N20001454,N20001456
N00003209,N20001458,N20001458
N00003210,N20001450,N20001450
N00003211,N20001504,N20001507
N00003212,N20001504,N20001504
N00003213,N20001496,N20001496
N00003214,N20001495,N20001495
N00003215,N20001510,N20001510
N00003216,N20001481,N20001481
N00003217,N20001482,N20001483
N00003218,N20001484,N20001484
N00003219,N20001482,N20001482
N00003220,N20001482,N20001482
N00003221,N20001489,N20001489
N00003222,N20001489,N20001489
N00003223,N20001486,N20001486
N00003224,N20001489,N20001489
N00003225,N20001494,N20001494
N00003226,N20001487,N20001487
N00003227,N20001486,N20001486
N00003228,N20001488,N20001493
N00003229,N20001498,N20001498
N00003230,N20001490,N20001490
N00003231,N20001488,N20001488
N00003232,N20001464,N20001464
N00003233,N20001466,N20001464
N00003234,N20001465,N20001465
N00003235,N20001466,N20001468
N00003236,N20001473,N20001473
N00003237,N20001478,N20001478
N00003238,N20001478,N20001478
N00003239,N20001466,N20001466
N00003240,N20002318,N20002318
N00003241,N20002311,N20002311
N00003242,N20002311,N20002311
N00003243,N20002298,N20002298
N00003244,N20002302,N20002302
N00003245,N20002319,N20002319
N00003246,N20002319,N20002319
N00003247,N20002295,N20002295
N00003248,N20002299,N20002299
N00003249,N20002300,N20002300
N00003250,N20002327,N20002328
N00003251,N20002330,N20002330
N00003252,N20002331,N20002332
N00003253,N20002332,N20002332
N00003254,N20002330,N20002330
N00003255,N20002333,N20002331
N00003256,N20002337,N20002337
N00003257,N20002326,N20002326
N00003258,N20002297,N20002297
N00003259,N20002330,N20002326
N00003260,N20002327,N20002327
N00003261,N20002310,N20002310
N00003262,N20002444,N20002444
N00003263,N20002445,N20002445
N00003264,N20002446,N20002446
N00003265,N20002447,N20002447
N00003266,N20002438,N20002438
N00003267,N20002442,N20002442
N00003268,N20002439,N20002439
N00003269,N20002439,N20002439
N00003270,N20002445,N20002445
N00003271,N20002335,N20002335
N00003272,N20002341,N20002341
N00003273,N20002344,N20002344
N00003274,N20002340,N20002340
N00003275,N20002334,N20002334
N00003276,N20002312,N20002312
N00003277,N20002312,N20002312
N00003278,N20002329,N20002329
N00003279,N20002332,N20002332
N00003280,N20002297,N20002297
N00003281,N20002297,N20002297
N00003282,N20002342,N20002342
N00003283,N20002253,N20002255
N00003284,N20002252,N20002252
N00003285,N20002252,N20002252
N00003286,N20002253,N20002253
N00003287,N20002254,N20002254
N00003288,N20002255,N20002255
N00003289,N20002256,N20002256
N00003290,N20002260,N20002260
N00003291,N20002260,N20002260
N00003292,N20002260,N20002260
N00003293,N20002289,N20002289
N00003294,N20001255,N20001255
N00003295,N20001239,N20001239
N00003296,N20001266,N20001266
N00003297,N20001272,N20001272
N00003298,N20001277,N20001277
N00003299,N20001261,N20001261
N00003300,N20001263,N20001263
N00003301,N20001256,N20001256
N00003302,N20001256,N20001256
N00003303,N20001257,N20001257
N00003304,N20001262,N20001262
N00003305,N20001263,N20001263
N00003306,N20001290,N20001290
N00003307,N20002378,N20002378
N00003308,N20002378,N20001279
N00003309,N20002381,N20002381
N00003310,N20002384,N20002384
N00003311,N20001282,N20001282
N00003312,N20001290,N20001290
N00003313,N20002378,N20002378
N00003314,N20002389,N20002385
N00003315,N20002385,N20002385
N00003316,N20002378,N20002378
N00003317,N20002449,N20002449
N00003318,N20002446,N20002446
N00003319,N20002447,N20002447
N00003320,N20002449,N20002449
N00003321,N20002451,N20002451
N00003322,N20002451,N20002451
N00003323,N20002452,N20002452
N00003324,N20002453,N20002453
N00003325,N20002453,N20002453
N00003326,N20002451,N20002451
N00003327,N20002426,N20002426
N00003328,N20001234,N20001234
N00003329,N20002425,N20001234
N00003330,N20002424,N20002424
N00003331,N20002424,N20002424
N00003332,N20002430,N20002430
N00003333,N20002425,N20002425
N00003334,N20002425,N20002426
N00003335,N20002426,N20002426
N00003336,N20002433,N20002433
N00003337,N20001280,N20001280
N00003338,N20001281,N20001289
N00003339,N20001275,N20001275
N00003340,N20001289,N20001289
N00003341,N20001271,N20001271
N00003342,N20001271,N20001271
N00003343,N20001285,N20001285
N00003344,N20001275,N20001275
N00003345,N20001258,N20001258
N00003346,N20001258,N20001258
N00003347,N20001264,N20001264
N00003348,N20001264,N20001264
N00003349,N20002295,N20002295
N00003350,N20002295,N20002295
N00003351,N20002287,N20002287
N00003352,N20002287,N20002287
N00003353,N20002290,N20002290
N00003354,N20002289,N20002289
N00003355,N20002293,N20002294
N00003356,N20002296,N20002296
N00003357,N20002298,N20002296
N00003358,N20002294,N20002294
N00003359,N20002289,N20002289
N00003360,N20002394,N20002394
N00003361,N20002397,N20002397
N00003362,N20002401,N20002401
N00003363,N20002405,N20002402
N00003364,N20002405,N20002405
N00003365,N20002406,N20002406
N00003366,N20002411,N20002411
N00003367,N20002396,N20002396
N00003368,N20002411,N20002411
N00003369,N20002419,N20002421
N00003370,N20002420,N20002420
N00003371,N20002421,N20002421
N00003372,N20002423,N20002423
N00003373,N20002420,N20002420
N00003374,N20002420,N20002420
N00003375,N20002411,N20002411
N00003376,N20002411,N20002411
N00003377,N20002414,N20002414
N00003378,N20002435,N20002435
N00003379,N20002428,N20002428
N00003380,N20002429,N20002429
N00003381,N20002431,N20002431
N00003382,N20002432,N20002428
N00003383,N20002435,N20002435
N00003384,N20002437,N20002436
N00003385,N20002438,N20002438
N00003386,N20002427,N20002427
N00003387,N20002443,N20002443
N00003388,N20002279,N20002279
N00003389,N20002280,N20002280
N00003390,N20002278,N20002282
N00003391,N20002285,N20002285
N00003392,N20002286,N20002286
N00003393,N20002277,N20002277
N00003394,N20002285,N20002285
N00003395,N20002285,N20002283
N00003396,N20002285,N20002285
N00003397,N20001254,N20001254
N00003398,N20001258,N20001258
N00003399,N20001258,N20001258
N00003400,N20001265,N20001265
N00003401,N20001259,N20001259
N00003402,N20001259,N20001259
N00003403,N20001270,N20001270
N00003404,N20001269,N20001269
N00003405,N20001274,N20001270
N00003406,N20002354,N20002354
N00003407,N20002360,N20002360
N00003408,N20002364,N20002364
N00003409,N20002369,N20002369
N00003410,N20002353,N20002353
N00003411,N20002353,N20002353
N00003412,N20002345,N20002345
N00003413,N20002345,N20002345
N00003414,N20002350,N20002350
N00003415,N20002348,N20002348
N00003416,N20002347,N20002347
N00003417,N20002373,N20002373
N00003418,N20002374,N20002374
N00003419,N20002372,N20002372
N00003420,N20002374,N20002374
N00003421,N20002375,N20002375
N00003422,N20002372,N20002372
N00003423,N20002366,N20002366
N00003424,N20002366,N20002366
N00003425,N20002373,N20002373
N00003426,N20002403,N20002403
N00003427,N20002403,N20002403
N00003428,N20002409,N20002414
N00003429,N20002386,N20002386
N00003430,N20002380,N20002380
N00003431,N20002388,N20002388
N00003432,N20002403,N20002403
N00003433,N20002386,N20002386
N00003434,N20002352,N20002422
N00003435,N20002352,N20002352
N00003436,N20002339,N20002339
N00003437,N20002337,N20002337
N00003438,N20002339,N20002339
N00003439,N20002338,N20002338
N00003440,N20002416,N20002416
N00003441,N20002346,N20002346
N00003442,N20002350,N20002350
N00003443,N20002324,N20002324
N00003444,N20002324,N20002324
N00003445,N20002318,N20002318
N00003446,N20002322,N20002322
N00003447,N20002325,N20002325
N00003448,N20002284,N20002276
N00003449,N20002284,N20002284
N00003450,N20002268,N20002268
N00003451,N20002324,N20002324
N00003452,N20002268,N20002268
N00003453,N20002402,N20002402
N00003454,N20002393,N20002393
N00003455,N20002393,N20002394
N00003456,N20002398,N20002398
N00003457,N20002394,N20002398
N00003458,N20002390,N20002390
N00003459,N20002390,N20002390
N00003460,N20002378,N20002378
N00003461,N20002392,N20002392
N00003462,N20002399,N20002399
N00003463,N20002259,N20002259
N00003464,N20002274,N20002274
N00003465,N20002261,N20002261
N00003466,N20002277,N20002277
N00003467,N20002260,N20002260
N00003468,N20002277,N20002277
N00003469,N20002259,N20002259
N00003470,N20002258,N20002258
N00003471,N20002258,N20002258
N00003472,N20002441,N20002441
N00003473,N20002440,N20002440
N00003474,N20002268,N20002268
N00003475,N20002268,N20002268
N00003476,N20002268,N20002268
N00003477,N20002268,N20002263
N00003478,N20002264,N20002264
N00003479,N20002273,N20002275
N00003480,N20002265,N20002265
N00003481,N20002273,N20002273
N00003482,N20002267,N20002267
N00003483,N20002365,N20002365
N00003484,N20002361,N20002367
N00003485,N20002362,N20002362
N00003486,N20002367,N20002367
N00003487,N20002368,N20002368
N00003488,N20002368,N20002368
N00003489,N20002371,N20002371
N00003490,N20001239,N20001239
N00003491,N20001248,N20001248
N00003492,N20001252,N20001252
N00003493,N20001241,N20001241
N00003494,N20001246,N20001246
N00003495,N20001246,N20001246
N00003496,N20001250,N20001250
N00003497,N20002386,N20002386
N00003498,N20002379,N20002379
N00003499,N20002382,N20002382
N00003500,N20001294,N20001294
N00003501,N20001292,N20001292
N00003502,N20002376,N20002379
N00003503,N20001296,N20001296
N00003504,N20001296,N20001296
N00003505,N20002379,N20002379
N00003506,N20002422,N20002356
N00003507,N20002359,N20002359
N00003508,N20002355,N20002359
N00003509,N20002357,N20002357
N00003510,N20002363,N20002363
N00003511,N20002362,N20002362
N00003512,N20002362,N20002362
N00003513,N20002363,N20002363
N00003514,N20001283,N20001288
N00003515,N20001283,N20001283
N00003516,N20001288,N20001293
N00003517,N20001287,N20001287
N00003518,N20001276,N20001276
N00003519,N20001276,N20001276
N00003520,N20001295,N20001295
N00003521,N20002404,N20002404
N00003522,N20002412,N20002412
N00003523,N20002413,N20002413
N00003524,N20002404,N20002404
N00003525,N20002408,N20002410
N00003526,N20002413,N20002410
N00003527,N20002892,N20002892
N00003528,N20002891,N20002891
N00003529,N20002893,N20002893
N00003530,N20002887,N20002887
N00003531,N20002887,N20002887
N00003532,N20002866,N20002866
N00003533,N20002866,N20002866
N00003534,N20002870,N20002870
N00003535,N20002868,N20002868
N00003536,N20002865,N20002865
N00003537,N20002866,N20002869
N00003538,N20002889,N20002889
N00003539,N20002884,N20002884
N00003540,N20002880,N20002880
N00003541,N20002883,N20002883
N00003542,N20002880,N20002880
N00003543,N20002877,N20002889
N00003544,N20002889,N20002889
N00003545,N20002882,N20002882
N00003546,N20002877,N20002877
N00003547,N20002885,N20002885
N00003548,N20002885,N20002885
N00003549,N20002890,N20002890
N00003550,N20002898,N20002898
N00003551,N20002900,N20002900
N00003552,N20002897,N20002897
N00003553,N20002894,N20002894
N00003554,N20002899,N20002899
N00003555,N20002901,N20002901
N00003556,N20002908,N20002908
N00003557,N20002857,N20002857
N00003558,N20002853,N20002853
N00003559,N20002859,N20002859
N00003560,N20002859,N20002859
N00003561,N20002848,N20002848
N00003562,N20002853,N20002853
N00003563,N20002879,N20002879
N00003564,N20002877,N20002877
N00003565,N20002879,N20002879
N00003566,N20002871,N20002877
N00003567,N20002871,N20002871
N00003568,N20002877,N20002871
N00003569,N20002911,N20002911
N00003570,N20002911,N20002911
N00003571,N20002886,N20002886
N00003572,N20002913,N20002913
N00003573,N20002914,N20002914
N00003574,N20002914,N20002919
N00003575,N20002864,N20002864
N00003576,N20002862,N20002862
N00003577,N20002863,N20002863
N00003578,N20002860,N20002860
N00003579,N20002863,N20002860
N00003580,N20002860,N20002860
N00003581,N20002850,N20002850
N00003582,N20002851,N20002851
N00003583,N20002856,N20002856
N00003584,N20002854,N20002854
N00003585,N20002858,N20002858
N00003586,N20002855,N20002855
N00003587,N20002845,N20002845
N00003588,N20002847,N20002847
N00003589,N20002845,N20002845
N00003590,N20002841,N20002841
N00003591,N20002837,N20002837
N00003592,N20002845,N20002845
N00003593,N20002888,N20002888
N00003594,N20002867,N20002867
N00003595,N20002867,N20002867
N00003596,N20002872,N20002872
N00003597,N20002876,N20002876
N00003598,N20002912,N20002912
N00003599,N20002909,N20002909
N00003600,N20002908,N20002908
N00003601,N20002909,N20002909
N00003602,N20002908,N20002908
N00003603,N20002908,N20002908
N00003604,N20002904,N20002904
N00003605,N20002904,N20002907
N00003606,N20002912,N20002912
N00003607,N20002913,N20002913
N00003608,N20002903,N20002903
N00003609,N20002902,N20002902
N00003610,N20002905,N20002905
N00003611,N20002901,N20002901
N00003612,N20002840,N20002840
N00003613,N20002848,N20002848
N00003614,N20002840,N20002839
N00003615,N20002844,N20002844
N00003616,N20002846,N20002846
N00003617,N20002846,N20002846
N00003618,N20002838,N20002838
N00003619,N20002843,N20002843
N00003620,N20002849,N20002849
N00003621,N20002838,N20002838
N00003622,N20002848,N20002848
N00003623,N20002843,N20002843
N00003624,N20001678,N20001678
N00003625,N20001670,N20001670
N00003626,N20001636,N20001636
N00003627,N20001605,N20001605
N00003628,N20001606,N20001606
N00003629,N20001657,N20001657
N00003630,N20001651,
N00003631,N20001601,N20001601
N00003632,N20001597,N20001597
N00003633,N20001597,N20001597
N00003634,N20001639,N20001639
N00003635,N20001645,N20001639
N00003636,N20001619,N20001619
N00003637,N20001653,N20001653
N00003638,N20001655,N20001655
N00003639,N20001653,N20001653
N00003640,N20001654,N20001654
N00003641,N20001597,N20001597
N00003642,N20001597,N20001597
N00003643,N20001675,N20001675
N00003644,N20001680,N20001680
N00003645,N20001673,N20001673
N00003646,N20001680,N20001680
N00003647,N20001684,N20001684
N00003648,N20001684,N20001684
N00003649,N20001675,N20001675
N00003650,N20001667,N20001667
N00003651,N20001667,N20001667
N00003652,N20001665,N20001665
N00003653,N20001665,N20001665
N00003654,N20001662,N20001663
N00003655,N20001668,N20001661
N00003656,N20001656,N20001656
N00003657,N20001661,N20001661
N00003658,N20001652,N20001652
N00003659,N20001652,N20001652
N00003660,N20001666,N20001666
N00003661,N20001652,N20001660
N00003662,N20001662,N20001662
N00003663,N20001663,N20001663
N00003664,N20001660,N20001660
N00003665,N20001666,N20001666
N00003666,N20001669,N20001669
N00003667,N20003282,N20003282
N00003668,N20003283,N20003283
N00003669,N20003281,N20003282
N00003670,N20003281,N20003281
N00003671,N20003281,N20003281
N00003672,N20003285,N20003285
N00003673,N20003287,N20003287
N00003674,N20003287,N20003287
N00003675,N20003281,N20003281
N00003676,N20003114,N20003114
N00003677,N20003166,N20003166
N00003678,N20003171,N20003171
N00003679,N20003174,N20003174
N00003680,N20003162,N20003162
N00003681,N20003172,N20003172
N00003682,N20003171,N20003171
N00003683,N20003113,N20003113
N00003684,N20003113,N20003113
N00003685,N20003111,N20003111
N00003686,N20003111,N20003111
N00003687,N20003105,N20003105
N00003688,N20003105,N20003105
N00003689,N20003109,N20003109
N00003690,N20003288,N20003294
N00003691,N20003288,N20003288
N00003692,N20003289,N20003289
N00003693,N20003294,N20003294
N00003694,N20003292,N20003292
N00003695,N20003296,N20003296
N00003696,N20003282,N20003282
N00003697,N20003230,N20003230
N00003698,N20003235,N20003235
N00003699,N20003230,N20003230
N00003700,N20003235,N20003235
N00003701,N20003231,N20003231
N00003702,N20003233,N20003233
N00003703,N20003234,N20003234
N00003704,N20003233,N20003233
N00003705,N20003122,N20003122
N00003706,N20003126,N20003126
N00003707,N20003126,N20003121
N00003708,N20003129,N20003129
N00003709,N20003124,N20003124
N00003710,N20003124,N20003124
N00003711,N20003129,N20003129
N00003712,N20003247,N20003247
N00003713,N20003241,N20003241
N00003714,N20003248,N20003245
N00003715,N20003248,N20003248
N00003716,N20003242,N20003242
N00003717,N20003255,N20003255
N00003718,N20003237,N20003237
N00003719,N20003242,N20003236
N00003720,N20003236,N20003236
N00003721,N20003137,N20003137
N00003722,N20003140,N20003140
N00003723,N20003144,N20003148
N00003724,N20003131,N20003131
