SA2011,sex,religion_brought_up_in,count
N00004114,Female,Other religions and none,20
N00004115,Male,Catholic,20
N00004115,Male,Protestant and Other Christian,158
N00004115,Male,Other religions and none,31
N00004115,Female,Catholic,20
N00004115,Female,Protestant and Other Christian,152
N00004115,Female,Other religions and none,23
N00004116,Male,Catholic,21
N00004116,Male,Protestant and Other Christian,301
N00004116,Male,Other religions and none,43
N00004116,Female,Catholic,24
N00004116,Female,Protestant and Other Christian,287
N00004116,Female,Other religions and none,30
N00004117,Male,Catholic,27
N00004117,Male,Protestant and Other Christian,211
N00004117,Male,Other religions and none,24
N00004117,Female,Catholic,29
N00004117,Female,Protestant and Other Christian,196
N00004117,Female,Other religions and none,28
N00004118,Male,Catholic,8
N00004118,Male,Protestant and Other Christian,111
N00004118,Male,Other religions and none,21
N00004118,Female,Catholic,11
N00004118,Female,Protestant and Other Christian,133
N00004118,Female,Other religions and none,16
N00004119,Male,Catholic,18
N00004119,Male,Protestant and Other Christian,124
N00004119,Male,Other religions and none,19
N00004119,Female,Catholic,20
N00004119,Female,Protestant and Other Christian,130
N00004119,Female,Other religions and none,15
N00004120,Male,Catholic,16
N00004120,Male,Protestant and Other Christian,74
N00004120,Male,Other religions and none,22
N00004120,Female,Catholic,23
N00004120,Female,Protestant and Other Christian,110
N00004120,Female,Other religions and none,14
N00004121,Male,Catholic,13
N00004121,Male,Protestant and Other Christian,133
N00004121,Male,Other religions and none,25
N00004121,Female,Catholic,15
N00004121,Female,Protestant and Other Christian,160
N00004121,Female,Other religions and none,24
N00004122,Male,Catholic,13
N00004122,Male,Protestant and Other Christian,155
N00004122,Male,Other religions and none,23
N00004122,Female,Catholic,22
N00004122,Female,Protestant and Other Christian,139
N00004122,Female,Other religions and none,27
N00004123,Male,Catholic,22
N00004123,Male,Protestant and Other Christian,125
N00004123,Male,Other religions and none,17
N00004123,Female,Catholic,21
N00004123,Female,Protestant and Other Christian,151
N00004123,Female,Other religions and none,15
N00004124,Male,Catholic,19
N00004124,Male,Protestant and Other Christian,93
N00004124,Male,Other religions and none,26
N00004124,Female,Catholic,24
N00004124,Female,Protestant and Other Christian,128
N00004124,Female,Other religions and none,18
N00004125,Male,Catholic,19
N00004125,Male,Protestant and Other Christian,123
N00004125,Male,Other religions and none,25
N00004125,Female,Catholic,31
N00004125,Female,Protestant and Other Christian,145
N00004125,Female,Other religions and none,11
N00004126,Male,Catholic,11
N00004126,Male,Protestant and Other Christian,98
N00004126,Male,Other religions and none,24
N00004126,Female,Catholic,15
N00004126,Female,Protestant and Other Christian,124
N00004126,Female,Other religions and none,20
N00004127,Male,Catholic,18
N00004127,Male,Protestant and Other Christian,123
N00004127,Male,Other religions and none,25
N00004127,Female,Catholic,26
N00004127,Female,Protestant and Other Christian,110
N00004127,Female,Other religions and none,22
N00004128,Male,Catholic,17
N00004128,Male,Protestant and Other Christian,164
N00004128,Male,Other religions and none,27
N00004128,Female,Catholic,26
N00004128,Female,Protestant and Other Christian,175
N00004128,Female,Other religions and none,16
N00004129,Male,Catholic,7
N00004129,Male,Protestant and Other Christian,128
N00004129,Male,Other religions and none,22
N00004129,Female,Catholic,13
N00004129,Female,Protestant and Other Christian,125
N00004129,Female,Other religions and none,13
N00004130,Male,Catholic,16
N00004130,Male,Protestant and Other Christian,97
N00004130,Male,Other religions and none,24
N00004130,Female,Catholic,18
N00004130,Female,Protestant and Other Christian,122
N00004130,Female,Other religions and none,13
N00004131,Male,Catholic,10
N00004131,Male,Protestant and Other Christian,111
N00004131,Male,Other religions and none,14
N00004131,Female,Catholic,12
N00004131,Female,Protestant and Other Christian,124
N00004131,Female,Other religions and none,18
N00004132,Male,Catholic,12
N00004132,Male,Protestant and Other Christian,129
N00004132,Male,Other religions and none,18
N00004132,Female,Catholic,16
N00004132,Female,Protestant and Other Christian,139
N00004132,Female,Other religions and none,14
N00004133,Male,Catholic,13
N00004133,Male,Protestant and Other Christian,115
N00004133,Male,Other religions and none,26
N00004133,Female,Catholic,8
N00004133,Female,Protestant and Other Christian,116
N00004133,Female,Other religions and none,34
N00004134,Male,Catholic,14
N00004134,Male,Protestant and Other Christian,120
N00004134,Male,Other religions and none,16
N00004134,Female,Catholic,21
N00004134,Female,Protestant and Other Christian,135
N00004134,Female,Other religions and none,11
N00004135,Male,Catholic,11
N00004135,Male,Protestant and Other Christian,126
N00004135,Male,Other religions and none,26
N00004135,Female,Catholic,11
N00004135,Female,Protestant and Other Christian,138
N00004135,Female,Other religions and none,33
N00004136,Male,Catholic,11
N00004136,Male,Protestant and Other Christian,149
N00004136,Male,Other religions and none,31
N00004136,Female,Catholic,15
N00004136,Female,Protestant and Other Christian,169
N00004136,Female,Other religions and none,27
N00004137,Male,Catholic,18
N00004137,Male,Protestant and Other Christian,145
N00004137,Male,Other religions and none,19
N00004137,Female,Catholic,28
N00004137,Female,Protestant and Other Christian,144
N00004137,Female,Other religions and none,22
N00004138,Male,Catholic,22
N00004138,Male,Protestant and Other Christian,116
N00004138,Male,Other religions and none,26
N00004138,Female,Catholic,15
N00004138,Female,Protestant and Other Christian,153
N00004138,Female,Other religions and none,20
N00004139,Male,Catholic,39
N00004139,Male,Protestant and Other Christian,266
N00004139,Male,Other religions and none,40
N00004139,Female,Catholic,40
N00004139,Female,Protestant and Other Christian,277
N00004139,Female,Other religions and none,24
N00004140,Male,Catholic,26
N00004140,Male,Protestant and Other Christian,141
N00004140,Male,Other religions and none,39
N00004140,Female,Catholic,31
N00004140,Female,Protestant and Other Christian,148
N00004140,Female,Other religions and none,25
N00004141,Male,Catholic,12
N00004141,Male,Protestant and Other Christian,109
N00004141,Male,Other religions and none,14
N00004141,Female,Catholic,13
N00004141,Female,Protestant and Other Christian,137
N00004141,Female,Other religions and none,11
N00004142,Male,Catholic,15
N00004142,Male,Protestant and Other Christian,133
N00004142,Male,Other religions and none,17
N00004142,Female,Catholic,19
N00004142,Female,Protestant and Other Christian,151
N00004142,Female,Other religions and none,21
N00004143,Male,Catholic,20
N00004143,Male,Protestant and Other Christian,115
N00004143,Male,Other religions and none,23
N00004143,Female,Catholic,20
N00004143,Female,Protestant and Other Christian,132
N00004143,Female,Other religions and none,17
N00004144,Male,Catholic,32
N00004144,Male,Protestant and Other Christian,213
N00004144,Male,Other religions and none,25
N00004144,Female,Catholic,31
N00004144,Female,Protestant and Other Christian,261
N00004144,Female,Other religions and none,28
N00004145,Male,Catholic,12
N00004145,Male,Protestant and Other Christian,112
N00004145,Male,Other religions and none,19
N00004145,Female,Catholic,17
N00004145,Female,Protestant and Other Christian,133
N00004145,Female,Other religions and none,12
N00004146,Male,Catholic,21
N00004146,Male,Protestant and Other Christian,126
N00004146,Male,Other religions and none,30
N00004146,Female,Catholic,26
N00004146,Female,Protestant and Other Christian,129
N00004146,Female,Other religions and none,28
N00004147,Male,Catholic,18
N00004147,Male,Protestant and Other Christian,124
N00004147,Male,Other religions and none,35
N00004147,Female,Catholic,14
N00004147,Female,Protestant and Other Christian,138
N00004147,Female,Other religions and none,23
N00004148,Male,Catholic,13
N00004148,Male,Protestant and Other Christian,81
N00004148,Male,Other religions and none,10
N00004148,Female,Catholic,8
N00004148,Female,Protestant and Other Christian,97
N00004148,Female,Other religions and none,6
N00004149,Male,Catholic,14
N00004149,Male,Protestant and Other Christian,97
N00004149,Male,Other religions and none,13
N00004149,Female,Catholic,9
N00004149,Female,Protestant and Other Christian,126
N00004149,Female,Other religions and none,17
N00004150,Male,Catholic,29
N00004150,Male,Protestant and Other Christian,138
N00004150,Male,Other religions and none,58
N00004150,Female,Catholic,37
N00004150,Female,Protestant and Other Christian,194
N00004150,Female,Other religions and none,43
N00004151,Male,Catholic,15
N00004151,Male,Protestant and Other Christian,98
N00004151,Male,Other religions and none,22
N00004151,Female,Catholic,15
N00004151,Female,Protestant and Other Christian,107
N00004151,Female,Other religions and none,16
N00004152,Male,Catholic,15
N00004152,Male,Protestant and Other Christian,78
N00004152,Male,Other religions and none,16
N00004152,Female,Catholic,16
N00004152,Female,Protestant and Other Christian,96
N00004152,Female,Other religions and none,16
N00004153,Male,Catholic,12
N00004153,Male,Protestant and Other Christian,139
N00004153,Male,Other religions and none,22
N00004153,Female,Catholic,18
N00004153,Female,Protestant and Other Christian,145
N00004153,Female,Other religions and none,16
N00004154,Male,Catholic,14
N00004154,Male,Protestant and Other Christian,95
N00004154,Male,Other religions and none,15
N00004154,Female,Catholic,9
N00004154,Female,Protestant and Other Christian,101
N00004154,Female,Other religions and none,19
N00004155,Male,Catholic,8
N00004155,Male,Protestant and Other Christian,123
N00004155,Male,Other religions and none,21
N00004155,Female,Catholic,14
N00004155,Female,Protestant and Other Christian,104
N00004155,Female,Other religions and none,20
N00004156,Male,Catholic,16
N00004156,Male,Protestant and Other Christian,77
N00004156,Male,Other religions and none,18
N00004156,Female,Catholic,11
N00004156,Female,Protestant and Other Christian,93
N00004156,Female,Other religions and none,17
N00004157,Male,Catholic,14
N00004157,Male,Protestant and Other Christian,178
N00004157,Male,Other religions and none,36
N00004157,Female,Catholic,30
N00004157,Female,Protestant and Other Christian,185
N00004157,Female,Other religions and none,30
N00004158,Male,Catholic,25
N00004158,Male,Protestant and Other Christian,149
N00004158,Male,Other religions and none,25
N00004158,Female,Catholic,25
N00004158,Female,Protestant and Other Christian,167
N00004158,Female,Other religions and none,27
N00004159,Male,Catholic,6
N00004159,Male,Protestant and Other Christian,45
N00004159,Male,Other religions and none,13
N00004159,Female,Catholic,10
N00004159,Female,Protestant and Other Christian,43
N00004159,Female,Other religions and none,13
N00004160,Male,Catholic,11
N00004160,Male,Protestant and Other Christian,66
N00004160,Male,Other religions and none,18
N00004160,Female,Catholic,7
N00004160,Female,Protestant and Other Christian,74
N00004160,Female,Other religions and none,26
N00004161,Male,Catholic,6
N00004161,Male,Protestant and Other Christian,90
N00004161,Male,Other religions and none,30
N00004161,Female,Catholic,15
N00004161,Female,Protestant and Other Christian,117
N00004161,Female,Other religions and none,41
N00004162,Male,Catholic,6
N00004162,Male,Protestant and Other Christian,57
N00004162,Male,Other religions and none,18
N00004162,Female,Catholic,8
N00004162,Female,Protestant and Other Christian,97
N00004162,Female,Other religions and none,16
N00004163,Male,Catholic,20
N00004163,Male,Protestant and Other Christian,145
N00004163,Male,Other religions and none,27
N00004163,Female,Catholic,22
N00004163,Female,Protestant and Other Christian,149
N00004163,Female,Other religions and none,25
N00004164,Male,Catholic,14
N00004164,Male,Protestant and Other Christian,148
N00004164,Male,Other religions and none,28
N00004164,Female,Catholic,28
N00004164,Female,Protestant and Other Christian,156
N00004164,Female,Other religions and none,33
N00004165,Male,Catholic,19
N00004165,Male,Protestant and Other Christian,159
N00004165,Male,Other religions and none,36
N00004165,Female,Catholic,15
N00004165,Female,Protestant and Other Christian,162
N00004165,Female,Other religions and none,33
N00004166,Male,Catholic,6
N00004166,Male,Protestant and Other Christian,96
N00004166,Male,Other religions and none,15
N00004166,Female,Catholic,17
N00004166,Female,Protestant and Other Christian,110
N00004166,Female,Other religions and none,8
N00004167,Male,Catholic,7
N00004167,Male,Protestant and Other Christian,111
N00004167,Male,Other religions and none,44
N00004167,Female,Catholic,16
N00004167,Female,Protestant and Other Christian,162
N00004167,Female,Other religions and none,39
N00004168,Male,Catholic,7
N00004168,Male,Protestant and Other Christian,68
N00004168,Male,Other religions and none,16
N00004168,Female,Catholic,5
N00004168,Female,Protestant and Other Christian,94
N00004168,Female,Other religions and none,14
N00004169,Male,Catholic,15
N00004169,Male,Protestant and Other Christian,119
N00004169,Male,Other religions and none,20
N00004169,Female,Catholic,19
N00004169,Female,Protestant and Other Christian,120
N00004169,Female,Other religions and none,20
N00004170,Male,Catholic,12
N00004170,Male,Protestant and Other Christian,108
N00004170,Male,Other religions and none,25
N00004170,Female,Catholic,19
N00004170,Female,Protestant and Other Christian,103
N00004170,Female,Other religions and none,25
N00004171,Male,Catholic,13
N00004171,Male,Protestant and Other Christian,125
N00004171,Male,Other religions and none,11
N00004171,Female,Catholic,18
N00004171,Female,Protestant and Other Christian,133
N00004171,Female,Other religions and none,9
N00004172,Male,Catholic,4
N00004172,Male,Protestant and Other Christian,96
N00004172,Male,Other religions and none,14
N00004172,Female,Catholic,5
N00004172,Female,Protestant and Other Christian,113
N00004172,Female,Other religions and none,15
N00004173,Male,Catholic,14
N00004173,Male,Protestant and Other Christian,81
N00004173,Male,Other religions and none,26
N00004173,Female,Catholic,23
N00004173,Female,Protestant and Other Christian,104
N00004173,Female,Other religions and none,11
N00004174,Male,Catholic,16
N00004174,Male,Protestant and Other Christian,92
N00004174,Male,Other religions and none,22
N00004174,Female,Catholic,17
N00004174,Female,Protestant and Other Christian,109
N00004174,Female,Other religions and none,17
N00004175,Male,Catholic,6
N00004175,Male,Protestant and Other Christian,111
N00004175,Male,Other religions and none,20
N00004175,Female,Catholic,12
N00004175,Female,Protestant and Other Christian,113
N00004175,Female,Other religions and none,18
N00004176,Male,Catholic,21
N00004176,Male,Protestant and Other Christian,151
N00004176,Male,Other religions and none,16
N00004176,Female,Catholic,17
N00004176,Female,Protestant and Other Christian,185
N00004176,Female,Other religions and none,16
N00004177,Male,Catholic,12
N00004177,Male,Protestant and Other Christian,55
N00004177,Male,Other religions and none,4
N00004177,Female,Catholic,11
N00004177,Female,Protestant and Other Christian,63
N00004177,Female,Other religions and none,11
N00004178,Male,Catholic,24
N00004178,Male,Protestant and Other Christian,91
N00004178,Male,Other religions and none,29
N00004178,Female,Catholic,23
N00004178,Female,Protestant and Other Christian,117
N00004178,Female,Other religions and none,26
N00004179,Male,Catholic,59
N00004179,Male,Protestant and Other Christian,90
N00004179,Male,Other religions and none,24
N00004179,Female,Catholic,71
N00004179,Female,Protestant and Other Christian,86
N00004179,Female,Other religions and none,14
N00004180,Male,Catholic,43
N00004180,Male,Protestant and Other Christian,75
N00004180,Male,Other religions and none,14
N00004180,Female,Catholic,50
N00004180,Female,Protestant and Other Christian,82
N00004180,Female,Other religions and none,9
N00004181,Male,Catholic,48
N00004181,Male,Protestant and Other Christian,73
N00004181,Male,Other religions and none,18
N00004181,Female,Catholic,49
N00004181,Female,Protestant and Other Christian,67
N00004181,Female,Other religions and none,12
N00004182,Male,Catholic,73
N00004182,Male,Protestant and Other Christian,84
N00004182,Male,Other religions and none,15
N00004182,Female,Catholic,85
N00004182,Female,Protestant and Other Christian,68
N00004182,Female,Other religions and none,16
N00004183,Male,Catholic,8
N00004183,Male,Protestant and Other Christian,32
N00004183,Male,Other religions and none,3
N00004183,Female,Catholic,11
N00004183,Female,Protestant and Other Christian,43
N00004183,Female,Other religions and none,1
N00004184,Male,Catholic,44
N00004184,Male,Protestant and Other Christian,76
N00004184,Male,Other religions and none,3
N00004184,Female,Catholic,51
N00004184,Female,Protestant and Other Christian,73
N00004184,Female,Other religions and none,13
N00004185,Male,Catholic,51
N00004185,Male,Protestant and Other Christian,245
N00004185,Male,Other religions and none,20
N00004185,Female,Catholic,68
N00004185,Female,Protestant and Other Christian,302
N00004185,Female,Other religions and none,16
N00004186,Male,Catholic,30
N00004186,Male,Protestant and Other Christian,89
N00004186,Male,Other religions and none,19
N00004186,Female,Catholic,27
N00004186,Female,Protestant and Other Christian,122
N00004186,Female,Other religions and none,18
N00004187,Male,Catholic,20
N00004187,Male,Protestant and Other Christian,130
N00004187,Male,Other religions and none,12
N00004187,Female,Catholic,19
N00004187,Female,Protestant and Other Christian,191
N00004187,Female,Other religions and none,10
N00004188,Male,Catholic,16
N00004188,Male,Protestant and Other Christian,113
N00004188,Male,Other religions and none,11
N00004188,Female,Catholic,22
N00004188,Female,Protestant and Other Christian,113
N00004188,Female,Other religions and none,14
N00004189,Male,Catholic,8
N00004189,Male,Protestant and Other Christian,74
N00004189,Male,Other religions and none,16
N00004189,Female,Catholic,13
N00004189,Female,Protestant and Other Christian,89
N00004189,Female,Other religions and none,12
N00004190,Male,Catholic,17
N00004190,Male,Protestant and Other Christian,170
N00004190,Male,Other religions and none,18
N00004190,Female,Catholic,18
N00004190,Female,Protestant and Other Christian,245
N00004190,Female,Other religions and none,18
N00004191,Male,Catholic,27
N00004191,Male,Protestant and Other Christian,218
N00004191,Male,Other religions and none,40
N00004191,Female,Catholic,36
N00004191,Female,Protestant and Other Christian,244
N00004191,Female,Other religions and none,33
N00004192,Male,Catholic,11
N00004192,Male,Protestant and Other Christian,112
N00004192,Male,Other religions and none,17
N00004192,Female,Catholic,17
N00004192,Female,Protestant and Other Christian,121
N00004192,Female,Other religions and none,17
N00004193,Male,Catholic,18
N00004193,Male,Protestant and Other Christian,88
N00004193,Male,Other religions and none,28
N00004193,Female,Catholic,27
N00004193,Female,Protestant and Other Christian,111
N00004193,Female,Other religions and none,18
N00004194,Male,Catholic,8
N00004194,Male,Protestant and Other Christian,104
N00004194,Male,Other religions and none,13
N00004194,Female,Catholic,8
N00004194,Female,Protestant and Other Christian,125
N00004194,Female,Other religions and none,7
N00004195,Male,Catholic,4
N00004195,Male,Protestant and Other Christian,100
N00004195,Male,Other religions and none,25
N00004195,Female,Catholic,7
N00004195,Female,Protestant and Other Christian,115
N00004195,Female,Other religions and none,25
N00004196,Male,Catholic,57
N00004196,Male,Protestant and Other Christian,396
N00004196,Male,Other religions and none,59
N00004196,Female,Catholic,66
N00004196,Female,Protestant and Other Christian,376
N00004196,Female,Other religions and none,55
N00004197,Male,Catholic,5
N00004197,Male,Protestant and Other Christian,84
N00004197,Male,Other religions and none,25
N00004197,Female,Catholic,6
N00004197,Female,Protestant and Other Christian,96
N00004197,Female,Other religions and none,29
N00004198,Male,Catholic,7
N00004198,Male,Protestant and Other Christian,85
N00004198,Male,Other religions and none,21
N00004198,Female,Catholic,6
N00004198,Female,Protestant and Other Christian,108
N00004198,Female,Other religions and none,20
N00004199,Male,Catholic,47
N00004199,Male,Protestant and Other Christian,269
N00004199,Male,Other religions and none,66
N00004199,Female,Catholic,46
N00004199,Female,Protestant and Other Christian,317
N00004199,Female,Other religions and none,53
N00004200,Male,Catholic,15
N00004200,Male,Protestant and Other Christian,152
N00004200,Male,Other religions and none,35
N00004200,Female,Catholic,21
N00004200,Female,Protestant and Other Christian,151
N00004200,Female,Other religions and none,21
N00004201,Male,Catholic,22
N00004201,Male,Protestant and Other Christian,115
N00004201,Male,Other religions and none,29
N00004201,Female,Catholic,21
N00004201,Female,Protestant and Other Christian,119
N00004201,Female,Other religions and none,21
N00004202,Male,Catholic,8
N00004202,Male,Protestant and Other Christian,116
N00004202,Male,Other religions and none,36
N00004202,Female,Catholic,22
N00004202,Female,Protestant and Other Christian,126
N00004202,Female,Other religions and none,34
N00004203,Male,Catholic,8
N00004203,Male,Protestant and Other Christian,146
N00004203,Male,Other religions and none,30
N00004203,Female,Catholic,16
N00004203,Female,Protestant and Other Christian,155
N00004203,Female,Other religions and none,18
N00004204,Male,Catholic,15
N00004204,Male,Protestant and Other Christian,116
N00004204,Male,Other religions and none,20
N00004204,Female,Catholic,17
N00004204,Female,Protestant and Other Christian,129
N00004204,Female,Other religions and none,17
N00004205,Male,Catholic,8
N00004205,Male,Protestant and Other Christian,106
N00004205,Male,Other religions and none,27
N00004205,Female,Catholic,12
N00004205,Female,Protestant and Other Christian,114
N00004205,Female,Other religions and none,18
N00004206,Male,Catholic,3
N00004206,Male,Protestant and Other Christian,100
N00004206,Male,Other religions and none,23
N00004206,Female,Catholic,4
N00004206,Female,Protestant and Other Christian,132
N00004206,Female,Other religions and none,21
N00004207,Male,Catholic,8
N00004207,Male,Protestant and Other Christian,125
N00004207,Male,Other religions and none,22
N00004207,Female,Catholic,13
N00004207,Female,Protestant and Other Christian,146
N00004207,Female,Other religions and none,17
N00004208,Male,Catholic,12
N00004208,Male,Protestant and Other Christian,166
N00004208,Male,Other religions and none,40
N00004208,Female,Catholic,13
N00004208,Female,Protestant and Other Christian,220
N00004208,Female,Other religions and none,33
N00004209,Male,Catholic,28
N00004209,Male,Protestant and Other Christian,263
N00004209,Male,Other religions and none,43
N00004209,Female,Catholic,16
N00004209,Female,Protestant and Other Christian,273
N00004209,Female,Other religions and none,25
N00004210,Male,Catholic,6
N00004210,Male,Protestant and Other Christian,125
N00004210,Male,Other religions and none,15
N00004210,Female,Catholic,9
N00004210,Female,Protestant and Other Christian,140
N00004210,Female,Other religions and none,17
N00004211,Male,Catholic,26
N00004211,Male,Protestant and Other Christian,236
N00004211,Male,Other religions and none,62
N00004211,Female,Catholic,40
N00004211,Female,Protestant and Other Christian,268
N00004211,Female,Other religions and none,42
N00004212,Male,Catholic,84
N00004212,Male,Protestant and Other Christian,696
N00004212,Male,Other religions and none,175
N00004212,Female,Catholic,101
N00004212,Female,Protestant and Other Christian,759
N00004212,Female,Other religions and none,133
N00004213,Male,Catholic,15
N00004213,Male,Protestant and Other Christian,116
N00004213,Male,Other religions and none,25
N00004213,Female,Catholic,19
N00004213,Female,Protestant and Other Christian,120
N00004213,Female,Other religions and none,26
N00004214,Male,Catholic,10
N00004214,Male,Protestant and Other Christian,87
N00004214,Male,Other religions and none,42
N00004214,Female,Catholic,21
N00004214,Female,Protestant and Other Christian,86
N00004214,Female,Other religions and none,34
N00004215,Male,Catholic,4
N00004215,Male,Protestant and Other Christian,107
N00004215,Male,Other religions and none,46
N00004215,Female,Catholic,11
N00004215,Female,Protestant and Other Christian,119
N00004215,Female,Other religions and none,37
N00004216,Male,Catholic,17
N00004216,Male,Protestant and Other Christian,129
N00004216,Male,Other religions and none,42
N00004216,Female,Catholic,20
N00004216,Female,Protestant and Other Christian,176
N00004216,Female,Other religions and none,36
N00004217,Male,Catholic,9
N00004217,Male,Protestant and Other Christian,75
N00004217,Male,Other religions and none,19
N00004217,Female,Catholic,12
N00004217,Female,Protestant and Other Christian,114
N00004217,Female,Other religions and none,18
N00004218,Male,Catholic,9
N00004218,Male,Protestant and Other Christian,78
N00004218,Male,Other religions and none,23
N00004218,Female,Catholic,10
N00004218,Female,Protestant and Other Christian,117
N00004218,Female,Other religions and none,37
N00004219,Male,Catholic,25
N00004219,Male,Protestant and Other Christian,106
N00004219,Male,Other religions and none,32
N00004219,Female,Catholic,23
N00004219,Female,Protestant and Other Christian,110
N00004219,Female,Other religions and none,22
N00004220,Male,Catholic,22
N00004220,Male,Protestant and Other Christian,105
N00004220,Male,Other religions and none,17
N00004220,Female,Catholic,28
N00004220,Female,Protestant and Other Christian,113
N00004220,Female,Other religions and none,13
N00004221,Male,Catholic,16
N00004221,Male,Protestant and Other Christian,135
N00004221,Male,Other religions and none,18
N00004221,Female,Catholic,22
N00004221,Female,Protestant and Other Christian,117
N00004221,Female,Other religions and none,17
N00004222,Male,Catholic,19
N00004222,Male,Protestant and Other Christian,124
N00004222,Male,Other religions and none,21
N00004222,Female,Catholic,32
N00004222,Female,Protestant and Other Christian,125
N00004222,Female,Other religions and none,14
N00004223,Male,Catholic,14
N00004223,Male,Protestant and Other Christian,106
N00004223,Male,Other religions and none,16
N00004223,Female,Catholic,9
N00004223,Female,Protestant and Other Christian,99
N00004223,Female,Other religions and none,17
N00004224,Male,Catholic,13
N00004224,Male,Protestant and Other Christian,110
N00004224,Male,Other religions and none,21
N00004224,Female,Catholic,18
N00004224,Female,Protestant and Other Christian,125
N00004224,Female,Other religions and none,15
N00004225,Male,Catholic,24
N00004225,Male,Protestant and Other Christian,101
N00004225,Male,Other religions and none,12
N00004225,Female,Catholic,20
N00004225,Female,Protestant and Other Christian,106
N00004225,Female,Other religions and none,7
N00004226,Male,Catholic,46
N00004226,Male,Protestant and Other Christian,141
N00004226,Male,Other religions and none,37
N00004226,Female,Catholic,37
N00004226,Female,Protestant and Other Christian,143
N00004226,Female,Other religions and none,27
N00004227,Male,Catholic,14
N00004227,Male,Protestant and Other Christian,99
N00004227,Male,Other religions and none,11
N00004227,Female,Catholic,14
N00004227,Female,Protestant and Other Christian,116
N00004227,Female,Other religions and none,11
N00004228,Male,Catholic,45
N00004228,Male,Protestant and Other Christian,238
N00004228,Male,Other religions and none,62
N00004228,Female,Catholic,56
N00004228,Female,Protestant and Other Christian,272
N00004228,Female,Other religions and none,59
N00004229,Male,Catholic,21
N00004229,Male,Protestant and Other Christian,113
N00004229,Male,Other religions and none,25
N00004229,Female,Catholic,18
N00004229,Female,Protestant and Other Christian,134
N00004229,Female,Other religions and none,15
N00004230,Male,Catholic,12
N00004230,Male,Protestant and Other Christian,112
N00004230,Male,Other religions and none,14
N00004230,Female,Catholic,21
N00004230,Female,Protestant and Other Christian,110
N00004230,Female,Other religions and none,17
N00004231,Male,Catholic,18
N00004231,Male,Protestant and Other Christian,109
N00004231,Male,Other religions and none,18
N00004231,Female,Catholic,16
N00004231,Female,Protestant and Other Christian,132
N00004231,Female,Other religions and none,13
N00004232,Male,Catholic,18
N00004232,Male,Protestant and Other Christian,90
N00004232,Male,Other religions and none,11
N00004232,Female,Catholic,13
N00004232,Female,Protestant and Other Christian,104
N00004232,Female,Other religions and none,10
N00004233,Male,Catholic,13
N00004233,Male,Protestant and Other Christian,124
N00004233,Male,Other religions and none,13
N00004233,Female,Catholic,16
N00004233,Female,Protestant and Other Christian,160
N00004233,Female,Other religions and none,21
N00004234,Male,Catholic,14
N00004234,Male,Protestant and Other Christian,101
N00004234,Male,Other religions and none,11
N00004234,Female,Catholic,9
N00004234,Female,Protestant and Other Christian,115
N00004234,Female,Other religions and none,12
N00004235,Male,Catholic,23
N00004235,Male,Protestant and Other Christian,112
N00004235,Male,Other religions and none,13
N00004235,Female,Catholic,25
N00004235,Female,Protestant and Other Christian,107
N00004235,Female,Other religions and none,14
N00004236,Male,Catholic,24
N00004236,Male,Protestant and Other Christian,101
N00004236,Male,Other religions and none,26
N00004236,Female,Catholic,26
N00004236,Female,Protestant and Other Christian,110
N00004236,Female,Other religions and none,22
N00004237,Male,Catholic,28
N00004237,Male,Protestant and Other Christian,93
N00004237,Male,Other religions and none,13
N00004237,Female,Catholic,37
N00004237,Female,Protestant and Other Christian,96
N00004237,Female,Other religions and none,11
N00004238,Male,Catholic,43
N00004238,Male,Protestant and Other Christian,95
N00004238,Male,Other religions and none,31
N00004238,Female,Catholic,43
N00004238,Female,Protestant and Other Christian,103
N00004238,Female,Other religions and none,31
N00004239,Male,Catholic,28
N00004239,Male,Protestant and Other Christian,84
N00004239,Male,Other religions and none,14
N00004239,Female,Catholic,27
N00004239,Female,Protestant and Other Christian,105
N00004239,Female,Other religions and none,14
N00004240,Male,Catholic,34
N00004240,Male,Protestant and Other Christian,97
N00004240,Male,Other religions and none,14
N00004240,Female,Catholic,51
N00004240,Female,Protestant and Other Christian,132
N00004240,Female,Other religions and none,12
N00004241,Male,Catholic,32
N00004241,Male,Protestant and Other Christian,83
N00004241,Male,Other religions and none,16
N00004241,Female,Catholic,47
N00004241,Female,Protestant and Other Christian,91
N00004241,Female,Other religions and none,5
N00004242,Male,Catholic,28
N00004242,Male,Protestant and Other Christian,126
N00004242,Male,Other religions and none,14
N00004242,Female,Catholic,40
N00004242,Female,Protestant and Other Christian,141
N00004242,Female,Other religions and none,15
N00004243,Male,Catholic,1
N00004243,Male,Protestant and Other Christian,99
N00004243,Male,Other religions and none,25
N00004243,Female,Catholic,5
N00004243,Female,Protestant and Other Christian,132
N00004243,Female,Other religions and none,17
N00004244,Male,Catholic,3
N00004244,Male,Protestant and Other Christian,75
N00004244,Male,Other religions and none,14
N00004244,Female,Catholic,9
N00004244,Female,Protestant and Other Christian,77
N00004244,Female,Other religions and none,16
N00004245,Male,Catholic,21
N00004245,Male,Protestant and Other Christian,112
N00004245,Male,Other religions and none,24
N00004245,Female,Catholic,16
N00004245,Female,Protestant and Other Christian,149
N00004245,Female,Other religions and none,12
N00004246,Male,Catholic,19
N00004246,Male,Protestant and Other Christian,116
N00004246,Male,Other religions and none,23
N00004246,Female,Catholic,24
