OA_CODE,ward_2001,lgd_2001,DZ2021_cd,SA2011,dea_1972,dea_1984,dea_1993,dea_2012
95GG320018,95GG32,95GG,N20001371,N00001324,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG320017,95GG32,95GG,N20000742,N00001323,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320015,95GG32,95GG,N20000737,N00001322,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320014,95GG32,95GG,N20000730,N00001318,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320016,95GG32,95GG,N20000736,N00001316,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320002,95GG32,95GG,N20001371,N00001320,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG260009,95GG26,95GG,N20001370,N00001222,BELFAST AREA E,COURT,COURT,Court
95GG260008,95GG26,95GG,N20001370,N00001221,BELFAST AREA E,COURT,COURT,Court
95GG260010,95GG26,95GG,N20001372,N00001227,BELFAST AREA E,COURT,COURT,Court
95GG260007,95GG26,95GG,N20001370,N00001220,BELFAST AREA E,COURT,COURT,Court
95GG320012,95GG32,95GG,N20000731,N00001313,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320009,95GG32,95GG,N20000725,N00001312,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320010,95GG32,95GG,N20000728,N00001315,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320011,95GG32,95GG,N20000728,N00001316,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060019,95GG06,95GG,N20000730,N00000912,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320013,95GG32,95GG,N20000730,N00001317,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060018,95GG06,95GG,N20000729,N00000911,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060014,95GG06,95GG,N20000730,N00000909,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060016,95GG06,95GG,N20000723,N00000910,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060010,95GG06,95GG,N20000723,N00000908,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060013,95GG06,95GG,N20000722,N00000917,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060015,95GG06,95GG,N20000727,N00000918,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170013,95GG17,95GG,N20000726,N00001099,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG060017,95GG06,95GG,N20000727,N00000919,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170015,95GG17,95GG,N20000732,N00001104,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170001,95GG17,95GG,N20000733,N00001101,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170008,95GG17,95GG,N20000733,N00001102,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170010,95GG17,95GG,N20000744,N00001103,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170009,95GG17,95GG,N20000744,N00001102,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020017,95GG02,95GG,N20000743,N00000850,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170016,95GG17,95GG,N20000733,N00001105,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170004,95GG17,95GG,N20000740,N00001097,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG020018,95GG02,95GG,N20000748,N00000847,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170011,95GG17,95GG,N20000746,N00001094,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170005,95GG17,95GG,N20000735,N00001092,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170006,95GG17,95GG,N20000746,N00001093,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170012,95GG17,95GG,N20000741,N00001095,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170003,95GG17,95GG,N20000741,N00001091,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170002,95GG17,95GG,N20000734,N00001096,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG160008,95GG16,95GG,N20000827,N00001089,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG170007,95GG17,95GG,N20000735,N00001098,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170014,95GG17,95GG,N20000732,N00001100,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG160009,95GG16,95GG,N20000827,N00001090,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160001,95GG16,95GG,N20000827,N00001086,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140007,95GG14,95GG,N20000827,N00001050,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140005,95GG14,95GG,N20000816,N00001048,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG060003,95GG06,95GG,N20000819,N00000922,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060011,95GG06,95GG,N20000716,N00000915,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060007,95GG06,95GG,N20000820,N00000924,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060012,95GG06,95GG,N20000722,N00000916,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060009,95GG06,95GG,N20000717,N00000914,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060006,95GG06,95GG,N20000717,N00000913,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060020,95GG06,95GG,N20000714,N00000925,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060005,95GG06,95GG,N20000716,N00000923,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060001,95GG06,95GG,N20000820,N00000920,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060002,95GG06,95GG,N20000711,N00000921,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG140015,95GG14,95GG,N20000805,N00001060,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140006,95GG14,95GG,N20000809,N00001049,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140003,95GG14,95GG,N20000809,N00001047,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140002,95GG14,95GG,N20000807,N00001046,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140012,95GG14,95GG,N20000796,N00001059,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140009,95GG14,95GG,N20000796,N00001057,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140008,95GG14,95GG,N20000796,N00001056,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG320004,95GG32,95GG,N20000711,N00001308,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320005,95GG32,95GG,N20000711,N00001309,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060008,95GG06,95GG,N20000718,N00000907,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060004,95GG06,95GG,N20000720,N00000906,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320007,95GG32,95GG,N20000721,N00001314,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320008,95GG32,95GG,N20000713,N00001311,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320006,95GG32,95GG,N20000712,N00001310,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95WW200009,95WW20,95WW,N20000251,N00004061,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Glengormley Urban
95WW110002,95WW11,95WW,N20000256,N00003974,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110004,95WW11,95WW,N20000256,N00003975,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110001,95WW11,95WW,N20000256,N00003973,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110008,95WW11,95WW,N20000253,N00003980,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110007,95WW11,95WW,N20000252,N00003976,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110005,95WW11,95WW,N20000246,N00003978,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110003,95WW11,95WW,N20000254,N00003977,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110006,95WW11,95WW,N20000249,N00003979,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW150007,95WW15,95WW,N20000250,N00004011,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95GG080012,95GG08,95GG,N20000787,N00000942,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080014,95GG08,95GG,N20000788,N00000944,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080013,95GG08,95GG,N20000787,N00000943,BELFAST AREA H,CASTLE,CASTLE,Castle
95WW240002,95WW24,95WW,N20000201,N00004097,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140006,95WW14,95WW,N20000195,N00004005,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140003,95WW14,95WW,N20000189,N00004002,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140002,95WW14,95WW,N20000189,N00004001,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140004,95WW14,95WW,N20000192,N00004003,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140005,95WW14,95WW,N20000195,N00004004,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140007,95WW14,95WW,N20000195,N00004006,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240001,95WW24,95WW,N20000199,N00004096,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250005,95WW25,95WW,N20000193,N00004105,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250009,95WW25,95WW,N20000194,N00004108,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250006,95WW25,95WW,N20000194,N00004105,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW120006,95WW12,95WW,N20000183,N00003986,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW120009,95WW12,95WW,N20000183,N00003989,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250004,95WW25,95WW,N20000191,N00004104,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW010001,95WW01,95WW,N20000188,N00003887,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
95WW010002,95WW01,95WW,N20000191,N00003887,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
95WW250008,95WW25,95WW,N20000200,N00004107,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250007,95WW25,95WW,N20000194,N00004106,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250010,95WW25,95WW,N20000200,N00004109,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250001,95WW25,95WW,N20000206,N00004101,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250003,95WW25,95WW,N20000205,N00004103,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250002,95WW25,95WW,N20000202,N00004102,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240003,95WW24,95WW,N20000199,N00004098,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240004,95WW24,95WW,N20000203,N00004099,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240010,95WW24,95WW,N20000208,N00004094,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240005,95WW24,95WW,N20000204,N00004092,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240007,95WW24,95WW,N20000208,N00004093,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240006,95WW24,95WW,N20000205,N00004093,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW010003,95WW01,95WW,N20000208,N00003888,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
95WW240011,95WW24,95WW,N20000210,N00004095,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95GG080003,95GG08,95GG,N20000792,N00000947,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080009,95GG08,95GG,N20000794,N00000949,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080006,95GG08,95GG,N20000793,N00000948,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080004,95GG08,95GG,N20000793,N00000953,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080008,95GG08,95GG,N20000791,N00000955,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080002,95GG08,95GG,N20000790,N00000952,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080005,95GG08,95GG,N20000790,N00000954,BELFAST AREA H,CASTLE,CASTLE,Castle
95WW240009,95WW24,95WW,N20000209,N00004094,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240008,95WW24,95WW,N20000207,N00004100,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95GG080016,95GG08,95GG,N20000789,N00000956,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080015,95GG08,95GG,N20000789,N00000945,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080007,95GG08,95GG,N20000796,N00000941,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080011,95GG08,95GG,N20000797,N00000951,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130010,95GG13,95GG,N20000797,N00001039,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130015,95GG13,95GG,N20000797,N00001042,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140010,95GG14,95GG,N20000799,N00001053,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140011,95GG14,95GG,N20000796,N00001058,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140014,95GG14,95GG,N20000807,N00001055,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140013,95GG14,95GG,N20000802,N00001054,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140001,95GG14,95GG,N20000808,N00001051,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140004,95GG14,95GG,N20000814,N00001052,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160005,95GG16,95GG,N20000815,N00001088,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160003,95GG16,95GG,N20000827,N00001087,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160006,95GG16,95GG,N20000824,N00001084,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160004,95GG16,95GG,N20000818,N00001083,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240016,95GG24,95GG,N20000817,N00001188,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240001,95GG24,95GG,N20000822,N00001188,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240004,95GG24,95GG,N20000823,N00001189,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240003,95GG24,95GG,N20000817,N00001198,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130009,95GG13,95GG,N20000817,N00001036,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130007,95GG13,95GG,N20000811,N00001035,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130006,95GG13,95GG,N20000810,N00001038,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240014,95GG24,95GG,N20000817,N00001200,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240015,95GG24,95GG,N20000812,N00001201,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130003,95GG13,95GG,N20000804,N00001038,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130001,95GG13,95GG,N20000803,N00001037,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130017,95GG13,95GG,N20000801,N00001040,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130002,95GG13,95GG,N20000825,N00001032,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130005,95GG13,95GG,N20000811,N00001034,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130004,95GG13,95GG,N20000825,N00001033,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130008,95GG13,95GG,N20000821,N00001036,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG240002,95GG24,95GG,N20000821,N00001197,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130016,95GG13,95GG,N20000800,N00001045,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130014,95GG13,95GG,N20000800,N00001044,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130013,95GG13,95GG,N20000798,N00001043,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130011,95GG13,95GG,N20000797,N00001041,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG130012,95GG13,95GG,N20000797,N00001042,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080001,95GG08,95GG,N20000825,N00000946,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080010,95GG08,95GG,N20000794,N00000950,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG200006,95GG20,95GG,N20000825,N00001133,BELFAST AREA G,CASTLE,CASTLE,Castle
95XX120001,95XX12,95XX,N20003548,N00004219,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140008,95XX14,95XX,N20003548,N00004242,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140002,95XX14,95XX,N20003549,N00004236,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140003,95XX14,95XX,N20003549,N00004237,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140005,95XX14,95XX,N20003548,N00004239,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140006,95XX14,95XX,N20003553,N00004240,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140007,95XX14,95XX,N20003553,N00004241,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190005,95XX19,95XX,N20003553,N00004283,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190006,95XX19,95XX,N20003567,N00004284,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140001,95XX14,95XX,N20003569,N00004235,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200010,95XX20,95XX,N20003575,N00004290,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200004,95XX20,95XX,N20003574,N00004287,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180010,95XX18,95XX,N20003574,N00004278,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180009,95XX18,95XX,N20003575,N00004277,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200002,95XX20,95XX,N20003573,N00004288,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200003,95XX20,95XX,N20003570,N00004289,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180008,95XX18,95XX,N20003566,N00004276,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190001,95XX19,95XX,N20003575,N00004279,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190007,95XX19,95XX,N20003565,N00004285,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190002,95XX19,95XX,N20003555,N00004280,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190003,95XX19,95XX,N20003555,N00004281,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX140004,95XX14,95XX,N20003550,N00004238,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190004,95XX19,95XX,N20003552,N00004282,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180005,95XX18,95XX,N20003558,N00004273,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180002,95XX18,95XX,N20003559,N00004271,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180007,95XX18,95XX,N20003566,N00004275,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180006,95XX18,95XX,N20003559,N00004274,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180003,95XX18,95XX,N20003561,N00004272,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180004,95XX18,95XX,N20003566,N00004273,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200011,95XX20,95XX,N20003563,N00004293,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200012,95XX20,95XX,N20003571,N00004292,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200001,95XX20,95XX,N20003571,N00004287,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX180001,95XX18,95XX,N20003564,N00004270,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200005,95XX20,95XX,N20003576,N00004294,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200006,95XX20,95XX,N20003576,N00004294,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200008,95XX20,95XX,N20003576,N00004291,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX200009,95XX20,95XX,N20003576,N00004294,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95GG090015,95GG09,95GG,N20000946,N00000970,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090012,95GG09,95GG,N20000945,N00000968,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090014,95GG09,95GG,N20000947,N00000970,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090013,95GG09,95GG,N20000948,N00000969,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090018,95GG09,95GG,N20000950,N00000973,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090016,95GG09,95GG,N20000949,N00000971,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090017,95GG09,95GG,N20000949,N00000972,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090019,95GG09,95GG,N20000949,N00000974,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG410004,95GG41,95GG,N20000953,N00001446,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090002,95GG09,95GG,N20000950,N00000963,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090020,95GG09,95GG,N20000950,N00000967,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090003,95GG09,95GG,N20000956,N00000964,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG090004,95GG09,95GG,N20000956,N00000957,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95GG410005,95GG41,95GG,N20000952,N00001447,BELFAST AREA B,VICTORIA,VICTORIA,Ormiston
95XX200007,95XX20,95XX,N20003569,N00004290,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95XX190008,95XX19,95XX,N20003569,N00004286,NORTH DOWN AREA D,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
95II090007,95II09,95II,N20002500,N00001824,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II090001,95II09,95II,N20002508,N00001820,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II090011,95II09,95II,N20002500,N00001829,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II090010,95II09,95II,N20002503,N00001828,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II090009,95II09,95II,N20002502,N00001827,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II090008,95II09,95II,N20002503,N00001826,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040009,95II04,95II,N20002501,N00001780,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040010,95II04,95II,N20002501,N00001781,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040011,95II04,95II,N20002500,N00001782,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040012,95II04,95II,N20002501,N00001783,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II130007,95II13,95II,N20002510,N00001860,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II130005,95II13,95II,N20002511,N00001858,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II130006,95II13,95II,N20002511,N00001859,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040005,95II04,95II,N20002513,N00001786,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040001,95II04,95II,N20002513,N00001784,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040008,95II04,95II,N20002515,N00001789,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040002,95II04,95II,N20002515,N00001778,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040007,95II04,95II,N20002527,N00001788,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040006,95II04,95II,N20002523,N00001787,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II040003,95II04,95II,N20002514,N00001785,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
95II100003,95II10,95II,N20002521,N00001832,CASTLEREAGH AREA B,CASTLEREAGH EAST,CASTLEREAGH EAST,Castlereagh East
