DZ2021_cd,DZ2021_nm,lgd1993
N20001477,Benbradagh_E5,LIMAVADY
N20001472,Benbradagh_E4,LIMAVADY
N20001946,Sperrin_A1,DERRY
N20001949,Sperrin_A2,DERRY
N20001956,Sperrin_F2,DERRY
N20001953,Sperrin_A3,DERRY
N20001479,Benbradagh_E6,LIMAVADY
N20001480,Benbradagh_G3,LIMAVADY
N20002862,Carntogher_D4,MAGHERAFELT
N20001478,Benbradagh_G2,LIMAVADY
N20001476,Benbradagh_F7,LIMAVADY
N20001475,Benbradagh_F6,LIMAVADY
N20001473,Benbradagh_F4,LIMAVADY
N20001471,Benbradagh_F3,LIMAVADY
N20001474,Benbradagh_F5,LIMAVADY
N20001468,Benbradagh_E3,LIMAVADY
N20001469,Benbradagh_F1,LIMAVADY
N20001470,Benbradagh_F2,LIMAVADY
N20001467,Benbradagh_E2,LIMAVADY
N20001464,Benbradagh_E1,LIMAVADY
N20001466,Benbradagh_G1,LIMAVADY
N20001512,Limavady_F3,LIMAVADY
N20001511,Limavady_F2,LIMAVADY
N20001508,Limavady_G2,LIMAVADY
N20001506,Limavady_D6,LIMAVADY
N20001501,Limavady_D4,LIMAVADY
N20001503,Limavady_D5,LIMAVADY
N20001502,Limavady_C5,LIMAVADY
N20001497,Limavady_D3,LIMAVADY
N20001491,Limavady_D1,LIMAVADY
N20001492,Limavady_D2,LIMAVADY
N20001487,Limavady_C1,LIMAVADY
N20001486,Limavady_B1,LIMAVADY
N20001488,Limavady_B2,LIMAVADY
N20001493,Limavady_B4,LIMAVADY
N20001495,Limavady_E1,LIMAVADY
N20001490,Limavady_B3,LIMAVADY
N20001489,Limavady_C2,LIMAVADY
N20001494,Limavady_C3,LIMAVADY
N20001499,Limavady_C4,LIMAVADY
N20001505,Limavady_G1,LIMAVADY
N20001504,Limavady_E5,LIMAVADY
N20001500,Limavady_E4,LIMAVADY
N20001496,Limavady_E2,LIMAVADY
N20001498,Limavady_E3,LIMAVADY
N20001509,Limavady_E7,LIMAVADY
N20001507,Limavady_E6,LIMAVADY
N20001510,Limavady_G3,LIMAVADY
N20001457,Benbradagh_B2,LIMAVADY
N20001459,Benbradagh_B3,LIMAVADY
N20001513,Limavady_F4,LIMAVADY
N20001461,Benbradagh_D3,LIMAVADY
N20001463,Benbradagh_D5,LIMAVADY
N20001462,Benbradagh_D4,LIMAVADY
N20001460,Benbradagh_D2,LIMAVADY
N20001458,Benbradagh_D1,LIMAVADY
N20001455,Benbradagh_C2,LIMAVADY
N20001454,Benbradagh_C1,LIMAVADY
N20001456,Benbradagh_C3,LIMAVADY
N20001448,Benbradagh_A2,LIMAVADY
N20001450,Benbradagh_A4,LIMAVADY
N20001453,Benbradagh_A7,LIMAVADY
N20001452,Benbradagh_A6,LIMAVADY
N20001447,Benbradagh_A1,LIMAVADY
N20001451,Benbradagh_A5,LIMAVADY
N20001449,Benbradagh_A3,LIMAVADY
N20001446,Benbradagh_B1,LIMAVADY
N20001484,Limavady_A4,LIMAVADY
N20001483,Limavady_A3,LIMAVADY
N20001485,Limavady_F1,LIMAVADY
N20001520,Bann_B5,COLERAINE
N20001482,Limavady_A2,LIMAVADY
N20001517,Bann_B2,COLERAINE
N20001481,Limavady_A1,LIMAVADY
N20001808,Ballyarnett_D1,DERRY
N20001814,Ballyarnett_D4,DERRY
N20001812,Ballyarnett_C2,DERRY
N20001816,Ballyarnett_D5,DERRY
N20001819,Ballyarnett_F1,DERRY
N20001827,Ballyarnett_F2,DERRY
N20001826,Ballyarnett_D6,DERRY
N20001825,Ballyarnett_H2,DERRY
N20001809,Ballyarnett_D2,DERRY
N20001810,Ballyarnett_D3,DERRY
N20001824,Ballyarnett_H1,DERRY
N20001806,Ballyarnett_C1,DERRY
N20001804,Ballyarnett_A2,DERRY
N20001805,Ballyarnett_A3,DERRY
N20001807,Ballyarnett_A4,DERRY
N20001909,Faughan_A1,DERRY
N20001910,Faughan_A2,DERRY
N20001911,Faughan_A3,DERRY
N20001803,Ballyarnett_A1,DERRY
N20001908,Faughan_D1,DERRY
N20001915,Faughan_D2,DERRY
N20001917,Faughan_C1,DERRY
N20001919,Faughan_C3,DERRY
N20001918,Faughan_C2,DERRY
N20001916,Faughan_B2,DERRY
N20001914,Faughan_B1,DERRY
N20001920,Faughan_C4,DERRY
N20001923,Faughan_E1,DERRY
N20001922,Faughan_D4,DERRY
N20001872,Waterside_C5,DERRY
N20001861,Waterside_C3,DERRY
N20001858,Waterside_C1,DERRY
N20001912,Faughan_A4,DERRY
N20001913,Faughan_A5,DERRY
N20001921,Faughan_D3,DERRY
N20001850,Waterside_A1,DERRY
N20001834,Ballyarnett_H3,DERRY
N20001840,Ballyarnett_H4,DERRY
N20001838,Ballyarnett_K3,DERRY
N20001836,Ballyarnett_K2,DERRY
N20001830,Ballyarnett_K1,DERRY
N20001828,Ballyarnett_F3,DERRY
N20001843,Ballyarnett_L1,DERRY
N20001844,Ballyarnett_K4,DERRY
N20001847,Ballyarnett_L3,DERRY
N20001777,Foyleside_B3,DERRY
N20001772,Foyleside_B2,DERRY
N20001771,Foyleside_B1,DERRY
N20001781,Foyleside_B4,DERRY
N20001789,Foyleside_F1,DERRY
N20001854,Waterside_A3,DERRY
N20001860,Waterside_A5,DERRY
N20001851,Waterside_A2,DERRY
N20001852,Waterside_B1,DERRY
N20001853,Waterside_B2,DERRY
N20001856,Waterside_B3,DERRY
N20001859,Waterside_C2,DERRY
N20001857,Waterside_B4,DERRY
N20001855,Waterside_A4,DERRY
N20001864,Waterside_D3,DERRY
N20001868,Waterside_E2,DERRY
N20001865,Waterside_D4,DERRY
N20001862,Waterside_D1,DERRY
N20001863,Waterside_D2,DERRY
N20001867,Waterside_C4,DERRY
N20001871,Waterside_D5,DERRY
N20001878,Waterside_F3,DERRY
N20001879,Waterside_F4,DERRY
N20001875,Waterside_F2,DERRY
N20001873,Waterside_F1,DERRY
N20001880,Waterside_G2,DERRY
N20001881,Waterside_G3,DERRY
N20001874,Waterside_E5,DERRY
N20001870,Waterside_E4,DERRY
N20001876,Waterside_G1,DERRY
N20001869,Waterside_E3,DERRY
N20001866,Waterside_E1,DERRY
N20001877,Waterside_L1,DERRY
N20001756,The_Moor_G2,DERRY
N20001754,The_Moor_G1,DERRY
N20001750,The_Moor_C4,DERRY
N20001758,The_Moor_F2,DERRY
N20001761,The_Moor_G3,DERRY
N20001759,The_Moor_F3,DERRY
N20001753,The_Moor_E1,DERRY
N20001751,The_Moor_F1,DERRY
N20001748,The_Moor_B7,DERRY
N20001747,The_Moor_B6,DERRY
N20001739,The_Moor_A3,DERRY
N20001737,The_Moor_B2,DERRY
N20001740,The_Moor_B4,DERRY
N20001741,The_Moor_C1,DERRY
N20001738,The_Moor_B3,DERRY
N20001746,The_Moor_B5,DERRY
N20001745,The_Moor_C3,DERRY
N20001743,The_Moor_C2,DERRY
N20001802,Foyleside_F5,DERRY
N20001801,Foyleside_F4,DERRY
N20001800,Foyleside_G4,DERRY
N20001798,Foyleside_F3,DERRY
N20001797,Foyleside_F2,DERRY
N20001790,Foyleside_D4,DERRY
N20001793,Foyleside_D6,DERRY
N20001794,Foyleside_D7,DERRY
N20001795,Foyleside_G1,DERRY
N20001791,Foyleside_D5,DERRY
N20001792,Foyleside_E6,DERRY
N20001796,Foyleside_G2,DERRY
N20001799,Foyleside_G3,DERRY
N20001735,The_Moor_B1,DERRY
N20001734,The_Moor_A1,DERRY
N20001732,The_Moor_H1,DERRY
N20001733,The_Moor_H2,DERRY
N20001736,The_Moor_A2,DERRY
N20001742,The_Moor_A4,DERRY
N20001749,The_Moor_D1,DERRY
N20001744,The_Moor_A5,DERRY
N20001752,The_Moor_D2,DERRY
N20001755,The_Moor_D3,DERRY
N20001760,The_Moor_D5,DERRY
N20001757,The_Moor_D4,DERRY
N20001768,Foyleside_A1,DERRY
N20001833,Ballyarnett_J2,DERRY
N20001770,Foyleside_A3,DERRY
N20001774,Foyleside_A5,DERRY
N20001779,Foyleside_C1,DERRY
N20001782,Foyleside_C3,DERRY
N20001786,Foyleside_C4,DERRY
N20001780,Foyleside_C2,DERRY
N20001785,Foyleside_E4,DERRY
N20001778,Foyleside_E2,DERRY
N20001773,Foyleside_A4,DERRY
N20001776,Foyleside_E1,DERRY
N20001783,Foyleside_E3,DERRY
N20001788,Foyleside_E5,DERRY
N20001787,Foyleside_D3,DERRY
N20001784,Foyleside_D2,DERRY
N20001775,Foyleside_D1,DERRY
N20001849,Ballyarnett_J5,DERRY
N20001848,Ballyarnett_L4,DERRY
N20001845,Ballyarnett_L2,DERRY
N20001846,Ballyarnett_J4,DERRY
N20001769,Foyleside_A2,DERRY
N20001842,Ballyarnett_G6,DERRY
N20001839,Ballyarnett_J3,DERRY
N20001829,Ballyarnett_E4,DERRY
N20001835,Ballyarnett_G3,DERRY
N20001832,Ballyarnett_G2,DERRY
N20001841,Ballyarnett_G5,DERRY
N20001837,Ballyarnett_G4,DERRY
N20001831,Ballyarnett_F4,DERRY
N20001821,Ballyarnett_E2,DERRY
N20001822,Ballyarnett_G1,DERRY
N20001817,Ballyarnett_B4,DERRY
N20001811,Ballyarnett_B1,DERRY
N20001813,Ballyarnett_B2,DERRY
N20001815,Ballyarnett_B3,DERRY
N20001818,Ballyarnett_E1,DERRY
N20001823,Ballyarnett_E3,DERRY
N20001820,Ballyarnett_J1,DERRY
N20001998,Derg_C1,STRABANE
N20001999,Derg_C2,STRABANE
N20002003,Derg_C3,STRABANE
N20002005,Derg_C4,STRABANE
N20002006,Derg_C5,STRABANE
N20002019,Derg_H2,STRABANE
N20002015,Derg_H1,STRABANE
N20002018,Derg_F4,STRABANE
N20002012,Derg_F1,STRABANE
N20002014,Derg_F2,STRABANE
N20002020,Derg_F5,STRABANE
N20002021,Derg_F6,STRABANE
N20002016,Derg_F3,STRABANE
N20002008,Derg_D2,STRABANE
N20002013,Derg_D3,STRABANE
N20002025,Derg_G3,STRABANE
N20002022,Derg_F7,STRABANE
N20002023,Derg_H3,STRABANE
N20002026,Derg_H4,STRABANE
N20002125,Erne_North_B2,FERMANAGH
N20002131,Erne_North_B4,FERMANAGH
N20002137,Erne_North_B5,FERMANAGH
N20002058,Erne_West_A2,FERMANAGH
N20002059,Erne_West_A3,FERMANAGH
N20002063,Erne_West_A4,FERMANAGH
N20002066,Erne_West_B2,FERMANAGH
N20002057,Erne_West_A1,FERMANAGH
N20002128,Erne_North_B3,FERMANAGH
N20002130,Erne_North_C3,FERMANAGH
N20002081,Enniskillen_A1,FERMANAGH
N20002083,Enniskillen_A3,FERMANAGH
N20002060,Erne_West_B1,FERMANAGH
N20002062,Erne_West_D1,FERMANAGH
N20002064,Erne_West_D2,FERMANAGH
N20002065,Erne_West_C2,FERMANAGH
N20002106,Enniskillen_D4,FERMANAGH
N20002087,Enniskillen_D2,FERMANAGH
N20002085,Enniskillen_D1,FERMANAGH
N20002061,Erne_West_C1,FERMANAGH
N20002141,Erne_North_E2,FERMANAGH
N20002143,Erne_North_E3,FERMANAGH
N20002145,Erne_North_G1,FERMANAGH
N20002084,Enniskillen_A4,FERMANAGH
N20002094,Enniskillen_D3,FERMANAGH
N20002103,Enniskillen_E3,FERMANAGH
N20002105,Enniskillen_E4,FERMANAGH
N20002101,Enniskillen_E2,FERMANAGH
N20002096,Enniskillen_E1,FERMANAGH
N20002091,Enniskillen_B3,FERMANAGH
N20002098,Enniskillen_B5,FERMANAGH
N20002095,Enniskillen_B4,FERMANAGH
N20002102,Enniskillen_F3,FERMANAGH
N20002099,Enniskillen_F2,FERMANAGH
N20002088,Enniskillen_F1,FERMANAGH
N20002089,Enniskillen_B2,FERMANAGH
N20002086,Enniskillen_B1,FERMANAGH
N20002149,Erne_North_G4,FERMANAGH
N20002092,Enniskillen_C2,FERMANAGH
N20002093,Enniskillen_C3,FERMANAGH
N20002104,Enniskillen_F4,FERMANAGH
N20002097,Enniskillen_C4,FERMANAGH
N20002100,Enniskillen_G1,FERMANAGH
N20002090,Enniskillen_C1,FERMANAGH
N20002148,Erne_North_G3,FERMANAGH
N20002144,Erne_North_F3,FERMANAGH
N20002180,West_Tyrone_E5,OMAGH
N20002140,Erne_North_E1,FERMANAGH
N20002139,Erne_North_F1,FERMANAGH
N20002082,Enniskillen_A2,FERMANAGH
N20002138,Erne_North_D6,FERMANAGH
N20002133,Erne_North_D2,FERMANAGH
N20002136,Erne_North_D5,FERMANAGH
N20002134,Erne_North_D3,FERMANAGH
N20002135,Erne_North_D4,FERMANAGH
N20002132,Erne_North_D1,FERMANAGH
N20002129,Erne_North_C2,FERMANAGH
N20002175,West_Tyrone_E4,OMAGH
N20002160,West_Tyrone_E1,OMAGH
N20002124,Erne_North_A2,FERMANAGH
N20002123,Erne_North_C1,FERMANAGH
N20002126,Erne_North_A3,FERMANAGH
N20002127,Erne_North_A4,FERMANAGH
N20002121,Erne_North_B1,FERMANAGH
N20002122,Erne_North_A1,FERMANAGH
N20002027,Derg_H5,STRABANE
N20002028,Derg_H6,STRABANE
N20002155,West_Tyrone_B3,OMAGH
N20002152,West_Tyrone_B1,OMAGH
N20002151,West_Tyrone_A2,OMAGH
N20002153,West_Tyrone_A3,OMAGH
N20002181,Omagh_C1,OMAGH
N20002194,Omagh_C4,OMAGH
N20002202,Omagh_C5,OMAGH
N20002214,Omagh_C6,OMAGH
N20002215,Omagh_F4,OMAGH
N20002156,West_Tyrone_A4,OMAGH
N20002154,West_Tyrone_B2,OMAGH
N20002157,West_Tyrone_C1,OMAGH
N20002163,West_Tyrone_E3,OMAGH
N20002167,West_Tyrone_G2,OMAGH
N20002169,West_Tyrone_G3,OMAGH
N20002166,West_Tyrone_G1,OMAGH
N20002162,West_Tyrone_E2,OMAGH
N20002161,West_Tyrone_C3,OMAGH
N20002165,West_Tyrone_C4,OMAGH
N20002158,West_Tyrone_A5,OMAGH
N20002159,West_Tyrone_C2,OMAGH
N20002219,Omagh_H6,OMAGH
N20002220,Omagh_G6,OMAGH
N20002245,Mid_Tyrone_F1,OMAGH
N20002164,West_Tyrone_F1,OMAGH
N20002249,Mid_Tyrone_F3,OMAGH
N20002168,West_Tyrone_F2,OMAGH
N20002247,Mid_Tyrone_G2,OMAGH
N20002246,Mid_Tyrone_F2,OMAGH
N20002234,Mid_Tyrone_D2,OMAGH
N20002242,Mid_Tyrone_D5,OMAGH
N20002196,Omagh_E1,OMAGH
N20002207,Omagh_E5,OMAGH
N20002217,Omagh_G4,OMAGH
N20002206,Omagh_E4,OMAGH
N20002209,Omagh_G2,OMAGH
N20002211,Omagh_G3,OMAGH
N20002218,Omagh_G5,OMAGH
N20002216,Omagh_H5,OMAGH
N20002212,Omagh_H3,OMAGH
N20002210,Omagh_F3,OMAGH
N20002213,Omagh_H4,OMAGH
N20002208,Omagh_H2,OMAGH
N20002199,Omagh_D4,OMAGH
N20002205,Omagh_H1,OMAGH
N20002204,Omagh_F2,OMAGH
N20002203,Omagh_F1,OMAGH
N20002198,Omagh_D3,OMAGH
N20002193,Omagh_C3,OMAGH
N20002192,Omagh_D1,OMAGH
N20002195,Omagh_D2,OMAGH
N20002201,Omagh_G1,OMAGH
N20002200,Omagh_E3,OMAGH
N20002197,Omagh_E2,OMAGH
N20002191,Omagh_A7,OMAGH
N20002185,Omagh_A2,OMAGH
N20002182,Omagh_A1,OMAGH
N20002189,Omagh_A5,OMAGH
N20002186,Omagh_A3,OMAGH
N20002184,Omagh_B2,OMAGH
N20002188,Omagh_C2,OMAGH
N20002183,Omagh_B1,OMAGH
N20002236,Mid_Tyrone_C2,OMAGH
N20002233,Mid_Tyrone_C1,OMAGH
N20002187,Omagh_A4,OMAGH
N20002190,Omagh_A6,OMAGH
N20002238,Mid_Tyrone_C3,OMAGH
N20002232,Mid_Tyrone_D1,OMAGH
N20002230,Mid_Tyrone_B6,OMAGH
N20002229,Mid_Tyrone_B5,OMAGH
N20002228,Mid_Tyrone_A4,OMAGH
N20002235,Mid_Tyrone_D3,OMAGH
N20002239,Mid_Tyrone_D4,OMAGH
N20002237,Mid_Tyrone_E1,OMAGH
N20002241,Mid_Tyrone_E3,OMAGH
N20002240,Mid_Tyrone_E2,OMAGH
N20002231,Mid_Tyrone_A5,OMAGH
N20002948,Cookstown_A5,COOKSTOWN
N20002944,Cookstown_A4,COOKSTOWN
N20002966,Cookstown_J1,COOKSTOWN
N20002967,Cookstown_J2,COOKSTOWN
N20002971,Cookstown_J3,COOKSTOWN
N20002973,Cookstown_J4,COOKSTOWN
N20002970,Cookstown_K1,COOKSTOWN
N20002972,Cookstown_K2,COOKSTOWN
N20002990,Torrent_E1,DUNGANNON
N20002974,Cookstown_K3,COOKSTOWN
N20002987,Torrent_B4,COOKSTOWN
N20002992,Torrent_E2,DUNGANNON
N20002998,Torrent_E3,DUNGANNON
N20003007,Torrent_E4,DUNGANNON
N20003014,Torrent_G4,DUNGANNON
N20003064,Clogher_Valley_A1,DUNGANNON
N20003066,Clogher_Valley_A2,DUNGANNON
N20003065,Clogher_Valley_B2,DUNGANNON
N20003063,Clogher_Valley_B1,DUNGANNON
N20002248,Mid_Tyrone_E5,OMAGH
N20002243,Mid_Tyrone_E4,OMAGH
N20002244,Mid_Tyrone_G1,OMAGH
N20002250,Mid_Tyrone_G3,OMAGH
N20002251,Mid_Tyrone_G4,OMAGH
N20003073,Clogher_Valley_D1,DUNGANNON
N20003081,Clogher_Valley_D3,DUNGANNON
N20003078,Clogher_Valley_C3,DUNGANNON
N20003080,Clogher_Valley_D2,DUNGANNON
N20003083,Clogher_Valley_D4,DUNGANNON
N20003076,Clogher_Valley_C2,DUNGANNON
N20003070,Clogher_Valley_C1,DUNGANNON
N20003074,Clogher_Valley_B5,DUNGANNON
N20003071,Clogher_Valley_B4,DUNGANNON
N20003068,Clogher_Valley_B3,DUNGANNON
N20003069,Clogher_Valley_A4,DUNGANNON
N20003067,Clogher_Valley_A3,DUNGANNON
N20003072,Clogher_Valley_A5,DUNGANNON
N20003075,Clogher_Valley_E1,DUNGANNON
N20003079,Clogher_Valley_E3,DUNGANNON
N20003086,Clogher_Valley_E6,DUNGANNON
N20003084,Clogher_Valley_E5,DUNGANNON
N20003088,Clogher_Valley_G1,DUNGANNON
N20003092,Clogher_Valley_E7,DUNGANNON
N20003100,Clogher_Valley_G4,DUNGANNON
N20003095,Clogher_Valley_G3,DUNGANNON
N20003090,Clogher_Valley_G2,DUNGANNON
N20003089,Clogher_Valley_D5,DUNGANNON
N20003096,Clogher_Valley_F6,DUNGANNON
N20003098,Clogher_Valley_H2,DUNGANNON
N20003093,Clogher_Valley_F4,DUNGANNON
N20003094,Clogher_Valley_F5,DUNGANNON
N20003091,Clogher_Valley_F3,DUNGANNON
N20003087,Clogher_Valley_F2,DUNGANNON
N20003085,Clogher_Valley_F1,DUNGANNON
N20002173,West_Tyrone_F3,OMAGH
N20002176,West_Tyrone_F4,OMAGH
N20002171,West_Tyrone_D2,OMAGH
N20002177,West_Tyrone_C5,OMAGH
N20002172,West_Tyrone_D3,OMAGH
N20002170,West_Tyrone_D1,OMAGH
N20002174,West_Tyrone_G4,OMAGH
N20002178,West_Tyrone_G5,OMAGH
N20002179,West_Tyrone_G6,OMAGH
N20002142,Erne_North_F2,FERMANAGH
N20003097,Clogher_Valley_H1,DUNGANNON
N20003099,Clogher_Valley_H3,DUNGANNON
N20002029,Erne_East_A1,FERMANAGH
N20002147,Erne_North_F4,FERMANAGH
N20002146,Erne_North_G2,FERMANAGH
N20002033,Erne_East_A4,FERMANAGH
N20002030,Erne_East_A2,FERMANAGH
N20002037,Erne_East_B2,FERMANAGH
N20002034,Erne_East_C1,FERMANAGH
N20002035,Erne_East_C2,FERMANAGH
N20002036,Erne_East_C3,FERMANAGH
N20002041,Erne_East_C4,FERMANAGH
N20002042,Erne_East_D2,FERMANAGH
N20002040,Erne_East_D1,FERMANAGH
N20002044,Erne_East_E1,FERMANAGH
N20002046,Erne_East_D5,FERMANAGH
N20002043,Erne_East_D3,FERMANAGH
N20002045,Erne_East_D4,FERMANAGH
N20002047,Erne_East_D6,FERMANAGH
N20002051,Erne_East_F1,FERMANAGH
N20002053,Erne_East_E5,FERMANAGH
N20002048,Erne_East_E2,FERMANAGH
N20002052,Erne_East_E4,FERMANAGH
N20002049,Erne_East_B4,FERMANAGH
N20002050,Erne_East_E3,FERMANAGH
N20002038,Erne_East_B3,FERMANAGH
N20002031,Erne_East_B1,FERMANAGH
N20000340,Armagh_E4,ARMAGH
N20000342,Armagh_E5,ARMAGH
N20000347,Armagh_K3,ARMAGH
N20002056,Erne_East_F4,FERMANAGH
N20002054,Erne_East_F2,FERMANAGH
N20002055,Erne_East_F3,FERMANAGH
N20002079,Erne_West_F4,FERMANAGH
N20002080,Erne_West_F5,FERMANAGH
N20002078,Erne_West_F3,FERMANAGH
N20002077,Erne_West_E4,FERMANAGH
N20002076,Erne_West_F2,FERMANAGH
N20002075,Erne_West_E3,FERMANAGH
N20002074,Erne_West_F1,FERMANAGH
N20002039,Erne_East_A5,FERMANAGH
N20002118,Enniskillen_G4,FERMANAGH
N20002032,Erne_East_A3,FERMANAGH
N20002109,Enniskillen_G2,FERMANAGH
N20002117,Enniskillen_G3,FERMANAGH
N20002119,Enniskillen_G5,FERMANAGH
N20002120,Enniskillen_G6,FERMANAGH
N20002113,Enniskillen_F5,FERMANAGH
N20002110,Enniskillen_H1,FERMANAGH
N20002107,Enniskillen_E5,FERMANAGH
N20002111,Enniskillen_H2,FERMANAGH
N20002108,Enniskillen_D5,FERMANAGH
N20002112,Enniskillen_H3,FERMANAGH
N20002115,Enniskillen_H5,FERMANAGH
N20002114,Enniskillen_H4,FERMANAGH
N20002069,Erne_West_E1,FERMANAGH
N20002070,Erne_West_E2,FERMANAGH
N20002071,Erne_West_C4,FERMANAGH
N20002068,Erne_West_C3,FERMANAGH
N20002116,Enniskillen_H6,FERMANAGH
N20002067,Erne_West_D3,FERMANAGH
N20002072,Erne_West_D4,FERMANAGH
N20002073,Erne_West_D5,FERMANAGH
