code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Health Depr. and Disability_score,Health Depr. and Disability_rank,Education Skills and Training_score,Education Skills and Training_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank,Living Environment_score,Living Environment_rank,IDAC and IDAOP_score,IDAC and IDAOP_rank
95NN05W1,Ballynahinch East,Down,17.11,464,6,0.22,365,0.14,471,-0.23,518,19.17,393,-0.24,523,41.62,134,15.43,552,0.28,296
95NN06S1,Castlewellan_1,Down,26.9,257,3,0.27,236,0.18,272,0.6,181,21.37,352,0.22,320,11.93,536,27.92,255,0.31,262
95NN06S2,Castlewellan_2,Down,17.49,453,6,0.21,388,0.15,378,-0.59,682,14.11,484,0.73,192,17.11,428,17.68,474,0.2,454
95NN07S1,Cathedral_1,Down,18.67,418,5,0.23,342,0.15,429,0.38,258,23.99,312,-0.68,726,7.95,649,16.16,528,0.27,316
95NN07S2,Cathedral_2,Down,32.05,179,3,0.26,251,0.24,110,0.63,175,25.6,284,-0.59,692,56.4,64,16.67,512,0.22,395
95NN08S1,Crossgar_1,Down,11.29,622,7,0.14,573,0.11,631,-0.62,697,9.52,610,0.5,247,17.98,407,21.01,385,0.14,574
95NN08S2,Crossgar_2,Down,9.7,672,8,0.11,654,0.12,611,-0.72,741,6.3,699,0.41,265,10.67,571,23.97,329,0.09,696
95NN09S1,Derryboy_1,Down,8.77,705,8,0.06,799,0.07,846,-1.1,844,4.23,752,1.35,41,6.3,708,9.29,711,0.04,846
95NN09S2,Derryboy_2,Down,13.42,566,7,0.14,572,0.12,602,-0.37,583,11.02,565,1.02,112,13.82,497,13.43,598,0.15,555
95NN10S1,Donard_1,Down,19.53,398,5,0.17,481,0.18,269,0.02,407,6.81,690,0.48,251,47.72,101,15.35,554,0.11,641
95NN10S2,Donard_2,Down,7.09,765,9,0.09,700,0.1,668,-0.85,781,2.37,813,0.11,357,25.37,297,3.16,867,0.09,699
95NN11S1,Drumaness_1,Down,21.95,343,4,0.2,397,0.14,461,0.09,362,29.61,230,0.98,127,17.22,421,20.2,407,0.19,467
95NN11S2,Drumaness_2,Down,12.15,598,7,0.12,623,0.13,555,-0.46,625,9.64,606,0.97,132,8.98,617,9.76,704,0.14,568
95NN12W1,Dundrum,Down,19.13,409,5,0.22,363,0.15,419,-0.01,425,16.78,431,0.6,222,19.59,380,18.44,457,0.25,355
95NN13W1,Dunmore,Down,10.8,641,8,0.11,648,0.1,675,-0.49,641,7.7,664,0.94,138,10.42,578,17.14,494,0.12,618
95NN14S1,Killough_1,Down,20.55,376,5,0.23,334,0.16,348,-0.08,458,15.81,449,0.7,202,13.99,491,24.14,323,0.25,347
95NN14S2,Killough_2,Down,15.43,508,6,0.08,731,0.08,815,0.04,391,23.33,321,1.34,46,9.63,596,18.25,465,0.13,603
95NN15W1,Killyleagh,Down,20.71,369,5,0.21,379,0.16,363,-0.06,451,27.47,257,0.16,340,21.15,354,23.77,332,0.22,404
95NN16S1,Kilmore_1,Down,7.46,753,9,0.07,765,0.08,787,-0.49,639,4.06,757,0.78,183,7.72,653,10.87,676,0.07,739
95NN16S2,Kilmore_2,Down,8.28,725,9,0.06,782,0.08,777,-0.33,564,5.76,713,0.81,178,11,562,11.1,668,0.04,841
95NN17W1,Murlough,Down,26.92,256,3,0.31,189,0.18,280,0.21,320,20.49,372,0.24,311,45.3,112,17.01,499,0.4,176
95NN18S1,Quoile_1,Down,29.26,218,3,0.28,225,0.22,133,0.36,262,19.89,383,-0.74,742,60.47,45,11.85,640,0.33,237
95NN18S2,Quoile_2,Down,7.17,763,9,0.08,741,0.12,592,-0.37,584,2,829,-0.11,461,13,514,2.02,878,0.03,857
95NN19S1,Saintfield_1,Down,8.49,717,9,0.12,631,0.1,671,-0.7,732,10.86,571,0.06,379,13.1,512,7.81,754,0.12,634
95NN19S2,Saintfield_2,Down,4.82,826,10,0.04,865,0.07,833,-0.89,790,2.21,819,0.34,286,16.51,437,8.19,739,0.02,878
95NN20W1,Seaforde,Down,13.68,556,7,0.11,658,0.13,546,-0.23,517,10.08,592,1.07,98,11.53,548,15.08,558,0.08,713
95NN21W1,Shimna,Down,21.7,352,4,0.22,354,0.16,368,0.44,237,8.59,637,-0.03,413,73.39,21,11,671,0.26,325
95NN22W1,Strangford,Down,12.74,582,7,0.12,606,0.14,473,-0.83,773,9.64,607,0.9,150,10.85,566,17.57,478,0.11,650
95NN23S1,Tollymore_1,Down,25.93,278,4,0.24,308,0.15,421,0.09,363,26.57,267,1.35,39,4.25,757,33.26,184,0.28,294
95NN23S2,Tollymore_2,Down,14.76,526,6,0.17,464,0.13,549,-0.39,592,11.61,554,0.64,215,15.76,453,27.59,262,0.2,450
95OO01W1,Altmore,Dungannon,26.17,270,4,0.29,212,0.17,325,-0.73,745,22.58,331,1.51,19,0.77,872,16.4,518,0.25,346
95OO02W1,Augher,Dungannon,18.06,439,5,0.19,427,0.14,463,-0.83,771,10.44,584,1.41,28,1.36,852,21.49,374,0.16,528
95OO03W1,Aughnacloy,Dungannon,23.32,321,4,0.23,331,0.16,362,-0.48,632,22.39,337,1.37,35,4.65,743,24.04,326,0.23,382
95OO04W1,Ballygawley,Dungannon,23.74,310,4,0.23,318,0.16,339,-0.33,562,20.2,379,1.39,31,2.58,812,19.74,420,0.16,532
95OO05W1,Ballysaggart,Dungannon,38.92,123,2,0.45,75,0.21,160,0.48,222,32.5,198,-0.22,513,50.11,90,40.01,109,0.56,81
95OO06W1,Benburb,Dungannon,18.38,427,5,0.19,437,0.14,441,-0.42,606,15.27,459,1.09,94,2.81,805,32.84,187,0.2,439
95OO07W1,Caledon,Dungannon,20.07,384,5,0.19,434,0.13,539,-0.57,667,15.2,462,1.6,11,4.46,752,24.49,313,0.21,437
95OO08W1,Castlecaulfield,Dungannon,15.97,495,6,0.17,473,0.15,412,-0.85,779,8.74,630,1.14,78,8.29,635,17.25,490,0.15,546
95OO09W1,Clogher,Dungannon,22.49,334,4,0.21,382,0.14,457,-0.13,474,19.21,392,1.47,21,2.22,828,25.25,301,0.19,464
95OO10W1,Coalisland North,Dungannon,25.39,287,4,0.38,117,0.18,263,-0.78,757,16.68,434,0.56,235,8.57,629,20.58,396,0.44,142
95OO11W1,Coalisland South,Dungannon,42.57,98,2,0.54,38,0.24,106,0.21,319,32.41,201,0.14,350,28.62,246,36.93,147,0.59,62
95OO12W1,Coalisland West and Newmills,Dungannon,17.52,451,6,0.27,237,0.15,379,-1.13,847,8.63,635,0.59,227,10.15,584,12.11,629,0.34,219
95OO13W1,Coolhill,Dungannon,9.93,665,8,0.13,601,0.13,551,-0.36,571,6.86,687,0.06,378,7.72,655,10.47,684,0.18,496
95OO14W1,Donaghmore,Dungannon,18.69,417,5,0.22,367,0.16,371,-0.37,580,14.33,477,0.91,145,4.58,748,20.73,393,0.21,430
95OO15W1,Drumglass,Dungannon,29.55,213,3,0.34,157,0.2,205,0.37,261,17.76,408,0.23,314,25.76,290,25.87,293,0.38,192
95OO16W1,Fivemiletown,Dungannon,20.22,382,5,0.18,453,0.13,511,-0.78,762,26.86,263,1.23,64,9.86,592,40.96,100,0.17,510
95OO17W1,Killyman,Dungannon,13.84,552,7,0.14,546,0.12,576,-0.67,720,15.18,464,1.02,111,6.36,704,18.63,448,0.13,596
95OO18W1,Killymeal,Dungannon,13.32,570,7,0.16,500,0.14,491,-0.03,437,4.38,745,0.07,373,20.78,362,17.24,491,0.14,577
95OO19W1,Moy,Dungannon,11.68,609,7,0.14,576,0.13,542,-0.79,763,6.05,704,0.89,156,17.35,417,11.01,670,0.12,629
95OO20W1,Moygashel,Dungannon,12.74,581,7,0.15,518,0.12,564,-0.06,446,8.26,648,0.41,266,9.44,606,14.28,574,0.17,515
95OO21W1,Mullaghmore,Dungannon,26.47,267,3,0.31,188,0.2,179,0.06,380,8.07,654,-0.17,485,42.47,129,27.35,267,0.34,224
95OO22W1,Washing Bay,Dungannon,22.69,331,4,0.28,229,0.16,334,-0.34,565,13.53,497,1.08,95,4.93,735,19.78,417,0.29,278
95PP01W1,Ballinamallard,Fermanagh,9.35,691,8,0.1,663,0.1,692,-0.7,731,9.81,604,0.91,149,1.46,850,8.16,741,0.09,691
95PP02W1,Belcoo and Garrison,Fermanagh,23.45,313,4,0.25,279,0.13,522,-0.66,718,12.65,526,2.15,2,0.67,874,29.98,227,0.24,367
95PP03W1,Belleek and Boa,Fermanagh,26.58,265,3,0.24,304,0.16,358,-0.6,687,19.84,384,2.25,1,3.4,784,29.58,233,0.21,423
95PP04W1,Boho Cleenish and Letterbreen,Fermanagh,16.3,488,6,0.18,458,0.13,510,-0.01,423,10.95,568,1,115,1.86,838,17.96,471,0.16,531
95PP05W1,Brookeborough,Fermanagh,18.5,423,5,0.18,439,0.13,537,-0.28,541,17.26,419,1.3,56,1.32,854,27.3,270,0.2,444
95PP06S1,Castlecoole_1,Fermanagh,16.15,490,6,0.24,293,0.14,490,-0.43,613,17.4,415,-0.31,553,20.08,371,16.02,534,0.34,217
95PP06S2,Castlecoole_2,Fermanagh,9.41,688,8,0.15,540,0.13,547,-0.31,555,2.78,802,-0.23,516,8.9,623,8.06,746,0.12,638
95PP07W1,Derrygonnelly,Fermanagh,17.3,457,6,0.21,377,0.14,470,-0.35,569,10.06,594,0.97,131,0.59,877,31.99,203,0.17,505
95PP08W1,Derrylin,Fermanagh,19.07,411,5,0.2,409,0.12,562,-0.66,719,14.46,475,1.47,22,0.42,884,30.42,223,0.14,562
95PP09W1,Devenish,Fermanagh,43.93,93,2,0.45,79,0.26,79,1.02,94,31.64,206,-1.1,828,50.23,87,39.79,110,0.58,64
95PP10W1,Donagh,Fermanagh,20.59,375,5,0.23,343,0.14,434,-0.58,678,14.36,476,1.38,32,0.51,879,22.5,351,0.21,436
95PP11W1,Erne,Fermanagh,19.39,401,5,0.28,224,0.17,330,-0.37,579,11.9,543,-0.51,650,38.83,152,8.61,734,0.35,216
95PP12W1,Florence Court and Kinawley,Fermanagh,18.43,425,5,0.21,389,0.14,466,-0.54,659,13.49,498,1.19,68,0.04,890,29.33,240,0.18,500
95PP13W1,Irvinestown,Fermanagh,26.64,263,3,0.31,184,0.18,284,0.04,392,26.64,266,0.34,283,18.88,391,22.19,358,0.31,255
95PP14S1,Kesh Ederney and Lack_1,Fermanagh,23.3,322,4,0.26,261,0.15,425,-0.47,630,22.39,336,1.35,40,0.53,878,23.63,335,0.33,239
95PP14S2,Kesh Ederney and Lack_2,Fermanagh,20.64,371,5,0.2,406,0.15,415,0.07,374,16.91,427,1.19,67,5.24,730,16.09,531,0.18,484
95PP15W1,Lisbellaw,Fermanagh,10.71,648,8,0.11,639,0.1,688,-0.03,433,10.39,586,0.66,211,0.92,867,8.8,728,0.11,639
95PP16W1,Lisnarrick,Fermanagh,11.55,614,7,0.12,618,0.12,593,-0.65,712,10.56,576,0.99,121,2.63,811,12.07,631,0.1,684
95PP17W1,Lisnaskea,Fermanagh,30.07,207,3,0.36,136,0.21,168,-0.38,588,29.87,223,0.27,304,11.63,546,26.27,287,0.4,178
95PP18W1,Maguires Bridge,Fermanagh,13.43,565,7,0.17,478,0.14,482,-1.21,856,13,516,0.85,161,0.78,870,16.16,527,0.17,516
95PP19W1,Newtownbutler,Fermanagh,30.83,196,3,0.35,148,0.18,259,-0.7,733,21.32,355,1.61,10,2.27,824,27.3,269,0.38,189
95PP20W1,Portora,Fermanagh,24.01,303,4,0.25,284,0.19,219,0.5,212,9.88,601,-0.5,643,41.82,131,17.33,486,0.24,363
95PP21W1,Rosslea,Fermanagh,34.61,158,2,0.37,129,0.16,343,-0.03,434,25.98,277,1.79,4,0.71,873,42.9,81,0.42,155
95PP22W1,Rossorry,Fermanagh,11.79,607,7,0.19,423,0.12,570,-0.45,621,8.35,643,-0.22,511,24.94,305,8.97,719,0.25,348
95PP23W1,Tempo,Fermanagh,18.12,434,5,0.22,359,0.13,526,-0.54,662,21.6,349,1.01,113,2.44,817,24.37,317,0.21,434
95QQ01W1,Antiville,Larne,29.04,223,3,0.3,193,0.19,224,0.23,310,37.95,157,-0.1,454,25.25,299,16.47,515,0.48,116
95QQ02W1,Ballycarry,Larne,10.96,636,8,0.09,698,0.11,625,-0.36,574,9.19,620,0.97,130,3.82,775,12.7,619,0.09,707
95QQ03W1,Ballyloran,Larne,34.56,159,2,0.29,211,0.18,258,0.48,218,44.86,116,0.39,272,33.06,200,52.84,26,0.4,167
95QQ04W1,Blackcave,Larne,24.99,294,4,0.24,294,0.15,393,0.38,259,36.54,169,0.18,336,10.13,585,32.61,191,0.34,223
95QQ05W1,Carncastle,Larne,6.76,775,9,0.06,807,0.09,767,-0.62,696,3.01,794,0.82,175,4.68,742,10.06,700,0.05,804
95QQ06W1,Carnlough,Larne,29.45,215,3,0.23,335,0.16,341,0.22,313,26,275,1.6,12,13.44,506,35.29,160,0.25,359
95QQ07W1,Central_Larne,Larne,27.01,255,3,0.25,289,0.19,234,0.84,127,22.22,338,-0.78,756,39.21,148,22.48,352,0.27,311
95QQ08W1,Craigy Hill,Larne,30.43,198,3,0.26,252,0.2,184,0.43,241,43.24,127,0.22,318,11.93,535,18.24,466,0.34,221
95QQ09W1,Gardenmore,Larne,11.8,606,7,0.14,583,0.15,418,-0.4,597,8.6,636,-0.33,561,24.09,318,12.43,623,0.12,613
95QQ10W1,Glenarm,Larne,20.34,380,5,0.14,554,0.12,599,-0.27,539,17.6,411,1.56,14,5.94,718,41.86,88,0.15,544
95QQ11W1,Glynn,Larne,11.44,617,7,0.07,752,0.1,658,0.06,381,13.3,507,0.82,176,4.13,763,7.38,767,0.07,760
95QQ12W1,Harbour,Larne,15.44,507,6,0.15,526,0.16,345,0,421,11.5,556,-0.08,441,14.28,486,17.33,485,0.18,486
95QQ13W1,Island Magee,Larne,14.75,527,6,0.09,695,0.11,630,-0.57,676,11.68,552,1.55,15,6.46,701,11.55,652,0.12,621
95QQ14S1,Kilwaughter_1,Larne,6.08,789,9,0.05,812,0.08,791,-1.16,852,10.76,572,0.51,245,6.81,688,2.81,871,0.06,791
95QQ14S2,Kilwaughter_2,Larne,11.63,610,7,0.09,701,0.09,718,-0.42,604,9.84,603,1.13,81,7.18,673,19.43,431,0.09,700
95QQ15W1,Town Parks,Larne,19.45,400,5,0.17,465,0.15,394,0.25,302,29.88,222,-0.56,671,15.29,465,28.75,243,0.21,427
95RR01S1,Aghanloo_1,Limavady,9.11,695,8,0.14,564,0.11,619,-0.57,672,13.14,510,-0.21,505,4.9,738,5.85,814,0.16,527
95RR01S2,Aghanloo_2,Limavady,14.88,520,6,0.17,486,0.13,499,-0.47,627,18.75,397,0.72,195,7.2,672,14.8,566,0.19,460
95RR02W1,Ballykelly,Limavady,19.13,408,5,0.19,419,0.16,340,-0.43,610,22.59,330,0.43,260,27.85,262,16.91,501,0.23,390
95RR03W1,Coolessan,Limavady,42,101,2,0.42,95,0.23,124,0.45,231,48.94,93,-0.25,530,72.69,23,33.36,182,0.54,89
95RR04W1,Dungiven,Limavady,25.74,282,4,0.34,160,0.19,225,-0.49,637,25.88,280,-0.02,412,6.71,689,27.44,264,0.34,228
95RR05S1,Enagh_1_Limavady,Limavady,9.99,664,8,0.08,745,0.13,534,-0.4,596,12.32,534,-0.04,421,23.47,325,6.9,785,0.08,723
95RR05S2,Enagh_2_Limavady,Limavady,40.87,109,2,0.38,120,0.21,173,1.47,42,46.44,109,-0.31,555,37.19,161,19.89,412,0.45,136
95RR06W1,Feeny,Limavady,27.14,250,3,0.26,264,0.17,317,-1.02,828,46.98,101,1.15,74,3.95,768,27.97,253,0.23,384
95RR07W1,Forest,Limavady,14.03,545,7,0.14,553,0.14,453,-0.7,736,20.34,377,0.73,194,2.36,821,13.26,603,0.14,581
95RR08W1,Glack,Limavady,21.45,359,5,0.2,399,0.16,336,-0.5,645,28.15,249,1.14,79,1.5,847,17.11,497,0.18,483
95RR09S1,Gresteel_1,Limavady,29.1,222,3,0.29,215,0.19,220,0.28,289,31.03,213,0.75,188,5.87,719,21.19,380,0.32,249
95RR09S2,Gresteel_2,Limavady,13.39,568,7,0.1,680,0.07,835,0.1,360,28.86,241,0.82,172,0.49,880,11.18,665,0.15,535
95RR10W1,Greystone_Limavady,Limavady,45.61,78,1,0.46,73,0.26,90,0.52,202,61.85,48,-0.32,560,47.17,104,29.51,234,0.6,55
95RR11W1,Magilligan,Limavady,22,341,4,0.18,440,0.15,389,-0.15,487,22.61,329,1.35,44,7.72,656,23.87,330,0.15,541
95RR12W1,Rathbrady,Limavady,11.26,626,8,0.14,575,0.15,402,-0.65,713,8.74,631,-0.37,577,23.78,323,8.65,731,0.16,518
95RR13W1,Roeside,Limavady,23.02,327,4,0.23,320,0.19,212,0.39,252,12.81,521,-0.61,706,39.73,142,15.63,544,0.25,343
95RR14W1,The Highlands,Limavady,30.13,205,3,0.25,286,0.2,207,0.34,270,31.17,210,1.18,70,3.28,787,21.69,371,0.28,295
95RR15W1,Upper Glenshane,Limavady,21.2,364,5,0.23,316,0.14,464,-0.33,560,24.52,304,1.05,105,1.31,855,32.41,196,0.29,285
95SS01S1,Ballinderry_1,Lisburn,9.55,679,8,0.08,740,0.1,695,-0.66,715,4.22,753,1.05,103,15.03,470,10.19,696,0.06,766
95SS01S2,Ballinderry_2,Lisburn,9.61,676,8,0.08,713,0.1,676,-0.25,528,4.52,739,0.89,154,6.33,706,7.79,755,0.07,736
95SS02S1,Ballymacash_1,Lisburn,4.05,849,10,0.05,823,0.08,784,-1.07,838,6.3,698,-0.34,562,15.91,447,1.46,885,0.07,754
95SS02S2,Ballymacash_2,Lisburn,2.39,887,10,0.03,880,0.06,869,-1.1,845,1.45,850,-0.12,466,7.96,647,1.2,887,0.01,889
95SS03S1,Ballymacbrennan_1,Lisburn,5.6,800,9,0.04,856,0.07,834,-0.97,809,2.01,828,0.85,162,7.7,658,9.85,702,0.05,831
95SS03S2,Ballymacbrennan_2,Lisburn,6.94,769,9,0.05,814,0.07,820,-0.56,665,3.04,793,0.8,180,11.18,557,13.46,596,0.04,843
95SS04S1,Ballymacoss_1,Lisburn,13.67,557,7,0.14,569,0.12,614,0.07,372,23.06,324,-0.08,442,9.21,612,16.7,509,0.16,524
95SS04S2,Ballymacoss_2,Lisburn,16.34,486,6,0.19,430,0.14,497,-0.22,513,26.54,268,0,401,14.04,490,14.9,564,0.22,406
95SS04S3,Ballymacoss_3,Lisburn,9.11,696,8,0.09,707,0.09,744,-0.76,752,17.44,414,0.29,298,19.31,385,7.73,756,0.09,689
95SS05S1,Blaris_1,Lisburn,12.23,594,7,0.13,599,0.14,460,-0.28,542,18.11,401,-0.86,774,22.38,337,13.09,609,0.13,609
95SS05S2,Blaris_2,Lisburn,5.49,804,10,0.06,790,0.08,782,-0.87,786,3.11,790,0.15,345,19.69,378,6.32,797,0.06,793
95SS06S1,Collin Glen_1,Lisburn,44.71,84,1,0.52,49,0.24,109,0.05,385,49.58,90,0.33,287,46.28,106,38.6,125,0.62,48
95SS06S2,Collin Glen_2,Lisburn,55.38,45,1,0.65,14,0.27,74,0.73,155,62.33,44,-0.2,497,30.03,228,44.29,74,0.76,12
95SS06S3,Collin Glen_3,Lisburn,56.58,38,1,0.65,13,0.26,88,1.25,59,55.89,66,-0.29,540,45.73,109,38.32,131,0.79,9
95SS07S1,Derryaghy_1,Lisburn,21.81,349,4,0.29,210,0.15,422,-0.7,734,28.03,252,0.2,324,34.11,188,15.73,542,0.38,193
95SS07S2,Derryaghy_2,Lisburn,30.32,200,3,0.41,102,0.21,152,0.02,404,20.92,363,-0.06,433,14.75,479,13.46,595,0.48,113
95SS07S3,Derryaghy_3,Lisburn,10.75,646,8,0.14,560,0.11,624,-0.05,444,6.25,701,0.02,395,19.13,389,7.02,782,0.12,615
95SS08S1,Dromara_1,Lisburn,6.21,784,9,0.06,781,0.05,870,-0.55,663,2.35,814,0.83,166,2.98,797,6.46,793,0.06,778
95SS08S2,Dromara_2,Lisburn,8.9,703,8,0.08,727,0.09,738,-0.67,721,7.09,676,0.92,141,11.37,551,11.78,643,0.07,750
95SS09S1,Drumbo_1,Lisburn,4.59,837,10,0.04,863,0.05,881,-1.02,823,0.42,878,0.49,250,16.65,435,11.69,648,0.03,861
95SS09S2,Drumbo_2,Lisburn,6.58,778,9,0.06,805,0.08,796,-0.81,768,3.2,787,0.71,198,15.52,456,10.77,680,0.05,821
95SS10S1,Dunmurry_1,Lisburn,14.69,529,6,0.19,424,0.12,586,0.21,318,6.86,686,-0.57,677,56.83,60,8.03,747,0.2,440
95SS10S2,Dunmurry_2,Lisburn,8.08,733,9,0.08,726,0.1,698,-0.03,432,1.17,855,-0.3,546,34.38,184,4.5,840,0.05,802
95SS11S1,Glenavy_1,Lisburn,9.32,692,8,0.11,657,0.09,709,-0.94,805,8.28,646,0.83,167,14.21,487,13.18,607,0.1,681
95SS11S2,Glenavy_2,Lisburn,11.47,616,7,0.08,737,0.09,719,-0.63,701,8.29,645,1.21,66,25.34,298,11.59,651,0.07,745
95SS12W1,Harmony Hill,Lisburn,4.61,835,10,0.07,758,0.09,726,-1.19,854,3.88,763,-0.24,525,11.85,539,5.14,824,0.06,782
95SS13S1,Hilden_1,Lisburn,24.62,297,4,0.23,336,0.15,409,0.67,166,35.44,179,-1.04,817,33.58,196,33.99,172,0.34,218
95SS13S2,Hilden_2,Lisburn,23.43,316,4,0.23,324,0.17,326,0.08,369,42.18,131,-0.64,713,19.52,382,25.72,297,0.26,332
95SS14S1,Hillhall_1,Lisburn,32.36,175,2,0.31,181,0.2,189,0.32,273,56.23,65,-0.54,658,25.05,303,11.43,657,0.49,107
95SS14S2,Hillhall_2,Lisburn,10.75,645,8,0.13,587,0.12,587,-0.27,536,12.02,539,-0.08,438,18.32,402,5.12,825,0.18,489
95SS15S1,Hillsborough_1,Lisburn,2.92,878,10,0.06,791,0.08,805,-1.08,842,1.75,840,-0.35,566,5.64,725,1.8,880,0.05,828
95SS15S2,Hillsborough_2,Lisburn,4.92,821,10,0.05,836,0.07,852,-0.94,803,1.66,844,0.63,216,11.83,541,2.72,872,0.03,868
95SS16S1,Kilwee_1,Lisburn,22.02,339,4,0.22,356,0.15,414,1.06,90,6.23,702,-0.78,754,52.82,74,22.4,355,0.21,425
95SS16S2,Kilwee_2,Lisburn,41.46,102,2,0.52,50,0.27,66,0.01,414,34.33,184,-0.61,701,44.44,115,23.2,345,0.64,45
95SS17S1,Knockmore_1,Lisburn,11.59,612,7,0.13,593,0.12,608,-0.42,607,17.03,423,-0.35,565,35.99,166,11.93,638,0.12,628
95SS17S2,Knockmore_2,Lisburn,24.9,295,4,0.21,386,0.16,354,0.86,121,43.09,128,-0.42,596,15.81,451,7.85,753,0.22,398
95SS18S1,Lagan Valley_1,Lisburn,25.11,291,4,0.25,280,0.15,408,0.53,197,36.93,163,-0.19,491,25.76,289,19.44,429,0.37,198
95SS18S2,Lagan Valley_2,Lisburn,19.79,391,5,0.2,402,0.15,427,0.02,406,26.51,270,-1.11,834,66.15,33,19.4,433,0.24,374
95SS19S1,Lambeg_1,Lisburn,10.85,640,8,0.1,685,0.09,715,-0.57,674,20.57,369,-0.09,449,22.96,331,29.81,231,0.09,706
95SS19S2,Lambeg_2,Lisburn,25.39,288,4,0.25,291,0.17,312,0.27,292,41.71,135,-0.03,415,11.24,555,19.84,415,0.31,259
95SS20W1,Lisnagarvey,Lisburn,5.13,815,10,0.07,759,0.09,714,-0.83,772,7.69,665,-0.86,773,21.68,347,5.39,818,0.1,685
95SS21S1,Maghaberry_1,Lisburn,7.23,759,9,0.04,864,0.08,799,-0.8,766,15.44,454,0.55,237,9.48,605,8.64,732,0.03,856
95SS21S2,Maghaberry_2,Lisburn,7.99,737,9,0.06,795,0.09,752,-0.61,691,9.23,618,0.72,196,11.84,540,10.99,672,0.05,816
95SS22S1,Magheralave_1,Lisburn,3.94,855,10,0.05,824,0.06,857,-0.66,717,7.64,666,-0.5,639,14.04,489,6.1,806,0.04,834
95SS22S2,Magheralave_2,Lisburn,4.57,838,10,0.05,825,0.09,743,-1.06,837,2.92,800,-0.13,474,19.94,373,6.11,805,0.06,761
95SS23S1,Maze_1,Lisburn,5.91,792,9,0.07,753,0.08,813,-0.83,774,3.58,772,0.5,246,6.58,694,10.31,690,0.11,643
95SS23S2,Maze_2,Lisburn,12.53,587,7,0.12,604,0.11,643,-0.54,655,24.06,311,0.43,258,9.49,604,16.91,502,0.18,495
95SS24S1,Moira_1,Lisburn,5.38,809,10,0.04,862,0.08,792,-0.49,640,2.04,827,0.4,269,8.15,640,4.89,830,0.03,853
95SS24S2,Moira_2,Lisburn,8.47,719,9,0.1,665,0.1,673,-0.2,508,3.66,768,0.18,333,8.93,622,7.55,759,0.08,728
95SS25W1,Old Warren,Lisburn,40.16,117,2,0.37,126,0.2,192,0.56,189,60.88,51,-0.83,765,73.64,20,37.62,142,0.46,127
95SS26S1,Poleglass_1,Lisburn,43.83,94,2,0.53,46,0.22,144,0.43,240,51.83,78,0,402,29.41,231,37.71,141,0.68,31
95SS26S2,Poleglass_2,Lisburn,13.48,563,7,0.18,450,0.14,462,-0.21,511,10.05,595,-0.64,714,28.62,247,17.57,479,0.22,407
95SS27W1,Seymour Hill,Lisburn,15.14,515,6,0.17,479,0.15,388,0.06,377,19.3,390,-0.68,728,8.39,631,11.93,637,0.15,539
95SS28W1,Tonagh,Lisburn,28.01,236,3,0.26,270,0.17,308,0.65,171,41.62,136,-1.6,880,53.75,71,18.29,464,0.34,226
95SS29S1,Twinbrook_1,Lisburn,52,56,1,0.59,27,0.27,72,0.85,125,57.8,59,-0.09,446,33.11,197,27.68,261,0.72,22
95SS29S2,Twinbrook_2,Lisburn,53.35,51,1,0.53,44,0.31,34,0.68,163,65.99,33,-0.12,465,23.03,329,25.45,298,0.68,29
95SS30S1,Wallace Park_1,Lisburn,3.09,875,10,0.02,888,0.02,888,-0.18,495,1.67,843,-0.52,652,1.01,865,6.4,795,0.01,888
95SS30S2,Wallace Park_2,Lisburn,4.61,834,10,0.04,855,0.08,774,-0.43,611,1.5,848,-0.39,586,21.89,343,5.78,816,0.03,869
95TT01W1,Ballymaguigan,Magherafelt,12.04,599,7,0.15,533,0.13,553,-1.54,884,11.93,542,0.8,179,4.56,749,20.84,390,0.13,595
95TT02W1,Bellaghy,Magherafelt,16.83,475,6,0.22,357,0.13,544,-0.76,751,20.37,376,0.89,152,0.44,883,28.19,251,0.26,337
95TT03S1,Castledawson_1,Magherafelt,13.64,559,7,0.16,499,0.12,590,-0.06,448,17.96,405,0.04,384,11.45,549,15.94,537,0.21,426
95TT03S2,Castledawson_2,Magherafelt,13.18,573,7,0.15,523,0.15,416,-0.72,743,14.3,479,0.26,308,3.87,773,16.05,533,0.11,654
95TT04W1,Draperstown,Magherafelt,17.05,467,6,0.21,374,0.15,397,-0.92,798,16.79,430,0.63,217,1.1,863,30.32,226,0.2,446
95TT05S1,Glebe_1_Magherafelt,Magherafelt,5.26,814,10,0.11,645,0.11,654,-0.94,800,2.22,818,-0.94,792,12.45,526,7.02,781,0.1,674
95TT05S2,Glebe_2_Magherafelt,Magherafelt,27.06,253,3,0.35,154,0.2,209,-0.46,623,36.61,168,-1.07,824,16.81,431,27.39,265,0.42,154
95TT06W1,Gulladuff,Magherafelt,14.94,518,6,0.18,456,0.14,436,-0.97,810,12.88,517,0.91,148,1.87,835,19.87,413,0.13,585
95TT07W1,Knockcloghrim,Magherafelt,10.32,655,8,0.12,612,0.12,597,-0.55,664,8.86,628,0.6,223,4.55,750,13.13,608,0.1,682
95TT08W1,Lecumpher,Magherafelt,12.18,597,7,0.13,584,0.12,588,-0.63,702,15.05,467,0.72,197,2.22,827,21.46,377,0.1,668
