SA2011,lgd1993,catholic_pct_1971,lgd1971_pop
N00000525,BALLYMENA,17.7,54426
N00000631,BALLYMENA,17.7,54426
N00000632,BALLYMENA,17.7,54426
N00000633,BALLYMENA,17.7,54426
N00000586,BALLYMENA,17.7,54426
N00000588,BALLYMENA,17.7,54426
N00000587,BALLYMENA,17.7,54426
N00000583,BALLYMENA,17.7,54426
N00000500,BALLYMENA,17.7,54426
N00000614,BALLYMENA,17.7,54426
N00000617,BALLYMENA,17.7,54426
N00000508,BALLYMENA,17.7,54426
N00000506,BALLYMENA,17.7,54426
N00000507,BALLYMENA,17.7,54426
N00000505,BALLYMENA,17.7,54426
N00000510,BALLYMENA,17.7,54426
N00000509,BALLYMENA,17.7,54426
N00000640,BALLYMENA,17.7,54426
N00000530,BALLYMENA,17.7,54426
N00000533,BALLYMENA,17.7,54426
N00000529,BALLYMENA,17.7,54426
N00000616,BALLYMENA,17.7,54426
N00000615,BALLYMENA,17.7,54426
N00000597,BALLYMENA,17.7,54426
N00000599,BALLYMENA,17.7,54426
N00000528,BALLYMENA,17.7,54426
N00000532,BALLYMENA,17.7,54426
N00000526,BALLYMENA,17.7,54426
N00000618,BALLYMENA,17.7,54426
N00000478,BALLYMENA,17.7,54426
N00000527,BALLYMENA,17.7,54426
N00000498,BALLYMENA,17.7,54426
N00000494,BALLYMENA,17.7,54426
N00000598,BALLYMENA,17.7,54426
N00000612,BALLYMENA,17.7,54426
N00000613,BALLYMENA,17.7,54426
N00000600,BALLYMENA,17.7,54426
N00000499,BALLYMENA,17.7,54426
N00000501,BALLYMENA,17.7,54426
N00000502,BALLYMENA,17.7,54426
N00000602,BALLYMENA,17.7,54426
N00000601,BALLYMENA,17.7,54426
N00000596,BALLYMENA,17.7,54426
N00000504,BALLYMENA,17.7,54426
N00000503,BALLYMENA,17.7,54426
N00000497,BALLYMENA,17.7,54426
N00000491,BALLYMENA,17.7,54426
N00000490,BALLYMENA,17.7,54426
N00000492,BALLYMENA,17.7,54426
N00000482,BALLYMENA,17.7,54426
N00000484,BALLYMENA,17.7,54426
N00000483,BALLYMENA,17.7,54426
N00000485,BALLYMENA,17.7,54426
N00000486,BALLYMENA,17.7,54426
N00000489,BALLYMENA,17.7,54426
N00000487,BALLYMENA,17.7,54426
N00000488,BALLYMENA,17.7,54426
N00000572,BALLYMENA,17.7,54426
N00000568,BALLYMENA,17.7,54426
N00000569,BALLYMENA,17.7,54426
N00000570,BALLYMENA,17.7,54426
N00000571,BALLYMENA,17.7,54426
N00000574,BALLYMENA,17.7,54426
N00000573,BALLYMENA,17.7,54426
N00000496,BALLYMENA,17.7,54426
N00000495,BALLYMENA,17.7,54426
N00000493,BALLYMENA,17.7,54426
N00000479,BALLYMENA,17.7,54426
N00000477,BALLYMENA,17.7,54426
N00000481,BALLYMENA,17.7,54426
N00000517,BALLYMENA,17.7,54426
N00000515,BALLYMENA,17.7,54426
N00000512,BALLYMENA,17.7,54426
N00000513,BALLYMENA,17.7,54426
N00000516,BALLYMENA,17.7,54426
N00000480,BALLYMENA,17.7,54426
N00000567,BALLYMENA,17.7,54426
N00000538,BALLYMENA,17.7,54426
N00000543,BALLYMENA,17.7,54426
N00000546,BALLYMENA,17.7,54426
N00000545,BALLYMENA,17.7,54426
N00000542,BALLYMENA,17.7,54426
N00000537,BALLYMENA,17.7,54426
N00000559,BALLYMENA,17.7,54426
N00000540,BALLYMENA,17.7,54426
N00000547,BALLYMENA,17.7,54426
N00000548,BALLYMENA,17.7,54426
N00000544,BALLYMENA,17.7,54426
N00000541,BALLYMENA,17.7,54426
N00000560,BALLYMENA,17.7,54426
N00000558,BALLYMENA,17.7,54426
N00000628,BALLYMENA,17.7,54426
N00000623,BALLYMENA,17.7,54426
N00000626,BALLYMENA,17.7,54426
N00000624,BALLYMENA,17.7,54426
N00000591,BALLYMENA,17.7,54426
N00000593,BALLYMENA,17.7,54426
N00000592,BALLYMENA,17.7,54426
N00000595,BALLYMENA,17.7,54426
N00000589,BALLYMENA,17.7,54426
N00000126,ANTRIM,31.1,44384
N00000125,ANTRIM,31.1,44384
N00000046,ANTRIM,31.1,44384
N00000045,ANTRIM,31.1,44384
N00000034,ANTRIM,31.1,44384
N00000048,ANTRIM,31.1,44384
N00000049,ANTRIM,31.1,44384
N00000050,ANTRIM,31.1,44384
N00000088,ANTRIM,31.1,44384
N00000091,ANTRIM,31.1,44384
N00000090,ANTRIM,31.1,44384
N00000089,ANTRIM,31.1,44384
N00000095,ANTRIM,31.1,44384
N00000047,ANTRIM,31.1,44384
N00000594,BALLYMENA,17.7,54426
N00000590,BALLYMENA,17.7,54426
N00000611,BALLYMENA,17.7,54426
N00000608,BALLYMENA,17.7,54426
N00000609,BALLYMENA,17.7,54426
N00000610,BALLYMENA,17.7,54426
N00000604,BALLYMENA,17.7,54426
N00000603,BALLYMENA,17.7,54426
N00000605,BALLYMENA,17.7,54426
N00000607,BALLYMENA,17.7,54426
N00000606,BALLYMENA,17.7,54426
N00000584,BALLYMENA,17.7,54426
N00000582,BALLYMENA,17.7,54426
N00000083,ANTRIM,31.1,44384
N00000096,ANTRIM,31.1,44384
N00000092,ANTRIM,31.1,44384
N00000094,ANTRIM,31.1,44384
N00000093,ANTRIM,31.1,44384
N00000087,ANTRIM,31.1,44384
N00000075,ANTRIM,31.1,44384
N00000015,ANTRIM,31.1,44384
N00000071,ANTRIM,31.1,44384
N00000013,ANTRIM,31.1,44384
N00000014,ANTRIM,31.1,44384
N00000073,ANTRIM,31.1,44384
N00000060,ANTRIM,31.1,44384
N00000063,ANTRIM,31.1,44384
N00000105,ANTRIM,31.1,44384
N00000077,ANTRIM,31.1,44384
N00000070,ANTRIM,31.1,44384
N00000100,ANTRIM,31.1,44384
N00000076,ANTRIM,31.1,44384
N00000097,ANTRIM,31.1,44384
N00000099,ANTRIM,31.1,44384
N00000108,ANTRIM,31.1,44384
N00000098,ANTRIM,31.1,44384
N00000103,ANTRIM,31.1,44384
N00000078,ANTRIM,31.1,44384
N00000104,ANTRIM,31.1,44384
N00000101,ANTRIM,31.1,44384
N00000102,ANTRIM,31.1,44384
N00000074,ANTRIM,31.1,44384
N00000079,ANTRIM,31.1,44384
N00000082,ANTRIM,31.1,44384
N00000056,ANTRIM,31.1,44384
N00000054,ANTRIM,31.1,44384
N00000055,ANTRIM,31.1,44384
N00000052,ANTRIM,31.1,44384
N00000051,ANTRIM,31.1,44384
N00000115,ANTRIM,31.1,44384
N00000109,ANTRIM,31.1,44384
N00000106,ANTRIM,31.1,44384
N00000110,ANTRIM,31.1,44384
N00000107,ANTRIM,31.1,44384
N00000116,ANTRIM,31.1,44384
N00000059,ANTRIM,31.1,44384
N00000057,ANTRIM,31.1,44384
N00000058,ANTRIM,31.1,44384
N00000111,ANTRIM,31.1,44384
N00000112,ANTRIM,31.1,44384
N00000117,ANTRIM,31.1,44384
N00000113,ANTRIM,31.1,44384
N00000053,ANTRIM,31.1,44384
N00000064,ANTRIM,31.1,44384
N00000114,ANTRIM,31.1,44384
N00000065,ANTRIM,31.1,44384
N00000067,ANTRIM,31.1,44384
N00000069,ANTRIM,31.1,44384
N00000019,ANTRIM,31.1,44384
N00000066,ANTRIM,31.1,44384
N00000061,ANTRIM,31.1,44384
N00000062,ANTRIM,31.1,44384
N00000072,ANTRIM,31.1,44384
N00000068,ANTRIM,31.1,44384
N00000017,ANTRIM,31.1,44384
N00000020,ANTRIM,31.1,44384
N00000023,ANTRIM,31.1,44384
N00000018,ANTRIM,31.1,44384
N00000021,ANTRIM,31.1,44384
N00000022,ANTRIM,31.1,44384
N00000124,ANTRIM,31.1,44384
N00000122,ANTRIM,31.1,44384
N00000009,ANTRIM,31.1,44384
N00000008,ANTRIM,31.1,44384
N00000007,ANTRIM,31.1,44384
N00000012,ANTRIM,31.1,44384
N00000016,ANTRIM,31.1,44384
N00000011,ANTRIM,31.1,44384
N00000005,ANTRIM,31.1,44384
N00000031,ANTRIM,31.1,44384
N00000086,ANTRIM,31.1,44384
N00000085,ANTRIM,31.1,44384
N00000036,ANTRIM,31.1,44384
N00000035,ANTRIM,31.1,44384
N00000032,ANTRIM,31.1,44384
N00000033,ANTRIM,31.1,44384
N00000127,ANTRIM,31.1,44384
N00000128,ANTRIM,31.1,44384
N00002161,COOKSTOWN,49.2,26624
N00002160,COOKSTOWN,49.2,26624
N00002158,COOKSTOWN,49.2,26624
N00002159,COOKSTOWN,49.2,26624
N00002162,COOKSTOWN,49.2,26624
N00003573,MAGHERAFELT,54.7,30825
N00003606,MAGHERAFELT,54.7,30825
N00003598,MAGHERAFELT,54.7,30825
N00003601,MAGHERAFELT,54.7,30825
N00003600,MAGHERAFELT,54.7,30825
N00003603,MAGHERAFELT,54.7,30825
N00003528,MAGHERAFELT,54.7,30825
N00003527,MAGHERAFELT,54.7,30825
N00002163,COOKSTOWN,49.2,26624
N00003529,MAGHERAFELT,54.7,30825
N00000129,ANTRIM,31.1,44384
N00003530,MAGHERAFELT,54.7,30825
N00003545,MAGHERAFELT,54.7,30825
N00003531,MAGHERAFELT,54.7,30825
N00003535,MAGHERAFELT,54.7,30825
N00003537,MAGHERAFELT,54.7,30825
N00003533,MAGHERAFELT,54.7,30825
N00003566,MAGHERAFELT,54.7,30825
N00003534,MAGHERAFELT,54.7,30825
N00003568,MAGHERAFELT,54.7,30825
N00003567,MAGHERAFELT,54.7,30825
N00003563,MAGHERAFELT,54.7,30825
N00003564,MAGHERAFELT,54.7,30825
N00003541,MAGHERAFELT,54.7,30825
N00003540,MAGHERAFELT,54.7,30825
N00003542,MAGHERAFELT,54.7,30825
N00003543,MAGHERAFELT,54.7,30825
N00003539,MAGHERAFELT,54.7,30825
N00003546,MAGHERAFELT,54.7,30825
N00003538,MAGHERAFELT,54.7,30825
N00003544,MAGHERAFELT,54.7,30825
N00003556,MAGHERAFELT,54.7,30825
N00003605,MAGHERAFELT,54.7,30825
N00003602,MAGHERAFELT,54.7,30825
N00003599,MAGHERAFELT,54.7,30825
N00003604,MAGHERAFELT,54.7,30825
N00003555,MAGHERAFELT,54.7,30825
N00003611,MAGHERAFELT,54.7,30825
N00003552,MAGHERAFELT,54.7,30825
N00003554,MAGHERAFELT,54.7,30825
N00003553,MAGHERAFELT,54.7,30825
N00003550,MAGHERAFELT,54.7,30825
N00003551,MAGHERAFELT,54.7,30825
N00003609,MAGHERAFELT,54.7,30825
N00003608,MAGHERAFELT,54.7,30825
N00003610,MAGHERAFELT,54.7,30825
N00003607,MAGHERAFELT,54.7,30825
N00003570,MAGHERAFELT,54.7,30825
N00003571,MAGHERAFELT,54.7,30825
N00003565,MAGHERAFELT,54.7,30825
N00003594,MAGHERAFELT,54.7,30825
N00003595,MAGHERAFELT,54.7,30825
N00003597,MAGHERAFELT,54.7,30825
N00003596,MAGHERAFELT,54.7,30825
N00003548,MAGHERAFELT,54.7,30825
N00003547,MAGHERAFELT,54.7,30825
N00003593,MAGHERAFELT,54.7,30825
N00003572,MAGHERAFELT,54.7,30825
N00003574,MAGHERAFELT,54.7,30825
N00003569,MAGHERAFELT,54.7,30825
N00002126,COOKSTOWN,49.2,26624
N00002127,COOKSTOWN,49.2,26624
N00002125,COOKSTOWN,49.2,26624
N00002124,COOKSTOWN,49.2,26624
N00002122,COOKSTOWN,49.2,26624
N00002123,COOKSTOWN,49.2,26624
N00002133,COOKSTOWN,49.2,26624
N00002100,COOKSTOWN,49.2,26624
N00002098,COOKSTOWN,49.2,26624
N00002121,COOKSTOWN,49.2,26624
N00003549,MAGHERAFELT,54.7,30825
N00003577,MAGHERAFELT,54.7,30825
N00003576,MAGHERAFELT,54.7,30825
N00003575,MAGHERAFELT,54.7,30825
N00004502,STRABANE,56.9,35028
N00004426,OMAGH,62.1,41159
N00004423,OMAGH,62.1,41159
N00004422,OMAGH,62.1,41159
N00004424,OMAGH,62.1,41159
N00004397,OMAGH,62.1,41159
N00004398,OMAGH,62.1,41159
N00004399,OMAGH,62.1,41159
N00004492,STRABANE,56.9,35028
N00004493,STRABANE,56.9,35028
N00004490,STRABANE,56.9,35028
N00004527,STRABANE,56.9,35028
N00004526,STRABANE,56.9,35028
N00004506,STRABANE,56.9,35028
N00004494,STRABANE,56.9,35028
N00004495,STRABANE,56.9,35028
N00004491,STRABANE,56.9,35028
N00004505,STRABANE,56.9,35028
N00004530,STRABANE,56.9,35028
N00004531,STRABANE,56.9,35028
N00004512,STRABANE,56.9,35028
N00004510,STRABANE,56.9,35028
N00004507,STRABANE,56.9,35028
N00004511,STRABANE,56.9,35028
N00004509,STRABANE,56.9,35028
N00004529,STRABANE,56.9,35028
N00004508,STRABANE,56.9,35028
N00004520,STRABANE,56.9,35028
N00004477,STRABANE,56.9,35028
N00004476,STRABANE,56.9,35028
N00004454,STRABANE,56.9,35028
N00004455,STRABANE,56.9,35028
N00004457,STRABANE,56.9,35028
N00004522,STRABANE,56.9,35028
N00004523,STRABANE,56.9,35028
N00004525,STRABANE,56.9,35028
N00004519,STRABANE,56.9,35028
N00004534,STRABANE,56.9,35028
N00004533,STRABANE,56.9,35028
N00004521,STRABANE,56.9,35028
N00004524,STRABANE,56.9,35028
N00004537,STRABANE,56.9,35028
N00004532,STRABANE,56.9,35028
N00004535,STRABANE,56.9,35028
N00004500,STRABANE,56.9,35028
N00004536,STRABANE,56.9,35028
N00004452,STRABANE,56.9,35028
N00004456,STRABANE,56.9,35028
N00004453,STRABANE,56.9,35028
N00004474,STRABANE,56.9,35028
N00004475,STRABANE,56.9,35028
N00004499,STRABANE,56.9,35028
N00004528,STRABANE,56.9,35028
N00004451,STRABANE,56.9,35028
N00004501,STRABANE,56.9,35028
N00004504,STRABANE,56.9,35028
N00004503,STRABANE,56.9,35028
N00004472,STRABANE,56.9,35028
N00002421,DERRY,64.3,83384
N00002422,DERRY,64.3,83384
N00004473,STRABANE,56.9,35028
N00004517,STRABANE,56.9,35028
N00004469,STRABANE,56.9,35028
N00004470,STRABANE,56.9,35028
N00004471,STRABANE,56.9,35028
N00004448,STRABANE,56.9,35028
N00004498,STRABANE,56.9,35028
N00004497,STRABANE,56.9,35028
N00004496,STRABANE,56.9,35028
N00004449,STRABANE,56.9,35028
N00004447,STRABANE,56.9,35028
N00004446,STRABANE,56.9,35028
N00004450,STRABANE,56.9,35028
N00004513,STRABANE,56.9,35028
N00004516,STRABANE,56.9,35028
N00002536,DERRY,64.3,83384
N00004518,STRABANE,56.9,35028
N00004515,STRABANE,56.9,35028
N00004514,STRABANE,56.9,35028
N00002480,DERRY,64.3,83384
N00002557,DERRY,64.3,83384
N00002560,DERRY,64.3,83384
N00002564,DERRY,64.3,83384
N00002559,DERRY,64.3,83384
N00002558,DERRY,64.3,83384
N00002556,DERRY,64.3,83384
N00002555,DERRY,64.3,83384
N00002538,DERRY,64.3,83384
N00002561,DERRY,64.3,83384
N00002563,DERRY,64.3,83384
N00002562,DERRY,64.3,83384
N00002476,DERRY,64.3,83384
N00002431,DERRY,64.3,83384
N00002430,DERRY,64.3,83384
N00002618,DERRY,64.3,83384
N00002626,DERRY,64.3,83384
N00002617,DERRY,64.3,83384
N00002616,DERRY,64.3,83384
N00002615,DERRY,64.3,83384
N00002625,DERRY,64.3,83384
N00002622,DERRY,64.3,83384
N00002451,DERRY,64.3,83384
N00002624,DERRY,64.3,83384
N00002623,DERRY,64.3,83384
N00002454,DERRY,64.3,83384
N00002452,DERRY,64.3,83384
N00002453,DERRY,64.3,83384
N00002456,DERRY,64.3,83384
N00002539,DERRY,64.3,83384
N00002398,DERRY,64.3,83384
N00002399,DERRY,64.3,83384
N00002540,DERRY,64.3,83384
N00002397,DERRY,64.3,83384
N00002396,DERRY,64.3,83384
N00002400,DERRY,64.3,83384
N00002457,DERRY,64.3,83384
N00002455,DERRY,64.3,83384
N00002402,DERRY,64.3,83384
N00002401,DERRY,64.3,83384
N00002404,DERRY,64.3,83384
N00002405,DERRY,64.3,83384
N00002403,DERRY,64.3,83384
N00002537,DERRY,64.3,83384
N00002464,DERRY,64.3,83384
N00002459,DERRY,64.3,83384
N00002458,DERRY,64.3,83384
N00002460,DERRY,64.3,83384
N00002463,DERRY,64.3,83384
N00002461,DERRY,64.3,83384
N00003202,LIMAVADY,52.4,26270
N00003199,LIMAVADY,52.4,26270
N00003234,LIMAVADY,52.4,26270
N00003189,LIMAVADY,52.4,26270
N00003191,LIMAVADY,52.4,26270
N00002416,DERRY,64.3,83384
N00002462,DERRY,64.3,83384
N00002419,DERRY,64.3,83384
N00002417,DERRY,64.3,83384
N00002418,DERRY,64.3,83384
N00002420,DERRY,64.3,83384
N00003192,LIMAVADY,52.4,26270
N00003237,LIMAVADY,52.4,26270
N00003188,LIMAVADY,52.4,26270
N00003238,LIMAVADY,52.4,26270
N00003177,LIMAVADY,52.4,26270
N00003236,LIMAVADY,52.4,26270
N00003179,LIMAVADY,52.4,26270
N00003190,LIMAVADY,52.4,26270
N00003235,LIMAVADY,52.4,26270
N00003176,LIMAVADY,52.4,26270
N00003178,LIMAVADY,52.4,26270
N00003233,LIMAVADY,52.4,26270
N00003239,LIMAVADY,52.4,26270
N00003195,LIMAVADY,52.4,26270
N00003166,LIMAVADY,52.4,26270
N00003162,LIMAVADY,52.4,26270
N00003196,LIMAVADY,52.4,26270
N00003198,LIMAVADY,52.4,26270
N00003183,LIMAVADY,52.4,26270
N00003182,LIMAVADY,52.4,26270
N00003184,LIMAVADY,52.4,26270
N00003186,LIMAVADY,52.4,26270
N00003161,LIMAVADY,52.4,26270
N00003224,LIMAVADY,52.4,26270
N00003221,LIMAVADY,52.4,26270
N00003226,LIMAVADY,52.4,26270
N00003223,LIMAVADY,52.4,26270
N00003231,LIMAVADY,52.4,26270
N00003227,LIMAVADY,52.4,26270
N00003228,LIMAVADY,52.4,26270
N00003229,LIMAVADY,52.4,26270
N00003230,LIMAVADY,52.4,26270
N00003222,LIMAVADY,52.4,26270
N00003225,LIMAVADY,52.4,26270
N00003212,LIMAVADY,52.4,26270
N00003187,LIMAVADY,52.4,26270
N00003185,LIMAVADY,52.4,26270
N00003172,LIMAVADY,52.4,26270
N00003214,LIMAVADY,52.4,26270
N00003213,LIMAVADY,52.4,26270
N00003174,LIMAVADY,52.4,26270
N00003175,LIMAVADY,52.4,26270
N00003173,LIMAVADY,52.4,26270
N00003171,LIMAVADY,52.4,26270
N00003211,LIMAVADY,52.4,26270
N00003215,LIMAVADY,52.4,26270
N00003181,LIMAVADY,52.4,26270
N00003180,LIMAVADY,52.4,26270
N00003167,LIMAVADY,52.4,26270
N00003197,LIMAVADY,52.4,26270
N00003193,LIMAVADY,52.4,26270
N00003194,LIMAVADY,52.4,26270
N00003232,LIMAVADY,52.4,26270
N00003203,LIMAVADY,52.4,26270
N00003201,LIMAVADY,52.4,26270
N00003200,LIMAVADY,52.4,26270
N00003207,LIMAVADY,52.4,26270
N00003204,LIMAVADY,52.4,26270
N00003205,LIMAVADY,52.4,26270
N00003206,LIMAVADY,52.4,26270
N00003208,LIMAVADY,52.4,26270
N00003209,LIMAVADY,52.4,26270
N00003210,LIMAVADY,52.4,26270
N00003168,LIMAVADY,52.4,26270
N00003170,LIMAVADY,52.4,26270
N00003169,LIMAVADY,52.4,26270
N00003218,LIMAVADY,52.4,26270
N00003220,LIMAVADY,52.4,26270
N00003216,LIMAVADY,52.4,26270
N00003217,LIMAVADY,52.4,26270
N00003165,LIMAVADY,52.4,26270
N00003164,LIMAVADY,52.4,26270
N00003163,LIMAVADY,52.4,26270
N00001967,COLERAINE,23.9,46272
N00001965,COLERAINE,23.9,46272
N00003219,LIMAVADY,52.4,26270
N00002499,DERRY,64.3,83384
N00002500,DERRY,64.3,83384
N00002496,DERRY,64.3,83384
N00002491,DERRY,64.3,83384
N00002495,DERRY,64.3,83384
N00002497,DERRY,64.3,83384
N00002412,DERRY,64.3,83384
N00002502,DERRY,64.3,83384
N00002498,DERRY,64.3,83384
N00002501,DERRY,64.3,83384
N00002489,DERRY,64.3,83384
N00002523,DERRY,64.3,83384
N00002522,DERRY,64.3,83384
N00002521,DERRY,64.3,83384
N00002490,DERRY,64.3,83384
N00002512,DERRY,64.3,83384
N00002515,DERRY,64.3,83384
N00002514,DERRY,64.3,83384
N00002513,DERRY,64.3,83384
N00002519,DERRY,64.3,83384
N00002517,DERRY,64.3,83384
N00002516,DERRY,64.3,83384
N00002520,DERRY,64.3,83384
N00002518,DERRY,64.3,83384
N00002525,DERRY,64.3,83384
N00002524,DERRY,64.3,83384
N00002526,DERRY,64.3,83384
N00002411,DERRY,64.3,83384
N00002408,DERRY,64.3,83384
N00002414,DERRY,64.3,83384
N00002413,DERRY,64.3,83384
N00002415,DERRY,64.3,83384
N00002579,DERRY,64.3,83384
N00002582,DERRY,64.3,83384
N00002442,DERRY,64.3,83384
N00002580,DERRY,64.3,83384
N00002581,DERRY,64.3,83384
N00002410,DERRY,64.3,83384
N00002409,DERRY,64.3,83384
N00002443,DERRY,64.3,83384
N00002568,DERRY,64.3,83384
N00002571,DERRY,64.3,83384
N00002572,DERRY,64.3,83384
N00002407,DERRY,64.3,83384
N00002406,DERRY,64.3,83384
N00002569,DERRY,64.3,83384
N00002570,DERRY,64.3,83384
N00002567,DERRY,64.3,83384
N00002610,DERRY,64.3,83384
N00002611,DERRY,64.3,83384
N00002608,DERRY,64.3,83384
N00002503,DERRY,64.3,83384
N00002445,DERRY,64.3,83384
N00002527,DERRY,64.3,83384
N00002449,DERRY,64.3,83384
N00002447,DERRY,64.3,83384
N00002450,DERRY,64.3,83384
N00002446,DERRY,64.3,83384
N00002546,DERRY,64.3,83384
N00002545,DERRY,64.3,83384
N00002448,DERRY,64.3,83384
N00002444,DERRY,64.3,83384
N00002548,DERRY,64.3,83384
N00002547,DERRY,64.3,83384
N00002544,DERRY,64.3,83384
N00002542,DERRY,64.3,83384
N00002543,DERRY,64.3,83384
N00002541,DERRY,64.3,83384
N00002554,DERRY,64.3,83384
N00002550,DERRY,64.3,83384
N00002549,DERRY,64.3,83384
N00002553,DERRY,64.3,83384
N00002621,DERRY,64.3,83384
N00002551,DERRY,64.3,83384
N00002620,DERRY,64.3,83384
N00002510,DERRY,64.3,83384
N00002509,DERRY,64.3,83384
N00002552,DERRY,64.3,83384
N00002507,DERRY,64.3,83384
N00002504,DERRY,64.3,83384
N00002505,DERRY,64.3,83384
N00002506,DERRY,64.3,83384
N00002508,DERRY,64.3,83384
N00002511,DERRY,64.3,83384
N00002619,DERRY,64.3,83384
N00002614,DERRY,64.3,83384
N00002613,DERRY,64.3,83384
N00002432,DERRY,64.3,83384
N00002434,DERRY,64.3,83384
N00002435,DERRY,64.3,83384
N00002433,DERRY,64.3,83384
N00002631,DERRY,64.3,83384
N00002628,DERRY,64.3,83384
N00002630,DERRY,64.3,83384
N00002428,DERRY,64.3,83384
N00002427,DERRY,64.3,83384
N00002423,DERRY,64.3,83384
N00002426,DERRY,64.3,83384
N00002424,DERRY,64.3,83384
N00002606,DERRY,64.3,83384
N00002627,DERRY,64.3,83384
N00002629,DERRY,64.3,83384
N00002607,DERRY,64.3,83384
N00002605,DERRY,64.3,83384
N00002603,DERRY,64.3,83384
N00002576,DERRY,64.3,83384
N00002573,DERRY,64.3,83384
N00002604,DERRY,64.3,83384
N00002609,DERRY,64.3,83384
N00002577,DERRY,64.3,83384
N00002612,DERRY,64.3,83384
N00002578,DERRY,64.3,83384
N00002533,DERRY,64.3,83384
N00002531,DERRY,64.3,83384
N00002535,DERRY,64.3,83384
N00002575,DERRY,64.3,83384
N00002574,DERRY,64.3,83384
N00002425,DERRY,64.3,83384
N00002429,DERRY,64.3,83384
N00002470,DERRY,64.3,83384
N00002468,DERRY,64.3,83384
N00002465,DERRY,64.3,83384
N00002469,DERRY,64.3,83384
N00002467,DERRY,64.3,83384
N00002466,DERRY,64.3,83384
N00002471,DERRY,64.3,83384
N00002475,DERRY,64.3,83384
N00002473,DERRY,64.3,83384
N00002474,DERRY,64.3,83384
N00002472,DERRY,64.3,83384
N00002479,DERRY,64.3,83384
N00002478,DERRY,64.3,83384
N00002477,DERRY,64.3,83384
N00002592,DERRY,64.3,83384
N00002600,DERRY,64.3,83384
N00002601,DERRY,64.3,83384
N00002598,DERRY,64.3,83384
N00002594,DERRY,64.3,83384
N00002481,DERRY,64.3,83384
N00002482,DERRY,64.3,83384
N00002483,DERRY,64.3,83384
N00002488,DERRY,64.3,83384
N00002486,DERRY,64.3,83384
N00002485,DERRY,64.3,83384
N00002487,DERRY,64.3,83384
N00002530,DERRY,64.3,83384
N00002529,DERRY,64.3,83384
N00002597,DERRY,64.3,83384
N00002595,DERRY,64.3,83384
N00002484,DERRY,64.3,83384
N00002599,DERRY,64.3,83384
N00002596,DERRY,64.3,83384
N00002532,DERRY,64.3,83384
N00002528,DERRY,64.3,83384
N00002534,DERRY,64.3,83384
N00002565,DERRY,64.3,83384
N00002566,DERRY,64.3,83384
N00002439,DERRY,64.3,83384
N00002441,DERRY,64.3,83384
N00002440,DERRY,64.3,83384
N00002438,DERRY,64.3,83384
N00002436,DERRY,64.3,83384
N00002437,DERRY,64.3,83384
N00002602,DERRY,64.3,83384
N00002589,DERRY,64.3,83384
N00002593,DERRY,64.3,83384
N00002588,DERRY,64.3,83384
N00002585,DERRY,64.3,83384
N00002583,DERRY,64.3,83384
N00002586,DERRY,64.3,83384
N00002492,DERRY,64.3,83384
N00002584,DERRY,64.3,83384
N00002494,DERRY,64.3,83384
N00002493,DERRY,64.3,83384
N00002587,DERRY,64.3,83384
N00002591,DERRY,64.3,83384
N00002590,DERRY,64.3,83384
N00004481,STRABANE,56.9,35028
N00004482,STRABANE,56.9,35028
N00004483,STRABANE,56.9,35028
N00004479,STRABANE,56.9,35028
N00004478,STRABANE,56.9,35028
N00004484,STRABANE,56.9,35028
N00004459,STRABANE,56.9,35028
N00004486,STRABANE,56.9,35028
N00004462,STRABANE,56.9,35028
N00004460,STRABANE,56.9,35028
N00004458,STRABANE,56.9,35028
N00004461,STRABANE,56.9,35028
N00004480,STRABANE,56.9,35028
N00004464,STRABANE,56.9,35028
N00004463,STRABANE,56.9,35028
N00004465,STRABANE,56.9,35028
N00004488,STRABANE,56.9,35028
N00004487,STRABANE,56.9,35028
N00004485,STRABANE,56.9,35028
N00002929,FERMANAGH,52.5,51008
N00002926,FERMANAGH,52.5,51008
N00002924,FERMANAGH,52.5,51008
N00002925,FERMANAGH,52.5,51008
N00002922,FERMANAGH,52.5,51008
N00002923,FERMANAGH,52.5,51008
N00002917,FERMANAGH,52.5,51008
N00002918,FERMANAGH,52.5,51008
N00002958,FERMANAGH,52.5,51008
N00002921,FERMANAGH,52.5,51008
N00003003,FERMANAGH,52.5,51008
N00003014,FERMANAGH,52.5,51008
N00003013,FERMANAGH,52.5,51008
N00002955,FERMANAGH,52.5,51008
N00002956,FERMANAGH,52.5,51008
N00002957,FERMANAGH,52.5,51008
N00002959,FERMANAGH,52.5,51008
N00002934,FERMANAGH,52.5,51008
N00003059,FERMANAGH,52.5,51008
N00003045,FERMANAGH,52.5,51008
N00002954,FERMANAGH,52.5,51008
N00003016,FERMANAGH,52.5,51008
N00002915,FERMANAGH,52.5,51008
N00002916,FERMANAGH,52.5,51008
N00002913,FERMANAGH,52.5,51008
N00002912,FERMANAGH,52.5,51008
N00003017,FERMANAGH,52.5,51008
N00002983,FERMANAGH,52.5,51008
N00002972,FERMANAGH,52.5,51008
N00003046,FERMANAGH,52.5,51008
N00003043,FERMANAGH,52.5,51008
N00003041,FERMANAGH,52.5,51008
N00003039,FERMANAGH,52.5,51008
N00003042,FERMANAGH,52.5,51008
N00002969,FERMANAGH,52.5,51008
N00002970,FERMANAGH,52.5,51008
N00002967,FERMANAGH,52.5,51008
N00002968,FERMANAGH,52.5,51008
