code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income Deprivation_score,Income Deprivation_rank,Employment Deprivation_score,Employment Deprivation_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank
95GG370020,Ravenhill 3,Belfast,9.83,3795,8,0.18,2767,0.06,4347,1.06,4298,9.3,3402
95GG380001,Rosetta 1,Belfast,5.26,4572,10,0.09,4070,0.03,4866,1.48,3441,23.09,1812
95GG380002,Rosetta 1,Belfast,5.99,4440,9,0.11,3733,0.06,4460,1.29,3854,15.42,2577
95GG380003,Rosetta 3,Belfast,6.17,4406,9,0.08,4197,0.05,4541,1.37,3678,37.43,906
95GG380004,Rosetta 3,Belfast,5.63,4512,9,0.12,3619,0.05,4579,1.54,3316,11.38,3086
95GG380005,Rosetta 2,Belfast,20.44,2135,5,0.26,2062,0.18,1227,1.24,3973,39.23,840
95GG380006,Rosetta 3,Belfast,4.07,4784,10,0.05,4613,0.03,4863,1.53,3332,13.78,2765
95GG380007,Rosetta 1,Belfast,4.19,4765,10,0.06,4546,0.04,4788,1.5,3381,25.17,1625
95GG380008,Rosetta 2,Belfast,21.46,2011,5,0.35,1451,0.13,2224,1.41,3588,11.16,3120
95GG380009,Rosetta 2,Belfast,20.57,2117,5,0.32,1574,0.13,2377,1.32,3801,14.11,2718
95GG380010,Rosetta 1,Belfast,17.01,2540,6,0.25,2155,0.12,2483,1.7,2994,36.48,954
95GG380011,Rosetta 2,Belfast,29.24,1292,3,0.47,738,0.15,1748,1.07,4275,47.78,523
95GG380012,Rosetta 1,Belfast,6.94,4287,9,0.09,4090,0.04,4707,1.84,2722,39.56,827
95GG380013,Rosetta 2,Belfast,5.19,4586,10,0.04,4760,0.04,4768,1.44,3538,21.41,1940
95GG380014,Rosetta 1,Belfast,8.02,4102,9,0.18,2829,0.06,4336,1.11,4206,25.14,1628
95GG380015,Rosetta 3,Belfast,16.55,2623,6,0.29,1831,0.12,2600,1.29,3856,40.32,785
95GG380016,Rosetta 3,Belfast,5.66,4505,9,0.07,4385,0.06,4444,1.41,3586,17.22,2363
95GG380017,Rosetta 2,Belfast,9.03,3935,8,0.11,3780,0.05,4563,1.25,3943,47.01,541
95GG380018,Rosetta 3,Belfast,5.03,4622,10,0.09,4146,0.04,4688,1.48,3443,17.86,2303
95GG390001,Shaftesbury 3,Belfast,60.63,128,1,0.74,94,0.24,501,0.56,4971,7.36,3753
95GG390002,Shaftesbury 1,Belfast,43.9,499,1,0.51,600,0.17,1353,0.89,4561,13.42,2802
95GG390003,Shaftesbury 2,Belfast,49.94,311,1,0.47,766,0.24,525,0.85,4629,45.63,583
95GG390004,Shaftesbury 3,Belfast,61.99,111,1,0.67,182,0.29,256,0.8,4693,17.57,2328
95GG390005,Shaftesbury 3,Belfast,40.41,639,2,0.45,864,0.18,1162,0.65,4898,34.25,1053
95GG390006,Shaftesbury 2,Belfast,27.72,1403,3,0.25,2117,0.13,2180,0.55,4973,88.32,27
95GG390007,Shaftesbury 3,Belfast,29.49,1267,3,0.21,2501,0.11,2732,0.53,4983,53.51,374
95GG390008,Shaftesbury 2,Belfast,60.18,132,1,0.73,112,0.28,279,0.75,4757,51.87,412
95GG390009,Shaftesbury 3,Belfast,36.18,838,2,0.33,1553,0.17,1414,0.73,4800,38.38,868
95GG390010,Shaftesbury 3,Belfast,32.77,1033,3,0.39,1189,0.18,1281,0.66,4883,51.99,408
95GG390011,Shaftesbury 1,Belfast,30.85,1160,3,0.42,1007,0.16,1509,0.84,4640,31.7,1185
95GG390012,Shaftesbury 1,Belfast,68.45,48,1,0.67,189,0.37,71,0.7,4837,68.12,165
95GG390013,Shaftesbury 1,Belfast,73.82,22,1,0.78,65,0.33,117,0.96,4462,61.72,242
95GG390014,Shaftesbury 1,Belfast,17.83,2432,5,0.16,3089,0.05,4484,0.95,4478,64.79,194
95GG390015,Shaftesbury 1,Belfast,24.97,1640,4,0.25,2166,0.07,4136,0.79,4704,53.9,365
95GG390016,Shaftesbury 2,Belfast,66.62,67,1,0.8,57,0.34,109,1.01,4391,35.39,1008
95GG390017,Shaftesbury 1,Belfast,41.76,585,2,0.57,412,0.18,1312,1.09,4247,44.6,624
95GG390018,Shaftesbury 3,Belfast,61.68,115,1,0.65,217,0.29,224,0.7,4850,27.04,1483
95GG390019,Shaftesbury 2,Belfast,52.17,270,1,0.56,434,0.2,993,0.73,4793,90.5,22
95GG390020,Shaftesbury 2,Belfast,46.4,404,1,0.5,654,0.2,914,0.46,5011,41.86,726
95GG390021,Shaftesbury 2,Belfast,26.52,1493,3,0.23,2370,0.08,3763,0.64,4911,50.51,453
95GG390022,Shaftesbury 2,Belfast,50.4,306,1,0.52,565,0.24,506,0.43,5019,98.8,1
95GG390023,Shaftesbury 2,Belfast,45.58,440,1,0.52,578,0.19,1099,0.79,4708,28.88,1350
95GG390024,Shaftesbury 3,Belfast,67.33,62,1,0.62,287,0.43,26,0.76,4755,14.76,2651
95GG400001,Shankill 1,Belfast,52.32,267,1,0.6,350,0.23,632,0.66,4890,35.84,988
95GG400002,Shankill 1,Belfast,61.97,112,1,0.5,645,0.37,66,0.7,4842,38.11,880
95GG400003,Shankill 1,Belfast,51.71,275,1,0.51,602,0.26,400,0.71,4825,76.25,88
95GG400004,Shankill 2,Belfast,62.88,106,1,0.68,179,0.35,95,0.65,4894,52.51,395
95GG400005,Shankill 1,Belfast,52.07,271,1,0.63,259,0.22,749,0.52,4992,16.22,2476
95GG400006,Shankill 2,Belfast,64.76,89,1,0.81,55,0.28,294,0.55,4977,29.93,1281
95GG400007,Shankill 2,Belfast,53.52,239,1,0.52,550,0.26,430,0.68,4870,91.17,21
95GG400008,Shankill 2,Belfast,57.81,160,1,0.5,625,0.29,258,0.52,4988,47.27,538
95GG400009,Shankill 1,Belfast,67.28,63,1,0.72,118,0.34,114,0.74,4776,32.7,1130
95GG400010,Shankill 1,Belfast,66.3,74,1,0.79,62,0.28,293,0.62,4921,26.5,1525
95GG400011,Shankill 1,Belfast,53.19,252,1,0.61,299,0.23,641,0.67,4879,18.76,2194
95GG400012,Shankill 2,Belfast,79.32,3,1,0.92,16,0.41,38,0.73,4806,69.55,148
95GG400013,Shankill 2,Belfast,64.24,93,1,0.74,101,0.26,408,0.71,4829,36.56,948
95GG400014,Shankill 2,Belfast,66.1,78,1,0.65,218,0.4,43,0.5,5000,54.82,346
95GG400015,Shankill 2,Belfast,74.92,19,1,0.9,18,0.33,131,0.66,4888,48.57,500
95GG410001,Stormont 3,Belfast,4.76,4665,10,0.09,4137,0.07,4045,1.15,4127,9.11,3449
95GG410002,Stormont 2,Belfast,3.88,4821,10,0.1,3933,0.03,4888,1.25,3933,19.9,2079
95GG410003,Stormont 1,Belfast,3.31,4901,10,0.03,4855,0.05,4530,2.23,2122,6.77,3867
95GG410004,Stormont 1,Belfast,3.66,4853,10,0.04,4728,0.07,4017,1.92,2604,6.76,3870
95GG410005,Stormont 1,Belfast,3.65,4855,10,0.04,4731,0.06,4299,2.03,2410,8.93,3476
95GG410006,Stormont 1,Belfast,2.62,4985,10,0.04,4820,0.03,4868,2.18,2182,3.32,4493
95GG410007,Stormont 1,Belfast,2.81,4961,10,0.02,4908,0.04,4762,2.16,2218,7.66,3701
95GG410008,Stormont 2,Belfast,3.27,4905,10,0.02,4963,0.04,4706,2.48,1804,5.86,4007
95GG410009,Stormont 1,Belfast,2.78,4965,10,0.01,4999,0.03,4907,2.44,1847,2.49,4655
95GG410010,Stormont 2,Belfast,2.17,5011,10,0.01,5006,0.03,4921,1.71,2983,11.51,3070
95GG410011,Stormont 2,Belfast,2.26,5008,10,0.02,4957,0.03,4927,2.09,2323,2.37,4678
95GG410012,Stormont 3,Belfast,4.15,4771,10,0.07,4371,0.04,4760,1.37,3679,13.39,2809
95GG410013,Stormont 3,Belfast,7.46,4194,9,0.14,3363,0.08,3905,1.33,3776,10.09,3290
95GG410014,Stormont 3,Belfast,3.93,4810,10,0.01,4997,0.03,4849,1.56,3272,26.22,1545
95GG410015,Stormont 3,Belfast,13.32,3146,7,0.25,2149,0.09,3366,1.15,4140,18.31,2246
95GG410016,Stormont 2,Belfast,2.68,4980,10,0.07,4369,0.04,4823,1.34,3761,9.75,3336
95GG410017,Stormont 3,Belfast,15.52,2789,6,0.27,2018,0.13,2341,1.11,4204,19.69,2103
95GG420001,Stranmillis 3,Belfast,5.15,4593,10,0.04,4768,0.03,4928,1.37,3697,45.78,580
95GG420002,Stranmillis 3,Belfast,4.58,4701,10,0.06,4493,0.01,5002,1.52,3361,27.28,1460
95GG420003,Stranmillis 3,Belfast,6.1,4418,9,0.07,4424,0.04,4778,1.25,3930,53.95,364
95GG420004,Stranmillis 2,Belfast,5.09,4605,10,0.08,4264,0.06,4398,0.96,4457,43.46,659
95GG420005,Stranmillis 3,Belfast,4.39,4735,10,0.05,4589,0.01,5001,0.85,4626,39.9,806
95GG420006,Stranmillis 2,Belfast,1.58,5021,10,0,5011,0,5013,1.34,3758,1.27,4868
95GG420007,Stranmillis 4,Belfast,7.65,4160,9,0.13,3520,0.07,3932,1.74,2913,41.92,722
95GG420008,Stranmillis 3,Belfast,4.92,4642,10,0.02,4938,0.02,4979,2.03,2415,29.49,1307
95GG420009,Stranmillis 4,Belfast,3.87,4823,10,0.04,4812,0.05,4609,2.55,1743,2.65,4621
95GG420010,Stranmillis 4,Belfast,4.66,4684,10,0.06,4437,0.04,4724,1.92,2593,25.64,1584
95GG420011,Stranmillis 4,Belfast,5.37,4552,10,0.11,3745,0.05,4651,1.98,2509,17.01,2387
95GG420012,Stranmillis 4,Belfast,3.58,4867,10,0.02,4970,0.01,5007,2.3,2020,15.9,2515
95GG420013,Stranmillis 4,Belfast,4.15,4770,10,0.09,4148,0.02,4962,2.15,2236,8.82,3493
95GG420014,Stranmillis 4,Belfast,4.77,4664,10,0.04,4790,0.07,4178,2.35,1947,9.62,3363
95GG420015,Stranmillis 1,Belfast,3.51,4876,10,0.04,4806,0.03,4901,2.62,1692,10.24,3259
95GG420016,Stranmillis 1,Belfast,3.9,4817,10,0.01,4972,0.04,4784,2.86,1516,15.2,2603
95GG420017,Stranmillis 1,Belfast,3.82,4833,10,0.07,4342,0.04,4759,2.03,2416,17.75,2313
95GG420018,Stranmillis 1,Belfast,3.44,4882,10,0.03,4882,0.03,4857,2.7,1631,7.76,3681
95GG420019,Stranmillis 1,Belfast,3.63,4860,10,0.01,4976,0.02,4984,3.36,1282,7.84,3668
95GG430001,Sydenham 1,Belfast,38.18,730,2,0.53,510,0.22,781,2.23,2123,6.96,3832
95GG430002,Sydenham 1,Belfast,39.75,660,2,0.41,1111,0.25,453,1.59,3216,14.86,2640
95GG430003,Sydenham 1,Belfast,17.13,2522,6,0.16,3080,0.12,2597,1.32,3795,20.09,2059
95GG430004,Sydenham 1,Belfast,20.5,2129,5,0.21,2527,0.16,1567,1.42,3559,24.38,1690
95GG430005,Sydenham 1,Belfast,26.82,1480,3,0.28,1843,0.2,930,1.58,3222,7.43,3738
95GG430006,Sydenham 2,Belfast,14,3047,7,0.25,2197,0.09,3289,1.32,3797,9.73,3343
95GG430007,Sydenham 2,Belfast,12.72,3256,7,0.18,2840,0.07,4170,1.22,4007,41.29,744
95GG430008,Sydenham 2,Belfast,15.31,2819,6,0.16,3050,0.12,2396,1.23,3996,10.28,3252
95GG430009,Sydenham 2,Belfast,16.41,2643,6,0.2,2582,0.12,2537,1.07,4290,13.02,2855
95GG430010,Sydenham 1,Belfast,31.21,1138,3,0.38,1240,0.21,874,1.52,3349,23.16,1804
95GG430011,Sydenham 2,Belfast,17.28,2497,5,0.12,3633,0.16,1580,1.13,4169,10.76,3191
95GG430012,Sydenham 3,Belfast,19.24,2271,5,0.25,2148,0.12,2406,0.79,4709,15.89,2517
95GG430013,Sydenham 3,Belfast,30.56,1178,3,0.35,1405,0.14,2043,1.36,3719,24.27,1698
95GG430014,Sydenham 2,Belfast,16.52,2626,6,0.27,1978,0.09,3359,0.89,4563,20.23,2040
95GG430015,Sydenham 3,Belfast,15.68,2758,6,0.12,3715,0.08,3606,1.07,4284,27.25,1465
95GG430016,Sydenham 3,Belfast,22.77,1860,4,0.25,2125,0.13,2169,0.74,4775,22.77,1825
95GG430017,Sydenham 3,Belfast,27.99,1377,3,0.3,1732,0.16,1657,1.25,3947,49.7,472
95GG430018,Sydenham 3,Belfast,15.55,2781,6,0.19,2683,0.08,3811,1.09,4237,23.4,1787
95GG430019,Sydenham 3,Belfast,15.99,2706,6,0.13,3548,0.1,3073,0.75,4771,38,883
95GG440001,The Mount 1,Belfast,54.72,215,1,0.6,348,0.22,734,0.78,4715,27.7,1432
95GG440002,The Mount 1,Belfast,44.52,473,1,0.49,698,0.2,923,0.83,4660,46.84,546
95GG440003,The Mount 1,Belfast,45.62,439,1,0.46,784,0.22,690,0.93,4498,76.55,84
95GG440004,The Mount 1,Belfast,40.87,621,2,0.41,1083,0.19,1102,0.78,4725,62.74,229
95GG440005,The Mount 2,Belfast,39.2,676,2,0.48,722,0.2,973,0.87,4598,37.18,915
95GG440006,The Mount 1,Belfast,42.81,535,2,0.51,622,0.16,1544,0.66,4891,58.47,286
95GG440007,The Mount 2,Belfast,53.41,242,1,0.61,315,0.24,523,0.72,4814,25.6,1589
95GG440008,The Mount 2,Belfast,43.6,502,1,0.51,596,0.17,1340,1.01,4372,51.55,419
95GG440009,The Mount 2,Belfast,64.34,91,1,0.74,103,0.3,199,0.75,4769,58.66,279
95GG440010,The Mount 2,Belfast,29.87,1238,3,0.25,2139,0.11,2975,0.73,4798,51.43,425
95GG440011,The Mount 2,Belfast,78.06,8,1,0.88,24,0.42,28,0.78,4718,59.61,267
95GG440012,The Mount 2,Belfast,32.07,1069,3,0.32,1579,0.11,2883,0.74,4782,40.67,768
95GG440013,The Mount 2,Belfast,34.86,913,2,0.5,637,0.12,2639,0.89,4576,52.88,386
95GG440014,The Mount 2,Belfast,23.71,1747,4,0.28,1868,0.13,2299,0.86,4614,38.72,856
95GG440015,The Mount 1,Belfast,52.74,259,1,0.53,509,0.23,608,0.78,4719,64.68,195
95GG440016,The Mount 1,Belfast,48.09,359,1,0.57,407,0.19,1018,0.77,4727,30.66,1237
95GG440017,The Mount 1,Belfast,48.91,336,1,0.61,322,0.2,894,0.77,4729,50.27,459
95GG440018,The Mount 1,Belfast,53.56,237,1,0.69,160,0.23,645,0.77,4742,14.17,2711
95GG450001,Upper Malone 2,Belfast,29.88,1236,3,0.4,1182,0.17,1499,1.48,3445,24.08,1718
95GG450002,Upper Malone 1,Belfast,13.01,3203,7,0.22,2450,0.11,2836,1.78,2839,39.48,828
95GG450003,Upper Malone 2,Belfast,45.84,429,1,0.53,508,0.26,425,1.42,3565,15.15,2613
95GG450004,Upper Malone 2,Belfast,49.93,312,1,0.54,487,0.27,321,1.49,3425,5.64,4045
95GG450005,Upper Malone 3,Belfast,20.44,2137,5,0.31,1667,0.16,1699,1.44,3539,12.8,2889
95GG450006,Upper Malone 3,Belfast,20.48,2130,5,0.28,1858,0.15,1787,1.58,3234,14.95,2631
95GG450007,Upper Malone 3,Belfast,16.96,2544,6,0.27,1981,0.12,2450,1.62,3154,10.29,3250
95GG450008,Upper Malone 3,Belfast,4.63,4688,10,0.06,4480,0.04,4775,1.64,3118,12.84,2888
95GG450009,Upper Malone 3,Belfast,19.71,2215,5,0.28,1895,0.17,1342,1.54,3320,18.61,2210
95GG450010,Upper Malone 2,Belfast,15.71,2756,6,0.14,3397,0.14,2064,1.51,3365,9.25,3417
95GG450011,Upper Malone 1,Belfast,5.74,4486,9,0.03,4854,0.06,4361,2.73,1615,36.98,927
95GG450012,Upper Malone 3,Belfast,4.74,4674,10,0.07,4368,0.05,4657,1.83,2733,11.66,3039
95GG450013,Upper Malone 1,Belfast,2.41,4997,10,0.01,5001,0.02,4958,2.07,2350,7.38,3748
95GG450014,Upper Malone 1,Belfast,3.42,4888,10,0.03,4863,0.04,4827,2.4,1890,11.79,3024
95GG450015,Upper Malone 1,Belfast,3.11,4925,10,0.03,4864,0.02,4974,2.3,2008,10.83,3183
95GG450016,Upper Malone 2,Belfast,41.66,592,2,0.51,620,0.25,434,1.22,4010,13.02,2856
95GG450017,Upper Malone 2,Belfast,44.71,467,1,0.56,445,0.27,365,1.23,3998,7.06,3805
95GG460001,Upper Springfield 2,Belfast,58.2,156,1,0.83,38,0.23,598,1.34,3762,34.66,1038
95GG460002,Upper Springfield 1,Belfast,75.84,16,1,0.87,28,0.42,32,1.48,3434,29.54,1304
95GG460003,Upper Springfield 2,Belfast,44.12,491,1,0.48,713,0.25,445,1.4,3611,43.4,662
95GG460004,Upper Springfield 1,Belfast,34.56,926,2,0.37,1291,0.2,882,1.49,3403,25.82,1565
95GG460005,Upper Springfield 2,Belfast,54.67,218,1,0.66,203,0.29,253,1.11,4200,25.66,1579
95GG460006,Upper Springfield 2,Belfast,24.35,1691,4,0.32,1598,0.14,2010,1.06,4299,9.44,3387
95GG460007,Upper Springfield 2,Belfast,48.37,352,1,0.54,505,0.3,207,1.04,4332,67.68,169
95GG460008,Upper Springfield 1,Belfast,53.38,243,1,0.58,399,0.29,240,1.22,4013,28.77,1361
95GG460009,Upper Springfield 3,Belfast,40.01,652,2,0.49,696,0.22,751,0.85,4630,34.2,1056
95GG460010,Upper Springfield 3,Belfast,70.66,41,1,0.76,79,0.39,52,0.93,4508,51.78,414
95GG460011,Upper Springfield 1,Belfast,60.85,124,1,0.68,174,0.35,88,0.99,4421,24.87,1649
95GG460012,Upper Springfield 3,Belfast,61.05,120,1,0.67,191,0.35,87,0.98,4431,15.24,2599
95GG460013,Upper Springfield 3,Belfast,73.04,27,1,0.88,26,0.49,6,1.01,4381,42.52,702
95GG460014,Upper Springfield 1,Belfast,59.62,142,1,0.63,267,0.33,122,0.99,4409,26.88,1491
95GG460015,Upper Springfield 3,Belfast,58.68,152,1,0.61,308,0.36,78,0.84,4641,33.94,1068
95GG470001,Water Works 3,Belfast,49.87,313,1,0.56,436,0.26,406,0.64,4907,65.84,188
95GG470002,Water Works 2,Belfast,42.9,531,2,0.45,832,0.25,455,0.86,4619,39.31,836
95GG470003,Water Works 3,Belfast,36.41,822,2,0.43,981,0.2,955,0.69,4863,60.16,260
95GG470004,Water Works 2,Belfast,67.69,56,1,0.81,53,0.44,22,0.73,4803,92.93,15
95GG470005,Water Works 2,Belfast,44.78,465,1,0.43,1000,0.27,341,0.8,4686,69.37,151
95GG470006,Water Works 1,Belfast,44.91,459,1,0.47,764,0.25,443,0.66,4892,58.28,291
95GG470007,Water Works 2,Belfast,38.96,690,2,0.45,862,0.16,1550,0.68,4867,43.1,673
95GG470008,Water Works 1,Belfast,59.66,141,1,0.72,120,0.24,556,0.75,4764,78.79,74
95GG470009,Water Works 2,Belfast,38.28,728,2,0.45,854,0.24,495,0.79,4710,31.04,1215
95GG470010,Water Works 1,Belfast,49.61,316,1,0.49,674,0.28,274,0.73,4804,64.23,204
95GG470011,Water Works 1,Belfast,53.22,250,1,0.51,621,0.35,93,0.47,5008,60.67,253
95GG470012,Water Works 1,Belfast,64.34,92,1,0.69,166,0.29,231,0.75,4756,80.03,64
95GG470013,Water Works 2,Belfast,63.21,103,1,0.74,102,0.3,190,0.81,4684,81.89,54
95GG470014,Water Works 1,Belfast,67.79,55,1,0.78,63,0.33,130,0.52,4991,94.68,10
95GG470015,Water Works 1,Belfast,49.05,331,1,0.57,417,0.26,428,0.57,4959,43.81,650
95GG470016,Water Works 3,Belfast,26.48,1497,3,0.31,1657,0.13,2337,0.83,4657,29.97,1278
95GG470017,Water Works 3,Belfast,33.36,996,2,0.34,1474,0.2,881,0.89,4582,25.31,1613
95GG470018,Water Works 3,Belfast,54.36,225,1,0.59,367,0.32,150,0.81,4671,79.95,65
95GG470019,Water Works 3,Belfast,55.48,199,1,0.65,227,0.27,332,0.71,4833,83.66,45
95GG470020,Water Works 3,Belfast,50.63,296,1,0.55,484,0.27,334,0.65,4897,86.12,33
95GG480001,Whiterock 1,Belfast,65.8,82,1,0.74,89,0.36,75,0.81,4676,28,1413
95GG480002,Whiterock 3,Belfast,81.73,1,1,0.89,21,0.54,1,0.96,4467,84.67,39
95GG480003,Whiterock 2,Belfast,79.31,4,1,0.99,5,0.41,37,1.21,4019,30.77,1230
95GG480004,Whiterock 3,Belfast,67.49,58,1,0.73,108,0.34,113,0.92,4525,26.41,1532
95GG480005,Whiterock 2,Belfast,75.02,18,1,0.83,44,0.46,16,0.97,4440,32.7,1129
95GG480006,Whiterock 2,Belfast,65.76,83,1,0.74,98,0.32,139,1.07,4281,31.88,1176
95GG480007,Whiterock 3,Belfast,60.07,133,1,0.65,220,0.29,220,0.8,4687,40.83,762
95GG480008,Whiterock 3,Belfast,76.31,12,1,0.79,60,0.41,36,0.94,4490,73.01,115
95GG480009,Whiterock 1,Belfast,49.98,310,1,0.61,301,0.25,484,0.72,4807,46.06,571
95GG480010,Whiterock 2,Belfast,79.01,7,1,0.93,13,0.52,2,1.08,4249,32.62,1134
95GG480011,Whiterock 3,Belfast,70.54,42,1,0.71,132,0.37,70,0.85,4632,54.78,348
95GG480012,Whiterock 1,Belfast,63.49,101,1,0.65,232,0.4,44,0.96,4455,52.3,400
95GG480013,Whiterock 1,Belfast,36.42,820,2,0.35,1444,0.27,366,0.6,4930,31.04,1214
95GG480014,Whiterock 1,Belfast,57.47,167,1,0.61,314,0.36,77,0.58,4952,41.82,728
95GG490001,Windsor 3,Belfast,19.97,2186,5,0.3,1757,0.1,3074,0.93,4515,58.45,287
95GG490002,Windsor 2,Belfast,8.81,3973,8,0.08,4276,0.04,4770,0.97,4443,43.84,647
95GG490003,Windsor 2,Belfast,6.62,4328,9,0.08,4278,0.04,4704,1.07,4280,18.41,2230
95GG490004,Windsor 2,Belfast,8.63,4001,8,0.09,4003,0.04,4789,0.88,4591,39.62,821
95GG490005,Windsor 2,Belfast,12.14,3365,7,0.19,2755,0.07,4144,0.87,4609,41.88,724
95GG490006,Windsor 2,Belfast,13.71,3089,7,0.15,3216,0.13,2283,0.91,4535,25.75,1570
95GG490007,Windsor 1,Belfast,5.73,4487,9,0.08,4259,0.02,4953,0.74,4787,35.01,1019
95GG490008,Windsor 1,Belfast,4.76,4667,10,0.04,4793,0.02,4972,1.12,4176,24.16,1709
95GG490009,Windsor 1,Belfast,6.05,4429,9,0.03,4866,0.02,4976,0.93,4501,53.55,373
95GG490010,Windsor 1,Belfast,5.93,4450,9,0.12,3683,0.03,4889,1,4393,11.85,3014
95GG490011,Windsor 1,Belfast,10.39,3685,8,0.15,3282,0.08,3734,0.68,4865,34.46,1045
95GG490012,Windsor 1,Belfast,22.75,1865,4,0.31,1655,0.19,1083,0.67,4873,37.51,904
95GG490013,Windsor 4,Belfast,12.62,3279,7,0.1,3899,0.03,4939,0.77,4732,59.92,264
95GG490014,Windsor 4,Belfast,13.47,3127,7,0.13,3467,0.07,4195,0.81,4678,53.87,366
95GG490015,Windsor 4,Belfast,14.38,2983,6,0.15,3187,0.07,4074,0.88,4584,84.4,41
95GG490016,Windsor 4,Belfast,13.66,3100,7,0.15,3205,0.06,4235,0.75,4758,66.1,185
95GG490017,Windsor 4,Belfast,10.18,3725,8,0.1,3975,0.04,4792,0.86,4617,42.57,700
95GG490018,Windsor 4,Belfast,26.49,1496,3,0.26,2050,0.19,1082,0.72,4819,60.18,259
95GG490019,Windsor 3,Belfast,11.04,3564,8,0.12,3607,0.05,4619,0.81,4682,70.74,133
95GG490020,Windsor 3,Belfast,16.66,2595,6,0.22,2426,0.07,3976,0.91,4536,67.42,172
95GG490021,Windsor 3,Belfast,7.97,4113,9,0.09,4143,0.03,4890,0.91,4531,41.13,753
95GG490022,Windsor 3,Belfast,8.34,4046,9,0.08,4183,0.03,4896,0.8,4689,50.28,458
95GG490023,Windsor 2,Belfast,8.42,4034,9,0.07,4391,0.04,4809,0.91,4546,57.39,308
95GG490024,Windsor 3,Belfast,11.38,3495,7,0.14,3439,0.08,3899,0.87,4606,46.79,547
95GG490025,Windsor 2,Belfast,7.82,4129,9,0.08,4268,0.05,4635,0.94,4492,24.66,1661
95GG500001,Woodstock 3,Belfast,42.84,533,2,0.47,754,0.19,1009,0.77,4728,56.34,322
95GG500002,Woodstock 1,Belfast,30.78,1164,3,0.31,1683,0.14,2022,0.92,4522,28.58,1375
95GG500003,Woodstock 3,Belfast,23.2,1812,4,0.24,2219,0.06,4447,1.02,4359,44.92,606
95GG500004,Woodstock 1,Belfast,42.08,569,2,0.42,1004,0.19,1130,0.94,4494,48.03,516
95GG500005,Woodstock 1,Belfast,27.31,1436,3,0.23,2293,0.13,2274,0.94,4493,35.66,996
95GG500006,Woodstock 3,Belfast,37.56,757,2,0.46,803,0.16,1674,1.06,4300,28.54,1379
95GG500007,Woodstock 1,Belfast,38.96,689,2,0.46,818,0.18,1255,0.87,4601,35.92,982
95GG500008,Woodstock 1,Belfast,31.32,1129,3,0.37,1297,0.12,2657,1.08,4255,27.24,1467
95GG500009,Woodstock 1,Belfast,32.94,1029,3,0.29,1818,0.14,1968,0.92,4516,52.73,387
95GG500010,Woodstock 2,Belfast,42.46,551,2,0.42,1020,0.23,609,1.14,4149,43.05,678
95GG500011,Woodstock 2,Belfast,58.91,151,1,0.73,116,0.27,367,0.84,4638,31.7,1184
95GG500012,Woodstock 2,Belfast,57.29,170,1,0.67,184,0.26,411,0.95,4474,33.51,1089
95GG500013,Woodstock 2,Belfast,40.87,622,2,0.47,740,0.15,1743,0.91,4544,37.63,894
95GG500014,Woodstock 2,Belfast,47.15,389,1,0.55,478,0.22,721,0.84,4647,41.55,735
95GG500015,Woodstock 3,Belfast,38.7,704,2,0.37,1329,0.19,1121,0.8,4694,35.86,984
95GG500016,Woodstock 3,Belfast,41.85,580,2,0.47,742,0.16,1672,0.86,4618,23.96,1728
95GG500017,Woodstock 3,Belfast,35.69,869,2,0.32,1606,0.16,1592,0.86,4615,38.9,846
95GG500018,Woodstock 2,Belfast,41.65,593,2,0.46,808,0.2,892,0.96,4464,36.68,944
95GG500019,Woodstock 2,Belfast,36.45,819,2,0.44,897,0.14,1932,0.87,4604,49.02,487
95GG500020,Woodstock 3,Belfast,36.61,810,2,0.44,903,0.15,1731,0.88,4583,46.35,557
95GG510001,Woodvale 1,Belfast,47.68,368,1,0.58,384,0.22,712,0.73,4792,34.84,1028
95GG510002,Woodvale 3,Belfast,31.45,1118,3,0.39,1225,0.14,2121,0.93,4497,25.21,1622
95GG510003,Woodvale 3,Belfast,38.38,725,2,0.44,934,0.17,1446,0.88,4590,53.73,369
95GG510004,Woodvale 3,Belfast,55.51,197,1,0.65,228,0.26,432,0.88,4596,19.51,2120
95GG510005,Woodvale 2,Belfast,29.89,1235,3,0.37,1332,0.12,2443,0.93,4505,27.3,1458
95GG510006,Woodvale 3,Belfast,71.69,32,1,0.84,36,0.37,67,0.88,4595,14.95,2630
95GG510007,Woodvale 3,Belfast,57.18,172,1,0.6,342,0.32,141,0.83,4648,18.38,2236
95GG510008,Woodvale 3,Belfast,65.4,86,1,0.83,41,0.29,236,0.77,4738,15.61,2555
95GG510009,Woodvale 2,Belfast,46.65,397,1,0.48,729,0.26,410,0.76,4753,19.2,2152
95GG510010,Woodvale 2,Belfast,47.99,362,1,0.48,726,0.29,226,0.68,4872,29.24,1325
95GG510011,Woodvale 2,Belfast,46.59,398,1,0.56,441,0.22,680,0.71,4830,23.32,1790
95GG510012,Woodvale 2,Belfast,57.81,161,1,0.56,435,0.35,89,0.61,4925,58.19,295
95GG510013,Woodvale 2,Belfast,37.45,764,2,0.4,1149,0.19,1046,0.58,4951,30.71,1234
95GG510014,Woodvale 1,Belfast,47.26,383,1,0.45,830,0.29,221,0.61,4927,24.5,1681
