Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Spelga,N00003861,"Newry, Mourne and Down",1877,1368,2585,5
Spelga,N00003862,"Newry, Mourne and Down",1898,750,2724,5
St Mary's,N00003863,"Newry, Mourne and Down",253,199,550,1
St Mary's,N00003864,"Newry, Mourne and Down",2132,3081,1638,5
St Mary's,N00003865,"Newry, Mourne and Down",1455,2036,1330,4
St Mary's,N00003866,"Newry, Mourne and Down",2263,3005,1629,5
St Mary's,N00003867,"Newry, Mourne and Down",1379,1729,1228,4
St Mary's,N00003868,"Newry, Mourne and Down",1859,1789,1643,5
St Patrick's_1,N00003869,"Newry, Mourne and Down",1704,2856,1208,4
St Patrick's_1,N00003870,"Newry, Mourne and Down",438,92,1280,1
St Patrick's_1,N00003871,"Newry, Mourne and Down",3691,2364,3465,9
St Patrick's_2,N00003872,"Newry, Mourne and Down",346,535,544,1
St Patrick's_2,N00003873,"Newry, Mourne and Down",1302,1019,1276,3
Tullyhappy,N00003874,"Newry, Mourne and Down",2061,1111,2349,5
Tullyhappy,N00003875,"Newry, Mourne and Down",1174,414,1668,3
Tullyhappy,N00003876,"Newry, Mourne and Down",1078,172,2727,3
Tullyhappy,N00003877,"Newry, Mourne and Down",2648,2086,3497,6
Tullyhappy,N00003878,"Newry, Mourne and Down",2011,811,4010,5
Tullyhappy,N00003879,"Newry, Mourne and Down",2362,1719,3366,6
Tullyhappy,N00003880,"Newry, Mourne and Down",2461,1018,3349,6
Windsor Hill_1,N00003881,"Newry, Mourne and Down",3137,2901,2048,7
Windsor Hill_1,N00003882,"Newry, Mourne and Down",4099,4403,3118,10
Windsor Hill_1,N00003883,"Newry, Mourne and Down",3466,2608,3008,8
Windsor Hill_2,N00003884,"Newry, Mourne and Down",2275,2131,2279,6
Windsor Hill_2,N00003885,"Newry, Mourne and Down",1844,2725,1547,5
Windsor Hill_2,N00003886,"Newry, Mourne and Down",1533,2548,935,4
Abbey_1,N00003887,Antrim and Newtownabbey,1837,1741,1289,5
Abbey_1,N00003888,Antrim and Newtownabbey,4046,4242,4208,9
Abbey_1,N00003889,Antrim and Newtownabbey,2728,2515,1835,7
Abbey_1,N00003890,Antrim and Newtownabbey,1459,3658,781,4
Abbey_2,N00003891,Antrim and Newtownabbey,2602,2854,2804,6
Abbey_2,N00003892,Antrim and Newtownabbey,2344,1755,2434,6
Abbey_2,N00003893,Antrim and Newtownabbey,1770,1083,1937,4
Abbey_2,N00003894,Antrim and Newtownabbey,1685,1880,1296,4
Abbey_2,N00003895,Antrim and Newtownabbey,2548,2773,2345,6
Ballyclare North_1,N00003896,Antrim and Newtownabbey,1530,2455,945,4
Ballyclare North_1,N00003897,Antrim and Newtownabbey,874,1754,889,2
Ballyclare North_1,N00003898,Antrim and Newtownabbey,4349,3442,3771,10
Ballyclare North_1,N00003899,Antrim and Newtownabbey,4005,2312,3807,9
Ballyclare North_2,N00003900,Antrim and Newtownabbey,1204,2766,1127,3
Ballyclare North_2,N00003901,Antrim and Newtownabbey,300,161,755,1
Ballyclare North_2,N00003902,Antrim and Newtownabbey,3804,2958,3705,9
Ballyclare North_2,N00003903,Antrim and Newtownabbey,4447,3412,4490,10
Ballyclare North_2,N00003904,Antrim and Newtownabbey,2508,1044,2891,6
Ballyclare South_1,N00003905,Antrim and Newtownabbey,1727,2778,1002,4
Ballyclare South_1,N00003906,Antrim and Newtownabbey,1573,1723,1669,4
Ballyclare South_1,N00003907,Antrim and Newtownabbey,3065,3617,3253,7
Ballyclare South_1,N00003908,Antrim and Newtownabbey,755,2782,395,2
Ballyclare South_1,N00003909,Antrim and Newtownabbey,1301,1225,1142,3
Ballyclare South_1,N00003910,Antrim and Newtownabbey,1864,2093,2017,5
Ballyclare South_2,N00003911,Antrim and Newtownabbey,3811,3523,3460,9
Ballyclare South_2,N00003912,Antrim and Newtownabbey,3791,3174,3326,9
Ballyclare South_2,N00003913,Antrim and Newtownabbey,1609,3863,1240,4
Ballyduff_1,N00003914,Antrim and Newtownabbey,3790,4042,3610,9
Ballyduff_1,N00003915,Antrim and Newtownabbey,1245,1662,1947,3
Ballyduff_1,N00003916,Antrim and Newtownabbey,3728,4156,3542,9
Ballyduff_1,N00003917,Antrim and Newtownabbey,1428,2152,1014,4
Ballyduff_1,N00003918,Antrim and Newtownabbey,1087,968,1332,3
Ballyduff_2,N00003919,Antrim and Newtownabbey,3816,4231,3135,9
Ballyduff_2,N00003920,Antrim and Newtownabbey,3153,3774,2411,7
Ballyduff_2,N00003921,Antrim and Newtownabbey,3286,3052,2567,8
Ballyduff_2,N00003922,Antrim and Newtownabbey,2695,2757,2138,6
Ballyhenry_1,N00003923,Antrim and Newtownabbey,3462,3403,3110,8
Ballyhenry_1,N00003924,Antrim and Newtownabbey,2453,3728,1891,6
Ballyhenry_1,N00003925,Antrim and Newtownabbey,3182,3501,2888,8
Ballyhenry_1,N00003926,Antrim and Newtownabbey,3943,3958,4295,9
Ballyhenry_1,N00003927,Antrim and Newtownabbey,4326,4019,4151,10
Ballyhenry_2,N00003928,Antrim and Newtownabbey,1866,2507,1237,5
Ballyhenry_2,N00003929,Antrim and Newtownabbey,4089,4400,3660,10
Ballyhenry_2,N00003930,Antrim and Newtownabbey,3609,3528,2998,8
Ballyhenry_2,N00003931,Antrim and Newtownabbey,1256,1855,1200,3
Ballynure_1,N00003932,Antrim and Newtownabbey,3261,2654,3691,8
Ballynure_1,N00003933,Antrim and Newtownabbey,3568,3230,4165,8
Ballynure_1,N00003934,Antrim and Newtownabbey,2590,2416,3452,6
Ballynure_2,N00003935,Antrim and Newtownabbey,2902,1426,3383,7
Ballynure_2,N00003936,Antrim and Newtownabbey,4122,3983,3811,10
Ballynure_2,N00003937,Antrim and Newtownabbey,3732,2792,4474,9
Ballyrobert_1,N00003938,Antrim and Newtownabbey,2638,2153,2643,6
Ballyrobert_1,N00003939,Antrim and Newtownabbey,3796,4183,4027,9
Ballyrobert_1,N00003940,Antrim and Newtownabbey,3595,3474,3334,8
Ballyrobert_1,N00003941,Antrim and Newtownabbey,3807,3372,3899,9
Ballyrobert_1,N00003942,Antrim and Newtownabbey,4293,3914,4290,10
Ballyrobert_2,N00003943,Antrim and Newtownabbey,3403,3791,2861,8
Ballyrobert_2,N00003944,Antrim and Newtownabbey,3467,3698,3332,8
Ballyrobert_2,N00003945,Antrim and Newtownabbey,3751,3793,3333,9
Ballyrobert_2,N00003946,Antrim and Newtownabbey,4272,4492,3846,10
Ballyrobert_2,N00003947,Antrim and Newtownabbey,3825,3829,3977,9
Burnthill_1,N00003948,Antrim and Newtownabbey,4036,4462,3880,9
Burnthill_1,N00003949,Antrim and Newtownabbey,4063,4260,4073,9
Burnthill_1,N00003950,Antrim and Newtownabbey,2853,2203,2547,7
Burnthill_1,N00003951,Antrim and Newtownabbey,2952,3840,1931,7
Burnthill_2,N00003952,Antrim and Newtownabbey,3315,4207,2471,8
Burnthill_2,N00003953,Antrim and Newtownabbey,3654,3317,2922,9
Burnthill_2,N00003954,Antrim and Newtownabbey,3709,3757,3112,9
Burnthill_2,N00003955,Antrim and Newtownabbey,3888,4532,3079,9
Burnthill_2,N00003956,Antrim and Newtownabbey,3763,3916,3599,9
Carnmoney_1,N00003957,Antrim and Newtownabbey,353,1417,485,1
Carnmoney_1,N00003958,Antrim and Newtownabbey,872,1282,767,2
Carnmoney_1,N00003959,Antrim and Newtownabbey,1433,1817,1028,4
Carnmoney_1,N00003960,Antrim and Newtownabbey,3242,1757,3515,8
Carnmoney_2,N00003961,Antrim and Newtownabbey,3605,4524,2532,8
Carnmoney_2,N00003962,Antrim and Newtownabbey,3982,4052,3297,9
Carnmoney_2,N00003963,Antrim and Newtownabbey,4100,4531,3481,10
Cloughfern_1,N00003964,Antrim and Newtownabbey,2041,2756,2153,5
Cloughfern_1,N00003965,Antrim and Newtownabbey,3266,1966,3086,8
Cloughfern_1,N00003966,Antrim and Newtownabbey,1170,2643,1221,3
Cloughfern_1,N00003967,Antrim and Newtownabbey,4246,3975,4134,10
Cloughfern_1,N00003968,Antrim and Newtownabbey,2917,4028,2140,7
Cloughfern_2,N00003969,Antrim and Newtownabbey,2144,1124,2215,5
Cloughfern_2,N00003970,Antrim and Newtownabbey,3006,3520,2433,7
Cloughfern_2,N00003971,Antrim and Newtownabbey,2378,3067,1821,6
Cloughfern_2,N00003972,Antrim and Newtownabbey,1400,3296,782,4
Collinbridge_1,N00003973,Antrim and Newtownabbey,3704,2164,3931,9
Collinbridge_1,N00003974,Antrim and Newtownabbey,4198,4015,4222,10
Collinbridge_1,N00003975,Antrim and Newtownabbey,3958,3504,3920,9
Collinbridge_1,N00003976,Antrim and Newtownabbey,3539,3985,3384,8
Collinbridge_2,N00003977,Antrim and Newtownabbey,3864,4339,3034,9
Collinbridge_2,N00003978,Antrim and Newtownabbey,3877,3572,3587,9
Collinbridge_2,N00003979,Antrim and Newtownabbey,2996,3556,2843,7
Collinbridge_2,N00003980,Antrim and Newtownabbey,4230,4377,3640,10
Coole,N00003981,Antrim and Newtownabbey,1162,1454,955,3
Coole,N00003982,Antrim and Newtownabbey,2498,2551,2094,6
Coole,N00003983,Antrim and Newtownabbey,764,1243,644,2
Coole,N00003984,Antrim and Newtownabbey,1554,1831,1264,4
Coole,N00003985,Antrim and Newtownabbey,478,2523,475,2
Coole,N00003986,Antrim and Newtownabbey,536,1392,439,2
Coole,N00003987,Antrim and Newtownabbey,435,418,434,1
Coole,N00003988,Antrim and Newtownabbey,770,796,664,2
Coole,N00003989,Antrim and Newtownabbey,76,39,269,1
Doagh_1,N00003990,Antrim and Newtownabbey,4237,3912,4433,10
Doagh_1,N00003991,Antrim and Newtownabbey,2276,2485,1987,6
Doagh_1,N00003992,Antrim and Newtownabbey,3948,4154,3350,9
Doagh_1,N00003993,Antrim and Newtownabbey,3527,2065,3703,8
Doagh_1,N00003994,Antrim and Newtownabbey,3965,3691,4480,9
Doagh_2,N00003995,Antrim and Newtownabbey,3227,3338,3848,8
Doagh_2,N00003996,Antrim and Newtownabbey,2166,1523,2432,5
Doagh_2,N00003997,Antrim and Newtownabbey,3789,2758,4061,9
Doagh_2,N00003998,Antrim and Newtownabbey,3309,2349,4108,8
Doagh_2,N00003999,Antrim and Newtownabbey,3675,2681,3959,9
Dunanney,N00004000,Antrim and Newtownabbey,816,1380,902,2
Dunanney,N00004001,Antrim and Newtownabbey,926,1032,909,3
Dunanney,N00004002,Antrim and Newtownabbey,306,567,380,1
Dunanney,N00004003,Antrim and Newtownabbey,1206,2103,1343,3
Dunanney,N00004004,Antrim and Newtownabbey,629,1354,620,2
Dunanney,N00004005,Antrim and Newtownabbey,507,956,158,2
Dunanney,N00004006,Antrim and Newtownabbey,779,601,800,2
Dunanney,N00004007,Antrim and Newtownabbey,224,266,511,1
Glebe_1,N00004008,Antrim and Newtownabbey,3422,3468,2954,8
Glebe_1,N00004009,Antrim and Newtownabbey,3442,2924,2925,8
Glebe_1,N00004010,Antrim and Newtownabbey,3513,3784,3107,8
Glebe_1,N00004011,Antrim and Newtownabbey,3574,2783,3354,8
Glebe_2,N00004012,Antrim and Newtownabbey,4172,3542,3829,10
Glebe_2,N00004013,Antrim and Newtownabbey,3637,3046,3459,9
Glebe_2,N00004014,Antrim and Newtownabbey,4307,4438,4267,10
Glebe_2,N00004015,Antrim and Newtownabbey,3856,3759,2890,9
Glebe_2,N00004016,Antrim and Newtownabbey,3746,3116,3594,9
Glengormley_1,N00004017,Antrim and Newtownabbey,3754,3502,3683,9
Glengormley_1,N00004018,Antrim and Newtownabbey,2301,3327,1716,6
Glengormley_1,N00004019,Antrim and Newtownabbey,3521,3968,3454,8
Glengormley_1,N00004020,Antrim and Newtownabbey,3247,4257,2622,8
Glengormley_1,N00004021,Antrim and Newtownabbey,3873,4198,3789,9
Glengormley_2,N00004022,Antrim and Newtownabbey,545,948,430,2
Glengormley_2,N00004023,Antrim and Newtownabbey,1280,468,1833,3
Glengormley_2,N00004024,Antrim and Newtownabbey,844,1229,974,2
Glengormley_2,N00004025,Antrim and Newtownabbey,2327,3685,1907,6
Hawthorne,N00004026,Antrim and Newtownabbey,4053,4379,3672,9
Hawthorne,N00004027,Antrim and Newtownabbey,3859,4149,3289,9
Hawthorne,N00004028,Antrim and Newtownabbey,2227,2013,1932,5
Hawthorne,N00004029,Antrim and Newtownabbey,2730,3373,1502,7
Hawthorne,N00004030,Antrim and Newtownabbey,2931,3906,2591,7
Hawthorne,N00004031,Antrim and Newtownabbey,635,2236,621,2
Hawthorne,N00004032,Antrim and Newtownabbey,2265,1982,1953,5
Hawthorne,N00004033,Antrim and Newtownabbey,1388,4047,1016,4
Hightown,N00004034,Antrim and Newtownabbey,1972,2520,2198,5
Hightown,N00004035,Antrim and Newtownabbey,3536,4486,2658,8
Hightown,N00004036,Antrim and Newtownabbey,2267,1479,2329,5
Hightown,N00004037,Antrim and Newtownabbey,2353,2023,2710,6
Hightown,N00004038,Antrim and Newtownabbey,1453,768,2090,4
Hightown,N00004039,Antrim and Newtownabbey,3179,2890,3357,8
Hightown,N00004040,Antrim and Newtownabbey,4164,3847,3987,10
Hightown,N00004041,Antrim and Newtownabbey,1990,2063,1510,5
Jordanstown_1,N00004042,Antrim and Newtownabbey,4201,3291,3698,10
Jordanstown_1,N00004043,Antrim and Newtownabbey,4345,3725,4006,10
Jordanstown_1,N00004044,Antrim and Newtownabbey,3212,2122,2684,8
Jordanstown_1,N00004045,Antrim and Newtownabbey,3092,3074,2461,7
Jordanstown_1,N00004046,Antrim and Newtownabbey,2595,3931,1585,6
Jordanstown_2,N00004047,Antrim and Newtownabbey,4465,3891,4445,10
Jordanstown_2,N00004048,Antrim and Newtownabbey,4458,4185,4384,10
Jordanstown_2,N00004049,Antrim and Newtownabbey,4399,4094,4127,10
Jordanstown_3,N00004050,Antrim and Newtownabbey,4117,2904,4210,10
Jordanstown_3,N00004051,Antrim and Newtownabbey,4386,4199,4463,10
Jordanstown_3,N00004052,Antrim and Newtownabbey,4503,4306,4376,10
Mallusk_1,N00004053,Antrim and Newtownabbey,3508,2283,4240,8
Mallusk_1,N00004054,Antrim and Newtownabbey,3880,3960,3531,9
Mallusk_1,N00004055,Antrim and Newtownabbey,1718,2389,1190,4
Mallusk_1,N00004056,Antrim and Newtownabbey,3731,3568,3585,9
Mallusk_1,N00004057,Antrim and Newtownabbey,3723,3449,3927,9
Mallusk_2,N00004058,Antrim and Newtownabbey,3861,3446,4096,9
Mallusk_2,N00004059,Antrim and Newtownabbey,4141,3589,4441,10
Mallusk_2,N00004060,Antrim and Newtownabbey,3082,2398,3648,7
Mallusk_2,N00004061,Antrim and Newtownabbey,4008,4281,3994,9
Mallusk_3,N00004062,Antrim and Newtownabbey,4380,3899,4252,10
Mallusk_3,N00004063,Antrim and Newtownabbey,3949,4296,3702,9
Mallusk_3,N00004064,Antrim and Newtownabbey,4367,4031,4174,10
Monkstown_1,N00004065,Antrim and Newtownabbey,170,626,259,1
Monkstown_1,N00004066,Antrim and Newtownabbey,1839,3582,1303,5
Monkstown_1,N00004067,Antrim and Newtownabbey,354,135,660,1
Monkstown_1,N00004068,Antrim and Newtownabbey,1270,2971,1180,3
Monkstown_1,N00004069,Antrim and Newtownabbey,373,813,576,1
Monkstown_1,N00004070,Antrim and Newtownabbey,1970,1802,2339,5
Monkstown_2,N00004071,Antrim and Newtownabbey,491,458,928,2
Monkstown_2,N00004072,Antrim and Newtownabbey,920,1086,1056,3
Monkstown_2,N00004073,Antrim and Newtownabbey,3373,2964,3261,8
Monkstown_2,N00004074,Antrim and Newtownabbey,3706,3708,3569,9
Mossley_1,N00004075,Antrim and Newtownabbey,4382,4435,3881,10
Mossley_1,N00004076,Antrim and Newtownabbey,3159,3487,2680,7
Mossley_1,N00004077,Antrim and Newtownabbey,3425,3177,4308,8
Mossley_1,N00004078,Antrim and Newtownabbey,2557,2339,2595,6
Mossley_2,N00004079,Antrim and Newtownabbey,1992,2533,1543,5
Mossley_2,N00004080,Antrim and Newtownabbey,641,2450,646,2
Mossley_2,N00004081,Antrim and Newtownabbey,2170,2910,1636,5
Mossley_2,N00004082,Antrim and Newtownabbey,1362,1000,1865,3
Mossley_2,N00004083,Antrim and Newtownabbey,594,3064,548,2
Rostulla_1,N00004084,Antrim and Newtownabbey,4329,4446,4191,10
Rostulla_1,N00004085,Antrim and Newtownabbey,3343,3440,2799,8
Rostulla_1,N00004086,Antrim and Newtownabbey,182,373,187,1
Rostulla_1,N00004087,Antrim and Newtownabbey,3433,2524,3566,8
Rostulla_2,N00004088,Antrim and Newtownabbey,3995,3015,3309,9
Rostulla_2,N00004089,Antrim and Newtownabbey,3812,1974,4036,9
Rostulla_2,N00004090,Antrim and Newtownabbey,4515,4453,4529,10
Rostulla_2,N00004091,Antrim and Newtownabbey,4530,4476,4534,10
Valley_1,N00004092,Antrim and Newtownabbey,3858,2269,4088,9
Valley_1,N00004093,Antrim and Newtownabbey,1724,1430,1908,4
Valley_1,N00004094,Antrim and Newtownabbey,2063,2984,1561,5
Valley_1,N00004095,Antrim and Newtownabbey,654,1939,417,2
Valley_2,N00004096,Antrim and Newtownabbey,1004,1563,920,3
Valley_2,N00004097,Antrim and Newtownabbey,1149,1976,1265,3
Valley_2,N00004098,Antrim and Newtownabbey,227,240,238,1
Valley_2,N00004099,Antrim and Newtownabbey,2603,2453,2683,6
Valley_2,N00004100,Antrim and Newtownabbey,1153,1829,788,3
Whitehouse,N00004101,Antrim and Newtownabbey,1311,2527,721,3
Whitehouse,N00004102,Antrim and Newtownabbey,331,91,642,1
Whitehouse,N00004103,Antrim and Newtownabbey,599,2386,204,2
Whitehouse,N00004104,Antrim and Newtownabbey,2811,4401,1762,7
Whitehouse,N00004105,Antrim and Newtownabbey,298,493,109,1
Whitehouse,N00004106,Antrim and Newtownabbey,153,121,425,1
Whitehouse,N00004107,Antrim and Newtownabbey,2290,3254,1498,6
Whitehouse,N00004108,Antrim and Newtownabbey,1146,2313,1043,3
Whitehouse,N00004109,Antrim and Newtownabbey,2637,1753,2325,6
Ballycrochan_1,N00004110,Ards and North Down,3765,3460,3582,9
Ballycrochan_1,N00004111,Ards and North Down,4385,4291,4170,10
Ballycrochan_1,N00004112,Ards and North Down,4409,4496,3865,10
Ballycrochan_1,N00004113,Ards and North Down,3968,2844,4005,9
Ballycrochan_2,N00004114,Ards and North Down,3023,1334,2935,7
Ballycrochan_2,N00004115,Ards and North Down,4137,4394,3422,10
Ballycrochan_2,N00004116,Ards and North Down,3986,2580,4158,9
Ballycrochan_2,N00004117,Ards and North Down,4185,2990,3868,10
Ballycrochan_3,N00004118,Ards and North Down,3049,1331,3431,7
Ballycrochan_3,N00004119,Ards and North Down,3916,2963,3226,9
Ballycrochan_3,N00004120,Ards and North Down,2401,2142,2326,6
Ballycrochan_3,N00004121,Ards and North Down,3476,3770,2569,8
Ballycrochan_3,N00004122,Ards and North Down,4200,3366,4047,10
Ballyholme,N00004123,Ards and North Down,4333,3713,3997,10
Ballyholme,N00004124,Ards and North Down,3685,3183,3109,9
Ballyholme,N00004125,Ards and North Down,3919,2410,4029,9
Ballyholme,N00004126,Ards and North Down,4374,3519,4150,10
Ballyholme,N00004127,Ards and North Down,4221,2991,4329,10
Ballyholme,N00004128,Ards and North Down,4069,2173,4368,9
Ballyholme,N00004129,Ards and North Down,4180,2955,4521,10
Ballyholme,N00004130,Ards and North Down,4029,2726,4310,9
Ballymaconnell_1,N00004131,Ards and North Down,3983,2994,3549,9
Ballymaconnell_1,N00004132,Ards and North Down,2776,2078,2638,7
Ballymaconnell_1,N00004133,Ards and North Down,4317,4159,4373,10
Ballymaconnell_1,N00004134,Ards and North Down,3695,3933,3218,9
Ballymaconnell_2,N00004135,Ards and North Down,3714,3165,3290,9
Ballymaconnell_2,N00004136,Ards and North Down,3550,1416,4312,8
Ballymaconnell_2,N00004137,Ards and North Down,4416,3822,4332,10
Ballymaconnell_2,N00004138,Ards and North Down,4245,3769,4182,10
Ballymagee_1,N00004139,Ards and North Down,4031,2905,3943,9
Ballymagee_1,N00004140,Ards and North Down,4510,4164,4492,10
Ballymagee_1,N00004141,Ards and North Down,3932,4269,3575,9
Ballymagee_1,N00004142,Ards and North Down,4080,3880,3978,9
Ballymagee_2,N00004143,Ards and North Down,3783,3567,3231,9
Ballymagee_2,N00004144,Ards and North Down,3149,2732,2682,7
Ballymagee_2,N00004145,Ards and North Down,3748,3273,3909,9
Ballymagee_2,N00004146,Ards and North Down,3638,2929,3364,9
Ballymagee_2,N00004147,Ards and North Down,3196,3121,1957,8
Bangor Castle,N00004148,Ards and North Down,1287,3967,601,3
Bangor Castle,N00004149,Ards and North Down,4361,3651,3818,10
Bangor Castle,N00004150,Ards and North Down,3444,2975,3152,8
Bangor Castle,N00004151,Ards and North Down,3697,3229,2792,9
Bangor Castle,N00004152,Ards and North Down,3798,4151,3321,9
Bangor Castle,N00004153,Ards and North Down,4242,4065,4137,10
Bangor Castle,N00004154,Ards and North Down,3850,1708,4407,9
Bangor Castle,N00004155,Ards and North Down,1536,1654,1116,4
Bangor Castle,N00004156,Ards and North Down,279,22,1037,1
Bloomfield_1,N00004157,Ards and North Down,3632,4112,2758,9
Bloomfield_1,N00004158,Ards and North Down,3912,3049,3554,9
Bloomfield_1,N00004159,Ards and North Down,1436,1240,1292,4
Bloomfield_1,N00004160,Ards and North Down,652,248,1754,2
Bloomfield_1,N00004161,Ards and North Down,880,705,1301,2
Bloomfield_1,N00004162,Ards and North Down,432,338,816,1
Bloomfield_2,N00004163,Ards and North Down,4274,3820,4080,10
Bloomfield_2,N00004164,Ards and North Down,4231,3777,4243,10
Bloomfield_2,N00004165,Ards and North Down,3106,2011,3619,7
Bloomfield_2,N00004166,Ards and North Down,2286,1119,3055,6
Bloomfield_2,N00004167,Ards and North Down,1145,1353,872,3
Bloomfield_2,N00004168,Ards and North Down,109,140,185,1
Broadway_1,N00004169,Ards and North Down,2578,1406,2067,6
Broadway_1,N00004170,Ards and North Down,3522,1643,3984,8
Broadway_1,N00004171,Ards and North Down,4225,3472,3695,10
Broadway_1,N00004172,Ards and North Down,3761,3986,2808,9
Broadway_1,N00004173,Ards and North Down,3246,3099,2177,8
Broadway_2,N00004174,Ards and North Down,4471,4324,4305,10
Broadway_2,N00004175,Ards and North Down,4121,3232,4138,10
Broadway_2,N00004176,Ards and North Down,4145,4318,3136,10
Broadway_2,N00004177,Ards and North Down,2804,1370,2540,7
Broadway_2,N00004178,Ards and North Down,4086,2738,3982,10
Bryansburn_1,N00004179,Ards and North Down,4357,4388,4017,10
Bryansburn_1,N00004180,Ards and North Down,3976,2919,4133,9
Bryansburn_1,N00004181,Ards and North Down,2788,1042,3070,7
Bryansburn_1,N00004182,Ards and North Down,4414,3864,4194,10
Bryansburn_1,N00004183,Ards and North Down,1069,363,592,3
Bryansburn_2,N00004184,Ards and North Down,4057,3862,2587,9
Bryansburn_2,N00004185,Ards and North Down,3664,2947,3385,9
Bryansburn_2,N00004186,Ards and North Down,3970,2706,3437,9
Churchill_1,N00004187,Ards and North Down,4350,4325,3629,10
Churchill_1,N00004188,Ards and North Down,3109,1614,2929,7
Churchill_1,N00004189,Ards and North Down,3926,4239,3743,9
Churchill_1,N00004190,Ards and North Down,3619,3543,2402,8
Churchill_2,N00004191,Ards and North Down,4042,3934,3221,9
Churchill_2,N00004192,Ards and North Down,2326,1503,1796,6
Churchill_2,N00004193,Ards and North Down,3698,1968,4198,9
Churchill_2,N00004194,Ards and North Down,4026,2786,4270,9
Clandeboye_1,N00004195,Ards and North Down,673,271,1499,2
Clandeboye_1,N00004196,Ards and North Down,4181,3950,4041,10
Clandeboye_1,N00004197,Ards and North Down,139,20,495,1
Clandeboye_1,N00004198,Ards and North Down,95,10,630,1
Clandeboye_2,N00004199,Ards and North Down,2908,1854,3886,7
Clandeboye_2,N00004200,Ards and North Down,4109,2799,4459,10
Clandeboye_2,N00004201,Ards and North Down,3847,4217,3704,9
