DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20003161,Newry_A4,NEWRY and MOURNE,71.4,54.7,71.8,76.819,5.4
N20003154,Newry_A1,NEWRY and MOURNE,71.4,54.7,71.8,53.121,-18.3
N20003112,Slieve_Gullion_C3,NEWRY and MOURNE,71.4,54.7,71.8,84.513,13.1
N20003156,Newry_B2,NEWRY and MOURNE,71.4,54.7,71.8,88.801,17.4
N20003158,Newry_B3,NEWRY and MOURNE,71.4,54.7,71.8,77.322,5.9
N20003163,Newry_D1,NEWRY and MOURNE,71.4,54.7,71.8,83.054,11.7
N20003160,Newry_B4,NEWRY and MOURNE,71.4,54.7,71.8,87.061,15.7
N20003165,Newry_D2,NEWRY and MOURNE,71.4,54.7,71.8,88.406,17.0
N20003155,Newry_B1,NEWRY and MOURNE,71.4,54.7,71.8,85.21,13.8
N20003215,Crotlieve_C2,NEWRY and MOURNE,71.4,54.7,71.8,65.057,-6.3
N20003211,Crotlieve_B1,NEWRY and MOURNE,71.4,54.7,71.8,87.086,15.7
N20003207,Crotlieve_A1,NEWRY and MOURNE,71.4,54.7,71.8,87.396,16.0
N20003210,Crotlieve_A4,NEWRY and MOURNE,71.4,54.7,71.8,70.186,-1.2
N20003208,Crotlieve_A2,NEWRY and MOURNE,71.4,54.7,71.8,39.693,-31.7
N20003209,Crotlieve_A3,NEWRY and MOURNE,71.4,54.7,71.8,47.518,-23.9
N20003214,Crotlieve_B2,NEWRY and MOURNE,71.4,54.7,71.8,68.984,-2.4
N20003216,Crotlieve_B3,NEWRY and MOURNE,71.4,54.7,71.8,81.633,10.2
N20003219,Crotlieve_B4,NEWRY and MOURNE,71.4,54.7,71.8,86.133,14.7
N20003217,Crotlieve_D1,NEWRY and MOURNE,71.4,54.7,71.8,91.255,19.9
N20003218,Crotlieve_D2,NEWRY and MOURNE,71.4,54.7,71.8,93.077,21.7
N20003220,Crotlieve_D3,NEWRY and MOURNE,71.4,54.7,71.8,94.128,22.7
N20003213,Crotlieve_A5,NEWRY and MOURNE,71.4,54.7,71.8,60.382,-11.0
N20000661,Banbridge_Q3,BANBRIDGE,31.2,22.9,27.6,46.903,15.7
N20000663,Banbridge_Q5,BANBRIDGE,31.2,22.9,27.6,40.938,9.7
N20000659,Banbridge_Q1,BANBRIDGE,31.2,22.9,27.6,48.565,17.4
N20000662,Banbridge_Q4,BANBRIDGE,31.2,22.9,27.6,39.177,8.0
N20000660,Banbridge_Q2,BANBRIDGE,31.2,22.9,27.6,34.602,3.4
N20000657,Banbridge_L5,BANBRIDGE,31.2,22.9,27.6,24.588,-6.6
N20000658,Banbridge_P5,BANBRIDGE,31.2,22.9,27.6,28.317,-2.9
N20000651,Banbridge_P2,BANBRIDGE,31.2,22.9,27.6,65.879,34.7
N20000653,Banbridge_L4,BANBRIDGE,31.2,22.9,27.6,36.628,5.4
N20000645,Banbridge_L2,BANBRIDGE,31.2,22.9,27.6,47.184,16.0
N20000648,Banbridge_L3,BANBRIDGE,31.2,22.9,27.6,19.504,-11.7
N20000643,Banbridge_K5,BANBRIDGE,31.2,22.9,27.6,39.583,8.4
N20000641,Banbridge_K4,BANBRIDGE,31.2,22.9,27.6,38.187,7.0
N20000640,Banbridge_K3,BANBRIDGE,31.2,22.9,27.6,38.866,7.7
N20000639,Banbridge_H5,BANBRIDGE,31.2,22.9,27.6,28.518,-2.7
N20000638,Banbridge_K2,BANBRIDGE,31.2,22.9,27.6,24.116,-7.1
N20000636,Banbridge_H4,BANBRIDGE,31.2,22.9,27.6,25.614,-5.6
N20000632,Banbridge_G3,BANBRIDGE,31.2,22.9,27.6,37.907,6.7
N20000630,Banbridge_G2,BANBRIDGE,31.2,22.9,27.6,36.567,5.4
N20000634,Banbridge_G4,BANBRIDGE,31.2,22.9,27.6,12.374,-18.8
N20000637,Banbridge_K1,BANBRIDGE,31.2,22.9,27.6,25.305,-5.9
N20000631,Banbridge_E6,BANBRIDGE,31.2,22.9,27.6,36.605,5.4
N20000633,Banbridge_J4,BANBRIDGE,31.2,22.9,27.6,21.182,-10.0
N20000635,Banbridge_J5,BANBRIDGE,31.2,22.9,27.6,37.926,6.7
N20000592,Lagan_River_N4,BANBRIDGE,31.2,22.9,27.6,42.466,11.3
N20000588,Lagan_River_K4,BANBRIDGE,31.2,22.9,27.6,15.288,-15.9
N20000614,Banbridge_L1,BANBRIDGE,31.2,22.9,27.6,26.343,-4.9
N20000628,Banbridge_J3,BANBRIDGE,31.2,22.9,27.6,21.505,-9.7
N20000613,Banbridge_E2,BANBRIDGE,31.2,22.9,27.6,31.915,0.7
N20000618,Banbridge_E4,BANBRIDGE,31.2,22.9,27.6,38.095,6.9
N20000617,Banbridge_E3,BANBRIDGE,31.2,22.9,27.6,37.576,6.4
N20000612,Banbridge_E1,BANBRIDGE,31.2,22.9,27.6,37.719,6.5
N20000623,Banbridge_J1,BANBRIDGE,31.2,22.9,27.6,31.321,0.1
N20000626,Banbridge_J2,BANBRIDGE,31.2,22.9,27.6,29.095,-2.1
N20000624,Banbridge_G1,BANBRIDGE,31.2,22.9,27.6,43.624,12.4
N20000622,Banbridge_D7,BANBRIDGE,31.2,22.9,27.6,49.024,17.8
N20000627,Banbridge_H3,BANBRIDGE,31.2,22.9,27.6,42.586,11.4
N20000625,Banbridge_H2,BANBRIDGE,31.2,22.9,27.6,49.338,18.1
N20000619,Banbridge_D6,BANBRIDGE,31.2,22.9,27.6,61.538,30.3
N20000615,Banbridge_D4,BANBRIDGE,31.2,22.9,27.6,47.087,15.9
N20000621,Banbridge_H1,BANBRIDGE,31.2,22.9,27.6,51.372,20.2
N20000611,Banbridge_D3,BANBRIDGE,31.2,22.9,27.6,35.036,3.8
N20000616,Banbridge_D5,BANBRIDGE,31.2,22.9,27.6,37.901,6.7
N20000620,Banbridge_E5,BANBRIDGE,31.2,22.9,27.6,38.01,6.8
N20000610,Banbridge_C4,BANBRIDGE,31.2,22.9,27.6,27.624,-3.6
N20000607,Banbridge_D2,BANBRIDGE,31.2,22.9,27.6,33.77,2.6
N20000604,Banbridge_C1,BANBRIDGE,31.2,22.9,27.6,21.595,-9.6
N20000608,Banbridge_C2,BANBRIDGE,31.2,22.9,27.6,31.626,0.4
N20000609,Banbridge_C3,BANBRIDGE,31.2,22.9,27.6,39.778,8.6
N20000603,Banbridge_D1,BANBRIDGE,31.2,22.9,27.6,18.017,-13.2
N20000599,Banbridge_A5,BANBRIDGE,31.2,22.9,27.6,21.792,-9.4
N20000585,Lagan_River_J3,BANBRIDGE,31.2,22.9,27.6,17.328,-13.9
N20000586,Lagan_River_J4,BANBRIDGE,31.2,22.9,27.6,9.707,-21.5
N20000581,Lagan_River_G4,CRAIGAVON,38.7,31.5,40.1,5.425,-33.3
N20000580,Lagan_River_G3,CRAIGAVON,38.7,31.5,40.1,20.201,-18.5
N20000564,Lagan_River_E1,CRAIGAVON,38.7,31.5,40.1,9.464,-29.2
N20000567,Lagan_River_E2,CRAIGAVON,38.7,31.5,40.1,5.994,-32.7
N20000572,Lagan_River_E3,CRAIGAVON,38.7,31.5,40.1,6.139,-32.6
N20000578,Lagan_River_H3,BANBRIDGE,31.2,22.9,27.6,18.937,-12.3
N20000579,Lagan_River_J2,BANBRIDGE,31.2,22.9,27.6,10.197,-21.0
N20000583,Lagan_River_K3,BANBRIDGE,31.2,22.9,27.6,13.707,-17.5
N20000577,Lagan_River_H2,BANBRIDGE,31.2,22.9,27.6,12.526,-18.7
N20000576,Lagan_River_H1,BANBRIDGE,31.2,22.9,27.6,10.87,-20.3
N20000573,Lagan_River_F3,BANBRIDGE,31.2,22.9,27.6,18.569,-12.6
N20000574,Lagan_River_F4,BANBRIDGE,31.2,22.9,27.6,13.893,-17.3
N20000575,Lagan_River_F5,BANBRIDGE,31.2,22.9,27.6,13.468,-17.7
N20000571,Lagan_River_D3,BANBRIDGE,31.2,22.9,27.6,20.746,-10.5
N20000566,Lagan_River_F1,BANBRIDGE,31.2,22.9,27.6,14.286,-16.9
N20000570,Lagan_River_F2,BANBRIDGE,31.2,22.9,27.6,24.256,-6.9
N20000563,Lagan_River_K1,BANBRIDGE,31.2,22.9,27.6,26.714,-4.5
N20000565,Lagan_River_D1,BANBRIDGE,31.2,22.9,27.6,19.406,-11.8
N20000568,Lagan_River_D2,BANBRIDGE,31.2,22.9,27.6,15.701,-15.5
N20000560,Lagan_River_J1,BANBRIDGE,31.2,22.9,27.6,18.266,-12.9
N20002284,Downshire_West_G3,LISBURN,16.6,16.2,26.9,10.846,-5.8
N20002277,Downshire_West_B5,LISBURN,16.6,16.2,26.9,13.861,-2.7
N20002259,Downshire_West_B2,LISBURN,16.6,16.2,26.9,5.68,-10.9
N20002324,Killultagh_G5,LISBURN,16.6,16.2,26.9,9.009,-7.6
N20002323,Killultagh_H4,LISBURN,16.6,16.2,26.9,8.828,-7.8
N20002322,Killultagh_H3,LISBURN,16.6,16.2,26.9,6.832,-9.8
N20002325,Killultagh_H5,LISBURN,16.6,16.2,26.9,7.914,-8.7
N20002268,Downshire_West_G1,LISBURN,16.6,16.2,26.9,20.558,4.0
N20002276,Downshire_West_G2,LISBURN,16.6,16.2,26.9,28.659,12.1
N20002273,Downshire_West_C4,LISBURN,16.6,16.2,26.9,24.259,7.7
N20002275,Downshire_West_C5,LISBURN,16.6,16.2,26.9,23.038,6.4
N20002272,Downshire_West_D6,LISBURN,16.6,16.2,26.9,26.239,9.6
N20002267,Downshire_West_D3,LISBURN,16.6,16.2,26.9,20.0,3.4
N20002264,Downshire_West_C2,LISBURN,16.6,16.2,26.9,18.431,1.8
N20002266,Downshire_West_C3,LISBURN,16.6,16.2,26.9,21.524,4.9
N20002262,Downshire_West_C1,LISBURN,16.6,16.2,26.9,13.251,-3.3
N20002263,Downshire_West_D1,LISBURN,16.6,16.2,26.9,25.117,8.5
N20002265,Downshire_West_D2,LISBURN,16.6,16.2,26.9,15.0,-1.6
N20002270,Downshire_West_D4,LISBURN,16.6,16.2,26.9,22.222,5.6
N20002271,Downshire_West_D5,LISBURN,16.6,16.2,26.9,21.413,4.8
N20000482,Lurgan_A5,CRAIGAVON,38.7,31.5,40.1,61.004,22.3
N20000501,Lurgan_H1,CRAIGAVON,38.7,31.5,40.1,25.0,-13.7
N20000502,Lurgan_H2,CRAIGAVON,38.7,31.5,40.1,29.821,-8.9
N20000518,Lurgan_J3,CRAIGAVON,38.7,31.5,40.1,5.011,-33.7
N20000521,Lurgan_B4,CRAIGAVON,38.7,31.5,40.1,34.37,-4.3
N20000513,Lurgan_H4,CRAIGAVON,38.7,31.5,40.1,36.719,-2.0
N20000507,Lurgan_H3,CRAIGAVON,38.7,31.5,40.1,29.848,-8.9
N20000562,Lagan_River_C3,BANBRIDGE,31.2,22.9,27.6,8.046,-23.2
N20000559,Lagan_River_C2,CRAIGAVON,38.7,31.5,40.1,4.762,-33.9
N20000551,Lagan_River_C1,CRAIGAVON,38.7,31.5,40.1,8.814,-29.9
N20000561,Lagan_River_B3,CRAIGAVON,38.7,31.5,40.1,8.119,-30.6
N20000558,Lagan_River_B2,CRAIGAVON,38.7,31.5,40.1,8.252,-30.4
N20000557,Lagan_River_B1,CRAIGAVON,38.7,31.5,40.1,5.669,-33.0
N20000555,Lagan_River_A3,CRAIGAVON,38.7,31.5,40.1,5.068,-33.6
N20000556,Lagan_River_A4,CRAIGAVON,38.7,31.5,40.1,13.084,-25.6
N20000552,Lagan_River_A1,CRAIGAVON,38.7,31.5,40.1,9.47,-29.2
N20000554,Lagan_River_A2,CRAIGAVON,38.7,31.5,40.1,10.504,-28.2
N20000553,Lagan_River_G1,CRAIGAVON,38.7,31.5,40.1,12.113,-26.6
N20000454,Craigavon_G5,CRAIGAVON,38.7,31.5,40.1,82.298,43.6
N20000458,Craigavon_L1,CRAIGAVON,38.7,31.5,40.1,42.327,3.6
N20000452,Craigavon_G3,CRAIGAVON,38.7,31.5,40.1,80.806,42.1
N20000448,Craigavon_G1,CRAIGAVON,38.7,31.5,40.1,84.192,45.5
N20000449,Craigavon_G2,CRAIGAVON,38.7,31.5,40.1,81.463,42.8
N20000453,Craigavon_G4,CRAIGAVON,38.7,31.5,40.1,81.198,42.5
N20000445,Craigavon_E5,CRAIGAVON,38.7,31.5,40.1,68.462,29.8
N20000442,Craigavon_E4,CRAIGAVON,38.7,31.5,40.1,76.858,38.2
N20000437,Craigavon_D3,CRAIGAVON,38.7,31.5,40.1,56.25,17.5
N20000439,Craigavon_E3,CRAIGAVON,38.7,31.5,40.1,91.247,52.5
N20000550,Lurgan_T4,CRAIGAVON,38.7,31.5,40.1,17.576,-21.1
N20000546,Lurgan_T2,CRAIGAVON,38.7,31.5,40.1,19.661,-19.0
N20000540,Lurgan_Q4,CRAIGAVON,38.7,31.5,40.1,23.841,-14.9
N20000534,Lurgan_Q2,CRAIGAVON,38.7,31.5,40.1,21.08,-17.6
N20000536,Lurgan_R3,CRAIGAVON,38.7,31.5,40.1,82.844,44.1
N20000544,Lurgan_T1,CRAIGAVON,38.7,31.5,40.1,10.37,-28.3
N20000541,Lurgan_R4,CRAIGAVON,38.7,31.5,40.1,93.402,54.7
N20000532,Lurgan_R2,CRAIGAVON,38.7,31.5,40.1,83.398,44.7
N20000538,Lurgan_N4,CRAIGAVON,38.7,31.5,40.1,90.566,51.9
N20000543,Lurgan_R5,CRAIGAVON,38.7,31.5,40.1,94.106,55.4
N20000432,Craigavon_E2,CRAIGAVON,38.7,31.5,40.1,92.882,54.2
N20000435,Craigavon_D2,CRAIGAVON,38.7,31.5,40.1,75.54,36.8
N20000429,Craigavon_B5,CRAIGAVON,38.7,31.5,40.1,90.217,51.5
N20000431,Craigavon_E1,CRAIGAVON,38.7,31.5,40.1,90.769,52.1
N20000535,Lurgan_N3,CRAIGAVON,38.7,31.5,40.1,83.992,45.3
N20000530,Lurgan_N2,CRAIGAVON,38.7,31.5,40.1,93.711,55.0
N20000511,Lurgan_F6,CRAIGAVON,38.7,31.5,40.1,94.953,56.3
N20000522,Lurgan_N1,CRAIGAVON,38.7,31.5,40.1,92.385,53.7
N20000528,Lurgan_R1,CRAIGAVON,38.7,31.5,40.1,90.865,52.2
N20000524,Lurgan_L2,CRAIGAVON,38.7,31.5,40.1,74.664,36.0
N20000527,Lurgan_Q1,CRAIGAVON,38.7,31.5,40.1,29.791,-8.9
N20000525,Lurgan_L3,CRAIGAVON,38.7,31.5,40.1,54.878,16.2
N20000516,Lurgan_L1,CRAIGAVON,38.7,31.5,40.1,84.989,46.3
N20000508,Lurgan_F5,CRAIGAVON,38.7,31.5,40.1,85.052,46.4
N20000509,Lurgan_G4,CRAIGAVON,38.7,31.5,40.1,82.282,43.6
N20000512,Lurgan_K1,CRAIGAVON,38.7,31.5,40.1,72.32,33.6
N20000515,Lurgan_K2,CRAIGAVON,38.7,31.5,40.1,35.932,-2.8
N20000519,Lurgan_K3,CRAIGAVON,38.7,31.5,40.1,15.605,-23.1
N20000523,Lurgan_P2,CRAIGAVON,38.7,31.5,40.1,13.87,-24.8
N20000529,Lurgan_P3,CRAIGAVON,38.7,31.5,40.1,19.826,-18.9
N20000526,Lurgan_K4,CRAIGAVON,38.7,31.5,40.1,20.294,-18.4
N20000539,Lurgan_Q3,CRAIGAVON,38.7,31.5,40.1,15.509,-23.2
N20000537,Lurgan_S1,CRAIGAVON,38.7,31.5,40.1,9.457,-29.2
N20000548,Lurgan_T3,CRAIGAVON,38.7,31.5,40.1,13.934,-24.8
N20000549,Lurgan_S5,CRAIGAVON,38.7,31.5,40.1,8.464,-30.2
N20000547,Lurgan_S4,CRAIGAVON,38.7,31.5,40.1,12.98,-25.7
N20000545,Lurgan_S3,CRAIGAVON,38.7,31.5,40.1,7.111,-31.6
N20000542,Lurgan_S2,CRAIGAVON,38.7,31.5,40.1,14.575,-24.1
N20000533,Lurgan_P5,CRAIGAVON,38.7,31.5,40.1,13.947,-24.8
N20000531,Lurgan_P4,CRAIGAVON,38.7,31.5,40.1,8.313,-30.4
N20000517,Lurgan_J2,CRAIGAVON,38.7,31.5,40.1,7.692,-31.0
N20000520,Lurgan_J4,CRAIGAVON,38.7,31.5,40.1,7.238,-31.5
N20000514,Lurgan_P1,CRAIGAVON,38.7,31.5,40.1,24.435,-14.3
N20000510,Lurgan_J1,CRAIGAVON,38.7,31.5,40.1,13.893,-24.8
N20000488,Lurgan_B3,CRAIGAVON,38.7,31.5,40.1,56.801,18.1
N20000495,Lurgan_D4,CRAIGAVON,38.7,31.5,40.1,93.538,54.8
N20000499,Lurgan_D5,CRAIGAVON,38.7,31.5,40.1,97.662,59.0
N20000503,Lurgan_G1,CRAIGAVON,38.7,31.5,40.1,92.629,53.9
N20000505,Lurgan_G2,CRAIGAVON,38.7,31.5,40.1,85.044,46.3
N20000494,Lurgan_E4,CRAIGAVON,38.7,31.5,40.1,95.772,57.1
N20000491,Lurgan_E2,CRAIGAVON,38.7,31.5,40.1,95.652,57.0
N20000489,Lurgan_D3,CRAIGAVON,38.7,31.5,40.1,95.249,56.5
N20000490,Lurgan_E1,CRAIGAVON,38.7,31.5,40.1,93.766,55.1
N20000486,Lurgan_D2,CRAIGAVON,38.7,31.5,40.1,93.924,55.2
N20000485,Lurgan_D1,CRAIGAVON,38.7,31.5,40.1,95.253,56.6
N20000480,Lurgan_A4,CRAIGAVON,38.7,31.5,40.1,96.429,57.7
N20000481,Lurgan_B2,CRAIGAVON,38.7,31.5,40.1,92.145,53.4
N20000483,Lurgan_C1,CRAIGAVON,38.7,31.5,40.1,94.282,55.6
N20000487,Lurgan_C3,CRAIGAVON,38.7,31.5,40.1,95.733,57.0
N20000484,Lurgan_C2,CRAIGAVON,38.7,31.5,40.1,92.754,54.1
N20000492,Lurgan_E3,CRAIGAVON,38.7,31.5,40.1,95.472,56.8
N20000493,Lurgan_C4,CRAIGAVON,38.7,31.5,40.1,94.772,56.1
N20000500,Lurgan_F3,CRAIGAVON,38.7,31.5,40.1,79.648,40.9
N20000498,Lurgan_E5,CRAIGAVON,38.7,31.5,40.1,66.057,27.4
N20000506,Lurgan_G3,CRAIGAVON,38.7,31.5,40.1,79.283,40.6
N20000504,Lurgan_F4,CRAIGAVON,38.7,31.5,40.1,74.93,36.2
N20000496,Lurgan_F1,CRAIGAVON,38.7,31.5,40.1,85.693,47.0
N20000425,Craigavon_B1,CRAIGAVON,38.7,31.5,40.1,80.818,42.1
N20000497,Lurgan_F2,CRAIGAVON,38.7,31.5,40.1,95.931,57.2
N20000426,Craigavon_B2,CRAIGAVON,38.7,31.5,40.1,96.0,57.3
N20000427,Craigavon_B3,CRAIGAVON,38.7,31.5,40.1,92.593,53.9
N20000424,Craigavon_A4,CRAIGAVON,38.7,31.5,40.1,83.249,44.5
N20000423,Craigavon_A3,CRAIGAVON,38.7,31.5,40.1,93.573,54.9
N20000422,Craigavon_A2,CRAIGAVON,38.7,31.5,40.1,76.508,37.8
N20000365,Portadown_B5,CRAIGAVON,38.7,31.5,40.1,21.15,-17.6
N20000428,Craigavon_B4,CRAIGAVON,38.7,31.5,40.1,91.559,52.9
N20000434,Craigavon_D1,CRAIGAVON,38.7,31.5,40.1,53.67,15.0
N20000433,Craigavon_C2,CRAIGAVON,38.7,31.5,40.1,58.971,20.3
N20000436,Craigavon_F1,CRAIGAVON,38.7,31.5,40.1,59.252,20.6
N20000430,Craigavon_C1,CRAIGAVON,38.7,31.5,40.1,22.198,-16.5
N20000443,Craigavon_F3,CRAIGAVON,38.7,31.5,40.1,36.343,-2.4
N20000446,Craigavon_J1,CRAIGAVON,38.7,31.5,40.1,33.731,-5.0
N20000451,Craigavon_J2,CRAIGAVON,38.7,31.5,40.1,26.316,-12.4
N20000455,Craigavon_F6,CRAIGAVON,38.7,31.5,40.1,21.786,-16.9
N20000438,Craigavon_F2,CRAIGAVON,38.7,31.5,40.1,52.762,14.1
N20000444,Craigavon_F4,CRAIGAVON,38.7,31.5,40.1,52.451,13.8
N20000440,Craigavon_C3,CRAIGAVON,38.7,31.5,40.1,20.936,-17.8
N20000441,Craigavon_C4,CRAIGAVON,38.7,31.5,40.1,71.429,32.7
N20000447,Craigavon_F5,CRAIGAVON,38.7,31.5,40.1,42.885,4.2
N20000464,Craigavon_N2,CRAIGAVON,38.7,31.5,40.1,12.214,-26.5
N20000461,Craigavon_J4,CRAIGAVON,38.7,31.5,40.1,16.768,-21.9
N20000457,Craigavon_J3,CRAIGAVON,38.7,31.5,40.1,13.57,-25.1
N20000462,Craigavon_N1,CRAIGAVON,38.7,31.5,40.1,7.157,-31.5
N20000463,Craigavon_K1,CRAIGAVON,38.7,31.5,40.1,7.005,-31.7
N20000460,Craigavon_H4,CRAIGAVON,38.7,31.5,40.1,17.705,-21.0
N20000384,Portadown_H1,CRAIGAVON,38.7,31.5,40.1,11.111,-27.6
N20000377,Portadown_F1,CRAIGAVON,38.7,31.5,40.1,30.233,-8.5
N20000459,Craigavon_H3,CRAIGAVON,38.7,31.5,40.1,20.144,-18.6
N20000456,Craigavon_H2,CRAIGAVON,38.7,31.5,40.1,14.692,-24.0
N20000450,Craigavon_H1,CRAIGAVON,38.7,31.5,40.1,9.904,-28.8
N20000370,Portadown_C1,CRAIGAVON,38.7,31.5,40.1,89.663,51.0
N20000374,Portadown_C3,CRAIGAVON,38.7,31.5,40.1,88.011,49.3
N20000376,Portadown_D4,CRAIGAVON,38.7,31.5,40.1,87.726,49.0
N20000371,Portadown_D1,CRAIGAVON,38.7,31.5,40.1,89.819,51.1
N20000373,Portadown_D2,CRAIGAVON,38.7,31.5,40.1,91.738,53.0
N20000375,Portadown_D3,CRAIGAVON,38.7,31.5,40.1,86.503,47.8
N20000379,Portadown_D5,CRAIGAVON,38.7,31.5,40.1,79.3,40.6
N20000381,Portadown_E2,CRAIGAVON,38.7,31.5,40.1,81.597,42.9
N20000378,Portadown_E1,CRAIGAVON,38.7,31.5,40.1,94.866,56.2
N20000382,Portadown_E3,CRAIGAVON,38.7,31.5,40.1,74.788,36.1
N20000385,Portadown_G1,CRAIGAVON,38.7,31.5,40.1,11.884,-26.8
N20000388,Portadown_G3,CRAIGAVON,38.7,31.5,40.1,11.749,-27.0
N20000387,Portadown_G2,CRAIGAVON,38.7,31.5,40.1,10.922,-27.8
N20000391,Portadown_G5,CRAIGAVON,38.7,31.5,40.1,21.091,-17.6
N20000394,Portadown_G6,CRAIGAVON,38.7,31.5,40.1,9.677,-29.0
N20000404,Portadown_N1,CRAIGAVON,38.7,31.5,40.1,18.949,-19.8
N20000399,Portadown_K3,CRAIGAVON,38.7,31.5,40.1,16.29,-22.4
N20000396,Portadown_K2,CRAIGAVON,38.7,31.5,40.1,11.189,-27.5
N20000398,Portadown_L1,CRAIGAVON,38.7,31.5,40.1,33.042,-5.7
N20000405,Portadown_N2,CRAIGAVON,38.7,31.5,40.1,28.138,-10.6
N20000403,Portadown_L3,CRAIGAVON,38.7,31.5,40.1,42.795,4.1
N20000400,Portadown_L2,CRAIGAVON,38.7,31.5,40.1,47.368,8.7
N20000395,Portadown_F3,CRAIGAVON,38.7,31.5,40.1,44.096,5.4
N20000386,Portadown_E4,CRAIGAVON,38.7,31.5,40.1,76.256,37.6
N20000393,Portadown_F2,CRAIGAVON,38.7,31.5,40.1,27.549,-11.2
N20000466,Craigavon_K2,CRAIGAVON,38.7,31.5,40.1,8.333,-30.4
N20000392,Portadown_H2,CRAIGAVON,38.7,31.5,40.1,9.142,-29.6
N20000472,Craigavon_N5,CRAIGAVON,38.7,31.5,40.1,12.275,-26.4
N20000397,Portadown_H3,CRAIGAVON,38.7,31.5,40.1,3.922,-34.8
N20000411,Portadown_L4,CRAIGAVON,38.7,31.5,40.1,36.571,-2.1
N20000415,Portadown_Q3,CRAIGAVON,38.7,31.5,40.1,19.775,-18.9
N20000414,Portadown_Q2,CRAIGAVON,38.7,31.5,40.1,19.068,-19.6
N20000413,Portadown_Q1,CRAIGAVON,38.7,31.5,40.1,22.914,-15.8
N20000407,Portadown_N3,CRAIGAVON,38.7,31.5,40.1,13.896,-24.8
N20000406,Portadown_P1,CRAIGAVON,38.7,31.5,40.1,6.803,-31.9
N20000410,Portadown_P3,CRAIGAVON,38.7,31.5,40.1,17.28,-21.4
N20000409,Portadown_P2,CRAIGAVON,38.7,31.5,40.1,4.622,-34.1
N20000412,Portadown_P4,CRAIGAVON,38.7,31.5,40.1,20.611,-18.1
N20000417,Portadown_Q4,CRAIGAVON,38.7,31.5,40.1,8.981,-29.7
N20000420,Portadown_R5,CRAIGAVON,38.7,31.5,40.1,18.182,-20.5
N20000475,Craigavon_P3,CRAIGAVON,38.7,31.5,40.1,8.488,-30.2
N20000471,Craigavon_N4,CRAIGAVON,38.7,31.5,40.1,3.968,-34.7
N20000470,Craigavon_N3,CRAIGAVON,38.7,31.5,40.1,8.798,-29.9
N20000468,Craigavon_K3,CRAIGAVON,38.7,31.5,40.1,19.565,-19.1
N20000469,Craigavon_P1,CRAIGAVON,38.7,31.5,40.1,9.599,-29.1
N20000474,Craigavon_P2,CRAIGAVON,38.7,31.5,40.1,14.365,-24.3
N20000473,Craigavon_L4,CRAIGAVON,38.7,31.5,40.1,31.33,-7.4
N20000467,Craigavon_L3,CRAIGAVON,38.7,31.5,40.1,48.041,9.3
N20000465,Craigavon_L2,CRAIGAVON,38.7,31.5,40.1,45.643,6.9
N20000569,Lagan_River_G2,CRAIGAVON,38.7,31.5,40.1,20.906,-17.8
N20000594,Banbridge_A1,CRAIGAVON,38.7,31.5,40.1,26.829,-11.9
N20000598,Banbridge_B1,BANBRIDGE,31.2,22.9,27.6,53.831,22.6
N20000602,Banbridge_B4,BANBRIDGE,31.2,22.9,27.6,38.055,6.9
N20000601,Banbridge_B3,BANBRIDGE,31.2,22.9,27.6,39.462,8.3
N20000600,Banbridge_B2,BANBRIDGE,31.2,22.9,27.6,61.07,29.9
N20000595,Banbridge_A2,BANBRIDGE,31.2,22.9,27.6,37.073,5.9
N20000596,Banbridge_A3,BANBRIDGE,31.2,22.9,27.6,85.463,54.3
N20000597,Banbridge_A4,BANBRIDGE,31.2,22.9,27.6,62.202,31.0
N20000605,Banbridge_F1,BANBRIDGE,31.2,22.9,27.6,63.613,32.4
N20000606,Banbridge_F2,BANBRIDGE,31.2,22.9,27.6,50.873,19.7
N20000629,Banbridge_F3,BANBRIDGE,31.2,22.9,27.6,24.684,-6.5
N20000686,Cusher_F4,ARMAGH,44.5,33.6,45.4,11.271,-33.2
N20000682,Cusher_F1,ARMAGH,44.5,33.6,45.4,11.741,-32.8
N20000684,Cusher_F3,ARMAGH,44.5,33.6,45.4,15.303,-29.2
N20000683,Cusher_F2,ARMAGH,44.5,33.6,45.4,13.507,-31.0
N20000679,Cusher_C2,ARMAGH,44.5,33.6,45.4,8.949,-35.6
N20000678,Cusher_C1,ARMAGH,44.5,33.6,45.4,7.743,-36.8
N20000672,Cusher_D1,ARMAGH,44.5,33.6,45.4,10.976,-33.5
N20000667,Cusher_A1,ARMAGH,44.5,33.6,45.4,15.562,-28.9
N20000670,Cusher_A2,ARMAGH,44.5,33.6,45.4,8.471,-36.0
N20000675,Cusher_A3,ARMAGH,44.5,33.6,45.4,3.806,-40.7
N20000680,Cusher_C3,ARMAGH,44.5,33.6,45.4,9.713,-34.8
N20000685,Cusher_D3,ARMAGH,44.5,33.6,45.4,16.516,-28.0
N20000677,Cusher_B6,ARMAGH,44.5,33.6,45.4,4.31,-40.2
N20000673,Cusher_B5,ARMAGH,44.5,33.6,45.4,5.734,-38.8
N20000669,Cusher_B3,ARMAGH,44.5,33.6,45.4,8.529,-36.0
N20000665,Cusher_E2,ARMAGH,44.5,33.6,45.4,12.27,-32.2
