code,name,LGD,EDM_score,EDM_rank,EDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Proximity to Services_score,Proximity to Services_rank
95GG350011,New Lodge_3,,48.68,368,1,0.58,243,0.28,464,-1.34,4938
95GG350012,New Lodge_2,,28.11,1389,3,0.41,761,0.19,1618,-1.34,4939
95GG350013,New Lodge_3,,75.28,28,1,0.84,33,0.47,39,-1.39,4960
95GG350014,New Lodge_2,,82.08,7,1,0.98,11,0.81,1,-1.42,4969
95GG350015,New Lodge_2,,38.84,706,2,0.43,692,0.27,535,-1.38,4949
95GG350016,New Lodge_1,,61.97,123,1,0.63,155,0.38,120,-1.44,4973
95GG350017,New Lodge_1,,77.79,21,1,0.89,23,0.52,24,-1.48,4986
95GG360001,Orangefield_3,,2.49,4941,10,0.04,4613,0.05,4839,-0.42,3524
95GG360002,Orangefield_1,,5.73,4423,9,0.1,3544,0.09,3997,-1.01,4669
95GG360003,Orangefield_1,,10.91,3506,7,0.1,3529,0.15,2348,-0.89,4493
95GG360004,Orangefield_1,,6.02,4374,9,0.07,4034,0.11,3537,-0.73,4242
95GG360005,Orangefield_3,,3.66,4802,10,0.03,4703,0.08,4438,-0.26,3053
95GG360006,Orangefield_2,,6.77,4245,9,0.07,4045,0.11,3471,-0.45,3624
95GG360007,Orangefield_1,,11.98,3346,7,0.24,1898,0.1,3811,-1.06,4721
95GG360008,Orangefield_1,,12.94,3218,7,0.2,2261,0.13,2951,-0.89,4494
95GG360009,Orangefield_2,,7.8,4048,9,0.05,4288,0.14,2767,-0.71,4194
95GG360010,Orangefield_2,,7.94,4014,8,0.09,3676,0.12,3210,-0.66,4097
95GG360011,Orangefield_2,,5.59,4464,9,0.05,4444,0.1,3706,-0.35,3321
95GG360012,Orangefield_2,,4.79,4600,10,0.04,4536,0.1,3753,-0.53,3783
95GG360013,Orangefield_2,,3.88,4767,10,0.06,4268,0.08,4424,-0.49,3710
95GG360014,Orangefield_3,,11.15,3472,7,0.13,3071,0.13,2806,-0.54,3827
95GG360015,Orangefield_3,,11,3495,7,0.17,2596,0.1,3680,-0.27,3073
95GG360016,Orangefield_3,,5.59,4463,9,0.06,4193,0.09,4183,-0.19,2833
95GG360017,Orangefield_3,,2.9,4904,10,0.06,4184,0.05,4911,-0.56,3894
95GG360018,Orangefield_1,,22.44,1978,4,0.26,1721,0.2,1372,-1.02,4678
95GG360019,Orangefield_3,,11.75,3386,7,0.14,3008,0.13,2986,-0.22,2942
95GG370001,Ravenhill_3,,14.31,3038,7,0.23,2009,0.13,2994,-0.63,4033
95GG370002,Ravenhill_1,,10.08,3656,8,0.19,2350,0.1,3789,-1.02,4680
95GG370003,Ravenhill_2,,14.99,2952,6,0.25,1777,0.13,2936,-1.13,4784
95GG370004,Ravenhill_2,,21.01,2146,5,0.25,1820,0.19,1519,-0.99,4641
95GG370005,Ravenhill_1,,5.34,4504,9,0.12,3266,0.05,4842,-0.58,3924
95GG370006,Ravenhill_3,,3.74,4789,10,0.06,4168,0.07,4555,-0.53,3797
95GG370007,Ravenhill_2,,17.29,2635,6,0.25,1762,0.15,2365,-0.93,4548
95GG370008,Ravenhill_3,,7.97,4011,8,0.13,3090,0.1,3799,-0.67,4122
95GG370009,Ravenhill_3,,8.37,3943,8,0.09,3623,0.13,3044,-0.78,4334
95GG370010,Ravenhill_2,,8.46,3922,8,0.14,2931,0.1,3790,-0.69,4154
95GG370011,Ravenhill_2,,6.48,4293,9,0.14,2937,0.07,4560,-0.82,4397
95GG370012,Ravenhill_1,,2.07,4978,10,0.03,4820,0.06,4674,-0.55,3851
95GG370013,Ravenhill_2,,6.04,4371,9,0.07,4021,0.11,3538,-0.74,4257
95GG370014,Ravenhill_1,,3.41,4835,10,0.04,4519,0.08,4421,-0.46,3650
95GG370015,Ravenhill_2,,4.32,4696,10,0.07,3951,0.08,4406,-0.63,4051
95GG370016,Ravenhill_1,,5.27,4512,9,0.06,4226,0.1,3776,-0.57,3912
95GG370017,Ravenhill_1,,3.21,4864,10,0.07,4046,0.06,4775,-0.71,4188
95GG370018,Ravenhill_3,,11.94,3353,7,0.18,2426,0.12,3181,-0.65,4084
95GG370019,Ravenhill_3,,14.31,3039,7,0.21,2185,0.14,2613,-0.97,4605
95GG370020,Ravenhill_3,,7.15,4176,9,0.15,2833,0.08,4352,-0.91,4522
95GG380001,Rosetta_1,,0.89,5016,10,0.01,4974,0.04,5001,-0.66,4105
95GG380002,Rosetta_1,,6.16,4351,9,0.1,3505,0.09,3988,-0.77,4302
95GG380003,Rosetta_3,,2.65,4926,10,0.04,4540,0.07,4455,-0.78,4335
95GG380004,Rosetta_3,,2.86,4910,10,0.05,4314,0.07,4641,-0.71,4202
95GG380005,Rosetta_2,,21.23,2116,5,0.2,2231,0.21,1216,-0.93,4551
95GG380006,Rosetta_3,,2.08,4977,10,0.05,4368,0.05,4952,-0.74,4253
95GG380007,Rosetta_1,,2.11,4973,10,0.05,4396,0.04,4976,-0.66,4102
95GG380008,Rosetta_2,,20.12,2259,5,0.2,2288,0.2,1400,-0.65,4087
95GG380009,Rosetta_2,,19.73,2318,5,0.27,1581,0.16,2084,-0.74,4244
95GG380010,Rosetta_1,,22.94,1931,4,0.28,1544,0.19,1597,-0.48,3683
95GG380011,Rosetta_2,,25.32,1657,4,0.4,823,0.16,2079,-1,4658
95GG380012,Rosetta_1,,11.28,3456,7,0.12,3275,0.14,2580,-0.56,3881
95GG380013,Rosetta_2,,2.42,4948,10,0.05,4366,0.05,4874,-0.64,4055
95GG380014,Rosetta_1,,6.61,4272,9,0.12,3296,0.09,3967,-0.91,4509
95GG380015,Rosetta_3,,14.41,3024,7,0.19,2325,0.15,2500,-0.76,4290
95GG380016,Rosetta_3,,3.86,4772,10,0.06,4107,0.08,4412,-0.68,4134
95GG380017,Rosetta_2,,8.68,3868,8,0.16,2764,0.1,3854,-0.79,4350
95GG380018,Rosetta_3,,4.28,4703,10,0.08,3890,0.08,4420,-0.72,4220
95GG390001,Shaftesbury_3,,40.2,651,2,0.56,295,0.22,1025,-1.57,4999
95GG390002,Shaftesbury_1,,50.47,326,1,0.63,160,0.27,549,-1.02,4683
95GG390003,Shaftesbury_2,,45.68,447,1,0.47,530,0.31,313,-1.17,4818
95GG390004,Shaftesbury_3,,42.74,544,2,0.52,390,0.26,603,-1.25,4887
95GG390005,Shaftesbury_3,,29.07,1304,3,0.35,1066,0.22,1050,-1.29,4907
95GG390006,Shaftesbury_2,,5.89,4399,9,0.12,3189,0.08,4248,-1.58,5004
95GG390007,Shaftesbury_3,,2.36,4951,10,0.05,4388,0.07,4487,-1.6,5009
95GG390008,Shaftesbury_2,,40.53,633,2,0.53,344,0.24,871,-1.24,4879
95GG390009,Shaftesbury_3,,15.29,2904,6,0.21,2177,0.15,2321,-1.14,4800
95GG390010,Shaftesbury_3,,22.92,1933,4,0.27,1584,0.2,1396,-1.18,4834
95GG390011,Shaftesbury_1,,22.41,1987,4,0.33,1186,0.17,1949,-1.34,4937
95GG390012,Shaftesbury_1,,57.88,175,1,0.52,376,0.41,77,-1.31,4917
95GG390013,Shaftesbury_1,,73.81,36,1,0.9,22,0.41,75,-1,4650
95GG390014,Shaftesbury_1,,8.49,3915,8,0.19,2406,0.08,4326,-1.18,4831
95GG390015,Shaftesbury_1,,47.89,386,1,0.48,483,0.32,256,-1.76,5018
95GG390016,Shaftesbury_2,,54.85,231,1,0.65,134,0.3,376,-0.99,4646
95GG390017,Shaftesbury_1,,27.32,1447,3,0.43,666,0.17,2042,-1.03,4691
95GG390018,Shaftesbury_3,,59.48,151,1,0.63,158,0.35,172,-1.38,4951
95GG390019,Shaftesbury_2,,68.57,64,1,0.68,109,0.44,53,-1.33,4931
95GG390020,Shaftesbury_2,,61.82,125,1,0.62,173,0.38,108,-1.69,5016
95GG390021,Shaftesbury_2,,22.65,1959,4,0.32,1264,0.18,1777,-1.51,4992
95GG390022,Shaftesbury_2,,22.36,1991,4,0.31,1325,0.18,1745,-1.84,5021
95GG390023,Shaftesbury_2,,46.49,431,1,0.57,283,0.27,527,-1.23,4865
95GG390024,Shaftesbury_3,,57.58,180,1,0.55,313,0.38,105,-1.44,4976
95GG400001,Shankill_1,,61.42,131,1,0.66,116,0.35,176,-1.17,4823
95GG400002,Shankill_1,,65.84,85,1,0.61,189,0.46,44,-1.09,4752
95GG400003,Shankill_1,,53.06,267,1,0.48,490,0.37,126,-0.98,4624
95GG400004,Shankill_2,,70.95,50,1,0.79,47,0.4,80,-1.1,4766
95GG400005,Shankill_1,,49.86,341,1,0.57,259,0.3,379,-1.38,4954
95GG400006,Shankill_2,,66.42,79,1,0.72,74,0.38,121,-1.22,4855
95GG400007,Shankill_2,,39.41,681,2,0.39,895,0.3,384,-1.22,4854
95GG400008,Shankill_2,,49.71,345,1,0.43,653,0.37,140,-1.24,4874
95GG400009,Shankill_1,,65.03,89,1,0.7,88,0.37,132,-1.08,4747
95GG400010,Shankill_1,,72.49,45,1,0.73,69,0.47,37,-1.32,4920
95GG400011,Shankill_1,,46.98,412,1,0.57,272,0.28,514,-1.26,4896
95GG400012,Shankill_2,,74.4,30,1,0.79,46,0.48,36,-1.28,4902
95GG400013,Shankill_2,,66.45,78,1,0.85,28,0.34,212,-1.22,4853
95GG400014,Shankill_2,,61.06,137,1,0.53,361,0.47,41,-1.22,4859
95GG400015,Shankill_2,,63.47,104,1,0.72,81,0.35,178,-1.08,4743
95GG410001,Stormont_3,,2.51,4938,10,0.04,4645,0.07,4547,-0.63,4035
95GG410002,Stormont_2,,2.09,4975,10,0.04,4563,0.05,4944,-0.54,3817
95GG410003,Stormont_1,,4.29,4701,10,0.02,4912,0.06,4725,0.12,1971
95GG410004,Stormont_1,,5.76,4417,9,0.03,4743,0.09,3937,-0.01,2308
95GG410005,Stormont_1,,7.26,4158,9,0.06,4151,0.1,3877,0.01,2247
95GG410006,Stormont_1,,4.19,4716,10,0.04,4589,0.05,4895,0.03,2201
95GG410007,Stormont_1,,4.09,4730,10,0.01,5000,0.07,4512,0.01,2238
95GG410008,Stormont_2,,3.39,4839,10,0.02,4853,0.04,4975,0,2268
95GG410009,Stormont_1,,3.34,4850,10,0.01,4982,0.06,4703,-0.07,2483
95GG410010,Stormont_2,,2.43,4947,10,0.01,4980,0.04,4968,-0.16,2758
95GG410011,Stormont_2,,3.7,4800,10,0.03,4824,0.06,4824,-0.01,2292
95GG410012,Stormont_3,,9.86,3683,8,0.14,2932,0.11,3384,-0.53,3796
95GG410013,Stormont_3,,12.34,3293,7,0.2,2270,0.12,3287,-0.61,3993
95GG410014,Stormont_3,,3.42,4834,10,0.04,4644,0.08,4382,-0.41,3476
95GG410015,Stormont_3,,7.71,4067,9,0.12,3298,0.11,3575,-0.8,4365
95GG410016,Stormont_2,,3.01,4892,10,0.06,4169,0.05,4894,-0.55,3848
95GG410017,Stormont_3,,12.22,3310,7,0.16,2781,0.14,2667,-0.71,4187
95GG420001,Stranmillis_3,,1.69,4999,10,0.05,4399,0.04,4971,-0.96,4598
95GG420002,Stranmillis_3,,2.95,4898,10,0.07,3960,0.05,4900,-0.84,4435
95GG420003,Stranmillis_3,,3.73,4793,10,0.09,3692,0.06,4705,-1.09,4761
95GG420004,Stranmillis_2,,5.17,4524,10,0.06,4156,0.11,3582,-1.13,4785
95GG420005,Stranmillis_3,,2.25,4964,10,0.07,4079,0.05,4949,-1.18,4836
95GG420006,Stranmillis_2,,0.84,5018,10,0,5021,0.01,5022,-0.63,4028
95GG420007,Stranmillis_4,,7.39,4135,9,0.15,2858,0.08,4417,-0.62,4002
95GG420008,Stranmillis_3,,1.2,5012,10,0.01,4984,0.02,5016,-0.51,3741
95GG420009,Stranmillis_4,,2.18,4970,10,0.02,4962,0.05,4847,-0.3,3174
95GG420010,Stranmillis_4,,5.04,4555,10,0.07,3984,0.09,4167,-0.52,3770
95GG420011,Stranmillis_4,,4.23,4713,10,0.08,3851,0.07,4609,-0.59,3947
95GG420012,Stranmillis_4,,1.35,5008,10,0.03,4846,0.05,4939,-0.62,4006
95GG420013,Stranmillis_4,,2.92,4902,10,0.05,4351,0.06,4826,-0.47,3672
95GG420014,Stranmillis_4,,2.48,4943,10,0.02,4907,0.07,4502,-0.46,3626
95GG420015,Stranmillis_1,,2.36,4952,10,0.03,4787,0.06,4776,-0.39,3440
95GG420016,Stranmillis_1,,2.75,4917,10,0.02,4920,0.06,4692,-0.25,3024
95GG420017,Stranmillis_1,,2.89,4908,10,0.03,4716,0.04,4961,-0.18,2813
95GG420018,Stranmillis_1,,2.53,4936,10,0.03,4774,0.05,4893,-0.28,3108
95GG420019,Stranmillis_1,,3.37,4843,10,0.03,4816,0.05,4919,-0.04,2398
95GG430001,Sydenham_1,,48.42,372,1,0.49,473,0.3,386,0.15,1905
95GG430002,Sydenham_1,,44.7,479,1,0.44,640,0.29,394,-0.06,2464
95GG430003,Sydenham_1,,11.47,3432,7,0.09,3741,0.15,2439,-0.26,3043
95GG430004,Sydenham_1,,17.9,2555,6,0.17,2554,0.17,1897,-0.13,2656
95GG430005,Sydenham_1,,23.39,1879,4,0.27,1579,0.18,1736,-0.08,2515
95GG430006,Sydenham_2,,18.92,2422,5,0.24,1834,0.16,2297,-0.2,2869
95GG430007,Sydenham_2,,8.33,3949,8,0.07,3917,0.12,3272,-0.24,3003
95GG430008,Sydenham_2,,12.33,3295,7,0.11,3360,0.15,2366,-0.38,3411
95GG430009,Sydenham_2,,15.77,2844,6,0.17,2557,0.16,2082,-0.49,3718
95GG430010,Sydenham_1,,23.53,1863,4,0.24,1894,0.21,1252,-0.4,3447
95GG430011,Sydenham_2,,14.33,3037,7,0.09,3652,0.18,1781,-0.33,3285
95GG430012,Sydenham_3,,22.29,1998,4,0.28,1537,0.18,1688,-0.55,3869
95GG430013,Sydenham_3,,36.31,818,2,0.42,736,0.25,751,-0.54,3829
95GG430014,Sydenham_2,,19.74,2316,5,0.28,1541,0.16,2233,-0.53,3792
95GG430015,Sydenham_3,,10.21,3634,8,0.13,3173,0.13,2955,-0.61,3988
95GG430016,Sydenham_3,,19.16,2381,5,0.24,1880,0.18,1853,-0.77,4311
95GG430017,Sydenham_3,,15.87,2830,6,0.26,1712,0.13,2963,-0.64,4060
95GG430018,Sydenham_3,,15.3,2903,6,0.23,2010,0.14,2665,-0.69,4145
95GG430019,Sydenham_3,,10.19,3643,8,0.15,2789,0.12,3317,-0.69,4146
95GG440001,The Mount_1,,53.5,258,1,0.52,373,0.36,164,-1.06,4730
95GG440002,The Mount_1,,40.87,614,2,0.48,497,0.26,596,-1.15,4811
95GG440003,The Mount_1,,45.19,467,1,0.43,668,0.32,262,-1.01,4667
95GG440004,The Mount_1,,40.53,630,2,0.38,898,0.3,342,-0.96,4591
95GG440005,The Mount_2,,31.96,1080,3,0.36,1016,0.24,841,-0.78,4338
95GG440006,The Mount_1,,42.93,536,2,0.42,701,0.31,323,-1.32,4921
95GG440007,The Mount_2,,48.31,378,1,0.48,474,0.33,250,-1.3,4911
95GG440008,The Mount_2,,24.48,1753,4,0.32,1243,0.19,1595,-0.69,4162
95GG440009,The Mount_2,,58.77,160,1,0.52,379,0.42,65,-1.12,4777
95GG440010,The Mount_2,,17.49,2606,6,0.27,1575,0.15,2522,-1.19,4840
95GG440011,The Mount_2,,45.19,468,1,0.52,374,0.28,485,-0.95,4586
95GG440012,The Mount_2,,26.3,1543,4,0.37,963,0.19,1591,-1.11,4772
95GG440013,The Mount_2,,38.64,715,2,0.45,585,0.25,682,-0.82,4403
95GG440014,The Mount_2,,29.53,1259,3,0.4,808,0.2,1342,-1,4649
95GG440015,The Mount_1,,35.32,876,2,0.35,1092,0.27,522,-0.91,4513
95GG440016,The Mount_1,,42.95,535,2,0.54,335,0.25,686,-1.09,4764
95GG440017,The Mount_1,,51.6,304,1,0.53,363,0.33,219,-1.14,4797
95GG440018,The Mount_1,,67.75,70,1,0.72,75,0.39,99,-0.97,4610
95GG450001,Upper Malone_2,,29.49,1266,3,0.3,1381,0.23,985,-0.15,2734
95GG450002,Upper Malone_1,,12.63,3254,7,0.16,2709,0.12,3180,-0.1,2578
95GG450003,Upper Malone_2,,43.3,524,2,0.38,900,0.31,322,-0.07,2484
95GG450004,Upper Malone_2,,29.38,1275,3,0.35,1069,0.2,1331,-0.08,2526
95GG450005,Upper Malone_3,,14.43,3018,7,0.18,2425,0.14,2797,-0.21,2904
95GG450006,Upper Malone_3,,19.26,2366,5,0.24,1911,0.16,2186,-0.13,2671
95GG450007,Upper Malone_3,,8.67,3869,8,0.12,3283,0.09,4124,-0.03,2384
95GG450008,Upper Malone_3,,4.28,4704,10,0.05,4385,0.05,4857,-0.06,2459
95GG450009,Upper Malone_3,,18.83,2437,5,0.16,2697,0.19,1629,-0.12,2633
95GG450010,Upper Malone_2,,8.45,3924,8,0.09,3681,0.11,3617,-0.12,2643
95GG450011,Upper Malone_1,,5.68,4437,9,0.03,4675,0.08,4391,0.18,1850
95GG450012,Upper Malone_3,,3.63,4804,10,0.03,4714,0.05,4945,-0.01,2328
95GG450013,Upper Malone_1,,4.78,4601,10,0.02,4871,0.08,4258,-0.01,2301
95GG450014,Upper Malone_1,,2.91,4903,10,0.03,4805,0.05,4877,-0.17,2786
95GG450015,Upper Malone_1,,2.46,4945,10,0.02,4941,0.06,4727,-0.3,3167
95GG450016,Upper Malone_2,,35.95,839,2,0.41,778,0.24,830,-0.22,2919
95GG450017,Upper Malone_2,,35.77,852,2,0.45,592,0.22,1117,-0.19,2843
95GG460001,Upper Springfield_2,,53.69,249,1,0.8,43,0.23,983,-0.34,3308
95GG460002,Upper Springfield_1,,67.81,69,1,0.72,80,0.38,113,-0.36,3364
95GG460003,Upper Springfield_2,,48.09,382,1,0.51,409,0.3,371,-0.29,3151
95GG460004,Upper Springfield_1,,28.33,1376,3,0.3,1429,0.23,986,-0.38,3417
95GG460005,Upper Springfield_2,,77.75,22,1,0.94,16,0.46,43,-0.53,3793
95GG460006,Upper Springfield_2,,25.96,1581,4,0.24,1877,0.23,893,-0.7,4164
95GG460007,Upper Springfield_2,,52.23,290,1,0.54,323,0.33,247,-0.66,4104
95GG460008,Upper Springfield_1,,50.3,330,1,0.51,400,0.32,274,-0.41,3493
95GG460009,Upper Springfield_3,,43.04,531,2,0.46,564,0.29,435,-0.68,4137
95GG460010,Upper Springfield_3,,65.98,83,1,0.61,185,0.45,51,-0.64,4068
95GG460011,Upper Springfield_1,,63.23,107,1,0.61,187,0.39,92,-0.54,3824
95GG460012,Upper Springfield_3,,68.66,63,1,0.65,125,0.44,55,-0.48,3680
95GG460013,Upper Springfield_3,,74.12,33,1,0.73,70,0.49,30,-0.51,3748
95GG460014,Upper Springfield_1,,58.7,161,1,0.57,264,0.37,135,-0.41,3481
95GG460015,Upper Springfield_3,,62.32,114,1,0.57,268,0.42,64,-0.59,3953
95GG470001,Water Works_3,,49.68,347,1,0.5,450,0.33,223,-1.15,4812
95GG470002,Water Works_2,,26.35,1539,4,0.33,1223,0.21,1274,-0.93,4556
95GG470003,Water Works_3,,36.04,830,2,0.33,1232,0.29,406,-1.25,4889
95GG470004,Water Works_2,,40.69,622,2,0.46,531,0.27,569,-1.18,4829
95GG470005,Water Works_2,,40.68,624,2,0.38,917,0.31,324,-1.05,4715
95GG470006,Water Works_1,,46.4,432,1,0.53,354,0.29,434,-1.13,4790
95GG470007,Water Works_2,,54.77,232,1,0.66,121,0.29,402,-1.24,4873
95GG470008,Water Works_1,,45.59,450,1,0.53,342,0.28,493,-1.16,4813
95GG470009,Water Works_2,,26.03,1570,4,0.35,1111,0.2,1422,-1.13,4783
95GG470010,Water Works_1,,52.7,279,1,0.65,137,0.28,470,-1.19,4841
95GG470011,Water Works_1,,77.06,25,1,0.98,9,0.45,50,-1.27,4900
95GG470012,Water Works_1,,61.99,120,1,0.69,97,0.35,188,-1.22,4856
95GG470013,Water Works_2,,60.86,139,1,0.69,100,0.33,216,-1.14,4794
95GG470014,Water Works_1,,63.33,106,1,0.59,224,0.43,58,-1.25,4888
95GG470015,Water Works_1,,39.89,661,2,0.48,475,0.25,687,-1.46,4983
95GG470016,Water Works_3,,30.1,1215,3,0.44,616,0.19,1644,-0.94,4580
95GG470017,Water Works_3,,42.15,569,2,0.39,842,0.31,300,-0.96,4593
95GG470018,Water Works_3,,54.11,243,1,0.63,163,0.3,351,-0.99,4644
95GG470019,Water Works_3,,40.18,652,2,0.47,515,0.26,627,-1.08,4742
95GG470020,Water Works_3,,44.54,487,1,0.51,401,0.28,477,-1.22,4860
95GG480001,Whiterock_1,,61.47,129,1,0.61,181,0.37,128,-0.54,3831
95GG480002,Whiterock_3,,58.27,170,1,0.58,242,0.36,148,-0.6,3964
95GG480003,Whiterock_2,,69.91,57,1,0.77,53,0.38,111,-0.36,3352
95GG480004,Whiterock_3,,68.25,67,1,0.7,92,0.4,82,-0.61,3984
95GG480005,Whiterock_2,,78.6,18,1,0.82,38,0.56,13,-0.52,3766
95GG480006,Whiterock_2,,68.51,65,1,0.74,64,0.38,115,-0.47,3656
95GG480007,Whiterock_3,,62.07,118,1,0.57,257,0.42,67,-0.78,4330
95GG480008,Whiterock_3,,73.37,38,1,0.73,71,0.48,34,-0.63,4041
95GG480009,Whiterock_1,,52.03,292,1,0.52,384,0.34,204,-0.79,4349
95GG480010,Whiterock_2,,73.2,40,1,0.78,50,0.43,60,-0.44,3577
95GG480011,Whiterock_3,,70.53,53,1,0.69,101,0.47,42,-0.73,4236
95GG480012,Whiterock_1,,50.76,319,1,0.53,357,0.31,291,-0.41,3497
95GG480013,Whiterock_1,,31.62,1101,3,0.33,1218,0.25,705,-0.99,4643
95GG480014,Whiterock_1,,59.66,149,1,0.55,304,0.4,79,-1,4652
95GG490001,Windsor_3,,17.66,2586,6,0.26,1703,0.15,2361,-0.89,4492
95GG490002,Windsor_2,,2.01,4985,10,0.05,4300,0.06,4793,-1.27,4901
95GG490003,Windsor_2,,7.53,4102,9,0.14,2957,0.1,3918,-1.13,4782
95GG490004,Windsor_2,,4.11,4727,10,0.1,3476,0.05,4942,-0.84,4427
95GG490005,Windsor_2,,12.2,3311,7,0.15,2832,0.14,2569,-0.83,4414
95GG490006,Windsor_2,,16.17,2784,6,0.15,2854,0.19,1646,-0.92,4535
95GG490007,Windsor_1,,4.98,4563,10,0.09,3638,0.08,4273,-0.91,4512
95GG490008,Windsor_1,,0.98,5015,10,0.03,4751,0.04,4990,-0.91,4528
95GG490009,Windsor_1,,0.6,5021,10,0.01,4997,0.04,4995,-0.82,4399
95GG490010,Windsor_1,,6.98,4213,9,0.15,2865,0.07,4450,-0.79,4357
95GG490011,Windsor_1,,4.43,4669,10,0.1,3499,0.06,4691,-0.93,4558
95GG490012,Windsor_1,,25.68,1614,4,0.34,1167,0.2,1416,-1.05,4713
95GG490013,Windsor_4,,8.12,3981,8,0.18,2532,0.08,4312,-1.07,4733
95GG490014,Windsor_4,,8.3,3952,8,0.17,2548,0.09,4163,-1.19,4845
95GG490015,Windsor_4,,8.62,3881,8,0.13,3151,0.12,3321,-0.98,4627
95GG490016,Windsor_4,,9.35,3772,8,0.2,2300,0.09,4130,-1.17,4825
95GG490017,Windsor_4,,3.93,4760,10,0.09,3637,0.06,4693,-1.06,4720
95GG490018,Windsor_4,,4.83,4591,10,0.1,3495,0.08,4368,-1.29,4908
95GG490019,Windsor_3,,7.25,4159,9,0.16,2765,0.08,4317,-1.1,4769
95GG490020,Windsor_3,,11.67,3406,7,0.21,2134,0.11,3551,-0.94,4581
95GG490021,Windsor_3,,7.24,4162,9,0.18,2522,0.06,4769,-1.02,4681
95GG490022,Windsor_3,,3,4895,10,0.07,3927,0.06,4747,-1.19,4839
95GG490023,Windsor_2,,4.18,4719,10,0.09,3717,0.08,4413,-1.25,4885
95GG490024,Windsor_3,,8.38,3936,8,0.13,3066,0.11,3526,-0.92,4534
95GG490025,Windsor_2,,8.94,3834,8,0.16,2729,0.11,3604,-1.38,4948
95GG500001,Woodstock_3,,34.38,933,2,0.41,786,0.24,804,-1.01,4673
95GG500002,Woodstock_1,,24.16,1786,4,0.29,1479,0.2,1330,-0.98,4632
95GG500003,Woodstock_3,,9.25,3789,8,0.18,2490,0.09,4001,-0.83,4407
95GG500004,Woodstock_1,,29.59,1255,3,0.34,1125,0.23,972,-0.91,4524
95GG500005,Woodstock_1,,8.21,3965,8,0.15,2818,0.1,3851,-1.03,4696
95GG500006,Woodstock_3,,23.96,1808,4,0.4,840,0.15,2402,-0.86,4458
95GG500007,Woodstock_1,,31.8,1089,3,0.46,548,0.19,1522,-0.97,4607
95GG500008,Woodstock_1,,24.16,1785,4,0.31,1333,0.19,1513,-0.79,4355
95GG500009,Woodstock_1,,26.52,1520,4,0.38,932,0.19,1625,-0.98,4623
95GG500010,Woodstock_2,,35.81,846,2,0.46,569,0.23,945,-0.97,4613
95GG500011,Woodstock_2,,52.48,284,1,0.58,233,0.31,312,-0.99,4645
95GG500012,Woodstock_2,,42.68,547,2,0.52,393,0.26,624,-0.91,4517
95GG500013,Woodstock_2,,32.64,1039,3,0.43,671,0.21,1131,-1.09,4757
95GG500014,Woodstock_2,,32.46,1046,3,0.42,718,0.22,1071,-1.23,4863
95GG500015,Woodstock_3,,29.31,1281,3,0.32,1286,0.24,863,-1.01,4674
95GG500016,Woodstock_3,,38.66,713,2,0.41,777,0.28,501,-0.96,4588
95GG500017,Woodstock_3,,28.32,1377,3,0.32,1250,0.23,997,-0.98,4617
95GG500018,Woodstock_2,,29.94,1224,3,0.34,1164,0.23,887,-1.06,4723
95GG500019,Woodstock_2,,18.73,2448,5,0.22,2103,0.19,1657,-1.16,4816
95GG500020,Woodstock_3,,31.13,1135,3,0.41,779,0.21,1178,-0.92,4545
95GG510001,Woodvale_1,,37.9,746,2,0.44,605,0.25,711,-0.9,4504
95GG510002,Woodvale_3,,39.56,675,2,0.35,1079,0.3,331,-0.66,4116
95GG510003,Woodvale_3,,44.14,496,1,0.42,696,0.31,298,-0.77,4297
95GG510004,Woodvale_3,,59.2,156,1,0.65,130,0.33,229,-0.78,4326
95GG510005,Woodvale_2,,34.17,944,2,0.36,1032,0.26,647,-0.77,4298
95GG510006,Woodvale_3,,52.73,278,1,0.6,203,0.3,357,-0.75,4275
95GG510007,Woodvale_3,,54.11,242,1,0.58,236,0.32,257,-0.82,4392
95GG510008,Woodvale_3,,62.65,110,1,0.63,154,0.38,117,-0.8,4374
95GG510009,Woodvale_2,,29.75,1237,3,0.31,1310,0.24,822,-0.86,4464
95GG510010,Woodvale_2,,58.44,167,1,0.62,171,0.34,193,-0.92,4540
95GG510011,Woodvale_2,,39.29,687,2,0.43,657,0.27,558,-0.9,4501
95GG510012,Woodvale_2,,52.84,273,1,0.49,471,0.37,137,-0.99,4638
95GG510013,Woodvale_2,,40.72,621,2,0.43,682,0.29,447,-1,4655
95GG510014,Woodvale_1,,27.34,1446,3,0.29,1496,0.23,930,-0.94,4577
95GG510015,Woodvale_1,,28.63,1352,3,0.37,982,0.21,1241,-0.89,4495
95GG510016,Woodvale_1,,23.71,1838,4,0.29,1473,0.2,1427,-0.84,4434
95GG510017,Woodvale_1,,33.65,969,2,0.33,1231,0.27,566,-0.81,4382
95GG510018,Woodvale_1,,46.81,416,1,0.42,732,0.34,200,-0.71,4195
95HH010001,Blackhead,,26.88,1477,3,0.2,2210,0.22,1093,0.47,1322
95HH010002,Blackhead,,9.04,3819,8,0.05,4449,0.08,4199,0.72,940
95HH010003,Blackhead,,17.64,2589,6,0.18,2493,0.13,2972,0.69,966
95HH010004,Blackhead,,7.57,4094,9,0.05,4469,0.06,4797,0.68,983
95HH010005,Blackhead,,9.54,3741,8,0.06,4152,0.09,4092,0.64,1048
