code,name,LGD,EDM_score,EDM_rank,EDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Proximity to Services_score,Proximity to Services_rank
95VV230007,Rostrevor,,24.48,1751,4,0.18,2466,0.2,1332,0.56,1176
95VV230008,Rostrevor,,24.95,1696,4,0.16,2720,0.17,1958,1.25,276
95VV240001,Seaview_2,,22.3,1997,4,0.26,1727,0.17,1870,0.01,2246
95VV240002,Seaview_2,,20.43,2219,5,0.27,1629,0.17,2019,-0.43,3535
95VV240003,Seaview_2,,43.1,530,2,0.52,392,0.25,702,-0.27,3086
95VV240004,Seaview_1,,14.19,3054,7,0.19,2343,0.12,3071,-0.13,2666
95VV240005,Seaview_2,,22.68,1955,4,0.26,1716,0.18,1784,-0.01,2311
95VV240006,Seaview_1,,13,3207,7,0.1,3542,0.13,3046,0.48,1315
95VV240007,Seaview_1,,28.75,1340,3,0.32,1256,0.22,1055,-0.44,3561
95VV240008,Seaview_1,,6.51,4286,9,0.05,4475,0.07,4461,0.31,1586
95VV240009,Seaview_2,,23.55,1861,4,0.33,1212,0.16,2171,-0.12,2647
95VV250001,Silver Bridge_1,,32.23,1061,3,0.33,1240,0.15,2438,1.45,134
95VV250002,Silver Bridge_2,,30.89,1153,3,0.27,1623,0.2,1343,1,564
95VV250003,Silver Bridge_2,,31.08,1142,3,0.29,1476,0.17,1907,1.27,258
95VV250004,Silver Bridge_2,,25.6,1626,4,0.23,1923,0.17,1912,0.93,646
95VV250005,Silver Bridge_2,,22.12,2024,5,0.23,1938,0.14,2733,0.92,660
95VV250006,Silver Bridge_1,,37.84,749,2,0.39,858,0.21,1248,1.07,488
95VV250007,Silver Bridge_1,,46.98,413,1,0.43,665,0.24,837,1.36,169
95VV250008,Silver Bridge_1,,49.63,349,1,0.51,425,0.25,694,1.12,426
95VV260001,Spelga,,16.41,2740,6,0.14,2974,0.11,3564,1.03,525
95VV260002,Spelga,,32.84,1027,3,0.23,1970,0.2,1410,1.42,145
95VV260003,Spelga,,35.33,875,2,0.35,1114,0.2,1293,1.08,465
95VV260004,Spelga,,25.44,1645,4,0.25,1798,0.17,2037,0.9,683
95VV260005,Spelga,,27.06,1465,3,0.22,2036,0.17,1961,1.19,332
95VV260006,Spelga,,30.58,1173,3,0.22,2104,0.2,1290,1.19,335
95VV260007,Spelga,,25.36,1652,4,0.2,2233,0.14,2686,1.37,164
95VV270001,St Mary's,,34.6,915,2,0.41,781,0.25,778,-1.18,4830
95VV270002,St Mary's,,28.92,1320,3,0.35,1119,0.22,1076,-0.76,4289
95VV270003,St Mary's,,19.93,2298,5,0.29,1454,0.16,2244,-0.66,4113
95VV270004,St Mary's,,29.73,1239,3,0.39,872,0.2,1363,-0.43,3538
95VV270005,St Mary's,,27.65,1426,3,0.37,959,0.18,1848,-0.01,2321
95VV270006,St Mary's,,27.4,1443,3,0.38,911,0.18,1831,-0.2,2879
95VV270007,St Mary's,,21.55,2085,5,0.28,1506,0.16,2201,-0.1,2566
95VV280001,St Patrick's_1,,29.52,1261,3,0.27,1605,0.25,689,-0.8,4372
95VV280002,St Patrick's_1,,39.39,682,2,0.57,258,0.2,1368,-0.65,4073
95VV280003,St Patrick's_2,,44.92,473,1,0.53,356,0.28,508,-1.34,4933
95VV280004,St Patrick's_1,,14.66,2986,6,0.23,1946,0.12,3200,-0.36,3372
95VV280005,St Patrick's_2,,48.15,380,1,0.43,680,0.35,180,-0.74,4259
95VV280006,St Patrick's_1,,37.08,777,2,0.4,824,0.27,568,-0.94,4573
95VV280007,St Patrick's_2,,18.02,2538,6,0.22,2111,0.17,1920,-0.62,4009
95VV280008,St Patrick's_2,,22.42,1983,4,0.26,1672,0.2,1399,-1.15,4809
95VV280009,St Patrick's_2,,27.99,1397,3,0.23,1966,0.26,653,-0.91,4515
95VV280010,St Patrick's_1,,10.66,3545,8,0.09,3649,0.14,2738,-0.25,3012
95VV290001,Tullyhappy,,16.19,2778,6,0.13,3057,0.14,2561,0.52,1250
95VV290002,Tullyhappy,,32.71,1035,3,0.41,775,0.16,2237,0.97,591
95VV290003,Tullyhappy,,19.67,2322,5,0.22,2067,0.16,2256,0.19,1815
95VV290004,Tullyhappy,,22.25,2002,4,0.21,2182,0.18,1792,0.43,1404
95VV290005,Tullyhappy,,33.01,1016,3,0.4,829,0.16,2174,1.06,491
95VV290006,Tullyhappy,,17.94,2547,6,0.1,3507,0.13,2866,1.15,385
95VV290007,Tullyhappy,,19.01,2402,5,0.18,2500,0.14,2676,0.77,860
95VV300001,Windsor Hill_2,,19.54,2333,5,0.23,1980,0.17,1879,-0.34,3311
95VV300002,Windsor Hill_2,,28.38,1373,3,0.27,1589,0.22,1064,0.04,2159
95VV300003,Windsor Hill_2,,36.58,805,2,0.39,845,0.24,794,0.01,2250
95VV300004,Windsor Hill_1,,11.1,3485,7,0.07,3990,0.14,2730,0.05,2150
95VV300005,Windsor Hill_1,,9.6,3727,8,0.11,3393,0.11,3591,-0.05,2425
95VV300006,Windsor Hill_1,,12.77,3237,7,0.15,2894,0.15,2450,-0.63,4049
95VV300007,Windsor Hill_1,,9.51,3746,8,0.09,3705,0.13,3017,-0.27,3087
95VV300008,Windsor Hill_2,,29.51,1262,3,0.25,1772,0.24,856,0.09,2052
95WW010001,Abbey_1,,20.13,2255,5,0.26,1671,0.17,2020,-0.44,3591
95WW010002,Abbey_1,,4.64,4632,10,0.06,4217,0.09,4084,-0.54,3816
95WW010003,Abbey_1,,3.47,4826,10,0.05,4304,0.06,4754,-0.37,3379
95WW010004,Abbey_2,,11.71,3394,7,0.11,3414,0.16,2280,-0.74,4245
95WW010005,Abbey_2,,14.86,2962,6,0.23,1940,0.13,2854,-0.76,4283
95WW010006,Abbey_2,,10.81,3522,8,0.16,2726,0.12,3141,-0.74,4255
95WW010007,Abbey_2,,6.21,4343,9,0.11,3371,0.09,4073,-0.84,4437
95WW010008,Abbey_2,,6.86,4234,9,0.09,3643,0.11,3549,-0.79,4344
95WW010009,Abbey_1,,16.69,2698,6,0.27,1634,0.13,2922,-0.53,3784
95WW010010,Abbey_1,,30.27,1204,3,0.33,1241,0.24,861,-0.6,3974
95WW020001,Ballyclare North_2,,27.51,1436,3,0.38,943,0.17,1874,-0.05,2423
95WW020002,Ballyclare North_2,,23.33,1885,4,0.39,893,0.13,3018,-0.1,2570
95WW020003,Ballyclare North_2,,6.34,4323,9,0.09,3716,0.08,4381,-0.17,2797
95WW020004,Ballyclare North_1,,7.03,4203,9,0.14,3024,0.08,4435,-0.52,3781
95WW020005,Ballyclare North_1,,40.63,625,2,0.54,332,0.2,1287,0.11,1994
95WW020006,Ballyclare North_1,,6,4380,9,0.03,4722,0.07,4494,0.33,1560
95WW020007,Ballyclare North_1,,24.19,1784,4,0.24,1886,0.21,1271,-0.18,2819
95WW020008,Ballyclare North_1,,39.86,663,2,0.46,535,0.24,812,-0.1,2585
95WW020009,Ballyclare North_1,,10.8,3523,8,0.17,2654,0.08,4416,0.14,1931
95WW020010,Ballyclare North_2,,4.32,4694,10,0.02,4957,0.05,4928,0.25,1712
95WW020011,Ballyclare North_2,,8.57,3894,8,0.08,3881,0.1,3744,0.09,2049
95WW030001,Ballyclare South_1,,34.6,916,2,0.33,1211,0.26,643,-0.12,2641
95WW030002,Ballyclare South_1,,8.7,3864,8,0.15,2892,0.1,3883,-0.53,3788
95WW030003,Ballyclare South_2,,18.48,2483,5,0.22,2101,0.15,2506,0.18,1847
95WW030004,Ballyclare South_1,,5.91,4396,9,0.1,3572,0.09,4004,-0.79,4347
95WW030005,Ballyclare South_2,,3.81,4779,10,0.05,4484,0.06,4798,-0.15,2720
95WW030006,Ballyclare South_1,,60.85,140,1,0.43,681,0.65,8,-0.3,3193
95WW030007,Ballyclare South_2,,7.89,4026,9,0.06,4239,0.11,3472,-0.03,2378
95WW030008,Ballyclare South_1,,18.06,2534,6,0.27,1624,0.14,2759,-0.27,3083
95WW030009,Ballyclare South_1,,16.59,2715,6,0.18,2508,0.15,2311,-0.04,2415
95WW030010,Ballyclare South_2,,24.06,1797,4,0.33,1226,0.17,1858,-0.34,3306
95WW030011,Ballyclare South_2,,4.67,4630,10,0.02,4887,0.05,4885,0.28,1653
95WW040001,Ballyduff_1,,5.75,4419,9,0.06,4178,0.09,4008,-0.26,3052
95WW040002,Ballyduff_2,,15.06,2944,6,0.13,3050,0.17,1983,-0.33,3261
95WW040003,Ballyduff_2,,3.96,4755,10,0.03,4721,0.09,4155,-0.34,3302
95WW040004,Ballyduff_1,,25.41,1648,4,0.27,1598,0.2,1367,-0.1,2563
95WW040005,Ballyduff_1,,3.6,4807,10,0.03,4742,0.07,4592,-0.17,2789
95WW040006,Ballyduff_2,,4.43,4670,10,0.05,4306,0.07,4574,-0.2,2883
95WW040007,Ballyduff_2,,7.72,4065,9,0.08,3840,0.11,3545,-0.25,3034
95WW040008,Ballyduff_1,,10.24,3625,8,0.14,3001,0.11,3579,-0.18,2808
95WW040009,Ballyduff_1,,24.62,1742,4,0.4,820,0.13,2868,-0.09,2538
95WW050001,Ballyhenry_2,,15.94,2821,6,0.21,2194,0.16,2194,-0.93,4565
95WW050002,Ballyhenry_2,,4.45,4666,10,0.08,3825,0.08,4357,-0.8,4370
95WW050003,Ballyhenry_1,,5.33,4506,9,0.07,4000,0.08,4213,-0.36,3358
95WW050004,Ballyhenry_2,,13.73,3114,7,0.11,3416,0.18,1800,-0.85,4441
95WW050005,Ballyhenry_1,,16.2,2777,6,0.15,2788,0.17,1953,-0.28,3124
95WW050006,Ballyhenry_2,,7.54,4099,9,0.07,4083,0.12,3341,-0.3,3170
95WW050007,Ballyhenry_1,,7.13,4178,9,0.12,3254,0.08,4386,-0.29,3154
95WW050008,Ballyhenry_2,,17.41,2620,6,0.25,1767,0.14,2540,-0.47,3664
95WW050009,Ballyhenry_1,,4.35,4687,10,0.06,4279,0.07,4479,-0.29,3152
95WW050010,Ballyhenry_1,,4.69,4626,10,0.06,4165,0.08,4275,-0.41,3470
95WW060001,Ballynure_1,,13.73,3113,7,0.17,2610,0.11,3466,0.26,1690
95WW060002,Ballynure_2,,7.5,4110,9,0.05,4376,0.05,4853,0.65,1028
95WW060003,Ballynure_2,,8.46,3921,8,0.07,4053,0.06,4668,0.63,1066
95WW060004,Ballynure_2,,5.8,4414,9,0.03,4756,0.05,4916,0.5,1282
95WW060005,Ballynure_1,,8.78,3854,8,0.03,4715,0.07,4567,0.9,690
95WW060006,Ballynure_2,,8.25,3959,8,0.07,3979,0.06,4787,0.6,1110
95WW060007,Ballynure_1,,11.1,3484,7,0.07,3916,0.1,3895,0.74,901
95WW060008,Ballynure_1,,10.2,3638,8,0.05,4427,0.1,3847,0.77,866
95WW070001,Ballyrobert_1,,14.54,2997,6,0.18,2480,0.1,3695,0.48,1312
95WW070002,Ballyrobert_2,,9.1,3810,8,0.08,3780,0.11,3514,0.02,2231
95WW070003,Ballyrobert_2,,4.26,4710,10,0.02,4906,0.07,4643,0.07,2085
95WW070004,Ballyrobert_2,,5.39,4495,9,0.04,4576,0.07,4470,0.1,2023
95WW070005,Ballyrobert_2,,5.02,4558,10,0.01,4970,0.07,4593,0.26,1686
95WW070006,Ballyrobert_2,,5.29,4508,9,0.04,4660,0.07,4477,0.12,1975
95WW070007,Ballyrobert_2,,6.74,4254,9,0.05,4455,0.08,4408,0.33,1557
95WW070008,Ballyrobert_1,,10.1,3653,8,0.05,4308,0.11,3592,0.58,1145
95WW070009,Ballyrobert_1,,11.05,3488,7,0.05,4319,0.12,3304,0.61,1088
95WW070010,Ballyrobert_1,,8.64,3875,8,0.08,3756,0.07,4476,0.44,1380
95WW070011,Ballyrobert_1,,7.93,4018,9,0.05,4384,0.07,4589,0.63,1054
95WW080001,Burnthill_2,,6.3,4328,9,0.07,4063,0.09,3987,-0.2,2862
95WW080002,Burnthill_2,,9.14,3805,8,0.07,3934,0.13,2809,-0.42,3505
95WW080003,Burnthill_1,,5.64,4445,9,0.04,4512,0.11,3577,-0.4,3446
95WW080004,Burnthill_1,,10.49,3577,8,0.12,3261,0.13,2878,-0.48,3693
95WW080005,Burnthill_1,,7.71,4068,9,0.12,3286,0.1,3859,-0.46,3639
95WW080006,Burnthill_2,,12.51,3269,7,0.1,3481,0.16,2245,-0.37,3394
95WW080007,Burnthill_2,,12.34,3294,7,0.13,3178,0.14,2546,-0.33,3266
95WW080008,Burnthill_1,,13.93,3091,7,0.14,2993,0.16,2295,-0.31,3217
95WW080009,Burnthill_2,,4.72,4614,10,0.08,3878,0.07,4554,-0.42,3507
95WW090001,Carnmoney_1,,38.36,726,2,0.41,751,0.25,777,0.13,1945
95WW090002,Carnmoney_1,,29.39,1272,3,0.39,850,0.18,1704,-0.03,2380
95WW090003,Carnmoney_1,,11.15,3475,7,0.11,3342,0.13,2885,-0.21,2890
95WW090004,Carnmoney_2,,3,4897,10,0.02,4885,0.07,4517,-0.3,3172
95WW090005,Carnmoney_1,,6.44,4298,9,0.08,3817,0.1,3919,-0.36,3370
95WW090006,Carnmoney_2,,3.38,4841,10,0.04,4585,0.07,4627,-0.3,3160
95WW090007,Carnmoney_2,,6.26,4336,9,0.08,3795,0.09,4060,-0.34,3287
95WW090008,Carnmoney_2,,3.18,4866,10,0.03,4673,0.07,4551,-0.34,3314
95WW090009,Carnmoney_1,,43.27,525,2,0.45,579,0.27,542,0.02,2222
95WW100001,Cloughfern_1,,25.17,1675,4,0.33,1189,0.18,1733,-0.29,3144
95WW100002,Cloughfern_1,,7.08,4188,9,0.09,3664,0.09,4012,-0.23,2966
95WW100003,Cloughfern_1,,21.75,2061,5,0.28,1555,0.18,1768,-0.55,3873
95WW100004,Cloughfern_1,,3.02,4891,10,0.02,4893,0.06,4749,-0.16,2765
95WW100005,Cloughfern_2,,7.01,4210,9,0.06,4147,0.12,3134,-0.67,4123
95WW100006,Cloughfern_1,,12.5,3271,7,0.14,2984,0.14,2529,-0.5,3724
95WW100007,Cloughfern_2,,12.4,3286,7,0.15,2902,0.14,2544,-0.63,4044
95WW100008,Cloughfern_2,,10.43,3592,8,0.13,3144,0.13,2872,-0.67,4126
95WW100009,Cloughfern_2,,21.7,2068,5,0.26,1710,0.19,1667,-0.44,3588
95WW110001,Collinbridge_1,,7.56,4097,9,0.06,4134,0.1,3831,0.04,2160
95WW110002,Collinbridge_1,,3.97,4754,10,0.06,4263,0.04,4980,-0.14,2697
95WW110003,Collinbridge_2,,7.18,4171,9,0.08,3855,0.1,3880,-0.17,2769
95WW110004,Collinbridge_1,,6.08,4361,9,0.06,4167,0.09,4188,-0.08,2516
95WW110005,Collinbridge_2,,4.47,4664,10,0.08,3819,0.07,4612,-0.52,3779
95WW110006,Collinbridge_2,,18.37,2492,5,0.2,2287,0.17,1908,-0.26,3041
95WW110007,Collinbridge_1,,15.45,2881,6,0.16,2749,0.17,1969,-0.56,3880
95WW110008,Collinbridge_2,,6.81,4239,9,0.07,4049,0.11,3553,-0.36,3368
95WW120001,Coole,,33.4,983,2,0.29,1452,0.28,504,-0.65,4083
95WW120002,Coole,,16.32,2754,6,0.18,2520,0.18,1846,-0.87,4475
95WW120003,Coole,,29.61,1250,3,0.33,1214,0.23,969,-0.52,3767
95WW120004,Coole,,25.25,1664,4,0.31,1296,0.2,1361,-0.91,4514
95WW120005,Coole,,41.41,596,2,0.45,573,0.27,529,-0.6,3965
95WW120006,Coole,,38.88,705,2,0.39,888,0.29,451,-0.61,3994
95WW120007,Coole,,28.92,1319,3,0.43,660,0.17,1941,-0.43,3550
95WW120008,Coole,,25.94,1585,4,0.3,1422,0.21,1235,-0.53,3801
95WW120009,Coole,,42.43,555,2,0.51,402,0.26,662,-0.61,3996
95WW130001,Doagh_1,,7.04,4199,9,0.04,4581,0.05,4876,0.65,1023
95WW130002,Doagh_1,,20.04,2282,5,0.23,2003,0.14,2625,0.55,1206
95WW130003,Doagh_1,,8.17,3973,8,0.05,4425,0.09,4051,0.47,1331
95WW130004,Doagh_1,,9.81,3694,8,0.04,4493,0.1,3737,0.67,1002
95WW130005,Doagh_2,,10.23,3628,8,0.06,4129,0.07,4652,0.95,622
95WW130006,Doagh_2,,17.72,2579,6,0.15,2785,0.14,2795,0.79,829
95WW130007,Doagh_2,,7.33,4146,9,0.05,4486,0.08,4397,0.48,1310
95WW130008,Doagh_2,,8.37,3939,8,0.04,4656,0.07,4650,0.83,765
95WW130009,Doagh_2,,8.12,3980,8,0.03,4814,0.07,4584,0.82,781
95WW130010,Doagh_1,,9.83,3691,8,0.05,4294,0.08,4285,0.82,783
95WW140001,Dunanney,,29.59,1254,3,0.37,974,0.21,1210,-0.52,3775
95WW140002,Dunanney,,31.09,1140,3,0.36,1028,0.23,1012,-0.39,3421
95WW140003,Dunanney,,40.14,655,2,0.31,1300,0.32,265,-0.44,3572
95WW140004,Dunanney,,32.51,1043,3,0.4,790,0.22,1046,-0.64,4054
95WW140005,Dunanney,,35.44,866,2,0.47,526,0.22,1124,-0.62,4010
95WW140006,Dunanney,,41.35,598,2,0.36,1034,0.32,285,-0.55,3875
95WW140007,Dunanney,,33.03,1011,3,0.36,1042,0.25,747,-0.64,4065
95WW140008,Dunanney,,33.1,1007,3,0.46,549,0.2,1415,-0.56,3884
95WW150001,Glebe_2_Newtownabbey,,16.12,2794,6,0.16,2676,0.17,1956,-0.43,3528
95WW150002,Glebe_2_Newtownabbey,,10.32,3612,8,0.12,3220,0.12,3072,-0.37,3385
95WW150003,Glebe_2_Newtownabbey,,3.74,4791,10,0.02,4874,0.08,4272,-0.25,3008
95WW150004,Glebe_1_Newtownabbey,,7.89,4028,9,0.09,3662,0.11,3587,-0.3,3176
95WW150005,Glebe_1_Newtownabbey,,8.57,3896,8,0.12,3216,0.1,3747,-0.34,3292
95WW150006,Glebe_1_Newtownabbey,,6.87,4231,9,0.11,3388,0.08,4303,-0.31,3207
95WW150007,Glebe_1_Newtownabbey,,7.78,4052,9,0.1,3543,0.1,3834,-0.24,3006
95WW150008,Glebe_2_Newtownabbey,,8.67,3871,8,0.08,3807,0.13,3030,-0.44,3574
95WW150009,Glebe_2_Newtownabbey,,5.92,4392,9,0.07,3988,0.1,3829,-0.47,3674
95WW160001,Glengormley_2,,29.44,1268,3,0.36,1004,0.21,1142,-0.71,4196
95WW160002,Glengormley_1,,7.94,4015,8,0.09,3732,0.12,3206,-0.6,3958
95WW160003,Glengormley_1,,8.41,3930,8,0.14,2935,0.1,3875,-0.6,3966
95WW160004,Glengormley_1,,10.58,3562,8,0.13,3104,0.13,2971,-0.51,3760
95WW160005,Glengormley_1,,6.92,4223,9,0.08,3845,0.1,3713,-0.35,3334
95WW160006,Glengormley_2,,6.19,4348,9,0.13,3137,0.06,4672,-0.53,3787
95WW160007,Glengormley_2,,15.88,2829,6,0.24,1822,0.14,2801,-0.61,3999
95WW160008,Glengormley_1,,8.78,3857,8,0.07,3995,0.14,2745,-0.59,3936
95WW160009,Glengormley_2,,16.28,2761,6,0.28,1548,0.13,3056,-0.77,4313
95WW160010,Glengormley_2,,2.08,4976,10,0.04,4659,0.06,4710,-0.66,4101
95WW170001,Hawthorne,,11.89,3362,7,0.07,4008,0.15,2325,-0.1,2574
95WW170002,Hawthorne,,10.51,3572,8,0.11,3455,0.13,2944,-0.24,2995
95WW170003,Hawthorne,,13,3206,7,0.14,2971,0.13,2919,-0.01,2297
95WW170004,Hawthorne,,12.44,3277,7,0.05,4482,0.18,1851,-0.23,2953
95WW170005,Hawthorne,,16.33,2751,6,0.17,2621,0.16,2260,-0.06,2449
95WW170006,Hawthorne,,30.97,1148,3,0.31,1359,0.24,867,-0.11,2594
95WW170007,Hawthorne,,13.77,3108,7,0.18,2430,0.12,3067,-0.15,2737
95WW170008,Hawthorne,,25.91,1589,4,0.28,1516,0.2,1356,-0.11,2600
95WW180001,Hightown,,17.38,2624,6,0.22,2032,0.17,2008,-1.02,4686
95WW180002,Hightown,,7.46,4123,9,0.09,3750,0.12,3324,-0.64,4059
95WW180003,Hightown,,12.5,3272,7,0.24,1916,0.11,3622,-0.93,4567
95WW180004,Hightown,,11.74,3392,7,0.16,2674,0.13,2817,-0.95,4585
95WW180005,Hightown,,15.35,2898,6,0.16,2680,0.17,1931,-0.85,4448
95WW180006,Hightown,,6.97,4214,9,0.06,4131,0.12,3202,-0.6,3982
95WW180007,Hightown,,9.66,3718,8,0.06,4099,0.15,2449,-0.56,3878
95WW180008,Hightown,,16.05,2801,6,0.14,2951,0.19,1668,-0.7,4167
95WW190001,Jordanstown_3,,4.49,4657,10,0.03,4692,0.08,4224,-0.17,2790
95WW190002,Jordanstown_2,,4.56,4649,10,0.04,4547,0.05,4953,0.12,1976
95WW190003,Jordanstown_1,,7.86,4037,9,0.06,4206,0.11,3548,-0.01,2315
95WW190004,Jordanstown_1,,4.73,4611,10,0.05,4286,0.06,4788,-0.04,2392
95WW190005,Jordanstown_2,,4.3,4700,10,0.02,4965,0.07,4449,0.02,2227
95WW190006,Jordanstown_3,,3.95,4756,10,0.01,4972,0.04,4969,0.18,1840
95WW190007,Jordanstown_2,,3.92,4762,10,0.03,4815,0.05,4956,0.1,2027
95WW190008,Jordanstown_2,,3.99,4750,10,0.03,4720,0.07,4664,-0.05,2445
95WW190009,Jordanstown_1,,8.77,3860,8,0.12,3223,0.1,3858,-0.2,2882
95WW190010,Jordanstown_3,,3.79,4781,10,0.02,4916,0.05,4881,0.08,2068
95WW190011,Jordanstown_1,,8.52,3908,8,0.06,4144,0.12,3305,-0.04,2412
95WW190012,Jordanstown_1,,13.22,3175,7,0.11,3435,0.16,2255,-0.2,2874
95WW190013,Jordanstown_3,,3.58,4810,10,0.03,4826,0.04,4972,0.03,2193
95WW190014,Jordanstown_1,,20.81,2179,5,0.23,1927,0.18,1778,-0.21,2887
95WW190015,Jordanstown_3,,3,4896,10,0.02,4913,0.04,4967,-0.06,2456
95WW200001,Mallusk_3,,3.08,4880,10,0.01,4992,0.05,4908,-0.03,2379
95WW200002,Mallusk_2,,9.67,3717,8,0.1,3569,0.1,3896,0.25,1703
95WW200003,Mallusk_2,,4.7,4622,10,0.04,4621,0.06,4684,0.07,2109
95WW200004,Mallusk_1,,12.15,3317,7,0.1,3557,0.09,4121,0.85,744
95WW200005,Mallusk_1,,6.13,4357,9,0.03,4753,0.07,4561,0.41,1424
95WW200006,Mallusk_1,,12.84,3225,7,0.12,3237,0.11,3428,0.5,1279
95WW200007,Mallusk_1,,8.37,3938,8,0.08,3844,0.08,4349,0.36,1508
95WW200008,Mallusk_2,,4.9,4577,10,0.07,3955,0.07,4546,-0.31,3198
95WW200009,Mallusk_2,,8.25,3961,8,0.08,3857,0.1,3768,0.02,2232
95WW200010,Mallusk_2,,6.6,4276,9,0.04,4596,0.06,4667,0.49,1287
95WW200011,Mallusk_1,,9.07,3814,8,0.04,4538,0.08,4198,0.76,883
95WW200012,Mallusk_3,,5.69,4436,9,0.05,4292,0.06,4766,0.17,1865
95WW200013,Mallusk_3,,4.63,4637,10,0.04,4554,0.06,4683,0.02,2230
95WW200014,Mallusk_3,,3.12,4875,10,0.03,4747,0.04,4994,-0.1,2561
95WW210001,Monkstown_1,,45.47,455,1,0.4,816,0.33,248,-0.25,3029
95WW210002,Monkstown_1,,23.69,1841,4,0.2,2222,0.22,1123,-0.21,2892
95WW210003,Monkstown_1,,39.86,662,2,0.47,525,0.25,781,-0.23,2958
95WW210004,Monkstown_2,,33.31,990,2,0.35,1115,0.25,774,-0.23,2948
95WW210005,Monkstown_2,,27.97,1400,3,0.41,788,0.17,1926,-0.27,3081
95WW210006,Monkstown_1,,37.13,775,2,0.42,728,0.25,757,-0.27,3096
95WW210007,Monkstown_2,,2.49,4942,10,0.04,4647,0.06,4697,-0.5,3730
95WW210008,Monkstown_2,,14.98,2953,6,0.19,2318,0.15,2380,-0.71,4193
95WW210009,Monkstown_2,,9.97,3673,8,0.15,2830,0.12,3325,-0.72,4210
95WW210010,Monkstown_1,,33.01,1015,3,0.39,863,0.22,1078,-0.13,2675
95WW210011,Monkstown_1,,23.14,1907,4,0.26,1660,0.19,1619,-0.18,2826
95WW220001,Mossley_1,,4.4,4677,10,0.04,4575,0.07,4651,-0.04,2389
95WW220002,Mossley_2,,19.46,2339,5,0.21,2128,0.15,2381,0.33,1559
95WW220003,Mossley_2,,37.81,750,2,0.48,495,0.21,1278,0.21,1781
95WW220004,Mossley_2,,19.27,2364,5,0.19,2319,0.17,1902,-0.01,2329
95WW220005,Mossley_1,,13.3,3162,7,0.18,2436,0.11,3414,-0.02,2349
95WW220006,Mossley_2,,25.74,1609,4,0.4,799,0.13,3023,0.23,1745
95WW220007,Mossley_2,,42.52,552,2,0.48,494,0.25,680,-0.01,2310
95WW220008,Mossley_1,,4.87,4582,10,0.06,4189,0.07,4558,-0.16,2766
95WW220009,Mossley_1,,9.33,3778,8,0.13,3135,0.09,3955,-0.07,2494
95WW230001,Rostulla_2,,10.04,3664,8,0.17,2602,0.1,3754,-0.51,3752
95WW230002,Rostulla_2,,2.22,4968,10,0.03,4705,0.05,4920,-0.4,3456
95WW230003,Rostulla_2,,2.64,4927,10,0.01,5016,0.02,5018,-0.07,2496
95WW230004,Rostulla_1,,3.49,4824,10,0.04,4494,0.08,4366,-0.5,3737
95WW230005,Rostulla_1,,1.26,5011,10,0.04,4586,0.04,4982,-0.97,4608
95WW230006,Rostulla_1,,35.47,863,2,0.37,997,0.26,595,-0.62,4007
95WW230007,Rostulla_1,,8.04,3998,8,0.13,3083,0.1,3734,-0.74,4250
95WW230008,Rostulla_1,,15.77,2843,6,0.24,1824,0.13,2811,-0.64,4067
95WW230009,Rostulla_1,,19.98,2292,5,0.23,2015,0.19,1653,-0.55,3868
95WW230010,Rostulla_2,,3.14,4874,10,0.03,4776,0.06,4712,-0.21,2906
95WW240001,Valley_2,,22.43,1979,4,0.28,1515,0.18,1744,-0.43,3557
95WW240002,Valley_2,,37.39,764,2,0.46,567,0.24,876,-0.47,3654
95WW240003,Valley_2,,50.75,321,1,0.51,396,0.32,253,-0.5,3729
95WW240004,Valley_2,,16.28,2762,6,0.2,2280,0.16,2226,-0.47,3657
95WW240005,Valley_1,,8.54,3901,8,0.1,3520,0.12,3076,-0.78,4329
95WW240006,Valley_1,,9.09,3811,8,0.11,3443,0.13,3031,-0.66,4106
95WW240007,Valley_1,,13.45,3144,7,0.19,2372,0.14,2798,-0.6,3979
95WW240008,Valley_2,,40.44,635,2,0.45,590,0.26,605,-0.42,3526
95WW240009,Valley_1,,5.61,4454,9,0.11,3434,0.08,4374,-0.69,4156
95WW240010,Valley_1,,50.54,324,1,0.51,416,0.33,227,-0.82,4396
95WW240011,Valley_1,,52.57,282,1,0.54,326,0.33,232,-0.7,4169
95WW250001,Whitehouse,,25.22,1669,4,0.26,1675,0.21,1135,-0.52,3780
95WW250002,Whitehouse,,23.84,1823,4,0.26,1719,0.2,1284,-0.53,3798
95WW250003,Whitehouse,,48.23,379,1,0.44,622,0.34,206,-0.6,3962
95WW250004,Whitehouse,,25.95,1582,4,0.17,2604,0.26,641,-0.63,4038
95WW250005,Whitehouse,,81.9,8,1,0.95,13,0.66,7,-0.57,3905
95WW250006,Whitehouse,,1.07,5014,10,0.01,4969,0.04,4988,-0.59,3948
95WW250007,Whitehouse,,42.77,543,2,0.34,1174,0.34,201,-0.59,3944
95WW250008,Whitehouse,,13.2,3179,7,0.17,2590,0.14,2649,-0.58,3920
95WW250009,Whitehouse,,32.19,1066,3,0.39,848,0.22,1031,-0.55,3866
95WW250010,Whitehouse,,11.74,3390,7,0.15,2787,0.13,2937,-0.49,3719
95XX010001,Ballycrochan_2,,5.91,4397,9,0.07,3945,0.06,4698,0.01,2260
95XX010002,Ballycrochan_3,,10.6,3558,8,0.1,3560,0.13,2999,-0.1,2587
