SA2011,lgd1993
N00002050,COLERAINE
N00002048,COLERAINE
N00002049,COLERAINE
N00002068,COLERAINE
N00002064,COLERAINE
N00002067,COLERAINE
N00001998,COLERAINE
N00002000,COLERAINE
N00001949,COLERAINE
N00001950,COLERAINE
N00002018,COLERAINE
N00002014,COLERAINE
N00001994,COLERAINE
N00001957,COLERAINE
N00002063,COLERAINE
N00001999,COLERAINE
N00002066,COLERAINE
N00002065,COLERAINE
N00002047,COLERAINE
N00001972,COLERAINE
N00001971,COLERAINE
N00001969,COLERAINE
N00001970,COLERAINE
N00001966,COLERAINE
N00001968,COLERAINE
N00002036,COLERAINE
N00002037,COLERAINE
N00002040,COLERAINE
N00002039,COLERAINE
N00002038,COLERAINE
N00002041,COLERAINE
N00001947,COLERAINE
N00002069,COLERAINE
N00002028,COLERAINE
N00002032,COLERAINE
N00002034,COLERAINE
N00002031,COLERAINE
N00002029,COLERAINE
N00001986,COLERAINE
N00002045,COLERAINE
N00002042,COLERAINE
N00002043,COLERAINE
N00001974,COLERAINE
N00001981,COLERAINE
N00001979,COLERAINE
N00002044,COLERAINE
N00002071,COLERAINE
N00002035,COLERAINE
N00002046,COLERAINE
N00002033,COLERAINE
N00002070,COLERAINE
N00002076,COLERAINE
N00002077,COLERAINE
N00002075,COLERAINE
N00002072,COLERAINE
N00001982,COLERAINE
N00002074,COLERAINE
N00002073,COLERAINE
N00001983,COLERAINE
N00001985,COLERAINE
N00001984,COLERAINE
N00001980,COLERAINE
N00002087,COLERAINE
N00002088,COLERAINE
N00002083,COLERAINE
N00002084,COLERAINE
N00002085,COLERAINE
N00002086,COLERAINE
N00002089,COLERAINE
N00002082,COLERAINE
N00001959,COLERAINE
N00001958,COLERAINE
N00001960,COLERAINE
N00001962,COLERAINE
N00001956,COLERAINE
N00001964,COLERAINE
N00001963,COLERAINE
N00002080,COLERAINE
N00002079,COLERAINE
N00001973,COLERAINE
N00001975,COLERAINE
N00001977,COLERAINE
N00001976,COLERAINE
N00001978,COLERAINE
N00001992,COLERAINE
N00002081,COLERAINE
N00002078,COLERAINE
N00001988,COLERAINE
N00001989,COLERAINE
N00001991,COLERAINE
N00001990,COLERAINE
N00001993,COLERAINE
N00001987,COLERAINE
N00001961,COLERAINE
N00001996,COLERAINE
N00002030,COLERAINE
N00000650,BALLYMONEY
N00000648,BALLYMONEY
N00000649,BALLYMONEY
N00000661,BALLYMONEY
N00000656,BALLYMONEY
N00000653,BALLYMONEY
N00000652,BALLYMONEY
N00000693,BALLYMONEY
N00000654,BALLYMONEY
N00000690,BALLYMONEY
N00000691,BALLYMONEY
N00000692,BALLYMONEY
N00000699,BALLYMONEY
N00000676,BALLYMONEY
N00000674,BALLYMONEY
N00000694,BALLYMONEY
N00000695,BALLYMONEY
N00000675,BALLYMONEY
N00000698,BALLYMONEY
N00000697,BALLYMONEY
N00000704,BALLYMONEY
N00000703,BALLYMONEY
N00001997,COLERAINE
N00001942,COLERAINE
N00001943,COLERAINE
N00000711,BALLYMONEY
N00000701,BALLYMONEY
N00000702,BALLYMONEY
N00000705,BALLYMONEY
N00000673,BALLYMONEY
N00000700,BALLYMONEY
N00000677,BALLYMONEY
N00000696,BALLYMONEY
N00000672,BALLYMONEY
N00000655,BALLYMONEY
N00000671,BALLYMONEY
N00000670,BALLYMONEY
N00000651,BALLYMONEY
N00000663,BALLYMONEY
N00000681,BALLYMONEY
N00000710,BALLYMONEY
N00000679,BALLYMONEY
N00000713,BALLYMONEY
N00000712,BALLYMONEY
N00001944,COLERAINE
N00001946,COLERAINE
N00002013,COLERAINE
N00002057,COLERAINE
N00002056,COLERAINE
N00002054,COLERAINE
N00002055,COLERAINE
N00002058,COLERAINE
N00002010,COLERAINE
N00002009,COLERAINE
N00002008,COLERAINE
N00002011,COLERAINE
N00003591,MAGHERAFELT
N00002012,COLERAINE
N00003590,MAGHERAFELT
N00003579,MAGHERAFELT
N00003578,MAGHERAFELT
N00003588,MAGHERAFELT
N00003589,MAGHERAFELT
N00003583,MAGHERAFELT
N00003580,MAGHERAFELT
N00003584,MAGHERAFELT
N00003586,MAGHERAFELT
N00003582,MAGHERAFELT
N00003557,MAGHERAFELT
N00003585,MAGHERAFELT
N00003558,MAGHERAFELT
N00003562,MAGHERAFELT
N00003581,MAGHERAFELT
N00003615,MAGHERAFELT
N00003587,MAGHERAFELT
N00003592,MAGHERAFELT
N00003614,MAGHERAFELT
N00003613,MAGHERAFELT
N00003617,MAGHERAFELT
N00003616,MAGHERAFELT
N00003559,MAGHERAFELT
N00003561,MAGHERAFELT
N00003560,MAGHERAFELT
N00003623,MAGHERAFELT
N00003622,MAGHERAFELT
N00003532,MAGHERAFELT
N00003536,MAGHERAFELT
N00003620,MAGHERAFELT
N00000625,BALLYMENA
N00000629,BALLYMENA
N00000630,BALLYMENA
N00003619,MAGHERAFELT
N00003621,MAGHERAFELT
N00000627,BALLYMENA
N00000682,BALLYMONEY
N00000684,BALLYMONEY
N00003618,MAGHERAFELT
N00003612,MAGHERAFELT
N00002023,COLERAINE
N00002022,COLERAINE
N00002027,COLERAINE
N00002025,COLERAINE
N00002026,COLERAINE
N00002024,COLERAINE
N00002021,COLERAINE
N00001945,COLERAINE
N00000714,BALLYMONEY
N00000685,BALLYMONEY
N00000680,BALLYMONEY
N00000678,BALLYMONEY
N00000658,BALLYMONEY
N00000683,BALLYMONEY
N00000557,BALLYMENA
N00000561,BALLYMENA
N00000562,BALLYMENA
N00000535,BALLYMENA
N00000534,BALLYMENA
N00000575,BALLYMENA
N00000580,BALLYMENA
N00000579,BALLYMENA
N00000578,BALLYMENA
N00000634,BALLYMENA
N00000581,BALLYMENA
N00000536,BALLYMENA
N00000539,BALLYMENA
N00000550,BALLYMENA
N00000553,BALLYMENA
N00000551,BALLYMENA
N00000554,BALLYMENA
N00000555,BALLYMENA
N00000556,BALLYMENA
N00000549,BALLYMENA
N00000619,BALLYMENA
N00000620,BALLYMENA
N00000514,BALLYMENA
N00000511,BALLYMENA
N00000622,BALLYMENA
N00000621,BALLYMENA
N00000565,BALLYMENA
N00000564,BALLYMENA
N00000531,BALLYMENA
N00000563,BALLYMENA
N00000642,BALLYMENA
N00000638,BALLYMENA
N00000639,BALLYMENA
N00000566,BALLYMENA
N00000641,BALLYMENA
N00000637,BALLYMENA
N00000552,BALLYMENA
N00000518,BALLYMENA
N00000521,BALLYMENA
N00000520,BALLYMENA
N00000523,BALLYMENA
N00000519,BALLYMENA
N00000524,BALLYMENA
N00000522,BALLYMENA
N00000525,BALLYMENA
N00000631,BALLYMENA
N00000632,BALLYMENA
N00000633,BALLYMENA
N00000586,BALLYMENA
N00000588,BALLYMENA
N00000587,BALLYMENA
N00000583,BALLYMENA
N00000500,BALLYMENA
N00000614,BALLYMENA
N00000617,BALLYMENA
N00000508,BALLYMENA
N00000506,BALLYMENA
N00000507,BALLYMENA
N00000505,BALLYMENA
N00000510,BALLYMENA
N00000509,BALLYMENA
N00000640,BALLYMENA
N00000530,BALLYMENA
N00000533,BALLYMENA
N00000529,BALLYMENA
N00000616,BALLYMENA
N00000615,BALLYMENA
N00000597,BALLYMENA
N00000599,BALLYMENA
N00000528,BALLYMENA
N00000532,BALLYMENA
N00000526,BALLYMENA
N00000618,BALLYMENA
N00000478,BALLYMENA
N00000527,BALLYMENA
N00000498,BALLYMENA
N00000494,BALLYMENA
N00000598,BALLYMENA
N00000612,BALLYMENA
N00000613,BALLYMENA
N00000600,BALLYMENA
N00000499,BALLYMENA
N00000501,BALLYMENA
N00000502,BALLYMENA
N00000602,BALLYMENA
N00000601,BALLYMENA
N00000596,BALLYMENA
N00000504,BALLYMENA
N00000503,BALLYMENA
N00000497,BALLYMENA
N00000491,BALLYMENA
N00000490,BALLYMENA
N00000492,BALLYMENA
N00000482,BALLYMENA
N00000484,BALLYMENA
N00000483,BALLYMENA
N00000485,BALLYMENA
N00000486,BALLYMENA
N00000489,BALLYMENA
N00000487,BALLYMENA
N00000488,BALLYMENA
N00000572,BALLYMENA
N00000568,BALLYMENA
N00000569,BALLYMENA
N00000570,BALLYMENA
N00000571,BALLYMENA
N00000574,BALLYMENA
N00000573,BALLYMENA
N00000496,BALLYMENA
N00000495,BALLYMENA
N00000493,BALLYMENA
N00000479,BALLYMENA
N00000477,BALLYMENA
N00000481,BALLYMENA
N00000517,BALLYMENA
N00000515,BALLYMENA
N00000512,BALLYMENA
N00000513,BALLYMENA
N00000516,BALLYMENA
N00000480,BALLYMENA
N00000567,BALLYMENA
N00000538,BALLYMENA
N00000543,BALLYMENA
N00000546,BALLYMENA
N00000545,BALLYMENA
N00000542,BALLYMENA
N00000537,BALLYMENA
N00000559,BALLYMENA
N00000540,BALLYMENA
N00000547,BALLYMENA
N00000548,BALLYMENA
N00000544,BALLYMENA
N00000541,BALLYMENA
N00000560,BALLYMENA
N00000558,BALLYMENA
N00000628,BALLYMENA
N00000623,BALLYMENA
N00000626,BALLYMENA
N00000624,BALLYMENA
N00000591,BALLYMENA
N00000593,BALLYMENA
N00000592,BALLYMENA
N00000595,BALLYMENA
N00000589,BALLYMENA
N00000126,ANTRIM
N00000125,ANTRIM
N00000046,ANTRIM
N00000045,ANTRIM
N00000034,ANTRIM
N00000048,ANTRIM
N00000049,ANTRIM
N00000050,ANTRIM
N00000088,ANTRIM
N00000091,ANTRIM
N00000090,ANTRIM
N00000089,ANTRIM
N00000095,ANTRIM
N00000047,ANTRIM
N00000594,BALLYMENA
N00000590,BALLYMENA
N00000611,BALLYMENA
N00000608,BALLYMENA
N00000609,BALLYMENA
N00000610,BALLYMENA
N00000604,BALLYMENA
N00000603,BALLYMENA
N00000605,BALLYMENA
N00000607,BALLYMENA
N00000606,BALLYMENA
N00000584,BALLYMENA
N00000582,BALLYMENA
N00000083,ANTRIM
N00000096,ANTRIM
N00000092,ANTRIM
N00000094,ANTRIM
N00000093,ANTRIM
N00000087,ANTRIM
N00000075,ANTRIM
N00000015,ANTRIM
N00000071,ANTRIM
N00000013,ANTRIM
N00000014,ANTRIM
N00000073,ANTRIM
N00000060,ANTRIM
N00000063,ANTRIM
N00000105,ANTRIM
N00000077,ANTRIM
N00000070,ANTRIM
N00000100,ANTRIM
N00000076,ANTRIM
N00000097,ANTRIM
N00000099,ANTRIM
N00000108,ANTRIM
N00000098,ANTRIM
N00000103,ANTRIM
N00000078,ANTRIM
N00000104,ANTRIM
N00000101,ANTRIM
N00000102,ANTRIM
N00000074,ANTRIM
N00000079,ANTRIM
N00000082,ANTRIM
N00000056,ANTRIM
N00000054,ANTRIM
N00000055,ANTRIM
N00000052,ANTRIM
N00000051,ANTRIM
N00000115,ANTRIM
N00000109,ANTRIM
N00000106,ANTRIM
N00000110,ANTRIM
N00000107,ANTRIM
N00000116,ANTRIM
N00000059,ANTRIM
N00000057,ANTRIM
N00000058,ANTRIM
N00000111,ANTRIM
N00000112,ANTRIM
N00000117,ANTRIM
N00000113,ANTRIM
N00000053,ANTRIM
N00000064,ANTRIM
N00000114,ANTRIM
N00000065,ANTRIM
N00000067,ANTRIM
N00000069,ANTRIM
N00000019,ANTRIM
N00000066,ANTRIM
N00000061,ANTRIM
N00000062,ANTRIM
N00000072,ANTRIM
N00000068,ANTRIM
N00000017,ANTRIM
N00000020,ANTRIM
N00000023,ANTRIM
N00000018,ANTRIM
N00000021,ANTRIM
N00000022,ANTRIM
N00000124,ANTRIM
N00000122,ANTRIM
N00000009,ANTRIM
N00000008,ANTRIM
N00000007,ANTRIM
N00000012,ANTRIM
N00000016,ANTRIM
N00000011,ANTRIM
N00000005,ANTRIM
N00000031,ANTRIM
N00000086,ANTRIM
N00000085,ANTRIM
N00000036,ANTRIM
N00000035,ANTRIM
N00000032,ANTRIM
N00000033,ANTRIM
N00000127,ANTRIM
N00000128,ANTRIM
N00002161,COOKSTOWN
N00002160,COOKSTOWN
N00002158,COOKSTOWN
N00002159,COOKSTOWN
N00002162,COOKSTOWN
N00003573,MAGHERAFELT
N00003606,MAGHERAFELT
N00003598,MAGHERAFELT
N00003601,MAGHERAFELT
N00003600,MAGHERAFELT
N00003603,MAGHERAFELT
N00003528,MAGHERAFELT
N00003527,MAGHERAFELT
N00002163,COOKSTOWN
N00003529,MAGHERAFELT
N00000129,ANTRIM
N00003530,MAGHERAFELT
N00003545,MAGHERAFELT
N00003531,MAGHERAFELT
N00003535,MAGHERAFELT
N00003537,MAGHERAFELT
N00003533,MAGHERAFELT
N00003566,MAGHERAFELT
N00003534,MAGHERAFELT
N00003568,MAGHERAFELT
N00003567,MAGHERAFELT
N00003563,MAGHERAFELT
N00003564,MAGHERAFELT
N00003541,MAGHERAFELT
N00003540,MAGHERAFELT
N00003542,MAGHERAFELT
N00003543,MAGHERAFELT
N00003539,MAGHERAFELT
N00003546,MAGHERAFELT
N00003538,MAGHERAFELT
N00003544,MAGHERAFELT
N00003556,MAGHERAFELT
N00003605,MAGHERAFELT
N00003602,MAGHERAFELT
N00003599,MAGHERAFELT
N00003604,MAGHERAFELT
N00003555,MAGHERAFELT
N00003611,MAGHERAFELT
N00003552,MAGHERAFELT
N00003554,MAGHERAFELT
N00003553,MAGHERAFELT
N00003550,MAGHERAFELT
N00003551,MAGHERAFELT
N00003609,MAGHERAFELT
N00003608,MAGHERAFELT
N00003610,MAGHERAFELT
N00003607,MAGHERAFELT
N00003570,MAGHERAFELT
N00003571,MAGHERAFELT
N00003565,MAGHERAFELT
N00003594,MAGHERAFELT
N00003595,MAGHERAFELT
N00003597,MAGHERAFELT
N00003596,MAGHERAFELT
N00003548,MAGHERAFELT
N00003547,MAGHERAFELT
N00003593,MAGHERAFELT
N00003572,MAGHERAFELT
N00003574,MAGHERAFELT
N00003569,MAGHERAFELT
N00002126,COOKSTOWN
N00002127,COOKSTOWN
N00002125,COOKSTOWN
N00002124,COOKSTOWN
N00002122,COOKSTOWN
N00002123,COOKSTOWN
N00002133,COOKSTOWN
N00002100,COOKSTOWN
N00002098,COOKSTOWN
N00002121,COOKSTOWN
N00003549,MAGHERAFELT
N00003577,MAGHERAFELT
N00003576,MAGHERAFELT
N00003575,MAGHERAFELT
N00004502,STRABANE
N00004426,OMAGH
N00004423,OMAGH
N00004422,OMAGH
N00004424,OMAGH
N00004397,OMAGH
N00004398,OMAGH
N00004399,OMAGH
N00004492,STRABANE
N00004493,STRABANE
N00004490,STRABANE
N00004527,STRABANE
N00004526,STRABANE
N00004506,STRABANE
N00004494,STRABANE
N00004495,STRABANE
N00004491,STRABANE
N00004505,STRABANE
N00004530,STRABANE
N00004531,STRABANE
N00004512,STRABANE
N00004510,STRABANE
N00004507,STRABANE
N00004511,STRABANE
N00004509,STRABANE
N00004529,STRABANE
N00004508,STRABANE
N00004520,STRABANE
N00004477,STRABANE
N00004476,STRABANE
N00004454,STRABANE
N00004455,STRABANE
N00004457,STRABANE
N00004522,STRABANE
N00004523,STRABANE
N00004525,STRABANE
N00004519,STRABANE
N00004534,STRABANE
N00004533,STRABANE
N00004521,STRABANE
N00004524,STRABANE
N00004537,STRABANE
N00004532,STRABANE
N00004535,STRABANE
N00004500,STRABANE
N00004536,STRABANE
N00004452,STRABANE
N00004456,STRABANE
N00004453,STRABANE
N00004474,STRABANE
N00004475,STRABANE
N00004499,STRABANE
N00004528,STRABANE
N00004451,STRABANE
N00004501,STRABANE
N00004504,STRABANE
N00004503,STRABANE
N00004472,STRABANE
N00002421,DERRY
N00002422,DERRY
N00004473,STRABANE
N00004517,STRABANE
N00004469,STRABANE
N00004470,STRABANE
N00004471,STRABANE
N00004448,STRABANE
N00004498,STRABANE
N00004497,STRABANE
N00004496,STRABANE
N00004449,STRABANE
N00004447,STRABANE
N00004446,STRABANE
N00004450,STRABANE
N00004513,STRABANE
N00004516,STRABANE
N00002536,DERRY
N00004518,STRABANE
N00004515,STRABANE
N00004514,STRABANE
N00002480,DERRY
N00002557,DERRY
N00002560,DERRY
N00002564,DERRY
N00002559,DERRY
N00002558,DERRY
N00002556,DERRY
N00002555,DERRY
N00002538,DERRY
N00002561,DERRY
N00002563,DERRY
N00002562,DERRY
N00002476,DERRY
N00002431,DERRY
N00002430,DERRY
N00002618,DERRY
N00002626,DERRY
N00002617,DERRY
N00002616,DERRY
N00002615,DERRY
N00002625,DERRY
N00002622,DERRY
N00002451,DERRY
N00002624,DERRY
N00002623,DERRY
N00002454,DERRY
N00002452,DERRY
N00002453,DERRY
N00002456,DERRY
N00002539,DERRY
N00002398,DERRY
N00002399,DERRY
N00002540,DERRY
N00002397,DERRY
N00002396,DERRY
N00002400,DERRY
N00002457,DERRY
N00002455,DERRY
N00002402,DERRY
N00002401,DERRY
N00002404,DERRY
N00002405,DERRY
N00002403,DERRY
N00002537,DERRY
N00002464,DERRY
N00002459,DERRY
N00002458,DERRY
N00002460,DERRY
N00002463,DERRY
N00002461,DERRY
N00003202,LIMAVADY
N00003199,LIMAVADY
N00003234,LIMAVADY
N00003189,LIMAVADY
N00003191,LIMAVADY
N00002416,DERRY
N00002462,DERRY
N00002419,DERRY
N00002417,DERRY
N00002418,DERRY
N00002420,DERRY
N00003192,LIMAVADY
N00003237,LIMAVADY
N00003188,LIMAVADY
N00003238,LIMAVADY
N00003177,LIMAVADY
N00003236,LIMAVADY
N00003179,LIMAVADY
N00003190,LIMAVADY
N00003235,LIMAVADY
N00003176,LIMAVADY
N00003178,LIMAVADY
N00003233,LIMAVADY
N00003239,LIMAVADY
N00003195,LIMAVADY
N00003166,LIMAVADY
N00003162,LIMAVADY
N00003196,LIMAVADY
N00003198,LIMAVADY
N00003183,LIMAVADY
N00003182,LIMAVADY
N00003184,LIMAVADY
N00003186,LIMAVADY
N00003161,LIMAVADY
N00003224,LIMAVADY
N00003221,LIMAVADY
N00003226,LIMAVADY
N00003223,LIMAVADY
N00003231,LIMAVADY
N00003227,LIMAVADY
N00003228,LIMAVADY
N00003229,LIMAVADY
N00003230,LIMAVADY
N00003222,LIMAVADY
N00003225,LIMAVADY
N00003212,LIMAVADY
N00003187,LIMAVADY
N00003185,LIMAVADY
N00003172,LIMAVADY
N00003214,LIMAVADY
N00003213,LIMAVADY
N00003174,LIMAVADY
N00003175,LIMAVADY
N00003173,LIMAVADY
N00003171,LIMAVADY
N00003211,LIMAVADY
N00003215,LIMAVADY
N00003181,LIMAVADY
N00003180,LIMAVADY
N00003167,LIMAVADY
N00003197,LIMAVADY
N00003193,LIMAVADY
N00003194,LIMAVADY
N00003232,LIMAVADY
N00003203,LIMAVADY
N00003201,LIMAVADY
N00003200,LIMAVADY
N00003207,LIMAVADY
N00003204,LIMAVADY
N00003205,LIMAVADY
N00003206,LIMAVADY
N00003208,LIMAVADY
N00003209,LIMAVADY
N00003210,LIMAVADY
N00003168,LIMAVADY
N00003170,LIMAVADY
N00003169,LIMAVADY
N00003218,LIMAVADY
N00003220,LIMAVADY
N00003216,LIMAVADY
N00003217,LIMAVADY
N00003165,LIMAVADY
N00003164,LIMAVADY
N00003163,LIMAVADY
N00001967,COLERAINE
N00001965,COLERAINE
N00003219,LIMAVADY
N00002499,DERRY
N00002500,DERRY
N00002496,DERRY
N00002491,DERRY
N00002495,DERRY
N00002497,DERRY
N00002412,DERRY
N00002502,DERRY
N00002498,DERRY
N00002501,DERRY
N00002489,DERRY
N00002523,DERRY
N00002522,DERRY
N00002521,DERRY
N00002490,DERRY
N00002512,DERRY
N00002515,DERRY
N00002514,DERRY
N00002513,DERRY
N00002519,DERRY
N00002517,DERRY
N00002516,DERRY
N00002520,DERRY
N00002518,DERRY
N00002525,DERRY
N00002524,DERRY
N00002526,DERRY
N00002411,DERRY
N00002408,DERRY
N00002414,DERRY
N00002413,DERRY
N00002415,DERRY
N00002579,DERRY
N00002582,DERRY
N00002442,DERRY
N00002580,DERRY
N00002581,DERRY
N00002410,DERRY
N00002409,DERRY
N00002443,DERRY
N00002568,DERRY
N00002571,DERRY
N00002572,DERRY
N00002407,DERRY
N00002406,DERRY
N00002569,DERRY
N00002570,DERRY
N00002567,DERRY
N00002610,DERRY
N00002611,DERRY
N00002608,DERRY
N00002503,DERRY
N00002445,DERRY
N00002527,DERRY
N00002449,DERRY
N00002447,DERRY
N00002450,DERRY
N00002446,DERRY
N00002546,DERRY
N00002545,DERRY
N00002448,DERRY
N00002444,DERRY
N00002548,DERRY
N00002547,DERRY
N00002544,DERRY
N00002542,DERRY
N00002543,DERRY
N00002541,DERRY
N00002554,DERRY
N00002550,DERRY
N00002549,DERRY
N00002553,DERRY
N00002621,DERRY
N00002551,DERRY
N00002620,DERRY
N00002510,DERRY
N00002509,DERRY
N00002552,DERRY
N00002507,DERRY
N00002504,DERRY
N00002505,DERRY
N00002506,DERRY
N00002508,DERRY
N00002511,DERRY
N00002619,DERRY
N00002614,DERRY
N00002613,DERRY
N00002432,DERRY
N00002434,DERRY
N00002435,DERRY
N00002433,DERRY
N00002631,DERRY
N00002628,DERRY
N00002630,DERRY
N00002428,DERRY
N00002427,DERRY
N00002423,DERRY
N00002426,DERRY
N00002424,DERRY
N00002606,DERRY
N00002627,DERRY
N00002629,DERRY
N00002607,DERRY
N00002605,DERRY
N00002603,DERRY
N00002576,DERRY
N00002573,DERRY
N00002604,DERRY
N00002609,DERRY
N00002577,DERRY
N00002612,DERRY
N00002578,DERRY
N00002533,DERRY
N00002531,DERRY
N00002535,DERRY
N00002575,DERRY
N00002574,DERRY
N00002425,DERRY
N00002429,DERRY
N00002470,DERRY
N00002468,DERRY
N00002465,DERRY
N00002469,DERRY
N00002467,DERRY
N00002466,DERRY
N00002471,DERRY
N00002475,DERRY
N00002473,DERRY
N00002474,DERRY
N00002472,DERRY
N00002479,DERRY
N00002478,DERRY
N00002477,DERRY
N00002592,DERRY
N00002600,DERRY
N00002601,DERRY
N00002598,DERRY
N00002594,DERRY
N00002481,DERRY
N00002482,DERRY
N00002483,DERRY
N00002488,DERRY
N00002486,DERRY
N00002485,DERRY
N00002487,DERRY
N00002530,DERRY
N00002529,DERRY
N00002597,DERRY
N00002595,DERRY
N00002484,DERRY
N00002599,DERRY
N00002596,DERRY
N00002532,DERRY
N00002528,DERRY
N00002534,DERRY
N00002565,DERRY
N00002566,DERRY
N00002439,DERRY
N00002441,DERRY
N00002440,DERRY
N00002438,DERRY
N00002436,DERRY
N00002437,DERRY
N00002602,DERRY
N00002589,DERRY
N00002593,DERRY
N00002588,DERRY
N00002585,DERRY
N00002583,DERRY
N00002586,DERRY
N00002492,DERRY
N00002584,DERRY
N00002494,DERRY
N00002493,DERRY
N00002587,DERRY
N00002591,DERRY
N00002590,DERRY
N00004481,STRABANE
N00004482,STRABANE
N00004483,STRABANE
N00004479,STRABANE
N00004478,STRABANE
N00004484,STRABANE
N00004459,STRABANE
N00004486,STRABANE
N00004462,STRABANE
N00004460,STRABANE
N00004458,STRABANE
N00004461,STRABANE
N00004480,STRABANE
N00004464,STRABANE
N00004463,STRABANE
N00004465,STRABANE
N00004488,STRABANE
N00004487,STRABANE
N00004485,STRABANE
N00002929,FERMANAGH
N00002926,FERMANAGH
N00002924,FERMANAGH
N00002925,FERMANAGH
N00002922,FERMANAGH
N00002923,FERMANAGH
N00002917,FERMANAGH
N00002918,FERMANAGH
N00002958,FERMANAGH
N00002921,FERMANAGH
N00003003,FERMANAGH
N00003014,FERMANAGH
N00003013,FERMANAGH
N00002955,FERMANAGH
N00002956,FERMANAGH
N00002957,FERMANAGH
N00002959,FERMANAGH
N00002934,FERMANAGH
N00003059,FERMANAGH
N00003045,FERMANAGH
N00002954,FERMANAGH
N00003016,FERMANAGH
N00002915,FERMANAGH
N00002916,FERMANAGH
N00002913,FERMANAGH
N00002912,FERMANAGH
N00003017,FERMANAGH
N00002983,FERMANAGH
N00002972,FERMANAGH
N00003046,FERMANAGH
N00003043,FERMANAGH
N00003041,FERMANAGH
N00003039,FERMANAGH
N00003042,FERMANAGH
N00002969,FERMANAGH
N00002970,FERMANAGH
N00002967,FERMANAGH
N00002968,FERMANAGH
N00002971,FERMANAGH
N00002980,FERMANAGH
N00002981,FERMANAGH
N00002986,FERMANAGH
N00002982,FERMANAGH
N00002984,FERMANAGH
N00002979,FERMANAGH
N00002985,FERMANAGH
N00002946,FERMANAGH
N00002947,FERMANAGH
N00002943,FERMANAGH
N00002944,FERMANAGH
N00002945,FERMANAGH
N00002948,FERMANAGH
N00003006,FERMANAGH
N00003061,FERMANAGH
N00004445,OMAGH
N00004444,OMAGH
N00002914,FERMANAGH
N00003015,FERMANAGH
N00002997,FERMANAGH
N00002994,FERMANAGH
N00002993,FERMANAGH
N00002996,FERMANAGH
N00002999,FERMANAGH
N00002998,FERMANAGH
N00002995,FERMANAGH
N00004363,OMAGH
N00004441,OMAGH
N00004377,OMAGH
N00003002,FERMANAGH
N00003001,FERMANAGH
N00003000,FERMANAGH
N00003005,FERMANAGH
N00003004,FERMANAGH
N00002928,FERMANAGH
N00002927,FERMANAGH
N00004489,STRABANE
N00004466,STRABANE
N00004467,STRABANE
N00004374,OMAGH
N00004376,OMAGH
N00004468,STRABANE
N00004390,OMAGH
N00004387,OMAGH
N00004386,OMAGH
N00004435,OMAGH
N00004404,OMAGH
N00004402,OMAGH
N00004403,OMAGH
N00004388,OMAGH
N00004389,OMAGH
N00004375,OMAGH
N00004364,OMAGH
N00004366,OMAGH
N00004365,OMAGH
N00004351,OMAGH
N00004354,OMAGH
N00004353,OMAGH
N00004350,OMAGH
N00004339,OMAGH
N00004352,OMAGH
N00004421,OMAGH
N00004341,OMAGH
N00004420,OMAGH
N00004342,OMAGH
N00004340,OMAGH
N00004369,OMAGH
N00004338,OMAGH
N00004347,OMAGH
N00004346,OMAGH
N00004384,OMAGH
N00004382,OMAGH
N00004385,OMAGH
N00004383,OMAGH
N00004381,OMAGH
N00004360,OMAGH
N00004362,OMAGH
N00004357,OMAGH
N00004359,OMAGH
N00004358,OMAGH
N00004355,OMAGH
N00004356,OMAGH
N00004361,OMAGH
N00004405,OMAGH
N00004434,OMAGH
N00004433,OMAGH
N00004432,OMAGH
N00004345,OMAGH
N00004414,OMAGH
N00004378,OMAGH
N00004380,OMAGH
N00004379,OMAGH
N00004348,OMAGH
N00004344,OMAGH
N00004349,OMAGH
N00004407,OMAGH
N00004406,OMAGH
N00004408,OMAGH
N00004416,OMAGH
N00004343,OMAGH
N00004413,OMAGH
N00004415,OMAGH
N00004409,OMAGH
N00004412,OMAGH
N00004411,OMAGH
N00004410,OMAGH
N00004371,OMAGH
N00004401,OMAGH
N00004400,OMAGH
N00004368,OMAGH
N00004425,OMAGH
N00004373,OMAGH
N00004370,OMAGH
N00004372,OMAGH
N00004440,OMAGH
N00004436,OMAGH
N00004439,OMAGH
N00002102,COOKSTOWN
N00002101,COOKSTOWN
N00002099,COOKSTOWN
N00002134,COOKSTOWN
N00002135,COOKSTOWN
N00002132,COOKSTOWN
N00002144,COOKSTOWN
N00002147,COOKSTOWN
N00002146,COOKSTOWN
N00002795,DUNGANNON
N00002145,COOKSTOWN
N00002143,COOKSTOWN
N00002794,DUNGANNON
N00002792,DUNGANNON
N00002868,DUNGANNON
N00002836,DUNGANNON
N00002837,DUNGANNON
N00002796,DUNGANNON
N00002793,DUNGANNON
N00002812,DUNGANNON
N00004430,OMAGH
N00004438,OMAGH
N00004437,OMAGH
N00004431,OMAGH
N00004427,OMAGH
N00004428,OMAGH
N00004429,OMAGH
N00002797,DUNGANNON
N00002799,DUNGANNON
N00002798,DUNGANNON
N00002811,DUNGANNON
N00002807,DUNGANNON
N00002809,DUNGANNON
N00002810,DUNGANNON
N00002801,DUNGANNON
N00002808,DUNGANNON
N00002813,DUNGANNON
N00002834,DUNGANNON
N00002832,DUNGANNON
N00002833,DUNGANNON
N00002835,DUNGANNON
N00002829,DUNGANNON
N00002831,DUNGANNON
N00002830,DUNGANNON
