SA2011,OA_CODE_dominant,OA_CODE_point
N00004104,95WW250004,95WW250004
N00004105,95WW250005,95WW250005
N00004106,95WW250007,95WW250007
N00004107,95WW250008,95WW250008
N00004108,95WW250009,95WW250009
N00004109,95WW250010,95WW250010
N00004110,95XX010003,95XX010003
N00004111,95XX010011,95XX010011
N00004112,95XX010012,95XX010012
N00004113,95XX010013,95XX010013
N00004114,95XX010001,95XX010001
N00004115,95XX010005,95XX010005
N00004116,95XX010007,95XX010007
N00004117,95XX010010,95XX010010
N00004118,95XX010002,95XX010004
N00004119,95XX010004,95XX010004
N00004120,95XX010006,95XX010006
N00004121,95XX010008,95XX010008
N00004122,95XX010009,95XX010009
N00004123,95XX020001,95XX020001
N00004124,95XX020002,95XX020002
N00004125,95XX020003,95XX020003
N00004126,95XX020004,95XX020004
N00004127,95XX020005,95XX020005
N00004128,95XX020006,95XX020006
N00004129,95XX020007,95XX020007
N00004130,95XX020008,95XX020008
N00004131,95XX030001,95XX030001
N00004132,95XX030003,95XX030003
N00004133,95XX030004,95XX030004
N00004134,95XX030005,95XX030005
N00004135,95XX030002,95XX030002
N00004136,95XX030006,95XX030006
N00004137,95XX030007,95XX030007
N00004138,95XX030008,95XX030008
N00004139,95XX040001,95XX040003
N00004140,95XX040004,95XX040004
N00004141,95XX040005,95XX040005
N00004142,95XX040009,95XX040009
N00004143,95XX040002,95XX040002
N00004144,95XX040006,95XX040006
N00004145,95XX040008,95XX040001
N00004146,95XX040010,95XX040010
N00004147,95XX040011,95XX040011
N00004148,95XX050001,95XX050001
N00004149,95XX050002,95XX050002
N00004150,95XX050003,95XX050003
N00004151,95XX050004,95XX050004
N00004152,95XX050005,95XX050005
N00004153,95XX050006,95XX050006
N00004154,95XX050007,95XX050007
N00004155,95XX050008,95XX050008
N00004156,95XX050009,95XX050009
N00004157,95XX060004,95XX060004
N00004158,95XX060005,95XX060005
N00004159,95XX060006,95XX060006
N00004160,95XX060007,95XX060007
N00004161,95XX060008,95XX060008
N00004162,95XX060009,95XX060009
N00004163,95XX060001,95XX060001
N00004164,95XX060002,95XX060002
N00004165,95XX060003,95XX060003
N00004166,95XX060010,95XX060010
N00004167,95XX060011,95XX060011
N00004168,95XX060012,95XX060012
N00004169,95XX070002,95XX070002
N00004170,95XX070003,95XX070003
N00004171,95XX070004,95XX070004
N00004172,95XX070010,95XX070003
N00004173,95XX070011,95XX070011
N00004174,95XX070001,95XX070001
N00004175,95XX070005,95XX070005
N00004176,95XX070006,95XX070006
N00004177,95XX070007,95XX070007
N00004178,95XX070008,95XX070008
N00004179,95XX080002,95XX080002
N00004180,95XX080005,95XX080005
N00004181,95XX080007,95XX080007
N00004182,95XX080008,95XX080008
N00004183,95XX080009,95XX080009
N00004184,95XX080001,95XX080001
N00004185,95XX080006,95XX080003
N00004186,95XX080010,95XX080010
N00004187,95XX090003,95XX090003
N00004188,95XX090004,95XX090004
N00004189,95XX090005,95XX090005
N00004190,95XX090007,95XX090007
N00004191,95XX090009,95XX090009
N00004192,95XX090002,95XX090002
N00004193,95XX090008,95XX090008
N00004194,95XX090010,95XX090010
N00004195,95XX100001,95XX100001
N00004196,95XX100003,95XX100003
N00004197,95XX100007,95XX100007
N00004198,95XX100010,95XX100001
N00004199,95XX100002,95XX100002
N00004200,95XX100004,95XX100006
N00004201,95XX100006,95XX100006
N00004202,95XX100014,95XX100014
N00004203,95XX100008,95XX100008
N00004204,95XX100009,95XX100009
N00004205,95XX100011,95XX100014
N00004206,95XX100012,95XX100012
N00004207,95XX110003,95XX110003
N00004208,95XX110004,95XX110004
N00004209,95XX110005,95XX110005
N00004210,95XX110006,95XX110006
N00004211,95XX110007,95XX110007
N00004212,95XX110013,95XX110013
N00004213,95XX110008,95XX110008
N00004214,95XX110001,95XX110001
N00004215,95XX110009,95XX110009
N00004216,95XX110010,95XX110010
N00004217,95XX110011,95XX110011
N00004218,95XX110012,95XX110012
N00004219,95XX120001,95XX120001
N00004220,95XX120002,95XX120002
N00004221,95XX120003,95XX120003
N00004222,95XX120004,95XX120004
N00004223,95XX120005,95XX120005
N00004224,95XX120006,95XX120006
N00004225,95XX120007,95XX120007
N00004226,95XX120008,95XX120008
N00004227,95XX130001,95XX130001
N00004228,95XX130002,95XX130002
N00004229,95XX130003,95XX130003
N00004230,95XX130004,95XX130002
N00004231,95XX130005,95XX130005
N00004232,95XX130007,95XX130007
N00004233,95XX130008,95XX130008
N00004234,95XX130009,95XX130009
N00004235,95XX140001,95XX140001
N00004236,95XX140002,95XX140002
N00004237,95XX140003,95XX140002
N00004238,95XX140004,95XX140004
N00004239,95XX140005,95XX140005
N00004240,95XX140006,95XX140006
N00004241,95XX140007,95XX140007
N00004242,95XX140008,95XX140008
N00004243,95XX150001,95XX150001
N00004244,95XX150002,95XX150002
N00004245,95XX150003,95XX150003
N00004246,95XX150004,95XX150004
N00004247,95XX150005,95XX150005
N00004248,95XX150006,95XX150006
N00004249,95XX150007,95XX150007
N00004250,95XX150008,95XX150008
N00004251,95XX150009,95XX150009
N00004252,95XX160001,95XX160004
N00004253,95XX160002,95XX160002
N00004254,95XX160003,95XX160003
N00004255,95XX160004,95XX160001
N00004256,95XX160005,95XX160005
N00004257,95XX160006,95XX160006
N00004258,95XX160007,95XX160007
N00004259,95XX160008,95XX160008
N00004260,95XX160009,95XX160009
N00004261,95XX170001,95XX170001
N00004262,95XX170002,95XX170002
N00004263,95XX170003,95XX170003
N00004264,95XX170008,95XX170008
N00004265,95XX170010,95XX170010
N00004266,95XX170004,95XX170004
N00004267,95XX170007,95XX170005
N00004268,95XX170006,95XX170006
N00004269,95XX170009,95XX170009
N00004270,95XX180001,95XX180001
N00004271,95XX180002,95XX180002
N00004272,95XX180003,95XX180003
N00004273,95XX180004,95XX180004
N00004274,95XX180006,95XX180006
N00004275,95XX180007,95XX180003
N00004276,95XX180008,95XX180008
N00004277,95XX180009,95XX180009
N00004278,95XX180010,95XX180010
N00004279,95XX190001,95XX190001
N00004280,95XX190002,95XX190002
N00004281,95XX190003,95XX190003
N00004282,95XX190004,95XX190004
N00004283,95XX190005,95XX190005
N00004284,95XX190006,95XX190006
N00004285,95XX190007,95XX190007
N00004286,95XX190008,95XX190008
N00004287,95XX200001,95XX200005
N00004288,95XX200002,95XX200002
N00004289,95XX200003,95XX200003
N00004290,95XX200007,95XX200007
N00004291,95XX200008,95XX200008
N00004292,95XX200012,95XX200012
N00004293,95XX200011,95XX200011
N00004294,95XX200006,95XX200006
N00004295,95XX210001,95XX210001
N00004296,95XX210002,95XX210002
N00004297,95XX210003,95XX210003
N00004298,95XX210004,95XX210004
N00004299,95XX210005,95XX210005
N00004300,95XX210006,95XX210006
N00004301,95XX210007,95XX210007
N00004302,95XX210008,95XX210008
N00004303,95XX220001,95XX220001
N00004304,95XX220002,95XX220002
N00004305,95XX220003,95XX220003
N00004306,95XX220004,95XX220004
N00004307,95XX220006,95XX220006
N00004308,95XX220007,95XX220007
N00004309,95XX220008,95XX220008
N00004310,95XX220009,95XX220009
N00004311,95XX230001,95XX230001
N00004312,95XX230002,95XX230002
N00004313,95XX230003,95XX230003
N00004314,95XX230004,95XX230004
N00004315,95XX230005,95XX230005
N00004316,95XX230006,95XX230006
N00004317,95XX230007,95XX230007
N00004318,95XX230008,95XX230008
N00004319,95XX230009,95XX230009
N00004320,95XX230010,95XX230010
N00004321,95XX240004,95XX240004
N00004322,95XX240005,95XX240005
N00004323,95XX240007,95XX240007
N00004324,95XX240001,95XX240001
N00004325,95XX240002,95XX240002
N00004326,95XX240003,95XX240003
N00004327,95XX240006,95XX240006
N00004328,95XX240008,95XX240008
N00004329,95XX250001,95XX250001
N00004330,95XX250002,95XX250003
N00004331,95XX250003,95XX250003
N00004332,95XX250004,95XX250004
N00004333,95XX250005,95XX250005
N00004334,95XX250006,95XX250006
N00004335,95XX250007,95XX250007
N00004336,95XX250008,95XX250008
N00004337,95XX250009,95XX250009
N00004338,95YY010001,95YY010001
N00004339,95YY010002,95YY010002
N00004340,95YY010003,95YY010003
N00004341,95YY010004,95YY010004
N00004342,95YY010005,95YY010005
N00004343,95YY020001,95YY020001
N00004344,95YY020002,95YY020002
N00004345,95YY020003,95YY020003
N00004346,95YY020004,95YY020004
N00004347,95YY020005,95YY020005
N00004348,95YY020006,95YY020006
N00004349,95YY020007,95YY020007
N00004350,95YY030002,95YY030002
N00004351,95YY030003,95YY030003
N00004352,95YY030004,95YY030004
N00004353,95YY030005,95YY030005
N00004354,95YY030006,95YY030006
N00004355,95YY040001,95YY040001
N00004356,95YY040002,95YY040002
N00004357,95YY040006,95YY040006
N00004358,95YY040004,95YY040004
N00004359,95YY040007,95YY040007
N00004360,95YY050003,95YY050003
N00004361,95YY050004,95YY050004
N00004362,95YY050005,95YY050006
N00004363,95YY060001,95YY060001
N00004364,95YY060002,95YY060002
N00004365,95YY060003,95YY060003
N00004366,95YY060004,95YY060004
N00004367,95YY060006,95YY060006
N00004368,95YY070001,95YY070001
N00004369,95YY070002,95YY070002
N00004370,95YY070003,95YY070003
N00004371,95YY070004,95YY070004
N00004372,95YY070005,95YY070005
N00004373,95YY070006,95YY070006
N00004374,95YY080001,95YY080001
N00004375,95YY080003,95YY080003
N00004376,95YY080004,95YY080004
N00004377,95YY080005,95YY080005
N00004378,95YY090001,95YY090001
N00004379,95YY090002,95YY090002
N00004380,95YY090003,95YY090003
N00004381,95YY090004,95YY090004
N00004382,95YY090005,95YY090005
N00004383,95YY090006,95YY090006
N00004384,95YY090007,95YY090007
N00004385,95YY090008,95YY090008
N00004386,95YY100001,95YY100001
N00004387,95YY100002,95YY100002
N00004388,95YY100003,95YY100003
N00004389,95YY100004,95YY100004
N00004390,95YY100005,95YY100005
N00004391,95YY110001,95YY110001
N00004392,95YY110002,95YY110002
N00004393,95YY110003,95YY110003
N00004394,95YY110004,95YY110003
N00004395,95YY110005,95YY110005
N00004396,95YY110006,95YY110006
N00004397,95YY120001,95YY120001
N00004398,95YY120002,95YY120002
N00004399,95YY120003,95YY120003
N00004400,95YY120004,95YY120004
N00004401,95YY120005,95YY120005
N00004402,95YY130008,95YY130008
N00004403,95YY130006,95YY130006
N00004404,95YY130001,95YY130001
N00004405,95YY130003,95YY130003
N00004406,95YY140003,95YY140003
N00004407,95YY140004,95YY140004
N00004408,95YY140005,95YY140005
N00004409,95YY140008,95YY140008
N00004410,95YY140001,95YY140001
N00004411,95YY140002,95YY140002
N00004412,95YY140007,95YY140007
N00004413,95YY150008,95YY150008
N00004414,95YY150002,95YY150002
N00004415,95YY150004,95YY150004
N00004416,95YY150005,95YY150005
N00004417,95YY160001,95YY160001
N00004418,95YY160002,95YY160002
N00004419,95YY160003,95YY160003
N00004420,95YY160004,95YY160004
N00004421,95YY160005,95YY160005
N00004422,95YY170001,95YY170001
N00004423,95YY170002,95YY170002
N00004424,95YY170003,95YY170003
N00004425,95YY170004,95YY170004
N00004426,95YY170005,95YY170005
N00004427,95YY180001,95YY180001
N00004428,95YY180002,95YY180002
N00004429,95YY180003,95YY180003
N00004430,95YY180004,95YY180004
N00004431,95YY180005,95YY180005
N00004432,95YY190001,95YY190001
N00004433,95YY190002,95YY190002
N00004434,95YY190003,95YY190003
N00004435,95YY190005,95YY190005
N00004436,95YY200001,95YY200001
N00004437,95YY200002,95YY200002
N00004438,95YY200003,95YY200003
N00004439,95YY200004,95YY200004
N00004440,95YY200005,95YY200005
N00004441,95YY210001,95YY210001
N00004442,95YY210002,95YY210002
N00004443,95YY210003,95YY210003
N00004444,95YY210004,95YY210004
N00004445,95YY210005,95YY210005
N00004446,95ZZ010001,95ZZ010001
N00004447,95ZZ010002,95ZZ010002
N00004448,95ZZ010003,95ZZ010003
N00004449,95ZZ010004,95ZZ010004
N00004450,95ZZ010005,95ZZ010005
N00004451,95ZZ010006,95ZZ010006
N00004452,95ZZ020001,95ZZ020001
N00004453,95ZZ020002,95ZZ020002
N00004454,95ZZ020003,95ZZ020003
N00004455,95ZZ020004,95ZZ020004
N00004456,95ZZ020005,95ZZ020005
N00004457,95ZZ020006,95ZZ020006
N00004458,95ZZ030001,95ZZ030001
N00004459,95ZZ030002,95ZZ030002
N00004460,95ZZ030004,95ZZ030004
N00004461,95ZZ030005,95ZZ030005
N00004462,95ZZ030006,95ZZ030006
N00004463,95ZZ040001,95ZZ040001
N00004464,95ZZ040002,95ZZ040002
N00004465,95ZZ040003,95ZZ040003
N00004466,95ZZ040004,95ZZ040004
N00004467,95ZZ040005,95ZZ040005
N00004468,95ZZ040006,95ZZ040006
N00004469,95ZZ050001,95ZZ050001
N00004470,95ZZ050002,95ZZ050002
N00004471,95ZZ050003,95ZZ050003
N00004472,95ZZ050004,95ZZ050004
N00004473,95ZZ050006,95ZZ050006
N00004474,95ZZ060002,95ZZ060001
N00004475,95ZZ060003,95ZZ060003
N00004476,95ZZ060005,95ZZ060006
N00004477,95ZZ060006,95ZZ060006
N00004478,95ZZ070001,
N00004479,95ZZ070002,95ZZ070002
N00004480,95ZZ070003,95ZZ070003
N00004481,95ZZ070004,95ZZ070004
N00004482,95ZZ070005,95ZZ070005
N00004483,95ZZ070006,95ZZ070006
N00004484,95ZZ080001,95ZZ080001
N00004485,95ZZ080002,95ZZ080002
N00004486,95ZZ080003,95ZZ080003
N00004487,95ZZ080004,95ZZ080004
N00004488,95ZZ080005,95ZZ080005
N00004489,95ZZ080006,95ZZ080006
N00004490,95ZZ090001,95ZZ090001
N00004491,95ZZ090002,95ZZ090002
N00004492,95ZZ090003,95ZZ090003
N00004493,95ZZ090004,95ZZ090004
N00004494,95ZZ090005,95ZZ090005
N00004495,95ZZ090006,95ZZ090006
N00004496,95ZZ100002,95ZZ100002
N00004497,95ZZ100003,95ZZ100003
N00004498,95ZZ100004,95ZZ100004
N00004499,95ZZ100006,95ZZ100006
N00004500,95ZZ100007,95ZZ100007
N00004501,95ZZ110001,95ZZ110001
N00004502,95ZZ110002,95ZZ110002
N00004503,95ZZ110003,95ZZ110003
N00004504,95ZZ110004,95ZZ110004
N00004505,95ZZ110005,95ZZ110005
N00004506,95ZZ110006,95ZZ110006
N00004507,95ZZ120001,95ZZ120001
N00004508,95ZZ120002,95ZZ120002
N00004509,95ZZ120004,95ZZ120004
N00004510,95ZZ120005,95ZZ120005
N00004511,95ZZ120006,95ZZ120006
N00004512,95ZZ120007,95ZZ120007
N00004513,95ZZ130001,95ZZ130001
N00004514,95ZZ130002,95ZZ130002
N00004515,95ZZ130003,95ZZ130001
N00004516,95ZZ130004,95ZZ130004
N00004517,95ZZ130005,95ZZ130005
N00004518,95ZZ130006,95ZZ130006
N00004519,95ZZ140002,95ZZ140002
N00004520,95ZZ140006,95ZZ140006
N00004521,95ZZ140008,95ZZ140008
N00004522,95ZZ140001,95ZZ140001
N00004523,95ZZ140003,95ZZ140003
N00004524,95ZZ140004,95ZZ140004
N00004525,95ZZ140007,95ZZ140007
N00004526,95ZZ150001,95ZZ150001
N00004527,95ZZ150002,95ZZ150002
N00004528,95ZZ150003,95ZZ150003
N00004529,95ZZ150004,95ZZ150004
N00004530,95ZZ150005,95ZZ150005
N00004531,95ZZ150006,95ZZ150006
N00004532,95ZZ160002,95ZZ160002
N00004533,95ZZ160003,95ZZ140008
N00004534,95ZZ160007,95ZZ160006
N00004535,95ZZ160009,95ZZ160009
N00004536,95ZZ160004,95ZZ160004
N00004537,95ZZ160008,95ZZ160008
