OA_CODE,DZ2021_cd_dominant,DZ2021_cd_point
95WW060005,N20000089,N20000089
95WW060006,N20000100,N20000100
95WW060007,N20000121,N20000121
95WW060008,N20000121,N20000089
95WW070001,N20000124,N20000124
95WW070002,N20000100,N20000113
95WW070003,N20000111,N20000111
95WW070004,N20000114,N20000114
95WW070005,N20000114,N20000114
95WW070006,N20000113,N20000115
95WW070007,N20000120,N20000110
95WW070008,N20000120,N20000120
95WW070009,N20000122,N20000120
95WW070010,N20000122,N20000124
95WW070011,N20000122,N20000122
95WW080001,N20000218,N20000218
95WW080002,N20000224,N20000223
95WW080003,N20000221,N20000221
95WW080004,N20000226,N20000226
95WW080005,N20000223,N20000223
95WW080006,N20000220,N20000220
95WW080007,N20000220,N20000218
95WW080008,N20000221,N20000221
95WW080009,N20000223,N20000223
95WW090001,N20000213,N20000212
95WW090002,N20000212,N20000213
95WW090003,N20000218,N20000218
95WW090004,N20000213,N20000214
95WW090005,N20000216,N20000216
95WW090006,N20000157,N20000157
95WW090007,N20000220,N20000220
95WW090008,N20000173,N20000173
95WW090009,N20000213,N20000212
95WW100001,N20000180,N20000180
95WW100002,N20000165,N20000165
95WW100003,N20000180,N20000180
95WW100004,N20000164,N20000164
95WW100005,N20000168,N20000168
95WW100006,N20000165,N20000170
95WW100007,N20000170,N20000170
95WW100008,N20000176,N20000176
95WW100009,N20000174,N20000174
95WW110001,N20000256,N20000254
95WW110002,N20000256,N20000255
95WW110003,N20000254,N20000254
95WW110004,N20000256,N20000252
95WW110005,N20000246,N20000246
95WW110006,N20000249,N20000249
95WW110007,N20000252,N20000252
95WW110008,N20000253,N20000253
95WW120001,N20000181,N20000181
95WW120002,N20000185,N20000185
95WW120003,N20000181,N20000181
95WW120004,N20000183,N20000183
95WW120005,N20000184,N20000184
95WW120006,N20000183,N20000187
95WW120007,N20000192,N20000182
95WW120008,N20000187,N20000187
95WW120009,N20000183,N20000194
95WW130001,N20000117,N20000117
95WW130002,N20000122,N20000116
95WW130003,N20000122,N20000118
95WW130004,N20000122,N20000119
95WW130005,N20000002,N20000002
95WW130006,N20000099,N20000087
95WW130007,N20000087,N20000087
95WW130008,N20000099,N20000091
95WW130009,N20000099,N20000091
95WW130010,N20000099,N20000096
95WW140001,N20000192,N20000189
95WW140002,N20000189,N20000189
95WW140003,N20000189,N20000196
95WW140004,N20000192,N20000195
95WW140005,N20000195,N20000195
95WW140006,N20000195,N20000195
95WW140007,N20000195,N20000195
95WW140008,N20000182,N20000182
95WW150001,N20000231,N20000231
95WW150002,N20000238,N20000238
95WW150003,N20000173,N20000173
95WW150004,N20000244,N20000244
95WW150005,N20000238,N20000238
95WW150006,N20000245,N20000250
95WW150007,N20000250,N20000250
95WW150008,N20000224,N20000224
95WW150009,N20000231,N20000231
95WW160001,N20000229,N20000229
95WW160002,N20000240,N20000240
95WW160003,N20000246,N20000240
95WW160004,N20000243,N20000243
95WW160005,N20000245,N20000245
95WW160006,N20000230,N20000230
95WW160007,N20000230,N20000229
95WW160008,N20000233,N20000233
95WW160009,N20000237,N20000237
95WW160010,N20000230,N20000230
95WW170001,N20000139,N20000136
95WW170002,N20000136,N20000136
95WW170003,N20000139,N20000139
95WW170004,N20000136,N20000136
95WW170005,N20000139,N20000139
95WW170006,N20000147,N20000145
95WW170007,N20000142,N20000142
95WW170008,N20000147,N20000147
95WW180001,N20000237,N20000242
95WW180002,N20000241,N20000241
95WW180003,N20000242,N20000242
95WW180004,N20000247,N20000247
95WW180005,N20000248,N20000248
95WW180006,N20000234,N20000239
95WW180007,N20000239,N20000239
95WW180008,N20000241,N20000241
95WW190001,N20000149,N20000149
95WW190002,N20000126,N20000126
95WW190003,N20000125,N20000125
95WW190004,N20000128,N20000128
95WW190005,N20000128,N20000126
95WW190006,N20000132,N20000132
95WW190007,N20000134,N20000134
95WW190008,N20000133,N20000133
95WW190009,N20000133,N20000138
95WW190010,N20000143,N20000143
95WW190011,N20000139,N20000137
95WW190012,N20000137,N20000137
95WW190013,N20000143,N20000143
95WW190014,N20000138,N20000138
95WW190015,N20000149,N20000149
95WW200001,N20000270,N20000219
95WW200002,N20000265,N20000267
95WW200003,N20000278,N20000270
95WW200004,N20000266,N20000266
95WW200005,N20000265,N20000265
95WW200006,N20000262,N20000265
95WW200007,N20000278,N20000265
95WW200008,N20000270,N20000273
95WW200009,N20000251,N20000251
95WW200010,N20000262,N20000262
95WW200011,N20000262,N20000262
95WW200012,N20000262,N20000215
95WW200013,N20000215,N20000219
95WW200014,N20000219,N20000219
95WW210001,N20000153,N20000153
95WW210002,N20000161,N20000153
95WW210003,N20000146,N20000146
95WW210004,N20000150,N20000150
95WW210005,N20000159,N20000159
95WW210006,N20000161,N20000155
95WW210007,N20000161,N20000163
95WW210008,N20000161,N20000161
95WW210009,N20000171,N20000171
95WW210010,N20000146,N20000146
95WW210011,N20000153,N20000153
95WW220001,N20000135,N20000135
95WW220002,N20000129,N20000129
95WW220003,N20000129,N20000129
95WW220004,N20000130,N20000131
95WW220005,N20000130,N20000130
95WW220006,N20000129,N20000131
95WW220007,N20000129,N20000129
95WW220008,N20000144,N20000144
95WW220009,N20000144,N20000129
95WW230001,N20000162,N20000162
95WW230002,N20000158,N20000158
95WW230003,N20000140,N20000162
95WW230004,N20000166,N20000166
95WW230005,N20000162,N20000166
95WW230006,N20000169,N20000169
95WW230007,N20000167,N20000169
95WW230008,N20000172,N20000172
95WW230009,N20000177,N20000177
95WW230010,N20000140,N20000158
95WW240001,N20000199,N20000199
95WW240002,N20000201,N20000207
95WW240003,N20000199,N20000199
95WW240004,N20000203,N20000203
95WW240005,N20000204,N20000204
95WW240006,N20000205,N20000205
95WW240007,N20000208,N20000205
95WW240008,N20000207,N20000207
95WW240009,N20000209,N20000209
95WW240010,N20000208,N20000210
95WW240011,N20000210,N20000210
95WW250001,N20000206,N20000188
95WW250002,N20000202,N20000202
95WW250003,N20000205,N20000202
95WW250004,N20000191,N20000198
95WW250005,N20000193,N20000193
95WW250006,N20000194,N20000194
95WW250007,N20000194,N20000197
95WW250008,N20000200,N20000198
95WW250009,N20000194,N20000197
95WW250010,N20000200,N20000200
95XX010001,N20003709,N20003709
95XX010002,N20003712,N20003712
95XX010003,N20003710,N20003710
95XX010004,N20003712,N20003712
95XX010005,N20003709,N20003709
95XX010006,N20003712,N20003712
95XX010007,N20003714,N20003714
95XX010008,N20003716,N20003716
95XX010009,N20003719,N20003719
95XX010010,N20003719,N20003716
95XX010011,N20003701,N20003702
95XX010012,N20003701,N20003701
95XX010013,N20003721,N20003717
95XX020001,N20003626,N20003626
95XX020002,N20003634,N20003634
95XX020003,N20003630,N20003630
95XX020004,N20003629,N20003629
95XX020005,N20003630,N20003629
95XX020006,N20003621,N20003621
95XX020007,N20003622,N20003622
95XX020008,N20003627,N20003627
95XX030001,N20003690,N20003690
95XX030002,N20003689,N20003689
95XX030003,N20003685,N20003691
95XX030004,N20003691,N20003691
95XX030005,N20003696,N20003696
95XX030006,N20003721,N20003697
95XX030007,N20003706,N20003706
95XX030008,N20003685,N20003689
95XX040001,N20003695,N20003695
95XX040002,N20003701,N20003701
95XX040003,N20003695,N20003695
95XX040004,N20003652,N20003698
95XX040005,N20003698,N20003698
95XX040006,N20003699,N20003699
95XX040007,N20003699,N20003709
95XX040008,N20003698,N20003698
95XX040009,N20003705,N20003705
95XX040010,N20003708,N20003703
95XX040011,N20003708,N20003708
95XX050001,N20003648,N20003648
95XX050002,N20003650,N20003650
95XX050003,N20003644,N20003648
95XX050004,N20003647,N20003647
95XX050005,N20003650,N20003650
95XX050006,N20003650,N20003650
95XX050007,N20003650,N20003650
95XX050008,N20003648,N20003654
95XX050009,N20003648,N20003654
95XX050010,N20003644,N20003636
95XX060001,N20003669,N20003669
95XX060002,N20003672,N20003672
95XX060003,N20003667,N20003667
95XX060004,N20003658,N20003658
95XX060005,N20003655,N20003652
95XX060006,N20003655,N20003655
95XX060007,N20003660,N20003660
95XX060008,N20003659,N20003659
95XX060009,N20003660,N20003659
95XX060010,N20003661,N20003661
95XX060011,N20003662,N20003659
95XX060012,N20003662,N20003662
95XX070001,N20003647,N20003647
95XX070002,N20003645,N20003645
95XX070003,N20003645,N20003645
95XX070004,N20003647,N20003646
95XX070005,N20003639,N20003639
95XX070006,N20003639,N20003639
95XX070007,N20003639,N20003633
95XX070008,N20003638,N20003638
95XX070009,N20003647,N20003639
95XX070010,N20003646,N20003645
95XX070011,N20003641,N20003641
95XX080001,N20003584,N20003584
95XX080002,N20003586,N20003586
95XX080003,N20003595,N20003595
95XX080004,N20003589,N20003589
95XX080005,N20003584,N20003584
95XX080006,N20003595,N20003595
95XX080007,N20003583,N20003583
95XX080008,N20003581,N20003583
95XX080009,N20003586,N20003586
95XX080010,N20003582,N20003582
95XX090001,N20003634,N20003634
95XX090002,N20003635,N20003635
95XX090003,N20003637,N20003637
95XX090004,N20003637,N20003637
95XX090005,N20003691,N20003691
95XX090006,N20003692,N20003692
95XX090007,N20003694,N20003694
95XX090008,N20003625,N20003625
95XX090009,N20003622,N20003622
95XX090010,N20003625,N20003625
95XX100001,N20003616,N20003617
95XX100002,N20003619,N20003619
95XX100003,N20003569,N20003554
95XX100004,N20003554,N20003554
95XX100005,N20003619,N20003554
95XX100006,N20003556,N20003556
95XX100007,N20003609,N20003609
95XX100008,N20003611,N20003611
95XX100009,N20003613,N20003613
95XX100010,N20003617,N20003617
95XX100011,N20003620,N20003620
95XX100012,N20003618,N20003618
95XX100013,N20003569,N20003620
95XX100014,N20003619,N20003619
95XX110001,N20003670,N20003670
95XX110002,N20003663,N20003674
95XX110003,N20003569,N20003562
95XX110004,N20003677,N20003677
95XX110005,N20003568,N20003568
95XX110006,N20003569,N20003572
95XX110007,N20003678,N20003678
95XX110008,N20003663,N20003666
95XX110009,N20003664,N20003664
95XX110010,N20003665,N20003665
95XX110011,N20003666,N20003666
95XX110012,N20003664,N20003664
95XX110013,N20003669,N20003671
95XX110014,N20003663,N20003562
95XX120001,N20003548,N20003548
95XX120002,N20003539,N20003547
95XX120003,N20003569,N20003545
95XX120004,N20003569,N20003545
95XX120005,N20003569,N20003569
95XX120006,N20003537,N20003537
95XX120007,N20003539,N20003539
95XX120008,N20003545,N20003545
95XX130001,N20003546,N20003542
95XX130002,N20003546,N20003546
95XX130003,N20003547,N20003547
95XX130004,N20003547,N20003547
95XX130005,N20003538,N20003538
95XX130006,N20003546,N20003540
95XX130007,N20003546,N20003540
95XX130008,N20003541,N20003541
95XX130009,N20003542,N20003542
95XX140001,N20003569,N20003569
95XX140002,N20003549,N20003549
95XX140003,N20003549,N20003549
95XX140004,N20003550,N20003550
95XX140005,N20003548,N20003551
95XX140006,N20003553,N20003553
95XX140007,N20003553,N20003553
95XX140008,N20003548,N20003549
95XX150001,N20003616,N20003616
95XX150002,N20003616,N20003616
95XX150003,N20003612,N20003612
95XX150004,N20003595,N20003600
95XX150005,N20003604,N20003604
95XX150006,N20003608,N20003608
95XX150007,N20003606,N20003606
95XX150008,N20003609,N20003607
95XX150009,N20003608,N20003607
95XX160001,N20003685,N20003683
95XX160002,N20003684,N20003684
95XX160003,N20003685,N20003685
95XX160004,N20003686,N20003686
95XX160005,N20003685,N20003681
95XX160006,N20003680,N20003680
95XX160007,N20003682,N20003682
95XX160008,N20003685,N20003682
95XX160009,N20003685,N20003684
95XX170001,N20003642,N20003642
95XX170002,N20003632,N20003632
95XX170003,N20003642,N20003642
95XX170004,N20003621,N20003621
95XX170005,N20003623,N20003623
95XX170006,N20003623,N20003623
95XX170007,N20003624,N20003624
95XX170008,N20003624,N20003624
95XX170009,N20003636,N20003631
95XX170010,N20003632,N20003632
95XX170011,N20003632,N20003632
95XX180001,N20003564,N20003564
95XX180002,N20003559,N20003558
95XX180003,N20003561,N20003561
95XX180004,N20003566,N20003566
95XX180005,N20003558,N20003563
95XX180006,N20003559,N20003561
95XX180007,N20003566,N20003561
95XX180008,N20003566,N20003565
95XX180009,N20003575,N20003575
95XX180010,N20003574,N20003574
95XX190001,N20003575,N20003560
95XX190002,N20003555,N20003555
95XX190003,N20003555,N20003555
95XX190004,N20003552,N20003552
95XX190005,N20003553,N20003553
95XX190006,N20003567,N20003567
95XX190007,N20003565,N20003565
95XX190008,N20003569,N20003569
95XX200001,N20003571,N20003571
95XX200002,N20003573,N20003573
95XX200003,N20003570,N20003570
95XX200004,N20003574,N20003573
95XX200005,N20003576,N20003573
95XX200006,N20003576,N20003576
95XX200007,N20003569,N20003577
95XX200008,N20003576,N20000946
95XX200009,N20003576,N20003577
95XX200010,N20003575,N20003577
95XX200011,N20003563,N20003563
95XX200012,N20003571,N20003571
95XX210001,N20003541,N20003580
95XX210002,N20003541,N20003582
95XX210003,N20003628,N20003628
95XX210004,N20003581,N20003581
95XX210005,N20003581,N20003581
95XX210006,N20003541,N20003543
95XX210007,N20003578,N20003578
95XX210008,N20003578,N20003578
95XX220001,N20003614,N20003614
95XX220002,N20003615,N20003615
95XX220003,N20003614,N20003614
95XX220004,N20003592,N20003592
95XX220005,N20003596,N20003596
95XX220006,N20003596,N20003599
95XX220007,N20003605,N20003605
95XX220008,N20003615,N20003615
95XX220009,N20003605,N20003615
95XX230001,N20003599,N20003592
95XX230002,N20003601,N20003601
95XX230003,N20003602,N20003602
95XX230004,N20003597,N20003597
95XX230005,N20003603,N20003603
95XX230006,N20003602,N20003602
95XX230007,N20003603,N20003603
95XX230008,N20003603,N20003603
95XX230009,N20003610,N20003611
95XX230010,N20003592,N20003592
95XX240001,N20003585,N20003585
95XX240002,N20003588,N20003588
95XX240003,N20003587,N20003587
95XX240004,N20003591,N20003591
95XX240005,N20003594,N20003594
95XX240006,N20003587,N20003598
95XX240007,N20003594,N20003594
95XX240008,N20003598,N20003598
95XX240009,N20003585,N20003585
95XX250001,N20003656,N20003656
95XX250002,N20003649,N20003649
95XX250003,N20003649,N20003649
95XX250004,N20003596,N20003596
95XX250005,N20003605,N20003651
95XX250006,N20003653,N20003653
95XX250007,N20003653,N20003653
95XX250008,N20003651,N20003651
95XX250009,N20003657,N20003657
95YY010001,N20002245,N20002245
95YY010002,N20002245,N20002245
95YY010003,N20002246,N20002246
95YY010004,N20002249,N20002249
95YY010005,N20002250,N20002247
95YY010006,N20002247,N20002247
95YY020001,N20002189,N20002189
95YY020002,N20002196,N20002196
95YY020003,N20002195,N20002192
95YY020004,N20002196,N20002197
95YY020005,N20002196,N20002196
95YY020006,N20002197,N20002200
95YY020007,N20002185,N20002185
95YY030001,N20002158,N20002158
95YY030002,N20002161,N20002159
95YY030003,N20002162,N20002162
95YY030004,N20002158,N20002245
95YY030005,N20002165,N20002161
95YY030006,N20002165,N20002165
95YY040001,N20002210,N20002210
95YY040002,N20002213,N20002212
95YY040003,N20002213,N20002208
95YY040004,N20002210,N20002210
95YY040005,N20002216,N20002216
95YY040006,N20002219,N20002216
95YY040007,N20002219,N20002213
95YY050001,N20002211,N20002208
95YY050002,N20002205,N20002205
95YY050003,N20002211,N20002211
95YY050004,N20002199,N20002199
95YY050005,N20002220,N20002218
95YY050006,N20002220,N20002220
95YY050007,N20002205,N20002205
95YY060001,N20002160,N20002160
95YY060002,N20002163,N20002163
95YY060003,N20002162,N20002166
95YY060004,N20002163,N20002167
95YY060005,N20002169,N20002169
95YY060006,N20002174,N20002169
95YY070001,N20002234,N20002234
95YY070002,N20002234,N20002234
95YY070003,N20002231,N20002235
95YY070004,N20002232,N20002232
95YY070005,N20002239,N20002239
95YY070006,N20002228,N20002228
95YY080001,N20002155,N20002155
95YY080002,N20002154,N20002154
95YY080003,N20002154,N20002154
95YY080004,N20002155,N20002155
95YY080005,N20002160,N20002160
95YY090001,N20002195,N20002195
95YY090002,N20002196,N20002200
95YY090003,N20002201,N20002201
95YY090004,N20002209,N20002209
95YY090005,N20002207,N20002207
95YY090006,N20002206,N20002206
95YY090007,N20002196,N20002196
95YY090008,N20002220,N20002217
95YY100001,N20002151,N20002151
95YY100002,N20002150,N20002150
95YY100003,N20002156,N20002156
95YY100004,N20002156,N20002156
95YY100005,N20002151,N20002151
95YY110001,N20002177,N20002177
95YY110002,N20002165,N20002171
95YY110003,N20002165,N20002170
95YY110004,N20002172,N20002172
95YY110005,N20002172,N20002172
95YY110006,N20002177,N20002176
95YY120001,N20002226,N20002222
95YY120002,N20002226,N20002222
95YY120003,N20002226,N20002226
95YY120004,N20002227,N20002227
95YY120005,N20002230,N20002233
95YY130001,N20002194,N20002194
95YY130002,N20002193,N20002204
95YY130003,N20002204,N20002204
95YY130004,N20002203,N20002194
95YY130005,N20002202,N20002202
95YY130006,N20002215,N20002215
95YY130007,N20002202,N20002214
95YY130008,N20002214,N20002214
95YY140001,N20002232,N20002233
95YY140002,N20002238,N20002238
95YY140003,N20002191,N20002191
95YY140004,N20002182,N20002182
95YY140005,N20002182,N20002182
95YY140006,N20002190,N20002238
95YY140007,N20002190,N20002190
95YY140008,N20002187,N20002187
95YY150001,N20002184,N20002184
95YY150002,N20002195,N20002192
95YY150003,N20002236,N20002183
95YY150004,N20002184,N20002183
95YY150005,N20002184,N20002184
95YY150006,N20002184,N20002183
95YY150007,N20002184,N20002184
95YY150008,N20002186,N20002192
95YY160001,N20002164,N20002164
95YY160002,N20002176,N20002176
95YY160003,N20002173,N20002173
95YY160004,N20002168,N20002168
95YY160005,N20002164,N20002164
95YY170001,N20002223,N20002223
95YY170002,N20002224,N20002224
95YY170003,N20002225,N20002224
95YY170004,N20002229,N20002225
95YY170005,N20002221,N20002221
95YY180001,N20002244,N20002244
95YY180002,N20002251,N20002244
95YY180003,N20002250,N20002250
95YY180004,N20002248,N20002248
95YY180005,N20002248,N20002243
95YY190001,N20002198,N20002198
95YY190002,N20002193,N20002193
95YY190003,N20002198,N20002198
95YY190004,N20002193,N20002193
95YY190005,N20002181,N20002181
95YY190006,N20002188,N20002188
95YY200001,N20002240,N20002241
95YY200002,N20002243,N20002243
95YY200003,N20002240,N20002240
95YY200004,N20002231,N20002231
95YY200005,N20002231,N20002237
95YY210001,N20002175,N20002175
95YY210002,N20002178,N20002178
95YY210003,N20002179,N20002178
95YY210004,N20002174,N20002180
95YY210005,N20002180,N20002180
95ZZ010001,N20001958,N20001958
95ZZ010002,N20001961,N20001961
95ZZ010003,N20001988,N20001959
95ZZ010004,N20001961,N20001961
95ZZ010005,N20001951,N20001951
95ZZ010006,N20001968,N20001959
95ZZ020001,N20001979,N20001979
95ZZ020002,N20001982,N20001978
95ZZ020003,N20001983,N20001983
95ZZ020004,N20001978,N20001978
95ZZ020005,N20001978,N20001978
95ZZ020006,N20001980,N20001979
95ZZ030001,N20002025,N20002022
95ZZ030002,N20002015,N20002014
95ZZ030003,N20002020,N20002020
95ZZ030004,N20002021,N20002021
95ZZ030005,N20002008,N20002012
95ZZ030006,N20002012,N20002012
95ZZ040001,N20002024,N20002025
95ZZ040002,N20002025,N20002025
95ZZ040003,N20002015,N20002015
95ZZ040004,N20002026,N20002027
95ZZ040005,N20002028,N20002028
95ZZ040006,N20002025,N20002025
95ZZ050001,N20001950,N20001952
95ZZ050002,N20001948,N20001952
95ZZ050003,N20001959,N20001959
95ZZ050004,N20001989,N20001954
95ZZ050005,N20001971,N20001971
95ZZ050006,N20001971,N20001971
95ZZ060001,N20001972,N20001972
95ZZ060002,N20001975,N20001975
95ZZ060003,N20001973,N20001973
95ZZ060004,N20001976,N20001976
95ZZ060005,N20001982,N20001982
95ZZ060006,N20001982,N20001982
95ZZ070001,N20002008,N20002008
95ZZ070002,N20002005,N20002006
95ZZ070003,N20002008,N20002008
95ZZ070004,N20001998,N20002005
95ZZ070005,N20002005,N20001999
95ZZ070006,N20001998,N20002003
95ZZ080001,N20002015,N20002015
95ZZ080002,N20002026,N20002023
95ZZ080003,N20002020,N20002020
95ZZ080004,N20002019,N20002019
95ZZ080005,N20002023,N20002023
95ZZ080006,N20002026,N20002027
95ZZ090001,N20002017,N20002017
95ZZ090002,N20002017,N20002009
95ZZ090003,N20002017,N20002009
95ZZ090004,N20002024,N20002024
95ZZ090005,N20002010,N20002010
95ZZ090006,N20002011,N20002011
95ZZ100001,N20001961,N20001960
95ZZ100002,N20001961,N20001962
95ZZ100003,N20001961,N20001963
95ZZ100004,N20001961,N20001966
95ZZ100005,N20001963,N20001966
95ZZ100006,N20001966,N20001969
95ZZ100007,N20001969,N20001969
95ZZ110001,N20001990,N20001990
95ZZ110002,N20001981,N20001981
95ZZ110003,N20001989,N20001989
95ZZ110004,N20001989,N20001989
95ZZ110005,N20001990,N20001990
95ZZ110006,N20001991,N20001991
95ZZ120001,N20002000,N20002000
95ZZ120002,N20001998,N20002001
95ZZ120003,N20002001,N20002000
95ZZ120004,N20002001,N20002002
95ZZ120005,N20002006,N20002004
95ZZ120006,N20002002,N20002002
95ZZ120007,N20002006,N20002006
95ZZ130001,N20001947,N20001947
95ZZ130002,N20001941,N20001941
95ZZ130003,N20001941,N20001947
95ZZ130004,N20001950,N20001950
95ZZ130005,N20001948,N20001948
95ZZ130006,N20001941,N20001939
95ZZ140001,N20001986,N20001987
95ZZ140002,N20001985,N20001985
95ZZ140003,N20001986,N20001986
95ZZ140004,N20001984,N20001985
95ZZ140005,N20001987,N20001987
95ZZ140006,N20001997,N20001997
95ZZ140007,N20001986,N20001986
95ZZ140008,N20001984,N20001980
95ZZ150001,N20002008,N20002008
95ZZ150002,N20002024,N20002007
95ZZ150003,N20001991,N20001991
95ZZ150004,N20001988,N20001988
95ZZ150005,N20001992,N20001992
95ZZ150006,N20002007,N20002007
95ZZ160001,N20001974,N20001970
95ZZ160002,N20001994,N20001994
95ZZ160003,N20001977,N20001977
95ZZ160004,N20001976,N20001976
95ZZ160005,N20001980,N20001974
95ZZ160006,N20001995,N20001995
95ZZ160007,N20001996,N20001996
95ZZ160008,N20001977,N20001977
95ZZ160009,N20001970,N20001970
